## htsjdk.samtools.metrics.StringHeader
# MarkDuplicates --TAGGING_POLICY All --INPUT SortSam_on_dataset_22__Alignment_sorted_in_coordinate_order --OUTPUT /corral4/main/jobs/079/423/79423323/outputs/dataset_8bc8a931-5888-4a82-b505-e5d25e22a061.dat --METRICS_FILE /corral4/main/jobs/079/423/79423323/outputs/dataset_4be98d59-09a1-481e-ab8d-bbe6a7726be7.dat --REMOVE_DUPLICATES true --ASSUME_SORTED true --DUPLICATE_SCORING_STRATEGY SUM_OF_BASE_QUALITIES --OPTICAL_DUPLICATE_PIXEL_DISTANCE 100 --VERBOSITY ERROR --QUIET true --VALIDATION_STRINGENCY LENIENT --MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP 50000 --MAX_FILE_HANDLES_FOR_READ_ENDS_MAP 8000 --SORTING_COLLECTION_SIZE_RATIO 0.25 --TAG_DUPLICATE_SET_MEMBERS false --REMOVE_SEQUENCING_DUPLICATES false --CLEAR_DT true --DUPLEX_UMI false --FLOW_MODE false --FLOW_QUALITY_SUM_STRATEGY false --USE_END_IN_UNPAIRED_READS false --USE_UNPAIRED_CLIPPED_END false --UNPAIRED_END_UNCERTAINTY 0 --FLOW_SKIP_FIRST_N_FLOWS 0 --FLOW_Q_IS_KNOWN_END false --FLOW_EFFECTIVE_QUALITY_THRESHOLD 15 --ADD_PG_TAG_TO_READS true --PROGRAM_RECORD_ID MarkDuplicates --PROGRAM_GROUP_NAME MarkDuplicates --READ_NAME_REGEX <optimized capture of last three ':' separated fields as numeric values> --MAX_OPTICAL_DUPLICATE_SET_SIZE 300000 --COMPRESSION_LEVEL 5 --MAX_RECORDS_IN_RAM 500000 --CREATE_INDEX false --CREATE_MD5_FILE false --help false --version false --showHidden false --USE_JDK_DEFLATER false --USE_JDK_INFLATER false
## htsjdk.samtools.metrics.StringHeader
# Started on: Fri Aug 28 19:27:33 GMT 2026

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	SECONDARY_OR_SUPPLEMENTARY_RDS	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
Unknown Library	272988	55220260	0	900140	178940	38638444	0	0.699606	17291207

## HISTOGRAM	java.lang.Double
BIN	CoverageMult	all_sets	non_optical_sets
1105.0	0	2	2
1108.0	0	1	1
1109.0	0	3	3
1110.0	0	3	3
1112.0	0	5	5
1113.0	0	3	3
1114.0	0	6	6
1115.0	0	3	3
1116.0	0	3	3
1117.0	0	3	3
1118.0	0	4	4
1119.0	0	6	6
1120.0	0	2	2
1121.0	0	1	1
1122.0	0	1	1
1123.0	0	2	2
1124.0	0	2	2
1125.0	0	2	2
1126.0	0	1	1
1127.0	0	2	2
1128.0	0	3	3
1129.0	0	3	3
1130.0	0	2	2
1131.0	0	1	1
1132.0	0	2	2
1133.0	0	1	1
1134.0	0	2	2
1135.0	0	2	2
1136.0	0	1	1
1138.0	0	1	1
1139.0	0	1	1
1140.0	0	4	4
1141.0	0	1	1
1143.0	0	1	1
1144.0	0	1	1
1145.0	0	1	1
1146.0	0	1	1
1147.0	0	4	4
1148.0	0	3	3
1149.0	0	1	1
1150.0	0	2	2
1151.0	0	1	1
1152.0	0	3	3
1153.0	0	2	2
1154.0	0	1	1
1155.0	0	1	1
1156.0	0	1	1
1157.0	0	2	2
1158.0	0	1	1
1159.0	0	2	2
1160.0	0	1	1
1161.0	0	1	1
1162.0	0	2	2
1163.0	0	2	2
1164.0	0	1	1
1165.0	0	3	3
1166.0	0	1	1
1167.0	0	1	1
1168.0	0	2	2
1169.0	0	1	1
1170.0	0	1	1
1171.0	0	1	1
1172.0	0	2	2
1173.0	0	3	3
1175.0	0	1	1
1176.0	0	1	1
1178.0	0	3	3
1179.0	0	1	1
1180.0	0	1	1
1181.0	0	1	1
1183.0	0	4	4
1184.0	0	1	1
1185.0	0	2	2
1186.0	0	1	1
1187.0	0	2	2
1188.0	0	2	2
1189.0	0	5	5
1190.0	0	2	2
1191.0	0	2	2
1192.0	0	2	2
1193.0	0	1	1
1195.0	0	2	2
1196.0	0	1	1
1198.0	0	1	1
1199.0	0	1	1
1200.0	0	2	2
1201.0	0	1	1
1202.0	0	1	1
1204.0	0	2	2
1205.0	0	1	1
1206.0	0	2	2
1207.0	0	1	1
1208.0	0	1	1
1209.0	0	1	1
1210.0	0	2	2
1211.0	0	2	2
1213.0	0	2	2
1214.0	0	1	1
1215.0	0	2	2
1216.0	0	1	1
1217.0	0	1	1
1218.0	0	3	3
1219.0	0	3	3
1220.0	0	2	2
1221.0	0	3	3
1222.0	0	1	1
1223.0	0	3	3
1224.0	0	3	3
1225.0	0	1	1
1226.0	0	1	1
1228.0	0	2	2
1229.0	0	1	1
1230.0	0	2	2
1231.0	0	1	1
1232.0	0	2	2
1233.0	0	1	1
1234.0	0	2	2
1235.0	0	2	2
1237.0	0	4	4
1238.0	0	2	2
1239.0	0	3	3
1241.0	0	1	1
1244.0	0	1	1
1245.0	0	4	4
1246.0	0	1	1
1247.0	0	1	1
1248.0	0	4	4
1249.0	0	3	3
1250.0	0	1	1
1252.0	0	4	4
1253.0	0	2	2
1254.0	0	4	4
1256.0	0	3	3
1257.0	0	2	2
1258.0	0	1	1
1259.0	0	1	1
1260.0	0	1	1
1262.0	0	1	1
1263.0	0	3	3
1265.0	0	1	1
1266.0	0	1	1
1267.0	0	1	1
1269.0	0	1	1
1270.0	0	1	1
1271.0	0	1	1
1272.0	0	2	2
1273.0	0	1	1
1274.0	0	1	1
1275.0	0	1	1
1276.0	0	2	2
1277.0	0	3	3
1278.0	0	1	1
1280.0	0	1	1
1281.0	0	3	3
1282.0	0	2	2
1283.0	0	3	3
1284.0	0	2	2
1286.0	0	1	1
1287.0	0	1	1
1290.0	0	1	1
1291.0	0	1	1
1292.0	0	2	2
1293.0	0	1	1
1294.0	0	1	1
1295.0	0	1	1
1296.0	0	3	3
1298.0	0	1	1
1299.0	0	1	1
1305.0	0	1	1
1306.0	0	1	1
1307.0	0	2	2
1309.0	0	1	1
1310.0	0	6	6
1311.0	0	3	3
1312.0	0	4	4
1313.0	0	4	4
1314.0	0	1	1
1315.0	0	1	1
1316.0	0	1	1
1317.0	0	1	1
1318.0	0	2	2
1320.0	0	1	1
1321.0	0	1	1
1322.0	0	3	3
1323.0	0	1	1
1324.0	0	1	1
1325.0	0	1	1
1326.0	0	2	2
1327.0	0	1	1
1328.0	0	1	1
1330.0	0	1	1
1331.0	0	1	1
1332.0	0	2	2
1335.0	0	2	2
1336.0	0	1	1
1339.0	0	2	2
1342.0	0	1	1
1343.0	0	2	2
1345.0	0	2	2
1346.0	0	1	1
1347.0	0	3	3
1349.0	0	1	1
1350.0	0	1	1
1353.0	0	1	1
1355.0	0	3	3
1356.0	0	1	1
1357.0	0	1	1
1360.0	0	1	1
1363.0	0	2	2
1365.0	0	1	1
1368.0	0	2	2
1371.0	0	2	2
1372.0	0	2	2
1373.0	0	1	1
1374.0	0	1	1
1375.0	0	2	2
1376.0	0	2	2
1378.0	0	2	2
1379.0	0	1	1
1380.0	0	4	4
1381.0	0	3	3
1382.0	0	1	1
1383.0	0	2	2
1384.0	0	3	3
1386.0	0	1	1
1388.0	0	1	1
1391.0	0	1	1
1392.0	0	2	2
1393.0	0	1	1
1394.0	0	2	2
1395.0	0	1	1
1396.0	0	2	2
1397.0	0	1	1
1399.0	0	2	2
1400.0	0	1	1
1401.0	0	2	2
1402.0	0	2	2
1403.0	0	1	1
1404.0	0	1	1
1405.0	0	2	2
1406.0	0	2	2
1407.0	0	1	1
1408.0	0	1	1
1409.0	0	1	1
1410.0	0	4	4
1411.0	0	2	2
1412.0	0	3	3
1416.0	0	2	2
1417.0	0	2	2
1418.0	0	2	2
1420.0	0	2	2
1421.0	0	2	2
1425.0	0	1	1
1427.0	0	2	2
1428.0	0	1	1
1429.0	0	2	2
1431.0	0	1	1
1432.0	0	1	1
1433.0	0	2	2
1438.0	0	1	1
1440.0	0	2	2
1441.0	0	1	1
1442.0	0	1	1
1443.0	0	2	2
1446.0	0	2	2
1447.0	0	1	1
1448.0	0	1	1
1449.0	0	1	1
1452.0	0	1	1
1453.0	0	2	2
1454.0	0	1	1
1455.0	0	2	2
1456.0	0	1	1
1457.0	0	3	3
1458.0	0	3	3
1459.0	0	3	3
1460.0	0	1	1
1461.0	0	2	2
1463.0	0	2	2
1464.0	0	2	2
1468.0	0	3	3
1469.0	0	2	2
1471.0	0	1	1
1473.0	0	2	2
1475.0	0	1	1
1478.0	0	3	3
1479.0	0	1	1
1480.0	0	1	1
1481.0	0	2	2
1482.0	0	2	2
1485.0	0	1	1
1486.0	0	4	4
1488.0	0	2	2
1490.0	0	1	1
1493.0	0	2	2
1494.0	0	2	2
1495.0	0	1	1
1496.0	0	1	1
1498.0	0	1	1
1499.0	0	1	1
1500.0	0	2	2
1501.0	0	1	1
1503.0	0	3	3
1509.0	0	2	2
1510.0	0	1	1
1511.0	0	1	1
1512.0	0	1	1
1513.0	0	2	2
1515.0	0	1	1
1517.0	0	1	1
1518.0	0	1	1
1519.0	0	1	1
1521.0	0	2	2
1522.0	0	4	4
1523.0	0	1	1
1524.0	0	1	1
1529.0	0	1	1
1531.0	0	1	1
1532.0	0	1	1
1533.0	0	1	1
1534.0	0	2	2
1536.0	0	1	1
1537.0	0	2	2
1539.0	0	3	3
1540.0	0	2	2
1542.0	0	2	2
1543.0	0	1	1
1544.0	0	2	2
1546.0	0	1	1
1548.0	0	1	1
1549.0	0	3	3
1555.0	0	1	1
1556.0	0	1	1
1559.0	0	2	2
1561.0	0	1	1
1562.0	0	1	1
1563.0	0	1	1
1570.0	0	1	1
1571.0	0	2	2
1572.0	0	1	1
1573.0	0	1	1
1574.0	0	2	2
1575.0	0	2	2
1576.0	0	1	1
1577.0	0	1	1
1580.0	0	1	1
1584.0	0	1	1
1587.0	0	1	1
1588.0	0	1	1
1589.0	0	2	2
1590.0	0	1	1
1591.0	0	1	1
1592.0	0	1	1
1593.0	0	1	1
1596.0	0	1	1
1599.0	0	1	1
1600.0	0	1	1
1601.0	0	1	1
1602.0	0	1	1
1604.0	0	2	2
1605.0	0	1	1
1607.0	0	1	1
1610.0	0	1	1
1612.0	0	1	1
1617.0	0	2	2
1620.0	0	2	2
1623.0	0	1	1
1624.0	0	2	2
1625.0	0	1	1
1626.0	0	1	1
1627.0	0	1	1
1628.0	0	1	1
1629.0	0	1	1
1630.0	0	1	1
1637.0	0	1	1
1639.0	0	1	1
1640.0	0	1	1
1642.0	0	1	1
1645.0	0	1	1
1649.0	0	1	1
1651.0	0	1	1
1652.0	0	1	1
1655.0	0	1	1
1656.0	0	1	1
1657.0	0	1	1
1658.0	0	1	1
1660.0	0	2	2
1661.0	0	2	2
1662.0	0	1	1
1664.0	0	1	1
1667.0	0	1	1
1669.0	0	1	1
1671.0	0	1	1
1674.0	0	1	1
1681.0	0	2	2
1682.0	0	1	1
1686.0	0	1	1
1687.0	0	1	1
1688.0	0	1	1
1690.0	0	1	1
1692.0	0	2	2
1693.0	0	1	1
1696.0	0	1	1
1699.0	0	1	1
1702.0	0	1	1
1703.0	0	2	2
1704.0	0	2	2
1706.0	0	1	1
1710.0	0	1	1
1715.0	0	1	1
1716.0	0	1	1
1721.0	0	1	1
1722.0	0	1	1
1726.0	0	1	1
1727.0	0	1	1
1729.0	0	1	1
1735.0	0	1	1
1737.0	0	1	1
1745.0	0	2	2
1747.0	0	1	1
1749.0	0	1	1
1750.0	0	2	2
1758.0	0	1	1
1760.0	0	1	1
1762.0	0	1	1
1774.0	0	1	1
1778.0	0	1	1
1781.0	0	1	1
1785.0	0	1	1
1786.0	0	1	1
1787.0	0	1	1
1789.0	0	1	1
1791.0	0	1	1
1794.0	0	2	2
1804.0	0	1	1
1809.0	0	1	1
1810.0	0	1	1
1814.0	0	1	1
1821.0	0	1	1
1822.0	0	2	2
1823.0	0	1	1
1824.0	0	1	1
1828.0	0	2	2
1829.0	0	1	1
1834.0	0	2	2
1838.0	0	1	1
1839.0	0	1	1
1841.0	0	1	1
1844.0	0	1	1
1845.0	0	2	2
1848.0	0	1	1
1850.0	0	1	1
1854.0	0	1	1
1855.0	0	1	1
1856.0	0	1	1
1858.0	0	1	1
1859.0	0	1	1
1860.0	0	1	1
1864.0	0	1	1
1873.0	0	1	1
1876.0	0	1	1
1890.0	0	1	1
1892.0	0	1	1
1900.0	0	1	1
1916.0	0	1	1
1917.0	0	1	1
1921.0	0	1	1
1922.0	0	1	1
1925.0	0	2	2
1928.0	0	2	2
1931.0	0	1	1
1932.0	0	1	1
1938.0	0	1	1
1947.0	0	1	1
1948.0	0	1	1
1954.0	0	1	1
1970.0	0	1	1
1974.0	0	1	1
1976.0	0	1	1
1983.0	0	1	1
1985.0	0	1	1
1988.0	0	1	1
1990.0	0	1	1
1996.0	0	1	1
2002.0	0	1	1
2003.0	0	1	1
2008.0	0	2	2
2009.0	0	1	1
2012.0	0	1	1
2013.0	0	1	1
2014.0	0	1	1
2015.0	0	1	1
2022.0	0	1	1
2025.0	0	1	1
2026.0	0	1	1
2037.0	0	1	1
2040.0	0	1	1
2042.0	0	1	1
2051.0	0	1	1
2053.0	0	1	1
2055.0	0	1	1
2058.0	0	1	1
2061.0	0	1	1
2065.0	0	1	1
2072.0	0	1	1
2073.0	0	1	1
2083.0	0	1	1
2093.0	0	1	1
2100.0	0	2	2
2106.0	0	1	1
2111.0	0	1	1
2112.0	0	1	1
2118.0	0	2	2
2122.0	0	1	1
2125.0	0	1	1
2129.0	0	1	1
2138.0	0	2	2
2144.0	0	1	1
2150.0	0	1	1
2153.0	0	1	1
2156.0	0	1	1
2160.0	0	2	2
2162.0	0	1	1
2163.0	0	1	1
2166.0	0	1	1
2168.0	0	1	1
2174.0	0	1	1
2178.0	0	1	1
2186.0	0	2	2
2188.0	0	2	2
2190.0	0	2	2
2193.0	0	2	2
2194.0	0	1	1
2200.0	0	1	1
2202.0	0	1	1
2211.0	0	1	1
2217.0	0	1	1
2220.0	0	1	1
2222.0	0	1	1
2228.0	0	2	2
2230.0	0	1	1
2234.0	0	1	1
2240.0	0	1	1
2244.0	0	1	1
2246.0	0	1	1
2256.0	0	1	1
2257.0	0	1	1
2258.0	0	1	1
2264.0	0	1	1
2274.0	0	1	1
2278.0	0	1	1
2281.0	0	1	1
2285.0	0	1	1
2294.0	0	1	1
2295.0	0	1	1
2298.0	0	1	1
2306.0	0	1	1
2308.0	0	1	1
2311.0	0	1	1
2314.0	0	1	1
2317.0	0	1	1
2324.0	0	1	1
2325.0	0	1	1
2327.0	0	1	1
2330.0	0	1	1
2331.0	0	1	1
2335.0	0	1	1
2338.0	0	1	1
2342.0	0	1	1
2347.0	0	1	1
2352.0	0	1	1
2353.0	0	1	1
2355.0	0	1	1
2357.0	0	1	1
2359.0	0	1	1
2370.0	0	1	1
2375.0	0	1	1
2377.0	0	2	2
2382.0	0	1	1
2383.0	0	1	1
2390.0	0	1	1
2392.0	0	1	1
2393.0	0	1	1
2396.0	0	1	1
2422.0	0	1	1
2423.0	0	1	1
2424.0	0	1	1
2428.0	0	1	1
2431.0	0	1	1
2437.0	0	1	1
2442.0	0	1	1
2444.0	0	1	1
2450.0	0	1	1
2463.0	0	1	1
2479.0	0	2	2
2482.0	0	1	1
2483.0	0	1	1
2503.0	0	1	1
2515.0	0	1	1
2516.0	0	1	1
2526.0	0	1	1
2543.0	0	1	1
2552.0	0	1	1
2555.0	0	2	2
2557.0	0	1	1
2559.0	0	1	1
2562.0	0	1	1
2563.0	0	1	1
2571.0	0	1	1
2583.0	0	1	1
2595.0	0	1	1
2598.0	0	1	1
2603.0	0	1	1
2634.0	0	1	1
2641.0	0	1	1
2647.0	0	1	1
2652.0	0	1	1
2654.0	0	1	1
2663.0	0	1	1
2676.0	0	1	1
2681.0	0	1	1
2688.0	0	1	1
2694.0	0	1	1
2707.0	0	1	1
2709.0	0	1	1
2725.0	0	1	1
2743.0	0	1	1
2747.0	0	2	2
2752.0	0	1	1
2773.0	0	1	1
2784.0	0	1	1
2807.0	0	1	1
2819.0	0	1	1
2827.0	0	1	1
2830.0	0	1	1
2831.0	0	1	1
2861.0	0	1	1
2888.0	0	1	1
2891.0	0	1	1
2930.0	0	1	1
2932.0	0	1	1
2942.0	0	1	1
2949.0	0	1	1
2954.0	0	1	1
2959.0	0	1	1
2971.0	0	1	1
2973.0	0	1	1
2980.0	0	1	1
2982.0	0	1	1
2992.0	0	1	1
3011.0	0	1	1
3046.0	0	1	1
3051.0	0	1	1
3052.0	0	1	1
3060.0	0	1	1
3064.0	0	1	1
3101.0	0	1	1
3111.0	0	1	1
3115.0	0	1	1
3147.0	0	1	1
3164.0	0	2	2
3173.0	0	1	1
3194.0	0	1	1
3216.0	0	1	1
3241.0	0	1	1
3272.0	0	1	1
3283.0	0	1	1
3314.0	0	1	1
3378.0	0	1	1
3384.0	0	1	1
3401.0	0	1	1
3410.0	0	1	1
3432.0	0	1	1
3481.0	0	1	1
3520.0	0	1	1
3570.0	0	1	1
3571.0	0	1	1
3589.0	0	1	1
3621.0	0	1	1
3719.0	0	1	1
3744.0	0	1	1
3751.0	0	1	1
3883.0	0	1	1
3994.0	0	1	1
4091.0	0	1	1
4155.0	0	1	1
4167.0	0	1	1
4197.0	0	1	1
4277.0	0	1	1
4406.0	0	1	1
4407.0	0	1	1
4457.0	0	1	1
4552.0	0	1	1
4610.0	0	1	1
4753.0	0	1	1
5143.0	0	1	1
5235.0	0	1	1
5290.0	0	1	1
5717.0	0	1	1
5911.0	0	1	1
6301.0	0	1	1
6828.0	0	1	1
7306.0	0	1	1
8595.0	0	1	1
11634.0	0	1	1

