mode	upstream	downstream	filter	measure	n_genes	genes_with_bins	row_argmax	greedy	corr_matrix_rows_semicolon_sep
promoter	5000	1000	top5000	row_z_pearson	4859	20379	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.000485,0.293100,-0.160794,-0.174714,0.110947,0.193797,-0.059328,-0.176193;0.012851,0.455435,-0.223264,-0.198494,0.090104,0.185303,0.024914,-0.241950;-0.054925,0.049556,-0.097112,-0.066657,0.481996,-0.013884,-0.159033,-0.173508;0.289565,0.019449,-0.180596,-0.021214,0.023579,0.161570,-0.065624,-0.191802;-0.004800,0.053106,-0.075476,0.056486,-0.097080,-0.031740,0.295754,-0.050758;0.026795,-0.228338,-0.038901,0.379150,-0.078254,-0.138315,0.046305,0.115442;-0.180249,-0.329426,0.227767,0.189116,-0.169195,-0.221519,-0.027362,0.408882;-0.038167,-0.202508,0.338377,-0.059532,-0.282891,-0.104046,0.041774,0.184429
promoter	5000	1000	top5000	row_rank_pearson	4859	20379	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.019097,0.297655,-0.168699,-0.195992,0.146855,0.244446,-0.062833,-0.231335;0.030572,0.386641,-0.215741,-0.203966,0.130563,0.208928,0.014853,-0.265331;-0.020867,0.111567,-0.129988,-0.065012,0.422575,0.047872,-0.151701,-0.195228;0.260405,0.044954,-0.176793,-0.039697,0.069084,0.155490,-0.092985,-0.182415;-0.021833,-0.008448,-0.020653,0.060097,-0.153339,-0.079022,0.257388,0.025888;0.025413,-0.247516,-0.000186,0.351121,-0.114184,-0.209075,0.029191,0.178566;-0.180544,-0.329734,0.264750,0.174748,-0.188935,-0.235731,-0.000918,0.387875;-0.063430,-0.201383,0.324528,-0.027049,-0.279985,-0.126431,0.061144,0.211995
promoter	5000	1000	top5000	row_log_z_pearson	4859	20379	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.006737,0.333864,-0.180143,-0.195976,0.135487,0.223078,-0.059709,-0.210195;0.027981,0.471364,-0.249221,-0.211015,0.136816,0.212667,0.017234,-0.279008;-0.025486,0.109911,-0.132560,-0.069989,0.477574,0.022077,-0.165417,-0.203675;0.307799,0.037891,-0.198816,-0.030356,0.051766,0.166679,-0.087249,-0.207483;-0.011540,0.046761,-0.075588,0.077152,-0.106815,-0.063850,0.309601,-0.028241;0.033850,-0.250147,-0.040499,0.403775,-0.088415,-0.185477,0.059344,0.144023;-0.196352,-0.360506,0.254050,0.190883,-0.183637,-0.231640,-0.017929,0.413241;-0.056164,-0.222604,0.351379,-0.065646,-0.296484,-0.099753,0.040929,0.197004
body_upstream	2000	0	all_nonconstant	row_z_pearson	20317	20396	5;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	-0.010128,0.298642,-0.158283,-0.223905,0.053838,0.315918,-0.075887,-0.227612;0.007243,0.452579,-0.219911,-0.224302,0.052896,0.284866,-0.017349,-0.292762;-0.131446,0.042584,-0.048716,-0.085206,0.455509,0.042630,-0.134528,-0.165571;0.297886,-0.003040,-0.166967,0.016034,-0.005498,0.100469,-0.106747,-0.182589;0.004585,0.029498,-0.082633,0.065443,-0.083847,-0.042055,0.349661,-0.076812;0.019566,-0.162700,-0.087790,0.427819,-0.059116,-0.133933,0.069461,0.067879;-0.167070,-0.276445,0.171846,0.150704,-0.086729,-0.239289,-0.015752,0.440291;0.017311,-0.216643,0.348197,-0.051989,-0.243844,-0.202827,0.007082,0.234032
body_upstream	2000	0	all_nonconstant	row_rank_pearson	20317	20396	5;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.009821,0.310068,-0.163317,-0.236717,0.064691,0.314319,-0.073986,-0.255825;0.019613,0.413501,-0.218021,-0.228659,0.064814,0.287049,-0.018583,-0.307859;-0.121612,0.097199,-0.061957,-0.087328,0.402612,0.091442,-0.137690,-0.181087;0.259211,0.010146,-0.154996,0.014357,0.012891,0.113402,-0.125208,-0.162766;-0.008279,-0.007174,-0.037184,0.054443,-0.124983,-0.065706,0.292994,-0.016127;0.029429,-0.189732,-0.046477,0.374813,-0.085890,-0.186435,0.064448,0.125293;-0.166488,-0.327761,0.249300,0.156556,-0.092250,-0.294266,0.016989,0.439408;0.009202,-0.219969,0.309544,-0.017856,-0.217235,-0.200411,0.024058,0.248713
body_upstream	2000	0	all_nonconstant	row_log_z_pearson	20317	20396	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	-0.004094,0.320747,-0.162573,-0.241575,0.061173,0.315457,-0.077104,-0.242665;0.013482,0.462123,-0.236246,-0.240446,0.069840,0.311063,-0.024227,-0.321010;-0.124484,0.077704,-0.061677,-0.089960,0.452887,0.065288,-0.138440,-0.185117;0.301848,0.008694,-0.177929,0.011420,0.003613,0.113408,-0.122694,-0.194204;0.002318,0.037436,-0.088276,0.068434,-0.090135,-0.030369,0.338291,-0.078808;0.029368,-0.164255,-0.096976,0.428225,-0.064239,-0.135186,0.077749,0.069584;-0.178145,-0.305973,0.204453,0.161302,-0.092264,-0.262275,-0.001279,0.451584;0.012972,-0.234548,0.348809,-0.043900,-0.246701,-0.216650,0.015028,0.254177
body_upstream	2000	0	protein_coding	row_z_pearson	17474	20396	5;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	-0.012560,0.306798,-0.158544,-0.228658,0.052445,0.316874,-0.071948,-0.226151;0.008100,0.470985,-0.224453,-0.233427,0.046978,0.291504,-0.007809,-0.297708;-0.141420,0.041441,-0.047059,-0.088264,0.473398,0.034908,-0.139950,-0.165667;0.310324,-0.003176,-0.177478,0.019429,-0.012170,0.101652,-0.106417,-0.187942;-0.000893,0.033185,-0.079313,0.062699,-0.089458,-0.038090,0.367195,-0.079343;0.017323,-0.175236,-0.087041,0.440203,-0.063063,-0.138475,0.068962,0.079466;-0.178546,-0.281991,0.177804,0.153939,-0.079470,-0.232993,-0.026220,0.441224;0.033813,-0.226324,0.350402,-0.045553,-0.254767,-0.211281,0.007740,0.234832
body_upstream	2000	0	protein_coding	row_rank_pearson	17474	20396	5;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	0.007443,0.316631,-0.161382,-0.241203,0.066600,0.318345,-0.071906,-0.257849;0.021921,0.423046,-0.219885,-0.234772,0.058731,0.291255,-0.008838,-0.309889;-0.131915,0.097248,-0.057601,-0.089489,0.420040,0.085174,-0.143376,-0.179236;0.270398,0.011394,-0.167441,0.019987,0.007458,0.113413,-0.124423,-0.164533;-0.010436,-0.006530,-0.032556,0.050846,-0.134770,-0.066629,0.308058,-0.016114;0.023346,-0.200045,-0.045560,0.384714,-0.086785,-0.191010,0.060505,0.135590;-0.175819,-0.329180,0.252448,0.155152,-0.083284,-0.286036,0.004327,0.435827;0.024837,-0.227759,0.309167,-0.012651,-0.228037,-0.208097,0.026022,0.249031
body_upstream	2000	0	protein_coding	row_log_z_pearson	17474	20396	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	-0.006388,0.330164,-0.162632,-0.247338,0.060881,0.318034,-0.073463,-0.242113;0.015184,0.480658,-0.241870,-0.249158,0.064479,0.318211,-0.013082,-0.326763;-0.133953,0.078735,-0.060413,-0.092243,0.471072,0.058582,-0.143964,-0.185669;0.316660,0.008197,-0.190605,0.015277,-0.002090,0.114921,-0.122283,-0.200594;-0.003243,0.041856,-0.085414,0.065365,-0.097478,-0.027946,0.357829,-0.080761;0.026429,-0.176947,-0.096256,0.441440,-0.069848,-0.141100,0.078700,0.081498;-0.190651,-0.311839,0.211356,0.162616,-0.084771,-0.255496,-0.012610,0.452256;0.028686,-0.244485,0.351519,-0.038532,-0.257195,-0.224817,0.013523,0.255219
body_upstream	2000	0	top2000	row_z_pearson	1946	20396	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	-0.043427,0.398457,-0.202343,-0.314459,0.131535,0.340945,0.008853,-0.278072;-0.040746,0.582440,-0.249836,-0.309188,0.121026,0.285874,0.094519,-0.351248;-0.113234,0.100490,-0.131494,-0.169602,0.539294,0.029977,-0.091350,-0.203471;0.339012,-0.047023,-0.123666,0.011529,0.018859,0.106172,-0.129888,-0.205889;-0.024999,0.044261,-0.101019,0.058378,-0.098023,-0.001993,0.419051,-0.099172;-0.002051,-0.290218,-0.022387,0.485434,-0.118199,-0.210140,0.027279,0.200074;-0.158125,-0.403806,0.234283,0.287897,-0.208130,-0.307970,-0.088229,0.542493;0.060172,-0.293029,0.387838,0.060721,-0.327095,-0.207272,-0.052724,0.252641
body_upstream	2000	0	top2000	row_rank_pearson	1946	20396	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	-0.038700,0.419785,-0.221741,-0.327823,0.197218,0.381154,0.004843,-0.347371;-0.044317,0.514275,-0.254652,-0.304838,0.164023,0.311519,0.082113,-0.361790;-0.101737,0.222601,-0.168114,-0.200386,0.474572,0.142390,-0.092416,-0.249729;0.299580,-0.012137,-0.122588,-0.000732,0.060077,0.105321,-0.163800,-0.181984;-0.033117,-0.010615,-0.025756,0.046473,-0.169929,-0.071598,0.347946,0.007654;0.035508,-0.318998,0.026141,0.447455,-0.151078,-0.313957,0.009757,0.266346;-0.118016,-0.435036,0.273324,0.292371,-0.235729,-0.345341,-0.053827,0.515502;0.032591,-0.325334,0.372808,0.098500,-0.318877,-0.212297,-0.033126,0.276321
body_upstream	2000	0	top2000	row_log_z_pearson	1946	20396	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	-0.040021,0.447617,-0.224960,-0.337775,0.175316,0.365648,0.017805,-0.326486;-0.043648,0.591066,-0.281601,-0.328033,0.183923,0.330921,0.101228,-0.396443;-0.093354,0.196006,-0.179783,-0.190388,0.538458,0.096844,-0.093251,-0.257101;0.353494,-0.016303,-0.162405,0.011682,0.057526,0.114269,-0.148707,-0.224528;-0.036475,0.045797,-0.103159,0.068706,-0.115844,-0.034397,0.433947,-0.063150;0.010914,-0.311614,-0.025623,0.502065,-0.136587,-0.272256,0.048526,0.247249;-0.159461,-0.452793,0.268932,0.297827,-0.234151,-0.330943,-0.079450,0.552513;0.041997,-0.322144,0.411952,0.056295,-0.342576,-0.202242,-0.070636,0.262992
body_upstream	2000	0	top5000	row_z_pearson	4864	20396	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	-0.060369,0.375076,-0.167218,-0.281964,0.119831,0.325800,-0.024497,-0.250921;-0.052399,0.563257,-0.227066,-0.292120,0.107360,0.284417,0.062832,-0.322758;-0.159676,0.077738,-0.085084,-0.136368,0.541531,0.058820,-0.135139,-0.213731;0.336733,-0.067760,-0.155331,0.029487,0.017588,0.083072,-0.119480,-0.198795;0.003276,0.049211,-0.098158,0.075979,-0.110622,-0.054760,0.411348,-0.076914;-0.025460,-0.262104,-0.044015,0.486580,-0.089630,-0.182522,0.060105,0.159497;-0.177497,-0.356776,0.214487,0.216554,-0.161226,-0.252749,-0.070678,0.521495;0.115376,-0.251772,0.344462,0.009515,-0.332868,-0.208553,-0.020118,0.227226
body_upstream	2000	0	top5000	row_rank_pearson	4864	20396	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	-0.049069,0.392238,-0.176494,-0.297109,0.160595,0.357576,-0.027605,-0.304826;-0.034297,0.489081,-0.223770,-0.288651,0.141753,0.293786,0.057712,-0.339749;-0.145705,0.161689,-0.114152,-0.140618,0.481998,0.152212,-0.127808,-0.248626;0.291727,-0.026350,-0.157038,0.028931,0.055830,0.106385,-0.148224,-0.183419;0.001249,-0.001246,-0.033003,0.056026,-0.182366,-0.110876,0.343741,0.016847;0.003373,-0.290252,0.005335,0.431554,-0.121219,-0.275678,0.045194,0.223310;-0.149679,-0.388761,0.257921,0.222409,-0.177569,-0.296424,-0.041612,0.489117;0.095593,-0.269144,0.319528,0.039489,-0.326005,-0.217631,-0.007249,0.260462
body_upstream	2000	0	top5000	row_log_z_pearson	4864	20396	1;1;4;0;6;3;7;2	5;1;4;0;6;3;7;2	-0.054375,0.415957,-0.183714,-0.301972,0.149212,0.344754,-0.017983,-0.285283;-0.047322,0.571507,-0.249295,-0.305842,0.153761,0.319839,0.068695,-0.363274;-0.143875,0.154622,-0.121326,-0.148727,0.536457,0.114119,-0.137214,-0.256694;0.344708,-0.041859,-0.180544,0.028197,0.045674,0.099610,-0.138880,-0.216750;-0.007801,0.051227,-0.094953,0.082765,-0.119096,-0.074879,0.412542,-0.053667;-0.020306,-0.276982,-0.046451,0.491505,-0.094143,-0.225796,0.081074,0.186247;-0.183788,-0.400881,0.246566,0.228742,-0.179378,-0.278236,-0.062657,0.527278;0.107266,-0.276869,0.353227,0.006482,-0.347733,-0.209763,-0.030898,0.242642
