barcode_integer	human_molecules	mouse_molecules	pig_molecules	total	dominant	dominant_fraction	assignment
2027230381	3	0	223	226	pig	0.986726	pig
2473106572	126	99	0	225	human	0.560000	unassigned
3903022216	3	3	216	222	pig	0.972973	pig
3360721405	4	1	214	219	pig	0.977169	pig
4203671061	118	100	1	219	human	0.538813	unassigned
3160629662	2	3	212	217	pig	0.976959	pig
2306376969	1	2	212	215	pig	0.986047	pig
3415258844	0	214	1	215	mouse	0.995349	mouse
2344543678	3	3	208	214	pig	0.971963	pig
2957436287	117	93	4	214	human	0.546729	unassigned
3804198849	1	210	1	212	mouse	0.990566	mouse
936446049	0	205	5	210	mouse	0.976190	mouse
2420939316	4	196	3	203	mouse	0.965517	mouse
617659702	1	1	197	199	pig	0.989950	pig
919296647	1	197	1	199	mouse	0.989950	mouse
4014928923	4	0	193	197	pig	0.979695	pig
683888023	2	4	190	196	pig	0.969388	pig
3239653944	120	76	0	196	human	0.612245	unassigned
4050053573	0	0	196	196	pig	1.000000	pig
245289726	3	2	189	194	pig	0.974227	pig
4045970965	2	4	188	194	pig	0.969072	pig
2964812063	0	4	188	192	pig	0.979167	pig
485187401	2	2	187	191	pig	0.979058	pig
2048430283	104	84	3	191	human	0.544503	unassigned
2007984588	0	1	183	184	pig	0.994565	pig
3539800286	99	79	2	180	human	0.550000	unassigned
2256055348	102	74	2	178	human	0.573034	unassigned
3137820651	100	76	1	177	human	0.564972	unassigned
452120965	2	4	170	176	pig	0.965909	pig
3162805132	2	167	3	172	mouse	0.970930	mouse
3640472836	2	1	169	172	pig	0.982558	pig
2998733621	2	1	166	169	pig	0.982249	pig
1490883271	4	6	154	164	pig	0.939024	pig
3200819303	0	164	0	164	mouse	1.000000	mouse
1225564461	1	2	159	162	pig	0.981481	pig
1189797612	0	160	1	161	mouse	0.993789	mouse
2202459086	2	4	155	161	pig	0.962733	pig
1903756474	1	2	155	158	pig	0.981013	pig
3520639703	2	0	155	157	pig	0.987261	pig
1330420631	156	0	0	156	human	1.000000	human
4273962448	1	0	154	155	pig	0.993548	pig
3654332079	2	4	148	154	pig	0.961039	pig
791105454	4	1	148	153	pig	0.967320	pig
683899228	3	145	2	150	mouse	0.966667	mouse
1221772216	86	63	0	149	human	0.577181	unassigned
98637295	2	1	135	138	pig	0.978261	pig
3436639514	55	65	2	122	mouse	0.532787	unassigned
