group	file	total_tree_length	internal_branch_length	treeness
fungi	944899at2759.faa.mafft.clipkit.iqtree	1.2086	0.0462	0.038226046665563465
fungi	655400at2759.faa.mafft.clipkit.iqtree	3.7831	0.276	0.07295604134175676
fungi	375960at2759.faa.mafft.clipkit.iqtree	3.1651	0.1267	0.04003033079523554
fungi	1053181at2759.faa.mafft.clipkit.iqtree	1.9625	0.0	0.0
fungi	1474000at2759.faa.mafft.clipkit.iqtree	2.6511	0.1171	0.044170344385349475
fungi	426305at2759.faa.mafft.clipkit.iqtree	2.3353	0.1082	0.04633237699653149
fungi	1222562at2759.faa.mafft.clipkit.iqtree	2.8965	0.3408	0.1176592439150699
fungi	331411at2759.faa.mafft.clipkit.iqtree	3.9485	0.1511	0.03826769659364316
fungi	1010730at2759.faa.mafft.clipkit.iqtree	2.2663	0.1144	0.050478753916074655
fungi	1421503at2759.faa.mafft.clipkit.iqtree	2.0538	0.0879	0.04279871457785569
fungi	1379600at2759.faa.mafft.clipkit.iqtree	4.9892	0.1657	0.033211737352681785
fungi	1275837at2759.faa.mafft.clipkit.iqtree	1.7046	0.1859	0.1090578434823419
fungi	100698at2759.faa.mafft.clipkit.iqtree	2.0861	0.227	0.10881549302526246
fungi	674160at2759.faa.mafft.clipkit.iqtree	4.5146	0.1052	0.02330217516502016
fungi	1251252at2759.faa.mafft.clipkit.iqtree	3.6436	0.2147	0.05892523877483807
fungi	543764at2759.faa.mafft.clipkit.iqtree	3.7541	0.2059	0.05484670094030526
fungi	1490022at2759.faa.mafft.clipkit.iqtree	2.7118	0.1641	0.060513312191164535
fungi	939345at2759.faa.mafft.clipkit.iqtree	4.1152	0.3812	0.09263219284603422
fungi	777920at2759.faa.mafft.clipkit.iqtree	2.4491	0.0954	0.03895308480666367
fungi	891751at2759.faa.mafft.clipkit.iqtree	4.5336	0.2421	0.05340127051349921
fungi	1432328at2759.faa.mafft.clipkit.iqtree	3.1318	0.2415	0.0771122038444345
fungi	1575179at2759.faa.mafft.clipkit.iqtree	4.0482	0.5232	0.12924262635245296
fungi	679187at2759.faa.mafft.clipkit.iqtree	2.3928	0.0	0.0
fungi	1434266at2759.faa.mafft.clipkit.iqtree	4.0686	0.2238	0.0550066361893526
fungi	1617752at2759.faa.mafft.clipkit.iqtree	3.8078	0.3526	0.09259940122905616
fungi	453044at2759.faa.mafft.clipkit.iqtree	2.5833	0.1884	0.07292997328997794
fungi	923657at2759.faa.mafft.clipkit.iqtree	4.2396	0.3684	0.08689499009340504
fungi	708105at2759.faa.mafft.clipkit.iqtree	4.7057	0.3221	0.0684489023949678
fungi	1051021at2759.faa.mafft.clipkit.iqtree	4.0282	0.4223	0.10483590685666054
fungi	1428854at2759.faa.mafft.clipkit.iqtree	3.5369	0.2449	0.06924142610760836
fungi	293315at2759.faa.mafft.clipkit.iqtree	3.3743	0.1144	0.03390332809767952
fungi	160593at2759.faa.mafft.clipkit.iqtree	4.0853	0.1814	0.044403103811225614
