cluster	ref	rank	genes	scores	logfoldchanges	pvals	pvals_adj
guide21	rest	2	MT-CYB	3.780971	56.941525	0.00040836334183188644	0.6935759672913283
guide21	rest	3	MT-ND3	3.4839773	55.86735	0.0009307744393605175	0.9784474360597846
guide21	rest	4	HIST1H1C	3.3398585	18.884651	0.0013167767665032007	0.9784474360597846
guide21	rest	5	NEAT1	3.1721673	7.756876	0.0026206675498034416	0.9993045060250877
guide21	rest	6	ARL2	3.1389112	1.8060143	0.0024769523936391145	0.9993045060250877
guide21	rest	7	TXNRD2	3.1245787	1.7111671	0.0026020044089142195	0.9993045060250877
guide21	rest	8	MT-CO2	2.9122212	87.9606	0.004962575226441969	0.9993045060250877
guide21	rest	9	TMEM205	2.8538015	2.109955	0.006163530802868433	0.9993045060250877
guide22	rest	0	IER3-AS1	2.211812	2.9821453	0.03342453688600827	0.3292420536456365
guide22	rest	1	EIF2AK2	2.1754663	1.5236324	0.03408580149479065	0.33225131226200333
guide22	rest	2	AC015813.1	1.9657769	2.4987774	0.056235555283296615	0.43072479324245005
guide22	rest	3	AC100847.1	1.9129106	4.049815	0.06474769393720624	0.4563042876226704
guide22	rest	4	SERPINF1	1.8720455	1.5536292	0.06715312346988943	0.4658013331000674
guide22	rest	5	TP53TG1	1.7953806	1.9744864	0.080168656225642	0.49849641938632727
guide22	rest	6	AC093157.1	1.7628169	1.9637532	0.08490979928025788	0.5077930601825885
guide22	rest	7	ZNF558	1.6931158	2.9304578	0.09892569671827002	0.5386261633411615
guide22	rest	8	FCER1G	1.6927894	4.759765	0.10074555674685493	0.5443065572243571
guide22	rest	9	LEAP2	1.5911286	2.08812	0.1188947757921106	0.5761058382853947
guide23	rest	0	HBZ	5.5273	175.599	1.471416290335822e-07	0.00034987336551605173
guide23	rest	1	HBA1	4.7053227	21.569925	5.678049105224505e-06	0.0045004217208009425
guide23	rest	2	SLC25A37	4.0616274	3.9479132	8.75798824343821e-05	0.036932650685575885
guide23	rest	3	ABRAXAS1	3.8932307	1.7411126	0.00015211310960997965	0.04277288725947377
guide23	rest	4	GAS5	3.5635002	3.6216028	0.0004857734852961081	0.08134311220683703
guide23	rest	5	TXNIP	3.2813768	1.7599877	0.0012748771645378018	0.1531011576685851
guide23	rest	6	ICAM4	3.232214	1.4320321	0.0015315914660437393	0.16060131034365177
guide23	rest	7	FAM210B	3.115882	1.4307487	0.002204217034200352	0.19852982060309077
guide23	rest	8	EPB41L4A-AS1	3.003266	1.3198006	0.0031449763739113	0.22939033195970213
guide23	rest	9	FAXDC2	2.9644337	1.9988093	0.0036769538256254965	0.24743861544884121
guide24	rest	0	SNHG25	6.9706945	5.762825	1.3112013180547523e-09	7.794436235176475e-06
guide24	rest	1	SNHG8	5.9164705	4.3566484	6.247029688054803e-08	0.00024756978653761184
guide24	rest	2	SNHG3	5.618096	9.415284	3.681591786211459e-07	0.0009090854474637911
guide24	rest	3	SNHG9	5.512019	3.09363	3.823220823718526e-07	0.0009090854474637911
guide24	rest	4	SNHG19	5.286053	7.4762974	1.5415817469277434e-06	0.003007778835721874
guide24	rest	5	CSKMT	5.1367774	2.8890371	1.7709186516993117e-06	0.003007778835721874
guide24	rest	6	ATF7IP2	4.1178737	5.186345	8.72721578735124e-05	0.10375786849581889
guide24	rest	7	AC026979.2	4.074419	3.0431516	0.00010578235860476395	0.11433149649563987
guide24	rest	8	AC072054.1	3.7895265	4.602398	0.0003209968401565895	0.21201841292342738
guide24	rest	9	SNHG10	3.5237942	3.013781	0.0007389606972619773	0.35460271060462883
guide25	rest	0	VAMP5	2.1234808	5.5281343	0.08230421071565254	0.9243563901238334
guide25	rest	1	MZF1-AS1	2.061985	4.8893514	0.0867849303639013	0.9243563901238334
guide25	rest	2	MON1B	1.9379209	2.5134797	0.08344802993626924	0.9243563901238334
guide25	rest	3	GALNT6	1.9050394	3.9229379	0.10149186317975109	0.9243563901238334
guide25	rest	4	OR2B6	1.8904213	3.8165524	0.1035164880337642	0.9243563901238334
guide25	rest	5	B4GALT5	1.8696924	2.4372687	0.09244194916325947	0.9243563901238334
guide25	rest	6	SPI1	1.8280598	4.5843067	0.1206554870337731	0.9243563901238334
guide25	rest	7	GRN	1.8128521	3.1412497	0.1138920479326595	0.9243563901238334
guide25	rest	8	LINC01003	1.7564142	2.7113173	0.11956317883997285	0.9243563901238334
guide25	rest	9	ZNF268	1.7475648	3.2405906	0.12286790082154365	0.9243563901238334
guide26	rest	0	LINC00173	2.0999799	4.697284	0.052434426839033633	0.5443268097228198
guide26	rest	1	DUSP13	1.9654135	3.0128899	0.06538659049835213	0.5902666472550557
guide26	rest	2	YPEL3	1.8410414	3.454045	0.08366606959671809	0.6484337566797026
guide26	rest	3	TATDN3	1.8304486	2.12244	0.08142179831344523	0.6436328192477063
guide26	rest	4	ZNF687-AS1	1.7363808	2.8432813	0.09832931897028194	0.678685708700793
guide26	rest	5	SLC26A1	1.696907	4.1631627	0.10911167676163307	0.7012047162265165
guide26	rest	6	SGMS1-AS1	1.6572975	3.8871293	0.1162855120352335	0.7169997137241884
guide26	rest	7	HMGCL	1.6464676	2.0807211	0.11306291208629785	0.7124580438217274
guide26	rest	8	PNPLA8	1.6189154	1.9405959	0.11893653007449338	0.7206833812918982
guide26	rest	9	BRWD1	1.5972744	1.5085698	0.12239831802478059	0.7275968014983082
guide27	rest	0	SNHG25	2.4910376	6.7168922	0.032432869714318725	0.9512980853091983
guide27	rest	1	CCDC18-AS1	2.3787966	2.627187	0.030026033537286	0.9512980853091983
guide27	rest	2	MXD1	2.1231983	3.9033458	0.05850299963116973	0.9512980853091983
guide27	rest	3	YIPF3	2.0802104	2.423901	0.05638746497527516	0.9512980853091983
guide27	rest	4	ZNF764	2.0322142	3.5118153	0.06517499559862913	0.9512980853091983
guide27	rest	5	ELK4	2.0078857	2.5308254	0.06299598651912745	0.9512980853091983
guide27	rest	6	PEX10	1.9972154	3.3694315	0.06888555733978938	0.9512980853091983
guide27	rest	7	AKAP9	1.9855734	2.2889788	0.06563418672238702	0.9512980853091983
guide27	rest	8	GSTK1	1.9707125	2.9124475	0.07104473453420464	0.9512980853091983
guide27	rest	9	CREBRF	1.9521126	5.071308	0.08086441191952276	0.9512980853091983
guide28	rest	0	NPC2	2.4471078	2.3988793	0.022010265565473967	0.9513764778582476
guide28	rest	1	SQSTM1	2.3807425	4.900162	0.028306553775896002	0.9513764778582476
guide28	rest	2	CBLL1	2.3448741	2.1810737	0.02739577644844198	0.9513764778582476
guide28	rest	3	UBE2B	2.2950284	2.2407029	0.030285476256605014	0.9513764778582476
guide28	rest	4	YPEL5	2.2748978	2.313286	0.03172963298680906	0.9513764778582476
guide28	rest	5	DDIT3	2.2602775	2.9626737	0.0339351270710576	0.9513764778582476
guide28	rest	6	YOD1	2.2092655	1.8407644	0.03540719171537296	0.9513764778582476
guide28	rest	7	EAF1	2.1369076	2.6015997	0.04351905460411408	0.9513764778582476
guide28	rest	8	NPIPB5	2.1362276	3.288458	0.045373076001969236	0.9513764778582476
guide28	rest	9	HBP1	2.12214	2.9237869	0.04648568526522516	0.9513764778582476
guide29	rest	0	ZNF428	2.2390897	1.7638259	0.03136759213738869	0.356188445961236
guide29	rest	1	TCEA2	1.9944048	2.1401303	0.05406796574051022	0.4500509837084085
guide29	rest	2	PKN1	1.9601345	1.446582	0.05704743877784995	0.46169979552747314
guide29	rest	3	CAPG	1.8551173	2.409955	0.0732642150658771	0.5041517070680938
guide29	rest	4	AC007405.1	1.8319044	2.6004503	0.07681236202354781	0.5127580977529252
guide29	rest	5	TCTEX1D2	1.7808129	1.6131263	0.08386553551867319	0.5323216198414426
guide29	rest	6	TAS2R4	1.6463771	2.6807592	0.11058626503731722	0.5971235432815656
guide29	rest	7	GSTA4	1.6358624	3.9890664	0.11477541258004052	0.6053177481140557
guide29	rest	8	ERICH2	1.6060356	3.6197567	0.12163766139680142	0.6217326553510628
guide29	rest	9	MT-ND6	1.5615742	2.795977	0.12834691164464343	0.6328941326556532
guide30	rest	0	A1BG	2.470604	2.5304174	0.022516439401146685	0.7360249896464892
guide30	rest	1	MKRN1	2.4313705	2.5504322	0.025610216346498717	0.7632883460594346
guide30	rest	2	RABAC1	2.2808955	3.2139199	0.037352130600629765	0.8445971682560521
guide30	rest	3	VPS9D1	2.1913688	5.207105	0.04724286534871675	0.9174002222906287
guide30	rest	4	C5orf51	2.1627128	2.3170233	0.04355682621944536	0.882192686410538
guide30	rest	5	YPEL5	2.1155746	2.7175355	0.04966869626468918	0.9225420424599319
guide30	rest	6	PPP1R15A	2.1088707	2.6921592	0.05081452024823877	0.9225420424599319
guide30	rest	7	TMEM243	2.0932622	2.9969497	0.05120506450363118	0.9225420424599319
guide30	rest	8	CREBRF	1.9846509	2.9315755	0.06133456414450455	0.9225420424599319
guide30	rest	9	ANGPT2	1.9825965	3.6517842	0.06627009562470847	0.9225420424599319
guide31	rest	0	TUT4	2.8367872	3.0069966	0.013041437205790606	0.9784493436553842
guide31	rest	1	FBXW2	2.4935992	2.3031034	0.02271980567660526	0.9784493436553842
guide31	rest	2	SNHG17	2.2958853	2.3792417	0.03547394949417617	0.9784493436553842
guide31	rest	3	DDX28	2.233935	2.6646378	0.041740685110118046	0.9784493436553842
guide31	rest	4	DHX40	2.2022614	2.3683321	0.04189430779711334	0.9784493436553842
guide31	rest	5	EPB41L4A-AS1	2.1716924	2.2884727	0.04479632409049066	0.9784493436553842
guide31	rest	6	KAT8	2.143839	2.1289635	0.046541824724512924	0.9784493436553842
guide31	rest	7	ALAD	2.1288683	3.9083354	0.05643980058742623	0.9784493436553842
guide31	rest	8	STAM	2.1220315	2.5116224	0.052065444700511616	0.9784493436553842
guide31	rest	9	AP002387.2	2.0988414	2.1121192	0.050597795930132056	0.9784493436553842
guide32	rest	0	C11orf74	4.539661	3.935083	0.04525512250016467	0.9595826791095317
guide32	rest	1	PET117	4.228913	3.6937957	0.05162500685535322	0.9595826791095317
guide32	rest	2	TRIM41	4.0950794	3.6352954	0.0547777296847354	0.9595826791095317
guide32	rest	3	IPO7	4.000468	4.1250896	0.05717870845575226	0.9595826791095317
guide32	rest	4	ACAD8	3.8585086	3.4500203	0.06107862933811442	0.9595826791095317
guide32	rest	5	FOXRED2	3.8110197	3.4990973	0.06246974147192987	0.9595826791095317
guide32	rest	6	MYC	3.5499356	6.6260023	0.03021673605878816	0.9595826791095317
guide32	rest	7	KLK1	3.4449174	3.4200642	0.0749176037102289	0.9595826791095317
guide32	rest	8	STRN4	3.2664204	3.1516132	0.08231781213966213	0.9595826791095317
guide32	rest	9	TLCD4	3.170944	3.9257672	0.039776581937431534	0.9595826791095317
