target_gene	k_features	query_guide	norm_pearson	norm_spearman	norm_cosine	norm_score	raw_score
NUDT21	200	guide16	0.55896993	0.51276532	0.43257353	0.50143626	0.56928782
NUDT21	200	guide4	0.53346133	0.49096227	0.43361044	0.48601135	0.54855262
NUDT21	200	guide25	0.51146396	0.48065552	0.42847292	0.47353080	0.59636208
NUDT21	200	guide28	0.50303386	0.46193355	0.44399731	0.46965491	0.58924450
NUDT21	200	guide29	0.48220723	0.44744169	0.39297001	0.44087298	0.52707006
NUDT21	200	guide6	0.44932955	0.42405160	0.44396779	0.43911632	0.62061029
NUDT21	200	guide23	0.47128804	0.45478287	0.37522970	0.43376687	0.48993325
NUDT21	200	guide3	0.47323188	0.44047851	0.38439513	0.43270184	0.64620380
NUDT21	200	guide15	0.45429737	0.42229206	0.38868587	0.42175843	0.55245653
NUDT21	200	guide22	0.43473647	0.40568514	0.35818756	0.39953639	0.51698008
NUDT21	200	guide21	0.41311485	0.37719943	0.38131397	0.39054275	0.60619171
NUDT21	200	guide14	0.42769724	0.36848421	0.36123337	0.38580494	0.66505392
NUDT21	200	guide5	0.40840684	0.34069902	0.35900204	0.36936930	0.44245819
NUDT21	200	guide18	0.38599204	0.34205805	0.35376014	0.36060341	0.50357685
NUDT21	200	guide24	0.37588428	0.35733893	0.34381210	0.35901177	0.57609694
NUDT21	200	guide11	0.36118197	0.33445136	0.31295693	0.33619675	0.53862678
NUDT21	200	guide17	0.37226309	0.33432086	0.28681494	0.33113296	0.50378375
NUDT21	200	guide2	0.34401073	0.29081677	0.34431462	0.32638070	0.34106736
NUDT21	200	guide31	0.25514262	0.28244806	0.22549767	0.25436279	0.38550774
NUDT21	200	guide20	0.24921458	0.20070652	0.19359300	0.21450470	0.41846508
NUDT21	200	guide10	0.21646923	0.17906098	0.21049397	0.20200806	0.56366578
NUDT21	200	guide1	0.17000465	0.14331058	0.16285017	0.15872180	0.40100660
NUDT21	200	guide9	0.16634807	0.12033001	0.14983409	0.14550405	0.45031736
NUDT21	200	guide8	0.14571094	0.10583965	0.14270068	0.13141709	0.26294449
NUDT21	200	guide32	-0.06458293	-0.08326108	-0.06378410	-0.07054270	-0.12762256
NUDT21	200	guide7	-0.18770800	-0.23209030	-0.16767930	-0.19582587	0.22714300
NUDT21	500	guide13	0.82731421	0.81568589	0.82460258	0.82253423	0.78546867
NUDT21	500	guide19	0.75179420	0.74465895	0.73453235	0.74366183	0.79432196
NUDT21	500	guide27	0.56415771	0.54834527	0.52964007	0.54738101	0.76828591
NUDT21	500	guide12	0.52767968	0.52454466	0.49365663	0.51529366	0.70320147
NUDT21	500	guide16	0.53947067	0.52835347	0.46310848	0.51031088	0.64992594
NUDT21	500	guide26	0.51809526	0.52002525	0.46000552	0.49937534	0.63262727
NUDT21	500	guide30	0.50446332	0.49391708	0.47727856	0.49188632	0.72131959
NUDT21	500	guide4	0.48548722	0.50328019	0.43806639	0.47561126	0.62593115
NUDT21	500	guide25	0.47988821	0.48464095	0.43578968	0.46677294	0.65559599
NUDT21	500	guide28	0.47666295	0.46117980	0.45223674	0.46335983	0.65986023
NUDT21	500	guide3	0.42578209	0.44158074	0.39138292	0.41958192	0.68635223
NUDT21	500	guide15	0.41289873	0.40150001	0.38960992	0.40133622	0.63374259
NUDT21	500	guide29	0.40801213	0.41729418	0.37602136	0.40044256	0.60600539
NUDT21	500	guide23	0.41199571	0.40305444	0.37090519	0.39531845	0.56546380
NUDT21	500	guide5	0.37854646	0.38900181	0.36615793	0.37790207	0.54839663
NUDT21	500	guide22	0.36625079	0.38856079	0.34266058	0.36582405	0.59564312
NUDT21	500	guide21	0.36117603	0.37055428	0.36120673	0.36431235	0.62074571
NUDT21	500	guide6	0.35628078	0.36980212	0.36363483	0.36323924	0.59179937
NUDT21	500	guide14	0.37375545	0.36593839	0.34826359	0.36265248	0.69897914
NUDT21	500	guide17	0.37798798	0.37312652	0.33597645	0.36236365	0.59512477
NUDT21	500	guide18	0.33707439	0.31388775	0.34272921	0.33123045	0.54757353
NUDT21	500	guide11	0.31797422	0.33369109	0.31533341	0.32233291	0.61705299
NUDT21	500	guide2	0.29752885	0.25893627	0.30478830	0.28708447	0.31051725
NUDT21	500	guide24	0.25514025	0.27581803	0.26695511	0.26597113	0.61339447
NUDT21	500	guide20	0.25328291	0.24811702	0.24480256	0.24873416	0.50686086
NUDT21	500	guide10	0.24415025	0.20728902	0.25655357	0.23599761	0.62867895
NUDT21	500	guide31	0.21117226	0.23188749	0.22409769	0.22238581	0.40937591
NUDT21	500	guide9	0.21431384	0.19002066	0.22562614	0.20998688	0.55230967
NUDT21	500	guide1	0.14061500	0.14146876	0.16007151	0.14738509	0.44742608
NUDT21	500	guide8	0.10829306	0.09566995	0.12822405	0.11072902	0.20423447
NUDT21	500	guide32	-0.08053902	-0.09771937	-0.07769531	-0.08531790	-0.19071438
NUDT21	500	guide7	-0.15640231	-0.18149900	-0.12087387	-0.15292506	0.34655345
LEO1	10	guide23	0.64076916	0.86666667	0.87982216	0.79575267	0.82352126
LEO1	10	guide14	0.64477458	0.63636364	0.86583368	0.71565730	0.86457903
LEO1	10	guide27	0.53019181	0.80606061	0.77608688	0.70411310	0.86077128
LEO1	10	guide26	0.51138360	0.68484848	0.82854860	0.67492689	0.84026842
LEO1	10	guide16	0.50201133	0.70909091	0.77574709	0.66228311	0.82762397
LEO1	10	guide17	0.47198211	0.69696970	0.80923801	0.65939661	0.81310351
LEO1	10	guide30	0.46216901	0.76969697	0.72503526	0.65230041	0.83451408
LEO1	10	guide28	0.50040719	0.64848485	0.77413939	0.64101048	0.78613782
LEO1	10	guide13	0.38552243	0.73333333	0.70049062	0.60644879	0.67372922
LEO1	10	guide19	0.33438427	0.62424242	0.70572525	0.55478398	0.77308887
LEO1	10	guide18	0.33908131	0.43030303	0.59084218	0.45340884	0.71560738
LEO1	10	guide25	0.33634243	0.41818182	0.59200252	0.44884226	0.79075710
LEO1	10	guide12	0.30351491	0.44242424	0.53687760	0.42760558	0.77162378
LEO1	10	guide21	0.32105024	0.41818182	0.53314702	0.42412636	0.67852735
LEO1	10	guide1	0.29778553	0.46666667	0.43634357	0.40026525	0.76150197
LEO1	10	guide5	0.22152450	0.33333333	0.60564173	0.38683319	0.77254437
LEO1	10	guide10	0.25471136	0.41818182	0.47963025	0.38417448	0.81179356
LEO1	10	guide15	0.23174590	0.32121212	0.59610614	0.38302138	0.73052392
LEO1	10	guide3	0.17174072	0.24848485	0.41307899	0.27776818	0.79094988
LEO1	10	guide8	0.18424982	0.22424242	0.41793860	0.27547695	0.60106895
LEO1	10	guide22	0.19360422	0.24848485	0.35787152	0.26665353	0.74796454
LEO1	10	guide20	0.14575111	0.10303030	0.54248785	0.26375642	0.77541222
LEO1	10	guide6	0.13165552	0.49090909	0.05701166	0.22652542	0.69179047
LEO1	10	guide11	0.15785295	-0.05454545	0.54361160	0.21563970	0.78390688
LEO1	10	guide24	0.09749431	0.20000000	0.24229262	0.17992898	0.72734780
LEO1	10	guide4	0.09890046	-0.04242424	0.36490548	0.14046057	0.74912798
LEO1	10	guide9	0.09968603	-0.05454545	0.29575338	0.11363132	0.79025376
LEO1	10	guide31	0.08078194	-0.12727273	0.32240666	0.09197196	0.61176760
LEO1	10	guide29	0.02124238	-0.20000000	0.29909086	0.04011108	0.79871085
LEO1	10	guide32	-0.04418683	-0.38181818	0.28649651	-0.04650283	-0.56140999
LEO1	10	guide2	-0.16603169	-0.28484848	0.14548994	-0.10179675	-0.40503298
LEO1	10	guide7	-0.21878391	-0.56363636	-0.08299523	-0.28847183	0.50751083
LEO1	20	guide14	0.74132826	0.71729323	0.82886975	0.76249708	0.14998657
LEO1	20	guide17	0.54682624	0.50676692	0.71846805	0.59068707	-0.11563886
LEO1	20	guide21	0.63610053	0.44060150	0.65696432	0.57788878	0.60885123
LEO1	20	guide28	0.49860409	0.52481203	0.68173503	0.56838372	-0.06964535
LEO1	20	guide16	0.42161375	0.57142857	0.63259899	0.54188044	-0.10040904
LEO1	20	guide13	0.50805626	0.47067669	0.63883249	0.53918848	0.57613777
LEO1	20	guide19	0.46236188	0.41353383	0.63380754	0.50323442	-0.00292294
LEO1	20	guide15	0.45371076	0.41654135	0.60041222	0.49022145	-0.07774191
LEO1	20	guide18	0.47610582	0.41503759	0.57430149	0.48848164	0.05848397
LEO1	20	guide25	0.48812507	0.28571429	0.63043325	0.46809087	0.22775925
LEO1	20	guide27	0.36603652	0.43609023	0.56702281	0.45638319	-0.01572958
LEO1	20	guide3	0.48829090	0.25563910	0.57638372	0.44010457	0.72734497
LEO1	20	guide30	0.31672049	0.37593985	0.56883900	0.42049978	-0.07852325
LEO1	20	guide8	0.45743087	0.14736842	0.56846912	0.39108947	0.61241088
LEO1	20	guide23	0.23641570	0.39699248	0.52431592	0.38590803	-0.17283081
LEO1	20	guide26	0.23354242	0.36691729	0.55299653	0.38448541	-0.13207737
LEO1	20	guide11	0.29668015	0.38496241	0.42836188	0.37000148	-0.15847606
LEO1	20	guide1	0.28686649	0.34135338	0.43390947	0.35404311	0.24331257
LEO1	20	guide5	0.27621562	0.23609023	0.54356878	0.35195821	-0.06869074
LEO1	20	guide10	0.30833344	0.32481203	0.40850229	0.34721592	0.01578501
LEO1	20	guide12	0.31032239	0.29774436	0.40309930	0.33705535	0.61030813
LEO1	20	guide20	0.25014016	0.17593985	0.49806451	0.30804817	-0.01361051
LEO1	20	guide4	0.34405311	0.09774436	0.47350141	0.30509963	0.06686760
LEO1	20	guide6	0.20277338	0.33082707	0.25498964	0.26286336	0.17493138
LEO1	20	guide29	0.24959148	0.15037594	0.36303320	0.25433354	-0.10851879
LEO1	20	guide22	0.21374895	0.14736842	0.36634353	0.24248697	-0.10509844
LEO1	20	guide31	0.05462409	0.11127820	0.17588347	0.11392859	0.52899652
LEO1	20	guide24	0.15017814	-0.05563910	0.24161844	0.11205249	-0.10196785
LEO1	20	guide9	-0.00855757	-0.08270677	0.29891127	0.06921564	-0.15192409
LEO1	20	guide7	-0.03335204	-0.19548872	0.18352990	-0.01510362	-0.21923305
LEO1	20	guide2	-0.09227556	-0.19849624	0.11331752	-0.05915143	-0.39821606
LEO1	20	guide32	-0.09312231	0.03909774	-0.12398132	-0.05933530	0.20972744
LEO1	50	guide14	0.63642618	0.55092437	0.76784285	0.65173113	0.14033082
LEO1	50	guide13	0.34504101	0.26857143	0.54503043	0.38621429	0.35769390
LEO1	50	guide19	0.33291373	0.25983193	0.54978601	0.38084389	0.04332113
LEO1	50	guide8	0.30786617	0.22929172	0.53071113	0.35595634	0.43081197
LEO1	50	guide15	0.29155165	0.26069628	0.50432690	0.35219161	-0.02093395
LEO1	50	guide21	0.32342984	0.22304922	0.49865535	0.34837814	0.37101867
LEO1	50	guide3	0.27569818	0.26818727	0.48298474	0.34229007	0.39049080
LEO1	50	guide17	0.23585216	0.17666267	0.59383523	0.33545002	-0.03393625
LEO1	50	guide28	0.22764020	0.26530612	0.50638958	0.33311197	-0.03740937
LEO1	50	guide25	0.25567740	0.20019208	0.52095274	0.32560741	0.17296967
LEO1	50	guide20	0.23514607	0.17666267	0.51712616	0.30964497	0.04804458
LEO1	50	guide1	0.22776532	0.23956783	0.39732275	0.28821863	0.17767256
LEO1	50	guide27	0.18190073	0.19442977	0.47450154	0.28361068	0.02687709
LEO1	50	guide9	0.21206888	0.15313325	0.46234789	0.27585001	-0.03173865
LEO1	50	guide12	0.24808832	0.14477791	0.43343114	0.27543246	0.35912322
LEO1	50	guide5	0.18241279	0.15937575	0.48324824	0.27501226	-0.00393274
LEO1	50	guide16	0.13939652	0.16369748	0.49012973	0.26440791	-0.07364333
LEO1	50	guide6	0.23333622	0.30900360	0.24334768	0.26189583	0.01256752
LEO1	50	guide4	0.19963702	0.15313325	0.43078714	0.26118581	0.06804843
LEO1	50	guide18	0.19200183	0.22833133	0.32645190	0.24892835	0.02191736
LEO1	50	guide23	0.13496817	0.09032413	0.47313975	0.23281068	-0.07332347
LEO1	50	guide30	0.11765111	0.11903962	0.44965390	0.22878154	-0.04421836
LEO1	50	guide11	0.19030806	0.11846339	0.37729916	0.22869020	-0.06737998
LEO1	50	guide10	0.17663857	0.13334934	0.30228958	0.20409249	-0.00599598
LEO1	50	guide29	0.11403397	0.09090036	0.37861439	0.19451624	-0.02836409
LEO1	50	guide26	-0.00798651	0.06679472	0.45004062	0.16961628	-0.07031407
LEO1	50	guide24	0.10200080	-0.02348139	0.37823064	0.15225002	-0.03826707
LEO1	50	guide22	0.04718635	-0.00446579	0.36025091	0.13432382	-0.03210908
LEO1	50	guide7	0.08215242	0.01810324	0.28288418	0.12771328	-0.05512150
LEO1	50	guide2	0.12465327	-0.05085234	0.22681960	0.10020684	-0.15816694
LEO1	50	guide31	-0.05062698	-0.03807923	0.17132596	0.02753992	0.20807815
LEO1	50	guide32	-0.14162993	-0.25896759	-0.07620981	-0.15893577	0.20026560
LEO1	100	guide14	0.61357313	0.45688569	0.74320953	0.60455611	0.22466734
LEO1	100	guide21	0.37673779	0.32222022	0.51102724	0.40332842	0.31998883
LEO1	100	guide8	0.30342059	0.35597960	0.44555182	0.36831734	0.34245459
LEO1	100	guide12	0.36518266	0.25274527	0.47853774	0.36548856	0.34389992
LEO1	100	guide13	0.33077647	0.30479448	0.45948267	0.36501787	0.32465290
LEO1	100	guide25	0.33920004	0.18042604	0.54760950	0.35574519	0.21650362
LEO1	100	guide3	0.32973784	0.20680468	0.50866137	0.34840130	0.34168620
LEO1	100	guide4	0.30340446	0.18898290	0.49197648	0.32812128	0.15054890
LEO1	100	guide15	0.27966233	0.17504950	0.49538739	0.31669974	0.07923909
LEO1	100	guide28	0.22941127	0.19320732	0.47740324	0.30000728	0.05378516
LEO1	100	guide17	0.15052998	0.14763876	0.52386664	0.27401179	0.07787101
LEO1	100	guide10	0.27275447	0.19168317	0.34167399	0.26870388	0.10625731
LEO1	100	guide27	0.20399593	0.13021302	0.45872924	0.26431273	0.09674391
LEO1	100	guide16	0.18251401	0.11603960	0.48797000	0.26217454	0.03152638
LEO1	100	guide9	0.18114637	0.17714971	0.41864015	0.25897875	0.10203197
LEO1	100	guide19	0.19125247	0.17794179	0.38393661	0.25104362	0.13555411
LEO1	100	guide30	0.15343031	0.14875488	0.43624538	0.24614352	0.07259376
LEO1	100	guide6	0.25129456	0.19395140	0.26048170	0.23524255	0.12404204
LEO1	100	guide29	0.15236607	0.15560756	0.38781791	0.23193052	0.09743843
LEO1	100	guide24	0.15927531	0.19629163	0.31646563	0.22401086	0.08614613
LEO1	100	guide20	0.11397402	0.06712271	0.44004165	0.20704613	0.12327216
LEO1	100	guide5	0.11259009	0.05699370	0.40514785	0.19157721	0.06136748
LEO1	100	guide2	0.18368228	0.07689169	0.29322720	0.18460039	-0.01594071
LEO1	100	guide1	0.11089369	0.14417042	0.29153468	0.18219960	0.13667605
LEO1	100	guide18	0.16809443	0.02088209	0.35479969	0.18125874	0.13266309
LEO1	100	guide23	0.05390218	0.02184218	0.40925426	0.16166621	-0.00919186
LEO1	100	guide22	0.08550035	0.01818182	0.38067400	0.16145206	0.09070858
LEO1	100	guide26	0.02552194	-0.02030603	0.44152193	0.14891261	0.04795944
LEO1	100	guide11	0.03308628	-0.00260426	0.32347924	0.11798708	0.01627426
LEO1	100	guide7	0.00815797	0.04718872	0.22241392	0.09258687	0.04590458
LEO1	100	guide31	-0.06363855	-0.04529253	0.12330687	0.00479193	0.07371262
LEO1	100	guide32	-0.04920454	-0.09909391	0.01627299	-0.04400849	0.19097819
LEO1	200	guide14	0.53569726	0.42147754	0.70183264	0.55300248	0.33406161
LEO1	200	guide3	0.24855955	0.24819320	0.45992652	0.31889309	0.38343085
LEO1	200	guide21	0.24600524	0.29417835	0.41152236	0.31723532	0.33114053
LEO1	200	guide25	0.25035209	0.18679067	0.51078350	0.31597542	0.30598732
LEO1	200	guide12	0.26852945	0.18122253	0.44565046	0.29846748	0.38383305
LEO1	200	guide4	0.21026910	0.20824421	0.44842095	0.28897809	0.25351072
LEO1	200	guide17	0.15019212	0.18029251	0.51780582	0.28276348	0.17225214
LEO1	200	guide9	0.18683017	0.19816695	0.41526951	0.26675555	0.17007777
LEO1	200	guide8	0.19711199	0.18515563	0.37127493	0.25118085	0.29445651
LEO1	200	guide13	0.18962628	0.18801470	0.36868287	0.24877462	0.35788296
LEO1	200	guide15	0.14262016	0.14419560	0.40793263	0.23158280	0.18765342
LEO1	200	guide28	0.13504918	0.12588765	0.42838707	0.22977463	0.15062842
LEO1	200	guide20	0.10956771	0.08411160	0.44900907	0.21422946	0.20234684
LEO1	200	guide29	0.11746127	0.13892297	0.37759485	0.21132637	0.18415304
LEO1	200	guide16	0.08837097	0.04840021	0.45089011	0.19588709	0.15554744
LEO1	200	guide23	0.07586793	0.10292657	0.40066873	0.19315441	0.12095712
LEO1	200	guide10	0.16761914	0.11761794	0.28880769	0.19134826	0.21112209
LEO1	200	guide5	0.09413600	0.09541589	0.38390661	0.19115283	0.17507582
LEO1	200	guide2	0.17157451	0.14081002	0.25958886	0.19065780	-0.00614767
LEO1	200	guide22	0.07290235	0.09114528	0.38093154	0.18165972	0.18005097
LEO1	200	guide19	0.10063012	0.08496512	0.34711070	0.17756865	0.22888904
LEO1	200	guide27	0.07050717	0.07537238	0.38526438	0.17704798	0.20800271
LEO1	200	guide6	0.18102003	0.11753844	0.19286795	0.16380881	0.20518521
LEO1	200	guide30	0.03509942	0.09535438	0.35605880	0.16217087	0.17769798
LEO1	200	guide18	0.10864747	0.05510538	0.31488109	0.15954464	0.19860250
LEO1	200	guide26	-0.01338795	0.05371934	0.40989899	0.15007679	0.16418123
LEO1	200	guide24	0.06818160	0.10069452	0.23109625	0.13332412	0.19502274
LEO1	200	guide7	0.00577251	0.14576914	0.17395142	0.10849769	0.13525973
LEO1	200	guide11	-0.00648599	0.02288157	0.28824706	0.10154755	0.13586748
LEO1	200	guide1	0.01933215	0.02097802	0.24993805	0.09674941	0.16741538
LEO1	200	guide31	-0.06833173	-0.05099377	0.13202939	0.00423463	0.08589451
LEO1	200	guide32	-0.10249727	-0.06515863	-0.04766183	-0.07177257	0.07389057
LEO1	500	guide14	0.48431064	0.40118388	0.65694051	0.51414501	0.50334047
LEO1	500	guide17	0.14666263	0.19495595	0.47869410	0.27343756	0.44628782
LEO1	500	guide9	0.19595741	0.20019219	0.40769987	0.26794983	0.43580553
LEO1	500	guide4	0.15616169	0.16524383	0.41076158	0.24405570	0.45078824
LEO1	500	guide21	0.17746858	0.19918371	0.34754774	0.24140001	0.07823833
LEO1	500	guide8	0.18629890	0.18949929	0.32930895	0.23503571	-0.05947714
LEO1	500	guide3	0.15019403	0.15537864	0.39389794	0.23315687	0.39645948
LEO1	500	guide25	0.12634035	0.16004589	0.41021797	0.23220140	0.43114796
LEO1	500	guide20	0.11877991	0.12121344	0.43564455	0.22521263	0.43799064
LEO1	500	guide12	0.15299618	0.13728247	0.38202343	0.22410069	0.34562405
LEO1	500	guide28	0.13901546	0.11132512	0.41459581	0.22164546	0.43427859
LEO1	500	guide29	0.12666385	0.11949773	0.37708925	0.20775027	0.45596855
LEO1	500	guide22	0.10679343	0.11821305	0.38478823	0.20326490	0.44859119
LEO1	500	guide13	0.12577716	0.13961249	0.32654928	0.19731298	0.42251093
LEO1	500	guide15	0.10677558	0.08860826	0.37700940	0.19079775	0.45508121
LEO1	500	guide23	0.07047019	0.11665861	0.36954742	0.18555874	0.42452245
LEO1	500	guide5	0.05772770	0.10705915	0.32645738	0.16374807	0.41152399
LEO1	500	guide16	0.03007947	0.03596866	0.41266518	0.15957110	0.44896132
LEO1	500	guide2	0.13583390	0.13746449	0.18487310	0.15272383	0.06448171
LEO1	500	guide27	0.03826235	0.06150284	0.32848933	0.14275151	0.43762782
LEO1	500	guide30	0.02987080	0.07673867	0.31811369	0.14157439	0.43583004
LEO1	500	guide19	0.04499681	0.05087224	0.31211754	0.13599553	0.46225452
LEO1	500	guide10	0.08496696	0.10136969	0.21561493	0.13398386	0.42306082
LEO1	500	guide26	-0.00758016	0.03687759	0.36202608	0.13044117	0.44286884
LEO1	500	guide1	0.03754600	0.05498777	0.24480239	0.11244539	0.29316475
LEO1	500	guide24	0.05244476	0.08617484	0.18803334	0.10888431	0.43316315
LEO1	500	guide6	0.09914522	0.05778350	0.15721094	0.10471322	0.37254750
LEO1	500	guide18	0.03667208	0.02946770	0.24638983	0.10417654	0.41911702
LEO1	500	guide7	0.01486649	0.05014542	0.15295847	0.07265679	0.34198163
LEO1	500	guide11	-0.03451487	-0.00185703	0.21216200	0.05859670	0.39951111
LEO1	500	guide31	-0.01605843	-0.00970458	0.18708885	0.05377528	0.12506009
LEO1	500	guide32	-0.07463487	-0.07083926	-0.00463242	-0.05003552	-0.09479055
