cluster	ref	rank	genes	scores	logfoldchanges	pvals	pvals_adj
PAF1-I6	rest	4	RSRP1	2.5383437	2.8444257	0.014983815652512746	0.0949081429369867
PAF1-I6	rest	5	NXF1	2.4649963	2.9682806	0.018995220198358084	0.10738667281896302
PAF1-I6	rest	6	NEU1	2.3076236	3.425571	0.026839324443510955	0.12955449789236773
PAF1-I6	rest	7	TMSB10	2.258748	20.901966	0.02857140161697579	0.13394534456791213
PAF1-I6	rest	8	POLR2A	2.2562606	4.3814907	0.029735905953839244	0.1373445076895215
PAF1-I6	rest	9	ALDOC	2.1988416	2.978503	0.03535536038772303	0.151692486340541
PAPOLA-I3	rest	0	ATP5MC1	4.912649	7.20953	1.425016028389434e-06	0.005647338520507327
PAPOLA-I3	rest	1	NUCKS1	4.8421936	8.54038	1.9961859232445595e-06	0.0059331636103636416
PAPOLA-I3	rest	2	AL645608.7	4.747328	2.03466	3.4343872038642247e-06	0.008166285893348354
PAPOLA-I3	rest	3	CHCHD10	4.582911	6.0090303	6.547560818745078e-06	0.012973991762343371
PAPOLA-I3	rest	4	SNHG3	4.4936028	2.1796865	9.76230268309253e-06	0.016580573799898156
PAPOLA-I3	rest	5	EID1	4.3847256	4.8607116	1.5693174735741942e-05	0.02288143646211762
PAPOLA-I3	rest	6	RBM3	4.3612094	5.1181207	1.7372787173365132e-05	0.02288143646211762
PAPOLA-I3	rest	7	TOMM6	4.338004	7.8957086	1.9245888184134594e-05	0.02288143646211762
PAPOLA-I3	rest	8	SF3B5	4.201581	3.2514465	3.42693751194209e-05	0.037038963708617735
PAPOLA-I3	rest	9	SNHG29	4.095188	8.306964	5.32624807033237e-05	0.037387457767036766
PCF11-I5	rest	0	MROH6	2.3870919	1.9962449	0.01974875112869826	0.130440501205052
PCF11-I5	rest	1	LINC01963	2.202	1.5476385	0.030897684092834703	0.16704982545689484
PCF11-I5	rest	2	CLEC2D	1.9817277	1.6203061	0.05200632737610725	0.22713428972493407
PCF11-I5	rest	3	AC124016.2	1.9509743	1.4542782	0.054812646613482015	0.23382402425105409
PCF11-I5	rest	4	CDK3	1.949384	1.8720928	0.0555051645637605	0.2354256277852446
PCF11-I5	rest	5	AC145207.5	1.9299737	1.1162474	0.05715656170798107	0.24019747766836783
PCF11-I5	rest	6	AC027307.3	1.89334	1.6943734	0.06297938289113264	0.25398446624779814
PCF11-I5	rest	7	TCAP	1.8609041	2.5396707	0.06801634054883435	0.2638266241334999
PCF11-I5	rest	8	NOSTRIN	1.8142111	1.9678236	0.07417831872757948	0.2761133473237922
PCF11-I5	rest	9	ZNF134	1.7882355	1.2455741	0.07783929693962074	0.282732459793862
PHF3-I5	rest	0	C19orf53	8.026937	9.52105	2.1176243534877083e-14	1.258821796930768e-10
PHF3-I5	rest	1	RPL31	6.6648564	10.184796	1.2046689669546427e-10	4.774103116041249e-07
PHF3-I5	rest	2	RPL13	6.5779114	65.09838	2.0349538155524476e-10	6.048391478275762e-07
PHF3-I5	rest	3	RPS24	6.53694	44.696365	2.602350734972967e-10	6.187869577618721e-07
PHF3-I5	rest	4	PRMT1	6.4605207	4.6001883	4.00220650582608e-10	7.930372191294377e-07
PHF3-I5	rest	5	CLNS1A	6.3915453	3.9328756	6.136056700997616e-10	1.0421654016880094e-06
PHF3-I5	rest	6	APRT	6.3496556	11.863699	7.596476723111982e-10	1.1289313970134794e-06
PHF3-I5	rest	7	PPA1	6.3047976	8.397965	9.802995298395253e-10	1.294975678918013e-06
PHF3-I5	rest	8	TMEM14B	6.2492356	5.6000867	1.3546491787026683e-09	1.5081246076490183e-06
PHF3-I5	rest	9	CCT3	6.236484	12.561215	1.4461659867624472e-09	1.5081246076490183e-06
RBBP6-I4	rest	0	LINC01963	4.1268086	1.9722236	6.425181939577097e-05	0.004834746080989373
RBBP6-I4	rest	1	AC124016.2	2.8490555	1.7135023	0.005132111220287384	0.08462644978917712
RBBP6-I4	rest	2	KCNJ14	2.5765386	1.741243	0.011188988997946845	0.13546424663603873
RBBP6-I4	rest	3	MALAT1	2.5355442	45.277855	0.012200618151165844	0.14206968579746398
RBBP6-I4	rest	4	HSD3B7	2.4937282	1.7340074	0.013858440946789653	0.15041033583768323
RBBP6-I4	rest	5	YJEFN3	2.4806104	1.0514003	0.014172800248360692	0.1515291566121945
RBBP6-I4	rest	6	TCAP	2.4437225	2.2544017	0.01594682646606249	0.16229328734337783
RBBP6-I4	rest	7	AC011978.2	2.4050999	2.5429482	0.017892327897992645	0.17365051949325272
RBBP6-I4	rest	8	TMEM240	2.289314	2.1189337	0.023874294727908155	0.20087861997176223
RBBP6-I4	rest	9	ADM5	2.2148879	1.6636924	0.028571200060699752	0.2239698182530952
RPAP2-I2	rest	0	TICAM2	3.7615566	3.8477728	0.0058067487737141635	0.9999531452409832
RPAP2-I2	rest	1	CEP78	3.0216796	3.3270054	0.01791083223012817	0.9999531452409832
RPAP2-I2	rest	2	RIC8B	3.0017114	2.4665065	0.03987462791968972	0.9999531452409832
RPAP2-I2	rest	3	ITPRID2	2.6542614	2.9841807	0.031202584817185162	0.9999531452409832
RPAP2-I2	rest	4	AC008105.1	2.200869	4.6677094	0.08039330015734004	0.9999531452409832
RPAP2-I2	rest	5	AC005261.1	2.1636403	2.236474	0.06560129454577213	0.9999531452409832
RPAP2-I2	rest	6	WDR48	2.126354	2.4697793	0.06624022440018237	0.9999531452409832
RPAP2-I2	rest	7	SLMAP	2.0240903	2.8552022	0.08108528280080268	0.9999531452409832
RPAP2-I2	rest	8	HIST1H2BK	2.013361	3.76082	0.09443042824329337	0.9999531452409832
RPAP2-I2	rest	9	CTNNAL1	2.006233	7.1223793	0.10223642552450714	0.9999531452409832
RPRD1A-I5	rest	0	UQCC2	3.9821954	3.5478272	0.00010005889961657905	0.5948001287707542
RPRD1A-I5	rest	1	HMGN2	3.7663202	13.7898245	0.00022757344690777775	0.6532404599166216
RPRD1A-I5	rest	2	MAGOHB	3.6698182	2.1818511	0.0003216206753846356	0.6532404599166216
RPRD1A-I5	rest	3	RABL6	3.6251001	2.2933118	0.00037841350733533674	0.6532404599166216
RPRD1A-I5	rest	4	AVEN	3.5901997	1.423758	0.00043327649427174546	0.6532404599166216
RPRD1A-I5	rest	5	CKB	3.554683	15.32238	0.000488054490530797	0.6532404599166216
RPRD1A-I5	rest	6	MRPL3	3.5439086	3.0463624	0.0005053583261410082	0.6532404599166216
RPRD1A-I5	rest	7	TUBB	3.5134752	16.121254	0.0005630974737547196	0.6532404599166216
RPRD1A-I5	rest	8	TPM1	3.5014064	4.608228	0.0006043944031527326	0.6532404599166216
RPRD1A-I5	rest	9	MTHFS	3.4989927	1.7355936	0.0005915215928980719	0.6532404599166216
RPRD1B-I1	rest	0	COX17	5.8325853	3.2932367	1.9103296493317326e-08	5.6779773002262426e-05
RPRD1B-I1	rest	1	GTF2H5	4.886229	5.3104076	1.8915151532259215e-06	0.0037480372761171635
RPRD1B-I1	rest	2	GSTZ1	4.8581104	1.8582717	2.207981769619733e-06	0.0037500993227155724
RPRD1B-I1	rest	3	CENPW	4.741328	3.433883	3.6749849620296557e-06	0.005461487026696322
RPRD1B-I1	rest	4	CHCHD5	4.4485803	1.9915876	1.328845679054827e-05	0.015798646278282837
RPRD1B-I1	rest	5	JUN	4.158596	6.8051996	4.803186014567302e-05	0.05169037802282879
RPRD1B-I1	rest	6	SSR2	4.127762	3.4515762	5.217297806997607e-05	0.05169037802282879
RPRD1B-I1	rest	7	LSM8	4.03921	1.8290318	7.381820399378641e-05	0.06750958671400974
RPRD1B-I1	rest	8	ALKBH7	3.9893858	1.4167354	8.868463339129495e-05	0.07195853278301013
RPRD1B-I1	rest	9	BAG1	3.986457	1.4087486	9.078795455842813e-05	0.07195853278301013
SCAF1-I2	rest	0	CD44	2.954037	4.155089	0.004373335923970338	0.9994175164906609
SCAF1-I2	rest	1	CD151	2.7918448	1.5247897	0.006103812041259295	0.9994175164906609
SCAF1-I2	rest	2	TLCD1	2.6822283	1.5352345	0.008480639078653852	0.9994175164906609
SCAF1-I2	rest	3	HES4	2.5553339	6.5383544	0.012225626921168829	0.9994175164906609
SCAF1-I2	rest	4	ZDHHC17	2.3961313	1.1129477	0.018125011133200933	0.9994175164906609
SCAF1-I2	rest	5	KYAT3	2.384741	1.2505178	0.018900981017566494	0.9994175164906609
SCAF1-I2	rest	6	GABBR1	2.2919326	1.3215628	0.02400281225800439	0.9994175164906609
SCAF1-I2	rest	7	MIR17HG	2.273173	1.1851206	0.024848152229016273	0.9994175164906609
SCAF1-I2	rest	8	TELO2	2.177781	0.9938018	0.03142594018286829	0.9994175164906609
SCAF1-I2	rest	9	TNFRSF12A	2.1444983	1.4345021	0.03429504033835005	0.9994175164906609
SCAF4-I4	rest	0	NME4	6.5853148	6.7240386	2.450401128121783e-10	1.456640950611994e-06
SCAF4-I4	rest	1	GRAMD1A	6.2537565	2.06675	1.9899610036522038e-09	7.886215457473684e-06
SCAF4-I4	rest	2	NDUFAF3	5.5378814	4.973415	7.191538889442285e-08	0.00019007135338297476
SCAF4-I4	rest	3	TAF9	5.5196977	2.8854308	7.993580342458355e-08	0.00019007135338297476
SCAF4-I4	rest	4	EMG1	4.9511447	2.7232037	1.378073486690839e-06	0.002340559383323912
SCAF4-I4	rest	5	NT5C	4.9495935	2.3047433	1.3022497077546443e-06	0.002340559383323912
SCAF4-I4	rest	6	FUOM	4.899518	2.133622	1.6807654209169324e-06	0.0023702675943041937
SCAF4-I4	rest	7	CENPN	4.880801	1.7325884	1.8593531964668663e-06	0.0023702675943041937
SCAF4-I4	rest	8	CHCHD10	4.858791	7.0867753	1.9936643908690332e-06	0.0023702675943041937
SCAF4-I4	rest	9	APRT	4.8286395	10.853624	2.3129033401957842e-06	0.002499827982871607
SCAF8-I3	rest	0	CENPW	10.168326	5.9799347	1.2782631531750743e-21	7.598635314049229e-18
SCAF8-I3	rest	1	TAF9	9.255061	3.8594131	1.4333157849829995e-18	5.6802304558876274e-15
SCAF8-I3	rest	2	COX20	8.029312	2.6081643	1.3355152907066972e-14	3.969485322802981e-11
SCAF8-I3	rest	3	SSBP1	6.861011	14.593221	2.7868423351893277e-11	6.626553704613183e-08
SCAF8-I3	rest	4	NDUFAF3	6.797984	4.7877817	3.920543883868222e-11	7.768557705884882e-08
SCAF8-I3	rest	5	NDUFS5	6.637181	11.383963	1.0780424633880364e-10	1.5589566942458172e-07
SCAF8-I3	rest	6	COX11	6.6035156	2.173479	1.3112597310503972e-10	1.5589566942458172e-07
SCAF8-I3	rest	7	NDUFC2	6.601897	8.39605	1.3093173890704331e-10	1.5589566942458172e-07
SCAF8-I3	rest	8	HPRT1	6.5613494	2.8563712	1.689679667910297e-10	1.8262365065259564e-07
SCAF8-I3	rest	9	PARK7	6.544687	8.796486	1.8510546239142765e-10	1.8339323686430696e-07
SCAF11-I3	rest	0	MICOS13	5.991622	3.8094542	6.234130549768213e-09	1.852939452654857e-05
SCAF11-I3	rest	1	CTXN1	5.5708666	1.8816988	6.77770200597547e-08	0.0001235522755954222
SCAF11-I3	rest	2	UQCC2	5.55597	3.955611	6.32912187084924e-08	0.0001235522755954222
SCAF11-I3	rest	3	SLC25A6	5.528771	6.519515	7.274505249961774e-08	0.0001235522755954222
SCAF11-I3	rest	4	APRT	5.460676	10.8852	1.0314180386963083e-07	0.00015328161327575512
SCAF11-I3	rest	5	PRMT1	5.3673506	4.3388114	1.6631172211057442e-07	0.0002196977849080688
SCAF11-I3	rest	6	NDUFAF3	5.2692757	4.297049	2.7080280491527714e-07	0.000321957454763773
SCAF11-I3	rest	7	COA4	5.1471877	3.220026	4.928493308431502e-07	0.0005326805176722012
SCAF11-I3	rest	8	NDUFAF8	5.0718336	5.486481	7.112230298688367e-07	0.0007046442168425499
SCAF11-I3	rest	9	DPCD	5.0292773	1.6524762	8.924492733118298e-07	0.0008161791854157188
SF3A1-I5	rest	0	SNHG15	5.0344586	15.017981	0.00019567062356691916	0.16777663293560002
SF3A1-I5	rest	1	GAS5	4.5715485	40.57032	0.0006498773373188843	0.16777663293560002
SF3A1-I5	rest	2	ZFAS1	4.0286655	25.056879	0.001322765214982822	0.16777663293560002
SF3A1-I5	rest	3	RSRP1	3.8422089	8.53226	0.00183140692752583	0.16777663293560002
SF3A1-I5	rest	4	AL627171.2	3.0822952	3.0481894	0.0061306502573158	0.17150949253354802
SF3A1-I5	rest	5	SLC3A2	2.9882202	14.3929615	0.008218360052748645	0.17570389212405277
SF3A1-I5	rest	6	INTS6	2.904307	2.8659165	0.008916479306367613	0.17721104613436653
SF3A1-I5	rest	7	CMYA5	2.8914118	4.5921183	0.013026158716935143	0.1969907214101996
SF3A1-I5	rest	8	EPB41L4A-AS1	2.8381484	5.3287487	0.013129494296543356	0.1970916132469747
SF3A1-I5	rest	9	AL118516.1	2.8078475	3.7601237	0.013117198875523792	0.1970916132469747
SRSF3-I1	rest	0	MANF	5.149001	7.034489	6.512939613721185e-06	0.020271337045449436
SRSF3-I1	rest	1	DENR	5.135468	16.22969	1.5655968425258796e-05	0.020271337045449436
SRSF3-I1	rest	2	BCL2L12	5.127826	10.4411125	1.583299543678408e-05	0.020271337045449436
SRSF3-I1	rest	3	EMC9	5.1068387	9.431497	1.892925120194941e-05	0.020271337045449436
SRSF3-I1	rest	4	DLEU2	5.0776296	6.2120485	1.8769842671187308e-05	0.020271337045449436
SRSF3-I1	rest	5	SLC3A2	5.047929	44.84939	2.6798899976788108e-05	0.020271337045449436
SRSF3-I1	rest	6	POLR2C	4.983481	10.939555	2.4503394898978073e-05	0.020271337045449436
SRSF3-I1	rest	7	TMBIM6	4.948945	34.583294	3.0342169132291812e-05	0.020271337045449436
SRSF3-I1	rest	8	COX11	4.8949184	8.757123	2.837110417939803e-05	0.020271337045449436
SRSF3-I1	rest	9	TPM3	4.872881	31.21888	3.466371951659042e-05	0.020271337045449436
SYMPK-I3	rest	0	BRIP1	2.1251943	2.3639262	0.05328026053800955	0.751397702446356
SYMPK-I3	rest	1	NOL3	1.9719069	2.591104	0.072761929393933	0.751397702446356
SYMPK-I3	rest	2	HIST1H2AC	1.9675996	3.2231343	0.0699522506878751	0.751397702446356
SYMPK-I3	rest	3	ITGA10	1.9220437	2.7354875	0.07809358393788547	0.751397702446356
SYMPK-I3	rest	4	AL096803.2	1.898605	3.2384717	0.08988291058171023	0.751397702446356
SYMPK-I3	rest	5	C19orf57	1.8592199	3.167991	0.09411020377634542	0.751397702446356
SYMPK-I3	rest	6	AC097376.3	1.8535985	1.7995417	0.08545782706121906	0.751397702446356
SYMPK-I3	rest	7	SMCR5	1.8462912	2.6784055	0.09133337077745893	0.751397702446356
SYMPK-I3	rest	8	NEAT1	1.8398813	57.948307	0.08799360294900248	0.751397702446356
SYMPK-I3	rest	9	ZNF211	1.7584418	2.5143871	0.104594186943902	0.751397702446356
THOC5-I1	rest	0	ATF7IP2	3.6285553	5.7026052	0.0013261656627830908	0.9997799835423393
THOC5-I1	rest	1	REEP5	3.5149267	7.926974	0.001382640720115828	0.9997799835423393
THOC5-I1	rest	2	DCLRE1C	3.454773	2.9519186	0.001568147783528601	0.9997799835423393
THOC5-I1	rest	3	GATD1	3.2397237	3.0242686	0.002854714582924141	0.9997799835423393
THOC5-I1	rest	4	SNHG10	3.161785	3.7655308	0.003988985455300714	0.9997799835423393
THOC5-I1	rest	5	ACIN1	3.0106087	4.549318	0.005296424323758671	0.9997799835423393
THOC5-I1	rest	6	CKLF	2.9095347	9.618111	0.007871118363255599	0.9997799835423393
THOC5-I1	rest	7	TFRC	2.8250315	2.4982839	0.0081513403189623	0.9997799835423393
THOC5-I1	rest	8	ZNF292	2.7634363	5.3539267	0.010989024220477633	0.9997799835423393
THOC5-I1	rest	9	ARL5B	2.7622762	1.9115702	0.008636534126574249	0.9997799835423393
