Table S1. Ct values for 175 miRNAs  in DM1 and healthy controls serum 	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	Unnamed: 10	Unnamed: 11	Unnamed: 12	Unnamed: 13	Unnamed: 14	Unnamed: 15	Unnamed: 16	Unnamed: 17	Unnamed: 18	Unnamed: 19	Unnamed: 20
hsa-miR-222	28.4095898	29.0877563833333	28.7018762166666	28.3140773833333	28.2125297166667	27.8499058	27.99965455	27.4519592166667	27.4055082999999	27.6326346333334	28.3696748	29.6798563833333	31.1733492166666	28.1289733833333	29.2129147166667	31.1741858	29.07043855	30.4600562166667	30.0605963	29.0073736333334
hsa-miR-223	21.8650018	21.4466143833333	21.6873742166666	21.6125993833333	22.2812287166667	22.1885218	22.30213955	21.7487732166667	21.5758133	21.1469916333334	21.4004878	22.1073063833333	21.9843742166666	21.0557713833333	22.0119777166667	23.7043448	22.46729855	23.5822612166667	23.2874522999999	20.7881126333334
hsa-miR-223*	31.4624198	31.3654433833333	30.4721532166666	30.9479183833333	31.0280037166667	30.5958608	30.62443955	30.2620062166667	30.4539452999999	30.7512606333334	30.4680788	31.7381883833333	20.0415042166666	30.4246193833333	32.3099947166667	33.0668288	31.25680155	32.4271942166667	32.0437682999999	30.1070606333334
hsa-miR-23a	24.3318868	24.4101363833333	24.6380942166666	24.3061653833333	25.3334497166667	24.5870358	24.66400355	24.2873322166667	24.1461583	24.2170446333334	25.0545298	25.1611073833333	24.7947202166666	24.0498903833333	24.8156247166667	26.3495568	25.03814755	26.5011172166667	25.3109492999999	23.6497186333334
hsa-miR-23b	26.0605108	26.3182683833333	26.5418722166666	26.4972613833333	27.8628177166667	26.7636218	26.59365655	26.4879032166667	26.3883902999999	26.2021306333334	27.2803408	27.4406633833333	26.9061072166666	26.5205343833333	26.8869837166667	28.3728688	27.60213855	28.5009742166667	27.8060133	25.7136186333334
hsa-miR-24	24.3780898	24.6784513833333	24.7891622166666	24.8862303833333	25.5306247166667	24.7486358	24.50011855	24.3128642166667	24.3329012999999	24.0118456333334	24.9178788	25.4028883833333	25.1800002166666	24.3546903833333	25.2000327166667	26.3350838	25.56120055	26.7495212166667	25.4265003	23.8525766333334
hsa-miR-25	25.7115478	26.5915553833333	24.4156882166666	24.5692403833333	26.6296097166666	25.7541118	26.61161455	25.4666282166667	25.3015583	25.3394216333334	25.5695118	26.6492773833333	26.2015672166666	26.2932623833333	25.8479597166667	27.6647418	27.14315255	26.2659542166667	26.6549432999999	25.5084566333334
hsa-miR-26a	25.0438478	25.7429993833333	25.5564772166666	25.8331323833333	27.1225317166667	25.3907808	25.60486855	25.0955442166667	25.4789292999999	25.3324246333334	26.8004378	27.3270343833333	27.3404602166666	25.1736603833333	25.4349017166667	27.9258548	26.02505855	26.9942912166667	26.8907682999999	24.7193736333334
hsa-miR-26b	27.3729308	27.3547923833333	27.2149662166666	29.4542093833333	28.6604267166667	27.4853738	27.58631755	27.3323592166667	27.4300773	26.9938116333334	28.0889358	29.1844613833333	29.4738842166666	27.3711913833333	27.4207267166666	29.7866318	27.49464855	27.9183382166667	29.3974172999999	25.8850306333334
hsa-miR-27a	25.2794708	25.5319313833333	25.7284682166666	25.7968063833333	27.2803847166667	26.5889738	26.68767955	25.8292422166667	25.6364462999999	25.9609196333334	26.9556748	27.0579073833333	28.4151942166666	25.0248683833333	26.7798407166667	28.1935648	26.37399555	27.9612652166667	27.1417122999999	25.2090846333334
hsa-miR-27b	26.1785738	26.2316903833333	27.1687622166666	27.2543453833333	28.4817807166667	27.7601518	27.33594355	26.7981122166667	26.8836192999999	26.6418016333334	27.6261288	28.1474693833333	28.8746112166666	26.0397853833333	27.8265307166667	29.1308488	27.43943655	28.9684402166667	28.1309892999999	26.0757666333334
hsa-miR-28-3p	30.4103318	30.0175143833333	30.4200732166666	30.1397383833333	31.7111817166667	30.3179468	30.04940255	29.8799582166667	30.5504402999999	30.2088086333334	30.3673348	31.3216333833333	31.1665542166666	30.1482693833333	30.2100827166667	32.8930698	30.96188555	31.9517562166667	31.4771652999999	29.6994266333334
hsa-miR-28-5p	31.4247398	30.2626193833333	30.4817662166666	30.2743413833333	33.0492627166667	30.1714398	29.90035255	29.9602032166667	30.6725232999999	29.7449926333334	30.9353598	30.9768933833333	31.2383402166666	30.4562813833333	30.6144307166667	32.5880578	31.02691455	33.7391902166667	31.7859172999999	29.5895146333334
hsa-miR-297	30.1276108	28.6417343833333	29.6767312166666	28.9542373833333	31.6468747166667	32.6556158	32.64332455	32.0053722166667	30.7756122999999	31.9146936333334	29.1851368	29.1122673833333	29.5484542166666	29.1344593833333	31.9380927166667	33.2502218	34.30526555	34.5527432166667	34.4354252999999	31.1489466333334
hsa-miR-29a	28.0049368	27.4627443833333	27.7652852166666	26.9328133833333	28.7885547166667	28.9781148	28.94954555	27.8523612166667	28.6465593	28.0593026333334	26.3303838	28.5210483833333	28.7607382166666	26.9816343833333	27.8585347166667	29.4372338	27.57105655	28.7352482166667	27.9280922999999	27.3991946333334
hsa-miR-29a*	31.8789218	31.2782293833333	32.4849112166666	31.4159623833333	39.0754197166667	34.3970258	27.91370755	33.7042712166667	33.4922492999999	32.8060316333334	30.4421548	31.7190983833333	31.5707862166666	31.8418733833333	32.4953117166667	34.4821718	33.00164255	34.0368702166667	31.8742792999999	31.5598156333334
hsa-miR-29b	28.1640128	28.7488923833333	27.9113462166666	27.9894093833333	31.4570977166667	30.2023648	31.03898055	29.2961252166667	28.5281263	29.5014946333334	27.9026348	30.0090093833333	30.6121162166666	28.3325923833333	29.3377967166667	32.5961378	29.28286355	30.5019832166667	29.5581782999999	28.9616296333334
hsa-miR-29b-2*	33.4519768	32.6126113833333	31.8106612166666	30.6693553833333	NAN	32.6642868	NAN	31.7963612166667	33.7280822999999	32.0540846333334	33.4472888	33.4550863833333	33.5517902166666	NAN	33.2155447166667	NAN	34.53622255	33.9492012166667	33.7433922999999	31.8206996333334
hsa-miR-29c	26.3266968	26.4770153833333	25.8374642166666	25.5427453833333	28.1783027166667	27.6933878	26.01223355	26.8220802166667	26.8229793	26.8902296333334	25.4290528	27.0656723833333	27.7165392166666	26.0281793833333	26.9096147166667	28.7149858	26.82074755	27.6701162166667	27.2720622999999	26.0871196333334
hsa-miR-301a	31.1911248	31.9675563833333	31.1358472166666	31.2170593833333	31.0819047166667	30.2960368	30.60626855	30.6561502166667	30.2287752999999	30.6473596333334	31.5363698	32.9272613833333	34.2746442166666	29.9730073833333	31.9808427166667	36.6493678	33.18767355	32.9051222166667	32.1282372999999	30.3435646333334
hsa-miR-30a	31.8663788	31.3602833833333	31.6425242166666	31.7494193833333	32.5158947166667	33.6116368	32.42746555	32.3165912166667	32.1219692999999	31.9166296333334	32.7432898	32.9498213833333	33.6812382166666	31.2473833833333	32.3447607166667	35.0054618	31.58987255	32.7264722166667	32.7926943	31.8686806333334
hsa-miR-30b	27.5611708	28.6459183833333	28.5780892166666	28.8140643833333	29.6340027166667	28.2828818	28.54186455	27.8508962166667	28.0868612999999	27.7482386333334	29.9551128	30.9412033833333	32.3104082166666	27.7630523833333	29.5627877166667	31.9425808	29.52985255	30.9044372166667	29.8575152999999	28.7114346333334
hsa-miR-30c	27.2281438	28.0892263833333	27.8495652166666	28.1252823833333	29.4653927166667	27.5355278	27.63694255	27.3722472166667	27.1409473	27.2978646333334	28.7790108	29.9288223833333	30.6670092166666	27.4326993833333	28.4500237166667	30.5944758	28.99204055	30.0639182166667	29.8619923	27.4529606333334
hsa-miR-30d	28.3355028	28.7546643833333	28.6707242166666	28.4291133833333	29.9022947166667	28.3343898	28.44100755	27.9272162166667	27.4311723	27.9440816333334	29.5327608	30.5137143833333	30.3821932166666	28.5532513833333	28.6030847166667	30.7873518	29.11973055	30.3533932166667	29.6324252999999	28.3404746333334
hsa-miR-30e	30.0448098	30.2181063833333	29.6223282166666	29.1942583833333	30.0001547166666	29.5075118	30.36795455	29.3439592166667	28.8764712999999	28.7947226333334	30.2173918	31.1702713833333	31.8944802166666	29.5625883833333	31.0873697166667	32.3403048	30.88395755	31.2354272166667	30.8855782999999	29.5199106333334
hsa-miR-30e*	30.9663658	30.9710833833333	30.6623082166666	30.2493323833333	30.3499717166667	29.6407818	29.92520555	29.8822362166667	29.5682472999999	29.8814046333334	31.0912268	31.7322073833333	32.0417692166666	29.8444543833333	30.2495047166667	31.7717678	30.06564155	31.4561192166667	32.9522423	29.6340556333334
hsa-miR-32	29.7811608	30.6876363833333	28.3706302166666	29.5621623833333	30.6271967166667	29.9313038	30.42402255	29.1089872166667	29.4039483	28.9922876333334	30.6051638	31.4950303833333	32.5035422166666	29.0345763833333	30.4710807166667	32.5709678	31.49348055	30.5987102166667	31.4286122999999	30.3842466333334
hsa-miR-320a	24.8907248	25.4553263833333	24.3679042166666	24.5168533833333	26.2043357166667	25.1441888	25.48356655	24.8647862166667	24.5777032999999	24.7782546333334	25.3074568	25.6023213833333	25.5037312166666	25.4790383833333	25.0861207166667	25.8589488	25.94643855	26.0594232166667	26.0398122999999	24.6314806333334
hsa-miR-320b	25.1184868	25.4127243833333	24.4883402166666	25.3036403833333	26.3039587166667	25.2358518	25.54335855	24.9252862166667	24.7389162999999	25.0640326333334	25.3264468	25.4888103833333	25.4729462166666	25.4780043833333	25.2830957166667	25.8001298	26.24371155	25.8941242166667	26.5468063	25.0021876333334
hsa-miR-324-3p	28.7153088	29.2952963833333	27.6387582166666	28.3169883833333	31.1405127166667	29.4810748	29.91775755	29.2530552166667	29.3817902999999	28.9743046333334	28.5672848	29.5213843833333	29.2083132166666	28.9340023833333	29.3241647166667	30.6331858	30.32234555	29.5668192166667	30.1490542999999	28.1434796333334
hsa-miR-324-5p	29.1480108	29.8973683833333	29.2813362166666	29.0409683833333	31.9131177166667	30.2257208	30.73987455	29.7393702166667	29.7627013	29.9725086333334	30.1652988	30.7616123833333	30.8045182166666	29.5475083833333	29.6824697166667	31.8108548	31.42744855	31.3924712166667	30.5612742999999	28.7517886333334
hsa-miR-326	28.2748528	28.7756113833333	29.2817172166666	29.0524673833333	31.1325047166667	31.9027218	29.86870555	29.7341402166667	29.0958483	29.6533576333334	29.7686998	29.7111653833333	30.2828012166666	28.2984773833333	30.2828177166667	31.9665258	30.51206255	32.7334992166667	32.0091482999999	29.2206266333334
hsa-miR-328	29.0592848	29.5090093833333	29.5533582166666	29.1865213833333	31.5163777166666	29.6036178	29.64350155	28.8820182166667	29.0039482999999	28.9433946333334	29.9767208	29.6378483833333	30.0039022166666	29.4926893833333	30.2068497166666	33.0910678	30.88911255	32.9216762166667	31.6529142999999	29.5954906333334
hsa-miR-331-3p	30.0712658	30.9644973833333	30.4861452166666	31.0442353833333	31.5697077166667	30.1467618	30.38551755	29.5041102166667	30.4392362999999	29.5627896333334	31.4796368	31.0558173833333	32.2765542166666	30.1870213833333	30.7824727166666	32.8839298	31.64649755	32.4210182166667	31.6701452999999	30.4446086333334
hsa-miR-335	29.0284348	29.5966463833333	29.8432162166666	29.7738653833333	31.7488877166667	30.5983898	31.03592555	29.9678912166667	29.8393713	30.3980896333334	30.5631448	30.9325533833333	32.1044342166666	29.3400743833333	29.7813467166667	31.6047018	30.54917055	32.5611362166667	30.4150323	28.8537446333334
hsa-miR-338-3p	28.5121348	27.9688593833333	27.3463732166666	27.6111413833333	29.8062757166667	29.6510498	29.62287055	28.9923282166667	28.6746582999999	28.0911646333334	27.3168468	27.1308453833333	27.6935672166666	27.4399223833333	28.9146287166667	30.5508458	29.04255855	30.0724442166667	28.7459112999999	26.9268626333334
hsa-miR-339-3p	30.9165948	32.3323013833333	31.4886052166666	30.5628603833333	33.6111987166667	33.1543568	32.81638555	32.0852752166667	31.5414682999999	31.6277496333334	33.3558508	33.0118373833333	32.6972942166666	31.2545623833333	32.0995807166667	33.8370918	33.15888055	33.8009502166667	31.7014873	31.1175356333334
hsa-miR-339-5p	31.9242048	32.1167413833333	31.9038342166666	31.0939043833333	35.5305047166667	32.6911268	31.92609855	31.5394932166667	31.1577552999999	31.7223146333334	31.7027208	32.9110713833333	32.8832342166666	31.0610373833333	32.0327187166667	34.6502988	33.29006755	34.5577462166667	32.4377123	31.1080186333334
hsa-miR-33a	27.7003118	28.9185183833333	29.1182122166666	29.5745693833333	32.5595697166667	31.2296688	30.74106255	30.2200602166667	30.7068392999999	29.7055486333334	29.9575328	29.8613913833333	31.6568532166666	28.3722693833333	30.5390337166667	33.9469598	30.85072055	33.4077162166667	31.0370452999999	29.4385316333334
hsa-miR-342-3p	29.1420828	28.7075113833333	29.6336992166666	28.3344573833333	28.7595727166666	28.5969718	28.93751555	27.8663972166667	28.8043163	28.4733766333334	27.2141818	30.5503563833333	30.5535932166666	29.5928723833333	27.9463517166667	30.4182518	28.53684055	29.3930032166667	29.5018312999999	28.3366746333334
hsa-miR-346	32.2458308	31.4688293833333	31.7328012166666	31.3768983833333	31.6299247166667	32.2523378	32.14267055	32.9314762166667	32.8733062999999	32.0850096333334	31.2745228	31.1021923833333	31.7688792166666	31.9958953833333	32.1495497166667	32.5783568	32.47995555	32.7210362166667	33.4445022999999	32.0902666333334
hsa-miR-34a	31.8169978	31.2630283833333	33.1655712166666	31.8014493833333	32.1780747166667	32.5169478	32.03055255	30.8141952166667	31.7519522999999	29.9794196333334	32.4437178	33.3273473833333	33.2198942166666	31.3898273833333	33.7642017166667	35.6298118	34.86204355	34.6968862166667	33.6403772999999	32.0409926333334
hsa-miR-361-3p	31.2883528	31.6863453833333	30.7182582166666	31.1517473833333	32.1075477166667	31.1323578	32.38072455	31.4592162166667	30.9697172999999	30.9860166333334	30.2800638	31.6099613833333	31.7380432166666	31.5966933833333	32.1429897166667	32.7625838	31.62050655	34.9527062166667	31.9968243	31.1790176333334
hsa-miR-363	28.7956528	28.7151843833333	27.1606862166666	27.7916943833333	27.5829347166667	28.1997848	28.72750855	27.7960982166667	27.6345563	27.8778926333334	28.7446308	29.7356003833333	29.3996792166666	27.8595903833333	27.8116127166667	29.8595188	28.28212555	28.7161532166667	30.1284472999999	28.1857826333334
hsa-miR-365	31.8396228	30.7499983833333	31.4060402166666	31.1872543833333	30.8430627166667	30.9434318	30.47192255	30.0753432166667	30.3287912999999	29.4442856333334	33.0215378	32.3541873833333	33.4878982166666	30.7562273833333	32.1436117166667	34.7732538	31.53809155	32.3694862166667	31.4639032999999	29.6328156333334
hsa-miR-374a	30.0786268	30.7686613833333	29.8880672166666	29.8156203833333	32.7322147166667	31.1820408	31.15539755	30.3741732166667	31.0037692999999	30.8426676333334	31.2867548	32.0358313833333	33.0159782166666	29.5877613833333	30.3256317166667	32.2563118	30.05204455	30.5497772166667	31.6719042999999	29.0886566333334
hsa-miR-374b	28.7671228	29.1888973833333	28.9959812166666	29.3832993833333	31.5444277166667	29.4785928	29.81513055	29.2747742166667	29.9881402999999	29.4207816333334	30.2213078	31.1157043833333	30.0082612166666	29.1466693833333	28.6286887166667	30.7817358	28.95253755	29.9332882166667	29.0808183	27.4273646333334
hsa-miR-375	33.1130908	31.3142403833333	32.3590562166666	32.0549163833333	34.8234707166667	34.2986818	33.08587855	32.7959112166667	32.5922283	33.1698046333334	31.2635688	33.0956513833333	35.5193202166666	31.5502913833333	33.3300547166667	33.8673818	30.69949755	31.3089752166667	31.3098962999999	32.2206096333334
hsa-miR-376a	28.9020158	31.7176513833333	31.5010572166666	30.4142843833333	32.9854697166667	30.6917448	32.49422655	29.7741362166667	NAN	30.7214486333334	31.8531418	32.7104013833333	36.7528972166666	30.8102993833333	30.6346717166667	33.6558988	18.96634555	33.0805762166667	32.5995323	29.6586816333334
hsa-miR-378	28.3664878	27.4945053833333	27.7778842166666	27.3907353833333	29.9405367166667	29.8787438	30.13740355	29.2527652166667	28.8008193	28.1993246333334	27.9096148	28.4888883833333	28.4339982166666	28.2592193833333	29.0857787166667	29.9239858	29.82172255	29.4829822166667	29.9851682999999	28.7628646333334
hsa-miR-382	29.8159978	32.2016453833333	30.8392792166666	30.7797773833333	32.9302027166667	31.8017668	32.01924155	30.9977182166667	30.1514802999999	36.1029446333334	32.7184048	31.7493583833333	32.3429892166666	31.4527623833333	30.8341237166667	33.7947918	31.80555055	33.8863962166667	31.9918102999999	30.2066646333334
hsa-miR-409-3p	29.0969448	33.3299263833333	30.3231262166666	30.2165793833333	33.5651467166667	30.4560078	31.63971055	29.4514062166667	30.3037262999999	30.0469066333334	30.9376148	31.2856353833333	33.8234272166666	31.1991003833333	29.5953827166667	33.1544988	30.98713355	33.2481132166667	32.0728662999999	29.1069046333334
hsa-miR-421	31.1499578	31.3257213833333	31.2640552166666	31.0895423833333	32.2995697166667	31.9299198	32.03596955	31.8905232166667	31.6240792999999	31.6000626333334	31.3587018	34.1228313833333	32.8683072166666	32.8498613833333	31.8240067166667	33.9325718	32.52334455	33.5509812166667	33.0587822999999	31.4971556333334
hsa-miR-423-3p	27.5130238	28.2429183833333	27.7730242166666	27.6600243833333	28.8224557166667	27.7651018	27.39941055	27.3093862166667	27.0407322999999	27.3410146333334	28.3663408	28.6457713833333	28.6191622166666	27.5757493833333	28.1699927166667	30.4626118	29.30722055	30.1259872166667	28.7296163	27.0924276333334
hsa-miR-423-5p	28.7985423	28.62649938	27.53047522	26.64754138	28.89334822	27.7717593	27.86098955	27.29321072	27.1985828	27.35636313	28.0873423	28.36715688	28.04990122	27.76494038	28.10508872	29.1186033	28.87364405	29.33249772	28.5776378	27.34449713
hsa-miR-424	26.3173748	26.1681473833333	26.1297682166666	26.0290993833333	27.7850377166667	27.8003918	28.44870755	27.5059862166667	26.6452852999999	26.6086446333334	26.3634818	26.9869873833333	27.1788812166666	25.9132553833333	27.1908647166667	28.5469388	27.05055055	27.4222352166667	28.0148723	25.8138706333334
hsa-miR-425	27.4570438	27.63166038	26.21822672	26.20437588	28.26446422	26.9573673	27.77402505	26.75917422	26.6394053	26.70609913	26.9109708	27.55590038	27.40119872	26.63317188	27.02958122	28.9537718	28.43218905	27.87944122	27.7020903	26.23438013
hsa-miR-425*	29.5286428	29.9908393833333	30.0341742166666	29.5094113833333	30.5848917166667	30.1356228	30.03740955	29.5258362166667	29.5823222999999	29.5237596333334	30.2054468	30.3472683833333	30.8748092166666	29.3904873833333	30.8682117166667	32.3184118	30.93491355	33.8239342166667	30.6622023	30.1312076333334
hsa-miR-451	18.6274968	19.41653988	17.40637022	17.78548988	20.32150822	19.2431753	20.40338705	18.31545422	18.2848173	18.20452763	18.6662438	20.50398338	20.46277222	19.14364988	19.43396822	21.4699213	19.76404905	19.22074472	19.9058698	18.57453763
hsa-miR-484	27.3266748	28.1398853833333	26.4866072166666	26.9474263833333	28.0339527166667	27.2420128	27.67402855	26.8421992166667	26.7068862999999	26.9620876333334	28.0770818	28.5353113833333	28.8606302166666	27.5409753833333	27.6590197166667	29.8271058	28.32121455	28.4901632166667	28.5064852999999	26.9657706333334
hsa-miR-485-3p	25.3159448	25.7729463833333	25.8738642166666	25.4457793833333	20.8481767166667	21.1312038	21.29028055	21.0974192166667	20.5961442999999	21.3325686333334	25.8046728	26.2933163833333	26.9403512166666	24.9568143833333	22.5227337166667	23.5282038	21.28437455	21.8107202166667	29.0134662999999	21.8092436333334
hsa-miR-486-5p	24.2769398	25.3887163833333	22.9000722166666	23.3933333833333	24.7237797166667	23.7066608	24.78336355	23.5498972166667	23.5424712999999	23.5787386333334	24.8625218	26.1697433833333	25.2117342166666	25.5896993833333	24.3735387166667	25.7027368	25.69453055	24.3518802166667	25.2827853	24.3530006333334
hsa-miR-495	29.7489988	33.0136343833333	30.8934172166666	30.6851423833333	32.2185207166667	30.2171548	31.54640755	29.6149662166667	29.5080433	29.8555386333334	31.8800808	31.8812833833333	34.7816242166666	30.9818533833333	30.7889877166667	34.9257318	32.03955455	31.9048862166667	33.5067723	29.3484916333334
hsa-miR-497	30.3960898	30.6006813833333	30.2704032166666	30.5673653833333	33.6126547166667	31.7056368	33.10327755	30.5550862166667	31.6873213	31.3641786333334	30.1776388	31.2472423833333	32.1507402166666	30.0189953833333	33.9070017166667	33.2750848	32.02351455	32.8769762166667	31.0371922999999	31.7416016333334
hsa-miR-500a	32.2841248	32.9329953833333	30.4907042166666	NAN	32.9937287166667	32.7182218	34.68430055	33.1183562166667	34.8232222999999	32.7412346333334	32.3533348	33.5844463833333	34.3064642166666	32.3314493833333	34.5096547166667	35.4817768	32.62793055	33.3766802166667	33.3362522999999	32.6122446333334
hsa-miR-501-3p	32.9047208	32.7606933833333	32.3847902166666	32.3140393833333	32.8697147166667	31.9922748	33.53100055	32.5596102166667	32.0366782999999	33.1504146333334	32.1926748	33.6789013833333	35.0208542166666	32.8190423833333	33.1590247166667	36.1614488	33.23833655	33.6208622166667	35.2965392999999	32.5676546333334
hsa-miR-502-3p	30.7547988	31.2448703833333	30.7648532166666	30.9197983833333	32.0750697166667	31.7757868	32.37850455	31.4528382166667	30.6341092999999	32.0656246333334	31.3042928	31.5286033833333	31.5899122166666	30.4930253833333	31.6174427166667	35.9575688	31.99954255	32.3647632166667	32.8924923	30.9649156333334
hsa-miR-505	30.1937408	30.1001953833333	30.8088402166666	30.1984633833333	31.3193377166667	31.1794868	30.28701655	30.8958942166667	30.8260712999999	29.9310986333334	30.3809628	30.5415923833333	32.2382442166666	30.3958133833333	31.1258577166667	32.7846418	31.49148355	31.6055832166667	31.0266193	30.3640186333334
hsa-miR-532-3p	30.9832458	30.4819193833333	30.6304132166666	30.1295223833333	31.9886487166667	32.1164888	32.07913855	30.6221842166667	30.9010962999999	30.7529646333334	30.5100008	31.1490673833333	33.8123112166666	30.8405453833333	31.6985187166667	35.7773318	32.11531655	30.8678512166667	33.1303942999999	30.4922096333334
hsa-miR-532-5p	30.4927088	31.4653553833333	29.6486852166666	30.1069203833333	31.1023547166666	30.2659298	31.60715655	30.3393162166667	29.9042522999999	30.3632746333334	30.7818258	32.2600483833333	32.3968112166666	31.4740643833333	31.0918117166667	32.7456278	31.58515555	31.5319092166667	31.9841382999999	30.8916656333334
hsa-miR-543	30.0813428	32.1983763833333	31.8002222166666	30.7012923833333	32.1741947166667	31.5283788	33.05092455	29.9733942166667	30.8986242999999	30.9447986333334	31.8476748	33.0263213833333	32.0019052166666	30.9277883833333	30.6229987166667	34.6918718	34.11768555	32.5149742166667	32.1329232999999	30.4957726333334
hsa-miR-551b	31.9287548	32.7007213833333	33.4465962166666	34.9857093833333	34.2277867166667	31.6283818	32.34080355	31.7085302166667	32.4753072999999	32.0712246333334	33.0109748	31.9417413833333	35.4463982166666	31.1602213833333	34.8978727166667	34.7593118	34.60551655	NAN	35.2392582999999	31.5153726333334
hsa-miR-574-3p	30.3414078	30.3492313833333	30.7344342166666	30.2915793833333	30.8834247166667	30.7388798	30.76699655	29.7749022166667	29.9968362999999	30.0731646333334	30.9684868	30.6717743833333	31.8669592166666	30.8390253833333	30.2438007166667	31.7798298	31.32465155	31.6460962166667	31.6078872999999	29.8347316333334
hsa-miR-584	31.4197578	31.5822303833333	30.9069732166666	30.9584003833333	33.5081977166667	31.7919718	30.53476355	31.7477262166667	31.1604083	32.0548606333334	32.4393498	31.6344363833333	31.4874102166666	30.8229583833333	31.4969917166667	32.4704088	33.00112755	33.3790222166667	32.0165273	30.7280976333334
hsa-miR-590-5p	28.8773688	29.1760263833333	28.6486092166666	28.9945473833333	31.7497347166667	30.8849728	31.07806055	30.7843262166667	30.0627253	31.0884676333334	30.1983068	30.7466633833333	31.1534292166666	28.8690913833333	30.4622327166667	32.2626918	30.58788055	31.2802792166667	29.8047623	28.5806666333334
hsa-miR-605	26.7833918	26.8819303833333	27.0304542166666	26.8357503833333	22.2966807166666	22.1890268	22.76808955	22.2698092166667	21.9909272999999	22.1791146333334	27.2791328	27.9414853833333	27.8145502166666	26.0572433833333	23.5680907166667	24.9517818	22.62580055	23.0993742166667	28.9278052999999	23.0152506333334
hsa-miR-629	32.9244918	32.2485853833333	30.2731272166666	30.8400863833333	32.1303177166667	31.0027718	31.55078155	31.0599132166667	31.4004343	30.8729166333334	31.7142678	31.0653503833333	31.2951222166666	30.9423923833333	31.9516237166667	33.5400918	32.46441055	31.3683242166667	32.6743092999999	31.1276026333334
hsa-miR-652	27.5010878	28.4957393833333	27.6178862166666	27.8456573833333	28.6291517166667	27.1647348	27.71326655	27.1265122166667	26.9971332999999	27.1426576333334	28.4596648	29.2822083833333	29.4278032166666	27.9832073833333	28.3362347166667	30.7156598	28.82352255	29.0100302166667	29.0694082999999	27.1775746333334
hsa-miR-660	30.7699128	30.2320603833333	29.5145892166666	29.4872473833333	31.2959267166667	31.1279848	31.52076355	30.6762842166667	30.3582623	30.6437106333334	30.4494548	31.6072813833333	31.7715942166666	30.3577273833333	30.4989567166667	32.6258768	31.01297255	31.1468922166667	31.1304443	29.9596416333334
hsa-miR-720	22.6704428	23.0735713833333	22.7683412166666	24.2154563833333	20.3565827166667	20.4413048	20.84810255	20.3876372166667	20.0898532999999	20.0133716333334	NAN	23.6038213833333	23.9296742166666	22.7678543833333	21.1736777166667	22.1942898	20.46323255	20.6537892166667	24.8750712999999	20.4118726333334
hsa-miR-766	29.9911458	30.5377143833333	30.3700662166666	30.5370353833333	31.6994817166667	30.6634318	30.52761655	30.1214232166667	30.6231422999999	30.7005946333334	31.6902278	32.0555543833333	32.8535342166666	30.0585293833333	31.6626017166667	33.7810218	31.77017655	34.0859882166667	33.9088442999999	30.2268706333334
hsa-miR-885-5p	33.4545248	31.0285423833333	34.7592112166666	32.9254153833333	34.1625947166667	34.6553488	32.84882555	32.7319922166667	33.6838453	30.7958636333334	33.7447968	34.3879213833333	33.7720012166666	32.3562853833333	35.0061107166667	34.9473638	35.17737755	34.8569012166667	33.7846763	33.8432016333334
hsa-miR-92a	23.2927358	24.2479163833333	22.8493652166666	23.0261463833333	24.2222687166667	23.4700478	24.01789855	22.8091082166667	22.8209152999999	23.0985316333334	24.1961938	25.3974023833333	24.8271262166666	24.1124363833333	23.7236457166667	25.6330138	24.87214855	24.5121822166667	24.5918412999999	23.5176576333334
hsa-miR-92b	33.3922498	32.5065913833333	32.7746112166666	31.8300863833333	35.4057347166667	32.7567618	32.95216555	32.7813762166667	31.4705163	32.3966146333334	33.2814948	33.4652683833333	34.3554782166666	32.5275893833333	32.7455787166667	NAN	33.96741355	34.0309562166667	33.4912323	32.6090946333334
hsa-miR-93	25.7737333	25.50335188	23.90173372	24.41045788	25.66377322	24.5939128	25.47472705	24.45487622	24.3940413	24.13794063	25.1485578	26.19891738	26.46589072	25.06601038	25.81867672	27.4222093	26.31104555	25.98228722	26.0521413	24.66197263
hsa-miR-93*	30.9180348	30.7216593833333	30.7897322166666	30.0430753833333	32.8642687166667	30.9467158	33.05006055	30.7402392166667	31.0232522999999	31.0270016333334	30.8137398	31.3127943833333	30.8059042166666	30.4919493833333	30.9433477166667	33.7438458	32.11667655	31.8200332166667	31.8240662999999	30.6290586333334
hsa-miR-95	32.8864788	33.6643713833333	34.6169722166666	36.3457263833333	NAN	34.4440948	33.66663055	37.3018582166667	33.6820492999999	34.4052346333334	34.1036378	33.6133083833333	NAN	34.2395173833333	35.0686567166667	NAN	34.60154555	36.4200302166667	36.0483362999999	NAN
hsa-miR-99a	29.5291648	28.6394123833333	30.1091402166666	30.1042993833333	30.8393857166667	31.1126518	31.40484255	29.8095722166667	30.6211152999999	29.1933746333334	29.9459628	30.5431563833333	32.1072482166666	30.0464443833333	31.1539537166667	31.7374418	30.68022155	32.3287522166667	30.5552043	30.3761746333334
