Celltype	Celltype_Str	Cytokine	Cytokine_Str	Gene	Avg_log2FC	FDR	Pct_Cytokine	Pct_PBS
ILC	ILC	IFN-β	IFNb	Qpctl	0.841412616938456	0.0155582241961833	0.286	0.0
ILC	ILC	IFN-γ	IFNg	Gbp2	2.70499179051587	1.39350100824637e-06	0.812	0.065
ILC	ILC	IFN-γ	IFNg	Iigp1	2.58115989878575	8.12078247761479e-06	0.625	0.016
ILC	ILC	IFN-γ	IFNg	Stat1	2.49934377823489	0.000339859473386645	0.875	0.403
ILC	ILC	IFN-γ	IFNg	Ifi47	2.31059652595606	2.51473078807205e-05	0.875	0.21
ILC	ILC	IFN-γ	IFNg	Samhd1	2.07963090770074	0.0261174785824769	0.812	0.419
ILC	ILC	IFN-γ	IFNg	Psmb9	2.04733811596672	8.30739725153356e-06	0.938	0.21
ILC	ILC	IFN-γ	IFNg	Igtp	2.03405129355582	0.00315443961970813	0.688	0.161
ILC	ILC	IFN-γ	IFNg	Irgm1	1.94585850937277	0.000195209225995654	0.812	0.161
ILC	ILC	IFN-γ	IFNg	Serpina3f	1.87261904062266	3.55465251192806e-05	0.562	0.016
ILC	ILC	IFN-γ	IFNg	Gbp4	1.79454424137182	0.0038259224026616	0.812	0.242
ILC	ILC	IFN-γ	IFNg	Gbp7	1.69099674324283	0.00201645697484699	0.812	0.194
ILC	ILC	IFN-γ	IFNg	Psmb10	1.56537079675675	0.00535586026858953	0.938	0.435
ILC	ILC	IFN-γ	IFNg	Serpina3g	1.49676966686571	0.0058642506432238	1.0	0.516
ILC	ILC	IFN-γ	IFNg	Irgm2	1.48833853322054	8.12078247761479e-06	0.688	0.032
ILC	ILC	IFN-γ	IFNg	H2-T23	1.41376139185699	0.0217581865715843	0.938	0.645
ILC	ILC	IFN-γ	IFNg	Psme2	1.40430637441437	0.0056501719569612	1.0	0.468
ILC	ILC	IFN-γ	IFNg	Tap2	1.35463725454806	0.0112555420861813	0.625	0.097
ILC	ILC	IFN-γ	IFNg	Phyh	1.21759683670337	0.0469428652478661	0.812	0.194
ILC	ILC	IFN-γ	IFNg	Gbp8	1.17082963966196	0.0492916854863488	0.688	0.177
ILC	ILC	IFN-γ	IFNg	Tgtp1	1.16707601699679	0.0115617303216368	0.312	0.0
ILC	ILC	IFN-γ	IFNg	Mpp1	1.08713779965865	0.0114709256620199	0.438	0.032
ILC	ILC	IFN-γ	IFNg	Edem1	1.03106357522538	0.0441357449468564	0.438	0.048
ILC	ILC	IFN-γ	IFNg	Mdp1	1.00749006177684	0.0489981049928395	0.562	0.097
ILC	ILC	IFN-γ	IFNg	Ppa1	0.986243965294199	0.0382662717326037	0.438	0.048
ILC	ILC	IFN-γ	IFNg	Xaf1	0.932325877897859	0.0153942414350918	0.375	0.016
ILC	ILC	IFN-λ2	IFNl2	Casp2	2.07328100352616	0.000150413795386671	0.8	0.032
ILC	ILC	IFN-λ2	IFNl2	Bpgm	1.43676408021114	0.0185535082192332	0.6	0.032
ILC	ILC	IFN-λ2	IFNl2	Cdh24	1.29578382749832	0.00400896382668066	0.4	0.0
ILC	ILC	IFN-λ2	IFNl2	Tyw5	1.1782420085371	0.0428520585530279	0.6	0.032
ILC	ILC	IFN-λ2	IFNl2	Chchd6	1.0132566086802	0.00400896382668066	0.4	0.0
ILC	ILC	LT-α1/β2	LTA1-B2	Pik3r2	1.26570118646123	0.0157933475243544	0.5	0.016
ILC	ILC	CD40L	CD40L	Ppp4r1	1.0949956673012	0.000457609063564819	0.625	0.016
ILC	ILC	CD40L	CD40L	Cnnm3	1.04120306733861	0.0118131606262169	0.375	0.0
ILC	ILC	CD40L	CD40L	Pgm2	0.989312030729277	0.0118131606262169	0.375	0.0
ILC	ILC	CD27L	CD27L	Ssrp1	1.92168656699267	0.0106116819545215	1.0	0.194
ILC	ILC	CD27L	CD27L	Fam3a	1.43894361787584	0.00226235691370979	0.6	0.016
ILC	ILC	CD27L	CD27L	Terf2	1.4311364580597	0.0143191870449595	0.6	0.032
ILC	ILC	CD27L	CD27L	Dmxl2	1.18551333402781	0.00250560239167541	0.4	0.0
ILC	ILC	CD27L	CD27L	Styx	1.13500424671274	0.00250560239167541	0.4	0.0
ILC	ILC	CD27L	CD27L	Them6	1.02605032984068	0.00250560239167541	0.4	0.0
ILC	ILC	TRAIL	TRAIL	Tns3	1.29172806202264	0.0250241818115272	0.571	0.032
ILC	ILC	TRAIL	TRAIL	Pa2g4	1.29134851053731	0.0260976663935979	0.714	0.097
ILC	ILC	TRAIL	TRAIL	Spata6	1.09907213926287	0.0292601117224355	0.571	0.048
ILC	ILC	TRAIL	TRAIL	Srp68	1.0765673167416	0.0250241818115272	0.714	0.065
ILC	ILC	TRAIL	TRAIL	Urod	1.04960044555452	0.0250241818115272	0.571	0.032
ILC	ILC	TRAIL	TRAIL	Ptges2	1.00141992850291	0.006102060673166	0.429	0.0
ILC	ILC	TRAIL	TRAIL	Aste1	0.986134641060804	0.0260976663935979	0.429	0.016
ILC	ILC	TRAIL	TRAIL	Prkab2	0.961476635213513	0.0260976663935979	0.286	0.0
ILC	ILC	TRAIL	TRAIL	Tmem181a	0.945011201323275	0.0260976663935979	0.429	0.016
ILC	ILC	TRAIL	TRAIL	Srbd1	0.938996302788498	0.0260976663935979	0.571	0.032
ILC	ILC	TRAIL	TRAIL	Tbc1d23	0.932946392633223	0.0260976663935979	0.429	0.016
ILC	ILC	TRAIL	TRAIL	Tifa	0.890160399407831	0.0260976663935979	0.286	0.0
ILC	ILC	TRAIL	TRAIL	Utp18	0.861298351478242	0.0334912456414593	0.571	0.048
ILC	ILC	TRAIL	TRAIL	Plscr4	0.847451854575418	0.0260976663935979	0.286	0.0
ILC	ILC	TRAIL	TRAIL	Dvl3	0.802939846890846	0.0260976663935979	0.286	0.0
ILC	ILC	TRAIL	TRAIL	Igf2r	0.802939846890846	0.0260976663935979	0.286	0.0
ILC	ILC	TRAIL	TRAIL	Wdr4	0.769449581495222	0.0260976663935979	0.286	0.0
ILC	ILC	TRAIL	TRAIL	Armc6	0.76181564159324	0.0260976663935979	0.286	0.0
ILC	ILC	TRAIL	TRAIL	Tom1	0.702644178359005	0.0260976663935979	0.286	0.0
ILC	ILC	TRAIL	TRAIL	Frs2	0.702149595305245	0.0260976663935979	0.286	0.0
ILC	ILC	TRAIL	TRAIL	Fbxl18	0.686579820819198	0.0260976663935979	0.286	0.0
ILC	ILC	TRAIL	TRAIL	Wdr34	0.637449805571344	0.0260976663935979	0.286	0.0
ILC	ILC	TRAIL	TRAIL	Eif2b1	0.632075251733135	0.0260976663935979	0.286	0.0
ILC	ILC	TRAIL	TRAIL	Zfp931	0.615936205141019	0.0260976663935979	0.286	0.0
ILC	ILC	TRAIL	TRAIL	Slc4a8	0.615936205141019	0.0260976663935979	0.286	0.0
ILC	ILC	TRAIL	TRAIL	Zfp35	0.615936205141019	0.0260976663935979	0.286	0.0
ILC	ILC	TRAIL	TRAIL	Trpt1	0.615200848718459	0.0260976663935979	0.286	0.0
ILC	ILC	TRAIL	TRAIL	Nmrk1	0.52391459851571	0.0260976663935979	0.286	0.0
ILC	ILC	TWEAK	TWEAK	Leng8	1.68504249637574	0.0455781315644078	0.75	0.113
ILC	ILC	TWEAK	TWEAK	Ap1g2	1.33448075926029	0.0299972607635773	0.625	0.048
ILC	ILC	TWEAK	TWEAK	Gosr1	1.21597930715867	0.0177197409393254	0.5	0.016
ILC	ILC	TWEAK	TWEAK	Nudt22	0.81418748190078	0.0177197409393254	0.375	0.0
ILC	ILC	TL1A	TL1A	Gzmc	3.86837816255412	0.0144920985034599	0.7	0.097
ILC	ILC	TL1A	TL1A	Il4i1	3.46872515295977	0.00380097917882972	0.6	0.048
ILC	ILC	TL1A	TL1A	Cd83	2.90571454185478	0.00380097917882972	0.9	0.177
ILC	ILC	TL1A	TL1A	Cd74	2.85679912852488	0.04434417018978	1.0	0.661
ILC	ILC	TL1A	TL1A	Psme2	2.29358011382616	0.026404728351023	0.9	0.468
ILC	ILC	TL1A	TL1A	Batf	1.98016229089007	0.0237292894535991	0.9	0.242
ILC	ILC	TL1A	TL1A	Mbp	1.86617539452789	0.00380097917882972	0.6	0.048
ILC	ILC	TL1A	TL1A	Icam1	1.85915611960792	0.0196787255222986	0.9	0.258
ILC	ILC	TL1A	TL1A	Olfr45	1.77625190294802	0.026404728351023	0.3	0.0
ILC	ILC	TL1A	TL1A	Calr	1.73370087210306	0.0318786681619534	1.0	0.661
ILC	ILC	TL1A	TL1A	Cd70	1.6347441085224	0.026404728351023	0.4	0.016
ILC	ILC	TL1A	TL1A	Btla	1.57846349000405	0.026404728351023	0.4	0.016
ILC	ILC	TL1A	TL1A	Mrpl3	1.57034039914274	0.0196787255222986	0.5	0.032
ILC	ILC	TL1A	TL1A	Tmsb10	1.313941370727	0.026404728351023	1.0	1.0
ILC	ILC	TL1A	TL1A	Edem1	1.25331914903704	0.04434417018978	0.5	0.048
ILC	ILC	TL1A	TL1A	Ppip5k1	1.04093643647002	0.026404728351023	0.3	0.0
ILC	ILC	TL1A	TL1A	Mir155hg	0.953419684047202	0.026404728351023	0.4	0.016
ILC	ILC	TL1A	TL1A	Kdm4b	0.880554022723658	0.026404728351023	0.3	0.0
ILC	ILC	GITRL	GITRL	Lig3	1.12371494207208	0.000451583051512309	0.5	0.0
ILC	ILC	GITRL	GITRL	Zfp35	0.807068309212473	0.0118131606262169	0.375	0.0
ILC	ILC	GITRL	GITRL	Mmd	0.751491238598514	0.0118131606262169	0.375	0.0
ILC	ILC	IL-34	IL34	Rnf34	1.55390290801395	0.00119629479484717	0.7	0.048
ILC	ILC	M-CSF	M-CSF	Pgm2	0.939865944168954	0.00596103384198634	0.417	0.0
ILC	ILC	SCF	SCF	Traf3ip3	1.48051694317668	0.0232544574466969	0.778	0.113
ILC	ILC	SCF	SCF	Tns3	1.23748906650548	0.0232544574466969	0.556	0.032
ILC	ILC	SCF	SCF	Ripor1	1.22923704242934	0.0232544574466969	0.444	0.016
ILC	ILC	SCF	SCF	March5	1.14358325006018	0.0232544574466969	0.778	0.097
ILC	ILC	SCF	SCF	Mrps11	0.925804940451774	0.00286829352133266	0.444	0.0
ILC	ILC	VEGF	VEGF	Ipo7	1.05868489928542	0.0427448969482953	0.364	0.0
ILC	ILC	FGF-β	FGF-basic	Lztr1	1.469898676757	0.00753641423418921	0.6	0.032
ILC	ILC	FGF-β	FGF-basic	Wsb2	1.46498986201247	0.00133632127556022	0.8	0.048
ILC	ILC	FGF-β	FGF-basic	Fcgr3	1.38986887883545	0.00133632127556022	0.4	0.0
ILC	ILC	HGF	HGF	Abhd8	1.59868174052494	0.0256572108651516	0.9	0.177
ILC	ILC	HGF	HGF	Tor3a	0.998731750921509	0.0488479936187937	0.6	0.048
ILC	ILC	HGF	HGF	Zfp511	0.914629196393604	0.0488479936187937	0.5	0.032
ILC	ILC	TGF-β1	TGF-beta-1	Chad	2.29345213171058	0.000177134803224718	0.5	0.0
ILC	ILC	TGF-β1	TGF-beta-1	Ecm1	2.01948808410129	9.00225152059934e-05	0.7	0.032
ILC	ILC	PSPN	Persephin	Snrpc	1.3681808209282	0.0478132889786236	0.75	0.113
ILC	ILC	Leptin	Leptin	Mbp	1.02173091662278	0.0174731788447474	0.571	0.048
