gene	rho	p
CAV2 (858)	-0.06548748249226001	0.029644913248071652
CAV3 (859)	0.004565300785725618	0.8796214575748963
CAVIN1 (284119)	0.17938345761902036	1.9785626828799875e-09
CAVIN2 (8436)	0.0022147784703122736	0.9414299848402754
CAVIN3 (112464)	0.013029973564317211	0.6655437991757145
CAVIN4 (347273)	-0.019240405902870787	0.5232548481442436
CBARP (255057)	0.051182740441606124	0.0893118405643644
CBFA2T2 (9139)	-0.010193264122875837	0.7352441599360303
CBFA2T3 (863)	0.008505196293264605	0.777824915184986
CBFB (865)	-0.20560745147973275	5.4028496230065754e-12
CBL (867)	-0.01780097033495392	0.5548069740770665
CBLB (868)	-0.0008118291603345861	0.9785144077715585
CBLC (23624)	0.08991580259658569	0.0027998043469428867
CBLIF (2694)	-0.06945719974290884	0.02105789735350461
CBLL1 (79872)	0.07039664346518891	0.019375604217074
CBLL2 (158506)	-0.007409996178304461	0.8058207953266119
CBLN1 (869)	-0.016655769947737844	0.580555638731501
CBLN2 (147381)	-0.11708899961214533	9.711080826352582e-05
CBLN3 (643866)	0.0026342473818804658	0.9303630185085985
CBLN4 (140689)	0.037803147919127346	0.20965234059994858
CBR1 (873)	-0.011536164829035408	0.7019340544420677
CBR3 (874)	0.012595934343170965	0.6760411339486767
CBR4 (84869)	-0.02587696234242499	0.3905719482803608
CBS (875)	0.03174712378852004	0.2921403687967974
CBX1 (10951)	-0.024980298450378045	0.40720603099821956
CBX2 (84733)	-0.02619428558837837	0.38478545631313843
CBX3 (11335)	0.03939223779362146	0.1911118269891726
CBX4 (8535)	-0.03173298155811276	0.2923555050786536
CBX5 (23468)	0.025756046501931834	0.39279070845599506
CBX6 (23466)	-0.002248728555233272	0.9405338211934923
CBX7 (23492)	-0.03909147358776377	0.1945252063255737
CBX8 (57332)	0.05119126293258548	0.08925848181856669
CBY1 (25776)	-0.10284221726557867	0.0006245114517144755
CBY2 (220082)	-0.07205229266241457	0.016694913711350838
CBY3 (646019)	-0.051959489478485645	0.08455302885063494
CC2D1A (54862)	0.10096832869472849	0.0007848401699973689
CC2D1B (200014)	-0.05937770599833938	0.048664082376993816
CC2D2A (57545)	-0.07891493634760717	0.008741615726966042
CC2D2B (387707)	0.016386563625929277	0.5866886336881242
CCAR1 (55749)	-0.04792223774375666	0.11168250398642694
CCAR2 (57805)	-0.0724049954498618	0.016167814496704902
CCBE1 (147372)	0.03922690368035563	0.19298271878046946
CCDC102A (92922)	-0.04171262041052062	0.16624577230182194
CCDC102B (79839)	-0.09569389318344383	0.0014634609756979345
CCDC103 (388389)	0.007071859675824584	0.814516650479082
CCDC106 (29903)	-0.06305580167403817	0.036270348777067404
CCDC107 (203260)	-0.048877256923290605	0.10471485799042424
CCDC110 (256309)	-0.011663779944898813	0.6987969939313161
CCDC112 (153733)	-0.025478586867086133	0.39791074610184207
CCDC115 (84317)	0.08196196919002179	0.006458008033470391
CCDC116 (164592)	0.024881770880794518	0.40905920186245603
CCDC117 (150275)	-0.04919080083853498	0.10250398653823707
CCDC12 (151903)	0.09926625244448409	0.0009627432262936383
CCDC120 (90060)	0.06058116713500162	0.044266923312713834
CCDC121 (79635)	-0.14443220599378986	1.4599631125312381e-06
CCDC122 (160857)	0.007316055916878052	0.8082343015856733
CCDC124 (115098)	0.03265381609252411	0.27856895109310065
CCDC125 (202243)	0.007141588180434666	0.8127215358701718
CCDC126 (90693)	-0.03308706825797204	0.27223769990733204
CCDC127 (133957)	-0.09593068501549369	0.0014239937659334258
CCDC13 (152206)	0.013454818965718143	0.6553318075024394
CCDC134 (79879)	-0.005056743649579455	0.8667780655777212
CCDC136 (64753)	-0.023902517884629375	0.42774850170629397
CCDC137 (339230)	-0.0653784454319782	0.0299180406481827
CCDC138 (165055)	0.013797817987415511	0.6471337442768834
CCDC14 (64770)	0.03346309777124102	0.26682297647299025
CCDC142 (84865)	-0.013187802681006784	0.6617427028253272
CCDC144A (9720)	-0.10017610505885083	0.000863469274094903
CCDC146 (57639)	-0.05541500611403475	0.06580651542968553
CCDC148 (130940)	-0.009024331501005914	0.7646521477481224
CCDC149 (91050)	0.03629096057598536	0.22847160290637356
CCDC15 (80071)	-0.08868294527296354	0.003200868358640051
CCDC150 (284992)	-0.04240901724099334	0.15927890404760783
CCDC152 (100129792)	0.07213366110455091	0.016571992922638158
CCDC157 (550631)	0.01380609666867876	0.6469363968238423
CCDC158 (339965)	-0.0333457519919033	0.2685047240205923
CCDC159 (126075)	-0.029990980982770785	0.31966903027291693
CCDC160 (347475)	-0.06262771311096565	0.03755855735048975
CCDC166 (100130274)	-0.00837190339072998	0.7812176312349035
CCDC167 (154467)	0.0375831974612594	0.21231771836412652
CCDC169 (728591)	-0.019443427109121343	0.518879828834736
CCDC17 (149483)	-0.01292263083483134	0.6681339204690315
CCDC170 (80129)	0.04193204016238298	0.1640263965461123
CCDC171 (203238)	-0.01219642540287811	0.685759309297522
CCDC172 (374355)	-0.0580830568300699	0.053797544598592484
CCDC174 (51244)	0.08377626553488329	0.005368122669622272
CCDC175 (729665)	-0.095914255760693	0.0014267001475408837
CCDC177 (56936)	0.014856421026066048	0.6221037820798283
CCDC178 (374864)	-0.06894087167427669	0.022035554450852653
CCDC179 (100500938)	0.01220133882873095	0.6856394688325858
CCDC180 (100499483)	-0.05113853326153299	0.08958903058491156
CCDC181 (57821)	0.09036761776311122	0.0026646928308563457
CCDC182 (101927581)	-0.011368931578935332	0.7060526993330954
CCDC183 (84960)	-0.014672105538812218	0.6264316114086743
CCDC184 (387856)	0.05541014979475702	0.06583023699116337
CCDC185 (164127)	-0.0899090837297967	0.002801859890957091
CCDC186 (55088)	0.008776267823386022	0.7709384041373873
CCDC190 (339512)	0.07506205503717922	0.012645100714020991
CCDC191 (57577)	0.005713615120259917	0.8496666333437177
CCDC198 (55195)	-0.032625202506936166	0.2789905840818092
CCDC22 (28952)	0.01139702318944472	0.7053602500008354
CCDC24 (149473)	-0.0540661902556467	0.07267072378240043
CCDC25 (55246)	0.01890818208593234	0.5304546894044369
CCDC27 (148870)	-0.027177590441885075	0.3671896084671653
CCDC28A (25901)	-0.09723671902302455	0.10137693237266669
CCDC28B (79140)	0.05026122636279635	0.09523441759241436
CCDC3 (83643)	-0.0654142998298387	0.029827991390431807
CCDC30 (728621)	-0.055993565024886956	0.06303038125161056
CCDC32 (90416)	-0.005167857124022325	0.8638789576328483
CCDC33 (80125)	0.02440759195855261	0.41804772692047343
CCDC34 (91057)	0.02970905366699502	0.3242413784243952
CCDC38 (120935)	0.044828179709031205	0.13678558891403275
CCDC39 (339829)	-0.04470406100570855	0.1378766456298013
CCDC40 (55036)	-0.03570965863918381	0.23601644452693588
CCDC42 (146849)	0.04581041134526558	0.12838458367129496
CCDC43 (124808)	-0.057388795730088225	0.05673145777384799
CCDC47 (57003)	0.10532365831360543	0.00045878386826268857
CCDC50 (152137)	-0.1331800894430836	9.0853167908195e-06
CCDC51 (79714)	0.10104020120613429	0.0007780454172292157
CCDC54 (84692)	0.018236720604997144	0.54515813977682
CCDC59 (29080)	0.06508126739134634	0.030673435327548706
CCDC6 (8030)	0.08046495523018748	0.007502769088825176
CCDC60 (160777)	-0.009127418204976798	0.7620443180501028
CCDC61 (729440)	-0.08074608344771268	0.007295728592634606
CCDC62 (84660)	-0.016608511250577287	0.5816301026245616
CCDC63 (160762)	-0.06527434387120379	0.030180818084838842
CCDC65 (85478)	-0.026275267786049546	0.38331714696225755
CCDC66 (285331)	0.011178165388184787	0.7107614305821389
CCDC68 (80323)	0.05197702524440816	0.08444800692615488
CCDC69 (26112)	0.05695297067929726	0.05864028521205904
CCDC7 (79741)	0.04372476255345648	0.14672139175964602
CCDC70 (83446)	0.0506575497717643	0.09264983666036858
CCDC71 (64925)	-0.09505622039197843	0.0015748043508645186
CCDC71L (168455)	-0.055160961754108895	0.06705691925944163
CCDC73 (493860)	-0.02471406211933971	0.4122250792384733
CCDC74A (90557)	-0.05463533960002882	0.07951997613475452
CCDC74B (91409)	-0.05666178703811428	0.06171567222971412
CCDC77 (84318)	-0.02831691016797999	0.34743943330418425
CCDC78 (124093)	0.021741393938707696	0.4707067366069465
CCDC8 (83987)	0.018274114705318433	0.5443340128843561
CCDC80 (151887)	0.1065142522350293	0.0003947545128649723
CCDC81 (60494)	-0.032685200818749816	0.27810698235285564
CCDC82 (79780)	-0.055575361903243345	0.06502717216880795
CCDC83 (220047)	-0.010136153872384578	0.7366723655833456
CCDC85A (114800)	-0.04981755233827389	0.09819586621527229
CCDC85B (11007)	-0.05566713263240441	0.0645845896191314
CCDC85C (317762)	-0.021597621079699713	0.47364658974267343
CCDC86 (79080)	0.1725459018063494	8.054718669250199e-09
CCDC87 (55231)	-0.11606401378710358	0.00011184444012508245
CCDC88A (55704)	-0.009062889658346214	0.7636764112836983
CCDC88B (283234)	0.004181155788386217	0.8896829698233573
CCDC88C (440193)	0.006167810067941587	0.8378756223271764
CCDC89 (220388)	0.02758155454039806	0.3601083201596637
CCDC9 (26093)	-0.07432485454049158	0.01354713402214899
CCDC90B (60492)	0.11716460123516453	9.609990421305308e-05
CCDC91 (55297)	0.026859662393716774	0.37282323096957354
CCDC92 (80212)	-0.02695470935705148	0.37113344113974267
CCDC93 (54520)	-0.010652676339264935	0.7237888571834614
CCDC97 (90324)	0.0014054494441839962	0.9628128215935398
CCDC9B (388115)	0.16501784062381733	3.5458387059709893e-08
CCER1 (196477)	0.08302015779863327	0.005800396487502231
CCER2 (643669)	0.027821050803279058	0.3559507808421456
CCHCR1 (54535)	-0.0430633548502619	0.15293596449441987
CCIN (881)	-0.0035295547381716526	0.9067894788220875
CCK (885)	0.019387576616591927	0.5200814986689861
CCKAR (886)	-0.06543642986146082	0.029772527458350954
CCKBR (887)	0.06358088102928279	0.03474180458596934
CCL1 (6346)	0.05524919752372808	0.06662042805076487
CCL11 (6356)	-0.03320176760864742	0.2705781582137828
CCL13 (6357)	-0.14655891520228442	1.0169377731358707e-06
CCL14 (6358)	0.060652641305118826	0.0440166636286957
CCL15 (6359)	-0.12977285522966683	0.028490858819345315
CCL16 (6360)	-0.007026871297350569	0.8156753638155596
CCL17 (6361)	0.03768707132984259	0.21105593555766855
CCL18 (6362)	-0.007730739402640812	0.7975943267629587
CCL19 (6363)	-0.029656982918215658	0.3250905015942473
CCL2 (6347)	-0.02714642439718463	0.3677395109950844
CCL20 (6364)	-0.006388410772497611	0.8321616940553006
CCL21 (6366)	0.04719294145224072	0.11724532106807334
CCL22 (6367)	0.030397513952644797	0.31315033117357743
CCL23 (6368)	0.04283760513585642	0.15510226282319262
CCL24 (6369)	-0.03195687344766483	0.2889620569112213
CCL25 (6370)	-0.0035238694660719777	0.9069389364726824
CCL26 (10344)	0.002490834691471996	0.9341453116944407
CCL27 (10850)	-0.033754398963487996	0.2626795021544661
CCL28 (56477)	0.03683416657336719	0.22157772529863265
CCL3 (6348)	0.0451468578125678	0.1366957451299974
CCL3L3 (414062)	-0.10000338021102383	0.001201365314795005
CCL4 (6351)	-0.04950211075542897	0.11216917167415975
CCL5 (6352)	-0.05541632147706358	0.06580009151441787
CCL7 (6354)	0.05209147081720774	0.08376517718721409
CCL8 (6355)	-0.054647326722131156	0.06964470911406631
CCM2 (83605)	0.017119810248250725	0.5700549626481842
CCM2L (140706)	-0.03888444952585562	0.19690054645028512
CCN1 (3491)	-0.1294254725121927	1.6201911299289254e-05
CCN2 (1490)	-0.07905225421684232	0.008624924715463302
CCN3 (4856)	-0.06648316147942762	0.02724836351591366
CCN4 (8840)	-0.035010376343674585	0.24532365648941096
CCN5 (8839)	-0.05768110469887799	0.05548035657334228
CCN6 (8838)	-0.002902639754865393	0.9232888596316763
CCNA1 (8900)	-0.05822571152469735	0.05321063149032549
CCNA2 (890)	-0.0011365906646198588	0.9699228668674434
CCNB1 (891)	-0.11142093815306778	0.00020906354715213038
CCNB1IP1 (57820)	0.06596976830393096	0.028462368117708563
CCNB2 (9133)	-0.02244571319014007	0.45645121486524276
CCNB3 (85417)	-0.041959785113190144	0.16374735854756245
CCNC (892)	-0.023702579800365137	0.4316245135141242
CCND1 (595)	-0.6288254699057503	1.8687001375145324e-122
CCND2 (894)	-0.36041258651426	3.590351760242155e-35
CCND3 (896)	-0.38555472194805773	2.0724321041472764e-40
CCNDBP1 (23582)	0.01057738250028504	0.7256621372456024
CCNE1 (898)	-0.3392645045762714	4.098061011991636e-31
CCNE2 (9134)	-0.26951336817692434	8.248138549008943e-20
CCNF (899)	-0.14268505039845267	1.9574673482647406e-06
CCNG1 (900)	-0.1293633194576627	1.6355642904587916e-05
CCNG2 (901)	-0.023712870971377708	0.43142451333574855
CCNH (902)	-0.06746723019120504	0.02504571531219306
CCNI (10983)	0.04794190731882383	0.11153540260685846
CCNI2 (645121)	-0.0340196969956548	0.2589446918440203
CCNJ (54619)	-0.13397722249349814	8.019063432418703e-06
CCNJL (79616)	-0.14331171825911276	1.7627408989008403e-06
CCNK (8812)	0.004981880888838589	0.8687323531251968
CCNL1 (57018)	-0.05693081305600876	0.05873873713252052
CCNL2 (81669)	-0.09248200312723166	0.002108067101642235
CCNO (10309)	0.00041136977723979626	0.9891118516998509
CCNP (79935)	-0.003336353275297239	0.9118702811414799
CCNT1 (904)	-0.10122829929449975	0.000760520079960137
CCNT2 (905)	-0.07303974972873753	0.015255914801734357
CCNY (219771)	0.031348529903825056	0.2982446261336877
CCNYL1 (151195)	0.06256033886528863	0.03776480050717091
CCP110 (9738)	0.015474517191506193	0.6076861846844488
CCPG1 (9236)	0.006801270195809924	0.8214919320229443
CCR1 (1230)	-0.03243451190635049	0.28181155662643803
CCR10 (2826)	-0.027382525486233617	0.3635864345893826
CCR2 (729230)	0.022088866524707942	0.463643360382343
CCR3 (1232)	-0.08254293403743225	0.006089116217678409
CCR4 (1233)	0.03499019756388839	0.24559599314831135
CCR5 (1234)	0.024563308638128438	0.4150832320325172
CCR6 (1235)	-0.060582383459584825	0.04426265446424989
CCR7 (1236)	-0.00336892402868942	0.9110134791571749
CCR8 (1237)	-0.08827081300149435	0.00334617917696702
CCR9 (10803)	0.0440832927042539	0.14343426335718634
CCRL2 (9034)	0.06956759081027403	0.020853841145560617
CCS (9973)	-0.04776727613098645	0.11284675584199962
CCSAP (126731)	-0.031055643109759265	0.30278387882843033
CCSER1 (401145)	-0.02401876453463652	0.42550427266455365
CCSER2 (54462)	-0.0018456539357022917	0.9511781230809304
CCT2 (10576)	0.026186245808229328	0.38493141483920784
CCT3 (7203)	0.07884208571996933	0.008804093523294818
CCT4 (10575)	0.10833685860308737	0.0003126850727841061
CCT5 (22948)	0.06914365980937748	0.02164697410739531
CCT6A (908)	-0.028176814834722137	0.3498309396961502
CCT6B (10693)	-0.05017770346191167	0.09578639302050408
CCT7 (10574)	-0.05389527316704796	0.07358087799893266
CCT8 (10694)	-0.022585620269547753	0.45364861107027593
CCT8L2 (150160)	-0.06640727973500844	0.027424939277461213
CD101 (9398)	0.0321992822753675	0.2853179508601101
CD109 (135228)	0.0036758559675359698	0.902944577873462
CD14 (929)	-0.06004744884861345	0.046173856524455326
CD151 (977)	-0.057976236153327476	0.054240553909560354
CD160 (11126)	-0.05906076040453864	0.04988124030009738
CD163 (9332)	-0.057079346998962124	0.058081376072190084
CD163L1 (283316)	0.04617398288633884	0.12537855794432745
CD164 (8763)	-0.08183352847483055	0.006542224977436862
CD164L2 (388611)	0.06928854119805448	0.021373014819220673
CD177 (57126)	0.07115011219854378	0.23115405267738592
CD180 (4064)	0.04821458864062939	0.10951181286018397
CD19 (930)	-0.05348367510546869	0.07581092732331075
CD1A (909)	-0.07031954881620607	0.019509101332099203
CD1B (910)	0.0623427910664822	0.03843732959013139
CD1C (911)	-0.027779798880133322	0.3566647313286577
CD1D (912)	-0.009786043734491677	0.745447570663908
CD1E (913)	-0.028229669119412427	0.348927464525325
CD2 (914)	-0.02162982958348253	0.4729871184002378
CD200 (4345)	-0.006783812938176501	0.8219424375526175
CD200R1 (131450)	-0.02824115051588498	0.3487314008516416
CD200R1L (344807)	-0.014514040474934044	0.6301533334538033
CD209 (30835)	-0.02020041615950958	0.5027349719729595
CD22 (933)	0.017182272581656118	0.5686484501461145
CD226 (10666)	-0.09455329136435993	0.0016680576339581168
CD244 (51744)	-0.02228038389553928	0.4597755678424634
CD247 (919)	-0.022655434331886645	0.4522537370948937
CD248 (57124)	0.07418169388283961	0.01372874426790766
CD27 (939)	0.02433788246316612	0.4193788635465442
CD274 (29126)	-0.0030018723590907407	0.9206748372063331
CD276 (80381)	-0.02164444456731202	0.47268804212381477
CD28 (940)	-0.003774596080955345	0.9003508956391396
CD2AP (23607)	-0.0034299999957747677	0.9094071020384185
CD2BP2 (10421)	0.04067797933344765	0.1770155413034214
CD300A (11314)	0.017847353028320346	0.5537759676753249
CD300C (10871)	-0.057786006437253026	0.055037005693771734
CD300E (342510)	-0.1030414190598275	0.0008454783768898461
CD300LB (124599)	-0.011067237318056826	0.7207035219560725
CD300LD (100131439)	0.02859461008768921	0.34272971993080287
CD300LF (146722)	0.05103256890946551	0.09025627023110465
CD300LG (146894)	-0.005399078490231334	0.857851971824021
CD302 (9936)	-0.02234431648898793	0.4584884430925896
CD320 (51293)	-0.04718330155301338	0.1173202794469957
CD33 (945)	0.004141241271039071	0.8907294563729282
CD34 (947)	0.009467306905554224	0.753465248709919
CD36 (948)	-0.13882173537330766	3.6980901712635465e-06
CD37 (951)	0.015432745365621177	0.6086558454850257
CD38 (952)	-0.04045790720903551	0.17937181512275652
CD3D (915)	-0.016432091034350862	0.585649334917123
CD3E (916)	-0.12067785322897544	5.868575991141341e-05
CD3G (917)	-0.008412692790967112	0.7801789700775629
CD4 (920)	-0.047382983945861094	0.11577523289811058
CD40 (958)	0.0014632738651492398	0.9612840051444264
CD40LG (959)	-0.06484213515375192	0.03129310452509189
CD44 (960)	-0.2841593991493918	6.224791902189808e-22
CD46 (4179)	-0.035640964573465765	0.23691953448097702
CD47 (961)	-0.09775771529808851	0.001150878607849583
CD48 (962)	0.07845410597663922	0.009143589346811642
CD5 (921)	-0.005496492790728511	0.8553152377226224
CD52 (1043)	-0.031016462926995052	0.31625968472742333
CD53 (963)	0.022540121465299892	0.45455897299197395
CD55 (1604)	-0.0077258807571109495	0.7977187771956954
CD58 (965)	-0.03667827619516539	0.22354073653551054
CD59 (966)	0.015194244846212228	0.6142053483011526
CD5L (922)	0.0937118297722913	0.0018354951970724774
CD6 (923)	0.0020716296127109945	0.94520941577084
CD63 (967)	-0.09899271082549499	0.0009945921752681562
CD68 (968)	-0.047493194714918995	0.11492934146357088
CD69 (969)	-0.04688904375466778	0.11962650874954496
CD7 (924)	0.047671045465961126	0.11357454692276918
CD70 (970)	-0.06283540825776601	0.03692878309071589
CD72 (971)	0.013121360480351833	0.6633418176597428
CD74 (972)	0.0026492065485715114	0.9299685820389908
CD79A (973)	-0.050159499254591344	0.09590703746659439
CD79B (974)	-0.010174060762891386	0.7357242933237067
CD80 (941)	-0.0338725516847845	0.2610116099241433
CD81 (975)	-0.018125807494962586	0.5476061811498555
CD82 (3732)	-0.008799105528949797	0.7703590316305279
CD83 (9308)	-0.02629876297676848	0.3828917917139845
CD84 (8832)	-0.025190446794755083	0.40327016683756284
CD86 (942)	-0.10925890993986147	0.0002775280414104224
CD8A (925)	-0.02005371505592498	0.5058429213878196
CD9 (928)	-0.08111129819906898	0.007034412469101241
CD93 (22918)	-0.02346813617272037	0.43619524214177496
CD96 (10225)	-0.03946964006727522	0.19024055159409367
CD99L2 (83692)	0.013064716472441716	0.6647063228797832
CDA (978)	0.16429538985900877	4.0736052565800114e-08
CDADC1 (81602)	-0.03887998286596278	0.1969520284461889
CDAN1 (146059)	-0.1520277656458698	3.9190049880687386e-07
CDC123 (8872)	-0.008004459030714818	0.7905915981010315
CDC14A (8556)	-0.024093671242172977	0.42406178649914034
CDC14B (8555)	-0.06187365788314237	0.039922271321032425
CDC16 (8881)	0.0411523209482233	0.17201528703325755
CDC20 (991)	0.030971607714934526	0.304094712483346
CDC20B (166979)	-0.008772046651849899	0.7710455055330189
CDC23 (8697)	-0.05345066667253407	0.07599212805786194
CDC25A (993)	-0.10546738519755518	0.0004505704072633897
CDC25B (994)	-0.20474507376352488	6.648136622524785e-12
CDC25C (995)	-0.04345344370084413	0.14924695269515675
CDC26 (246184)	0.14050933030648582	2.806658839837248e-06
CDC27 (996)	-0.09373683284373949	0.001830305390009602
CDC34 (997)	-0.12470421991474388	3.279543668316556e-05
CDC37 (11140)	0.05349649715551447	0.07574063532487608
CDC37L1 (55664)	-0.16102269553273907	7.579788198888347e-08
CDC40 (51362)	0.1870288936807202	3.855422476084527e-10
CDC42 (998)	-0.14963128533864317	5.976806746741762e-07
CDC42BPA (8476)	-0.04218202348072458	0.16152512956414794
CDC42BPB (9578)	-0.017158642752768325	0.5691803464053256
CDC42BPG (55561)	0.13001933408320943	1.4800769444563344e-05
CDC42EP1 (11135)	0.12715985246720019	2.279640519252342e-05
CDC42EP2 (10435)	-0.07022524288612572	0.019673492077257507
CDC42EP3 (10602)	-0.035454012284979894	0.23938965516011934
CDC42EP4 (23580)	-0.03197708847581924	0.28865697495257203
CDC42EP5 (148170)	-0.009512832438999821	0.7523184255525408
CDC42SE1 (56882)	-0.05198620983897853	0.08439304234927343
CDC42SE2 (56990)	0.003374208656495341	0.9108744721440691
CDC45 (8318)	-0.032962251179371384	0.27405152076829203
CDC5L (988)	-0.0017236657209168118	0.954401362759716
CDC6 (990)	-0.007628980306386356	0.8002018753560537
CDC7 (8317)	0.010524266186103843	0.7269846369830584
CDC73 (79577)	-0.04368816147653061	0.14706017398403698
CDCA2 (157313)	0.027659713518001436	0.358748183706278
CDCA3 (83461)	0.0701543269534082	0.019797904780975956
CDCA4 (55038)	-0.06653698888934399	0.027123702651734017
CDCA5 (113130)	0.06727394660023256	0.02546577142301021
CDCA7 (83879)	-0.0030660252649681945	0.9189853509603086
CDCA7L (55536)	-0.08712080766286479	0.0037839320046693372
CDCA8 (55143)	0.13394998806734598	8.053433365104867e-06
CDCP1 (64866)	0.1322028358213174	1.057758594746972e-05
CDCP2 (200008)	0.010514888822997153	0.7272182008093265
CDH1 (999)	-0.19932974490170982	2.394925605186545e-11
CDH10 (1008)	-0.05672824044416184	0.05964518855891085
CDH11 (1009)	-0.20153437975674426	1.4275076738327735e-11
CDH12 (1010)	-0.04772691907366186	0.11315152750189808
CDH13 (1012)	-0.11089540381676712	0.00022407108713061796
CDH15 (1013)	0.0006557284248064019	0.9826449881584847
CDH16 (1014)	0.04073859980488394	0.17637055182433425
CDH17 (1015)	0.007119083030643807	0.8133008092782849
CDH18 (1016)	0.04355641616239439	0.14828456418063313
CDH19 (28513)	-0.04487011213748819	0.13641849210463666
CDH2 (1000)	-0.40989314457951015	6.175604970317675e-46
CDH20 (28316)	-0.10801884916633087	0.0003257468246682087
CDH22 (64405)	0.011511979157126099	0.7025291656195675
CDH23 (64072)	0.00469607491103907	0.8762005667122006
CDH24 (64403)	0.013354058834435047	0.6577480491133382
CDH26 (60437)	-0.024055091958302494	0.42480435477022227
CDH3 (1001)	-0.04920645951411112	0.10239455338963033
CDH4 (1002)	-0.03440076121146081	0.25364470227553815
CDH5 (1003)	0.07542048657878846	0.012226028985785115
CDH6 (1004)	-0.09788965061384618	0.0011331613194797614
CDH7 (1005)	-0.03540089484697841	0.24009477014964073
CDH8 (1006)	-0.052049774872655906	0.08401343369654779
CDH9 (1007)	0.06137949868977445	0.04153870688836908
CDHR1 (92211)	0.0006593003905219584	0.9825504647841876
CDHR2 (54825)	0.015613899260627003	0.60445566175819
CDHR3 (222256)	0.021345399391001607	0.47882826432925685
CDHR4 (389118)	0.04310985403429567	0.15249262618777104
CDHR5 (53841)	0.042224367234527535	0.1611043129136692
CDIN1 (84529)	0.09750797809805846	0.0011851171590080123
CDIP1 (29965)	0.08804691200648154	0.0034276139184010786
CDIPT (10423)	0.14956792791693244	6.0433312977604e-07
CDK1 (983)	-0.018022657079909042	0.549887748184364
CDK10 (8558)	-0.08984790440069304	0.0028206402781292684
CDK12 (51755)	0.017459896304162927	0.5624171065453551
CDK13 (8621)	0.03218908072334775	0.28547068144189514
CDK14 (5218)	0.028567647070472293	0.34318521064967566
CDK15 (65061)	-0.049664257127994334	0.0992359970580835
CDK16 (5127)	0.027882847182182417	0.3548829509233969
CDK17 (5128)	0.043021454365325805	0.153336295427649
CDK18 (5129)	0.025712273374993752	0.39359580600095845
CDK19 (23097)	-0.10863683182511007	0.0003008144103841538
CDK2 (1017)	-0.07969550628201279	0.008096605699110868
CDK20 (23552)	-0.055098635438711296	0.06736665431195452
CDK2AP1 (8099)	-0.009355756750074112	0.7562775749691338
CDK2AP2 (10263)	-0.14290718815783526	1.886191907087899e-06
CDK3 (1018)	0.0027467385944395925	0.9273973271019202
CDK4 (1019)	-0.14593108222973197	1.1321108303024806e-06
CDK5 (1020)	-0.07861973545254519	0.008997255462831096
CDK5R1 (8851)	-0.016619359643196857	0.5813833737460976
CDK5R2 (8941)	0.017791326133565814	0.555021465486091
CDK5RAP1 (51654)	-0.008089538287160011	0.7884183720234381
CDK5RAP2 (55755)	-0.07924359397252592	0.008464645449348699
CDK5RAP3 (80279)	0.030202367441847622	0.316268493387667
CDK6 (1021)	-0.4460614623706866	4.879655282658991e-55
CDK7 (1022)	0.07602414916010249	0.011547963082176342
CDK8 (1024)	-0.08580024234239676	0.004350271045650303
CDK9 (1025)	-0.10463673658572968	0.0005000013938040007
CDKAL1 (54901)	-0.11518510207198712	0.00012613093984455392
CDKL1 (8814)	0.05943890315207434	0.04843196030576123
CDKL2 (8999)	-0.06979740791547141	0.020434542243840895
CDKL3 (51265)	0.00493885223489584	0.8698559767126054
CDKL4 (344387)	0.03660875494429772	0.22442015936243256
CDKL5 (6792)	0.008717281879060233	0.7724354155280253
CDKN1A (1026)	0.5233981788492179	1.332244844005527e-78
CDKN1B (1027)	0.07362372215429042	0.014457230406448418
CDKN1C (1028)	0.2611185480720475	1.1896636465472086e-18
CDKN2A (1029)	-0.2536085423657131	1.1954437366440242e-17
CDKN2AIP (55602)	-0.04252251336258417	0.15816468690883628
CDKN2AIPNL (91368)	0.007811508928229602	0.7955262329565889
CDKN2B (1030)	-0.35649994187213224	5.956496385104305e-34
CDKN2C (1031)	0.2452242614670755	1.4387820337797146e-16
CDKN2D (1032)	-0.054313472894808104	0.07137022200592616
CDKN3 (1033)	-0.03688622460194356	0.22092495276969606
CDNF (441549)	-0.0228169712978831	0.4490355516342516
CDO1 (1036)	0.004161917774066311	0.8901873319619718
CDON (50937)	-0.10694818165957798	0.00037356794967693523
CDPF1 (150383)	-0.07108113548126437	0.018224879171269855
CDR2 (1039)	-0.01677070362675947	0.5779464125976856
CDR2L (30850)	0.15963307275196326	9.829571155030343e-08
CDRT15 (146822)	-0.052207339461555355	0.08307841172878078
CDRT15L2 (256223)	0.040466259910598254	0.17928196114149153
CDS1 (1040)	0.022499320715402487	0.45537620754822866
CDS2 (8760)	-0.04115038743449575	0.17203545260595834
CDSN (1041)	0.002759001009012792	0.9270741038672016
CDT1 (81620)	0.0332452508501931	0.2699508297157345
CDV3 (55573)	-2.931772548900607e-05	0.9992239935821241
CDX1 (1044)	-0.02292392471483336	0.44691195473923734
CDX2 (1045)	-0.15705872195360315	1.581559292714126e-07
CDX4 (1046)	-0.018905464388953346	0.530513792878674
CDYL (9425)	-0.08007270976899555	0.00780043427939917
CDYL2 (124359)	-0.04096763285592673	0.17394947451755552
CEACAM1 (634)	0.004704994048750916	0.8759673363675906
CEACAM16 (388551)	0.06682127036866002	0.026473447247409382
CEACAM19 (56971)	-0.05634983086819145	0.061369499355108714
CEACAM21 (90273)	0.016642140607392057	0.580865417294523
