graph_count	1398
record_126	accession=ENCFF050QOL | dataset=/experiments/ENCSR706CRD/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF050QOL | @id=/files/ENCFF050QOL/
record_127	accession=ENCFF184JJT | dataset=/experiments/ENCSR940RSZ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF184JJT | @id=/files/ENCFF184JJT/
record_128	accession=ENCFF128PQK | dataset=/experiments/ENCSR940RSZ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF128PQK | @id=/files/ENCFF128PQK/
record_129	accession=ENCFF866FVI | dataset=/experiments/ENCSR446ODD/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF866FVI | @id=/files/ENCFF866FVI/
record_130	accession=ENCFF740TSM | dataset=/experiments/ENCSR446ODD/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF740TSM | @id=/files/ENCFF740TSM/
record_131	accession=ENCFF891VIA | dataset=/experiments/ENCSR518RPJ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF891VIA | @id=/files/ENCFF891VIA/
record_132	accession=ENCFF135NKL | dataset=/experiments/ENCSR830BZO/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF135NKL | @id=/files/ENCFF135NKL/
record_133	accession=ENCFF415RSM | dataset=/experiments/ENCSR830BZO/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF415RSM | @id=/files/ENCFF415RSM/
record_134	accession=ENCFF270HDF | dataset=/experiments/ENCSR004YFS/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF270HDF | @id=/files/ENCFF270HDF/
record_135	accession=ENCFF996HWC | dataset=/experiments/ENCSR125SOW/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF996HWC | @id=/files/ENCFF996HWC/
record_136	accession=ENCFF397YRY | dataset=/experiments/ENCSR538PUW/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF397YRY | @id=/files/ENCFF397YRY/
record_137	accession=ENCFF492MYL | dataset=/experiments/ENCSR438LON/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF492MYL | @id=/files/ENCFF492MYL/
record_138	accession=ENCFF910MQL | dataset=/experiments/ENCSR472BFR/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF910MQL | @id=/files/ENCFF910MQL/
record_139	accession=ENCFF370QFD | dataset=/experiments/ENCSR910GKE/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF370QFD | @id=/files/ENCFF370QFD/
record_140	accession=ENCFF958UBY | dataset=/experiments/ENCSR913FIO/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF958UBY | @id=/files/ENCFF958UBY/
record_141	accession=ENCFF747WXE | dataset=/experiments/ENCSR725LYY/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF747WXE | @id=/files/ENCFF747WXE/
record_142	accession=ENCFF347CNQ | dataset=/experiments/ENCSR587FUD/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF347CNQ | @id=/files/ENCFF347CNQ/
record_143	accession=ENCFF514OFE | dataset=/experiments/ENCSR273BGW/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF514OFE | @id=/files/ENCFF514OFE/
record_144	accession=ENCFF068RAV | dataset=/experiments/ENCSR387DCM/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF068RAV | @id=/files/ENCFF068RAV/
record_145	accession=ENCFF255TEC | dataset=/experiments/ENCSR973GTG/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF255TEC | @id=/files/ENCFF255TEC/
record_146	accession=ENCFF963NVN | dataset=/experiments/ENCSR691LPK/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF963NVN | @id=/files/ENCFF963NVN/
record_147	accession=ENCFF967TIY | dataset=/experiments/ENCSR106YRC/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF967TIY | @id=/files/ENCFF967TIY/
record_148	accession=ENCFF248UXU | dataset=/experiments/ENCSR074IYA/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF248UXU | @id=/files/ENCFF248UXU/
record_149	accession=ENCFF644TCN | dataset=/experiments/ENCSR159HCQ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF644TCN | @id=/files/ENCFF644TCN/
record_150	accession=ENCFF613PFC | dataset=/experiments/ENCSR159HCQ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF613PFC | @id=/files/ENCFF613PFC/
record_151	accession=ENCFF292MNC | dataset=/experiments/ENCSR011CTI/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF292MNC | @id=/files/ENCFF292MNC/
record_152	accession=ENCFF479FZR | dataset=/experiments/ENCSR318HAQ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF479FZR | @id=/files/ENCFF479FZR/
record_153	accession=ENCFF350WPQ | dataset=/experiments/ENCSR584DEF/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF350WPQ | @id=/files/ENCFF350WPQ/
record_154	accession=ENCFF808TQN | dataset=/experiments/ENCSR439UXE/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF808TQN | @id=/files/ENCFF808TQN/
record_155	accession=ENCFF578MWW | dataset=/experiments/ENCSR085SBJ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF578MWW | @id=/files/ENCFF578MWW/
record_156	accession=ENCFF302MYD | dataset=/experiments/ENCSR665XVN/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF302MYD | @id=/files/ENCFF302MYD/
record_157	accession=ENCFF214TQW | dataset=/experiments/ENCSR516JGC/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF214TQW | @id=/files/ENCFF214TQW/
record_158	accession=ENCFF884AGV | dataset=/experiments/ENCSR126XIL/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF884AGV | @id=/files/ENCFF884AGV/
record_159	accession=ENCFF704RLD | dataset=/experiments/ENCSR923SGT/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF704RLD | @id=/files/ENCFF704RLD/
record_160	accession=ENCFF418IFB | dataset=/experiments/ENCSR055PWN/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF418IFB | @id=/files/ENCFF418IFB/
record_161	accession=ENCFF837YTB | dataset=/experiments/ENCSR097JPR/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF837YTB | @id=/files/ENCFF837YTB/
record_162	accession=ENCFF275TVV | dataset=/experiments/ENCSR861ROC/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF275TVV | @id=/files/ENCFF275TVV/
record_163	accession=ENCFF984FDC | dataset=/experiments/ENCSR861ROC/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF984FDC | @id=/files/ENCFF984FDC/
record_164	accession=ENCFF612GPB | dataset=/experiments/ENCSR085ZNJ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF612GPB | @id=/files/ENCFF612GPB/
record_165	accession=ENCFF200RTO | dataset=/experiments/ENCSR456LPH/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF200RTO | @id=/files/ENCFF200RTO/
record_166	accession=ENCFF869GAO | dataset=/experiments/ENCSR166RJP/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF869GAO | @id=/files/ENCFF869GAO/
record_167	accession=ENCFF181XHJ | dataset=/experiments/ENCSR488KMC/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF181XHJ | @id=/files/ENCFF181XHJ/
record_168	accession=ENCFF424YMS | dataset=/experiments/ENCSR263KTR/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF424YMS | @id=/files/ENCFF424YMS/
record_169	accession=ENCFF636DVX | dataset=/experiments/ENCSR270JED/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF636DVX | @id=/files/ENCFF636DVX/
record_170	accession=ENCFF183NJB | dataset=/experiments/ENCSR878HUP/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF183NJB | @id=/files/ENCFF183NJB/
record_171	accession=ENCFF161ELB | dataset=/experiments/ENCSR581YIF/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF161ELB | @id=/files/ENCFF161ELB/
record_172	accession=ENCFF772JVK | dataset=/experiments/ENCSR699NMP/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF772JVK | @id=/files/ENCFF772JVK/
record_173	accession=ENCFF527EDH | dataset=/experiments/ENCSR539RRG/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF527EDH | @id=/files/ENCFF527EDH/
record_174	accession=ENCFF786PHS | dataset=/experiments/ENCSR291GAN/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF786PHS | @id=/files/ENCFF786PHS/
record_175	accession=ENCFF774KYV | dataset=/experiments/ENCSR605FKR/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF774KYV | @id=/files/ENCFF774KYV/
record_176	accession=ENCFF175HUN | dataset=/experiments/ENCSR147SNS/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF175HUN | @id=/files/ENCFF175HUN/
record_177	accession=ENCFF650CLP | dataset=/experiments/ENCSR119EFB/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF650CLP | @id=/files/ENCFF650CLP/
record_178	accession=ENCFF847HHM | dataset=/experiments/ENCSR468INT/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF847HHM | @id=/files/ENCFF847HHM/
record_179	accession=ENCFF516KSH | dataset=/experiments/ENCSR486VJZ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF516KSH | @id=/files/ENCFF516KSH/
record_180	accession=ENCFF981OOW | dataset=/experiments/ENCSR150EPG/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF981OOW | @id=/files/ENCFF981OOW/
record_181	accession=ENCFF895NMN | dataset=/experiments/ENCSR548FDO/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF895NMN | @id=/files/ENCFF895NMN/
record_182	accession=ENCFF987SQD | dataset=/experiments/ENCSR065HUM/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF987SQD | @id=/files/ENCFF987SQD/
record_183	accession=ENCFF939WAO | dataset=/experiments/ENCSR065HUM/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF939WAO | @id=/files/ENCFF939WAO/
record_184	accession=ENCFF823MLX | dataset=/experiments/ENCSR413MKK/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF823MLX | @id=/files/ENCFF823MLX/
record_185	accession=ENCFF925QAC | dataset=/experiments/ENCSR649ABR/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF925QAC | @id=/files/ENCFF925QAC/
record_186	accession=ENCFF591VLK | dataset=/experiments/ENCSR046SVK/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF591VLK | @id=/files/ENCFF591VLK/
record_187	accession=ENCFF265TDR | dataset=/experiments/ENCSR410BNC/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF265TDR | @id=/files/ENCFF265TDR/
record_188	accession=ENCFF962IPP | dataset=/experiments/ENCSR952TUJ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF962IPP | @id=/files/ENCFF962IPP/
record_189	accession=ENCFF780APU | dataset=/experiments/ENCSR940SIV/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF780APU | @id=/files/ENCFF780APU/
record_190	accession=ENCFF317TRX | dataset=/experiments/ENCSR515QLF/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF317TRX | @id=/files/ENCFF317TRX/
record_191	accession=ENCFF265LLX | dataset=/experiments/ENCSR783CUF/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF265LLX | @id=/files/ENCFF265LLX/
record_192	accession=ENCFF148GOZ | dataset=/experiments/ENCSR088NYJ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF148GOZ | @id=/files/ENCFF148GOZ/
record_193	accession=ENCFF195BSI | dataset=/experiments/ENCSR829JXN/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF195BSI | @id=/files/ENCFF195BSI/
record_194	accession=ENCFF610UPC | dataset=/experiments/ENCSR378HSG/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF610UPC | @id=/files/ENCFF610UPC/
record_195	accession=ENCFF372JWT | dataset=/experiments/ENCSR829JXN/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF372JWT | @id=/files/ENCFF372JWT/
record_196	accession=ENCFF883PPA | dataset=/experiments/ENCSR707SQE/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF883PPA | @id=/files/ENCFF883PPA/
record_197	accession=ENCFF941LBG | dataset=/experiments/ENCSR095BUO/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF941LBG | @id=/files/ENCFF941LBG/
record_198	accession=ENCFF341EWE | dataset=/experiments/ENCSR549XOL/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF341EWE | @id=/files/ENCFF341EWE/
record_199	accession=ENCFF857LND | dataset=/experiments/ENCSR908KTG/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF857LND | @id=/files/ENCFF857LND/
record_200	accession=ENCFF567YGA | dataset=/experiments/ENCSR907GXX/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF567YGA | @id=/files/ENCFF567YGA/
record_201	accession=ENCFF781VNH | dataset=/experiments/ENCSR907GXX/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF781VNH | @id=/files/ENCFF781VNH/
record_202	accession=ENCFF834YGL | dataset=/experiments/ENCSR373KYU/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF834YGL | @id=/files/ENCFF834YGL/
record_203	accession=ENCFF297QTJ | dataset=/experiments/ENCSR156VTP/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF297QTJ | @id=/files/ENCFF297QTJ/
record_204	accession=ENCFF855MAY | dataset=/experiments/ENCSR244TCU/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF855MAY | @id=/files/ENCFF855MAY/
record_205	accession=ENCFF462RWD | dataset=/experiments/ENCSR536ION/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF462RWD | @id=/files/ENCFF462RWD/
record_206	accession=ENCFF102SVC | dataset=/experiments/ENCSR410NCF/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF102SVC | @id=/files/ENCFF102SVC/
record_207	accession=ENCFF216PDY | dataset=/experiments/ENCSR998MYO/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF216PDY | @id=/files/ENCFF216PDY/
record_208	accession=ENCFF295MSG | dataset=/experiments/ENCSR998MYO/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF295MSG | @id=/files/ENCFF295MSG/
record_209	accession=ENCFF088LBO | dataset=/experiments/ENCSR323KRN/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF088LBO | @id=/files/ENCFF088LBO/
record_210	accession=ENCFF363HOP | dataset=/experiments/ENCSR963SQT/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF363HOP | @id=/files/ENCFF363HOP/
record_211	accession=ENCFF670CNY | dataset=/experiments/ENCSR963SQT/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF670CNY | @id=/files/ENCFF670CNY/
record_212	accession=ENCFF397IZA | dataset=/experiments/ENCSR360IYN/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF397IZA | @id=/files/ENCFF397IZA/
record_213	accession=ENCFF065BJY | dataset=/experiments/ENCSR269JGO/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF065BJY | @id=/files/ENCFF065BJY/
record_214	accession=ENCFF245TTF | dataset=/experiments/ENCSR806NMB/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF245TTF | @id=/files/ENCFF245TTF/
record_215	accession=ENCFF761YGB | dataset=/experiments/ENCSR412WLP/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF761YGB | @id=/files/ENCFF761YGB/
record_216	accession=ENCFF437AHV | dataset=/experiments/ENCSR202FZX/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF437AHV | @id=/files/ENCFF437AHV/
record_217	accession=ENCFF196EWA | dataset=/experiments/ENCSR182ZQT/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF196EWA | @id=/files/ENCFF196EWA/
record_218	accession=ENCFF624WOA | dataset=/experiments/ENCSR264ICG/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF624WOA | @id=/files/ENCFF624WOA/
record_219	accession=ENCFF975LOT | dataset=/experiments/ENCSR649IOK/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF975LOT | @id=/files/ENCFF975LOT/
record_220	accession=ENCFF878WEJ | dataset=/experiments/ENCSR857HDM/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF878WEJ | @id=/files/ENCFF878WEJ/
record_221	accession=ENCFF163LFG | dataset=/experiments/ENCSR319FNG/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF163LFG | @id=/files/ENCFF163LFG/
record_222	accession=ENCFF630KFI | dataset=/experiments/ENCSR359NAG/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF630KFI | @id=/files/ENCFF630KFI/
record_223	accession=ENCFF954OMD | dataset=/experiments/ENCSR861WHN/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF954OMD | @id=/files/ENCFF954OMD/
record_224	accession=ENCFF186NWZ | dataset=/experiments/ENCSR236JKN/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF186NWZ | @id=/files/ENCFF186NWZ/
record_225	accession=ENCFF873MJI | dataset=/experiments/ENCSR908KTG/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF873MJI | @id=/files/ENCFF873MJI/
record_226	accession=ENCFF985SEZ | dataset=/experiments/ENCSR743UJB/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF985SEZ | @id=/files/ENCFF985SEZ/
record_227	accession=ENCFF926BLN | dataset=/experiments/ENCSR829SDI/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF926BLN | @id=/files/ENCFF926BLN/
record_228	accession=ENCFF873UFO | dataset=/experiments/ENCSR573ZDH/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF873UFO | @id=/files/ENCFF873UFO/
record_229	accession=ENCFF521BPX | dataset=/experiments/ENCSR251NJW/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF521BPX | @id=/files/ENCFF521BPX/
record_230	accession=ENCFF750SHT | dataset=/experiments/ENCSR412WLP/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF750SHT | @id=/files/ENCFF750SHT/
record_231	accession=ENCFF262KTA | dataset=/experiments/ENCSR403GEW/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF262KTA | @id=/files/ENCFF262KTA/
record_232	accession=ENCFF292QLM | dataset=/experiments/ENCSR586WMW/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF292QLM | @id=/files/ENCFF292QLM/
record_233	accession=ENCFF576YGU | dataset=/experiments/ENCSR950VCC/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF576YGU | @id=/files/ENCFF576YGU/
record_234	accession=ENCFF101KUL | dataset=/experiments/ENCSR652AOQ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF101KUL | @id=/files/ENCFF101KUL/
record_235	accession=ENCFF247RVP | dataset=/experiments/ENCSR019NBI/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF247RVP | @id=/files/ENCFF247RVP/
record_236	accession=ENCFF973UWQ | dataset=/experiments/ENCSR608DIJ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF973UWQ | @id=/files/ENCFF973UWQ/
record_237	accession=ENCFF008WTW | dataset=/experiments/ENCSR608DIJ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF008WTW | @id=/files/ENCFF008WTW/
record_238	accession=ENCFF955BEY | dataset=/experiments/ENCSR906CBF/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF955BEY | @id=/files/ENCFF955BEY/
record_239	accession=ENCFF718QNH | dataset=/experiments/ENCSR906CBF/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF718QNH | @id=/files/ENCFF718QNH/
record_240	accession=ENCFF807MEC | dataset=/experiments/ENCSR016KCQ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF807MEC | @id=/files/ENCFF807MEC/
record_241	accession=ENCFF228TIX | dataset=/experiments/ENCSR136MBP/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF228TIX | @id=/files/ENCFF228TIX/
record_242	accession=ENCFF993RPL | dataset=/experiments/ENCSR190VMF/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF993RPL | @id=/files/ENCFF993RPL/
record_243	accession=ENCFF651DEM | dataset=/experiments/ENCSR170LYC/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF651DEM | @id=/files/ENCFF651DEM/
record_244	accession=ENCFF931PWY | dataset=/experiments/ENCSR588GAR/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF931PWY | @id=/files/ENCFF931PWY/
record_245	accession=ENCFF717GGZ | dataset=/experiments/ENCSR725PAU/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF717GGZ | @id=/files/ENCFF717GGZ/
record_246	accession=ENCFF512JPV | dataset=/experiments/ENCSR771GMU/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF512JPV | @id=/files/ENCFF512JPV/
record_247	accession=ENCFF194BQE | dataset=/experiments/ENCSR979JWV/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF194BQE | @id=/files/ENCFF194BQE/
record_248	accession=ENCFF852HQY | dataset=/experiments/ENCSR306XSI/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF852HQY | @id=/files/ENCFF852HQY/
record_249	accession=ENCFF043LLT | dataset=/experiments/ENCSR552OBZ/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF043LLT | @id=/files/ENCFF043LLT/
record_250	accession=ENCFF059ZSV | dataset=/experiments/ENCSR631LSU/ | file_format=fastq | output_type=reads | status=released | biological_replicates=[1] | technical_replicates=["1_1"] | title=ENCFF059ZSV | @id=/files/ENCFF059ZSV/
