strain	direction	pathway_id	pathway_name	universe_size	foreground_size	pathway_size	overlap	pvalue	padj	genes
97	down	pau00340	Histidine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	25	0	1	1	
97	down	pau00361	Chlorocyclohexane and chlorobenzene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	74	5	0	1	1	
97	down	pau00364	Fluorobenzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	74	7	0	1	1	
97	down	pau00401	Novobiocin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	74	6	0	1	1	
97	down	pau00410	beta-Alanine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	19	0	1	1	
97	down	pau00430	Taurine and hypotaurine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	7	0	1	1	
97	down	pau00440	Phosphonate and phosphinate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	9	0	1	1	
97	down	pau00450	Selenocompound metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	9	0	1	1	
97	down	pau00460	Cyanoamino acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	11	0	1	1	
97	down	pau00470	D-Amino acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	23	0	1	1	
97	down	pau00480	Glutathione metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	36	0	1	1	
97	down	pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	16	0	1	1	
97	down	pau00521	Streptomycin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	74	8	0	1	1	
97	down	pau00523	Polyketide sugar unit biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	74	5	0	1	1	
97	down	pau00525	Acarbose and validamycin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	74	2	0	1	1	
97	down	pau00540	Lipopolysaccharide biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	74	21	0	1	1	
97	down	pau00541	Biosynthesis of various nucleotide sugars - Pseudomonas aeruginosa UCBPP-PA14	2041	74	30	0	1	1	
97	down	pau00543	Exopolysaccharide biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	74	11	0	1	1	
97	down	pau00550	Peptidoglycan biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	74	22	0	1	1	
97	down	pau00552	Teichoic acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	74	2	0	1	1	
97	down	pau00562	Inositol phosphate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	7	0	1	1	
97	down	pau00564	Glycerophospholipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	27	0	1	1	
97	down	pau00565	Ether lipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	3	0	1	1	
97	down	pau00592	alpha-Linolenic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	3	0	1	1	
97	down	pau00600	Sphingolipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	2	0	1	1	
97	down	pau00622	Xylene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	74	6	0	1	1	
97	down	pau00623	Toluene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	74	2	0	1	1	
97	down	pau00625	Chloroalkane and chloroalkene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	74	7	0	1	1	
97	down	pau00626	Naphthalene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	74	2	0	1	1	
97	down	pau00627	Aminobenzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	74	15	0	1	1	
97	down	pau00633	Nitrotoluene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	74	2	0	1	1	
97	down	pau00640	Propanoate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	43	0	1	1	
97	down	pau00660	C5-Branched dibasic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	13	0	1	1	
97	down	pau00670	One carbon pool by folate - Pseudomonas aeruginosa UCBPP-PA14	2041	74	31	0	1	1	
97	down	pau00680	Methane metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	26	0	1	1	
97	down	pau00710	Carbon fixation by Calvin cycle - Pseudomonas aeruginosa UCBPP-PA14	2041	74	13	0	1	1	
97	down	pau00730	Thiamine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	13	0	1	1	
97	down	pau00740	Riboflavin metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	14	0	1	1	
97	down	pau00750	Vitamin B6 metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	9	0	1	1	
97	down	pau00760	Nicotinate and nicotinamide metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	24	0	1	1	
97	down	pau00770	Pantothenate and CoA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	74	26	0	1	1	
97	down	pau00780	Biotin metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	20	0	1	1	
97	down	pau00785	Lipoic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	24	0	1	1	
97	down	pau00900	Terpenoid backbone biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	74	16	0	1	1	
97	down	pau00907	Pinene, camphor and geraniol degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	74	15	0	1	1	
97	down	pau00930	Caprolactam degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	74	7	0	1	1	
97	down	pau00946	Degradation of flavonoids - Pseudomonas aeruginosa UCBPP-PA14	2041	74	1	0	1	1	
97	down	pau00984	Steroid degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	74	4	0	1	1	
97	down	pau00997	Biosynthesis of various other secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	2041	74	4	0	1	1	
97	down	pau00999	Biosynthesis of various plant secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	2041	74	3	0	1	1	
97	down	pau01040	Biosynthesis of unsaturated fatty acids - Pseudomonas aeruginosa UCBPP-PA14	2041	74	6	0	1	1	
97	down	pau01053	Biosynthesis of siderophore group nonribosomal peptides - Pseudomonas aeruginosa UCBPP-PA14	2041	74	9	0	1	1	
97	down	pau01210	2-Oxocarboxylic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	47	0	1	1	
97	down	pau01232	Nucleotide metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	50	0	1	1	
97	down	pau01250	Biosynthesis of nucleotide sugars - Pseudomonas aeruginosa UCBPP-PA14	2041	74	43	0	1	1	
97	down	pau01320	Sulfur cycle - Pseudomonas aeruginosa UCBPP-PA14	2041	74	10	0	1	1	
97	down	pau01502	Vancomycin resistance - Pseudomonas aeruginosa UCBPP-PA14	2041	74	9	0	1	1	
97	down	pau02040	Flagellar assembly - Pseudomonas aeruginosa UCBPP-PA14	2041	74	46	0	1	1	
97	down	pau02060	Phosphotransferase system (PTS) - Pseudomonas aeruginosa UCBPP-PA14	2041	74	8	0	1	1	
97	down	pau03008	Ribosome biogenesis in eukaryotes - Pseudomonas aeruginosa UCBPP-PA14	2041	74	3	0	1	1	
97	down	pau03010	Ribosome - Pseudomonas aeruginosa UCBPP-PA14	2041	74	67	0	1	1	
97	down	pau03018	RNA degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	74	19	0	1	1	
97	down	pau03020	RNA polymerase - Pseudomonas aeruginosa UCBPP-PA14	2041	74	4	0	1	1	
97	down	pau03030	DNA replication - Pseudomonas aeruginosa UCBPP-PA14	2041	74	17	0	1	1	
97	down	pau03060	Protein export - Pseudomonas aeruginosa UCBPP-PA14	2041	74	17	0	1	1	
97	down	pau03250	Viral life cycle - HIV-1 - Pseudomonas aeruginosa UCBPP-PA14	2041	74	1	0	1	1	
97	down	pau03410	Base excision repair - Pseudomonas aeruginosa UCBPP-PA14	2041	74	13	0	1	1	
97	down	pau03420	Nucleotide excision repair - Pseudomonas aeruginosa UCBPP-PA14	2041	74	9	0	1	1	
97	down	pau03430	Mismatch repair - Pseudomonas aeruginosa UCBPP-PA14	2041	74	20	0	1	1	
97	down	pau03440	Homologous recombination - Pseudomonas aeruginosa UCBPP-PA14	2041	74	24	0	1	1	
97	down	pau03450	Non-homologous end-joining - Pseudomonas aeruginosa UCBPP-PA14	2041	74	2	0	1	1	
97	down	pau04122	Sulfur relay system - Pseudomonas aeruginosa UCBPP-PA14	2041	74	22	0	1	1	
97	down	pau04148	Efferocytosis - Pseudomonas aeruginosa UCBPP-PA14	2041	74	2	0	1	1	
97	down	pau04156	Integrated stress response (ISR) signaling pathway - Pseudomonas aeruginosa UCBPP-PA14	2041	74	8	0	1	1	
97	down	pau04980	Cobalamin transport and metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	2	0	1	1	
97	down	pau04981	Folate transport and metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	74	7	0	1	1	
98	up	pau00920	Sulfur metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	58	4	0.000245483518338879	0.0336312420124264	PA14_19540,PA14_19560,PA14_19570,PA14_19580
98	up	pau00190	Oxidative phosphorylation - Pseudomonas aeruginosa UCBPP-PA14	2041	12	57	3	0.00380025173259562	0.2603172436828	PA14_44340,PA14_44350,PA14_44360
98	up	pau00910	Nitrogen metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	34	2	0.0160171654256786	0.678515745527638	PA14_13750,PA14_13770
98	up	pau00650	Butanoate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	38	2	0.0198106787015369	0.678515745527638	PA14_38640,PA14_38660
98	up	pau00280	Valine, leucine and isoleucine degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	12	45	2	0.0272674893226067	0.747129207439423	PA14_38640,PA14_38660
98	up	pau02010	ABC transporters - Pseudomonas aeruginosa UCBPP-PA14	2041	12	202	3	0.107684970116691	1	PA14_19540,PA14_19570,PA14_19580
98	up	pau00061	Fatty acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	27	1	0.148060902751825	1	PA14_20950
98	up	pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	2041	12	265	3	0.196753540412727	1	PA14_44340,PA14_44350,PA14_44360
98	up	pau01212	Fatty acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	51	1	0.262504171473261	1	PA14_20950
98	up	pau01100	Metabolic pathways - Pseudomonas aeruginosa UCBPP-PA14	2041	12	1049	7	0.425248838347801	1	PA14_19560,PA14_20950,PA14_38640,PA14_38660,PA14_44340,PA14_44350,PA14_44360
98	up	pau01120	Microbial metabolism in diverse environments - Pseudomonas aeruginosa UCBPP-PA14	2041	12	323	1	0.874249248944275	1	PA14_19560
98	up	pau00010	Glycolysis / Gluconeogenesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	35	0	1	1	
98	up	pau00020	Citrate cycle (TCA cycle) - Pseudomonas aeruginosa UCBPP-PA14	2041	12	29	0	1	1	
98	up	pau00030	Pentose phosphate pathway - Pseudomonas aeruginosa UCBPP-PA14	2041	12	29	0	1	1	
98	up	pau00040	Pentose and glucuronate interconversions - Pseudomonas aeruginosa UCBPP-PA14	2041	12	8	0	1	1	
98	up	pau00051	Fructose and mannose metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	18	0	1	1	
98	up	pau00052	Galactose metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	4	0	1	1	
98	up	pau00053	Ascorbate and aldarate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	6	0	1	1	
98	up	pau00071	Fatty acid degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	12	31	0	1	1	
98	up	pau00074	Mycolic acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	2	0	1	1	
98	up	pau00130	Ubiquinone and other terpenoid-quinone biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	21	0	1	1	
98	up	pau00220	Arginine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	33	0	1	1	
98	up	pau00230	Purine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	67	0	1	1	
98	up	pau00240	Pyrimidine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	36	0	1	1	
98	up	pau00250	Alanine, aspartate and glutamate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	36	0	1	1	
98	up	pau00260	Glycine, serine and threonine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	56	0	1	1	
98	up	pau00261	Monobactam biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	9	0	1	1	
98	up	pau00270	Cysteine and methionine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	41	0	1	1	
98	up	pau00290	Valine, leucine and isoleucine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	17	0	1	1	
98	up	pau00300	Lysine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	16	0	1	1	
98	up	pau00310	Lysine degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	12	22	0	1	1	
98	up	pau00330	Arginine and proline metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	48	0	1	1	
98	up	pau00332	Carbapenem biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	2	0	1	1	
98	up	pau00340	Histidine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	25	0	1	1	
98	up	pau00350	Tyrosine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	27	0	1	1	
98	up	pau00360	Phenylalanine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	21	0	1	1	
98	up	pau00361	Chlorocyclohexane and chlorobenzene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	12	5	0	1	1	
98	up	pau00362	Benzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	12	34	0	1	1	
98	up	pau00364	Fluorobenzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	12	7	0	1	1	
98	up	pau00380	Tryptophan metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	26	0	1	1	
98	up	pau00400	Phenylalanine, tyrosine and tryptophan biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	32	0	1	1	
98	up	pau00401	Novobiocin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	6	0	1	1	
98	up	pau00405	Phenazine biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	24	0	1	1	
98	up	pau00410	beta-Alanine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	19	0	1	1	
98	up	pau00430	Taurine and hypotaurine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	7	0	1	1	
98	up	pau00440	Phosphonate and phosphinate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	9	0	1	1	
98	up	pau00450	Selenocompound metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	9	0	1	1	
98	up	pau00460	Cyanoamino acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	11	0	1	1	
98	up	pau00470	D-Amino acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	23	0	1	1	
98	up	pau00480	Glutathione metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	36	0	1	1	
98	up	pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	16	0	1	1	
98	up	pau00520	Amino sugar and nucleotide sugar metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	27	0	1	1	
98	up	pau00521	Streptomycin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	8	0	1	1	
98	up	pau00523	Polyketide sugar unit biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	5	0	1	1	
98	up	pau00525	Acarbose and validamycin biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	2	0	1	1	
98	up	pau00540	Lipopolysaccharide biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	21	0	1	1	
98	up	pau00541	Biosynthesis of various nucleotide sugars - Pseudomonas aeruginosa UCBPP-PA14	2041	12	30	0	1	1	
98	up	pau00543	Exopolysaccharide biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	11	0	1	1	
98	up	pau00550	Peptidoglycan biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	22	0	1	1	
98	up	pau00552	Teichoic acid biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	2	0	1	1	
98	up	pau00561	Glycerolipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	15	0	1	1	
98	up	pau00562	Inositol phosphate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	7	0	1	1	
98	up	pau00564	Glycerophospholipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	27	0	1	1	
98	up	pau00565	Ether lipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	3	0	1	1	
98	up	pau00592	alpha-Linolenic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	3	0	1	1	
98	up	pau00600	Sphingolipid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	2	0	1	1	
98	up	pau00620	Pyruvate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	63	0	1	1	
98	up	pau00622	Xylene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	12	6	0	1	1	
98	up	pau00623	Toluene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	12	2	0	1	1	
98	up	pau00625	Chloroalkane and chloroalkene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	12	7	0	1	1	
98	up	pau00626	Naphthalene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	12	2	0	1	1	
98	up	pau00627	Aminobenzoate degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	12	15	0	1	1	
98	up	pau00630	Glyoxylate and dicarboxylate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	63	0	1	1	
98	up	pau00633	Nitrotoluene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	12	2	0	1	1	
98	up	pau00640	Propanoate metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	43	0	1	1	
98	up	pau00643	Styrene degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	12	11	0	1	1	
98	up	pau00660	C5-Branched dibasic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	13	0	1	1	
98	up	pau00670	One carbon pool by folate - Pseudomonas aeruginosa UCBPP-PA14	2041	12	31	0	1	1	
98	up	pau00680	Methane metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	26	0	1	1	
98	up	pau00710	Carbon fixation by Calvin cycle - Pseudomonas aeruginosa UCBPP-PA14	2041	12	13	0	1	1	
98	up	pau00720	Other carbon fixation pathways - Pseudomonas aeruginosa UCBPP-PA14	2041	12	35	0	1	1	
98	up	pau00730	Thiamine metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	13	0	1	1	
98	up	pau00740	Riboflavin metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	14	0	1	1	
98	up	pau00750	Vitamin B6 metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	9	0	1	1	
98	up	pau00760	Nicotinate and nicotinamide metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	24	0	1	1	
98	up	pau00770	Pantothenate and CoA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	26	0	1	1	
98	up	pau00780	Biotin metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	20	0	1	1	
98	up	pau00785	Lipoic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	24	0	1	1	
98	up	pau00790	Folate biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	33	0	1	1	
98	up	pau00860	Porphyrin metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	52	0	1	1	
98	up	pau00900	Terpenoid backbone biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	16	0	1	1	
98	up	pau00907	Pinene, camphor and geraniol degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	12	15	0	1	1	
98	up	pau00930	Caprolactam degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	12	7	0	1	1	
98	up	pau00946	Degradation of flavonoids - Pseudomonas aeruginosa UCBPP-PA14	2041	12	1	0	1	1	
98	up	pau00970	Aminoacyl-tRNA biosynthesis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	86	0	1	1	
98	up	pau00984	Steroid degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	12	4	0	1	1	
98	up	pau00997	Biosynthesis of various other secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	2041	12	4	0	1	1	
98	up	pau00999	Biosynthesis of various plant secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	2041	12	3	0	1	1	
98	up	pau01040	Biosynthesis of unsaturated fatty acids - Pseudomonas aeruginosa UCBPP-PA14	2041	12	6	0	1	1	
98	up	pau01053	Biosynthesis of siderophore group nonribosomal peptides - Pseudomonas aeruginosa UCBPP-PA14	2041	12	9	0	1	1	
98	up	pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	2041	12	444	0	1	1	
98	up	pau01200	Carbon metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	129	0	1	1	
98	up	pau01210	2-Oxocarboxylic acid metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	47	0	1	1	
98	up	pau01220	Degradation of aromatic compounds - Pseudomonas aeruginosa UCBPP-PA14	2041	12	29	0	1	1	
98	up	pau01230	Biosynthesis of amino acids - Pseudomonas aeruginosa UCBPP-PA14	2041	12	146	0	1	1	
98	up	pau01232	Nucleotide metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	50	0	1	1	
98	up	pau01240	Biosynthesis of cofactors - Pseudomonas aeruginosa UCBPP-PA14	2041	12	184	0	1	1	
98	up	pau01250	Biosynthesis of nucleotide sugars - Pseudomonas aeruginosa UCBPP-PA14	2041	12	43	0	1	1	
98	up	pau01310	Nitrogen cycle - Pseudomonas aeruginosa UCBPP-PA14	2041	12	12	0	1	1	
98	up	pau01320	Sulfur cycle - Pseudomonas aeruginosa UCBPP-PA14	2041	12	10	0	1	1	
98	up	pau01501	beta-Lactam resistance - Pseudomonas aeruginosa UCBPP-PA14	2041	12	34	0	1	1	
98	up	pau01502	Vancomycin resistance - Pseudomonas aeruginosa UCBPP-PA14	2041	12	9	0	1	1	
98	up	pau01503	Cationic antimicrobial peptide (CAMP) resistance - Pseudomonas aeruginosa UCBPP-PA14	2041	12	31	0	1	1	
98	up	pau02024	Quorum sensing - Pseudomonas aeruginosa UCBPP-PA14	2041	12	111	0	1	1	
98	up	pau02025	Biofilm formation - Pseudomonas aeruginosa - Pseudomonas aeruginosa UCBPP-PA14	2041	12	108	0	1	1	
98	up	pau02030	Bacterial chemotaxis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	49	0	1	1	
98	up	pau02040	Flagellar assembly - Pseudomonas aeruginosa UCBPP-PA14	2041	12	46	0	1	1	
98	up	pau02060	Phosphotransferase system (PTS) - Pseudomonas aeruginosa UCBPP-PA14	2041	12	8	0	1	1	
98	up	pau03008	Ribosome biogenesis in eukaryotes - Pseudomonas aeruginosa UCBPP-PA14	2041	12	3	0	1	1	
98	up	pau03010	Ribosome - Pseudomonas aeruginosa UCBPP-PA14	2041	12	67	0	1	1	
98	up	pau03018	RNA degradation - Pseudomonas aeruginosa UCBPP-PA14	2041	12	19	0	1	1	
98	up	pau03020	RNA polymerase - Pseudomonas aeruginosa UCBPP-PA14	2041	12	4	0	1	1	
98	up	pau03030	DNA replication - Pseudomonas aeruginosa UCBPP-PA14	2041	12	17	0	1	1	
98	up	pau03060	Protein export - Pseudomonas aeruginosa UCBPP-PA14	2041	12	17	0	1	1	
98	up	pau03070	Bacterial secretion system - Pseudomonas aeruginosa UCBPP-PA14	2041	12	95	0	1	1	
98	up	pau03250	Viral life cycle - HIV-1 - Pseudomonas aeruginosa UCBPP-PA14	2041	12	1	0	1	1	
98	up	pau03410	Base excision repair - Pseudomonas aeruginosa UCBPP-PA14	2041	12	13	0	1	1	
98	up	pau03420	Nucleotide excision repair - Pseudomonas aeruginosa UCBPP-PA14	2041	12	9	0	1	1	
98	up	pau03430	Mismatch repair - Pseudomonas aeruginosa UCBPP-PA14	2041	12	20	0	1	1	
98	up	pau03440	Homologous recombination - Pseudomonas aeruginosa UCBPP-PA14	2041	12	24	0	1	1	
98	up	pau03450	Non-homologous end-joining - Pseudomonas aeruginosa UCBPP-PA14	2041	12	2	0	1	1	
98	up	pau04122	Sulfur relay system - Pseudomonas aeruginosa UCBPP-PA14	2041	12	22	0	1	1	
98	up	pau04146	Peroxisome - Pseudomonas aeruginosa UCBPP-PA14	2041	12	14	0	1	1	
98	up	pau04148	Efferocytosis - Pseudomonas aeruginosa UCBPP-PA14	2041	12	2	0	1	1	
98	up	pau04156	Integrated stress response (ISR) signaling pathway - Pseudomonas aeruginosa UCBPP-PA14	2041	12	8	0	1	1	
98	up	pau04980	Cobalamin transport and metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	2	0	1	1	
98	up	pau04981	Folate transport and metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	12	7	0	1	1	
98	down	pau00500	Starch and sucrose metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	16	10	5.02960581075609e-13	6.89055996073584e-11	PA14_33450,PA14_36570,PA14_36580,PA14_36590,PA14_36605,PA14_36630,PA14_36710,PA14_36730,PA14_36740,PA14_36840
98	down	pau01310	Nitrogen cycle - Pseudomonas aeruginosa UCBPP-PA14	2041	54	12	4	0.000185334635153685	0.0126954225080274	PA14_06750,PA14_06810,PA14_06830,PA14_20200
98	down	pau03450	Non-homologous end-joining - Pseudomonas aeruginosa UCBPP-PA14	2041	54	2	2	0.000687379312332478	0.0313903219298498	PA14_36760,PA14_36910
98	down	pau04146	Peroxisome - Pseudomonas aeruginosa UCBPP-PA14	2041	54	14	3	0.00518543815571196	0.159827633354558	PA14_36810,PA14_58000,PA14_61040
98	down	pau01110	Biosynthesis of secondary metabolites - Pseudomonas aeruginosa UCBPP-PA14	2041	54	444	20	0.00684359159544779	0.159827633354558	PA14_00640,PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710,PA14_30630,PA14_33450,PA14_36570,PA14_36580,PA14_36590,PA14_36605,PA14_36630,PA14_36710,PA14_36730,PA14_36810,PA14_36840,PA14_40040,PA14_58030,PA14_61040
98	down	pau02020	Two-component system - Pseudomonas aeruginosa UCBPP-PA14	2041	54	265	14	0.00699975036589304	0.159827633354558	PA14_06740,PA14_10330,PA14_11120,PA14_55780,PA14_55810,PA14_55850,PA14_55860,PA14_55880,PA14_55890,PA14_55900,PA14_55920,PA14_55930,PA14_55940,PA14_61500
98	down	pau00860	Porphyrin metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	52	5	0.0108515783343018	0.192966778152816	PA14_06660,PA14_06680,PA14_06690,PA14_06700,PA14_06710
98	down	pau00910	Nitrogen metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	34	4	0.0112681330308214	0.192966778152816	PA14_06750,PA14_06810,PA14_06830,PA14_20200
98	down	pau00380	Tryptophan metabolism - Pseudomonas aeruginosa UCBPP-PA14	2041	54	26	3	0.0296123902036631	0.450766384211315	PA14_36810,PA14_37610,PA14_61040
