geneID	WL3
ENSMUSG00000027371	21
ENSMUSG00000027374	172
ENSMUSG00000027375	0
ENSMUSG00000027376	0
ENSMUSG00000027377	0
ENSMUSG00000027378	18
ENSMUSG00000027379	125
ENSMUSG00000027380	19
ENSMUSG00000027381	1624
ENSMUSG00000027384	80
ENSMUSG00000027386	0
ENSMUSG00000027387	33
ENSMUSG00000027394	271
ENSMUSG00000027395	68
ENSMUSG00000027397	704
ENSMUSG00000027398	60468
ENSMUSG00000027399	53287
ENSMUSG00000027400	0
ENSMUSG00000027401	0
ENSMUSG00000027403	0
ENSMUSG00000027404	1232
ENSMUSG00000027405	489
ENSMUSG00000027406	1034
ENSMUSG00000027408	5
ENSMUSG00000027409	0
ENSMUSG00000027411	450
ENSMUSG00000027412	0
ENSMUSG00000027416	0
ENSMUSG00000027419	1
ENSMUSG00000027420	8
ENSMUSG00000027422	11538
ENSMUSG00000027423	1856
ENSMUSG00000027424	95
ENSMUSG00000027425	276
ENSMUSG00000027427	160
ENSMUSG00000027428	53
ENSMUSG00000027429	1280
ENSMUSG00000027430	98
ENSMUSG00000027431	0
ENSMUSG00000027433	2818
ENSMUSG00000027434	0
ENSMUSG00000027435	276
ENSMUSG00000027438	37
ENSMUSG00000027439	521
ENSMUSG00000027442	0
ENSMUSG00000027443	0
ENSMUSG00000027444	0
ENSMUSG00000027445	0
ENSMUSG00000027446	0
ENSMUSG00000027447	11885
ENSMUSG00000027452	637
ENSMUSG00000027454	81
ENSMUSG00000027455	1126
ENSMUSG00000027456	90
ENSMUSG00000027457	0
ENSMUSG00000027459	84
ENSMUSG00000027460	0
ENSMUSG00000027463	70
ENSMUSG00000027465	1839
ENSMUSG00000027466	1240
ENSMUSG00000027468	0
ENSMUSG00000027469	2629
ENSMUSG00000027470	9
ENSMUSG00000027472	341
ENSMUSG00000027474	1
ENSMUSG00000027475	1356
ENSMUSG00000027478	16
ENSMUSG00000027479	2684
ENSMUSG00000027480	0
ENSMUSG00000027481	0
ENSMUSG00000027482	0
ENSMUSG00000027483	0
ENSMUSG00000027484	0
ENSMUSG00000027485	0
ENSMUSG00000027487	47
ENSMUSG00000027488	14
ENSMUSG00000027489	2
ENSMUSG00000027490	366
ENSMUSG00000027495	99
ENSMUSG00000027496	107
ENSMUSG00000027498	305
ENSMUSG00000027499	0
ENSMUSG00000027500	0
ENSMUSG00000027502	1770
ENSMUSG00000027505	6
ENSMUSG00000027506	1438
ENSMUSG00000027508	882
ENSMUSG00000027509	438
ENSMUSG00000027510	93
ENSMUSG00000027513	0
ENSMUSG00000027514	11400
ENSMUSG00000027517	0
ENSMUSG00000027518	0
ENSMUSG00000027519	2008
ENSMUSG00000027520	0
ENSMUSG00000027522	1404
ENSMUSG00000027523	10287
ENSMUSG00000027524	0
ENSMUSG00000027525	0
ENSMUSG00000027528	0
ENSMUSG00000027530	0
ENSMUSG00000027531	497
ENSMUSG00000027533	4549
ENSMUSG00000027534	233
ENSMUSG00000027536	2
ENSMUSG00000027540	10211
ENSMUSG00000027544	50
ENSMUSG00000027546	29
ENSMUSG00000027547	1
ENSMUSG00000027550	514
ENSMUSG00000027551	137
ENSMUSG00000027552	618
ENSMUSG00000027555	6728
ENSMUSG00000027556	0
ENSMUSG00000027559	1
ENSMUSG00000027560	0
ENSMUSG00000027562	2361
ENSMUSG00000027564	0
ENSMUSG00000027566	2708
ENSMUSG00000027568	0
ENSMUSG00000027569	232
ENSMUSG00000027570	40
ENSMUSG00000027573	643
ENSMUSG00000027574	0
ENSMUSG00000027575	418
ENSMUSG00000027577	0
ENSMUSG00000027579	26
ENSMUSG00000027580	17148
ENSMUSG00000027581	0
ENSMUSG00000027582	154
ENSMUSG00000027583	293
ENSMUSG00000027584	2
ENSMUSG00000027589	201
ENSMUSG00000027593	1525
ENSMUSG00000027596	3
ENSMUSG00000027597	225
ENSMUSG00000027598	1199
ENSMUSG00000027599	292
ENSMUSG00000027601	189
ENSMUSG00000027602	203
ENSMUSG00000027603	2
ENSMUSG00000027605	907
ENSMUSG00000027606	0
ENSMUSG00000027610	697
ENSMUSG00000027611	15840
ENSMUSG00000027612	6
ENSMUSG00000027613	1618
ENSMUSG00000027615	690
ENSMUSG00000027618	138
ENSMUSG00000027620	2888
ENSMUSG00000027624	134
ENSMUSG00000027628	464
ENSMUSG00000027630	1259
ENSMUSG00000027634	161
ENSMUSG00000027635	61
ENSMUSG00000027636	3
ENSMUSG00000027637	2156
ENSMUSG00000027639	35491
ENSMUSG00000027641	1334
ENSMUSG00000027642	3204
ENSMUSG00000027643	0
ENSMUSG00000027646	2882
ENSMUSG00000027649	322
ENSMUSG00000027650	291
ENSMUSG00000027651	262
ENSMUSG00000027652	1140
ENSMUSG00000027654	10
ENSMUSG00000027655	150
ENSMUSG00000027656	1
ENSMUSG00000027660	4559
ENSMUSG00000027661	0
ENSMUSG00000027663	217
ENSMUSG00000027665	1011
ENSMUSG00000027667	302
ENSMUSG00000027668	251
ENSMUSG00000027669	879
ENSMUSG00000027670	204
ENSMUSG00000027671	394
ENSMUSG00000027673	444
ENSMUSG00000027674	0
ENSMUSG00000027676	36
ENSMUSG00000027677	443
ENSMUSG00000027678	2011
ENSMUSG00000027679	182
ENSMUSG00000027680	1957
ENSMUSG00000027684	0
ENSMUSG00000027690	0
ENSMUSG00000027692	8
ENSMUSG00000027695	199
ENSMUSG00000027698	1048
ENSMUSG00000027699	103
ENSMUSG00000027702	0
ENSMUSG00000027703	1
ENSMUSG00000027706	1461
ENSMUSG00000027708	531
ENSMUSG00000027709	180
ENSMUSG00000027710	266
ENSMUSG00000027712	11014
ENSMUSG00000027713	1
ENSMUSG00000027714	318
ENSMUSG00000027715	156
ENSMUSG00000027716	0
ENSMUSG00000027718	0
ENSMUSG00000027719	0
ENSMUSG00000027720	1
ENSMUSG00000027722	305
ENSMUSG00000027737	22571
ENSMUSG00000027739	252
ENSMUSG00000027742	390
ENSMUSG00000027744	0
ENSMUSG00000027746	1474
ENSMUSG00000027748	110
ENSMUSG00000027750	47
ENSMUSG00000027751	500
ENSMUSG00000027752	131
ENSMUSG00000027761	0
ENSMUSG00000027762	0
ENSMUSG00000027763	6300
ENSMUSG00000027765	83
ENSMUSG00000027770	466
ENSMUSG00000027774	702
ENSMUSG00000027775	4238
ENSMUSG00000027776	1027
ENSMUSG00000027777	4
ENSMUSG00000027778	79
ENSMUSG00000027782	3529
ENSMUSG00000027784	38
ENSMUSG00000027787	472
ENSMUSG00000027788	0
ENSMUSG00000027790	0
ENSMUSG00000027792	0
ENSMUSG00000027793	0
ENSMUSG00000027794	0
ENSMUSG00000027796	0
ENSMUSG00000027797	1
ENSMUSG00000027799	1
ENSMUSG00000027800	3
ENSMUSG00000027801	0
ENSMUSG00000027803	0
ENSMUSG00000027804	221
ENSMUSG00000027805	15
ENSMUSG00000027806	519
ENSMUSG00000027808	6113
ENSMUSG00000027809	316
ENSMUSG00000027810	676
ENSMUSG00000027811	35
ENSMUSG00000027820	0
ENSMUSG00000027822	716
ENSMUSG00000027823	480
ENSMUSG00000027824	3
ENSMUSG00000027827	105
ENSMUSG00000027828	6127
ENSMUSG00000027829	2019
ENSMUSG00000027831	9
ENSMUSG00000027832	12556
ENSMUSG00000027833	5
ENSMUSG00000027834	26
ENSMUSG00000027835	1100
ENSMUSG00000027840	0
ENSMUSG00000027843	240
ENSMUSG00000027845	318
ENSMUSG00000027848	4
ENSMUSG00000027849	0
ENSMUSG00000027852	1854
ENSMUSG00000027854	386
ENSMUSG00000027855	0
ENSMUSG00000027857	0
ENSMUSG00000027858	6
ENSMUSG00000027859	0
ENSMUSG00000027860	2
ENSMUSG00000027861	0
ENSMUSG00000027863	1
ENSMUSG00000027864	242
ENSMUSG00000027865	354
ENSMUSG00000027867	0
ENSMUSG00000027868	1
ENSMUSG00000027869	0
ENSMUSG00000027870	0
ENSMUSG00000027871	0
ENSMUSG00000027875	0
ENSMUSG00000027876	0
ENSMUSG00000027878	7685
ENSMUSG00000027879	623
ENSMUSG00000027880	0
ENSMUSG00000027881	3200
ENSMUSG00000027882	4566
ENSMUSG00000027883	852
ENSMUSG00000027884	350
ENSMUSG00000027886	0
ENSMUSG00000027887	0
ENSMUSG00000027889	440
ENSMUSG00000027890	206
ENSMUSG00000027893	2185
ENSMUSG00000027894	0
ENSMUSG00000027895	0
ENSMUSG00000027896	0
ENSMUSG00000027900	2384
ENSMUSG00000027901	89
ENSMUSG00000027902	0
ENSMUSG00000027905	124
ENSMUSG00000027907	9547
ENSMUSG00000027908	1
ENSMUSG00000027912	0
ENSMUSG00000027913	0
ENSMUSG00000027919	0
ENSMUSG00000027923	0
ENSMUSG00000027925	0
ENSMUSG00000027927	0
ENSMUSG00000027931	29
ENSMUSG00000027932	32
ENSMUSG00000027933	675
ENSMUSG00000027935	77
ENSMUSG00000027936	1137
ENSMUSG00000027937	235
ENSMUSG00000027938	51
ENSMUSG00000027939	43
ENSMUSG00000027940	11143
ENSMUSG00000027942	79
ENSMUSG00000027944	1241
ENSMUSG00000027947	503
ENSMUSG00000027950	49
ENSMUSG00000027951	7711
ENSMUSG00000027952	959
ENSMUSG00000027953	190
ENSMUSG00000027954	0
ENSMUSG00000027955	43
ENSMUSG00000027956	5
ENSMUSG00000027957	883
ENSMUSG00000027959	899
ENSMUSG00000027961	6
ENSMUSG00000027962	1607
ENSMUSG00000027963	82
ENSMUSG00000027965	0
ENSMUSG00000027966	0
ENSMUSG00000027967	0
ENSMUSG00000027968	269
ENSMUSG00000027971	0
ENSMUSG00000027973	0
ENSMUSG00000027977	0
ENSMUSG00000027978	0
ENSMUSG00000027981	131
ENSMUSG00000027983	2
ENSMUSG00000027984	149
ENSMUSG00000027985	0
ENSMUSG00000027993	30
ENSMUSG00000027994	883
ENSMUSG00000027995	9178
ENSMUSG00000027996	0
ENSMUSG00000027997	122
ENSMUSG00000027998	435
ENSMUSG00000027999	74
ENSMUSG00000028001	0
ENSMUSG00000028003	0
ENSMUSG00000028004	0
ENSMUSG00000028005	2
ENSMUSG00000028007	250
ENSMUSG00000028008	0
ENSMUSG00000028010	81
ENSMUSG00000028011	0
ENSMUSG00000028012	0
ENSMUSG00000028013	101
ENSMUSG00000028015	623
ENSMUSG00000028016	1020
ENSMUSG00000028017	2
ENSMUSG00000028018	69
ENSMUSG00000028019	33
ENSMUSG00000028020	0
ENSMUSG00000028023	0
ENSMUSG00000028024	1
ENSMUSG00000028028	1012
ENSMUSG00000028029	315
ENSMUSG00000028030	375
ENSMUSG00000028031	3
ENSMUSG00000028032	603
ENSMUSG00000028033	4
ENSMUSG00000028034	1384
ENSMUSG00000028035	459
ENSMUSG00000028036	0
ENSMUSG00000028037	9662
ENSMUSG00000028039	0
ENSMUSG00000028040	0
ENSMUSG00000028041	2576
ENSMUSG00000028042	2087
ENSMUSG00000028044	227
ENSMUSG00000028047	6
ENSMUSG00000028048	2045
ENSMUSG00000028049	610
ENSMUSG00000028051	4
ENSMUSG00000028053	1209
ENSMUSG00000028057	1178
ENSMUSG00000028059	2371
ENSMUSG00000028060	645
ENSMUSG00000028062	501
ENSMUSG00000028063	362
ENSMUSG00000028064	14471
ENSMUSG00000028066	226
ENSMUSG00000028068	175
ENSMUSG00000028069	208
ENSMUSG00000028070	494
ENSMUSG00000028071	0
ENSMUSG00000028072	0
ENSMUSG00000028073	4
ENSMUSG00000028076	554
ENSMUSG00000028078	5
ENSMUSG00000028080	124
ENSMUSG00000028081	4688
ENSMUSG00000028082	79
ENSMUSG00000028085	131
ENSMUSG00000028086	566
ENSMUSG00000028088	27
ENSMUSG00000028089	125
ENSMUSG00000028093	43
ENSMUSG00000028096	195
ENSMUSG00000028098	3231
ENSMUSG00000028099	1846
ENSMUSG00000028100	697
ENSMUSG00000028101	161
ENSMUSG00000028102	80
ENSMUSG00000028104	67
ENSMUSG00000028106	619
ENSMUSG00000028107	130
ENSMUSG00000028108	659
ENSMUSG00000028109	3
ENSMUSG00000028111	1047
ENSMUSG00000028114	335
ENSMUSG00000028115	4
ENSMUSG00000028116	0
ENSMUSG00000028121	158
ENSMUSG00000028124	2873
ENSMUSG00000028125	0
ENSMUSG00000028126	737
ENSMUSG00000028127	416
ENSMUSG00000028128	141
ENSMUSG00000028132	0
ENSMUSG00000028133	4
ENSMUSG00000028134	154
ENSMUSG00000028136	1244
ENSMUSG00000028137	1
ENSMUSG00000028138	444
ENSMUSG00000028139	8
ENSMUSG00000028140	291
ENSMUSG00000028141	1
ENSMUSG00000028145	77
ENSMUSG00000028148	0
ENSMUSG00000028149	1559
ENSMUSG00000028150	0
ENSMUSG00000028152	899
ENSMUSG00000028156	1606
ENSMUSG00000028158	19
ENSMUSG00000028159	155
ENSMUSG00000028161	1307
ENSMUSG00000028163	8802
ENSMUSG00000028164	299
ENSMUSG00000028165	658
ENSMUSG00000028167	24
ENSMUSG00000028172	0
ENSMUSG00000028173	531
ENSMUSG00000028174	0
ENSMUSG00000028175	16
ENSMUSG00000028176	0
ENSMUSG00000028179	7
ENSMUSG00000028180	554
ENSMUSG00000028182	1
ENSMUSG00000028184	94
ENSMUSG00000028185	0
ENSMUSG00000028186	0
ENSMUSG00000028187	356
ENSMUSG00000028188	12
ENSMUSG00000028189	406
ENSMUSG00000028191	913
ENSMUSG00000028194	0
ENSMUSG00000028195	8
ENSMUSG00000028197	26
ENSMUSG00000028199	12
ENSMUSG00000028207	836
ENSMUSG00000028211	251
ENSMUSG00000028212	102
ENSMUSG00000028214	395
ENSMUSG00000028217	0
ENSMUSG00000028218	25
ENSMUSG00000028221	293
ENSMUSG00000028222	0
ENSMUSG00000028223	173
ENSMUSG00000028224	351
ENSMUSG00000028226	0
ENSMUSG00000028228	3009
ENSMUSG00000028229	19
ENSMUSG00000028232	503
ENSMUSG00000028233	580
ENSMUSG00000028234	2910
ENSMUSG00000028236	0
ENSMUSG00000028238	3119
ENSMUSG00000028240	0
ENSMUSG00000028243	94
ENSMUSG00000028245	345
ENSMUSG00000028246	0
ENSMUSG00000028247	177
ENSMUSG00000028248	522
ENSMUSG00000028249	9831
ENSMUSG00000028251	194
ENSMUSG00000028252	258
ENSMUSG00000028255	0
ENSMUSG00000028256	81
ENSMUSG00000028259	0
ENSMUSG00000028261	74
ENSMUSG00000028262	0
ENSMUSG00000028264	1
ENSMUSG00000028266	5218
ENSMUSG00000028268	27792
ENSMUSG00000028270	70333
ENSMUSG00000028271	816
ENSMUSG00000028273	1705
ENSMUSG00000028274	278
ENSMUSG00000028277	1541
ENSMUSG00000028278	115
ENSMUSG00000028280	0
ENSMUSG00000028282	331
ENSMUSG00000028284	626
ENSMUSG00000028287	0
ENSMUSG00000028289	0
ENSMUSG00000028291	421
ENSMUSG00000028292	150
ENSMUSG00000028293	102
ENSMUSG00000028294	0
ENSMUSG00000028295	52
ENSMUSG00000028298	0
ENSMUSG00000028300	1454
ENSMUSG00000028307	0
ENSMUSG00000028309	762
ENSMUSG00000028310	0
ENSMUSG00000028312	493
ENSMUSG00000028314	0
ENSMUSG00000028318	57
ENSMUSG00000028322	182
ENSMUSG00000028327	435
ENSMUSG00000028328	4
ENSMUSG00000028329	152
ENSMUSG00000028330	365
ENSMUSG00000028331	66
ENSMUSG00000028332	0
ENSMUSG00000028333	2378
ENSMUSG00000028334	585
ENSMUSG00000028337	4484
ENSMUSG00000028339	95
ENSMUSG00000028341	4698
ENSMUSG00000028343	1023
ENSMUSG00000028344	136
ENSMUSG00000028345	474
ENSMUSG00000028347	460
ENSMUSG00000028348	9
ENSMUSG00000028351	0
ENSMUSG00000028354	0
ENSMUSG00000028356	2
ENSMUSG00000028357	0
ENSMUSG00000028358	8
ENSMUSG00000028359	1
ENSMUSG00000028360	0
ENSMUSG00000028362	1401
ENSMUSG00000028364	555
ENSMUSG00000028367	10142
ENSMUSG00000028369	0
ENSMUSG00000028370	0
ENSMUSG00000028373	0
ENSMUSG00000028378	689
ENSMUSG00000028381	881
ENSMUSG00000028382	7112
ENSMUSG00000028383	462
ENSMUSG00000028385	480
ENSMUSG00000028386	0
ENSMUSG00000028389	5
ENSMUSG00000028391	1
ENSMUSG00000028392	0
ENSMUSG00000028393	71
ENSMUSG00000028394	383
ENSMUSG00000028396	0
ENSMUSG00000028397	395
ENSMUSG00000028398	222
ENSMUSG00000028399	0
ENSMUSG00000028402	2
ENSMUSG00000028403	1281
ENSMUSG00000028405	710
ENSMUSG00000028407	19
ENSMUSG00000028409	855
ENSMUSG00000028410	4959
ENSMUSG00000028411	305
ENSMUSG00000028412	895
ENSMUSG00000028413	2575
ENSMUSG00000028414	95
ENSMUSG00000028415	0
ENSMUSG00000028416	1966
ENSMUSG00000028417	0
ENSMUSG00000028419	2424
ENSMUSG00000028420	459
ENSMUSG00000028423	645
ENSMUSG00000028426	2843
ENSMUSG00000028427	0
ENSMUSG00000028430	574
ENSMUSG00000028431	249
ENSMUSG00000028433	559
ENSMUSG00000028434	5
ENSMUSG00000028435	0
ENSMUSG00000028436	1082
ENSMUSG00000028437	2195
ENSMUSG00000028438	23
ENSMUSG00000028439	742
ENSMUSG00000028441	3
ENSMUSG00000028443	119
ENSMUSG00000028444	0
ENSMUSG00000028445	1
ENSMUSG00000028447	712
ENSMUSG00000028451	1
ENSMUSG00000028452	7770
ENSMUSG00000028453	131
ENSMUSG00000028454	79
ENSMUSG00000028455	387
ENSMUSG00000028456	10
ENSMUSG00000028457	0
ENSMUSG00000028458	2037
ENSMUSG00000028459	461
ENSMUSG00000028460	0
ENSMUSG00000028461	73
ENSMUSG00000028463	47
ENSMUSG00000028464	14
ENSMUSG00000028465	11564
ENSMUSG00000028466	561
ENSMUSG00000028467	85
ENSMUSG00000028468	565
ENSMUSG00000028469	2
ENSMUSG00000028470	56
ENSMUSG00000028475	0
ENSMUSG00000028476	10
ENSMUSG00000028478	5882
ENSMUSG00000028479	104
ENSMUSG00000028480	6207
ENSMUSG00000028483	169
ENSMUSG00000028484	473
ENSMUSG00000028487	0
ENSMUSG00000028488	0
ENSMUSG00000028492	1
ENSMUSG00000028494	5333
ENSMUSG00000028495	4972
ENSMUSG00000028496	285
ENSMUSG00000028497	448
ENSMUSG00000028514	1367
ENSMUSG00000028517	3595
ENSMUSG00000028518	2
ENSMUSG00000028519	0
ENSMUSG00000028520	0
ENSMUSG00000028521	124
ENSMUSG00000028522	851
ENSMUSG00000028523	0
ENSMUSG00000028524	0
ENSMUSG00000028525	1804
ENSMUSG00000028527	437
ENSMUSG00000028528	0
ENSMUSG00000028530	5637
ENSMUSG00000028532	1
ENSMUSG00000028533	0
ENSMUSG00000028536	0
ENSMUSG00000028538	1592
ENSMUSG00000028539	2
ENSMUSG00000028540	73
ENSMUSG00000028541	3
ENSMUSG00000028542	17
ENSMUSG00000028544	0
ENSMUSG00000028545	0
ENSMUSG00000028546	4
ENSMUSG00000028549	10
ENSMUSG00000028550	310
ENSMUSG00000028551	28
ENSMUSG00000028552	920
ENSMUSG00000028553	17
ENSMUSG00000028555	4
ENSMUSG00000028556	669
ENSMUSG00000028557	991
ENSMUSG00000028558	0
ENSMUSG00000028559	1350
ENSMUSG00000028560	684
ENSMUSG00000028563	517
ENSMUSG00000028565	7
ENSMUSG00000028567	451
ENSMUSG00000028568	207
ENSMUSG00000028571	0
ENSMUSG00000028572	12
ENSMUSG00000028573	81
ENSMUSG00000028575	8
ENSMUSG00000028576	37
ENSMUSG00000028577	1319
ENSMUSG00000028578	146
ENSMUSG00000028580	790
ENSMUSG00000028581	14705
ENSMUSG00000028582	415
ENSMUSG00000028583	4339
ENSMUSG00000028584	0
ENSMUSG00000028587	56
ENSMUSG00000028589	0
ENSMUSG00000028591	0
ENSMUSG00000028593	0
ENSMUSG00000028597	7
ENSMUSG00000028599	47868
ENSMUSG00000028600	2
ENSMUSG00000028601	0
ENSMUSG00000028602	441
ENSMUSG00000028603	1135
ENSMUSG00000028607	283
ENSMUSG00000028608	231
ENSMUSG00000028609	259
ENSMUSG00000028610	0
ENSMUSG00000028613	170
ENSMUSG00000028614	144
ENSMUSG00000028617	124
ENSMUSG00000028618	1748
ENSMUSG00000028619	499
ENSMUSG00000028621	9
ENSMUSG00000028622	322
ENSMUSG00000028626	0
ENSMUSG00000028629	207
ENSMUSG00000028630	2570
ENSMUSG00000028631	0
ENSMUSG00000028633	52
ENSMUSG00000028634	4624
ENSMUSG00000028635	0
ENSMUSG00000028636	62
ENSMUSG00000028637	0
ENSMUSG00000028639	9651
ENSMUSG00000028640	0
ENSMUSG00000028641	281
ENSMUSG00000028642	4
ENSMUSG00000028643	651
ENSMUSG00000028644	5
ENSMUSG00000028645	3279
ENSMUSG00000028646	3802
ENSMUSG00000028647	98
ENSMUSG00000028648	472
ENSMUSG00000028649	7772
ENSMUSG00000028651	164
ENSMUSG00000028653	104
ENSMUSG00000028654	21
ENSMUSG00000028655	0
ENSMUSG00000028656	10835
ENSMUSG00000028657	1132
ENSMUSG00000028661	0
ENSMUSG00000028664	0
ENSMUSG00000028668	3865
ENSMUSG00000028669	107
ENSMUSG00000028670	1119
ENSMUSG00000028671	57
ENSMUSG00000028672	486
ENSMUSG00000028673	1339
ENSMUSG00000028675	1022
ENSMUSG00000028676	1060
ENSMUSG00000028677	504
ENSMUSG00000028678	47
ENSMUSG00000028680	617
ENSMUSG00000028681	2
ENSMUSG00000028683	97
ENSMUSG00000028684	100
ENSMUSG00000028687	8
ENSMUSG00000028688	166
ENSMUSG00000028689	47
ENSMUSG00000028690	40
ENSMUSG00000028691	71131
ENSMUSG00000028692	34273
ENSMUSG00000028693	624
ENSMUSG00000028696	27
ENSMUSG00000028698	22
ENSMUSG00000028699	0
ENSMUSG00000028700	318
ENSMUSG00000028701	2
ENSMUSG00000028702	134
ENSMUSG00000028703	1238
ENSMUSG00000028706	266
ENSMUSG00000028707	0
ENSMUSG00000028708	629
ENSMUSG00000028709	389
ENSMUSG00000028710	41
ENSMUSG00000028712	0
ENSMUSG00000028713	0
ENSMUSG00000028715	0
ENSMUSG00000028716	371
ENSMUSG00000028717	27
ENSMUSG00000028718	95
ENSMUSG00000028719	1969
ENSMUSG00000028729	490
ENSMUSG00000028730	0
ENSMUSG00000028736	0
ENSMUSG00000028737	76
ENSMUSG00000028738	0
ENSMUSG00000028741	162
ENSMUSG00000028743	70
ENSMUSG00000028744	164
ENSMUSG00000028745	6785
ENSMUSG00000028747	0
ENSMUSG00000028749	0
ENSMUSG00000028750	0
ENSMUSG00000028751	0
ENSMUSG00000028753	0
ENSMUSG00000028755	2
ENSMUSG00000028756	180
ENSMUSG00000028757	2199
ENSMUSG00000028758	0
ENSMUSG00000028759	2276
ENSMUSG00000028760	2559
ENSMUSG00000028763	20
ENSMUSG00000028766	1
ENSMUSG00000028771	1902
ENSMUSG00000028772	310
ENSMUSG00000028773	862
ENSMUSG00000028776	2
ENSMUSG00000028777	12
ENSMUSG00000028778	0
ENSMUSG00000028779	1001
ENSMUSG00000028780	6
ENSMUSG00000028782	0
ENSMUSG00000028784	0
ENSMUSG00000028785	2
ENSMUSG00000028786	3
ENSMUSG00000028788	4794
ENSMUSG00000028789	23
ENSMUSG00000028790	1852
ENSMUSG00000028792	1756
ENSMUSG00000028793	11383
ENSMUSG00000028794	13
ENSMUSG00000028795	104
ENSMUSG00000028796	2483
ENSMUSG00000028797	1272
ENSMUSG00000028798	802
ENSMUSG00000028799	194
ENSMUSG00000028800	2431
ENSMUSG00000028801	1
ENSMUSG00000028803	220
ENSMUSG00000028804	0
ENSMUSG00000028807	37
ENSMUSG00000028809	2921
ENSMUSG00000028811	309
ENSMUSG00000028813	0
ENSMUSG00000028820	1760
ENSMUSG00000028821	1357
ENSMUSG00000028822	3433
ENSMUSG00000028825	1
ENSMUSG00000028826	560
ENSMUSG00000028830	801
ENSMUSG00000028832	523
ENSMUSG00000028833	392
ENSMUSG00000028834	0
ENSMUSG00000028836	0
ENSMUSG00000028837	2205
ENSMUSG00000028838	13
ENSMUSG00000028840	223
ENSMUSG00000028841	3
ENSMUSG00000028842	2194
ENSMUSG00000028843	6629
ENSMUSG00000028845	14
ENSMUSG00000028847	972
ENSMUSG00000028848	295
ENSMUSG00000028849	3259
ENSMUSG00000028850	233
ENSMUSG00000028851	984
ENSMUSG00000028854	1781
ENSMUSG00000028857	311
ENSMUSG00000028859	593
ENSMUSG00000028860	2
ENSMUSG00000028861	617
ENSMUSG00000028862	54
ENSMUSG00000028863	208
ENSMUSG00000028864	599
ENSMUSG00000028865	0
ENSMUSG00000028868	3436
ENSMUSG00000028869	387
ENSMUSG00000028871	0
ENSMUSG00000028873	138
ENSMUSG00000028874	2355
ENSMUSG00000028876	0
ENSMUSG00000028878	593
ENSMUSG00000028879	1373
ENSMUSG00000028882	406
ENSMUSG00000028883	6
ENSMUSG00000028884	174
ENSMUSG00000028885	1748
ENSMUSG00000028886	1107
ENSMUSG00000028889	255
ENSMUSG00000028890	571
ENSMUSG00000028893	414
ENSMUSG00000028894	2339
ENSMUSG00000028896	142
ENSMUSG00000028898	254
ENSMUSG00000028899	326
ENSMUSG00000028901	220
ENSMUSG00000028902	591
ENSMUSG00000028906	563
ENSMUSG00000028907	678
ENSMUSG00000028909	2
ENSMUSG00000028910	173
ENSMUSG00000028911	610
ENSMUSG00000028914	653
ENSMUSG00000028917	1214
ENSMUSG00000028919	0
ENSMUSG00000028920	1038
ENSMUSG00000028923	3178
ENSMUSG00000028926	729
ENSMUSG00000028927	24
ENSMUSG00000028931	928
ENSMUSG00000028932	2003
ENSMUSG00000028933	21
ENSMUSG00000028936	1621
ENSMUSG00000028937	1276
ENSMUSG00000028938	0
ENSMUSG00000028940	0
ENSMUSG00000028943	33
ENSMUSG00000028944	37
ENSMUSG00000028945	1152
ENSMUSG00000028946	0
ENSMUSG00000028948	365
ENSMUSG00000028949	4
ENSMUSG00000028950	0
ENSMUSG00000028952	50
ENSMUSG00000028953	1017
ENSMUSG00000028954	5563
ENSMUSG00000028955	1611
ENSMUSG00000028957	22
ENSMUSG00000028958	200
ENSMUSG00000028959	546
ENSMUSG00000028960	1011
ENSMUSG00000028961	11853
ENSMUSG00000028962	898
ENSMUSG00000028963	0
ENSMUSG00000028964	321
ENSMUSG00000028965	159
ENSMUSG00000028967	183
ENSMUSG00000028969	246
ENSMUSG00000028970	160
ENSMUSG00000028971	0
ENSMUSG00000028972	0
ENSMUSG00000028973	148
ENSMUSG00000028974	137
ENSMUSG00000028975	457
ENSMUSG00000028976	1
ENSMUSG00000028977	116
ENSMUSG00000028978	0
ENSMUSG00000028979	0
ENSMUSG00000028980	751
ENSMUSG00000028982	94
ENSMUSG00000028986	104
ENSMUSG00000028988	55
ENSMUSG00000028989	0
ENSMUSG00000028990	165
ENSMUSG00000028991	1221
ENSMUSG00000028992	151
ENSMUSG00000028995	1192
ENSMUSG00000028996	0
ENSMUSG00000028998	468
ENSMUSG00000028999	129
ENSMUSG00000029001	21
ENSMUSG00000029003	159
ENSMUSG00000029004	1504
ENSMUSG00000029005	9
ENSMUSG00000029007	4405
ENSMUSG00000029009	6730
ENSMUSG00000029012	128
ENSMUSG00000029014	2038
ENSMUSG00000029015	0
ENSMUSG00000029016	440
ENSMUSG00000029017	1198
ENSMUSG00000029019	1
ENSMUSG00000029020	578
ENSMUSG00000029022	117
ENSMUSG00000029026	1
ENSMUSG00000029027	25
ENSMUSG00000029028	596
ENSMUSG00000029029	121
ENSMUSG00000029030	1038
ENSMUSG00000029032	0
ENSMUSG00000029033	89
ENSMUSG00000029034	429
ENSMUSG00000029036	131
ENSMUSG00000029038	1596
ENSMUSG00000029047	31
ENSMUSG00000029048	1255
ENSMUSG00000029049	4
ENSMUSG00000029050	995
ENSMUSG00000029053	0
ENSMUSG00000029054	0
ENSMUSG00000029055	0
ENSMUSG00000029056	241
