ENSEMBL	SYMBOL
ENSMUSG00000018427	Ypel2
ENSMUSG00000071669	Snx29
ENSMUSG00000037104	Socs5
ENSMUSG00000027962	Vcam1
ENSMUSG00000050394	Armcx6
ENSMUSG00000038402	Foxf2
ENSMUSG00000061751	Kalrn
ENSMUSG00000050390	C77080
ENSMUSG00000034930	Rtkn
ENSMUSG00000011171	Vipr2
ENSMUSG00000028859	Csf3r
ENSMUSG00000032827	Ppp1r9a
ENSMUSG00000076937	Iglc2
ENSMUSG00000035242	Oaz1
ENSMUSG00000025059	Gk
ENSMUSG00000048217	Nags
ENSMUSG00000028521	Slc35d1
ENSMUSG00000050395	Tnfsf15
ENSMUSG00000052749	Trim30b
ENSMUSG00000023903	Mmp25
ENSMUSG00000040829	Zmynd15
ENSMUSG00000020961	Ston2
ENSMUSG00000053436	Mapk14
ENSMUSG00000029521	Chek2
ENSMUSG00000028028	Alpk1
ENSMUSG00000038831	Ralgps1
ENSMUSG00000040158	Tax1bp3
ENSMUSG00000022476	Polr3h
ENSMUSG00000045502	Hcar2
ENSMUSG00000039745	Htatip2
ENSMUSG00000000204	Slfn4
ENSMUSG00000043415	Otud1
ENSMUSG00000021702	Thbs4
ENSMUSG00000043439	Epop
ENSMUSG00000044927	H1f10
ENSMUSG00000029632	Ndufa4
ENSMUSG00000031765	Mt1
ENSMUSG00000038368	Focad
ENSMUSG00000036944	Tmem71
ENSMUSG00000001911	Nfix
ENSMUSG00000049093	Il23r
ENSMUSG00000036599	Chst12
ENSMUSG00000020312	Shc2
ENSMUSG00000037907	Ankrd13b
ENSMUSG00000023809	Rps6ka2
ENSMUSG00000003123	Lipe
ENSMUSG00000005225	Plekha8
ENSMUSG00000019790	Stxbp5
ENSMUSG00000102418	Sh2d1b1
ENSMUSG00000003380	Rabac1
ENSMUSG00000044783	A730008H23Rik
ENSMUSG00000028413	B4galt1
ENSMUSG00000022812	Gsk3b
ENSMUSG00000047945	Marcksl1
ENSMUSG00000066324	Bpnt2
ENSMUSG00000079173	Zan
ENSMUSG00000022180	Slc7a8
ENSMUSG00000004665	Cnn2
ENSMUSG00000028717	Tal1
ENSMUSG00000032666	1700025G04Rik
ENSMUSG00000093930	Hmgcs1
ENSMUSG00000034714	Ttyh2
ENSMUSG00000020407	Upp1
ENSMUSG00000021701	Plk2
ENSMUSG00000078861	Zfp931
ENSMUSG00000047842	Diras2
ENSMUSG00000052760	A630001G21Rik
ENSMUSG00000032366	Tpm1
ENSMUSG00000040747	Cd53
ENSMUSG00000038658	Ric1
ENSMUSG00000059089	Fcgr4
ENSMUSG00000071037	Camkmt
ENSMUSG00000075254	Heg1
ENSMUSG00000009731	Kcnd1
ENSMUSG00000044674	Fzd1
ENSMUSG00000066800	Rnasel
ENSMUSG00000032220	Myo1e
ENSMUSG00000000791	Il12rb1
ENSMUSG00000038740	Mvb12b
ENSMUSG00000056888	Glipr1
ENSMUSG00000041695	Kcnj2
ENSMUSG00000001588	Acap1
ENSMUSG00000038540	Tmc3
ENSMUSG00000039414	Heatr5b
ENSMUSG00000021591	Glrx
ENSMUSG00000031389	Arhgap4
ENSMUSG00000023087	Noct
ENSMUSG00000026817	Ak1
ENSMUSG00000060044	Tmem26
ENSMUSG00000001627	Ifrd1
ENSMUSG00000014776	Nol3
ENSMUSG00000030124	Lag3
ENSMUSG00000039153	Runx2
ENSMUSG00000085795	Zfp703
ENSMUSG00000020709	Adap2
ENSMUSG00000049939	Lrrc4
ENSMUSG00000109864	Eid3
ENSMUSG00000027459	Fam110a
ENSMUSG00000042684	Npl
ENSMUSG00000001300	Efnb2
ENSMUSG00000048327	Ckap2l
ENSMUSG00000056749	Nfil3
ENSMUSG00000044986	Tst
ENSMUSG00000057530	Ece1
ENSMUSG00000029417	Cxcl9
ENSMUSG00000111375	Btbd8
ENSMUSG00000029283	Cdc7
ENSMUSG00000029650	Slc46a3
ENSMUSG00000074093	Svip
ENSMUSG00000022219	Cideb
ENSMUSG00000078922	Tgtp1
ENSMUSG00000019832	Rab32
ENSMUSG00000066000	Zfp979
ENSMUSG00000022957	Itsn1
ENSMUSG00000047821	Trim16
ENSMUSG00000037818	Abhd18
ENSMUSG00000011154	Cfap161
ENSMUSG00000073412	Lst1
ENSMUSG00000032815	Fanca
ENSMUSG00000033949	Trim36
ENSMUSG00000040964	Arhgef10l
ENSMUSG00000024610	Cd74
ENSMUSG00000042460	C1galt1
ENSMUSG00000024726	Carnmt1
ENSMUSG00000021886	Gpr65
ENSMUSG00000068747	Sort1
ENSMUSG00000040435	Ppp1r15a
ENSMUSG00000079227	Ccr5
ENSMUSG00000058881	Zfp516
ENSMUSG00000041483	Zfp281
ENSMUSG00000034266	Batf
ENSMUSG00000016524	Il19
ENSMUSG00000032265	Tent5a
ENSMUSG00000019055	Plod1
ENSMUSG00000053560	Ier2
ENSMUSG00000021222	Dcaf4
ENSMUSG00000040722	Scamp5
ENSMUSG00000020099	Unc5b
ENSMUSG00000030231	Plekha5
ENSMUSG00000006526	Stimate
ENSMUSG00000036098	Myrf
ENSMUSG00000044626	Liph
ENSMUSG00000038058	Nod1
ENSMUSG00000022505	Emp2
ENSMUSG00000033326	Kdm4a
ENSMUSG00000027006	Dnajc10
ENSMUSG00000041417	Pik3r1
ENSMUSG00000039911	Spsb1
ENSMUSG00000027002	Nckap1
ENSMUSG00000030067	Foxp1
ENSMUSG00000036867	Smad6
ENSMUSG00000020701	Tmem132e
ENSMUSG00000039994	Timeless
ENSMUSG00000024109	Nrxn1
ENSMUSG00000060961	Slc4a4
ENSMUSG00000029166	Mapre3
ENSMUSG00000025058	Tasl
ENSMUSG00000020023	Tmcc3
ENSMUSG00000020865	Abcc3
ENSMUSG00000043385	Or2k2
ENSMUSG00000069769	Msi2
ENSMUSG00000042066	Tmcc2
ENSMUSG00000026065	Slc9a4
ENSMUSG00000037960	Card19
ENSMUSG00000073700	Klhl21
ENSMUSG00000021273	Fdft1
ENSMUSG00000022856	Tmem41a
ENSMUSG00000031828	Klhl36
ENSMUSG00000029103	Lrpap1
ENSMUSG00000022899	Slc15a2
ENSMUSG00000029915	Clec5a
ENSMUSG00000061143	Maml3
ENSMUSG00000049130	C5ar1
ENSMUSG00000027188	Pamr1
ENSMUSG00000030474	Siglece
ENSMUSG00000006763	Saal1
ENSMUSG00000044068	NA
ENSMUSG00000054708	Ankrd24
ENSMUSG00000058470	Gm8369
ENSMUSG00000042244	Pglyrp3
ENSMUSG00000049823	Zbtb12
ENSMUSG00000032890	Rims3
ENSMUSG00000069094	Pde7a
ENSMUSG00000036362	P2ry13
ENSMUSG00000044244	Il20rb
ENSMUSG00000031431	Tsc22d3
ENSMUSG00000040557	Mettl27
ENSMUSG00000027175	Tcp11l1
ENSMUSG00000031995	St14
ENSMUSG00000024778	Fas
ENSMUSG00000023206	Il15ra
ENSMUSG00000024786	Majin
ENSMUSG00000032484	Ngp
ENSMUSG00000025321	Itgb8
ENSMUSG00000035373	Ccl7
ENSMUSG00000025279	Dnase1l3
ENSMUSG00000019996	Map7
ENSMUSG00000035148	Gpr33
ENSMUSG00000009292	Trpm2
ENSMUSG00000026525	Opn3
ENSMUSG00000042289	Hsd3b7
ENSMUSG00000068699	Flnc
ENSMUSG00000026235	Epha4
ENSMUSG00000021094	Dhrs7
ENSMUSG00000096630	Vmn2r26
ENSMUSG00000047344	Lancl3
ENSMUSG00000018378	2210416O15Rik
ENSMUSG00000002228	Ppm1j
ENSMUSG00000034488	Edil3
ENSMUSG00000038843	Gcnt1
ENSMUSG00000048200	Cracr2b
ENSMUSG00000028251	Tstd3
ENSMUSG00000056592	Zfp658
ENSMUSG00000042444	Mindy2
ENSMUSG00000026384	Ptpn4
ENSMUSG00000051586	Mical3
ENSMUSG00000028965	Tnfrsf9
ENSMUSG00000028167	Bdh2
ENSMUSG00000061825	Ces2c
ENSMUSG00000015854	Cd5l
ENSMUSG00000020022	Ndufa12
ENSMUSG00000021127	Zfp36l1
ENSMUSG00000026558	Uck2
ENSMUSG00000023830	Igf2r
ENSMUSG00000027323	Rad51
ENSMUSG00000027508	Pag1
ENSMUSG00000016028	Celsr1
ENSMUSG00000026478	Lamc1
ENSMUSG00000015947	Fcgr1
ENSMUSG00000051335	Gfod1
ENSMUSG00000003206	Ebi3
ENSMUSG00000017652	Cd40
ENSMUSG00000049928	Glp2r
ENSMUSG00000035849	Krt222
ENSMUSG00000068744	Psrc1
ENSMUSG00000000730	Dnmt3l
ENSMUSG00000021579	Lrrc14b
ENSMUSG00000037664	Cdkn1c
ENSMUSG00000037904	Ankrd9
ENSMUSG00000026390	Marco
ENSMUSG00000024600	Slc27a6
ENSMUSG00000072762	4930522L14Rik
ENSMUSG00000029371	Cxcl5
ENSMUSG00000032018	Sc5d
ENSMUSG00000039960	Rhou
ENSMUSG00000034898	Filip1
ENSMUSG00000036155	Mgat5
ENSMUSG00000024423	Impact
ENSMUSG00000021417	Eci2
ENSMUSG00000030134	Rasgef1a
ENSMUSG00000030606	Hapln3
ENSMUSG00000024228	Nudt12
ENSMUSG00000038264	Sema7a
ENSMUSG00000040139	9430038I01Rik
ENSMUSG00000020656	Grhl1
ENSMUSG00000026770	Il2ra
ENSMUSG00000070369	Itgad
ENSMUSG00000040415	Dtx3
ENSMUSG00000022534	Mefv
ENSMUSG00000034485	Uaca
ENSMUSG00000019817	Plagl1
ENSMUSG00000048534	Jaml
ENSMUSG00000029005	Draxin
ENSMUSG00000067049	Unc93a
ENSMUSG00000027737	Slc7a11
ENSMUSG00000034758	Tle6
ENSMUSG00000042622	Maff
ENSMUSG00000033644	Piwil2
ENSMUSG00000033768	Nrxn2
ENSMUSG00000034349	Smc4
ENSMUSG00000024986	Hhex
ENSMUSG00000019935	Slc17a8
ENSMUSG00000024180	Pgap6
ENSMUSG00000002308	Cd320
ENSMUSG00000038963	Slco4a1
ENSMUSG00000031444	F10
ENSMUSG00000040855	Reps2
ENSMUSG00000001663	Gstt1
ENSMUSG00000017417	Plxdc1
ENSMUSG00000035776	Cd99l2
ENSMUSG00000001948	Spa17
ENSMUSG00000055639	Dach1
ENSMUSG00000039891	Txlnb
ENSMUSG00000037509	Arhgef4
ENSMUSG00000033174	Mgll
ENSMUSG00000025921	Rdh10
ENSMUSG00000045827	Serpinb9
ENSMUSG00000025375	Aatk
ENSMUSG00000090145	Ugt1a6b
ENSMUSG00000092021	Gbp11
ENSMUSG00000063851	Rnf183
ENSMUSG00000029204	Rhoh
ENSMUSG00000062995	Ica1
ENSMUSG00000044162	Tnip3
ENSMUSG00000042724	Map3k9
ENSMUSG00000039899	Fgl2
ENSMUSG00000089901	NA
ENSMUSG00000043017	Ptgir
ENSMUSG00000025986	Slc39a10
ENSMUSG00000063810	Alms1
ENSMUSG00000026875	Traf1
ENSMUSG00000001700	Gramd2b
ENSMUSG00000037428	Vgf
ENSMUSG00000057191	AB124611
ENSMUSG00000024378	Stard4
ENSMUSG00000030208	Emp1
ENSMUSG00000035914	Cd276
ENSMUSG00000026548	Slamf9
ENSMUSG00000020642	Rnf144a
ENSMUSG00000055435	Maf
ENSMUSG00000044092	C130050O18Rik
ENSMUSG00000020573	Pik3cg
ENSMUSG00000024397	Aif1
ENSMUSG00000030882	Dnhd1
ENSMUSG00000018500	Adora2b
ENSMUSG00000017767	Spata25
ENSMUSG00000055541	Lair1
ENSMUSG00000005410	Mcm5
ENSMUSG00000042265	Trem1
ENSMUSG00000037347	Chst7
ENSMUSG00000040699	Limd2
ENSMUSG00000027624	Epb41l1
ENSMUSG00000017754	Pltp
ENSMUSG00000026669	Mcm10
ENSMUSG00000055485	Soga1
ENSMUSG00000021997	Lrrc63
ENSMUSG00000030722	Nfatc2ip
ENSMUSG00000037482	Erv3
ENSMUSG00000068129	Cst7
ENSMUSG00000037681	Esyt3
ENSMUSG00000038172	Ttc39b
ENSMUSG00000042744	Hectd4
ENSMUSG00000041754	Trem3
ENSMUSG00000017314	Mpp2
ENSMUSG00000028832	Stmn1
ENSMUSG00000036353	P2ry12
ENSMUSG00000040717	Il17rd
ENSMUSG00000030745	Il21r
ENSMUSG00000035678	Tnfsf9
ENSMUSG00000031871	Cdh5
ENSMUSG00000036452	Arhgap26
ENSMUSG00000022346	Myc
ENSMUSG00000024727	Trpm6
ENSMUSG00000040631	Dok4
ENSMUSG00000020658	Efr3b
ENSMUSG00000015968	Cacna1d
ENSMUSG00000014773	Dll1
ENSMUSG00000049985	Ankrd55
ENSMUSG00000057337	Chst3
ENSMUSG00000034563	Ccpg1
ENSMUSG00000048806	Ifnb1
ENSMUSG00000014164	Klhl3
ENSMUSG00000041762	Gpr155
ENSMUSG00000027398	Il1b
ENSMUSG00000061013	Mkx
ENSMUSG00000005580	Adcy9
ENSMUSG00000046761	Fam83h
ENSMUSG00000029821	Gsdme
ENSMUSG00000030187	Klra2
ENSMUSG00000054958	Nt5c1a
ENSMUSG00000090093	Gm14399
ENSMUSG00000008822	Acyp1
ENSMUSG00000025856	Pdgfa
ENSMUSG00000035829	Ppp1r26
ENSMUSG00000049307	Fut4
ENSMUSG00000037474	Dtl
ENSMUSG00000034460	Six4
ENSMUSG00000001467	Cyp51
ENSMUSG00000022901	Cd86
ENSMUSG00000036768	Kif15
ENSMUSG00000018476	Kdm6b
ENSMUSG00000030600	Lrfn1
ENSMUSG00000024730	Ms4a8a
ENSMUSG00000027030	Stk39
ENSMUSG00000065968	Ifitm7
ENSMUSG00000025731	Mettl26
ENSMUSG00000015377	Dennd6b
ENSMUSG00000031910	Has3
ENSMUSG00000074476	Spc24
ENSMUSG00000035299	Mid1
ENSMUSG00000021364	Elovl2
ENSMUSG00000024247	Pkdcc
ENSMUSG00000039529	Atp8b1
ENSMUSG00000020377	Ltc4s
ENSMUSG00000019992	Mtfr2
ENSMUSG00000029173	Sepsecs
ENSMUSG00000045659	Plekha7
ENSMUSG00000071537	Klrg2
ENSMUSG00000004359	Spic
ENSMUSG00000029410	Ppef2
ENSMUSG00000027315	Spint1
ENSMUSG00000034329	Brip1
ENSMUSG00000025185	Loxl4
ENSMUSG00000030156	Cd69
ENSMUSG00000073418	C4b
ENSMUSG00000032261	Sh3bgrl2
ENSMUSG00000039942	Ptger4
ENSMUSG00000026822	Lcn2
ENSMUSG00000028873	Cdca8
ENSMUSG00000032915	Adgre4
ENSMUSG00000044072	Eml6
ENSMUSG00000059606	Rnase2b
ENSMUSG00000031714	Gab1
ENSMUSG00000026980	Ly75
ENSMUSG00000001270	Ckb
ENSMUSG00000059878	Zfp422
ENSMUSG00000021675	F2rl2
ENSMUSG00000042992	Borcs5
ENSMUSG00000000157	Itgb2l
ENSMUSG00000032940	Rbm11
ENSMUSG00000049848	Ceacam19
ENSMUSG00000001228	Uhrf1
ENSMUSG00000094786	NA
ENSMUSG00000022408	Fam83f
ENSMUSG00000042249	Grk3
ENSMUSG00000045136	Tubb2b
ENSMUSG00000071324	Armc2
ENSMUSG00000052212	Cd177
ENSMUSG00000031445	Proz
ENSMUSG00000059013	Sh2d3c
ENSMUSG00000024846	Cst6
ENSMUSG00000072825	Cep170b
ENSMUSG00000050824	Sstr5
ENSMUSG00000028362	Tnfsf8
ENSMUSG00000060397	Zfp128
ENSMUSG00000020914	Top2a
ENSMUSG00000020788	Atp2a3
ENSMUSG00000017499	Cdc6
ENSMUSG00000040003	Magi2
ENSMUSG00000013584	Aldh1a2
ENSMUSG00000015094	Npdc1
ENSMUSG00000039055	Eme1
ENSMUSG00000032507	Fbxl2
ENSMUSG00000035842	Ddx11
ENSMUSG00000025203	Scd2
ENSMUSG00000055322	Tns1
ENSMUSG00000047221	Fam185a
ENSMUSG00000029919	Hpgds
ENSMUSG00000038122	Tbc1d32
ENSMUSG00000026994	Galnt3
ENSMUSG00000054434	Tmem120b
ENSMUSG00000034156	Tspoap1
ENSMUSG00000001403	Ube2c
ENSMUSG00000020689	Itgb3
ENSMUSG00000031549	Ido2
ENSMUSG00000037224	Zfyve28
ENSMUSG00000045903	Npas4
ENSMUSG00000041707	Tmem273
ENSMUSG00000047495	Dlgap2
ENSMUSG00000060586	H2-Eb1
ENSMUSG00000009185	Ccl8
ENSMUSG00000028278	Rragd
ENSMUSG00000033595	Lgi3
ENSMUSG00000095648	Gm2004
ENSMUSG00000078867	Gm14418
ENSMUSG00000004791	Pgf
ENSMUSG00000022479	Vdr
ENSMUSG00000022790	Igsf11
ENSMUSG00000022026	Olfm4
ENSMUSG00000038415	Foxq1
ENSMUSG00000016498	Pdcd1lg2
ENSMUSG00000042523	Dnal1
ENSMUSG00000053931	Cnn3
ENSMUSG00000027670	Ocstamp
ENSMUSG00000027460	Angpt4
ENSMUSG00000051851	Rtl8c
ENSMUSG00000051435	Fhad1
ENSMUSG00000048445	Ccdc57
ENSMUSG00000044708	Kcnj10
ENSMUSG00000032204	Aqp9
ENSMUSG00000043461	Sptssb
ENSMUSG00000015880	Ncapg
ENSMUSG00000037544	Dlgap5
ENSMUSG00000020216	Jsrp1
ENSMUSG00000034842	Art3
ENSMUSG00000062991	Nrg1
ENSMUSG00000032387	Rbpms2
ENSMUSG00000049744	Arhgap15
ENSMUSG00000026077	Npas2
ENSMUSG00000020620	Abca8b
ENSMUSG00000017716	Birc5
ENSMUSG00000031791	Tmem38a
ENSMUSG00000028068	Iqgap3
ENSMUSG00000091764	Zfp964
ENSMUSG00000041431	Ccnb1
ENSMUSG00000016526	Dyrk3
ENSMUSG00000027956	Tmem144
ENSMUSG00000054939	Zfp174
ENSMUSG00000027339	Rassf2
ENSMUSG00000092074	Dynlt1a
ENSMUSG00000015396	Cd83
ENSMUSG00000028587	Orc1
ENSMUSG00000030031	Kbtbd8
ENSMUSG00000047592	Nxpe5
ENSMUSG00000047898	Ccr4
ENSMUSG00000046807	Lrrc75b
ENSMUSG00000035455	Fignl1
ENSMUSG00000041912	Tdrkh
ENSMUSG00000025350	Rdh5
ENSMUSG00000054675	Tmem119
ENSMUSG00000060716	Plekhh1
ENSMUSG00000021565	Slc6a19
ENSMUSG00000072680	NA
ENSMUSG00000044667	Plppr4
ENSMUSG00000034538	Zfp418
ENSMUSG00000062939	Stat4
ENSMUSG00000024033	Rsph1
ENSMUSG00000024056	Ndc80
ENSMUSG00000027306	Nusap1
ENSMUSG00000038267	Slc22a23
ENSMUSG00000072980	Oip5
ENSMUSG00000049804	Armcx4
ENSMUSG00000030399	Ckm
