>Log2FC2, padj<0.05	log2FoldChange	pvalue	padj
Acsm3	2.03097638029127	0.000203324265362375	0.00186436090933705
Gm9877	2.52860935962113	0.000214197794018049	0.00194575323454171
Fmnl3	2.16159091904411	0.000218083064310379	0.00197355045504408
Syt17	2.8278582561293	0.000231234931641094	0.00207189964124055
Rgs5	2.34818802713303	0.000264529712202276	0.00232542432788517
Tspan8	3.37334083090255	0.000290692209844443	0.00250893699618693
Sprn	2.5229441927176	0.00032061446924829	0.00270872334677017
Ctrl	4.50767966160422	0.000321615635826818	0.0027145788059612
Smim31	2.94399664183602	0.000321860618616995	0.0027155828396271
Zfp85	2.14018155989731	0.000341393288898611	0.00285021683626016
Arhgef26	2.06208757301231	0.000347968637402398	0.00289959168328948
Cacna1c	2.75108360912359	0.000372606440020278	0.00307085138396412
Zfp82	2.20670084320551	0.000379187358152076	0.00311825002529123
S100a8	6.38411278687792	0.000391289296155873	0.00320076104290191
2210010C04Rik	4.14552122510298	0.00042510302107743	0.00341993430442934
Unc5c	2.77069816730123	0.000484826108089821	0.00379367056083252
Col8a1	2.17195148469651	0.000489394302069787	0.00382486509344916
Pnlip	5.47143779972602	0.000516275091998012	0.0040004856686868
Sap30	2.0783336040444	0.000569227431820166	0.00433671185893227
Gja4	2.96013398465589	0.000607124407476304	0.00457377485322999
Chodl	3.03697801198752	0.00065049370307826	0.00481771898842337
Myoc	2.27358590696303	0.000651205788142283	0.00482163542602281
Rhbdl2	2.23963486506765	0.000675591709468971	0.00495606402076872
Plek2	2.57359734595567	0.000763491391574938	0.00545200001035882
P2ry1	2.09264836718732	0.000780736575454338	0.00553906070401221
Gm10717	3.07733805159691	0.000789628180465281	0.00559610682745154
Shisa3	2.50323386139083	0.000804217024759332	0.00567808300331287
Myl7	3.6161926734205	0.000811958486606815	0.00572505813646891
Gm47585	2.21265754212961	0.000821953896767959	0.00577886264427344
Tenm4	2.48815161453127	0.000857423998994106	0.00596765200940493
Muc2	6.81654674895158	0.000874576160089015	0.00606897257806956
Amy2a5	6.26635963989061	0.000883798606756767	0.00612005526400376
Sdc3	2.30895915130293	0.000900402279927327	0.00621702960053758
Ano9	5.55870941987156	0.000980411503089877	0.00665076983284822
Lgals4	2.13512285478979	0.00103075019299627	0.00693679849760884
Cpa2	4.71167985031756	0.00112911202561248	0.00746320353210744
Fgg	7.46824177988609	0.00115089367627943	0.00757861325203577
H2-Ab1	2.55563708666736	0.00115640944091008	0.00759212956376877
Adcy2	2.39505798702683	0.0012187929971903	0.00791283005357485
Oit1	9.79891940142864	0.00122120344865093	0.00792066053344674
Cel	5.48367294931616	0.00123111280932121	0.00797117515993428
Atp2a3	3.15798072446713	0.00125004576556615	0.00806201371776138
Crb2	2.54928618928094	0.00125646518881035	0.00809151278385159
Sprr2a3	7.21270231501218	0.00131666068354684	0.00839490853176607
Tspan1	5.61311303750493	0.00134496240241271	0.00853810953674498
Esyt3	2.76380009957	0.00149354733162673	0.0092907897027913
Gpr176	2.3616848076316	0.00155457064652339	0.0096022751815193
Kcnk1	4.95565799726914	0.00162063719203936	0.00991029814295197
Pianp	2.00435280700042	0.00199063594427918	0.0116166059862805
Erp27	3.14388908508963	0.00205476867472859	0.011924151124876
H2-Aa	2.74345086007956	0.00211342463226906	0.0121818277390671
Mctp2	2.55804884003999	0.00251415790179585	0.0140783209711672
Pnliprp2	6.68964328232738	0.0025923828841585	0.0144211919081323
Tmem125	2.94649642936896	0.00270071558218422	0.0149009489975923
Perp	2.15546158628501	0.00302823720003202	0.0163011737305591
Gm10719	2.84840431681656	0.00311103515983217	0.0166173595809719
Gm12671	7.97844397367623	0.00335900341616137	0.0176201999738698
Apol7a	2.03957528703843	0.00374769200149941	0.0192034541261093
Prss3	6.36292254931173	0.00423870744951959	0.0211716474983278
Rps6ka1	2.04874541867516	0.00426919310803269	0.0212868959615269
Gm9531	2.01915727029595	0.00457801086720651	0.0225302770702158
Col11a1	3.02174459948603	0.00492939936833767	0.0239367616865213
Ptprb	2.45350921160989	0.00495439486458683	0.0240116554352774
Gcnt1	2.14585491605081	0.00505283544668355	0.0243630758973431
Hoxc8	2.04284273792041	0.00562931491288035	0.0264730760481129
Gvin1	3.47964881401694	0.00566849068757515	0.0265955028567932
Mptx1	6.76512334771834	0.00606422383907811	0.0280519670361575
Tnc	2.14158695504984	0.00638078590306418	0.0292386926932432
Gm10721	2.37621868889897	0.00642046560848428	0.0293812719907829
H2-M2	2.92582453694877	0.00662247686885113	0.0300219712198633
Serpina1d	7.51601133744955	0.00668705824091904	0.0302469809394528
Iyd	2.1243119311071	0.00681343874143128	0.0307182747165094
Itih3	3.14796504612177	0.00748435615821495	0.0330243135615835
Col24a1	3.41511563991772	0.00750554840133276	0.0330845277804727
Lyz2	2.65258409209555	0.00833540784167578	0.0358592925741561
Rorc	2.36035355223431	0.00848621333539611	0.0363151461992809
Cd74	2.12924061786224	0.00939321628333432	0.0392919924893744
Reg4	5.84177234481462	0.00989007354409392	0.040908516466113
Fxyd3	2.16466068002572	0.0102658170322085	0.0421091848504912
Msc	2.08243582076331	0.011784549306037	0.0469579125407324
