>Log2FC2, padj<0.05	log2FoldChange	pvalue	padj
Shisal1	2.58151000236333	8.05318189092041e-06	0.00013296639996132
Gch1	3.30617164862604	8.32526995591329e-06	0.000136748474915379
Erp27	4.47477640860268	9.04922827372541e-06	0.000147276911532237
Ptprb	3.84762584825954	1.00600545822621e-05	0.000161692166790884
Cyp2b10	6.60214199858698	1.06502255062873e-05	0.000170423715511873
Serpina3m	4.06695839836514	1.11534439956583e-05	0.000177359987790871
Ugt1a6b	2.75150333638054	1.1304743880965e-05	0.000179429290050747
Cebpb	2.08646066617425	1.13834269012518e-05	0.000180565437191597
Acat3	2.21909714345445	1.28708561537845e-05	0.000201892201987835
Matn4	2.10266487716695	1.30386866410931e-05	0.000204146973659528
Slc17a9	2.12056350141649	1.5127051743642e-05	0.000233537064168541
Stard10	2.3861476019795	1.62802502124148e-05	0.000247878995300042
Mal2	4.08938732159626	1.88256402211078e-05	0.00028207398579971
Tpd52	2.01409532405503	1.90863120386845e-05	0.000285307264084439
Col28a1	2.83572108828247	2.01133930633202e-05	0.00029872853120388
Igha	12.8524903682636	2.42004853845766e-05	0.000352431696376648
Adgrf4	2.77778283842412	3.00473581686808e-05	0.000427627082458469
Gm14636	2.18430623869488	3.00534705766816e-05	0.000427627082458469
Depp1	2.97107282131989	3.32320895135539e-05	0.000465304152016044
Mboat2	3.25486637913885	3.50385584837748e-05	0.00048551794363321
Cnr1	4.39042777808948	3.89306943240169e-05	0.000531627693113199
Rab27b	2.5043320117675	4.76800168849262e-05	0.000640105485392301
Scel	3.41124654877009	4.85060254528434e-05	0.000649617167881128
Myl7	4.32016457420727	5.9394787382591e-05	0.000778469721019145
Gipc2	3.32493670847899	5.94692404441859e-05	0.000779043985973372
Gm12671	10.9161510941779	5.9847388491613e-05	0.00078238537129884
Fat3	3.60297402846664	6.55482320520078e-05	0.000848190786965091
Lcn2	2.1095504561272	6.9744395741997e-05	0.000898829574521925
Upk3b	2.34965684195083	7.846939808265e-05	0.000999619932388548
B130024G19Rik	2.6520620672384	8.63563710373344e-05	0.00108327983219384
Cckar	4.65237436211298	9.5710023804664e-05	0.00118424271303221
Nfkbid	2.69043769603333	0.000103642946572187	0.00126759461399278
Nfkbiz	2.11036477670072	0.000115673312810634	0.00139659322166951
Rnf144b	2.52559847431034	0.000119253607207327	0.00143233890905087
Amy2a1	8.66078434007355	0.000119435126530907	0.00143321800524034
Fam151a	2.45006488128792	0.00014354611887432	0.00168122854197021
Slc39a4	3.21953389233267	0.000145449452372986	0.00170116983693097
Gng2	2.58417336011601	0.000148862175350802	0.00173470143567591
Ltbp2	2.89881463039462	0.000166660722694262	0.00192359609439264
Tbx20	2.33279988376628	0.00018272816979221	0.0020816438948506
Pcdhb7	2.06072484662312	0.000214424457693984	0.00238920713662793
Csf3	4.73303599360826	0.000217156303057851	0.00241330127528496
Mctp2	3.1087306300154	0.000237776584390608	0.00261163940012958
Cacna1c	2.83574966461492	0.000245329104173039	0.00268069752118945
Emid1	2.28076957553513	0.000260124868543673	0.0028121955532302
Wwc1	2.39165681496702	0.000282313493359874	0.00302120589042993
Csrnp1	2.04857404683788	0.000294325182453676	0.00313261047059423
AU021092	2.76815427854089	0.000303046979293925	0.00321333425458992
Abcb1a	2.18724716800795	0.000308039820812692	0.00325696980965437
Tmem178	2.22256988780873	0.00033997876366938	0.00355576112732341
Scube1	3.03269100570014	0.00036088199049298	0.00373926095039324
Ptprq	3.6339249044224	0.000391353435654181	0.00400269032068245
Krt18	2.70380943011054	0.000413665441940426	0.0041972351126174
Try4	6.61515220403437	0.000415575322889435	0.00420974979676072
Gjb3	3.1317303559884	0.000477474182399744	0.00473692393128299
Gpx2	7.44519748192975	0.000525959037159458	0.00514961895951233
Bdnf	2.2994342205786	0.000584455218945033	0.00565510845666552
Rasgrp3	2.67407225804605	0.000602611701771831	0.00580052553226605
Pla2g7	2.65579136428857	0.0007587966964362	0.00701597221828482
Slurp1	4.07825804294587	0.000936393356331471	0.00838838328660112
Lrrc18	2.50479782757941	0.000936780912575402	0.00838838328660112
Pla2g1b	5.17687628879933	0.00105397518576643	0.00924118174085624
Kdr	2.02095595346542	0.00109276671952815	0.00954837779293549
Aqp1	2.61728170755058	0.00109755907684714	0.00957380262332494
Slc8a3	2.3851899365802	0.00113834734808954	0.00986192777508444
Esyt3	2.53178393667711	0.00121280911608771	0.010376210428924
Gata4	2.89763022968901	0.00127613963093942	0.0108089281798456
Gpr176	2.37221253094975	0.00148826659620035	0.0122904042681346
Irf8	2.4735778569437	0.00150512316553735	0.0124083819542095
Olr1	2.19831608470863	0.00158008545518888	0.0129144432237505
Acer2	2.04448216287686	0.00162450162679701	0.0132053078211533
Nlgn1	2.0553299469583	0.00187877083293122	0.0149099581675849
Gm9531	2.20516791296061	0.00195919720877415	0.0154709650395964
Fabp1	16.1220447063862	0.00204632943903955	0.0160124047618314
Esam	2.22056158054468	0.00206503070593283	0.0161363047817314
S1pr1	2.17197164608376	0.00226948568628238	0.017460710855117
Fgf10	2.12756269959501	0.00239359405400065	0.0183374257339785
Iyd	2.37467428247166	0.00248952659966934	0.0189694914143819
P2ry6	2.68876970286115	0.00252404211763137	0.0191693007541854
Apoo-ps	3.06186795239144	0.00320807885262701	0.0232862749031536
Bmpr1b	2.25702209628067	0.00420074305379267	0.0290329691842311
Prss2	4.81424930580817	0.00483811469301073	0.0324587710551936
Edil3	5.72822083870877	0.00581068616144608	0.0377583227771759
Krt8	2.25653672811106	0.00755505735580476	0.0464239834185712
Tmem125	2.67665691671733	0.00765046519991791	0.0468743081056175
Sh3tc2	2.72441042314727	0.00765334248033044	0.0468806406281287
