cell_type	gene	count_eye1	count_eye2	cpm_eye1	cpm_eye2	log2fc_eye1_minus_eye2
RGC	SERPINA3	1.0	1.0	3.581610578645005	4.420123940275285	-0.2695561149913938
RGC	SOCS3	1.0	0.0	3.581610578645005	0.0	3.0291385432089695
RGC	STAT1	9.0	6.0	32.23449520780505	26.520743641651713	0.2767443517610009
RGC	STAT2	6.0	1.0	21.48966347187003	4.420123940275285	2.1600589621541277
RGC	TAP1	1.0	0.0	3.581610578645005	0.0	3.0291385432089695
RGC	TNFAIP3	2.0	0.0	7.16322115729001	0.0	3.9379509418657226
RGC	VCAM1	0.0	0.0	0.0	0.0	0.0
T cells	B2M	13.0	7.0	36.36577253489016	20.349547077223626	0.8222659456673115
T cells	BST2	0.0	0.0	0.0	0.0	0.0
T cells	C3	0.0	0.0	0.0	0.0	0.0
T cells	CCL2	0.0	0.0	0.0	0.0	0.0
T cells	CD44	1.0	4.0	2.7973671180684736	11.628312615556357	-1.8789924195429417
T cells	CFB	0.0	0.0	0.0	0.0	0.0
T cells	CHI3L1	0.0	1.0	0.0	2.9070781538890893	-2.768535041339458
T cells	CTSS	2.0	0.0	5.594734236136947	0.0	3.607563312795171
T cells	CXCL10	0.0	0.0	0.0	0.0	0.0
T cells	CXCL2	0.0	0.0	0.0	0.0	0.0
T cells	CXCL8	0.0	0.0	0.0	0.0	0.0
T cells	FOS	6.0	3.0	16.784202708410845	8.721234461667269	0.9064222513773786
T cells	FOSB	0.0	0.0	0.0	0.0	0.0
T cells	GBP1	0.0	0.0	0.0	0.0	0.0
T cells	GBP2	0.0	0.0	0.0	0.0	0.0
T cells	HLA-DRA	1.0	1.0	2.7973671180684736	2.9070781538890893	-0.047220520442303224
T cells	HLA-DRB1	0.0	0.0	0.0	0.0	0.0
T cells	ICAM1	0.0	0.0	0.0	0.0	0.0
T cells	IER3	1.0	2.0	2.7973671180684736	5.814156307778179	-0.9372754543031907
T cells	IFI44L	0.0	0.0	0.0	0.0	0.0
T cells	IFI6	9.0	6.0	25.176304062616268	17.442468923334538	0.5170591288746027
T cells	IFIT1	13.0	10.0	36.36577253489016	29.07078153889089	0.31810961588597086
T cells	IFIT2	2.0	2.0	5.594734236136947	5.814156307778179	-0.05102666240517444
T cells	IFIT3	4.0	3.0	11.189468472273894	8.721234461667269	0.34217752645054705
T cells	IL1B	0.0	0.0	0.0	0.0	0.0
T cells	IL6	0.0	0.0	0.0	0.0	0.0
T cells	IRF7	0.0	0.0	0.0	0.0	0.0
T cells	IRF9	6.0	2.0	16.784202708410845	5.814156307778179	1.4527921756939852
T cells	ISG15	1.0	4.0	2.7973671180684736	11.628312615556357	-1.8789924195429417
T cells	JUNB	9.0	11.0	25.176304062616268	31.97785969277998	-0.33901901051603733
T cells	LGALS3	3.0	3.0	8.392101354205423	8.721234461667269	-0.05243550689021918
T cells	MX1	3.0	0.0	8.392101354205423	0.0	4.152524392626733
T cells	NFKBIA	6.0	3.0	16.784202708410845	8.721234461667269	0.9064222513773786
T cells	OAS1	0.0	0.0	0.0	0.0	0.0
T cells	OAS2	0.0	2.0	0.0	5.814156307778179	-3.6585899752003455
T cells	OAS3	1.0	0.0	2.7973671180684736	0.0	2.7213145208971548
T cells	PSMB8	1.0	2.0	2.7973671180684736	5.814156307778179	-0.9372754543031907
T cells	PSMB9	0.0	0.0	0.0	0.0	0.0
T cells	PTGS2	1.0	0.0	2.7973671180684736	0.0	2.7213145208971548
T cells	RELB	0.0	1.0	0.0	2.9070781538890893	-2.768535041339458
T cells	RSAD2	0.0	1.0	0.0	2.9070781538890893	-2.768535041339458
T cells	S100A8	0.0	0.0	0.0	0.0	0.0
T cells	S100A9	0.0	0.0	0.0	0.0	0.0
T cells	SELE	1.0	1.0	2.7973671180684736	2.9070781538890893	-0.047220520442303224
T cells	SERPINA3	0.0	0.0	0.0	0.0	0.0
T cells	SOCS3	0.0	0.0	0.0	0.0	0.0
T cells	STAT1	20.0	12.0	55.94734236136948	34.884937846669075	0.673770272796676
T cells	STAT2	6.0	8.0	16.784202708410845	23.256625231112714	-0.45887585133795306
T cells	TAP1	1.0	1.0	2.7973671180684736	2.9070781538890893	-0.047220520442303224
T cells	TNFAIP3	2.0	1.0	5.594734236136947	2.9070781538890893	0.839028271455713
T cells	VCAM1	0.0	0.0	0.0	0.0	0.0
Schwann cell	B2M	17.0	29.0	110.38315942574785	181.69970677426633	-0.7164803670216134
Schwann cell	BST2	0.0	0.0	0.0	0.0	0.0
Schwann cell	C3	0.0	0.0	0.0	0.0	0.0
Schwann cell	CCL2	0.0	0.0	0.0	0.0	0.0
Schwann cell	CD44	0.0	0.0	0.0	0.0	0.0
Schwann cell	CFB	0.0	0.0	0.0	0.0	0.0
Schwann cell	CHI3L1	0.0	1.0	0.0	6.265507130147114	-3.7581980800594113
Schwann cell	CTSS	2.0	0.0	12.986254050087982	0.0	4.753417774986908
Schwann cell	CXCL10	0.0	0.0	0.0	0.0	0.0
Schwann cell	CXCL2	0.0	0.0	0.0	0.0	0.0
Schwann cell	CXCL8	0.0	0.0	0.0	0.0	0.0
Schwann cell	FOS	1.0	1.0	6.493127025043991	6.265507130147114	0.04773963086807047
Schwann cell	FOSB	0.0	0.0	0.0	0.0	0.0
Schwann cell	GBP1	0.0	0.0	0.0	0.0	0.0
Schwann cell	GBP2	0.0	0.0	0.0	0.0	0.0
Schwann cell	HLA-DRA	0.0	1.0	0.0	6.265507130147114	-3.7581980800594113
Schwann cell	HLA-DRB1	0.0	2.0	0.0	12.531014260294228	-4.703877474368921
Schwann cell	ICAM1	3.0	4.0	19.479381075131972	25.062028520588456	-0.35549043672301917
Schwann cell	IER3	0.0	0.0	0.0	0.0	0.0
Schwann cell	IFI44L	0.0	0.0	0.0	0.0	0.0
Schwann cell	IFI6	4.0	8.0	25.972508100175965	50.12405704117691	-0.9353282430946352
Schwann cell	IFIT1	0.0	0.0	0.0	0.0	0.0
Schwann cell	IFIT2	2.0	1.0	12.986254050087982	6.265507130147114	0.995219694927497
Schwann cell	IFIT3	1.0	0.0	6.493127025043991	0.0	3.805937710927482
Schwann cell	IL1B	0.0	0.0	0.0	0.0	0.0
Schwann cell	IL6	0.0	0.0	0.0	0.0	0.0
Schwann cell	IRF7	0.0	0.0	0.0	0.0	0.0
Schwann cell	IRF9	1.0	2.0	6.493127025043991	12.531014260294228	-0.8979397634414399
Schwann cell	ISG15	1.0	0.0	6.493127025043991	0.0	3.805937710927482
Schwann cell	JUNB	7.0	7.0	45.45188917530794	43.8585499110298	0.05091197054076475
Schwann cell	LGALS3	1.0	6.0	6.493127025043991	37.59304278088268	-2.4455179154831277
Schwann cell	MX1	2.0	1.0	12.986254050087982	6.265507130147114	0.995219694927497
Schwann cell	NFKBIA	1.0	1.0	6.493127025043991	6.265507130147114	0.04773963086807047
Schwann cell	OAS1	0.0	0.0	0.0	0.0	0.0
Schwann cell	OAS2	0.0	1.0	0.0	6.265507130147114	-3.7581980800594113
Schwann cell	OAS3	0.0	0.0	0.0	0.0	0.0
Schwann cell	PSMB8	0.0	1.0	0.0	6.265507130147114	-3.7581980800594113
Schwann cell	PSMB9	1.0	0.0	6.493127025043991	0.0	3.805937710927482
Schwann cell	PTGS2	0.0	0.0	0.0	0.0	0.0
Schwann cell	RELB	0.0	0.0	0.0	0.0	0.0
Schwann cell	RSAD2	0.0	1.0	0.0	6.265507130147114	-3.7581980800594113
Schwann cell	S100A8	0.0	1.0	0.0	6.265507130147114	-3.7581980800594113
Schwann cell	S100A9	0.0	0.0	0.0	0.0	0.0
Schwann cell	SELE	0.0	0.0	0.0	0.0	0.0
Schwann cell	SERPINA3	2.0	4.0	12.986254050087982	25.062028520588456	-0.9225126483790218
Schwann cell	SOCS3	0.0	0.0	0.0	0.0	0.0
Schwann cell	STAT1	16.0	9.0	103.89003240070386	56.38956417132403	0.8757480301358134
Schwann cell	STAT2	2.0	1.0	12.986254050087982	6.265507130147114	0.995219694927497
Schwann cell	TAP1	1.0	3.0	6.493127025043991	18.79652139044134	-1.4643311783400406
Schwann cell	TNFAIP3	0.0	1.0	0.0	6.265507130147114	-3.7581980800594113
Schwann cell	VCAM1	0.0	0.0	0.0	0.0	0.0
B cell	B2M	6.0	6.0	13.484933957535944	16.214068947625854	-0.2571895514379089
B cell	BST2	0.0	0.0	0.0	0.0	0.0
B cell	C3	0.0	0.0	0.0	0.0	0.0
B cell	CCL2	1.0	0.0	2.247488992922657	0.0	2.4581137014155594
B cell	CD44	0.0	0.0	0.0	0.0	0.0
B cell	CFB	0.0	0.0	0.0	0.0	0.0
B cell	CHI3L1	0.0	0.0	0.0	0.0	0.0
B cell	CTSS	3.0	0.0	6.742466978767972	0.0	3.85648120170123
B cell	CXCL10	0.0	0.0	0.0	0.0	0.0
B cell	CXCL2	0.0	0.0	0.0	0.0	0.0
B cell	CXCL8	0.0	0.0	0.0	0.0	0.0
B cell	FOS	7.0	4.0	15.7324229504586	10.809379298417237	0.5213586104899751
B cell	FOSB	0.0	0.0	0.0	0.0	0.0
B cell	GBP1	0.0	0.0	0.0	0.0	0.0
B cell	GBP2	0.0	0.0	0.0	0.0	0.0
B cell	HLA-DRA	1.0	1.0	2.247488992922657	2.7023448246043094	-0.221014962454165
B cell	HLA-DRB1	1.0	0.0	2.247488992922657	0.0	2.4581137014155594
B cell	ICAM1	0.0	0.0	0.0	0.0	0.0
B cell	IER3	1.0	0.0	2.247488992922657	0.0	2.4581137014155594
B cell	IFI44L	0.0	0.0	0.0	0.0	0.0
B cell	IFI6	15.0	9.0	33.71233489383986	24.32110342143878	0.4629493154086324
B cell	IFIT1	14.0	9.0	31.4648459009172	24.32110342143878	0.3649188869205497
B cell	IFIT2	3.0	0.0	6.742466978767972	0.0	3.85648120170123
B cell	IFIT3	4.0	3.0	8.989955971690629	8.107034473812927	0.1408851466547308
B cell	IL1B	0.0	0.0	0.0	0.0	0.0
B cell	IL6	0.0	0.0	0.0	0.0	0.0
B cell	IRF7	1.0	1.0	2.247488992922657	2.7023448246043094	-0.221014962454165
B cell	IRF9	0.0	0.0	0.0	0.0	0.0
B cell	ISG15	2.0	1.0	4.494977985845314	2.7023448246043094	0.6413496558332982
B cell	JUNB	22.0	14.0	49.44475784429845	37.83282754446032	0.3817528424418068
B cell	LGALS3	4.0	13.0	8.989955971690629	35.13048271985602	-1.9086387301153287
B cell	MX1	0.0	1.0	0.0	2.7023448246043094	-2.6791286638697245
B cell	NFKBIA	2.0	7.0	4.494977985845314	18.91641377223016	-1.9587265335729969
B cell	OAS1	0.0	0.0	0.0	0.0	0.0
B cell	OAS2	0.0	0.0	0.0	0.0	0.0
B cell	OAS3	0.0	0.0	0.0	0.0	0.0
B cell	PSMB8	1.0	1.0	2.247488992922657	2.7023448246043094	-0.221014962454165
B cell	PSMB9	0.0	0.0	0.0	0.0	0.0
B cell	PTGS2	0.0	0.0	0.0	0.0	0.0
B cell	RELB	0.0	1.0	0.0	2.7023448246043094	-2.6791286638697245
B cell	RSAD2	6.0	2.0	13.484933957535944	5.404689649208619	1.243940302243617
B cell	S100A8	0.0	0.0	0.0	0.0	0.0
B cell	S100A9	0.0	0.0	0.0	0.0	0.0
B cell	SELE	0.0	0.0	0.0	0.0	0.0
B cell	SERPINA3	0.0	0.0	0.0	0.0	0.0
B cell	SOCS3	0.0	0.0	0.0	0.0	0.0
B cell	STAT1	19.0	13.0	42.702290865530486	35.13048271985602	0.2779957863026467
B cell	STAT2	18.0	10.0	40.454801872607824	27.023448246043092	0.5733713871500438
B cell	TAP1	2.0	2.0	4.494977985845314	5.404689649208619	-0.24138291378662138
B cell	TNFAIP3	1.0	1.0	2.247488992922657	2.7023448246043094	-0.221014962454165
B cell	VCAM1	0.0	0.0	0.0	0.0	0.0
muller glia cell	B2M	124.0	121.0	49.14711912667155	53.26473188030666	-0.11495011161736286
muller glia cell	BST2	508.0	1.0	201.34464932539635	0.44020439570501374	7.746055202235202
muller glia cell	C3	4.0	4.0	1.5853909395700498	1.760817582820055	-0.11652672588384086
muller glia cell	CCL2	132.0	6.0	52.31790100581165	2.6412263742300826	4.071627149176717
muller glia cell	CD44	256.0	357.0	101.46502013248319	157.15296926668992	-0.6286780325956213
muller glia cell	CFB	3.0	3.0	1.1890432046775374	1.3206131871150413	-0.10821820374334913
muller glia cell	CHI3L1	390.0	769.0	154.57561660807986	338.51718029715556	-1.1283865250135572
muller glia cell	CTSS	9.0	8.0	3.5671296140326123	3.52163516564011	0.01622875901999945
muller glia cell	CXCL10	213.0	0.0	84.42206753210515	0.0	7.408067590742105
muller glia cell	CXCL2	20.0	36.0	7.92695469785025	15.847358245380496	-0.9559742385521031
muller glia cell	CXCL8	46.0	0.0	18.231995805055575	0.0	5.227432714952086
muller glia cell	FOS	2434.0	2024.0	964.7103867283754	890.9736969069478	0.11465120912762344
muller glia cell	FOSB	48.0	45.0	19.0246912748406	19.80919780672562	-0.05683351912998006
muller glia cell	GBP1	12.0	15.0	4.75617281871015	6.603065935575207	-0.4344291663913293
muller glia cell	GBP2	21.0	31.0	8.323302432742762	13.646336266855426	-0.6810378189690628
muller glia cell	HLA-DRA	8.0	14.0	3.1707818791400997	6.1628615398701925	-0.8600545225785633
muller glia cell	HLA-DRB1	2.0	8.0	0.7926954697850249	3.52163516564011	-1.6373997608856352
muller glia cell	ICAM1	504.0	20.0	199.75925838582629	8.804087914100274	4.427860403760333
muller glia cell	IER3	88.0	84.0	34.8786006705411	36.977169239221155	-0.08313499986076268
muller glia cell	IFI44L	3.0	4.0	1.1890432046775374	1.760817582820055	-0.4206383590937297
muller glia cell	IFI6	41.0	23.0	16.25025713059301	10.124701101215317	0.6567609870406212
muller glia cell	IFIT1	29.0	21.0	11.494084311882862	9.244292309805289	0.2996937022631525
muller glia cell	IFIT2	7.0	5.0	2.774434144247587	2.2010219785250684	0.2777402364429425
muller glia cell	IFIT3	8.0	4.0	3.1707818791400997	1.760817582820055	0.6992427999163479
muller glia cell	IL1B	177.0	0.0	70.15354907597471	0.0	7.142690126864925
muller glia cell	IL6	171.0	2.0	67.77546266661963	0.8804087914100275	5.628199713282796
muller glia cell	IRF7	226.0	8.0	89.57458808570782	3.52163516564011	4.4852660347665
muller glia cell	IRF9	23.0	19.0	9.115997902527788	8.363883518395262	0.11749765852118836
muller glia cell	ISG15	40.0	42.0	15.8539093957005	18.488584619610577	-0.2154968205465082
muller glia cell	JUNB	2877.0	2300.0	1140.2924332857583	1012.4701101215315	0.17144471281157964
muller glia cell	LGALS3	841.0	884.0	333.328445044603	389.14068580323215	-0.22303743981491678
muller glia cell	MX1	9.0	9.0	3.5671296140326123	3.961839561345124	-0.13362766982974988
muller glia cell	NFKBIA	487.0	24.0	193.02134689265358	10.56490549692033	4.128429680961338
muller glia cell	OAS1	4.0	4.0	1.5853909395700498	1.760817582820055	-0.11652672588384086
muller glia cell	OAS2	1.0	0.0	0.39634773489251246	0.0	0.8421304343606927
muller glia cell	OAS3	1.0	2.0	0.39634773489251246	0.8804087914100275	-0.6229651326471213
muller glia cell	PSMB8	4.0	4.0	1.5853909395700498	1.760817582820055	-0.11652672588384086
muller glia cell	PSMB9	13.0	15.0	5.152520553602662	6.603065935575207	-0.329547544586809
muller glia cell	PTGS2	0.0	1.0	0.0	0.44020439570501374	-0.9110463306421598
muller glia cell	RELB	9.0	8.0	3.5671296140326123	3.52163516564011	0.01622875901999945
muller glia cell	RSAD2	25.0	7.0	9.908693372312811	3.0814307699350962	1.5391810153809706
muller glia cell	S100A8	0.0	1.0	0.0	0.44020439570501374	-0.9110463306421598
muller glia cell	S100A9	1.0	1.0	0.39634773489251246	0.44020439570501374	-0.0689158962814672
muller glia cell	SELE	180.0	1.0	71.34259228065224	0.44020439570501374	6.255721171715247
muller glia cell	SERPINA3	86.0	124.0	34.08590520075607	54.585345067421706	-0.6714843386364474
muller glia cell	SOCS3	11.0	4.0	4.359825083817637	1.760817582820055	1.1040597979331415
muller glia cell	STAT1	45.0	54.0	17.83564807016306	23.77103736807074	-0.4045845132696215
muller glia cell	STAT2	76.0	51.0	30.122427851830945	22.4504241809557	0.41606785073695063
muller glia cell	TAP1	11.0	13.0	4.359825083817637	5.722657144165179	-0.35662636995102986
muller glia cell	TNFAIP3	10.0	9.0	3.963477348925125	3.961839561345124	0.0005294664760860983
muller glia cell	VCAM1	4.0	1.0	1.5853909395700498	0.44020439570501374	1.1492715344233235
endothelial cell	B2M	38.0	22.0	26.372131596936672	20.349681527484094	0.366085418688302
endothelial cell	BST2	0.0	0.0	0.0	0.0	0.0
endothelial cell	C3	0.0	1.0	0.0	0.9249855239765498	-1.5109472634224157
endothelial cell	CCL2	2.0	1.0	1.3880069261545616	0.9249855239765498	0.4059167938146848
endothelial cell	CD44	20.0	13.0	13.880069261545614	12.024811811695146	0.19928169778486093
endothelial cell	CFB	1.0	1.0	0.6940034630772808	0.9249855239765498	-0.25514024243345507
endothelial cell	CHI3L1	17.0	13.0	11.798058872313774	12.024811811695146	-0.02635830843853725
endothelial cell	CTSS	8.0	3.0	5.552027704618246	2.7749565719296494	0.8859428161594589
endothelial cell	CXCL10	0.0	0.0	0.0	0.0	0.0
endothelial cell	CXCL2	2.0	0.0	1.3880069261545616	0.0	1.9168640572371005
endothelial cell	CXCL8	0.0	0.0	0.0	0.0	0.0
endothelial cell	FOS	102.0	84.0	70.78835323388265	77.69878401403018	-0.13347977891063068
endothelial cell	FOSB	0.0	0.0	0.0	0.0	0.0
endothelial cell	GBP1	1.0	0.0	0.6940034630772808	0.0	1.255807020988961
endothelial cell	GBP2	3.0	0.0	2.0820103892318422	0.0	2.3684948056269404
endothelial cell	HLA-DRA	4.0	0.0	2.776013852309123	0.0	2.7119414572888805
endothelial cell	HLA-DRB1	2.0	3.0	1.3880069261545616	2.7749565719296494	-0.794611718458135
endothelial cell	ICAM1	2.0	2.0	1.3880069261545616	1.8499710479530995	-0.31577892541198865
endothelial cell	IER3	2.0	3.0	1.3880069261545616	2.7749565719296494	-0.794611718458135
endothelial cell	IFI44L	0.0	2.0	0.0	1.8499710479530995	-2.2326429826490894
endothelial cell	IFI6	23.0	21.0	15.962079650777456	19.424696003507545	-0.2754111101850506
endothelial cell	IFIT1	15.0	6.0	10.410051946159212	5.549913143859299	0.8506716353357949
endothelial cell	IFIT2	10.0	7.0	6.940034630772807	6.474898667835848	0.09313707914489536
endothelial cell	IFIT3	8.0	4.0	5.552027704618246	3.699942095906199	0.5270491540882576
endothelial cell	IL1B	0.0	0.0	0.0	0.0	0.0
endothelial cell	IL6	0.0	0.0	0.0	0.0	0.0
endothelial cell	IRF7	0.0	1.0	0.0	0.9249855239765498	-1.5109472634224157
endothelial cell	IRF9	10.0	5.0	6.940034630772807	4.624927619882749	0.5377777072277367
endothelial cell	ISG15	2.0	0.0	1.3880069261545616	0.0	1.9168640572371005
endothelial cell	JUNB	192.0	128.0	133.2486649108379	118.39814706899837	0.16979825846708896
endothelial cell	LGALS3	35.0	35.0	24.290121207704825	32.37449333917924	-0.4072033345083214
endothelial cell	MX1	2.0	1.0	1.3880069261545616	0.9249855239765498	0.4059167938146848
endothelial cell	NFKBIA	11.0	4.0	7.634038093850089	3.699942095906199	0.9536023095715876
endothelial cell	OAS1	0.0	1.0	0.0	0.9249855239765498	-1.5109472634224157
endothelial cell	OAS2	0.0	0.0	0.0	0.0	0.0
endothelial cell	OAS3	0.0	0.0	0.0	0.0	0.0
endothelial cell	PSMB8	2.0	0.0	1.3880069261545616	0.0	1.9168640572371005
endothelial cell	PSMB9	2.0	0.0	1.3880069261545616	0.0	1.9168640572371005
endothelial cell	PTGS2	0.0	0.0	0.0	0.0	0.0
endothelial cell	RELB	5.0	0.0	3.4700173153864036	0.0	2.9891452997530235
endothelial cell	RSAD2	7.0	4.0	4.858024241540965	3.699942095906199	0.35133167067623244
endothelial cell	S100A8	0.0	0.0	0.0	0.0	0.0
endothelial cell	S100A9	0.0	0.0	0.0	0.0	0.0
endothelial cell	SELE	0.0	0.0	0.0	0.0	0.0
endothelial cell	SERPINA3	11.0	3.0	7.634038093850089	2.7749565719296494	1.3124959716427893
endothelial cell	SOCS3	2.0	1.0	1.3880069261545616	0.9249855239765498	0.4059167938146848
endothelial cell	STAT1	38.0	15.0	26.372131596936672	13.874782859648246	0.902570602416534
endothelial cell	STAT2	41.0	18.0	28.454141986168512	16.649739431577895	0.7555830886414608
endothelial cell	TAP1	5.0	3.0	3.4700173153864036	2.7749565719296494	0.277669524057788
endothelial cell	TNFAIP3	8.0	2.0	5.552027704618246	1.8499710479530995	1.3647756092056054
endothelial cell	VCAM1	0.0	0.0	0.0	0.0	0.0
