HOG	OG	Gene Tree Parent Clade	Prokka on dataset 1_ faa	Prokka on dataset 2_ faa	Prokka on dataset 3_ faa	Prokka on dataset 4_ faa
N2.HOG0000370	OG0000324	n0			AS2_00206	KD33716_00153
N2.HOG0000371	OG0000325	n0			AS2_00204	KD33716_00152
N2.HOG0000372	OG0000326	n0			AS2_00203	KD33716_00151
N2.HOG0000373	OG0000327	n0			AS2_00202	KD33716_00150
N2.HOG0000374	OG0000328	n0			AS2_00194	
N2.HOG0000375	OG0000329	n0			AS2_00188	KD33716_00143
N2.HOG0000376	OG0000330	n0			AS2_00198	KD33716_00140
N2.HOG0000377	OG0000331	n0			AS2_00184	KD33716_00130
N2.HOG0000378	OG0000332	n0			AS2_00183	KD33716_00129
N2.HOG0000379	OG0000333	n0			AS2_00182	KD33716_00128
N2.HOG0000380	OG0000334	n0			AS2_00181	KD33716_00127
N2.HOG0000381	OG0000335	n0			AS2_00175	KD33716_00124
N2.HOG0000382	OG0000336	n0			AS2_00174	KD33716_00123
N2.HOG0000383	OG0000337	n0			AS2_00173	KD33716_00122
N2.HOG0000384	OG0000338	n0			AS2_00169	KD33716_00120
N2.HOG0000385	OG0000339	n0			AS2_00166	KD33716_00119
N2.HOG0000386	OG0000340	n0			AS2_01604	KD33716_00616
N2.HOG0000387	OG0000341	n0			AS2_00160	KD33716_00118
N2.HOG0000388	OG0000342	n0			AS2_00158	KD33716_00116
N2.HOG0000389	OG0000343	n0			AS2_00157	KD33716_00115
N2.HOG0000390	OG0000344	n0			AS2_00156	KD33716_00114
N2.HOG0000391	OG0000345	n0			AS2_00155	KD33716_00113
N2.HOG0000392	OG0000346	n0			AS2_00154	KD33716_00112
N2.HOG0000393	OG0000347	n0			AS2_00153	KD33716_00110
N2.HOG0000394	OG0000348	n0			AS2_00151	KD33716_00108
N2.HOG0000395	OG0000349	n0			AS2_00150	KD33716_00107
N2.HOG0000396	OG0000350	n0			AS2_00147	KD33716_00105
N2.HOG0000397	OG0000351	n0			AS2_00138	KD33716_00103
N2.HOG0000398	OG0000352	n0			AS2_00137	KD33716_00102
N2.HOG0000399	OG0000353	n0			AS2_00136	KD33716_00101
N2.HOG0000400	OG0000354	n0			AS2_00134	KD33716_00099
N2.HOG0000401	OG0000355	n0			AS2_00133	KD33716_00098
N2.HOG0000402	OG0000356	n0			AS2_00132	KD33716_00097
N2.HOG0000403	OG0000357	n0			AS2_00131	KD33716_00096
N2.HOG0000404	OG0000358	n0			AS2_00128	KD33716_00095
N2.HOG0000405	OG0000359	n0			AS2_00125	KD33716_00094
N2.HOG0000406	OG0000360	n0			AS2_00122	KD33716_00090
N2.HOG0000407	OG0000361	n0			AS2_00121	KD33716_00089
N2.HOG0000408	OG0000362	n0			AS2_00119	KD33716_00087
N2.HOG0000409	OG0000363	n0			AS2_00114	KD33716_00082
N2.HOG0000410	OG0000364	n0			AS2_00113	KD33716_00081
N2.HOG0000411	OG0000365	n0			AS2_00112	KD33716_00080
N2.HOG0000412	OG0000366	n0			AS2_00106	KD33716_00076
N2.HOG0000413	OG0000367	n0			AS2_00105	KD33716_00075
N2.HOG0000414	OG0000368	n0			AS2_00100	KD33716_00071
N2.HOG0000415	OG0000369	n0			AS2_00099	KD33716_00070
N2.HOG0000416	OG0000370	n0			AS2_00098	KD33716_00069
N2.HOG0000417	OG0000371	n0			AS2_00097	KD33716_00068
N2.HOG0000418	OG0000372	n0			AS2_00096	KD33716_00067
N2.HOG0000419	OG0000373	n0			AS2_00095	KD33716_00066
N2.HOG0000420	OG0000374	n0			AS2_00087	KD33716_00064
N2.HOG0000421	OG0000375	n0			AS2_00080	KD33716_00063
N2.HOG0000422	OG0000376	n0			AS2_00076	KD33716_00061
N2.HOG0000423	OG0000377	n0			AS2_00075	KD33716_00060
N2.HOG0000424	OG0000378	n0			AS2_00073	KD33716_00059
N2.HOG0000425	OG0000379	n0			AS2_00072	KD33716_00058
N2.HOG0000426	OG0000380	n0			AS2_00071	KD33716_00057
N2.HOG0000427	OG0000381	n0			AS2_00070	KD33716_00056
N2.HOG0000428	OG0000382	n0			AS2_00069	KD33716_00049
N2.HOG0000429	OG0000383	n0			AS2_00066	KD33716_00045
N2.HOG0000430	OG0000384	n0			AS2_00065	KD33716_00044
N2.HOG0000431	OG0000385	n0			AS2_00063	KD33716_00042
N2.HOG0000432	OG0000386	n0			AS2_00062	KD33716_00041
N2.HOG0000433	OG0000387	n0			AS2_00061	KD33716_00040
N2.HOG0000434	OG0000388	n0			AS2_00060	KD33716_00039
N2.HOG0000435	OG0000389	n0			AS2_00058	KD33716_00036
N2.HOG0000436	OG0000390	n0			AS2_00056	KD33716_00034
N2.HOG0000437	OG0000391	n0			AS2_00055	KD33716_00033
N2.HOG0000438	OG0000392	n0			AS2_00054	KD33716_00032
N2.HOG0000439	OG0000393	n0			AS2_00053	KD33716_00031
N2.HOG0000440	OG0000394	n0			AS2_00051	KD33716_00030
N2.HOG0000441	OG0000395	n0			AS2_00032	KD33716_00028
N2.HOG0000442	OG0000396	n0			AS2_00031	KD33716_00027
N2.HOG0000443	OG0000397	n0			AS2_00030	KD33716_00026
N2.HOG0000444	OG0000398	n0			AS2_00029	KD33716_00025
N2.HOG0000445	OG0000399	n0			AS2_00026	KD33716_00022
N2.HOG0000446	OG0000400	n0			AS2_00024	KD33716_00020
N2.HOG0000447	OG0000401	n0			AS2_00023	KD33716_00019
N2.HOG0000448	OG0000402	n0			AS2_00022	KD33716_00018
N2.HOG0000449	OG0000403	n0			AS2_00021	KD33716_00017
N2.HOG0000450	OG0000404	n0			AS2_00020	KD33716_00016
N2.HOG0000451	OG0000405	n0			AS2_00018	KD33716_00014
N2.HOG0000452	OG0000406	n0			AS2_00017	KD33716_00013
N2.HOG0000453	OG0000407	n0			AS2_00016	KD33716_00012
N2.HOG0000454	OG0000408	n0			AS2_00015	KD33716_00011
N2.HOG0000455	OG0000409	n0			AS2_00014	KD33716_00010
N2.HOG0000456	OG0000410	n0			AS2_00013	KD33716_00009
N2.HOG0000457	OG0000411	n0			AS2_00012	KD33716_00008
N2.HOG0000458	OG0000412	n0			AS2_00009	KD33716_00007
N2.HOG0000459	OG0000413	n0			AS2_00005	KD33716_00006
N2.HOG0000460	OG0000414	n0			AS2_00004	KD33716_00005
N2.HOG0000461	OG0000415	n0			AS2_02680	KD33716_02492
N2.HOG0000462	OG0000416	n0			AS2_02676	KD33716_02488
N2.HOG0000463	OG0000417	n0			AS2_02674	KD33716_02486
N2.HOG0000464	OG0000418	n0			AS2_02673	KD33716_02485
N2.HOG0000465	OG0000419	n0			AS2_02629	KD33716_02484
N2.HOG0000466	OG0000420	n0			AS2_02628	KD33716_02480
N2.HOG0000467	OG0000421	n0			AS2_02627	KD33716_02479
N2.HOG0000468	OG0000422	n0			AS2_02626	KD33716_02478
N2.HOG0000469	OG0000423	n0			AS2_02625	KD33716_02477
N2.HOG0000470	OG0000424	n0			AS2_02623	KD33716_02475
N2.HOG0000471	OG0000425	n0			AS2_02612	KD33716_02471
N2.HOG0000472	OG0000426	n0			AS2_02610	KD33716_02469
N2.HOG0000473	OG0000427	n0			AS2_02609	KD33716_02468
N2.HOG0000474	OG0000428	n0			AS2_02608	KD33716_02467
N2.HOG0000475	OG0000429	n0			AS2_02607	KD33716_02466
N2.HOG0000476	OG0000430	n0			AS2_02605	KD33716_02464
N2.HOG0000477	OG0000431	n0			AS2_02604	KD33716_02463
N2.HOG0000478	OG0000432	n0			AS2_02603	KD33716_02462
N2.HOG0000479	OG0000433	n0			AS2_02601	KD33716_02460
N2.HOG0000480	OG0000434	n0			AS2_02600	KD33716_02459
N2.HOG0000481	OG0000435	n0			AS2_02599	KD33716_02458
N2.HOG0000482	OG0000436	n0			AS2_02598	KD33716_02457
N2.HOG0000483	OG0000437	n0			AS2_02597	KD33716_02456
N2.HOG0000484	OG0000438	n0			AS2_02596	KD33716_02455
N2.HOG0000485	OG0000439	n0			AS2_02593	KD33716_02452
N2.HOG0000486	OG0000440	n0			AS2_02592	KD33716_02451
N2.HOG0000487	OG0000441	n0			AS2_02591	KD33716_02450
N2.HOG0000488	OG0000442	n0			AS2_02590	KD33716_02449
N2.HOG0000489	OG0000443	n0			AS2_02589, AS2_01002	KD33716_01177
N2.HOG0000490	OG0000444	n0			AS2_02588, AS2_01001	KD33716_01178
N2.HOG0000491	OG0000445	n0			AS2_02576	KD33716_02448
N2.HOG0000492	OG0000446	n0			AS2_02575	KD33716_02447
N2.HOG0000493	OG0000447	n0			AS2_02574	KD33716_02446
N2.HOG0000494	OG0000448	n0			AS2_02573	KD33716_02445
N2.HOG0000495	OG0000449	n0			AS2_02572	
N2.HOG0000496	OG0000450	n0			AS2_02570	KD33716_01755
N2.HOG0000497	OG0000451	n0			AS2_02568	KD33716_02439
N2.HOG0000498	OG0000452	n0			AS2_02567	KD33716_02438
N2.HOG0000499	OG0000453	n0			AS2_02565	KD33716_02436
N2.HOG0000500	OG0000454	n0			AS2_02564	KD33716_02435
N2.HOG0000501	OG0000455	n0			AS2_00172, AS2_02563	
N2.HOG0000502	OG0000456	n0			AS2_02562	KD33716_02434
N2.HOG0000503	OG0000457	n0			AS2_02561	KD33716_02432
N2.HOG0000504	OG0000458	n0			AS2_02560	KD33716_02431
N2.HOG0000505	OG0000459	n0			AS2_02559	KD33716_02430
N2.HOG0000506	OG0000460	n0			AS2_02558	KD33716_02429
N2.HOG0000507	OG0000461	n0			AS2_02557	KD33716_02427
N2.HOG0000508	OG0000462	n0			AS2_02556	KD33716_02425
N2.HOG0000509	OG0000463	n0			AS2_02553	KD33716_02422
N2.HOG0000510	OG0000464	n0			AS2_02552	KD33716_02420
N2.HOG0000511	OG0000465	n0			AS2_02551	KD33716_02419
N2.HOG0000512	OG0000466	n0			AS2_02550	KD33716_02418
N2.HOG0000513	OG0000467	n0			AS2_02549	KD33716_02417
N2.HOG0000514	OG0000468	n0			AS2_02548	KD33716_02416
N2.HOG0000515	OG0000469	n0			AS2_02547	KD33716_02415
N2.HOG0000516	OG0000470	n0			AS2_02546	KD33716_02414
N2.HOG0000517	OG0000471	n0			AS2_02545	KD33716_02413
N2.HOG0000518	OG0000472	n0			AS2_02544	KD33716_02412
N2.HOG0000519	OG0000473	n0			AS2_02543	KD33716_02411
N2.HOG0000520	OG0000474	n0			AS2_02540	KD33716_02409
N2.HOG0000521	OG0000475	n0			AS2_02539	KD33716_02408
N2.HOG0000522	OG0000476	n0			AS2_02538	KD33716_02407
N2.HOG0000523	OG0000477	n0			AS2_02536	KD33716_02406
N2.HOG0000524	OG0000478	n0			AS2_02533	KD33716_02403
N2.HOG0000525	OG0000479	n0			AS2_02532	KD33716_02402
N2.HOG0000526	OG0000480	n0			AS2_02531	KD33716_02401
N2.HOG0000527	OG0000481	n0			AS2_02530	KD33716_02400
N2.HOG0000528	OG0000482	n0			AS2_02529	KD33716_02399
N2.HOG0000529	OG0000483	n0			AS2_02528	KD33716_02398
N2.HOG0000530	OG0000484	n0			AS2_02527	KD33716_02397
N2.HOG0000531	OG0000485	n0			AS2_02525	KD33716_02396
N2.HOG0000532	OG0000486	n0			AS2_02524	KD33716_02395
N2.HOG0000533	OG0000487	n0			AS2_02523	KD33716_02394
N2.HOG0000534	OG0000488	n0			AS2_02522	KD33716_02393
N2.HOG0000535	OG0000489	n0			AS2_02521	KD33716_02392
N2.HOG0000536	OG0000490	n0			AS2_02520	KD33716_02391
N2.HOG0000537	OG0000491	n0			AS2_02519	KD33716_02390
N2.HOG0000538	OG0000492	n0			AS2_02518	KD33716_02389
N2.HOG0000539	OG0000493	n0			AS2_02517	KD33716_02388
N2.HOG0000540	OG0000494	n0			AS2_02516	KD33716_02387
N2.HOG0000541	OG0000495	n0			AS2_02515	KD33716_02386
N2.HOG0000542	OG0000496	n0			AS2_02514	KD33716_02385
N2.HOG0000543	OG0000497	n0			AS2_02513	KD33716_02384
N2.HOG0000544	OG0000498	n0			AS2_02512	KD33716_02383
N2.HOG0000545	OG0000499	n0			AS2_02511	KD33716_02382
N2.HOG0000546	OG0000500	n0			AS2_02510	KD33716_02381
N2.HOG0000547	OG0000501	n0			AS2_02507	KD33716_02379
N2.HOG0000548	OG0000502	n0			AS2_02506	KD33716_02378
N2.HOG0000549	OG0000503	n0			AS2_02505	KD33716_02377
N2.HOG0000550	OG0000504	n0			AS2_02491	KD33716_02375
N2.HOG0000551	OG0000505	n0			AS2_02490	KD33716_02374
N2.HOG0000552	OG0000506	n0			AS2_02489	KD33716_02373
N2.HOG0000553	OG0000507	n0			AS2_02488	KD33716_02372
N2.HOG0000554	OG0000508	n0			AS2_02487	KD33716_02371
N2.HOG0000555	OG0000509	n0			AS2_02486	KD33716_02370
N2.HOG0000556	OG0000510	n0			AS2_02485	KD33716_02369
N2.HOG0000557	OG0000511	n0			AS2_02483	KD33716_02367
N2.HOG0000558	OG0000512	n0			AS2_02482	KD33716_02366
N2.HOG0000559	OG0000513	n0			AS2_02481	KD33716_02365
N2.HOG0000560	OG0000514	n0			AS2_02480	KD33716_02364
N2.HOG0000561	OG0000515	n0			AS2_02479	KD33716_02363
N2.HOG0000562	OG0000516	n0			AS2_02478	KD33716_02362
N2.HOG0000563	OG0000517	n0			AS2_02477	KD33716_02361
N2.HOG0000564	OG0000518	n0			AS2_02476	KD33716_02360
N2.HOG0000565	OG0000519	n0			AS2_02475	KD33716_02359
N2.HOG0000566	OG0000520	n0			AS2_02474	KD33716_02358
N2.HOG0000567	OG0000521	n0			AS2_02473	KD33716_02357
N2.HOG0000568	OG0000522	n0			AS2_02471	KD33716_02356
N2.HOG0000569	OG0000523	n0			AS2_02470	KD33716_02354
N2.HOG0000570	OG0000524	n0			AS2_02469	KD33716_02353
N2.HOG0000571	OG0000525	n0			AS2_02468	KD33716_02352
N2.HOG0000572	OG0000526	n0			AS2_02467	KD33716_02351
N2.HOG0000573	OG0000527	n0			AS2_02466	KD33716_02350
N2.HOG0000574	OG0000528	n0			AS2_02465	KD33716_02349
N2.HOG0000575	OG0000529	n0			AS2_02464	KD33716_02348
N2.HOG0000576	OG0000530	n0			AS2_02463	KD33716_02347
N2.HOG0000577	OG0000531	n0			AS2_02461	KD33716_02344
N2.HOG0000578	OG0000532	n0			AS2_02459	KD33716_02343
N2.HOG0000579	OG0000533	n0			AS2_02458	KD33716_02342
N2.HOG0000580	OG0000534	n0			AS2_02457	KD33716_02341
N2.HOG0000581	OG0000535	n0			AS2_02456	KD33716_02340
N2.HOG0000582	OG0000536	n0			AS2_02455	KD33716_02339
N2.HOG0000583	OG0000537	n0			AS2_02454	KD33716_02338
N2.HOG0000584	OG0000538	n0			AS2_02453	KD33716_02337
N2.HOG0000585	OG0000539	n0			AS2_02450	KD33716_02334
N2.HOG0000586	OG0000540	n0			AS2_02449	KD33716_02333
N2.HOG0000587	OG0000541	n0			AS2_02448	KD33716_02332
N2.HOG0000588	OG0000542	n0			AS2_02447	KD33716_02331
N2.HOG0000589	OG0000543	n0			AS2_02446	KD33716_02330
N2.HOG0000590	OG0000544	n0			AS2_02445	KD33716_02329
N2.HOG0000591	OG0000545	n0			AS2_02444	KD33716_02328
N2.HOG0000592	OG0000546	n0			AS2_02443	KD33716_02327
N2.HOG0000593	OG0000547	n0			AS2_02442	KD33716_02326
N2.HOG0000594	OG0000548	n0			AS2_02440	KD33716_02323
N2.HOG0000595	OG0000549	n0			AS2_02439	KD33716_02322
N2.HOG0000596	OG0000550	n0			AS2_02438	KD33716_02321
N2.HOG0000597	OG0000551	n0			AS2_02435	KD33716_02317
N2.HOG0000598	OG0000552	n0			AS2_02428	KD33716_02311
N2.HOG0000599	OG0000553	n0			AS2_02427	KD33716_02310
N2.HOG0000600	OG0000554	n0			AS2_02425	KD33716_02308
N2.HOG0000601	OG0000555	n0			AS2_02424	KD33716_02307
N2.HOG0000602	OG0000556	n0			AS2_02423	KD33716_02305
N2.HOG0000603	OG0000557	n0			AS2_02422	KD33716_02304
N2.HOG0000604	OG0000558	n0			AS2_02421	KD33716_02303
N2.HOG0000605	OG0000559	n0			AS2_02420	KD33716_02302
N2.HOG0000606	OG0000560	n0			AS2_02419	KD33716_02301
N2.HOG0000607	OG0000561	n0			AS2_02415	KD33716_02297
N2.HOG0000608	OG0000562	n0			AS2_02414	KD33716_02296
N2.HOG0000609	OG0000563	n0			AS2_02412	KD33716_02294
N2.HOG0000610	OG0000564	n0			AS2_02411	KD33716_02293
N2.HOG0000611	OG0000565	n0			AS2_02410	KD33716_02292
N2.HOG0000612	OG0000566	n0			AS2_02409	KD33716_02291
N2.HOG0000613	OG0000567	n0			AS2_02408	KD33716_02290
N2.HOG0000614	OG0000568	n0			AS2_02404	KD33716_02287
N2.HOG0000615	OG0000569	n0			AS2_02403	KD33716_02286
N2.HOG0000616	OG0000570	n0			AS2_02402	KD33716_02285
N2.HOG0000617	OG0000571	n0			AS2_02401	KD33716_02284
N2.HOG0000618	OG0000572	n0			AS2_02398	KD33716_02282
N2.HOG0000619	OG0000573	n0			AS2_02397	KD33716_02281
N2.HOG0000620	OG0000574	n0			AS2_02396	KD33716_02280
N2.HOG0000621	OG0000575	n0			AS2_02393	KD33716_02278
N2.HOG0000622	OG0000576	n0			AS2_02392	KD33716_02277
N2.HOG0000623	OG0000577	n0			AS2_02391	KD33716_02275
N2.HOG0000624	OG0000578	n0			AS2_02390	KD33716_02273
N2.HOG0000625	OG0000579	n0			AS2_02389	KD33716_02272
N2.HOG0000626	OG0000580	n0			AS2_02388	KD33716_02271
N2.HOG0000627	OG0000581	n0			AS2_02385	KD33716_02269
N2.HOG0000628	OG0000582	n0			AS2_02384	KD33716_02268
N2.HOG0000629	OG0000583	n0			AS2_02383	KD33716_02267
N2.HOG0000630	OG0000584	n0			AS2_02382	KD33716_02266
N2.HOG0000631	OG0000585	n0			AS2_02381	KD33716_02265
N2.HOG0000632	OG0000586	n0			AS2_02379	KD33716_02263
N2.HOG0000633	OG0000587	n0			AS2_02378	KD33716_02262
N2.HOG0000634	OG0000588	n0			AS2_02377	KD33716_02261
N2.HOG0000635	OG0000589	n0			AS2_02376	KD33716_02260
N2.HOG0000636	OG0000590	n0			AS2_02375	KD33716_02254
N2.HOG0000637	OG0000591	n0			AS2_02373	KD33716_02253
N2.HOG0000638	OG0000592	n0			AS2_02360	KD33716_02251
N2.HOG0000639	OG0000593	n0			AS2_02359	KD33716_02250
N2.HOG0000640	OG0000594	n0			AS2_02354	KD33716_02248
N2.HOG0000641	OG0000595	n0			AS2_02353	KD33716_02247
N2.HOG0000642	OG0000596	n0			AS2_02351	KD33716_02246
N2.HOG0000643	OG0000597	n0			AS2_02350	KD33716_02245
N2.HOG0000644	OG0000598	n0			AS2_00746, AS2_00749, AS2_00734	
N2.HOG0000645	OG0000599	n0			AS2_00753, AS2_00406	KD33716_02195
N2.HOG0000646	OG0000600	n0			AS2_00408	KD33716_02192, KD33716_02193
N2.HOG0000647	OG0000601	n0			AS2_01994, AS2_00756	KD33716_02191
N2.HOG0000648	OG0000602	n0			AS2_02321	KD33716_02184
N2.HOG0000649	OG0000603	n0			AS2_00385	KD33716_02182
N2.HOG0000650	OG0000604	n0			AS2_02318	KD33716_02177
N2.HOG0000651	OG0000605	n0			AS2_02316	KD33716_02175
N2.HOG0000652	OG0000606	n0			AS2_02312	KD33716_02169
N2.HOG0000653	OG0000607	n0			AS2_02311	KD33716_02168
N2.HOG0000654	OG0000608	n0			AS2_02310	KD33716_02167
N2.HOG0000655	OG0000609	n0			AS2_02309	KD33716_02166
N2.HOG0000656	OG0000610	n0			AS2_02308	KD33716_02165
N2.HOG0000657	OG0000611	n0			AS2_02306	KD33716_02163
N2.HOG0000658	OG0000612	n0			AS2_02305	KD33716_02161
N2.HOG0000659	OG0000613	n0			AS2_02304	KD33716_02160
N2.HOG0000660	OG0000614	n0			AS2_02303	KD33716_02159
N2.HOG0000661	OG0000615	n0			AS2_02302	KD33716_02158
N2.HOG0000662	OG0000616	n0			AS2_02301	KD33716_02157
N2.HOG0000663	OG0000617	n0			AS2_01220, AS2_02299	
N2.HOG0000664	OG0000618	n0			AS2_02294	KD33716_02156
N2.HOG0000665	OG0000619	n0			AS2_02293	KD33716_02155
N2.HOG0000666	OG0000620	n0			AS2_02292	KD33716_02154
N2.HOG0000667	OG0000621	n0			AS2_02291	KD33716_02153
N2.HOG0000668	OG0000622	n0			AS2_02290	KD33716_02152
N2.HOG0000669	OG0000623	n0			AS2_02289	KD33716_02151
N2.HOG0000670	OG0000624	n0			AS2_02288	KD33716_02150
N2.HOG0000671	OG0000625	n0			AS2_02287	KD33716_02149
N2.HOG0000672	OG0000626	n0			AS2_02286	KD33716_02148
N2.HOG0000673	OG0000627	n0			AS2_02285	KD33716_02147
N2.HOG0000674	OG0000628	n0			AS2_02284	KD33716_02145
N2.HOG0000675	OG0000629	n0			AS2_02283	KD33716_02144
N2.HOG0000676	OG0000630	n0			AS2_02282	KD33716_02143
N2.HOG0000677	OG0000631	n0			AS2_02281	KD33716_02142
N2.HOG0000678	OG0000632	n0			AS2_02280	KD33716_02141
N2.HOG0000679	OG0000633	n0			AS2_02279	KD33716_02140
N2.HOG0000680	OG0000634	n0			AS2_02278	KD33716_02139
N2.HOG0000681	OG0000635	n0			AS2_02270	KD33716_02137
N2.HOG0000682	OG0000636	n0			AS2_02269	KD33716_02136
N2.HOG0000683	OG0000637	n0			AS2_02266	KD33716_02135
N2.HOG0000684	OG0000638	n0			AS2_02265	KD33716_02133
N2.HOG0000685	OG0000639	n0			AS2_02264	KD33716_02132
N2.HOG0000686	OG0000640	n0			AS2_02261	KD33716_02131
N2.HOG0000687	OG0000641	n0			AS2_02260	KD33716_00464
N2.HOG0000688	OG0000642	n0			AS2_02259	KD33716_02130
N2.HOG0000689	OG0000643	n0			AS2_02258	KD33716_02129
N2.HOG0000690	OG0000644	n0			AS2_02257	KD33716_02128
N2.HOG0000691	OG0000645	n0			AS2_02255	KD33716_02127
N2.HOG0000692	OG0000646	n0			AS2_02254	KD33716_02126
N2.HOG0000693	OG0000647	n0			AS2_02253	KD33716_02125
N2.HOG0000694	OG0000648	n0			AS2_02252	KD33716_02124
N2.HOG0000695	OG0000649	n0			AS2_02251	KD33716_02123
N2.HOG0000696	OG0000650	n0			AS2_02250	KD33716_02122
N2.HOG0000697	OG0000651	n0			AS2_02249	KD33716_02121
N2.HOG0000698	OG0000652	n0			AS2_02246	KD33716_02119
N2.HOG0000699	OG0000653	n0			AS2_02245	KD33716_02118
N2.HOG0000700	OG0000654	n0			AS2_02244	KD33716_02116
N2.HOG0000701	OG0000655	n0			AS2_02243	KD33716_02115
N2.HOG0000702	OG0000656	n0			AS2_02242	KD33716_02114
N2.HOG0000703	OG0000657	n0			AS2_02241	KD33716_02113
N2.HOG0000704	OG0000658	n0			AS2_02240	KD33716_02112
N2.HOG0000705	OG0000659	n0			AS2_02239	KD33716_02111
N2.HOG0000706	OG0000660	n0			AS2_02238	KD33716_02110
N2.HOG0000707	OG0000661	n0			AS2_02237	KD33716_02109
N2.HOG0000708	OG0000662	n0			AS2_02236	KD33716_02108
N2.HOG0000709	OG0000663	n0			AS2_02235	KD33716_02107
N2.HOG0000710	OG0000664	n0			AS2_02234	KD33716_02106
N2.HOG0000711	OG0000665	n0			AS2_02233	KD33716_02105
N2.HOG0000712	OG0000666	n0			AS2_02232	KD33716_02104
N2.HOG0000713	OG0000667	n0			AS2_02231	KD33716_02103
N2.HOG0000714	OG0000668	n0			AS2_02229	KD33716_02102
N2.HOG0000715	OG0000669	n0			AS2_02226	KD33716_02100
N2.HOG0000716	OG0000670	n0			AS2_02223	KD33716_02099
N2.HOG0000717	OG0000671	n0			AS2_02221	KD33716_02097
N2.HOG0000718	OG0000672	n0			AS2_02220	KD33716_02096
N2.HOG0000719	OG0000673	n0			AS2_02219	KD33716_02095
N2.HOG0000720	OG0000674	n0			AS2_02195	KD33716_02094
N2.HOG0000721	OG0000675	n0			AS2_02194	KD33716_02093
N2.HOG0000722	OG0000676	n0			AS2_02193	KD33716_02092
N2.HOG0000723	OG0000677	n0			AS2_02192	KD33716_02091
N2.HOG0000724	OG0000678	n0			AS2_02189	KD33716_02087
N2.HOG0000725	OG0000679	n0			AS2_02188	KD33716_02086
N2.HOG0000726	OG0000680	n0			AS2_02187	KD33716_02085
N2.HOG0000727	OG0000681	n0			AS2_02186	KD33716_02084
N2.HOG0000728	OG0000682	n0			AS2_02185	KD33716_02083
N2.HOG0000729	OG0000683	n0			AS2_02184	KD33716_02082
N2.HOG0000730	OG0000684	n0			AS2_02181	KD33716_02076
N2.HOG0000731	OG0000685	n0			AS2_02180	KD33716_02075
N2.HOG0000732	OG0000686	n0			AS2_02179	KD33716_02074
N2.HOG0000733	OG0000687	n0			AS2_02178	KD33716_02073
N2.HOG0000734	OG0000688	n0			AS2_02177	KD33716_02072
N2.HOG0000735	OG0000689	n0			AS2_02176	KD33716_02071
N2.HOG0000736	OG0000690	n0			AS2_02175	KD33716_02070
N2.HOG0000737	OG0000691	n0			AS2_02174	KD33716_02069
N2.HOG0000738	OG0000692	n0			AS2_02173	KD33716_02068
N2.HOG0000739	OG0000693	n0			AS2_02172	KD33716_02067
N2.HOG0000740	OG0000694	n0			AS2_02171	KD33716_02066
N2.HOG0000741	OG0000695	n0			AS2_02170	KD33716_02065
N2.HOG0000742	OG0000696	n0			AS2_02169	KD33716_02064
N2.HOG0000743	OG0000697	n0			AS2_02168	KD33716_02063
N2.HOG0000744	OG0000698	n0			AS2_02167	KD33716_02062
N2.HOG0000745	OG0000699	n0			AS2_02165	KD33716_02061
N2.HOG0000746	OG0000700	n0			AS2_02164	KD33716_02060
N2.HOG0000747	OG0000701	n0			AS2_02163	KD33716_02059
N2.HOG0000748	OG0000702	n0			AS2_02162	KD33716_02058
N2.HOG0000749	OG0000703	n0			AS2_02160	KD33716_02056
N2.HOG0000750	OG0000704	n0			AS2_02159	KD33716_02054
N2.HOG0000751	OG0000705	n0			AS2_02158	KD33716_02053
N2.HOG0000752	OG0000706	n0			AS2_02157	KD33716_02052
N2.HOG0000753	OG0000707	n0			AS2_02155	KD33716_02050
N2.HOG0000754	OG0000708	n0			AS2_02154	KD33716_02049
N2.HOG0000755	OG0000709	n0			AS2_02153	KD33716_02048
N2.HOG0000756	OG0000710	n0			AS2_02152	KD33716_02047
N2.HOG0000757	OG0000711	n0			AS2_02151	KD33716_02046
N2.HOG0000758	OG0000712	n0			AS2_02150	KD33716_02044
N2.HOG0000759	OG0000713	n0			AS2_02149	KD33716_02043
N2.HOG0000760	OG0000714	n0			AS2_02148	KD33716_02042
N2.HOG0000761	OG0000715	n0			AS2_02147	KD33716_02041
N2.HOG0000762	OG0000716	n0			AS2_02146	KD33716_02040
N2.HOG0000763	OG0000717	n0			AS2_02145	KD33716_02039
N2.HOG0000764	OG0000718	n0			AS2_02144	KD33716_02038
N2.HOG0000765	OG0000719	n0			AS2_02143	KD33716_02036
N2.HOG0000766	OG0000720	n0			AS2_02142	KD33716_02035
N2.HOG0000767	OG0000721	n0			AS2_02141	KD33716_02034
N2.HOG0000768	OG0000722	n0			AS2_02140	KD33716_02033
N2.HOG0000769	OG0000723	n0			AS2_02139	KD33716_02032
N2.HOG0000770	OG0000724	n0			AS2_02138	KD33716_02031
N2.HOG0000771	OG0000725	n0			AS2_02137	KD33716_02030
N2.HOG0000772	OG0000726	n0			AS2_02136	KD33716_02029
N2.HOG0000773	OG0000727	n0			AS2_02135	KD33716_02028
N2.HOG0000774	OG0000728	n0			AS2_02134	KD33716_02027
N2.HOG0000775	OG0000729	n0			AS2_02133	KD33716_02026
N2.HOG0000776	OG0000730	n0			AS2_02132	KD33716_02025
N2.HOG0000777	OG0000731	n0			AS2_02130	KD33716_02023
