group	file	gene	total_tree_length	internal_branch_length	treeness	sites	parsimony_informative_sites	parsimony_informative_percent
fungi	1588798at2759.faa.mafft.clipkit.iqtree	1588798at2759	3.4246	0.2359	0.06888395725048181	333	15	4.504504504504505
fungi	1041560at2759.faa.mafft.clipkit.iqtree	1041560at2759	2.5046	0.1094	0.04367962948175357	456	27	5.921052631578948
fungi	975557at2759.faa.mafft.clipkit.iqtree	975557at2759	4.1514	0.1952	0.04702028231439997	781	21	2.6888604353393086
fungi	341721at2759.faa.mafft.clipkit.iqtree	341721at2759	4.2357	0.2002	0.04726491489010081	761	40	5.256241787122208
fungi	1173229at2759.faa.mafft.clipkit.iqtree	1173229at2759	2.9948	0.0	0.0	421	0	0.0
fungi	1538526at2759.faa.mafft.clipkit.iqtree	1538526at2759	2.1139	0.1735	0.08207578409574719	205	10	4.878048780487805
fungi	1342242at2759.faa.mafft.clipkit.iqtree	1342242at2759	4.4204	0.226	0.05112659487829156	429	15	3.4965034965034967
fungi	692986at2759.faa.mafft.clipkit.iqtree	692986at2759	5.1461	0.4585	0.08909659742329143	887	32	3.6076662908680945
fungi	1530008at2759.faa.mafft.clipkit.iqtree	1530008at2759	1.2178	0.0744	0.061093775661028075	216	14	6.481481481481482
fungi	918816at2759.faa.mafft.clipkit.iqtree	918816at2759	3.7669	0.1299	0.034484589450211045	578	24	4.1522491349480966
fungi	1128607at2759.faa.mafft.clipkit.iqtree	1128607at2759	1.7752	0.092	0.051825146462370436	350	25	7.142857142857143
fungi	1405146at2759.faa.mafft.clipkit.iqtree	1405146at2759	4.9662	0.4219	0.08495429100720873	234	7	2.9914529914529915
fungi	905026at2759.faa.mafft.clipkit.iqtree	905026at2759	3.4677	0.209	0.060270496294373796	836	32	3.827751196172249
fungi	1096688at2759.faa.mafft.clipkit.iqtree	1096688at2759	1.9089	0.1607	0.08418460893708418	410	14	3.4146341463414633
fungi	1405073at2759.faa.mafft.clipkit.iqtree	1405073at2759	1.0934	0.1218	0.11139564660691423	181	10	5.524861878453039
fungi	855834at2759.faa.mafft.clipkit.iqtree	855834at2759	5.0071	0.2527	0.05046833496435062	748	30	4.010695187165775
fungi	1358374at2759.faa.mafft.clipkit.iqtree	1358374at2759	2.0416	0.0631	0.03090713166144201	355	11	3.0985915492957745
fungi	464990at2759.faa.mafft.clipkit.iqtree	464990at2759	2.4538	0.0927	0.03777814002771212	645	26	4.0310077519379846
fungi	887370at2759.faa.mafft.clipkit.iqtree	887370at2759	3.5385	0.1463	0.04134520276953512	629	23	3.6565977742448332
fungi	604979at2759.faa.mafft.clipkit.iqtree	604979at2759	1.6786	0.0	0.0	518	0	0.0
fungi	1324510at2759.faa.mafft.clipkit.iqtree	1324510at2759	3.7251	0.2506	0.06727336178894526	523	23	4.397705544933078
fungi	1558822at2759.faa.mafft.clipkit.iqtree	1558822at2759	1.1013	0.0	0.0	87	0	0.0
fungi	1377237at2759.faa.mafft.clipkit.iqtree	1377237at2759	2.7935	0.0	0.0	308	0	0.0
fungi	836599at2759.faa.mafft.clipkit.iqtree	836599at2759	3.2007	0.1884	0.05886212391039461	548	25	4.562043795620438
fungi	1194797at2759.faa.mafft.clipkit.iqtree	1194797at2759	2.85	0.1227	0.04305263157894737	747	47	6.291834002677376
fungi	1314980at2759.faa.mafft.clipkit.iqtree	1314980at2759	2.6806	0.0	0.0	861	0	0.0
fungi	1525971at2759.faa.mafft.clipkit.iqtree	1525971at2759	3.6397	0.3933	0.10805835645794983	165	11	6.666666666666667
fungi	679771at2759.faa.mafft.clipkit.iqtree	679771at2759	2.4505	0.0	0.0	414	0	0.0
fungi	974865at2759.faa.mafft.clipkit.iqtree	974865at2759	2.505	0.1357	0.05417165668662675	353	20	5.665722379603399
fungi	734666at2759.faa.mafft.clipkit.iqtree	734666at2759	1.7911	0.0889	0.04963430294232595	525	31	5.904761904761905
fungi	1178688at2759.faa.mafft.clipkit.iqtree	1178688at2759	3.4052	0.2056	0.06037824503700224	220	12	5.454545454545454
fungi	166920at2759.faa.mafft.clipkit.iqtree	166920at2759	3.0909	0.1156	0.037400110000323526	1241	79	6.36583400483481
fungi	834694at2759.faa.mafft.clipkit.iqtree	834694at2759	3.3762	0.2642	0.07825365795865175	789	31	3.929024081115336
fungi	1115196at2759.faa.mafft.clipkit.iqtree	1115196at2759	3.1021	0.2512	0.08097740240482253	510	26	5.098039215686274
fungi	1025450at2759.faa.mafft.clipkit.iqtree	1025450at2759	3.0617	0.2461	0.0803801809452265	453	27	5.960264900662252
fungi	1459797at2759.faa.mafft.clipkit.iqtree	1459797at2759	3.4726	0.2246	0.06467776305937914	129	5	3.875968992248062
fungi	320059at2759.faa.mafft.clipkit.iqtree	320059at2759	0.8498	0.0344	0.040480112967757116	564	18	3.1914893617021276
fungi	1094121at2759.faa.mafft.clipkit.iqtree	1094121at2759	4.1812	0.2696	0.06447909690997801	237	10	4.219409282700422
fungi	1030907at2759.faa.mafft.clipkit.iqtree	1030907at2759	4.5706	0.1842	0.04030105456614012	343	9	2.623906705539359
fungi	976469at2759.faa.mafft.clipkit.iqtree	976469at2759	1.7864	0.0	0.0	365	0	0.0
fungi	1322642at2759.faa.mafft.clipkit.iqtree	1322642at2759	1.7299	0.0	0.0	544	0	0.0
fungi	1323575at2759.faa.mafft.clipkit.iqtree	1323575at2759	2.7846	0.1619	0.058141205200028724	184	10	5.434782608695652
fungi	917326at2759.faa.mafft.clipkit.iqtree	917326at2759	2.7312	0.0462	0.016915641476274165	689	36	5.2249637155297535
fungi	1633672at2759.faa.mafft.clipkit.iqtree	1633672at2759	1.437	0.1181	0.08218510786360472	97	4	4.123711340206185
fungi	1138059at2759.faa.mafft.clipkit.iqtree	1138059at2759	1.9559	0.1593	0.081445881691293	273	14	5.128205128205129
fungi	1019762at2759.faa.mafft.clipkit.iqtree	1019762at2759	4.806	0.1421	0.029567207657095296	670	25	3.7313432835820897
fungi	1355894at2759.faa.mafft.clipkit.iqtree	1355894at2759	2.8445	0.2603	0.09150993144665143	192	11	5.729166666666667
fungi	156083at2759.faa.mafft.clipkit.iqtree	156083at2759	0.8477	0.0	0.0	2378	0	0.0
fungi	1322299at2759.faa.mafft.clipkit.iqtree	1322299at2759	3.4311	0.136	0.03963743405904813	578	23	3.9792387543252596
fungi	325552at2759.faa.mafft.clipkit.iqtree	325552at2759	2.6612	0.1334	0.05012776191191943	613	48	7.830342577487765
fungi	736068at2759.faa.mafft.clipkit.iqtree	736068at2759	3.9598	0.1173	0.02962270821758675	497	22	4.426559356136821
fungi	673132at2759.faa.mafft.clipkit.iqtree	673132at2759	1.9218	0.0939	0.048860443334374025	456	26	5.701754385964913
fungi	996662at2759.faa.mafft.clipkit.iqtree	996662at2759	2.5756	0.1387	0.05385152974064295	305	13	4.262295081967213
fungi	1404162at2759.faa.mafft.clipkit.iqtree	1404162at2759	4.5209	0.2076	0.04592006016501139	651	25	3.8402457757296466
fungi	1259741at2759.faa.mafft.clipkit.iqtree	1259741at2759	3.3458	0.2174	0.06497698607209039	405	20	4.938271604938271
fungi	898782at2759.faa.mafft.clipkit.iqtree	898782at2759	4.366	0.2279	0.05219880897847	611	23	3.7643207855973815
fungi	1079130at2759.faa.mafft.clipkit.iqtree	1079130at2759	1.9602	0.1385	0.07065605550454036	473	33	6.976744186046512
fungi	1346165at2759.faa.mafft.clipkit.iqtree	1346165at2759	3.0214	0.1647	0.054511153769775604	484	20	4.132231404958677
fungi	814241at2759.faa.mafft.clipkit.iqtree	814241at2759	3.6122	0.1789	0.04952660428547699	493	20	4.056795131845842
fungi	1220881at2759.faa.mafft.clipkit.iqtree	1220881at2759	2.8355	0.1194	0.042108975489331686	377	16	4.244031830238727
fungi	1161199at2759.faa.mafft.clipkit.iqtree	1161199at2759	4.4833	0.3852	0.08591885441527446	299	16	5.351170568561873
fungi	1106766at2759.faa.mafft.clipkit.iqtree	1106766at2759	1.6319	0.0	0.0	596	0	0.0
fungi	1370285at2759.faa.mafft.clipkit.iqtree	1370285at2759	5.7763	0.2559	0.04430171563111335	772	34	4.404145077720207
fungi	296129at2759.faa.mafft.clipkit.iqtree	296129at2759	1.6858	0.0856	0.05077707913156958	1065	68	6.384976525821596
fungi	271586at2759.faa.mafft.clipkit.iqtree	271586at2759	4.9254	0.2337	0.04744792301132903	1147	45	3.923278116826504
fungi	1112002at2759.faa.mafft.clipkit.iqtree	1112002at2759	2.7029	0.0871	0.032224647600725145	873	51	5.841924398625429
fungi	1111142at2759.faa.mafft.clipkit.iqtree	1111142at2759	4.061	0.0	0.0	574	0	0.0
fungi	1567796at2759.faa.mafft.clipkit.iqtree	1567796at2759	2.2585	0.1828	0.08093867611246401	208	9	4.326923076923077
fungi	551907at2759.faa.mafft.clipkit.iqtree	551907at2759	3.7379	0.1717	0.04593488322320019	1113	48	4.3126684636118595
fungi	1576404at2759.faa.mafft.clipkit.iqtree	1576404at2759	2.9553	0.3797	0.12848103407437486	274	12	4.37956204379562
fungi	1291729at2759.faa.mafft.clipkit.iqtree	1291729at2759	2.843	0.151	0.0531129088990503	217	11	5.0691244239631335
fungi	1228942at2759.faa.mafft.clipkit.iqtree	1228942at2759	2.3163	0.176	0.07598324914734705	269	24	8.921933085501859
fungi	1090038at2759.faa.mafft.clipkit.iqtree	1090038at2759	2.749	0.0	0.0	381	0	0.0
fungi	1079827at2759.faa.mafft.clipkit.iqtree	1079827at2759	1.1291	0.0914	0.0809494287485608	264	21	7.954545454545454
fungi	1233814at2759.faa.mafft.clipkit.iqtree	1233814at2759	2.4572	0.0497	0.020226273807585873	287	9	3.1358885017421603
fungi	973442at2759.faa.mafft.clipkit.iqtree	973442at2759	3.6616	0.0791	0.02160257810793096	435	16	3.67816091954023
fungi	39650at2759.faa.mafft.clipkit.iqtree	39650at2759	2.9087	0.1343	0.046171829339567504	2253	115	5.104305370616955
fungi	1038775at2759.faa.mafft.clipkit.iqtree	1038775at2759	1.6704	0.0	0.0	304	0	0.0
fungi	1364586at2759.faa.mafft.clipkit.iqtree	1364586at2759	2.5233	0.0	0.0	273	0	0.0
fungi	1200489at2759.faa.mafft.clipkit.iqtree	1200489at2759	2.8057	0.1058	0.03770894963823645	250	7	2.8
fungi	1450538at2759.faa.mafft.clipkit.iqtree	1450538at2759	3.2237	0.2188	0.06787232062536837	445	11	2.4719101123595504
fungi	865202at2759.faa.mafft.clipkit.iqtree	865202at2759	3.4285	0.09	0.026250546886393465	352	15	4.261363636363637
fungi	1339553at2759.faa.mafft.clipkit.iqtree	1339553at2759	7.5683	0.2316	0.030601323943289776	438	20	4.566210045662101
fungi	270107at2759.faa.mafft.clipkit.iqtree	270107at2759	3.3723	0.1334	0.03955757198351273	965	53	5.492227979274611
fungi	734341at2759.faa.mafft.clipkit.iqtree	734341at2759	3.7129	0.1881	0.05066120821998976	336	12	3.5714285714285716
fungi	1236198at2759.faa.mafft.clipkit.iqtree	1236198at2759	1.752	0.0307	0.01752283105022831	147	5	3.401360544217687
fungi	779909at2759.faa.mafft.clipkit.iqtree	779909at2759	1.1151	0.1372	0.12303829252981795	316	26	8.227848101265822
fungi	944899at2759.faa.mafft.clipkit.iqtree	944899at2759	1.2086	0.0462	0.038226046665563465	334	21	6.287425149700598
fungi	655400at2759.faa.mafft.clipkit.iqtree	655400at2759	3.7831	0.276	0.07295604134175676	515	28	5.436893203883495
fungi	375960at2759.faa.mafft.clipkit.iqtree	375960at2759	3.1651	0.1267	0.04003033079523554	686	30	4.373177842565598
fungi	1053181at2759.faa.mafft.clipkit.iqtree	1053181at2759	1.9625	0.0	0.0	289	0	0.0
fungi	1474000at2759.faa.mafft.clipkit.iqtree	1474000at2759	2.6511	0.1171	0.044170344385349475	371	20	5.390835579514825
fungi	426305at2759.faa.mafft.clipkit.iqtree	426305at2759	2.3353	0.1082	0.04633237699653149	775	54	6.967741935483871
fungi	1222562at2759.faa.mafft.clipkit.iqtree	1222562at2759	2.8965	0.3408	0.1176592439150699	348	12	3.4482758620689653
fungi	331411at2759.faa.mafft.clipkit.iqtree	331411at2759	3.9485	0.1511	0.03826769659364316	920	40	4.3478260869565215
fungi	1010730at2759.faa.mafft.clipkit.iqtree	1010730at2759	2.2663	0.1144	0.050478753916074655	440	23	5.2272727272727275
fungi	1421503at2759.faa.mafft.clipkit.iqtree	1421503at2759	2.0538	0.0879	0.04279871457785569	214	10	4.672897196261682
fungi	1379600at2759.faa.mafft.clipkit.iqtree	1379600at2759	4.9892	0.1657	0.033211737352681785	862	33	3.82830626450116
fungi	1275837at2759.faa.mafft.clipkit.iqtree	1275837at2759	1.7046	0.1859	0.1090578434823419	348	28	8.045977011494253
fungi	100698at2759.faa.mafft.clipkit.iqtree	100698at2759	2.0861	0.227	0.10881549302526246	893	34	3.807390817469205
fungi	674160at2759.faa.mafft.clipkit.iqtree	674160at2759	4.5146	0.1052	0.02330217516502016	2760	126	4.565217391304348
fungi	1251252at2759.faa.mafft.clipkit.iqtree	1251252at2759	3.6436	0.2147	0.05892523877483807	266	6	2.255639097744361
fungi	543764at2759.faa.mafft.clipkit.iqtree	543764at2759	3.7541	0.2059	0.05484670094030526	517	34	6.576402321083172
fungi	1490022at2759.faa.mafft.clipkit.iqtree	1490022at2759	2.7118	0.1641	0.060513312191164535	198	18	9.090909090909092
fungi	939345at2759.faa.mafft.clipkit.iqtree	939345at2759	4.1152	0.3812	0.09263219284603422	382	11	2.8795811518324608
fungi	777920at2759.faa.mafft.clipkit.iqtree	777920at2759	2.4491	0.0954	0.03895308480666367	647	34	5.255023183925811
fungi	891751at2759.faa.mafft.clipkit.iqtree	891751at2759	4.5336	0.2421	0.05340127051349921	587	23	3.918228279386712
fungi	1432328at2759.faa.mafft.clipkit.iqtree	1432328at2759	3.1318	0.2415	0.0771122038444345	346	13	3.7572254335260116
fungi	1575179at2759.faa.mafft.clipkit.iqtree	1575179at2759	4.0482	0.5232	0.12924262635245296	120	3	2.5
fungi	679187at2759.faa.mafft.clipkit.iqtree	679187at2759	2.3928	0.0	0.0	840	0	0.0
fungi	1434266at2759.faa.mafft.clipkit.iqtree	1434266at2759	4.0686	0.2238	0.0550066361893526	262	12	4.580152671755725
fungi	1617752at2759.faa.mafft.clipkit.iqtree	1617752at2759	3.8078	0.3526	0.09259940122905616	113	2	1.7699115044247788
fungi	453044at2759.faa.mafft.clipkit.iqtree	453044at2759	2.5833	0.1884	0.07292997328997794	479	30	6.263048016701461
fungi	923657at2759.faa.mafft.clipkit.iqtree	923657at2759	4.2396	0.3684	0.08689499009340504	378	22	5.8201058201058204
fungi	708105at2759.faa.mafft.clipkit.iqtree	708105at2759	4.7057	0.3221	0.0684489023949678	437	21	4.805491990846682
fungi	1051021at2759.faa.mafft.clipkit.iqtree	1051021at2759	4.0282	0.4223	0.10483590685666054	535	17	3.177570093457944
fungi	1428854at2759.faa.mafft.clipkit.iqtree	1428854at2759	3.5369	0.2449	0.06924142610760836	868	58	6.682027649769585
fungi	293315at2759.faa.mafft.clipkit.iqtree	293315at2759	3.3743	0.1144	0.03390332809767952	1551	66	4.25531914893617
fungi	160593at2759.faa.mafft.clipkit.iqtree	160593at2759	4.0853	0.1814	0.044403103811225614	2735	162	5.923217550274223
