cistrome_id	external_id	species
63749	ENCSR510NXV_1	
63750	ENCSR510NXV_2	
63752	ENCSR514EOB_1	
63753	ENCSR515LRI_1	
63754	ENCSR515PKY_1	
63755	ENCSR515PKY_2	
63756	ENCSR516HUP_1	
63757	ENCSR516HUP_2	
63760	ENCSR516KSY_1	
63763	ENCSR517DDU_1	
63764	ENCSR517DDU_2	
63765	ENCSR517GAU_1	
63766	ENCSR517GAU_2	
63768	ENCSR518HJD_1	
63769	ENCSR518LDN_1	
63770	ENCSR518LDN_2	
63771	ENCSR518WPL_1	
63772	ENCSR518WPL_2	
63773	ENCSR519HKW_1	
63774	ENCSR519HKW_2	
63777	ENCSR520BIM_1	
63778	ENCSR520BIM_2	
63779	ENCSR521AIV_1	
63780	ENCSR521AIV_2	
63781	ENCSR522WLH_1	
63791	ENCSR523XCR_1	
63792	ENCSR523XCR_2	
63793	ENCSR524BUE_1	
63794	ENCSR524BUE_2	
63795	ENCSR524UOX_1	
63796	ENCSR524UOX_2	
63797	ENCSR524UOX_3	
63799	ENCSR525YFS_1	
63800	ENCSR525YFS_2	
63807	ENCSR527IGO_1	
63808	ENCSR528PSI_1	
63809	ENCSR528PSI_2	
63810	ENCSR529YKU_1	
63811	ENCSR529YKU_2	
63812	ENCSR529YKU_3	
63813	ENCSR530XQI_1	
63814	ENCSR530XQI_2	
63815	ENCSR531QHM_1	
63816	ENCSR531QHM_2	
63817	ENCSR532CRI_1	
63818	ENCSR532CRI_2	
63819	ENCSR532EMP_1	
63820	ENCSR532EMP_2	
63822	ENCSR532KTI_2	
63823	ENCSR534VHI_1	
63824	ENCSR534VHI_2	
63825	ENCSR535DIA_1	
63826	ENCSR535DIA_2	
63827	ENCSR535HFQ_1	
63828	ENCSR535HFQ_2	
63829	ENCSR535HFQ_3	
63834	ENCSR537FVU_1	
63835	ENCSR537FVU_2	
63836	ENCSR537FVU_3	
63841	ENCSR540UZV_1	
63842	ENCSR540UZV_2	
63843	ENCSR541PDV_1	
63844	ENCSR541PDV_2	
63845	ENCSR542WJU_1	
63846	ENCSR542WJU_2	
63847	ENCSR542YRH_1	
63848	ENCSR542YRH_2	
63850	ENCSR543ZVZ_1	
63851	ENCSR543ZVZ_2	
63852	ENCSR543ZVZ_3	
63854	ENCSR544GUO_2	
63855	ENCSR544GUO_3	
63858	ENCSR546KCN_1	
63859	ENCSR546KCN_2	
63868	ENCSR549WAU_1	
63869	ENCSR550HCT_1	
63870	ENCSR550HCT_2	
63871	ENCSR551KAP_1	
63872	ENCSR551KAP_2	
63874	ENCSR551ZDZ_2	
63875	ENCSR552XSN_1	
63876	ENCSR552XSN_2	
63877	ENCSR552YGL_1	
63878	ENCSR552YGL_2	
63879	ENCSR554RQQ_1	
63880	ENCSR554RQQ_2	
63883	ENCSR555AYD_1	
63884	ENCSR555AYD_2	
63885	ENCSR555AYD_3	
63886	ENCSR555EAA_1	
63887	ENCSR555EAA_2	
63888	ENCSR555EAA_3	
63894	ENCSR557PSD_1	
63895	ENCSR557PSD_2	
63899	ENCSR558HTE_1	
63902	ENCSR559IOZ_1	
63903	ENCSR559IOZ_2	
63904	ENCSR559SSU_1	
63905	ENCSR559SSU_2	
63906	ENCSR560CCF_1	
63907	ENCSR560CCF_2	
63908	ENCSR561XZU_1	
63909	ENCSR561ZRE_1	
63910	ENCSR561ZRE_2	
63911	ENCSR561ZRE_3	
63914	ENCSR562SRW_1	
63915	ENCSR562SRW_2	
63916	ENCSR562SRW_3	
63917	ENCSR563GCV_1	
63918	ENCSR563GCV_2	
63919	ENCSR563GCV_3	
63920	ENCSR563YDA_1	
63921	ENCSR563YDA_2	
63922	ENCSR564IGJ_1	
63923	ENCSR564IGJ_2	
63929	ENCSR566DVZ_1	
63930	ENCSR566DVZ_2	
63931	ENCSR566DVZ_3	
63932	ENCSR566UMF_1	
63933	ENCSR566UMF_2	
63935	ENCSR567JEU_1	
63936	ENCSR567JEU_2	
63937	ENCSR569IBY_1	
63938	ENCSR569IBY_2	
63939	ENCSR569IBY_3	
63942	ENCSR571PDN_1	
63943	ENCSR571PDN_2	
63944	ENCSR575VMI_1	
63945	ENCSR575VMI_2	
63948	ENCSR577ILY_1	
63949	ENCSR577TXK_1	
63951	ENCSR578FJY_1	
63952	ENCSR578FJY_2	
63953	ENCSR579BNV_1	
63956	ENCSR580IAO_1	
63957	ENCSR580IAO_2	
63964	ENCSR582IPV_1	
63965	ENCSR582IPV_2	
63969	ENCSR584LUZ_1	
63970	ENCSR587OQL_1	
63971	ENCSR587OQL_2	
63972	ENCSR588AKU_1	
63973	ENCSR588AKU_2	
63974	ENCSR590CNM_1	
63975	ENCSR590CNM_2	
63976	ENCSR591CCL_1	
63977	ENCSR591CCL_2	
63978	ENCSR591EBL_1	
63979	ENCSR591EBL_2	
63980	ENCSR592DQC_1	
63981	ENCSR592KSP_1	
63982	ENCSR592KSP_2	
63983	ENCSR593DGU_1	
63984	ENCSR593DGU_2	
63985	ENCSR593LTJ_1	
63986	ENCSR593LTJ_2	
63987	ENCSR593RGY_1	
63988	ENCSR593RGY_2	
63989	ENCSR593RGY_3	
63992	ENCSR596IKD_1	
63993	ENCSR596IKD_2	
63994	ENCSR596NOF_1	
63995	ENCSR596NOF_2	
63996	ENCSR596PFU_1	
63997	ENCSR597BWL_1	
63998	ENCSR597BWL_2	
64008	ENCSR603XLW_1	
64009	ENCSR603XLW_2	
64010	ENCSR604VWJ_1	
64011	ENCSR604VWJ_2	
64012	ENCSR605MGM_1	
64013	ENCSR605MGM_2	
64014	ENCSR605SNG_1	
64016	ENCSR606ZTC_1	
64017	ENCSR606ZTC_2	
64021	ENCSR608HVP_1	
64022	ENCSR608HVP_2	
64028	ENCSR610RKF_1	
64029	ENCSR610RKF_2	
64030	ENCSR610RKF_3	
64035	ENCSR614NPG_1	
64036	ENCSR614NPG_2	
64037	ENCSR614NPG_3	
64038	ENCSR616WEG_1	
64039	ENCSR616WEG_2	
64040	ENCSR617IFZ_1	
64041	ENCSR617IFZ_2	
64042	ENCSR618MUP_1	
64043	ENCSR618MUP_2	
64044	ENCSR618QYE_1	
64045	ENCSR619GFP_1	
64046	ENCSR619GFP_2	
64047	ENCSR619IUE_1	
64048	ENCSR619IUE_2	
64049	ENCSR620QNS_1	
64050	ENCSR620QNS_2	
64051	ENCSR620TXL_1	
64052	ENCSR620VIC_1	
64053	ENCSR620VIC_2	
64055	ENCSR621ENC_1	
64056	ENCSR621ENC_2	
64057	ENCSR621ENC_3	
64060	ENCSR626QJQ_1	
64061	ENCSR626QJQ_2	
64062	ENCSR626RVD_1	
64063	ENCSR626RVD_2	
64072	ENCSR631VBO_1	
64073	ENCSR631WAA_1	
64074	ENCSR631WAA_2	
64075	ENCSR632CQZ_1	
64076	ENCSR632DCH_1	
64077	ENCSR632DCH_2	
64080	ENCSR632SHZ_1	
64081	ENCSR632SHZ_2	
64082	ENCSR633EIC_1	
64083	ENCSR633EIC_2	
64087	ENCSR634ZGP_1	
64088	ENCSR634ZGP_2	
64089	ENCSR635GTR_1	
64090	ENCSR635GTR_2	
64091	ENCSR635NOQ_1	
64092	ENCSR635NOQ_2	
64093	ENCSR636EYA_1	
64094	ENCSR636EYA_2	
64095	ENCSR636IBP_1	
64098	ENCSR636PIN_3	
64100	ENCSR637RLN_2	
64101	ENCSR639KFO_1	
64102	ENCSR639KFO_2	
64103	ENCSR639KFO_3	
64106	ENCSR642VZY_1	
64107	ENCSR642VZY_2	
64110	ENCSR643OAB_1	
64111	ENCSR643VTW_1	
64112	ENCSR643VTW_2	
64113	ENCSR645BCH_1	
64114	ENCSR645BCH_2	
64118	ENCSR646EFO_1	
64119	ENCSR646EFO_2	
64120	ENCSR646EFO_3	
64123	ENCSR646OPC_1	
64124	ENCSR646OPC_2	
64125	ENCSR646OPC_3	
64127	ENCSR647ZXA_1	
64128	ENCSR647ZXA_2	
64129	ENCSR648INT_1	
64130	ENCSR648INT_2	
64139	ENCSR656JZL_1	
64140	ENCSR656JZL_2	
64141	ENCSR657DFR_1	
64142	ENCSR657DFR_2	
64143	ENCSR657EOF_1	
64144	ENCSR657EOF_2	
64155	ENCSR660RYY_2	
64156	ENCSR660RYY_3	
64157	ENCSR661MUS_1	
64158	ENCSR661MUS_2	
64159	ENCSR661NXJ_1	
64160	ENCSR662PLB_1	
64162	ENCSR662PLB_3	
64163	ENCSR662PLB_4	
64164	ENCSR662PLB_5	
64167	ENCSR664PKM_1	
64168	ENCSR664PKM_2	
64170	ENCSR667UWT_1	
64173	ENCSR668HOP_1	
64174	ENCSR668HOP_2	
64175	ENCSR669LCD_1	
64176	ENCSR669LCD_2	
64177	ENCSR671GFC_1	
64178	ENCSR671GFC_2	
64183	ENCSR673OGC_1	
64184	ENCSR673OGC_2	
64186	ENCSR675LRO_1	
64187	ENCSR675LRO_2	
64190	ENCSR677QYM_1	
64191	ENCSR677QYM_2	
64192	ENCSR677QYM_3	
64197	ENCSR678ILN_1	
64198	ENCSR678ILN_2	
64199	ENCSR678ILN_3	
64200	ENCSR679STZ_1	
64201	ENCSR679STZ_2	
64209	ENCSR683CSF_1	
64210	ENCSR683CSF_2	
64211	ENCSR683ORH_1	
64212	ENCSR683ORH_2	
64216	ENCSR686BIE_1	
64217	ENCSR686BIE_2	
64218	ENCSR686BIE_3	
64220	ENCSR686BQM_2	
64221	ENCSR686BQM_3	
64222	ENCSR686HIU_1	
64223	ENCSR686HIU_2	
64224	ENCSR686PFM_1	
64225	ENCSR686PFM_2	
64239	ENCSR689QUB_2	
64240	ENCSR689YFA_1	
64241	ENCSR689YFA_2	
64242	ENCSR690HWX_1	
64249	ENCSR691GRA_1	
64250	ENCSR691GRA_2	
64251	ENCSR691GRA_3	
64252	ENCSR691MQJ_1	
64253	ENCSR691MQJ_2	
64254	ENCSR691MQJ_3	
64255	ENCSR691TXI_1	
64256	ENCSR691TXI_2	
64257	ENCSR692HIO_1	
64258	ENCSR692HIO_2	
64259	ENCSR692ILH_1	
64260	ENCSR692JHM_1	
64261	ENCSR692JHM_2	
64262	ENCSR692JHM_3	
64264	ENCSR694LBI_1	
64265	ENCSR697CUP_1	
64266	ENCSR697CUP_2	
64269	ENCSR698CKZ_1	
64270	ENCSR698CKZ_2	
64276	ENCSR700ILE_1	
64278	ENCSR701AQS_1	
64279	ENCSR701AQS_2	
64280	ENCSR701TCU_1	
64281	ENCSR701TCU_2	
64284	ENCSR703TNG_1	
64285	ENCSR703TNG_2	
64288	ENCSR705ASR_1	
64289	ENCSR705ASR_2	
64290	ENCSR706BJO_1	
64291	ENCSR706BJO_2	
64294	ENCSR707BNG_1	
64295	ENCSR707BNG_2	
64298	ENCSR707IUN_1	
64299	ENCSR707IUN_2	
64300	ENCSR707QWA_1	
64301	ENCSR707QWA_2	
64302	ENCSR709DRM_1	
64303	ENCSR709DRM_2	
64307	ENCSR711UOA_1	
64308	ENCSR711UOA_2	
64311	ENCSR714LYA_1	
64312	ENCSR714LYA_2	
64313	ENCSR714LZQ_1	
64314	ENCSR714LZQ_2	
64315	ENCSR714TJD_1	
64316	ENCSR714TJD_2	
64317	ENCSR714YZG_1	
64318	ENCSR714YZG_2	
64319	ENCSR715CCR_1	
64320	ENCSR715CCR_2	
64321	ENCSR715QNO_1	
64322	ENCSR715QNO_2	
64324	ENCSR716XDB_1	
64325	ENCSR716XDB_2	
64326	ENCSR716XDB_3	
64327	ENCSR716ZJH_1	
64328	ENCSR716ZJH_2	
64329	ENCSR716ZJH_3	
64331	ENCSR720DXT_1	
64332	ENCSR720DXT_2	
64333	ENCSR720DXT_3	
64334	ENCSR720ZAX_1	
64336	ENCSR724FCJ_1	
64337	ENCSR724SCF_1	
64341	ENCSR726MAP_1	
64342	ENCSR726MAP_2	
64343	ENCSR726MAP_3	
64344	ENCSR726ZZX_1	
64346	ENCSR729ENO_1	
64347	ENCSR729ENO_2	
64348	ENCSR729HVR_1	
64349	ENCSR729HVR_2	
64350	ENCSR729LGA_1	
64351	ENCSR729LGA_2	
64359	ENCSR732DAQ_1	
64360	ENCSR732DAQ_2	
64363	ENCSR735CJR_1	
64369	ENCSR737LTZ_1	
64370	ENCSR737LTZ_2	
64373	ENCSR737UST_1	
64374	ENCSR737UST_2	
64375	ENCSR739IHN_1	
64376	ENCSR739IHN_2	
64377	ENCSR740NPG_1	
64378	ENCSR740NPG_2	
64379	ENCSR741GJT_1	
64381	ENCSR744XTG_1	
64382	ENCSR744XTG_2	
64384	ENCSR746ZPP_1	
64391	ENCSR749AYF_1	
64392	ENCSR749BWV_1	
64393	ENCSR749BWV_2	
64394	ENCSR750LYM_1	
64395	ENCSR750LYM_2	
64398	ENCSR752AQK_1	
64399	ENCSR752AQK_2	
64400	ENCSR752AQK_3	
64401	ENCSR752UOD_1	
64402	ENCSR752UOD_2	
64403	ENCSR752UOD_3	
64404	ENCSR752UOD_4	
64407	ENCSR754LIN_1	
64408	ENCSR754LIN_2	
64409	ENCSR754VAJ_1	
64410	ENCSR754VAJ_2	
64411	ENCSR754VAJ_3	
64413	ENCSR756KRS_1	
64414	ENCSR757IIU_1	
64417	ENCSR758OEC_1	
64418	ENCSR758OEC_2	
64421	ENCSR760AAY_2	
64424	ENCSR760UVO_1	
64425	ENCSR760UVO_2	
64427	ENCSR761DLU_2	
64438	ENCSR766NHB_1	
64439	ENCSR766NHB_2	
64440	ENCSR766NHB_3	
64441	ENCSR767HOP_1	
64442	ENCSR767HOP_2	
64443	ENCSR768HOH_1	
64444	ENCSR768HOH_2	
64445	ENCSR768LIO_1	
64446	ENCSR768LIO_2	
64447	ENCSR768OLL_1	
64448	ENCSR768OLL_2	
64449	ENCSR769FOC_1	
64450	ENCSR769FOC_2	
64451	ENCSR769FOC_3	
64454	ENCSR769JRS_1	
64455	ENCSR769JRS_2	
64457	ENCSR769WKR_1	
64458	ENCSR770OTI_1	
64459	ENCSR770OTI_2	
64460	ENCSR770OTI_3	
64463	ENCSR770PQN_1	
64464	ENCSR770PQN_2	
64465	ENCSR772EEN_1	
64466	ENCSR772EEN_2	
64471	ENCSR773NQB_1	
64472	ENCSR773NQB_2	
64473	ENCSR773NQB_3	
64474	ENCSR773REP_1	
64475	ENCSR773REP_2	
64477	ENCSR774KCU_1	
64478	ENCSR774KCU_2	
64479	ENCSR774KCU_3	
64482	ENCSR775TAI_2	
64483	ENCSR775TAI_3	
64484	ENCSR775UFR_1	
64485	ENCSR775UFR_2	
64486	ENCSR775UFR_3	
64487	ENCSR775VUA_1	
64495	ENCSR777YSB_1	
64496	ENCSR777YSB_2	
64508	ENCSR783AXV_1	
64509	ENCSR783AXV_2	
64510	ENCSR783SNV_1	
64511	ENCSR783SNV_2	
64512	ENCSR783SNV_3	
64515	ENCSR785BDQ_1	
64516	ENCSR785BDQ_2	
64518	ENCSR786GJM_1	
64519	ENCSR787RVK_1	
64520	ENCSR787RVK_2	
64523	ENCSR787YMV_1	
64525	ENCSR788XNX_1	
64526	ENCSR788XNX_2	
64527	ENCSR790FIS_1	
64530	ENCSR791BNU_2	
64531	ENCSR791BNU_3	
64534	ENCSR792VMN_1	
64535	ENCSR792VMN_2	
64537	ENCSR795IYP_1	
64538	ENCSR795IYP_2	
64539	ENCSR795VEN_1	
64542	ENCSR796VBR_3	
64543	ENCSR799GOY_1	
64544	ENCSR799GOY_2	
64546	ENCSR800QIT_1	
64547	ENCSR800QIT_2	
64548	ENCSR801IPH_1	
64549	ENCSR801IPH_2	
64550	ENCSR801RPW_1	
64551	ENCSR801RPW_2	
64552	ENCSR803GYT_1	
64553	ENCSR803GYT_2	
64554	ENCSR803IBD_1	
64555	ENCSR803JLV_1	
64556	ENCSR803JLV_2	
64557	ENCSR804RSI_1	
64559	ENCSR807LQP_1	
64560	ENCSR807LQP_2	
64563	ENCSR808AKZ_1	
64564	ENCSR808AKZ_2	
64565	ENCSR809LCE_1	
64574	ENCSR815JAA_1	
64575	ENCSR818DQV_1	
64576	ENCSR818DQV_2	
64577	ENCSR818JGZ_1	
64578	ENCSR818JGZ_2	
64579	ENCSR818YUC_1	
64581	ENCSR819WZE_1	
64582	ENCSR819WZE_2	
64583	ENCSR820GND_1	
64584	ENCSR820GND_2	
64585	ENCSR820ICX_1	
64586	ENCSR820WLP_1	
64587	ENCSR820WLP_2	
64590	ENCSR821GUG_1	
64591	ENCSR821GUG_2	
64592	ENCSR821IAK_1	
64593	ENCSR821IAK_2	
64598	ENCSR826CTO_1	
64599	ENCSR826UTD_1	
64600	ENCSR826UTD_2	
64602	ENCSR827NKO_1	
64603	ENCSR827NKO_2	
64604	ENCSR827NWO_1	
64605	ENCSR827NWO_2	
64607	ENCSR829MXU_1	
64608	ENCSR829MXU_2	
64610	ENCSR829UDX_1	
64611	ENCSR829UDX_2	
64612	ENCSR829UDX_3	
64614	ENCSR833FWC_1	
64615	ENCSR834LCU_1	
64616	ENCSR834LCU_2	
64617	ENCSR835TCD_1	
64618	ENCSR835TCD_2	
64619	ENCSR835XKS_1	
64620	ENCSR835XKS_2	
64621	ENCSR837EYC_1	
64622	ENCSR837EYC_2	
64623	ENCSR837SUQ_1	
64633	ENCSR839SFJ_1	
64634	ENCSR839SFJ_2	
64638	ENCSR841ASB_1	
64639	ENCSR841ASB_2	
64640	ENCSR841ASB_3	
64643	ENCSR842NGQ_1	
64644	ENCSR842NGQ_2	
64645	ENCSR842NGQ_3	
64646	ENCSR842NGQ_4	
64647	ENCSR842NGQ_5	
64648	ENCSR845BCL_1	
64649	ENCSR845BCL_2	
64653	ENCSR847LBF_1	
64654	ENCSR847LBF_2	
64655	ENCSR848XIY_1	
64656	ENCSR848YWD_1	
64657	ENCSR848YWD_2	
64659	ENCSR849APH_2	
64660	ENCSR849DFF_1	
64661	ENCSR849DFF_2	
64664	ENCSR849YFO_1	
64665	ENCSR849YFO_2	
64667	ENCSR853ADA_1	
64668	ENCSR853ADA_2	
64669	ENCSR853DWE_1	
64670	ENCSR853DWE_2	
64671	ENCSR853DWE_3	
64673	ENCSR854IPI_1	
64674	ENCSR854IPI_2	
64675	ENCSR854MCV_1	
64676	ENCSR854MCV_2	
64683	ENCSR857LLS_1	
64685	ENCSR859BMR_1	
64686	ENCSR859BMR_2	
64687	ENCSR859CZM_1	
64688	ENCSR859FGW_1	
64689	ENCSR859FGW_2	
64691	ENCSR860UHK_1	
64692	ENCSR860UHK_2	
64693	ENCSR862QUL_1	
64694	ENCSR862QUL_2	
64696	ENCSR863KUB_1	
64697	ENCSR863KUB_2	
64701	ENCSR863XNX_1	
64704	ENCSR864KNH_1	
64705	ENCSR864KNH_2	
64706	ENCSR864VJE_1	
64707	ENCSR864VJE_2	
64708	ENCSR865ICK_1	
64713	ENCSR866WLH_1	
64714	ENCSR866WLH_2	
64715	ENCSR868MLT_1	
64716	ENCSR868MLT_2	
64717	ENCSR868MLT_3	
64724	ENCSR872PRJ_1	
64725	ENCSR872PRJ_2	
64729	ENCSR873PLF_1	
64731	ENCSR873VJA_1	
64732	ENCSR873VJA_2	
64733	ENCSR873VJA_3	
64734	ENCSR874AFU_1	
64735	ENCSR874AFU_2	
64736	ENCSR876DCP_1	
64737	ENCSR876DCP_2	
64738	ENCSR876GXA_1	
64739	ENCSR876GXA_2	
64741	ENCSR878KIY_1	
64742	ENCSR878KIY_2	
64745	ENCSR882ERE_1	
64746	ENCSR882ERE_2	
64750	ENCSR882ZTS_1	
64751	ENCSR882ZTS_2	
64752	ENCSR883XRM_1	
64753	ENCSR883XRM_2	
64758	ENCSR888XZK_1	
64759	ENCSR888XZK_2	
64760	ENCSR889GGV_1	
64761	ENCSR889GGV_2	
64764	ENCSR890NXD_1	
64770	ENCSR893LEC_1	
64771	ENCSR893LEC_2	
64772	ENCSR894CGX_1	
64773	ENCSR894CGX_2	
64776	ENCSR895HSJ_1	
64777	ENCSR895HSJ_2	
64778	ENCSR896UBV_1	
64779	ENCSR896UBV_2	
64780	ENCSR897MMC_1	
64781	ENCSR897MMC_2	
64786	ENCSR899BKM_1	
64787	ENCSR899BKM_2	
64788	ENCSR900RUE_1	
64789	ENCSR900RUE_2	
64790	ENCSR900RUE_3	
64791	ENCSR901AAW_1	
64792	ENCSR901AAW_2	
64793	ENCSR901BRM_1	
64794	ENCSR901BRV_1	
64795	ENCSR902XFY_1	
64796	ENCSR902XFY_2	
64797	ENCSR903ELW_1	
64798	ENCSR903ELW_2	
64800	ENCSR904OTM_1	
64801	ENCSR904OTM_2	
64802	ENCSR904OTM_3	
64803	ENCSR905REY_1	
64804	ENCSR905REY_2	
64805	ENCSR905REY_3	
64806	ENCSR905TYC_1	
64807	ENCSR905TYC_2	
64808	ENCSR906NGD_1	
64809	ENCSR906NGD_2	
64810	ENCSR906NGD_3	
64811	ENCSR906NGD_4	
64817	ENCSR907JPB_2	
64819	ENCSR907MZR_1	
64820	ENCSR907MZR_2	
64821	ENCSR907VOR_1	
64822	ENCSR908CMW_1	
64823	ENCSR908CMW_2	
64828	ENCSR909HMT_1	
64829	ENCSR909HMT_2	
64830	ENCSR909TSW_1	
64831	ENCSR909TSW_2	
64832	ENCSR909VUB_1	
64833	ENCSR909VUB_2	
64835	ENCSR911KBJ_1	
64836	ENCSR911KBJ_2	
64837	ENCSR911KBJ_3	
64839	ENCSR912NMR_1	
64840	ENCSR912NMR_2	
64841	ENCSR913MGR_1	
64842	ENCSR913MGR_2	
64843	ENCSR913MGR_3	
64844	ENCSR913MGR_4	
64849	ENCSR914PJE_1	
64854	ENCSR916MHZ_1	
64855	ENCSR917MAH_1	
64856	ENCSR917QNE_1	
64857	ENCSR917QNE_2	
64858	ENCSR918VQU_1	
64859	ENCSR918VQU_2	
64860	ENCSR919CZU_1	
64861	ENCSR919CZU_2	
64862	ENCSR919OXR_1	
64863	ENCSR919OXR_2	
64864	ENCSR919OXR_3	
64865	ENCSR920ASP_1	
64866	ENCSR920ASP_2	
64867	ENCSR920BLG_1	
64868	ENCSR920BLG_2	
64869	ENCSR922CAT_1	
64870	ENCSR922CAT_2	
64872	ENCSR924GRG_2	
64874	ENCSR926KTP_1	
64875	ENCSR926KTP_2	
64876	ENCSR926NMC_1	
64877	ENCSR927PHF_1	
64878	ENCSR927UJQ_1	
64879	ENCSR927UJQ_2	
64880	ENCSR928FDN_1	
64881	ENCSR928FDN_2	
64882	ENCSR928FDN_3	
64885	ENCSR930HLX_1	
64886	ENCSR930HLX_2	
64887	ENCSR931HNY_1	
64888	ENCSR931HNY_2	
64891	ENCSR936UEX_1	
64892	ENCSR936UEX_2	
64893	ENCSR936UEX_3	
64894	ENCSR936XTK_1	
64895	ENCSR936XTK_2	
64900	ENCSR940MHE_1	
64901	ENCSR940MHE_2	
64905	ENCSR943SYS_1	
64906	ENCSR943SYS_2	
64907	ENCSR944WVU_1	
64908	ENCSR944WVU_2	
64909	ENCSR944WVU_3	
64910	ENCSR945ENZ_1	
64912	ENCSR948JXU_1	
64913	ENCSR948JXU_2	
64914	ENCSR948JXU_3	
64916	ENCSR948QLZ_1	
64917	ENCSR948QLZ_2	
64918	ENCSR948VFL_1	
64919	ENCSR948VFL_2	
64922	ENCSR948YYZ_1	
64923	ENCSR948YYZ_2	
64924	ENCSR949IDI_1	
64925	ENCSR949IDI_2	
64926	ENCSR949IDI_3	
64927	ENCSR951SNW_1	
64928	ENCSR951SNW_2	
64929	ENCSR951SNW_3	
64930	ENCSR952GOL_1	
64931	ENCSR952GOL_2	
64932	ENCSR952GOL_3	
64933	ENCSR954HUB_1	
64934	ENCSR954HUB_2	
64935	ENCSR954HUB_3	
64936	ENCSR954SQX_1	
64937	ENCSR954SQX_2	
64938	ENCSR954SQX_3	
64939	ENCSR955IXZ_1	
64940	ENCSR955IXZ_2	
64941	ENCSR955IXZ_3	
64945	ENCSR957KYB_1	
64946	ENCSR957KYB_2	
64947	ENCSR957LDM_1	
64948	ENCSR957LDM_2	
64957	ENCSR961PPA_1	
64958	ENCSR961PPA_2	
64961	ENCSR964KSS_1	
64962	ENCSR964KSS_2	
64963	ENCSR964KSS_3	
64964	ENCSR964MZQ_1	
64965	ENCSR964MZQ_2	
64969	ENCSR964WHY_2	
64975	ENCSR966HBM_1	
64976	ENCSR966HBM_2	
64977	ENCSR966PJJ_1	
64978	ENCSR966PJJ_2	
64981	ENCSR966ULI_1	
64982	ENCSR966ULI_2	
64983	ENCSR967DXR_1	
64984	ENCSR967HXD_1	
64985	ENCSR967HXD_2	
64987	ENCSR968GIB_1	
64988	ENCSR968GIB_2	
64996	ENCSR970NKQ_1	
64997	ENCSR970NKQ_2	
64998	ENCSR972ETR_1	
64999	ENCSR972ETR_2	
65004	ENCSR975GZA_1	
65005	ENCSR975GZA_2	
65009	ENCSR975NOU_1	
65010	ENCSR975NOU_2	
65013	ENCSR975SSR_1	
65014	ENCSR975SSR_2	
65018	ENCSR977HTH_1	
65019	ENCSR977HTH_2	
65022	ENCSR979IOT_1	
65023	ENCSR979IOT_2	
65024	ENCSR979ZJS_1	
65025	ENCSR982JMP_1	
65030	ENCSR984KWT_1	
65031	ENCSR984MDV_1	
65032	ENCSR984MDV_2	
65035	ENCSR985MIB_1	
65036	ENCSR985MIB_2	
65039	ENCSR986YWZ_1	
65040	ENCSR987PBI_1	
65041	ENCSR987PBI_2	
65044	ENCSR988EGR_1	
65045	ENCSR988EGR_2	
65048	ENCSR990AZC_1	
65049	ENCSR990AZC_2	
65056	ENCSR993LMB_1	
65057	ENCSR993LMB_2	
