sample	n_cells	mean_umi	mean_genes	immune_mean_cpm	immune_positive_fraction	immune_two_marker_fraction	dc_core_mean_cpm	dc_core_positive_fraction	dc_core_two_marker_fraction	dc_apc_mean_cpm	dc_apc_positive_fraction	dc_apc_two_marker_fraction	myeloid_mean_cpm	myeloid_positive_fraction	myeloid_two_marker_fraction	lymphoid_mean_cpm	lymphoid_positive_fraction	lymphoid_two_marker_fraction	epithelial_mean_cpm	epithelial_positive_fraction	epithelial_two_marker_fraction	basal_core_mean_cpm	basal_core_positive_fraction	basal_core_two_marker_fraction	glandular_at2_mean_cpm	glandular_at2_positive_fraction	glandular_at2_two_marker_fraction	endothelial_mean_cpm	endothelial_positive_fraction	endothelial_two_marker_fraction	fibroblast_mean_cpm	fibroblast_positive_fraction	fibroblast_two_marker_fraction
Patient_047	3429	3306.567804024497	961.978710994459	360.4345537491679	0.99970836978711	0.9865850102070575	5.958830564523198	0.3394575678040245	0.03674540682414698	34.620178672944554	0.8757655293088364	0.6465441819772528	19.050103369102278	0.7328667249927092	0.4225721784776903	787.1193697793092	0.99970836978711	0.9830854476523768	4.602875465782601	0.21055701370662	0.060950714494021584	4.3159698163426885	0.37182852143482065	0.061825605132691745	3.0231535129306804	0.16302128900554097	0.04286964129483815	0.3000037665788625	0.09448818897637795	0.008748906386701663	43.2186220371841	0.4651501895596384	0.18168562263050453
Patient_048	3596	3543.513070077864	1010.1220800889878	349.79335139502354	0.9997219132369299	0.989154616240267	5.630167065315977	0.34510567296996664	0.035595105672969966	34.213251275430885	0.8951612903225806	0.6802002224694105	18.77442501923907	0.7552836484983315	0.45411568409343717	791.7811079197347	0.9997219132369299	0.985539488320356	4.44371773808157	0.23025583982202447	0.06674082313681869	4.233572199078035	0.3832035595105673	0.06729699666295884	2.9293900709893177	0.1835372636262514	0.046162402669632924	0.3044202317088485	0.09510567296996662	0.010011123470522803	42.79280752861044	0.48164627363737483	0.20467185761957732
Patient_049	279	4906.587813620072	1201.3727598566309	262.22719431119725	0.931899641577061	0.8853046594982079	15.337703096195396	0.4731182795698925	0.11827956989247312	149.61702596575245	0.8530465949820788	0.7347670250896058	66.93899763474606	0.8530465949820788	0.6845878136200717	367.84054813799116	0.992831541218638	0.8960573476702509	40.10929477868778	0.37992831541218636	0.24014336917562723	12.952313778711037	0.5519713261648745	0.16487455197132617	480.2492276744293	0.7419354838709677	0.4157706093189964	4.210233525030114	0.24372759856630824	0.12544802867383512	9.602495246455439	0.4050179211469534	0.14336917562724014
Patient_050	2632	4014.6911094224924	1216.287234042553	328.5469183030828	0.9916413373860182	0.9578267477203647	8.557201432482936	0.38487841945288753	0.06268996960486323	154.32678966221866	0.9274316109422492	0.8012917933130699	99.56140841567212	0.8898176291793313	0.7036474164133738	557.0412591786289	0.9992401215805471	0.9513677811550152	17.184481278188784	0.3879179331306991	0.19946808510638298	5.4889188463595335	0.5026595744680851	0.07408814589665653	20.89464437689551	0.44224924012158057	0.22644376899696048	4.606108484073752	0.3119300911854103	0.10562310030395136	38.164743980419324	0.5474924012158054	0.2693768996960486
Patient_051	3974	6282.976849521892	1523.5895822848515	217.29427207701826	0.9969803724207348	0.9768495218922999	8.962779962874945	0.472823351786613	0.05863110216406643	68.02012985725565	0.9242576748867639	0.7757926522395571	49.635185997353474	0.9247609461499748	0.7287367891293407	644.4885394985694	0.9979869149471565	0.9587317564167086	22.007158263811345	0.7710115752390538	0.5065425264217414	2.8185900329162816	0.45319577252138904	0.13210870659285354	24.125498455777745	0.7921489682939105	0.5357322596879718	4.230706524488928	0.3178158027176648	0.12908907901358832	33.14749007139524	0.6009058882737796	0.3459989934574736
Patient_052	3088	7290.3465025906735	1683.500323834197	179.5831977959403	0.9883419689119171	0.9650259067357513	5.855686267294102	0.4015544041450777	0.05116580310880829	69.71738092976555	0.9339378238341969	0.7908031088082902	85.06340912866851	0.9491580310880829	0.8283678756476683	546.7716576736572	0.9967616580310881	0.9559585492227979	33.3371272644382	0.8672279792746114	0.658678756476684	3.3038503897826805	0.5317357512953368	0.20401554404145078	35.622052667799345	0.8798575129533679	0.6894430051813472	1.3821724619286557	0.34682642487046633	0.07351036269430052	6.163947929222895	0.45466321243523317	0.20725388601036268
Patient_053	3760	6051.259840425532	1505.3002659574468	226.17334573961443	0.9992021276595745	0.9957446808510638	7.331263780695397	0.5236702127659575	0.13803191489361702	131.17301895107965	0.9906914893617021	0.9356382978723404	67.76513502806347	0.9295212765957447	0.7835106382978724	689.654184055147	0.9997340425531915	0.9930851063829788	13.612707010867288	0.4507978723404255	0.21648936170212765	7.061302180826206	0.5606382978723404	0.15691489361702127	68.66668033505808	0.8898936170212766	0.5670212765957446	8.05752216297266	0.4029255319148936	0.2324468085106383	10.977530179575984	0.5308510638297872	0.24148936170212765
Patient_054	2732	4044.0128111273793	1247.7712298682284	336.70749168028226	0.9974377745241582	0.9890190336749634	23.11400583196399	0.6211566617862372	0.055636896046852125	75.05856799763124	0.9527818448023426	0.8363836017569546	28.882950302321706	0.7452415812591509	0.41544655929721813	728.9103368229815	0.9981698389458272	0.9857247437774525	5.994243228876122	0.20351390922401172	0.1259150805270864	3.638688544217319	0.3788433382137628	0.07869692532942898	8.004187368955067	0.24414348462664714	0.12994143484626647	0.9020700339045165	0.12518301610541727	0.012079062957540264	2.7947496368669054	0.15885797950219618	0.019399707174231333
Patient_055	4154	3888.130476649013	1208.0767934520943	364.3181308151826	0.9956668271545498	0.9809821858449687	20.1506455261868	0.5173326913818007	0.04790563312469909	71.2232213993681	0.9287433798748195	0.7985074626865671	45.18612281422209	0.7869523350987	0.5014443909484834	638.6503333122159	0.994703899855561	0.9675012036591237	9.974593838739906	0.30524795377948966	0.20486278285989407	4.61810496181575	0.4159845931632162	0.09821858449687049	12.755604200097208	0.33172845450168514	0.208955223880597	0.6338336191539754	0.11073663938372653	0.01203659123736158	2.5994291906753246	0.18584496870486278	0.021665864227250843
Patient_056	4402	5570.448886869604	1503.191503861881	265.63749945158366	0.9952294411631076	0.9829622898682417	13.791851278317575	0.5447523852794185	0.061108587005906406	55.945707466307745	0.9457064970467969	0.8173557473875511	25.889040800728715	0.8312130849613812	0.5463425715583825	777.9779881320464	0.9986369831894594	0.9777373920945025	11.933926819044581	0.518400726942299	0.2853248523398455	3.8508228879002653	0.4400272603362108	0.15606542480690594	19.19482970707238	0.5592912312585189	0.307587460245343	1.0356122114066602	0.13175829168559747	0.01817355747387551	2.921127726646211	0.20263516583371194	0.03589277601090413
Patient_057	1389	7733.809215262779	1620.5730741540676	205.44732482888043	0.9971202303815695	0.9539236861051116	4.300184976353596	0.4715622750179986	0.11087113030957524	71.03144987668144	0.896328293736501	0.7609791216702664	24.196928388627928	0.8560115190784737	0.6162706983441325	883.4142050397425	0.994240460763139	0.9323254139668826	7.329775725797252	0.48524118070554356	0.30813534917206625	3.3939879868812426	0.4787616990640749	0.18286537077033838	130.08180843359662	0.980561555075594	0.8740100791936645	0.5569555615763522	0.16558675305975523	0.038876889848812095	1.31484206200144	0.21310295176385888	0.08063354931605471
Patient_058	1186	9330.184654300168	1649.6635750421585	198.31531823668533	0.9940978077571669	0.8954468802698144	3.179201915422199	0.3490725126475548	0.06155143338954469	52.32501946878258	0.7925801011804384	0.6138279932546374	31.515247074693246	0.8625632377740303	0.6053962900505903	678.4451394421251	0.9831365935919055	0.8187183811129848	7.29992260515862	0.5691399662731872	0.38532883642495785	3.5459689008376367	0.6020236087689713	0.18634064080944351	32.11453994117875	0.7546374367622259	0.5370994940978078	0.7589812070333882	0.23355817875210794	0.08263069139966273	6.17130889063766	0.33811129848229343	0.1543001686340641
Patient_059	573	7515.465968586387	1459.438045375218	158.87432326680997	0.9685863874345549	0.8516579406631762	3.1331827289846403	0.387434554973822	0.06980802792321117	55.62218954561925	0.7905759162303665	0.6073298429319371	29.357833487756313	0.7888307155322862	0.4956369982547993	735.7028691630434	0.9458987783595113	0.7993019197207679	6.268248423982872	0.43804537521815007	0.26352530541012215	3.3828805698956232	0.4799301919720768	0.12914485165794065	38.11923521780206	0.6108202443280978	0.3699825479930192	1.278213129949209	0.16230366492146597	0.06457242582897033	4.407772813222113	0.3019197207678883	0.09773123909249563
Patient_060	1937	11011.700567888487	1920.2736189984512	499.0824128964239	1.0	0.9989674754775426	9.387553832689708	0.7909137842023748	0.2601961796592669	43.50618642118343	0.959731543624161	0.8461538461538461	38.396979984710406	0.9654104284976768	0.8518327310273619	584.8121179839752	0.9989674754775426	0.9922560660815695	6.706950450453365	0.6644295302013423	0.41404233350542075	4.075088974479016	0.6014455343314403	0.2746515229736706	6.703814278430636	0.6551368094992256	0.40216830149716054	0.5592407315132466	0.2096024780588539	0.04336602994321115	4.350546570402508	0.4429530201342282	0.21424883840991224
Patient_061	2952	7207.544715447155	1546.7676151761518	372.02391525095436	1.0	0.9989837398373984	5.674464738910943	0.763550135501355	0.2936991869918699	71.91125940477666	0.9888211382113821	0.9413956639566395	20.306679218327478	0.9210704607046071	0.75	764.522981730969	0.9996612466124661	0.9979674796747967	1.321464365620347	0.2787940379403794	0.08705962059620596	1.7961369749165246	0.3313008130081301	0.05250677506775068	10.592347790035127	0.8130081300813008	0.43766937669376693	1.0269768357101234	0.21205962059620595	0.06063685636856368	2.8352928598965246	0.33875338753387535	0.10230352303523035
Patient_062	1125	5494.36	1393.6115555555555	294.68558349116137	1.0	0.9982222222222222	8.115314593101859	0.696	0.14666666666666667	35.17103846866511	0.9217777777777778	0.7395555555555555	17.350614695511165	0.8862222222222222	0.632	819.5812180434418	0.9982222222222222	0.9866666666666667	2.1008245418370888	0.22933333333333333	0.08266666666666667	2.128841191430164	0.3928888888888889	0.058666666666666666	2.9450234470550143	0.28888888888888886	0.09155555555555556	0.5436424854514342	0.12622222222222224	0.017777777777777778	5.09077695720726	0.3422222222222222	0.09155555555555556
Patient_063	360	5907.580555555555	1240.611111111111	351.8599832113632	0.9611111111111111	0.9138888888888889	20.59274437820303	0.5583333333333333	0.075	96.14972890205918	0.8805555555555555	0.7361111111111112	50.02221487937507	0.8138888888888889	0.6	351.7020266250989	0.9833333333333333	0.9277777777777778	31.043011002023214	0.2861111111111111	0.1638888888888889	24.95612486818989	0.5916666666666667	0.18611111111111112	23.003374425573153	0.24444444444444444	0.16111111111111112	0.32136264637706297	0.14166666666666666	0.013888888888888888	6.60252132182705	0.26666666666666666	0.10555555555555556
Patient_064	334	6486.646706586826	1314.562874251497	385.40226369075697	0.9760479041916168	0.9131736526946108	18.930126228430307	0.5359281437125748	0.08083832335329341	80.32912772109015	0.8682634730538922	0.7395209580838323	46.30720626542808	0.8083832335329342	0.6227544910179641	315.3525426079524	0.9730538922155688	0.907185628742515	29.892991820284152	0.2964071856287425	0.19161676646706588	23.248868949555046	0.6137724550898204	0.2155688622754491	15.305715641278542	0.27245508982035926	0.18562874251497005	0.5084721304686637	0.18562874251497005	0.017964071856287425	4.412943553180568	0.2874251497005988	0.12574850299401197
Patient_065	558	5272.209677419355	1097.6146953405018	461.75897717808573	0.9910394265232975	0.974910394265233	14.392275150590901	0.4982078853046595	0.053763440860215055	104.75856566252517	0.9139784946236559	0.7455197132616488	48.961584305044774	0.8028673835125448	0.5555555555555556	364.34229397473814	0.996415770609319	0.96415770609319	10.170692141811685	0.17025089605734767	0.10215053763440861	10.699218830033868	0.5268817204301075	0.11648745519713262	12.614572562626552	0.16845878136200718	0.0931899641577061	0.3936513864694795	0.14516129032258066	0.010752688172043012	7.441277238119045	0.26344086021505375	0.06810035842293907
Patient_066	525	5881.152380952381	1357.047619047619	429.23985543080653	0.939047619047619	0.8628571428571429	14.23786505622323	0.4266666666666667	0.06285714285714286	141.9036469739535	0.8438095238095238	0.7257142857142858	53.14232410838429	0.820952380952381	0.6114285714285714	337.9031190580161	0.9485714285714286	0.8419047619047619	20.056112230905864	0.3161904761904762	0.2361904761904762	13.835423095923755	0.6323809523809524	0.23809523809523808	23.833171001929802	0.30857142857142855	0.22285714285714286	0.5441767317416346	0.14857142857142858	0.02095238095238095	15.051461808962449	0.3333333333333333	0.10476190476190476
Patient_067	1063	5596.56632173095	1361.1693320790216	494.40180338227003	0.9830667920978363	0.9303857008466604	12.763531576410287	0.4506114769520226	0.10912511759172154	256.01551483631494	0.9115710253998118	0.8212605832549389	49.23801792987439	0.8682972718720602	0.6547507055503292	355.7660209185709	0.9858889934148636	0.9238005644402634	15.992660385434501	0.3301975540921919	0.17591721542803387	14.030114990177012	0.6406396989651929	0.18062088428974601	73.53365860513428	0.44967074317968014	0.2079021636876764	1.2221675065970294	0.23800564440263405	0.05738476011288805	32.389177279524006	0.4666039510818438	0.23047977422389465
