X_pca1	X_pca2	X_pca3	X_pca4	X_pca5	X_pca6	X_pca7	X_pca8	X_pca9	X_pca10	X_pca11	X_pca12	X_pca13	X_pca14	X_pca15	X_pca16	X_pca17	X_pca18	X_pca19	X_pca20	X_pca21	X_pca22	X_pca23	X_pca24	X_pca25	X_pca26	X_pca27	X_pca28	X_pca29	X_pca30	X_pca31	X_pca32	X_pca33	X_pca34	X_pca35	X_pca36	X_pca37	X_pca38	X_pca39	X_pca40	X_pca41	X_pca42	X_pca43	X_pca44	X_pca45	X_pca46	X_pca47	X_pca48	X_pca49	X_pca50	X_umap1	X_umap2
4.115211	-4.9324684	8.560994	5.8857183	-3.9770622	0.95019686	-1.2822723	0.56046003	0.4779681	0.10448004	-0.009740822	-1.6434739	-0.6992089	-1.8492315	0.074994676	0.5375412	-0.25541425	-0.47108716	-1.0580451	-0.6058359	-0.018316727	-0.18377134	-0.8394506	0.19152902	3.0971909	-1.1561925	0.050329965	0.60938257	-0.8901935	1.0292145	1.4070206	2.1487484	1.6299198	-1.4601516	0.6581737	0.45599827	-0.82018477	0.08551688	0.17120767	-1.2451564	0.105224244	0.759807	0.13643724	-0.09834315	0.95418125	-0.01657303	0.07128689	0.51560587	0.34929007	1.3415574	-9.983016079472053	-1.4105142760579898
2.650448	-5.1106997	3.0704975	-0.9547269	5.3821187	-0.42389023	-0.6513742	-0.99342364	-0.12397603	0.30201322	0.2762035	-1.5988073	0.13177975	-1.0862947	-0.7404802	0.81788236	0.8780696	1.3069446	0.60305685	-0.08471341	1.2839496	0.38345003	0.9778073	-0.7441402	-0.39545384	-1.006465	-0.48622873	0.77819866	-1.1632086	-1.2710512	0.87873185	-0.49121654	-1.5321782	-0.7069038	-0.4735096	-1.5571997	0.7406496	0.72968227	1.6293753	-1.0913529	1.5662892	1.0433879	-0.104361266	-0.41182578	-0.44924182	-0.9391163	-0.30830356	0.5644188	1.1010486	0.15691471	-11.173757149457293	-5.903811590390306
4.7777658	-3.6146533	8.52071	6.9725623	-6.1118417	1.0317141	3.5695543	-0.63724154	2.4127624	1.1468452	-2.3927917	-2.147555	1.2484974	-0.1994569	-0.5139385	-1.9955633	-2.2236469	-1.0715475	2.1422997	-2.7065113	-0.0135326665	-3.2061677	1.8264023	1.1032243	1.1817954	2.6556904	0.7326621	1.2045643	1.5852392	1.050817	-2.4438543	0.4276698	-1.450333	-2.1217463	-0.34102085	0.1450152	-0.35652524	-0.09266922	-0.49395525	-0.00069622253	0.33313936	0.46400696	1.1932677	1.1183089	-2.068661	-0.3411357	1.658812	1.7463665	-0.67839503	2.8878567	-9.63431351806787	-1.7028048159026488
2.9358408	-6.251616	4.432715	0.15350762	6.719751	-0.94842505	0.68674886	0.89465535	0.0185983	0.7396124	-0.529659	-0.0106562115	0.19283555	-1.0944268	0.6955185	0.9808202	1.238553	1.1960169	1.3165729	1.6095611	2.007713	0.85127044	-2.6666799	0.21895108	-2.9531438	-1.1474028	0.48729953	1.3153162	-0.38939047	-1.1166068	-0.8669518	0.2236896	0.5898371	0.04831141	1.9633708	0.56586075	-1.0193834	0.085644946	-1.9862905	-1.2763191	1.7737327	-1.3027894	0.21557732	-1.9318142	-1.118584	-0.4281789	-2.0938973	-0.3720717	-1.6097878	-0.11079367	-11.799421168937272	-6.506226765242875
3.6532655	-4.8818107	3.5697098	-1.2347121	6.7305183	-1.465469	-0.755568	0.19476937	-0.66015023	0.57665646	-1.2098097	0.25628445	0.9206384	0.23920564	-0.5616888	-0.85186774	-0.6545049	-0.4494761	0.956104	0.7998423	0.26703236	0.30877587	-0.90919155	-0.22208305	-0.7186354	-0.35461792	-0.3393484	-1.2242781	-1.5589905	-0.4561758	1.2786808	0.009920166	0.59888226	0.98398393	1.3285851	-0.6855234	1.2974939	0.78786016	-0.29967302	-2.8078475	-0.018067837	-1.0880635	-0.88149846	0.063243814	-0.9982073	0.06298796	-1.325087	-0.16884272	-1.1039882	0.53634685	-11.651148870531507	-5.21260805468024
4.9870105	-0.25796223	1.1805156	-3.4032829	0.31418046	-1.1661286	1.6143861	0.4707379	-0.7861646	-0.31264046	1.7509111	-0.6533665	-0.37605134	0.52207243	0.24370106	-2.3266733	0.1699292	1.5410103	1.1448215	0.060525335	-0.69057345	0.53257227	0.6006874	0.2623448	-1.019161	1.5608406	1.6989703	0.19887504	-0.7475513	0.075721666	0.3660493	-1.2200005	-0.025552178	0.5465049	1.1960249	-0.9151181	0.843863	-1.0872383	0.55246264	-1.3687251	0.8030339	0.566996	-0.38145405	-0.43677515	-0.32520387	-1.9308763	0.592461	0.26966253	0.6014073	0.05525412	-7.0433373577403575	-6.271377326695272
5.027104	-4.220507	8.630808	6.349089	-5.362362	1.3365831	-1.8633714	-0.5061163	0.5537587	-0.19850336	0.7512754	-0.87344265	-1.1332593	-1.7293448	-0.3912094	-0.4149072	0.21103218	-0.12895234	0.9573443	0.42348424	0.53993756	-1.5849792	1.02641	-1.0351074	0.37596986	1.2190832	-0.28835005	0.50146	0.56196207	-0.10882938	-2.773909	1.737779	-0.046980623	-1.3467447	0.5934706	0.146197	-0.8854688	2.2499776	-1.4001455	-0.07379467	-1.4397775	0.5749605	-0.88247216	-0.053046547	-0.037700806	-0.01393277	-2.020416	1.2024394	-2.2216868	0.5931266	-10.151558892496872	-1.1968779013055124
2.0319338	-7.3519716	4.058726	-0.12518783	9.448021	0.11236147	0.022460783	0.3931664	-0.8771512	0.67129225	0.63138777	-3.4031715	-1.4560258	-1.7572488	-0.15689509	1.0222836	-0.94553626	3.3823128	-1.1042904	-1.3772968	-2.100882	-0.48184565	-0.42932925	-1.0583036	-1.0223193	-1.9763883	1.3936176	-1.7454318	0.59627086	-3.6120496	-1.5944892	1.176292	-2.2377307	-0.63084584	-0.44250947	0.19547199	-2.967925	0.60810965	3.2457204	3.3465414	-0.7025498	2.750941	-3.4204328	-0.1192346	0.6253079	-1.1688775	-3.8023505	-0.2701744	1.0917898	-0.29670376	-11.991065701373453	-5.6342472059083395
2.6831124	-5.6001325	3.7549477	-0.23002113	6.2424803	-0.8201801	0.1674017	0.12853374	0.95652634	-0.62799335	-0.21558672	0.56338465	-0.028225072	-0.64149743	0.13783352	-0.6552272	-0.016747247	-0.5119548	-0.033840373	0.33261102	0.08075507	-0.06485427	-0.38977376	0.098990925	0.07472595	0.015744193	-1.3508328	-1.3267901	-0.66730654	0.9937546	-0.61785513	0.20209168	-0.3518817	0.38666084	-0.113695346	-0.74444807	1.2229768	0.40300438	-0.91044956	-1.4590654	-1.816926	0.77888364	-0.43807986	-0.45372927	0.36764255	0.42623648	-0.43072549	0.18452509	-1.1377561	0.114331685	-11.532389617955802	-5.194039200608247
3.6597667	-6.456685	6.20696	1.68797	8.556281	-0.99750143	-0.82722074	0.76696	-0.8625235	1.4707574	1.5679809	-1.046003	-0.47563416	-0.3726346	1.9035397	-0.48450896	2.0085413	-0.8979448	-0.88099515	0.27812704	0.18222232	1.4131002	0.43345916	0.564682	2.0017223	-2.0988305	-2.770884	1.7909188	-2.464185	0.040569533	6.5483737	-3.1155672	0.9393153	-1.2241198	-0.7029704	-0.75575334	1.2364049	-1.4565517	0.08162001	-3.3741555	-0.71776503	-0.75067395	0.43660244	0.26354387	-1.7263848	-0.7148588	2.8912537	0.9323917	2.4197426	0.31140548	-12.577391845994033	-5.579439246372344
4.098577	-4.1085143	2.7424371	0.57638085	3.5444317	0.687516	7.8102875	-0.96495515	1.4664835	1.1902672	-3.064107	-1.6839591	2.6687138	0.67509496	-2.0299804	-0.8473254	-1.6599826	-1.3191999	2.1074374	-0.9670101	-0.6606126	-0.7235156	0.3860542	1.5009781	-0.5242511	0.6452836	0.8798874	0.021232657	0.8071099	2.4203818	1.4269985	1.4521621	1.279853	0.049691375	-0.82683855	-0.66393685	1.2609981	0.13020211	-0.84904623	2.3867	0.06425122	-2.2660334	-0.56839865	1.1535684	-1.376569	-0.520827	-1.8406283	1.0438285	1.0386852	0.28582573	-9.591942248510238	-3.141321804346526
3.8874485	-2.9653213	0.6808718	-1.9695059	3.943542	0.94971216	-2.3043528	0.31807086	2.749738	-0.39157346	1.9659991	-2.7062013	-1.2406857	-0.9063738	-3.0760086	3.28277	0.8376793	1.3289113	0.14231285	-1.4722357	0.5292993	1.0804642	1.3428854	1.0440469	-1.8872159	1.7097192	1.1658068	-0.0515318	1.2760731	0.7474926	1.2355447	-0.646385	0.38393915	-0.284451	-0.19806896	-1.143341	-1.6497804	2.4380026	1.0571163	-0.48742917	3.3032148	1.1186949	2.0331554	-0.87230927	0.58505297	-2.567613	0.1283556	1.048406	-0.36306173	-0.40909564	-10.853200788332776	-5.893021905254298
2.3777218	-5.4003067	3.0518446	-0.9384424	6.2770157	-0.40989643	-0.25983363	0.79552853	-0.5423938	0.3951673	0.90995467	-1.5419894	-0.6117415	-1.8156536	1.6986332	0.86156845	0.17811441	0.38752398	0.8210349	0.4418168	0.27559844	0.6219309	1.0129615	0.13909289	-0.5919555	-1.4523597	0.29386356	0.929317	-1.7661142	1.2464498	1.0161719	-1.3108056	-0.5527491	-0.99949795	0.39697853	-1.2439033	1.7879539	-0.25731468	-0.451304	-2.083747	1.1939707	0.28509477	-0.34211105	0.5242498	-1.6508857	0.0067572207	-0.15358719	-0.8510649	-0.21071464	-1.3235048	-11.569024196041108	-5.997086055171128
3.9203131	-6.7406006	5.4958014	0.47648486	5.2629156	-1.0676205	0.87614465	0.50937647	1.2290162	-0.6873206	-1.0700904	2.7776985	1.8180251	2.1744106	1.5446285	-1.1152191	-2.6215472	-1.96831	-3.1756678	-2.3326745	0.15954472	-1.2204208	0.7216997	1.2001456	0.88712275	-1.2965982	-3.1504695	-0.9976414	-1.7082392	0.034088723	1.8500469	0.97777224	0.95236534	-0.7700951	-0.9270737	-0.31082106	-0.20318475	-2.36645	1.6918259	-1.7427434	-0.56319964	0.016936151	1.2087873	-1.1353414	1.759052	-1.6923362	-0.73619914	-1.1771451	2.739225	0.79135877	-12.117304639248935	-4.164294727605966
3.285189	-7.228617	4.9966307	0.054741263	10.005509	-1.3878586	0.2207321	0.44438156	-1.4028126	0.5846433	-1.258825	-2.418572	0.5119997	-1.3458316	0.99109054	0.059875395	1.765385	0.19285244	0.24022813	1.4790629	1.3563943	1.300139	-0.06561911	-1.9797292	-2.137913	0.9626474	-0.3994049	1.4895877	2.2873013	0.4174869	2.9335856	-3.4885013	0.26393038	1.6134057	0.7546842	-1.1001686	-3.683346	1.5223292	-0.0062317764	2.3091953	0.13632333	0.04020063	0.10811861	-0.15950477	-1.9185638	-0.5817493	-3.4001286	1.2256491	-2.9155214	-2.0896811	-12.187141355298957	-6.748696857560303
4.4948664	-1.4415463	2.8664544	-2.827452	0.41235563	-0.6159092	-0.3609155	-0.54313326	0.5634123	0.78114814	-2.669561	1.2133019	1.84845	2.4962869	-0.2562671	1.4589883	-0.3089293	-1.6821445	-0.73312396	-1.7226892	0.7732542	-2.035103	-0.8870246	0.66456	-0.44100404	0.07346987	-1.4673396	-0.57026887	2.3165007	0.31929618	-0.24193394	0.013109997	0.14219095	1.2492088	0.562635	-1.3134878	1.1109581	0.586772	1.2077285	0.7544633	2.5279384	-0.64262414	-1.050006	-1.2827563	0.18898217	-0.83613396	0.18725167	-0.97920895	0.36803737	1.346359	-6.713972999322036	-5.752754554597043
2.309799	-7.4623113	3.6959321	-1.3252643	9.557557	-1.1683371	-0.26406068	0.84131974	0.36769465	0.41329092	-1.2210426	-0.74801123	0.51844245	-0.5785231	0.65642494	1.2292383	0.9043558	1.3712133	-0.8176632	1.2276782	1.8864578	1.0358963	0.21352085	-0.7252272	-1.0913401	-1.0805643	0.15170886	0.64918494	1.222995	0.54025817	-0.30282095	0.6842604	-0.1484104	-0.6932973	0.54721105	0.57612425	-1.8903345	1.9191358	-1.8186581	-0.5559708	1.5674455	0.4688992	0.31177223	-0.06685294	0.37356558	-0.037786447	-3.2457168	-0.6074821	-0.47179043	1.0599306	-12.332305053250499	-6.449721865189114
5.5122685	-5.824263	14.405261	10.504656	-7.862356	-0.8669788	-2.6941307	0.86747926	-0.61567545	-0.053247567	0.5329435	1.2164594	-1.148495	-0.69450957	2.3647125	0.61818343	1.1191063	0.52105045	-1.3458036	0.44005343	0.57812816	2.51161	0.070711605	-0.3025753	0.37993804	-2.3513327	-0.73584276	-1.0888999	-1.4423336	-0.35877585	4.966279	-1.1327375	0.60580134	0.08252069	-0.11456676	0.3583678	1.1817328	-1.0726022	-0.7347763	-2.242186	-0.6119002	-0.047756225	0.49414557	-0.4399376	0.37936473	-0.20995502	-0.829874	-1.0099201	1.8087778	-1.419799	-10.963420255799639	-0.5270560046953201
3.382813	-5.893344	3.6629376	0.69296956	6.8901825	-0.47239402	2.1831524	0.17501146	-0.49513978	0.017753819	-1.0343639	2.0258462	-0.22163965	1.7429192	-1.6295251	-0.056456912	-1.3633472	-0.059822913	-1.5012772	-1.2454796	-1.3606628	0.34544206	0.07280034	-0.8282327	-0.5360443	1.3204476	-1.0942751	-1.061364	-0.48060244	-0.21349229	-1.9418141	2.0378058	-1.9173088	-0.11977754	-0.33402005	2.4097872	-1.2682383	-0.43451	1.7050161	0.95841426	-2.0505981	2.385702	0.44857684	0.9715415	-0.8786671	0.91658086	1.7061054	1.3507211	-0.7203977	-0.83581954	-11.932992072950901	-4.452409284831858
4.804459	-5.442379	11.530906	8.33746	-5.363086	-0.5881449	-2.5671167	-0.008807408	-2.6570227	-0.8941427	0.8141669	1.1635617	1.3259541	0.4704653	0.2520268	1.0043595	1.2167883	1.0486609	-0.14171834	3.8814688	0.09147452	3.9724655	-1.6553655	-0.17029792	-1.4289279	-0.8973637	-0.035549037	-3.0098834	-3.3178751	0.13593028	3.7461333	-0.8811181	0.92557913	2.7888613	-1.9024162	-1.8828224	-0.25323597	-1.2128538	-1.519433	1.667115	1.3968849	2.416257	-0.8357092	1.3136709	1.6353147	1.0612453	0.20194322	-0.676776	1.6187952	-1.1707053	-11.160011482634287	-0.8036584339816389
4.744931	-3.779412	9.607019	6.34265	-6.0792637	0.31444845	-0.20474969	-0.59674984	1.935481	-0.2952287	-1.2568724	-1.1819683	0.6043536	-0.7839335	0.13342024	-1.2387029	-0.28029415	-0.34727255	2.6668587	0.064990126	-0.6348762	-3.600584	0.6690479	1.5476483	-0.19707443	-0.6428399	1.6036962	3.1583712	1.3717307	0.34101182	-1.3710858	1.3311758	-0.116274685	-0.58138484	2.9404562	0.13497485	-1.2823176	2.8565006	-0.6538417	-1.2241006	0.62596834	-1.4224949	0.2942892	1.0774951	0.40858188	-1.8997172	-0.3544424	0.62551713	-1.2118288	1.2572424	-9.955349374387408	-1.5312373658612652
5.691886	-6.8423347	13.65351	10.080041	-6.3913016	-0.6853952	-3.2245815	0.9046423	-1.0172278	-1.3471931	0.34966376	1.1517748	0.9893043	-0.7520544	1.3324677	0.6843624	2.4759822	1.2161574	-0.9596945	2.421284	1.8391374	2.8745902	-1.0875206	0.6306289	-1.0724523	-0.40431693	-0.1363186	-0.9875071	0.04187105	0.18027331	0.43139958	-1.6081582	0.7054113	1.5831349	-1.354752	-1.4552556	-0.89507145	-0.36049584	-1.7717919	-1.2861122	-1.1087531	0.34099644	0.6857523	-0.6621838	1.9855264	-0.24594261	-1.8577865	-2.0655866	-1.1990399	-0.05467879	-11.033733958958736	-0.49794095368939445
2.6696582	-5.6485333	3.6838844	-1.3613611	7.3851557	-0.20536245	-0.7578442	0.020842245	-0.41008636	0.04416488	1.6297942	-0.28705466	-0.34219462	-0.8054682	0.16522719	-1.1895201	-0.012487218	0.7837642	0.6518116	0.04047442	-0.37064445	0.18490036	0.37421617	0.44773507	0.23742598	0.6408326	-0.36307454	-0.064524606	-0.28108886	-0.6691918	-0.30324724	0.73311794	0.5041934	-0.6256806	-0.08929395	-0.8785569	0.3464615	-0.980689	-0.93145144	-1.0746433	-0.13214129	-0.39788786	-0.21346523	-0.6466561	0.9705889	0.9313689	-1.1696249	0.6962158	0.11775019	0.9674986	-11.880792972600851	-5.569521937503755
5.1345887	-5.0532546	9.7798395	4.9448037	-2.8887541	-1.6181047	-0.42841735	0.6712104	-2.3432753	0.13188095	-0.7422845	3.790508	2.5596778	3.1285527	0.07698569	0.5955227	-1.0920695	0.16262566	0.9148499	0.49738666	0.93456495	1.335765	-0.38046125	-0.7360034	-3.543793	1.4547094	-1.9924723	-2.1005661	-1.0891837	3.5648258	-0.01595494	1.5535185	1.1257262	1.7548475	0.48550454	-0.16382386	1.4213339	1.682958	-1.2990091	4.7061915	-2.0409575	-2.087501	-1.9485362	-0.94944906	1.8658847	1.014811	-2.538361	-0.67014474	-0.412661	-0.6686509	-10.80539909557802	-1.6122440599965826
3.0231092	-4.422375	2.748199	-0.75442576	7.1637106	-0.22405112	-0.33726117	0.8647788	0.7611627	-0.8727696	-0.042834718	0.122298226	-1.7165065	-0.8804255	0.8254508	1.4876488	0.7150281	-0.15015595	-1.61878	0.2852902	0.12863815	1.5070621	-0.21153611	0.54972094	1.8966125	-0.77206033	0.23497596	-0.11725043	0.41807538	0.317073	0.50520253	0.09368683	-0.7509456	0.37251985	0.5763325	1.3228726	-1.3046784	0.6455143	0.37513533	0.31513572	-0.6778636	-0.34368667	-0.24101678	1.5132725	0.80040485	-0.9194226	1.758231	1.1884608	1.3881116	-1.0952693	-12.143544798761194	-5.608807692154271
2.6370993	-5.960928	4.1087646	0.21147183	6.1716094	-0.84418577	2.990083	0.2997581	-1.1260753	0.52462196	-0.80797356	1.2693349	-0.5373301	0.36672273	-1.0768824	1.1113472	-1.2386256	1.2218465	-0.8116139	0.25301197	-1.7877023	-1.0058383	-0.7703349	-2.6020048	-0.19559996	-0.52142096	0.8065994	-0.83373827	-2.2077696	-1.8873224	-0.41611663	2.3679495	-0.6268755	0.034770623	0.6282333	-0.065361075	-0.48076338	-2.6885355	1.1490464	-1.096074	-2.3277562	2.4699116	0.49604785	-0.64215	0.5283257	-0.19854954	0.6477411	1.3440704	-0.049519442	-0.5632287	-11.993523149961318	-4.751746090262386
3.6126375	-1.8807384	0.6373215	-3.215393	0.87147796	-0.13450967	-2.2606122	0.39393565	-0.31352094	1.0978605	0.85385317	-1.047032	1.2559035	0.6869655	0.8081011	-1.5911124	0.8415795	0.9537131	0.9490967	-1.2615674	-1.1002135	-0.13953377	-0.20741661	0.4864361	1.5329064	-0.572392	0.73972017	0.33921	0.15768783	1.2144704	0.68762255	0.835869	0.33920777	0.5056816	0.012392747	-1.6981736	1.9620172	-1.1257209	-1.0615454	0.09236414	0.37864786	0.2237726	0.15518425	0.27771252	1.1146538	1.662901	0.42019954	0.70195115	0.15321952	1.4166472	-6.73347089715476	-6.8129660740092985
4.12529	-4.730961	7.9831777	5.1857157	-5.036492	-0.73020756	-1.0091523	-0.8105552	-0.7036104	0.39681143	0.5438268	-0.13552354	-0.20674376	1.398589	0.9101691	0.62503713	-0.39522237	-0.31785658	0.5294289	0.6998853	0.3054482	-1.4378134	-0.018468266	0.4770473	-0.34891057	-1.0394528	-1.6378766	0.45316887	0.1250484	2.0757601	1.0090523	-1.3660667	-0.56941503	-1.2934345	1.0112735	-0.51925033	0.8689575	-0.33216915	0.009139849	-0.33709434	0.69087964	0.4074918	-1.0174896	-1.8133373	-1.0065718	-0.45906135	-2.2397392	-0.5176284	0.06585111	-1.087664	-10.333193178814184	-1.4692643686232414
2.524244	-4.0069847	2.2856503	-0.42244	3.9988763	0.37697947	-0.33150828	0.13530704	0.18246756	0.22760701	0.3925942	0.65458286	0.41795185	-0.684233	0.04074741	-1.20661	-1.9444004	0.004431499	0.41374046	1.5064015	-0.7982438	-1.2266304	0.99959993	-0.9950322	0.5105645	0.8661259	-0.57685703	-0.07945541	-1.1733317	0.64515305	0.77388054	-0.17740151	-0.66827613	-0.2969291	1.1471391	-0.87580687	0.424267	-0.56553185	0.6461835	0.18104266	0.502018	0.051020272	1.4711863	-1.1273385	0.09809834	1.3100455	1.1782162	0.0597574	0.5157597	-0.10966886	-11.280533127986178	-4.9898087564608
2.6172209	-5.074579	4.074855	-0.30645624	5.9506135	-0.19472742	0.5025285	1.0329018	0.124282055	0.50822157	-0.6227123	-0.83234096	0.05744531	-0.4489166	0.54064393	-0.041834965	0.74314976	-0.8097198	-1.3860636	1.1409339	0.7962204	0.960553	1.1053556	0.012001524	-0.12250742	0.42870313	0.5115738	-0.65601754	1.021872	1.7193009	0.32755288	-1.3895533	-1.0321705	-0.62662804	1.0191517	0.042086307	-0.6037454	0.60377926	-0.9337657	0.23004812	0.9677364	-0.5554569	0.92734015	0.3868843	-1.7974868	-0.51818305	0.13642162	-0.6499796	0.89875203	-0.39608398	-11.469845495674086	-5.773136651643753
5.136637	-5.965858	12.5063095	9.118173	-6.399259	-0.6419975	-2.5217376	1.1963867	-1.0087408	-0.118241966	0.049015902	1.3561897	-0.6785514	1.2250483	-0.5226838	0.6101925	-0.7890847	1.300715	0.25262034	1.7680913	0.5636072	-0.060605884	-0.76897496	-0.26877344	-0.85140795	0.8931457	-0.7916946	-0.87719625	-0.429683	3.34552	-0.24099608	0.07636558	-0.018789407	0.9004848	-0.6385676	0.27337748	-0.48634768	1.3773334	-0.66496116	-0.03180636	-0.28175914	-1.4053547	-0.397479	-0.54977137	-0.36693183	2.503444	-0.9965141	0.9020577	0.0127416	-1.3489317	-10.879242738246807	-1.0735790809843904
3.5641396	-2.9906397	1.8571647	-3.3521023	5.1200647	-0.38364545	-1.0926548	0.49077424	1.3100442	0.4280031	-0.71831864	-1.6282443	1.2530433	-0.7156187	0.8259302	-0.7082612	1.8777725	-0.38597816	1.5816408	-0.45743802	-0.22979987	0.318655	1.1900474	1.8223389	-0.14018022	0.0729195	0.2544358	0.9421948	-1.0932994	-0.1368568	-0.87851524	-3.4862869	-1.2840272	-1.4451088	-0.18327446	-2.668656	0.40347868	-0.44929743	0.86165786	-2.3903868	-0.42161372	0.24809851	-0.2399668	0.3471059	-0.14944519	-1.4734123	1.3532473	-1.2282063	0.93412584	-0.29436117	-11.464065270189584	-6.220509244092569
6.477462	-7.7421055	16.435408	12.868904	-6.7193584	-1.0391074	-1.9762641	1.8028749	-1.1089358	-1.9328389	-1.6999749	1.9351703	1.6792513	2.3418174	-0.4286466	-2.1627266	-3.7778294	-1.2818259	0.48575532	0.590685	-0.47275075	-1.3419542	0.6925454	-0.36264047	-2.2343051	4.341867	0.6275648	-2.4239497	-1.5544386	2.741357	-4.785837	-0.61180866	-2.508571	3.138279	0.28772873	-1.4107027	-0.64977324	-1.1863377	-0.29147875	0.28925583	3.076585	2.1288512	2.7351747	2.4338892	-1.7983437	2.7647989	5.467756	-0.08109795	3.0541189	-1.8287032	-10.767302537637585	-0.945339008708275
2.6231387	-6.2379274	3.168834	-0.81260073	6.4841356	-0.3714155	1.2213001	-0.18525311	-1.1114064	-1.4020437	-0.27527562	-0.9811664	-0.3560644	-0.22758457	2.8573923	-2.5907445	-4.5020423	-1.2922812	-1.3305295	-2.2209015	-0.7773669	-0.36112934	-0.447279	-2.2358568	0.98081505	1.3996193	-0.1766107	2.8618112	1.0377755	-2.6617002	0.31384525	-1.3839169	1.8303045	-0.21865378	-4.3568816	-1.221065	-0.20085113	4.18326	1.3469061	-0.118507735	1.2058904	1.5028968	-0.41306642	-3.8049135	0.8270945	1.5176399	-1.1308174	-0.435572	0.57680154	-0.95292413	-12.526361539170908	-4.883608114132025
2.1147788	-5.2818274	2.9406376	-1.4276752	8.544376	0.091942735	-0.6769792	-1.0288544	-0.2126368	0.24838758	0.048926655	-1.7792736	0.2125818	-1.4437673	-0.7040176	0.7767007	-0.5126406	2.2284203	-0.18755014	-0.91196483	-0.014660894	-0.38542593	0.33089796	-1.2719758	-1.9849241	0.77719575	0.013020885	-0.13704343	-0.14807786	-1.0127151	-0.16524836	0.54100347	-1.7764838	-0.6422906	-0.27867806	-2.1704135	0.18305281	1.4047291	1.0415344	-0.080799475	0.7113761	0.08891093	-0.6443178	-2.6862245	1.7676785	-1.4459738	-2.0487332	1.6689303	-0.11979076	2.4331775	-11.452750193371033	-6.020326900068744
4.232225	-3.1282508	3.4089675	-1.7046257	3.3735256	-0.60599315	-1.1213682	-0.24777862	-0.028478697	0.28552544	-0.24231249	0.9213057	-1.0898452	0.013835	-0.23959173	0.07314237	-0.8264718	0.14202166	0.24417458	-0.77827835	-0.13551635	-1.6834412	-1.2872872	1.2017186	1.6944401	-0.07420897	0.19494513	1.5587413	0.4987079	-1.168319	-1.1396834	3.2028203	1.4565182	0.031384118	-0.5491596	0.22318469	0.5132183	-0.62811536	-1.6985077	-0.51587	0.17590149	-2.226386	0.74591935	-1.0072582	2.492247	-1.4043434	0.36573616	-0.37362024	-2.3697104	1.3117547	-11.010652047209739	-5.170001843518418
1.1356316	-5.898389	1.6362871	-1.8045255	7.3271766	-0.15088142	-0.06300188	0.2091439	-0.0011048032	-0.22891732	1.0379527	-0.43941396	-0.2985581	-1.4548026	-0.6291405	0.11416132	0.8346631	0.8101297	0.60446095	-1.0822316	0.08524214	-0.31507418	-0.9571024	0.42179072	1.111058	0.17793617	0.16571414	0.2534693	-1.6976253	0.7348518	-0.54249334	0.9680363	0.102370195	-0.67418414	-0.41480953	-0.86865145	1.6555657	0.06331126	-0.57443	-1.87255	-0.076568164	-0.3351956	0.10950406	1.0661043	0.97677386	-0.62114394	0.37695944	-0.0732445	-1.7912005	0.49567667	-11.823894290243713	-5.631640540134481
4.8081446	-6.0301547	13.05373	9.778934	-7.3175015	-1.0767051	-3.4401004	0.08867379	-0.9257731	-0.9657916	0.19898626	2.351945	-0.36620703	-0.33032757	-0.055315323	1.3514308	-1.2467978	1.1490893	-1.0473557	0.8128675	0.4845107	1.9909345	-0.7898429	-0.1526204	-4.4242167	-1.4117559	-0.9755062	-1.9436495	-1.8304434	2.9025233	2.539943	0.87797296	0.8838221	1.8430698	0.6145219	-2.0102735	2.6933925	0.038702603	-1.6260394	3.2569385	-1.1723759	-0.93185216	-0.89324	0.06828706	2.0181549	-0.6060303	0.17764668	-2.7614875	1.3531442	-0.8741422	-11.10268041308194	-0.8229950759694475
6.7228985	-4.9476666	12.989437	13.097057	-8.338738	-0.9337007	-2.9768274	2.5676327	-2.7862985	-1.8036152	1.1840302	1.1205825	-5.3501973	-1.8527082	-2.611366	0.09282201	2.397576	-0.13133788	-3.4057925	3.2290838	1.2607526	5.5214806	-2.0359623	-2.2663765	0.40996116	-1.2223983	0.62725526	-0.9719102	-0.86661017	-2.0585284	-0.6110937	1.9763473	-0.916453	2.660215	-1.6903447	0.965565	2.1312068	0.007907601	4.4928355	1.8745807	-1.974212	0.008926563	-0.49151874	-2.5180402	-2.5762672	2.0076566	1.569817	0.8609358	-1.206604	-0.7221128	-11.100169262747196	-0.5588021557708013
2.7659209	-5.8173847	3.5818288	-1.3239282	6.888328	-0.023236321	0.16958046	0.2853685	-0.03390504	-0.44395378	0.07011243	-0.010645743	-0.53388035	0.91189843	-1.3816978	1.3279822	0.33523527	0.13729309	-0.6316968	-2.0866008	0.071591154	1.0677986	-0.31484145	0.0074084243	0.4415551	-0.051632054	1.4796295	-0.11321314	-1.1993635	1.5335853	0.5106221	-0.5089517	0.03863127	0.91132396	-0.089115754	0.105785266	1.1401473	1.1838794	-0.86689556	-0.60469365	1.583938	-0.4263987	0.16122012	1.2248763	-1.7682383	-2.2363386	1.1066782	-1.2280378	0.66204554	-1.0923095	-11.843381440602055	-5.213747278106676
