metric	marker_cell_type	gene	column	value
raw	GABAamacrine	GAD1	Retinalganglioncell	0
cpm	GABAamacrine	GAD1	Retinalganglioncell	0
raw	GABAamacrine	GAD1	Rod	0
cpm	GABAamacrine	GAD1	Rod	0
raw	GABAamacrine	GAD1_article	AIIamacrine	163
cpm	GABAamacrine	GAD1_article	AIIamacrine	13.77061019
raw	GABAamacrine	GAD1_article	Astrocyte	139
cpm	GABAamacrine	GAD1_article	Astrocyte	18.45725009
raw	GABAamacrine	GAD1_article	Cone	907
cpm	GABAamacrine	GAD1_article	Cone	18.73830547
raw	GABAamacrine	GAD1_article	GABAamacrine	2182
cpm	GABAamacrine	GAD1_article	GABAamacrine	58.94780863
raw	GABAamacrine	GAD1_article	Horizontal	246
cpm	GABAamacrine	GAD1_article	Horizontal	7.774767391
raw	GABAamacrine	GAD1_article	Microglia	97
cpm	GABAamacrine	GAD1_article	Microglia	11.8940065
raw	GABAamacrine	GAD1_article	Mullerglia	2531
cpm	GABAamacrine	GAD1_article	Mullerglia	26.81279211
raw	GABAamacrine	GAD1_article	Retinalganglioncell	288
cpm	GABAamacrine	GAD1_article	Retinalganglioncell	13.70472178
raw	GABAamacrine	GAD1_article	Rod	6603
cpm	GABAamacrine	GAD1_article	Rod	15.96679676
raw	GABAamacrine	SLC32A1	AIIamacrine	0
cpm	GABAamacrine	SLC32A1	AIIamacrine	0
raw	GABAamacrine	SLC32A1	Astrocyte	0
cpm	GABAamacrine	SLC32A1	Astrocyte	0
raw	GABAamacrine	SLC32A1	Cone	0
cpm	GABAamacrine	SLC32A1	Cone	0
raw	GABAamacrine	SLC32A1	GABAamacrine	0
cpm	GABAamacrine	SLC32A1	GABAamacrine	0
raw	GABAamacrine	SLC32A1	Horizontal	0
cpm	GABAamacrine	SLC32A1	Horizontal	0
raw	GABAamacrine	SLC32A1	Microglia	0
cpm	GABAamacrine	SLC32A1	Microglia	0
raw	GABAamacrine	SLC32A1	Mullerglia	0
cpm	GABAamacrine	SLC32A1	Mullerglia	0
raw	GABAamacrine	SLC32A1	Retinalganglioncell	0
cpm	GABAamacrine	SLC32A1	Retinalganglioncell	0
raw	GABAamacrine	SLC32A1	Rod	0
cpm	GABAamacrine	SLC32A1	Rod	0
raw	Astrocyte	S100B	AIIamacrine	0
cpm	Astrocyte	S100B	AIIamacrine	0
raw	Astrocyte	S100B	Astrocyte	0
cpm	Astrocyte	S100B	Astrocyte	0
raw	Astrocyte	S100B	Cone	0
cpm	Astrocyte	S100B	Cone	0
raw	Astrocyte	S100B	GABAamacrine	0
cpm	Astrocyte	S100B	GABAamacrine	0
raw	Astrocyte	S100B	Horizontal	0
cpm	Astrocyte	S100B	Horizontal	0
raw	Astrocyte	S100B	Microglia	0
cpm	Astrocyte	S100B	Microglia	0
raw	Astrocyte	S100B	Mullerglia	0
cpm	Astrocyte	S100B	Mullerglia	0
raw	Astrocyte	S100B	Retinalganglioncell	0
cpm	Astrocyte	S100B	Retinalganglioncell	0
raw	Astrocyte	S100B	Rod	0
cpm	Astrocyte	S100B	Rod	0
raw	Microglia	CX3CR1	AIIamacrine	26
cpm	Microglia	CX3CR1	AIIamacrine	2.196539049
raw	Microglia	CX3CR1	Astrocyte	43
cpm	Microglia	CX3CR1	Astrocyte	5.70979679
raw	Microglia	CX3CR1	Cone	104
cpm	Microglia	CX3CR1	Cone	2.148603935
raw	Microglia	CX3CR1	GABAamacrine	177
cpm	Microglia	CX3CR1	GABAamacrine	4.781742497
raw	Microglia	CX3CR1	Horizontal	114
cpm	Microglia	CX3CR1	Horizontal	3.602940986
raw	Microglia	CX3CR1	Microglia	96
cpm	Microglia	CX3CR1	Microglia	11.77138788
raw	Microglia	CX3CR1	Mullerglia	484
cpm	Microglia	CX3CR1	Mullerglia	5.127377077
raw	Microglia	CX3CR1	Retinalganglioncell	59
cpm	Microglia	CX3CR1	Retinalganglioncell	2.807564531
raw	Microglia	CX3CR1	Rod	741
cpm	Microglia	CX3CR1	Rod	1.791821354
raw	Rod	GNAT1	AIIamacrine	429
cpm	Rod	GNAT1	AIIamacrine	36.2428943
raw	Rod	GNAT1	Astrocyte	411
cpm	Rod	GNAT1	Astrocyte	54.57503443
raw	Rod	GNAT1	Cone	3398
cpm	Rod	GNAT1	Cone	70.20150166
raw	Rod	GNAT1	GABAamacrine	1034
cpm	Rod	GNAT1	GABAamacrine	27.93402114
raw	Rod	GNAT1	Horizontal	1187
cpm	Rod	GNAT1	Horizontal	37.5148329
raw	Rod	GNAT1	Microglia	579
cpm	Rod	GNAT1	Microglia	70.99618313
raw	Rod	GNAT1	Mullerglia	6698
cpm	Rod	GNAT1	Mullerglia	70.95696624
raw	Rod	GNAT1	Retinalganglioncell	540
cpm	Rod	GNAT1	Retinalganglioncell	25.69635333
raw	Rod	GNAT1	Rod	80576
cpm	Rod	GNAT1	Rod	194.8418319
raw	Astrocyte	ALDH1L1	AIIamacrine	0
cpm	Astrocyte	ALDH1L1	AIIamacrine	0
raw	Astrocyte	ALDH1L1	Astrocyte	0
cpm	Astrocyte	ALDH1L1	Astrocyte	0
raw	Astrocyte	ALDH1L1	Cone	0
cpm	Astrocyte	ALDH1L1	Cone	0
raw	Astrocyte	ALDH1L1	GABAamacrine	0
cpm	Astrocyte	ALDH1L1	GABAamacrine	0
raw	Astrocyte	ALDH1L1	Horizontal	0
cpm	Astrocyte	ALDH1L1	Horizontal	0
raw	Astrocyte	ALDH1L1	Microglia	0
cpm	Astrocyte	ALDH1L1	Microglia	0
raw	Astrocyte	ALDH1L1	Mullerglia	0
cpm	Astrocyte	ALDH1L1	Mullerglia	0
raw	Astrocyte	ALDH1L1	Retinalganglioncell	0
cpm	Astrocyte	ALDH1L1	Retinalganglioncell	0
raw	Astrocyte	ALDH1L1	Rod	0
cpm	Astrocyte	ALDH1L1	Rod	0
raw	Rod	RHO	AIIamacrine	602
cpm	Rod	RHO	AIIamacrine	50.8583272
raw	Rod	RHO	Astrocyte	381
cpm	Rod	RHO	Astrocyte	50.59145528
raw	Rod	RHO	Cone	2296
cpm	Rod	RHO	Cone	47.4345638
raw	Rod	RHO	GABAamacrine	1031
cpm	Rod	RHO	GABAamacrine	27.85297466
raw	Rod	RHO	Horizontal	1216
cpm	Rod	RHO	Horizontal	38.43137052
raw	Rod	RHO	Microglia	601
cpm	Rod	RHO	Microglia	73.69379285
raw	Rod	RHO	Mullerglia	5535
cpm	Rod	RHO	Mullerglia	58.63643
raw	Rod	RHO	Retinalganglioncell	475
cpm	Rod	RHO	Retinalganglioncell	22.60327376
raw	Rod	RHO	Rod	85119
cpm	Rod	RHO	Rod	205.8273169
raw	Microglia	P2RY12	AIIamacrine	0
cpm	Microglia	P2RY12	AIIamacrine	0
raw	Microglia	P2RY12	Astrocyte	0
cpm	Microglia	P2RY12	Astrocyte	0
raw	Microglia	P2RY12	Cone	0
cpm	Microglia	P2RY12	Cone	0
raw	Microglia	P2RY12	GABAamacrine	0
cpm	Microglia	P2RY12	GABAamacrine	0
raw	Microglia	P2RY12	Horizontal	0
cpm	Microglia	P2RY12	Horizontal	0
raw	Microglia	P2RY12	Microglia	0
cpm	Microglia	P2RY12	Microglia	0
raw	Microglia	P2RY12	Mullerglia	0
cpm	Microglia	P2RY12	Mullerglia	0
raw	Microglia	P2RY12	Retinalganglioncell	0
cpm	Microglia	P2RY12	Retinalganglioncell	0
raw	Microglia	P2RY12	Rod	0
cpm	Microglia	P2RY12	Rod	0
raw	Rod	PDE6B	AIIamacrine	0
cpm	Rod	PDE6B	AIIamacrine	0
raw	Rod	PDE6B	Astrocyte	0
cpm	Rod	PDE6B	Astrocyte	0
raw	Rod	PDE6B	Cone	0
cpm	Rod	PDE6B	Cone	0
raw	Rod	PDE6B	GABAamacrine	0
cpm	Rod	PDE6B	GABAamacrine	0
raw	Rod	PDE6B	Horizontal	0
cpm	Rod	PDE6B	Horizontal	0
raw	Rod	PDE6B	Microglia	0
cpm	Rod	PDE6B	Microglia	0
raw	Rod	PDE6B	Mullerglia	0
cpm	Rod	PDE6B	Mullerglia	0
raw	Rod	PDE6B	Retinalganglioncell	0
cpm	Rod	PDE6B	Retinalganglioncell	0
raw	Rod	PDE6B	Rod	0
cpm	Rod	PDE6B	Rod	0
raw	Retinalganglioncell	POU4F2	AIIamacrine	20
cpm	Retinalganglioncell	POU4F2	AIIamacrine	1.689645422
raw	Retinalganglioncell	POU4F2	Astrocyte	8
cpm	Retinalganglioncell	POU4F2	Astrocyte	1.062287775
raw	Retinalganglioncell	POU4F2	Cone	134
cpm	Retinalganglioncell	POU4F2	Cone	2.768393532
raw	Retinalganglioncell	POU4F2	GABAamacrine	99
cpm	Retinalganglioncell	POU4F2	GABAamacrine	2.674533939
raw	Retinalganglioncell	POU4F2	Horizontal	72
cpm	Retinalganglioncell	POU4F2	Horizontal	2.275541675
raw	Retinalganglioncell	POU4F2	Microglia	10
cpm	Retinalganglioncell	POU4F2	Microglia	1.226186237
raw	Retinalganglioncell	POU4F2	Mullerglia	100
cpm	Retinalganglioncell	POU4F2	Mullerglia	1.059375429
raw	Retinalganglioncell	POU4F2	Retinalganglioncell	555
cpm	Retinalganglioncell	POU4F2	Retinalganglioncell	26.41014092
raw	Retinalganglioncell	POU4F2	Rod	508
cpm	Retinalganglioncell	POU4F2	Rod	1.228401144
raw	Mullerglia	SLC1A3	AIIamacrine	0
cpm	Mullerglia	SLC1A3	AIIamacrine	0
raw	Mullerglia	SLC1A3	Astrocyte	0
cpm	Mullerglia	SLC1A3	Astrocyte	0
raw	Mullerglia	SLC1A3	Cone	0
cpm	Mullerglia	SLC1A3	Cone	0
raw	Mullerglia	SLC1A3	GABAamacrine	0
cpm	Mullerglia	SLC1A3	GABAamacrine	0
raw	Mullerglia	SLC1A3	Horizontal	0
cpm	Mullerglia	SLC1A3	Horizontal	0
raw	Mullerglia	SLC1A3	Microglia	0
cpm	Mullerglia	SLC1A3	Microglia	0
raw	Mullerglia	SLC1A3	Mullerglia	0
cpm	Mullerglia	SLC1A3	Mullerglia	0
raw	Mullerglia	SLC1A3	Retinalganglioncell	0
cpm	Mullerglia	SLC1A3	Retinalganglioncell	0
raw	Mullerglia	SLC1A3	Rod	0
cpm	Mullerglia	SLC1A3	Rod	0
raw	Retinalganglioncell	ISL1	AIIamacrine	0
cpm	Retinalganglioncell	ISL1	AIIamacrine	0
raw	Retinalganglioncell	ISL1	Astrocyte	0
cpm	Retinalganglioncell	ISL1	Astrocyte	0
raw	Retinalganglioncell	ISL1	Cone	0
cpm	Retinalganglioncell	ISL1	Cone	0
raw	Retinalganglioncell	ISL1	GABAamacrine	0
cpm	Retinalganglioncell	ISL1	GABAamacrine	0
raw	Retinalganglioncell	ISL1	Horizontal	0
cpm	Retinalganglioncell	ISL1	Horizontal	0
raw	Retinalganglioncell	ISL1	Microglia	0
cpm	Retinalganglioncell	ISL1	Microglia	0
raw	Retinalganglioncell	ISL1	Mullerglia	0
cpm	Retinalganglioncell	ISL1	Mullerglia	0
raw	Retinalganglioncell	ISL1	Retinalganglioncell	0
cpm	Retinalganglioncell	ISL1	Retinalganglioncell	0
raw	Retinalganglioncell	ISL1	Rod	0
cpm	Retinalganglioncell	ISL1	Rod	0
raw	Rod	PDE6A_article	AIIamacrine	904
cpm	Rod	PDE6A_article	AIIamacrine	76.37197307
raw	Rod	PDE6A_article	Astrocyte	935
cpm	Rod	PDE6A_article	Astrocyte	124.1548837
raw	Rod	PDE6A_article	Cone	4188
cpm	Rod	PDE6A_article	Cone	86.5226277
raw	Rod	PDE6A_article	GABAamacrine	2327
cpm	Rod	PDE6A_article	GABAamacrine	62.86505531
raw	Rod	PDE6A_article	Horizontal	2104
cpm	Rod	PDE6A_article	Horizontal	66.49638451
raw	Rod	PDE6A_article	Microglia	940
cpm	Rod	PDE6A_article	Microglia	115.2615063
raw	Rod	PDE6A_article	Mullerglia	10949
cpm	Rod	PDE6A_article	Mullerglia	115.9910157
raw	Rod	PDE6A_article	Retinalganglioncell	1144
cpm	Rod	PDE6A_article	Retinalganglioncell	54.43820039
raw	Rod	PDE6A_article	Rod	110371
cpm	Rod	PDE6A_article	Rod	266.8894935
raw	Rod	PDE6A	AIIamacrine	0
cpm	Rod	PDE6A	AIIamacrine	0
raw	Rod	PDE6A	Astrocyte	0
cpm	Rod	PDE6A	Astrocyte	0
raw	Rod	PDE6A	Cone	0
cpm	Rod	PDE6A	Cone	0
raw	Rod	PDE6A	GABAamacrine	0
cpm	Rod	PDE6A	GABAamacrine	0
raw	Rod	PDE6A	Horizontal	0
cpm	Rod	PDE6A	Horizontal	0
raw	Rod	PDE6A	Microglia	0
cpm	Rod	PDE6A	Microglia	0
raw	Rod	PDE6A	Mullerglia	0
cpm	Rod	PDE6A	Mullerglia	0
raw	Rod	PDE6A	Retinalganglioncell	0
cpm	Rod	PDE6A	Retinalganglioncell	0
raw	Rod	PDE6A	Rod	0
cpm	Rod	PDE6A	Rod	0
raw	Microglia	CSF1R	AIIamacrine	0
cpm	Microglia	CSF1R	AIIamacrine	0
raw	Microglia	CSF1R	Astrocyte	0
cpm	Microglia	CSF1R	Astrocyte	0
raw	Microglia	CSF1R	Cone	0
cpm	Microglia	CSF1R	Cone	0
raw	Microglia	CSF1R	GABAamacrine	0
cpm	Microglia	CSF1R	GABAamacrine	0
raw	Microglia	CSF1R	Horizontal	0
cpm	Microglia	CSF1R	Horizontal	0
raw	Microglia	CSF1R	Microglia	0
cpm	Microglia	CSF1R	Microglia	0
raw	Microglia	CSF1R	Mullerglia	0
cpm	Microglia	CSF1R	Mullerglia	0
raw	Microglia	CSF1R	Retinalganglioncell	0
cpm	Microglia	CSF1R	Retinalganglioncell	0
raw	Microglia	CSF1R	Rod	0
cpm	Microglia	CSF1R	Rod	0
raw	GABAamacrine	TFAP2A	AIIamacrine	69
cpm	GABAamacrine	TFAP2A	AIIamacrine	5.829276706
raw	GABAamacrine	TFAP2A	Astrocyte	48
cpm	GABAamacrine	TFAP2A	Astrocyte	6.373726649
raw	GABAamacrine	TFAP2A	Cone	154
cpm	GABAamacrine	TFAP2A	Cone	3.181586596
raw	GABAamacrine	TFAP2A	GABAamacrine	309
cpm	GABAamacrine	TFAP2A	GABAamacrine	8.347787748
raw	GABAamacrine	TFAP2A	Horizontal	211
cpm	GABAamacrine	TFAP2A	Horizontal	6.668601298
raw	GABAamacrine	TFAP2A	Microglia	41
cpm	GABAamacrine	TFAP2A	Microglia	5.027363572
raw	GABAamacrine	TFAP2A	Mullerglia	358
cpm	GABAamacrine	TFAP2A	Mullerglia	3.792564036
raw	GABAamacrine	TFAP2A	Retinalganglioncell	63
cpm	GABAamacrine	TFAP2A	Retinalganglioncell	2.997907889
raw	GABAamacrine	TFAP2A	Rod	824
cpm	GABAamacrine	TFAP2A	Rod	1.992524691
raw	Microglia	HLA-DRA	AIIamacrine	5
cpm	Microglia	HLA-DRA	AIIamacrine	0.4224113555
raw	Microglia	HLA-DRA	Astrocyte	16
cpm	Microglia	HLA-DRA	Astrocyte	2.12457555
raw	Microglia	HLA-DRA	Cone	19
cpm	Microglia	HLA-DRA	Cone	0.3925334113
raw	Microglia	HLA-DRA	GABAamacrine	18
cpm	Microglia	HLA-DRA	GABAamacrine	0.486278898
raw	Microglia	HLA-DRA	Horizontal	23
cpm	Microglia	HLA-DRA	Horizontal	0.7269091463
raw	Microglia	HLA-DRA	Microglia	73
cpm	Microglia	HLA-DRA	Microglia	8.951159531
raw	Microglia	HLA-DRA	Mullerglia	75
cpm	Microglia	HLA-DRA	Mullerglia	0.7945315718
raw	Microglia	HLA-DRA	Retinalganglioncell	21
cpm	Microglia	HLA-DRA	Retinalganglioncell	0.9993026295
raw	Microglia	HLA-DRA	Rod	163
cpm	Microglia	HLA-DRA	Rod	0.3941523356
raw	Cone	OPN1SW	AIIamacrine	0
cpm	Cone	OPN1SW	AIIamacrine	0
raw	Cone	OPN1SW	Astrocyte	0
cpm	Cone	OPN1SW	Astrocyte	0
raw	Cone	OPN1SW	Cone	0
cpm	Cone	OPN1SW	Cone	0
raw	Cone	OPN1SW	GABAamacrine	0
cpm	Cone	OPN1SW	GABAamacrine	0
raw	Cone	OPN1SW	Horizontal	0
cpm	Cone	OPN1SW	Horizontal	0
raw	Cone	OPN1SW	Microglia	0
cpm	Cone	OPN1SW	Microglia	0
raw	Cone	OPN1SW	Mullerglia	0
cpm	Cone	OPN1SW	Mullerglia	0
raw	Cone	OPN1SW	Retinalganglioncell	0
cpm	Cone	OPN1SW	Retinalganglioncell	0
raw	Cone	OPN1SW	Rod	0
cpm	Cone	OPN1SW	Rod	0
raw	Retinalganglioncell	NEFL_article	AIIamacrine	61
cpm	Retinalganglioncell	NEFL_article	AIIamacrine	5.153418537
raw	Retinalganglioncell	NEFL_article	Astrocyte	13
cpm	Retinalganglioncell	NEFL_article	Astrocyte	1.726217634
raw	Retinalganglioncell	NEFL_article	Cone	215
cpm	Retinalganglioncell	NEFL_article	Cone	4.441825443
raw	Retinalganglioncell	NEFL_article	GABAamacrine	491
cpm	Retinalganglioncell	NEFL_article	GABAamacrine	13.26460772
raw	Retinalganglioncell	NEFL_article	Horizontal	207
cpm	Retinalganglioncell	NEFL_article	Horizontal	6.542182317
raw	Retinalganglioncell	NEFL_article	Microglia	46
cpm	Retinalganglioncell	NEFL_article	Microglia	5.640456691
raw	Retinalganglioncell	NEFL_article	Mullerglia	247
cpm	Retinalganglioncell	NEFL_article	Mullerglia	2.61665731
raw	Retinalganglioncell	NEFL_article	Retinalganglioncell	1673
cpm	Retinalganglioncell	NEFL_article	Retinalganglioncell	79.61110949
raw	Retinalganglioncell	NEFL_article	Rod	1076
cpm	Retinalganglioncell	NEFL_article	Rod	2.601889038
raw	Retinalganglioncell	NEFL	AIIamacrine	0
cpm	Retinalganglioncell	NEFL	AIIamacrine	0
raw	Retinalganglioncell	NEFL	Astrocyte	0
cpm	Retinalganglioncell	NEFL	Astrocyte	0
raw	Retinalganglioncell	NEFL	Cone	0
cpm	Retinalganglioncell	NEFL	Cone	0
raw	Retinalganglioncell	NEFL	GABAamacrine	0
cpm	Retinalganglioncell	NEFL	GABAamacrine	0
raw	Retinalganglioncell	NEFL	Horizontal	0
cpm	Retinalganglioncell	NEFL	Horizontal	0
raw	Retinalganglioncell	NEFL	Microglia	0
cpm	Retinalganglioncell	NEFL	Microglia	0
raw	Retinalganglioncell	NEFL	Mullerglia	0
cpm	Retinalganglioncell	NEFL	Mullerglia	0
raw	Retinalganglioncell	NEFL	Retinalganglioncell	0
cpm	Retinalganglioncell	NEFL	Retinalganglioncell	0
raw	Retinalganglioncell	NEFL	Rod	0
cpm	Retinalganglioncell	NEFL	Rod	0
raw	Mullerglia	CLU	AIIamacrine	0
cpm	Mullerglia	CLU	AIIamacrine	0
raw	Mullerglia	CLU	Astrocyte	0
cpm	Mullerglia	CLU	Astrocyte	0
raw	Mullerglia	CLU	Cone	0
cpm	Mullerglia	CLU	Cone	0
raw	Mullerglia	CLU	GABAamacrine	0
cpm	Mullerglia	CLU	GABAamacrine	0
raw	Mullerglia	CLU	Horizontal	0
cpm	Mullerglia	CLU	Horizontal	0
raw	Mullerglia	CLU	Microglia	0
cpm	Mullerglia	CLU	Microglia	0
raw	Mullerglia	CLU	Mullerglia	0
cpm	Mullerglia	CLU	Mullerglia	0
raw	Mullerglia	CLU	Retinalganglioncell	0
cpm	Mullerglia	CLU	Retinalganglioncell	0
raw	Mullerglia	CLU	Rod	0
cpm	Mullerglia	CLU	Rod	0
raw	Retinalganglioncell	RBPMS	AIIamacrine	0
cpm	Retinalganglioncell	RBPMS	AIIamacrine	0
raw	Retinalganglioncell	RBPMS	Astrocyte	0
cpm	Retinalganglioncell	RBPMS	Astrocyte	0
raw	Retinalganglioncell	RBPMS	Cone	0
cpm	Retinalganglioncell	RBPMS	Cone	0
raw	Retinalganglioncell	RBPMS	GABAamacrine	0
cpm	Retinalganglioncell	RBPMS	GABAamacrine	0
raw	Retinalganglioncell	RBPMS	Horizontal	0
cpm	Retinalganglioncell	RBPMS	Horizontal	0
raw	Retinalganglioncell	RBPMS	Microglia	0
cpm	Retinalganglioncell	RBPMS	Microglia	0
raw	Retinalganglioncell	RBPMS	Mullerglia	0
cpm	Retinalganglioncell	RBPMS	Mullerglia	0
raw	Retinalganglioncell	RBPMS	Retinalganglioncell	0
cpm	Retinalganglioncell	RBPMS	Retinalganglioncell	0
raw	Retinalganglioncell	RBPMS	Rod	0
cpm	Retinalganglioncell	RBPMS	Rod	0
raw	AIIamacrine	GLRA2	AIIamacrine	22
cpm	AIIamacrine	GLRA2	AIIamacrine	1.858609964
raw	AIIamacrine	GLRA2	Astrocyte	2
cpm	AIIamacrine	GLRA2	Astrocyte	0.2655719437
raw	AIIamacrine	GLRA2	Cone	9
cpm	AIIamacrine	GLRA2	Cone	0.185936879
raw	AIIamacrine	GLRA2	GABAamacrine	149
cpm	AIIamacrine	GLRA2	GABAamacrine	4.025308655
raw	AIIamacrine	GLRA2	Horizontal	143
cpm	AIIamacrine	GLRA2	Horizontal	4.519478605
raw	AIIamacrine	GLRA2	Microglia	5
cpm	AIIamacrine	GLRA2	Microglia	0.6130931185
raw	AIIamacrine	GLRA2	Mullerglia	25
cpm	AIIamacrine	GLRA2	Mullerglia	0.2648438573
raw	AIIamacrine	GLRA2	Retinalganglioncell	90
cpm	AIIamacrine	GLRA2	Retinalganglioncell	4.282725555
raw	AIIamacrine	GLRA2	Rod	87
cpm	AIIamacrine	GLRA2	Rod	0.2103757865
raw	Cone	ARR3_article	AIIamacrine	86
cpm	Cone	ARR3_article	AIIamacrine	7.265475315
raw	Cone	ARR3_article	Astrocyte	79
cpm	Cone	ARR3_article	Astrocyte	10.49009178
raw	Cone	ARR3_article	Cone	3637
cpm	Cone	ARR3_article	Cone	75.13915878
raw	Cone	ARR3_article	GABAamacrine	236
cpm	Cone	ARR3_article	GABAamacrine	6.375656662
raw	Cone	ARR3_article	Horizontal	232
cpm	Cone	ARR3_article	Horizontal	7.332300954
raw	Cone	ARR3_article	Microglia	77
cpm	Cone	ARR3_article	Microglia	9.441634026
raw	Cone	ARR3_article	Mullerglia	822
cpm	Cone	ARR3_article	Mullerglia	8.708066027
raw	Cone	ARR3_article	Retinalganglioncell	131
cpm	Cone	ARR3_article	Retinalganglioncell	6.233744975
raw	Cone	ARR3_article	Rod	3171
cpm	Cone	ARR3_article	Rod	7.667834701
raw	Cone	ARR3_gene	AIIamacrine	86
cpm	Cone	ARR3_gene	AIIamacrine	7.265475315
raw	Cone	ARR3_gene	Astrocyte	79
cpm	Cone	ARR3_gene	Astrocyte	10.49009178
raw	Cone	ARR3_gene	Cone	3637
cpm	Cone	ARR3_gene	Cone	75.13915878
raw	Cone	ARR3_gene	GABAamacrine	236
cpm	Cone	ARR3_gene	GABAamacrine	6.375656662
raw	Cone	ARR3_gene	Horizontal	232
cpm	Cone	ARR3_gene	Horizontal	7.332300954
raw	Cone	ARR3_gene	Microglia	77
cpm	Cone	ARR3_gene	Microglia	9.441634026
raw	Cone	ARR3_gene	Mullerglia	822
cpm	Cone	ARR3_gene	Mullerglia	8.708066027
raw	Cone	ARR3_gene	Retinalganglioncell	131
cpm	Cone	ARR3_gene	Retinalganglioncell	6.233744975
raw	Cone	ARR3_gene	Rod	3171
cpm	Cone	ARR3_gene	Rod	7.667834701
raw	Cone	ARR3	AIIamacrine	8
cpm	Cone	ARR3	AIIamacrine	0.6758581688
raw	Cone	ARR3	Astrocyte	9
cpm	Cone	ARR3	Astrocyte	1.195073747
raw	Cone	ARR3	Cone	883
cpm	Cone	ARR3	Cone	18.2424738
raw	Cone	ARR3	GABAamacrine	15
cpm	Cone	ARR3	GABAamacrine	0.405232415
raw	Cone	ARR3	Horizontal	12
cpm	Cone	ARR3	Horizontal	0.3792569459
raw	Cone	ARR3	Microglia	8
cpm	Cone	ARR3	Microglia	0.9809489897
raw	Cone	ARR3	Mullerglia	52
cpm	Cone	ARR3	Mullerglia	0.5508752231
raw	Cone	ARR3	Retinalganglioncell	17
cpm	Cone	ARR3	Retinalganglioncell	0.8089592715
raw	Cone	ARR3	Rod	215
cpm	Cone	ARR3	Rod	0.519894185
raw	Cone	OPN1LW	AIIamacrine	0
cpm	Cone	OPN1LW	AIIamacrine	0
raw	Cone	OPN1LW	Astrocyte	0
cpm	Cone	OPN1LW	Astrocyte	0
raw	Cone	OPN1LW	Cone	0
cpm	Cone	OPN1LW	Cone	0
raw	Cone	OPN1LW	GABAamacrine	0
cpm	Cone	OPN1LW	GABAamacrine	0
raw	Cone	OPN1LW	Horizontal	0
cpm	Cone	OPN1LW	Horizontal	0
raw	Cone	OPN1LW	Microglia	0
cpm	Cone	OPN1LW	Microglia	0
raw	Cone	OPN1LW	Mullerglia	0
cpm	Cone	OPN1LW	Mullerglia	0
raw	Cone	OPN1LW	Retinalganglioncell	0
cpm	Cone	OPN1LW	Retinalganglioncell	0
raw	Cone	OPN1LW	Rod	0
cpm	Cone	OPN1LW	Rod	0
raw	Cone	OPN1MW	AIIamacrine	0
cpm	Cone	OPN1MW	AIIamacrine	0
raw	Cone	OPN1MW	Astrocyte	0
cpm	Cone	OPN1MW	Astrocyte	0
raw	Cone	OPN1MW	Cone	0
cpm	Cone	OPN1MW	Cone	0
raw	Cone	OPN1MW	GABAamacrine	0
cpm	Cone	OPN1MW	GABAamacrine	0
raw	Cone	OPN1MW	Horizontal	0
cpm	Cone	OPN1MW	Horizontal	0
raw	Cone	OPN1MW	Microglia	0
cpm	Cone	OPN1MW	Microglia	0
raw	Cone	OPN1MW	Mullerglia	0
cpm	Cone	OPN1MW	Mullerglia	0
raw	Cone	OPN1MW	Retinalganglioncell	0
cpm	Cone	OPN1MW	Retinalganglioncell	0
raw	Cone	OPN1MW	Rod	0
cpm	Cone	OPN1MW	Rod	0
metric	marker_cell_type	column	value
avg_raw	AIIamacrine	AIIamacrine	1116
avg_cpm	AIIamacrine	AIIamacrine	94.28221455
avg_raw	AIIamacrine	Astrocyte	596
avg_cpm	AIIamacrine	Astrocyte	79.14043922
avg_raw	AIIamacrine	Cone	5327.8
avg_cpm	AIIamacrine	Cone	110.0705004
avg_raw	AIIamacrine	GABAamacrine	1922.8
avg_cpm	AIIamacrine	GABAamacrine	51.9453925
avg_raw	AIIamacrine	Horizontal	1691.2
avg_cpm	AIIamacrine	Horizontal	53.44994557
avg_raw	AIIamacrine	Microglia	594.8
avg_cpm	AIIamacrine	Microglia	72.93355738
avg_raw	AIIamacrine	Mullerglia	7484.8
avg_cpm	AIIamacrine	Mullerglia	79.29213212
avg_raw	AIIamacrine	Retinalganglioncell	961.8
avg_cpm	AIIamacrine	Retinalganglioncell	45.76806043
avg_raw	AIIamacrine	Rod	60322.4
avg_cpm	AIIamacrine	Rod	145.8663488
avg_raw	Astrocyte	AIIamacrine	30.6
avg_cpm	Astrocyte	AIIamacrine	2.585157496
avg_raw	Astrocyte	Astrocyte	25.8
avg_cpm	Astrocyte	Astrocyte	3.425878074
avg_raw	Astrocyte	Cone	188.2
avg_cpm	Astrocyte	Cone	3.888146737
avg_raw	Astrocyte	GABAamacrine	142
avg_cpm	Astrocyte	GABAamacrine	3.836200195
avg_raw	Astrocyte	Horizontal	53.2
avg_cpm	Astrocyte	Horizontal	1.68137246
avg_raw	Astrocyte	Microglia	22.2
avg_cpm	Astrocyte	Microglia	2.722133446
avg_raw	Astrocyte	Mullerglia	319.2
avg_cpm	Astrocyte	Mullerglia	3.38152637
avg_raw	Astrocyte	Retinalganglioncell	46.8
avg_cpm	Astrocyte	Retinalganglioncell	2.227017289
avg_raw	Astrocyte	Rod	3750.2
avg_cpm	Astrocyte	Rod	9.068405455
avg_raw	Cone	AIIamacrine	80.125
