rank	gene_id	gene_symbol	eye1_cpm	eye2_cpm	eye1_pct	eye2_pct	log2fc_eye1_vs_eye2	eye1_raw_counts	eye2_raw_counts
236	GRM5-AS1	GRM5-AS1	0.0461025089615669	0.0220854155457242	1.58454776775387	0.780331373597007	0.806147623048052	161	87
237	Z69666.1	Z69666.1	0.0220529602862115	0.0083593872940844	0.578302105019662	0.213789417423838	0.803939692031861	51	20
238	ARSD	ARSD	0.0170561371843657	0.00550769537550002	0.624566273421235	0.235168359166221	0.802971578877762	58	26
239	GABBR1	GABBR1	0.430451023182974	0.243155427152539	11.0340041637752	5.98610368786745	0.798958191641766	1423	671
240	AL513320.1	AL513320.1	0.00794097600400836	0.0211965459417219	0.254452926208651	0.523784072688402	-0.798127927610219	22	49
241	AP001767.3	AP001767.3	0.118797210622353	0.0642152984926888	3.63173721952348	1.85996793158739	0.795312834228913	346	186
242	AC087473.1	AC087473.1	0.0147976229116587	0.0329722302340097	0.485773768216516	0.865847140566542	-0.793202822917367	70	134
243	VTN	VTN	0.188067614442588	0.333212602634725	5.59796437659033	7.64297167290219	-0.793109521089437	524	796
244	AC005597.1	AC005597.1	0.023885914602451	0.00955864640869573	0.786490862826741	0.352752538749332	0.792879181797408	71	34
245	AL162426.1	AL162426.1	0.163865364797517	0.0904997859342189	5.08905852417303	2.6296098343132	0.790778137826482	466	255
246	FAM221B	FAM221B	0.0209317319232718	0.00791549682486514	0.613000231320842	0.203099946552646	0.787879562474612	54	20
247	CA8	CA8	0.144144774128252	0.0792907626410019	3.01873698820264	1.87065740245858	0.787703141839325	561	316
248	SELENOS	SELENOS	0.290599354700584	0.164131940369926	8.09622947027527	4.50026723677178	0.787661056798606	1095	480
249	AL162394.1	AL162394.1	0.0344699079973797	0.0157824462481023	1.00624566273421	0.416889363976483	0.786440266302233	107	46
250	AP000919.2	AP000919.2	0.0658020944711532	0.0339518965232884	1.87369882026371	1.03687867450561	0.786312292770904	191	101
251	AC005696.1	AC005696.1	0.0186325465513881	0.0393755787081951	0.532037936618089	0.919294494922501	-0.78614166946897	46	87
252	MBNL3	MBNL3	0.0551570906939919	0.0277873708171044	1.66551006245663	0.758952431854623	0.786018046290015	164	77
253	AC069287.3	AC069287.3	0.022229925356535	0.00869482682356426	0.717094610224381	0.245857830037413	0.785761740075139	64	23
254	AL451165.2	AL451165.2	0.0209781166517135	0.0433645312118661	0.705528568123988	1.11170497060396	-0.784631735177735	64	110
255	MAMDC4	MAMDC4	0.0173092825525484	0.0369885154448099	0.578302105019662	0.844468198824158	-0.782916774670726	50	82
256	IFNGR2	IFNGR2	0.744460460901074	0.428864167390042	17.6844783715013	10.6894708711919	0.781670814152269	2558	1188
257	ADAMTS12	ADAMTS12	0.0329052372215316	0.0149671662385947	1.05250983113579	0.523784072688402	0.781121675471627	143	66
258	AL136114.1	AL136114.1	0.0274944350434406	0.0544322915197205	0.786490862826741	1.23997862105826	-0.781107419342685	77	141
259	PIAS4	PIAS4	0.168252633709657	0.296096212357989	4.64954892435808	6.39230358097274	-0.780061800167317	437	663
260	AC022463.1	AC022463.1	0.0455958844819413	0.0224119492481955	1.2028683784409	0.534473543559594	0.778452303893932	118	54
261	AC137770.1	AC137770.1	0.396626840917407	0.686860639646732	9.35692805921813	13.1801175841796	-0.777164721528287	1182	1747
262	AC009542.1	AC009542.1	0.0260223752702178	0.0110327661538982	0.763358778625954	0.363442009620524	0.776254713260914	72	37
263	CYS1	CYS1	0.0221031504721547	0.00875683819869811	0.670830441822808	0.299305184393373	0.775298228259695	70	30
264	AC139768.1	AC139768.1	0.0777043627074899	0.0412905913777415	2.0471894517696	1.07963655799038	0.77395440331077	186	104
265	ODC1	ODC1	0.101398621565392	0.0551517026946513	2.9030765671987	1.51790486370925	0.773856592799543	266	146
266	CD4	CD4	0.0646127625695287	0.0336497018233532	1.73490631505899	0.833778727952966	0.773450627011755	172	85
267	OGFRP1	OGFRP1	0.0332966227918598	0.0153377653992052	0.879019199629887	0.438268305718867	0.772965201531759	80	42
268	LCMT1-AS2	LCMT1-AS2	0.0213096558759626	0.0083241699337926	0.636132315521628	0.203099946552646	0.772859804695075	56	21
269	AL137018.1	AL137018.1	0.0332826023379983	0.0153404586292168	1.00624566273421	0.502405130946018	0.772344607251246	94	49
270	EARS2	EARS2	0.0748900464259259	0.0397096220767407	2.03562340966921	1.07963655799038	0.772070268964917	197	109
271	DPYSL4	DPYSL4	0.208395588714702	0.362855306456572	6.25722877631275	8.51950828433993	-0.771672157897166	600	894
272	RGS21	RGS21	0.035592370399441	0.0167116951846653	1.15660421003932	0.555852485301978	0.771320882943887	147	69
273	ROR1-AS1	ROR1-AS1	0.0393864577486261	0.0189471765202714	1.3763590099468	0.68412613575628	0.770692858909094	153	76
274	AL139147.1	AL139147.1	0.634924290372535	0.36821213486644	16.4469118667592	9.71672902191342	0.769934155475504	1775	1065
275	AC107021.2	AC107021.2	0.215022261255996	0.373664969337165	5.72519083969466	8.61571352218065	-0.76977931211949	579	914
276	MTRNR2L4	MTRNR2L4	0.0201884290240789	0.0077175921310486	0.566736062919269	0.256547300908605	0.768813131349712	51	24
277	SBK1	SBK1	0.0318418317712518	0.0612772450074495	1.34166088364562	1.76376269374666	-0.768495563258308	136	189
278	HES4	HES4	0.230811722896201	0.131428385745962	4.77677538746241	3.32442544094067	0.767833916280778	876	502
279	SH3TC2-DT	SH3TC2-DT	0.768295082412159	0.449214141684797	14.4459865833912	8.64778193479423	0.761150170538827	1924	1079
280	AL133284.1	AL133284.1	0.0376053459533548	0.0180929501397371	1.16817025213972	0.459647247461251	0.76091545852273	113	45
281	AL163952.1	AL163952.1	0.0414673825371883	0.0771821124227273	1.09877399953736	1.838588989845	-0.76037374696167	112	200
282	CCDC148-AS1	CCDC148-AS1	0.174313364837303	0.0988286948983138	4.37196391394865	2.55478353821486	0.760101684103589	456	267
283	SDS	SDS	0.0300728263408293	0.0578621616398696	0.867453157529493	1.1865312667023	-0.759983118711524	116	222
284	AC105001.1	AC105001.1	0.0710113598533569	0.037858545937245	1.87369882026371	0.962052378407269	0.759347659879852	186	101
285	AL049552.1	AL049552.1	0.26151073327861	0.150405113599788	7.78394633356465	3.98717263495457	0.759289096725147	760	402
286	FUT4	FUT4	0.0425413412432916	0.0210590289357166	1.09877399953736	0.598610368786745	0.758440304784126	101	56
287	PINK1-AS	PINK1-AS	0.0431830857800616	0.0215287027374214	1.48045338885034	0.619989310529129	0.754301676523653	132	61
288	TINCR	TINCR	0.028511323404138	0.0549199258324847	0.902151283830673	1.25066809192945	-0.753378650888159	81	122
289	HSPB1	HSPB1	0.0890355443483985	0.156887739284017	2.89151052509831	3.65579903794762	-0.752859654681646	350	591
290	EYA1	EYA1	0.0327410604092988	0.0154175673666353	0.913717325931066	0.459647247461251	0.749796740564666	153	68
291	MAP3K2-DT	MAP3K2-DT	0.0312817861661837	0.0145592992883198	0.994679620633819	0.470336718332443	0.749235994989195	88	47
292	CEBPD	CEBPD	0.403610231500132	0.236250397260466	9.05621096460791	5.64404061998931	0.748145822143467	1401	808
293	AC068774.1	AC068774.1	0.140819044678163	0.243288668065305	3.00717094610224	4.35061464457509	-0.74796391700152	378	557
294	AC009315.1	AC009315.1	0.0323271876367569	0.0610706981650578	0.578302105019662	1.1865312667023	-0.747670237481825	82	172
295	AL356113.1	AL356113.1	0.0191748888669413	0.00737559944077973	0.682396483923202	0.34206306787814	0.747664410196773	71	35
296	SAC3D1	SAC3D1	0.0235452542788307	0.00998508877757278	0.670830441822808	0.299305184393373	0.747184698110553	59	29
297	EPN2-AS1	EPN2-AS1	0.0501182815625319	0.0258382028039199	1.48045338885034	0.791020844468199	0.746305479784685	138	81
298	ELL2	ELL2	0.0876004340711121	0.153617764680392	2.02405736756882	2.45857830037413	-0.745369927153322	387	643
299	INSL6	INSL6	0.100751168575611	0.0561216128696827	2.89151052509831	1.57135221806521	0.744128100184973	274	162
300	AP005436.2	AP005436.2	0.0666687447956711	0.0357786902140287	1.72334027295859	0.919294494922501	0.743962374379301	166	94
