marker_depth	reference_label	observed_sample	marker_count	mean_log2_specificity	median_log2_specificity	fraction_gene_max	weighted_mean_specificity
all	phloem	pericycle	396	-0.04636111	-0.59389641	0.01767677	-0.02186327
all	phloem	phloem	396	5.72897961	6.09718228	0.93434343	6.64604569
all	phloem	provascular	396	-0.64793958	-0.77068660	0.00000000	-0.63395363
all	phloem	root_cap	396	-0.62635284	-0.79039556	0.00505051	-0.74988727
all	phloem	root_hair	396	-0.73848939	-0.84580144	0.00252525	-0.90750898
all	phloem	xylem	396	-0.37537393	-0.68881569	0.01262626	-0.50088563
all	provascular	cortex	273	-0.57345581	-0.40694962	0.00000000	-0.61849620
all	provascular	endodermis	273	0.20403997	0.38731651	0.02930403	0.18967574
all	provascular	epidermis	273	-1.01637001	-1.06351216	0.00000000	-1.09259759
all	provascular	meristems	273	-0.31356791	-0.38396475	0.00000000	-0.28635139
all	provascular	pericycle	273	0.73419613	0.63110277	0.15384615	0.75657432
all	provascular	phloem	273	-0.31142752	-0.44016702	0.01831502	-0.31298942
all	provascular	provascular	273	1.51290057	1.47016386	0.63369963	1.60922663
all	provascular	root_cap	273	0.12471728	-0.01644350	0.01465201	0.16704519
all	provascular	root_hair	273	-0.79148148	-0.90369529	0.01831502	-0.83616491
all	provascular	xylem	273	0.43044879	0.44328550	0.13186813	0.42407763
all	root_cap	cortex	1139	-0.07877518	0.08484473	0.01404741	-0.15093837
all	root_cap	endodermis	1139	-0.30705584	-0.23852930	0.02107112	-0.37144861
all	root_cap	epidermis	1139	0.05514192	-0.08015628	0.05267779	0.02584414
all	root_cap	meristems	1139	-0.61902573	-0.61358828	0.00965759	-0.66145969
all	root_cap	pericycle	1139	-0.19701177	-0.22131805	0.03248464	-0.24495567
all	root_cap	phloem	1139	-0.32581423	-0.33322820	0.03248464	-0.36094928
all	root_cap	provascular	1139	-0.90661675	-0.94522006	0.01843723	-0.97469260
all	root_cap	root_cap	1139	1.89782583	1.46130235	0.66988586	2.23200381
all	root_cap	root_hair	1139	-0.06314488	-0.13485727	0.04302019	-0.11002714
all	root_cap	xylem	1139	0.54447665	0.21699906	0.10623354	0.61662340
all	root_hair	cortex	444	-0.31591907	-0.42473779	0.01576577	-0.42402201
all	root_hair	endodermis	444	-0.68780084	-0.88061410	0.01576577	-0.80104519
all	root_hair	epidermis	444	1.20423515	1.14919283	0.04729730	1.25659351
all	root_hair	meristems	444	-1.13156057	-1.12674008	0.00000000	-1.19186053
all	root_hair	pericycle	444	-0.51012098	-0.53119519	0.00450450	-0.48985382
all	root_hair	phloem	444	-0.58618073	-0.57358743	0.02027027	-0.68532033
all	root_hair	provascular	444	-1.12001139	-1.27269447	0.00450450	-1.18308291
all	root_hair	root_cap	444	0.26971672	0.34182550	0.00900901	0.29316512
all	root_hair	root_hair	444	3.21736379	3.02461807	0.86486486	3.72867639
all	root_hair	xylem	444	-0.33972209	-0.37205993	0.01801802	-0.50325024
all	xylem	cortex	462	-0.74198005	-0.53768473	0.00216450	-0.92610792
all	xylem	endodermis	462	-0.27158968	-0.14584663	0.01515152	-0.47372292
all	xylem	epidermis	462	-0.55370446	-0.48943422	0.00000000	-0.58044052
all	xylem	meristems	462	-0.87399749	-0.87369493	0.00000000	-0.90759543
all	xylem	pericycle	462	-0.20078153	-0.20155041	0.01298701	-0.34551920
all	xylem	phloem	462	-0.50063201	-0.63549394	0.04329004	-0.53300945
all	xylem	provascular	462	-0.09942498	0.04552283	0.03679654	-0.23326915
all	xylem	root_cap	462	1.15299128	0.79057154	0.02597403	1.48441870
all	xylem	root_hair	462	-0.48210985	-0.50033819	0.01298701	-0.52261922
all	xylem	xylem	462	2.57122876	2.14973185	0.85064935	3.03786511
