gene_name	ENSG	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RHOBTB2	ENSG00000008853	280.484796543814	0.66141026091046	0.154385874550106	4.28413715204106	1.83449727383186e-05	0.00100293045076431
FADS2	ENSG00000134824	416.178566156939	0.678442337628774	0.158487530843425	4.28073006133859	1.86281201226486e-05	0.00101443211964783
CASTOR3P	ENSG00000239521	144.968869686246	0.8432004451691	0.197118331202012	4.27763587499615	1.88888663566815e-05	0.00102462912793189
TRIM22	ENSG00000132274	25.2963804089578	2.05653403692734	0.481054901120131	4.27505058599075	1.91093901531858e-05	0.0010285869039597
ITGB8	ENSG00000105855	224.988946349043	0.927935102865284	0.217173317675823	4.27278596098266	1.93045742845836e-05	0.0010311305367869
ATP8B3	ENSG00000130270	532.943275913045	-0.784903853207985	0.183696976504758	-4.27281857405887	1.93017499928e-05	0.0010311305367869
FAM86C1P	ENSG00000158483	172.148624356475	0.914241038110429	0.214451238456883	4.26316511244697	2.0155147484195e-05	0.00106837608774587
FA2H	ENSG00000103089	389.381206962998	-0.722346092821971	0.169716230033789	-4.25619926083769	2.079314065067e-05	0.00109801959776891
LNPK	ENSG00000144320	1111.90810586041	-0.61387354080715	0.144295581972189	-4.25427814501946	2.09724477185491e-05	0.00110330903261997
KSR2	ENSG00000171435	1615.54073867537	-0.613597016475595	0.144393579906629	-4.24947575143143	2.14271401808039e-05	0.00111878562269883
RNF24	ENSG00000101236	714.309803520023	-0.805999462050155	0.189921290718597	-4.24386049084087	2.19706971476985e-05	0.00113863750533853
PNO1	ENSG00000115946	497.054661668446	0.526418051437244	0.124217931906704	4.23785876448677	2.2566164557529e-05	0.00116086679002403
SLC7A6	ENSG00000103064	844.518274558736	0.616520896022755	0.1456078218578	4.23411934988526	2.2944907039267e-05	0.00117601084203831
SRRM2-AS1	ENSG00000205913	50.215780908848	1.43081432166112	0.338487135618516	4.22708626443543	2.36736925633603e-05	0.00120012708373021
MAST1	ENSG00000105613	786.861493380082	-0.509356391378817	0.120482069239754	-4.22765308226255	2.36141509808517e-05	0.00120012708373021
ARMH1	ENSG00000198520	77.8514569075894	1.2456065092658	0.29637972503821	4.2027385952437	2.63705056065657e-05	0.00132241445561558
EGLN1	ENSG00000135766	2675.85108151174	-0.530752147380876	0.126333194737838	-4.20120894181671	2.65493417961671e-05	0.00132661065942783
ADIRF-AS1	ENSG00000272734	658.224926814462	-0.742330634817456	0.176807805738518	-4.19851732063963	2.68668306614241e-05	0.00133642502367806
CEP97	ENSG00000182504	556.536977052868	-0.529047225613486	0.126114931897677	-4.19496103794218	2.72918496739472e-05	0.00134443701874381
ENSG00000259976	ENSG00000259976	526.408821465724	-0.519145614153334	0.123752057995125	-4.19504630924025	2.72815843261026e-05	0.00134443701874381
TIGAR	ENSG00000078237	217.169707561516	0.979601095040295	0.233798524601529	4.18993702680486	2.79031881890329e-05	0.00136971248782855
VSIR	ENSG00000107738	524.978580791806	0.616347105777245	0.147251639858668	4.18567227073881	2.8432333368219e-05	0.00138592713107112
ABCA12	ENSG00000144452	44.2905257892627	2.29223578780505	0.548544172356191	4.17876244671253	2.93099634320645e-05	0.00142372892057983
KLK7	ENSG00000169035	858.374187219919	0.855869262995526	0.205355882003102	4.1677367828334	3.07638880553695e-05	0.00145967463218114
BTBD19	ENSG00000222009	705.398866187097	0.703532323986754	0.168730758924705	4.16955585614773	3.05193813830073e-05	0.00145967463218114
KLF2	ENSG00000127528	944.748675736979	-0.548217866500119	0.131454347508986	-4.17040498765278	3.04058805555184e-05	0.00145967463218114
WDR77	ENSG00000116455	412.179390265991	0.541748388855863	0.129990621770005	4.16759595022468	3.07828951912527e-05	0.00145967463218114
TRAPPC14	ENSG00000146826	358.875525695829	0.654291742069215	0.157165143004397	4.16308431730891	3.13977357687545e-05	0.00148378248932952
NOP14-AS1	ENSG00000249673	273.83321846358	0.789211181008529	0.189785205449593	4.1584441692329	3.20422523657129e-05	0.00149899677929666
RAB20	ENSG00000139832	194.322329526922	-0.694784623989014	0.167196216038023	-4.1555044752389	3.2457059137598e-05	0.00150327217076489
EXOC7	ENSG00000182473	2865.30796910292	0.574305399744176	0.138467645305553	4.14757829149813	3.36010583131809e-05	0.00155110050974853
TPD52	ENSG00000076554	2789.89941070499	-0.55791609306669	0.134713704316027	-4.14149470463573	3.45049840670372e-05	0.00157929575923147
USP28	ENSG00000048028	739.128180400148	-0.516697575535666	0.124835768093518	-4.13901867570994	3.48794559179295e-05	0.00158906697696685
MAP3K12	ENSG00000139625	387.334541039756	0.668541381151676	0.161668046230742	4.13527222440417	3.54534111878981e-05	0.00160472729016392
TTL	ENSG00000114999	1008.64755129003	0.505009943856417	0.12215968142635	4.13401490540796	3.5648033969998e-05	0.00160543887085436
PMP22	ENSG00000109099	671.929169382942	-0.549104678012677	0.133058907808425	-4.12677878585374	3.67879960551854e-05	0.00164907219615865
LPAR3	ENSG00000171517	578.510839518205	-0.516071426120051	0.125128795076176	-4.12432187016486	3.71828623677848e-05	0.00165612231395939
ARL14EPL	ENSG00000268223	200.833994502745	0.768409033801963	0.186401115092163	4.12234140027562	3.75040816679038e-05	0.00166510956220461
LCAT	ENSG00000213398	258.64689412123	0.7252248332855	0.176760765235025	4.10286090536678	4.08072599367166e-05	0.00180029750246128
ZNF511	ENSG00000198546	416.862755611623	-0.611185153267398	0.149260206415644	-4.09476288385554	4.22600667214265e-05	0.00185266537787235
DRAM1	ENSG00000136048	702.706086725115	0.613463061881807	0.149964363438777	4.09072560850268	4.30025662359223e-05	0.00187930650750782
PTCHD4	ENSG00000244694	57.8984769990319	1.27656944756486	0.312524462925285	4.08470247613879	4.41333286146427e-05	0.00191075383297122
SMAD7	ENSG00000101665	239.037384155953	0.740456162533254	0.181521175427347	4.07917236537298	4.51963180658626e-05	0.0019446971301117
ABCC2	ENSG00000023839	1205.86882734187	0.680306558456168	0.167624354903935	4.0585185777213	4.93850053131346e-05	0.00210066778772893
CBLB	ENSG00000114423	349.064268684282	-0.666061414420182	0.164295717399944	-4.05404002588084	5.034059724962e-05	0.00213312542935244
CEBPD	ENSG00000221869	370.282119091649	1.01785462052256	0.251400319052409	4.04874036898248	5.1494030328012e-05	0.00217033436724142
ZNF594	ENSG00000180626	96.4101572774556	0.952191796292652	0.235318235160065	4.04640038051011	5.20112438280055e-05	0.0021840022596573
CYSRT1	ENSG00000197191	89.531338402682	1.07739222930883	0.268108345735275	4.01849568074476	5.85708826841657e-05	0.0024301686770832
MXD3	ENSG00000213347	697.872056527357	-0.504942341297666	0.125680028672446	-4.01768162079015	5.87735326449205e-05	0.00243134070802028
KCTD1	ENSG00000134504	399.977225183127	0.534663975683715	0.133296485483152	4.01108831748825	6.0439494166523e-05	0.00247819702404558
FASN	ENSG00000169710	36415.8361979996	-0.540180993341156	0.134990781715525	-4.00161393597613	6.29118884231509e-05	0.00255701060206165
SPRTN	ENSG00000010072	284.806399459803	0.672380326633581	0.168390513026685	3.99298223247903	6.52474592252272e-05	0.00262227048621522
C1orf122	ENSG00000197982	404.9928220689	0.783918485609052	0.196663229833716	3.9860958567185	6.7169384513278e-05	0.00268687922560536
UBXN11	ENSG00000158062	389.387241080376	0.587293191999697	0.147347732743872	3.98576334405202	6.72635284223707e-05	0.00268687922560536
CDC25A	ENSG00000164045	453.955473913737	0.53476243894318	0.134243244511345	3.9835333307814	6.78981434999041e-05	0.00269677498157311
ANKZF1	ENSG00000163516	1865.32537758549	-0.525798399017493	0.132276970188923	-3.97498066569356	7.03849738564159e-05	0.00277970799017647
AP5B1	ENSG00000254470	490.582628337225	0.612249101256024	0.155083187483563	3.9478754028119	7.88478198990727e-05	0.00307043982461724
FHIP1A	ENSG00000164142	595.017500105007	-0.694840257547085	0.176066524261626	-3.94646432909975	7.93137317020262e-05	0.00307142426016097
MXD1	ENSG00000059728	582.939874454786	-0.598212775833553	0.151638458047805	-3.94499379336186	7.98020455780335e-05	0.00308177373241929
ARHGAP19	ENSG00000213390	1059.6104945071	-0.593100039089055	0.15056164780478	-3.93925045147005	8.17365704433383e-05	0.00313274971951667
XRCC2	ENSG00000196584	391.961835931546	0.572969087151221	0.145457758811448	3.93907545278448	8.17962052868567e-05	0.00313274971951667
NFIL3	ENSG00000165030	439.898611046441	-0.545395847559587	0.138782621225091	-3.92985694278688	8.49964154568801e-05	0.00324639733666949
H1-10-AS1	ENSG00000206417	199.473715731401	-0.695512082064173	0.177680459867031	-3.91439825507356	9.06299431835448e-05	0.00345210939322896
PLCE1	ENSG00000138193	108.274136644179	-1.01882857434237	0.260857198625198	-3.90569468549048	9.39550791436034e-05	0.00354966872179126
ANKRD29	ENSG00000154065	213.694785773375	0.816634936122822	0.209340080292945	3.90099657447368	9.57975066184945e-05	0.00359583646652682
TMEM175	ENSG00000127419	234.050629045198	0.637422182709186	0.163416052827634	3.90060934455146	9.59508762318326e-05	0.00359583646652682
VPS18	ENSG00000104142	539.395702988064	0.503484150966909	0.129044561169973	3.90163015319753	9.55470650978072e-05	0.00359583646652682
QSOX1	ENSG00000116260	6118.85498547811	-0.657894778060198	0.168949944729158	-3.89402186023123	9.85957587904382e-05	0.00368504952626675
ARSA	ENSG00000100299	334.890961965244	0.628851500917708	0.161917744128594	3.88377138220427	0.000102848618519935	0.00381333135847452
ISCU	ENSG00000136003	1167.1257751117	0.521964813030534	0.134542676943587	3.87954829566377	0.000104650622009253	0.00384943092725856
DGKA	ENSG00000065357	1318.25275027713	0.52880259395016	0.136528762038246	3.87319555275851	0.000107417568986096	0.00392017887234337
SPAG1	ENSG00000104450	166.506976868414	0.772922853514228	0.199689169357237	3.87062981934436	0.000108554529185382	0.00395132817590967
ERVK13-1	ENSG00000260565	121.068548144642	0.8756223142186	0.226450360174372	3.86672961590501	0.000110304606760433	0.00400457427824789
SAMTOR	ENSG00000164603	222.098175520986	-0.690495756055418	0.180142941448166	-3.83304364025886	0.000126567489468237	0.00452802841909301
SECTM1	ENSG00000141574	120.962942271981	1.15386706941458	0.301911391538876	3.82187324411043	0.00013244176597002	0.00469814417147087
LINC01011	ENSG00000244041	101.347660821944	-1.03994012124351	0.272543198384088	-3.81568913628859	0.000135803387406083	0.00479300006032457
SMIM29-AS1	ENSG00000225339	49.1643186359977	1.4467096379753	0.37956900985603	3.81145351809421	0.000138152036258923	0.00485132880978752
NRP1	ENSG00000099250	290.784949465781	0.906542805221442	0.237992927380956	3.8091165783693	0.000139464194365925	0.00488510134084263
DHRS1	ENSG00000157379	310.796288992427	0.56762127571868	0.149075934939274	3.80759829512323	0.000140322969896056	0.00490286346696973
OGDHL	ENSG00000197444	291.50129985095	-0.695039928926684	0.182614291015362	-3.80605441700187	0.00014120132820243	0.0049212192911752
PRMT6	ENSG00000198890	101.69583649871	0.866582976656576	0.228009129148087	3.80065035068727	0.000144316820949681	0.00499072293538902
HK1	ENSG00000156515	2295.39664813254	-0.538824238855532	0.141791468673254	-3.80011748166037	0.000144627506340805	0.00499072293538902
EID2	ENSG00000176396	221.556534594113	0.680240329263206	0.179264016664695	3.79462840295253	0.00014786474458055	0.00503547600899449
IDUA	ENSG00000127415	725.274535340643	0.645994112563149	0.170475406469107	3.78936836663425	0.000151030815642376	0.00506134759824608
SLC4A11	ENSG00000088836	478.189303088163	0.542436775123162	0.143117445373535	3.79015132437144	0.000150555536098958	0.00506134759824608
MFAP3L	ENSG00000198948	280.155149511434	0.559859939747594	0.147834451810829	3.78707353319778	0.000152432000404369	0.00509605399913023
B3GALT6	ENSG00000176022	345.544207287026	0.607377314069833	0.160501168068252	3.78425479004334	0.000154169822852857	0.00513530590407173
RGS20	ENSG00000147509	103.80259846222	0.845198076018949	0.224263594381577	3.76877075545696	0.000164053469242906	0.00538133979933024
RNF157-AS1	ENSG00000267128	36.8765574282213	1.79772997854742	0.477335296666765	3.76617859835838	0.000165765234727981	0.00542472567451358
ARC	ENSG00000198576	278.96474892584	0.572722911210386	0.152322623252085	3.75993335056057	0.000169958631129502	0.0055183128723555
SLC1A1	ENSG00000106688	501.014996203606	-0.534481839583678	0.142165833506248	-3.75956603919316	0.000170208344818368	0.0055183128723555
HILPDA	ENSG00000135245	410.861045763257	-0.830223243259429	0.221096795359869	-3.75502160448827	0.000173326526770553	0.00559339145765806
GYS1	ENSG00000104812	2288.7371805565	-0.575067650292913	0.153137279395172	-3.75524269834354	0.000173173587256298	0.00559339145765806
FGF9	ENSG00000102678	131.196305411797	0.81337703279252	0.216735203314095	3.75286072753841	0.000174827995030261	0.00560293581314221
GRIN2C	ENSG00000161509	218.059590374145	0.851616212405149	0.227418361507344	3.74471175836718	0.000180600997667911	0.00576146111782232
FUCA1	ENSG00000179163	648.239046294818	0.678253133079294	0.182044609978707	3.72575234805704	0.000194733525114067	0.00612230807113844
GBE1	ENSG00000114480	1446.1415061232	-0.656147059060026	0.176424414819179	-3.71913977854212	0.000199902411740313	0.00623588402923408
PGM2L1	ENSG00000165434	425.545191724106	-0.617225895153433	0.165961745679863	-3.71908533876265	0.000199945496095519	0.00623588402923408
ZNF484	ENSG00000127081	228.719138693862	-0.633820098910711	0.171579430398138	-3.69403312180239	0.00022072503249778	0.0068078045974592
RBM15	ENSG00000162775	1428.04017933941	-0.587962032972134	0.159516943909166	-3.68589078102536	0.000227904081174138	0.00699826166442437
KLF11	ENSG00000172059	353.189525492623	-0.550015466402515	0.149398028222578	-3.6815443479822	0.000231825453954918	0.00708745318768754
CCNE2	ENSG00000175305	195.506857250929	0.649694896082533	0.176798544592806	3.67477513787729	0.000238058983447349	0.00723045814431262
SPOCD1	ENSG00000134668	284.511248280995	0.902938938962519	0.245874517406744	3.67235673092877	0.000240323888121982	0.00728338113980121
ENSG00000272720	ENSG00000272720	82.3188593510223	0.938427043994705	0.25572701414698	3.66964376886418	0.000242888705775498	0.00732924555674506
ITPKA	ENSG00000137825	261.494606292546	-0.65325860553456	0.177995372333677	-3.67008758132171	0.000242467378852172	0.00732924555674506
ASTN2	ENSG00000148219	137.156705019601	0.791885421955638	0.216076633060149	3.6648359924009	0.00024749713214948	0.00743611534331012
ANK1	ENSG00000029534	50.9567406143216	1.73217549354841	0.473867644132116	3.65539938208035	0.00025678190767775	0.00765449510517137
FAM13A-AS1	ENSG00000248019	105.708151464854	-1.16719598876969	0.319820816797306	-3.64953101070163	0.000262719524089664	0.00777122025066388
RNU6-26P	ENSG00000206712	41.40052896114	1.40061128491037	0.385467578887988	3.6335384909696	0.000279560719723552	0.00820495998666535
DNAI4	ENSG00000152763	44.5247944411363	1.37260395560984	0.379265836210305	3.61910782506843	0.00029562045209343	0.00856607519010713
SH2D3C	ENSG00000095370	38.4504911224662	-1.3161510860344	0.363715221940985	-3.61863074910831	0.000296165859094157	0.00856607519010713
MAPK8IP2	ENSG00000008735	141.457890852153	0.772040212465106	0.213349404761929	3.61866588438157	0.000296125659308295	0.00856607519010713
MYH3	ENSG00000109063	86.5433613183073	0.969028972269318	0.268828758540261	3.60463284334289	0.000312594527246951	0.00889363327418315
GAPDH	ENSG00000111640	110585.957810472	-0.597294019700544	0.165796464069939	-3.60257393335351	0.000315081743375958	0.00892795647236632
CLN8	ENSG00000182372	912.656544247064	0.521974194300006	0.144881869313746	3.60275717570745	0.000314859633097275	0.00892795647236632
EXOSC4	ENSG00000178896	378.599231552456	0.509810774667722	0.14163130648677	3.5995627472048	0.000318752713340047	0.00896136840098323
GLRX	ENSG00000173221	625.659513682014	-0.500408473175148	0.139357769287924	-3.59081862268666	0.000329640981333532	0.00919104984154154
ACP7	ENSG00000183760	129.709179482581	0.969493169275357	0.270111200489663	3.58923720126319	0.000331646974009524	0.00920891596969196
SYNE3	ENSG00000176438	107.937953914559	-0.898566071579823	0.250383927496496	-3.58875300249613	0.000332263448300341	0.00920891596969196
CEACAM19	ENSG00000186567	217.489500238991	0.749389963207978	0.208990918909098	3.58575371178654	0.000336106054680877	0.00927852377882398
MFSD12	ENSG00000161091	2251.8505582364	0.53961090100459	0.150888831673681	3.57621498568945	0.000348604999681955	0.0095292201971885
DRD4	ENSG00000069696	161.671621486089	-0.833621763061107	0.233253720914766	-3.57388409407506	0.000351724671620756	0.00959210231154964
CDIP1	ENSG00000089486	195.547198179754	0.611932355736274	0.171243218381246	3.57346913659322	0.000352282782581439	0.00959210231154964
SLC2A3	ENSG00000059804	313.547590731707	-0.679139576824856	0.190677627647566	-3.56171610274136	0.000368438666007672	0.00989673110368585
SEMA7A	ENSG00000138623	1171.33772553233	1.29669469065071	0.364144885578096	3.56093066800087	0.000369542659655537	0.00990065178048169
ADAT1	ENSG00000065457	303.936135305255	0.62607430917239	0.176074802475994	3.55572915811022	0.000376932234002104	0.0100282676988995
MIS18BP1	ENSG00000129534	1093.57985136848	-0.541134160315708	0.15238927778807	-3.55099891652661	0.000383771996788553	0.0101714171240099
DPYSL4	ENSG00000151640	187.493025497394	-0.942687154335791	0.265997084728774	-3.54397551122415	0.000394141853002394	0.0103618171359947
PRELID2	ENSG00000186314	264.250064238844	-0.662504204550625	0.186956846606063	-3.54362098301	0.000394672182713805	0.0103618171359947
ZNF627	ENSG00000198551	334.089369051495	-0.502833955241306	0.142037874405511	-3.54013996158334	0.000399914884006742	0.0104600626602964
PLA2G7	ENSG00000146070	107.998535920073	1.07494995887927	0.304100629619576	3.53484950104841	0.000408007468652315	0.0106120002247797
PPM1K	ENSG00000163644	162.651590932169	-0.650491020529483	0.184302318163133	-3.5294782345261	0.00041637995302819	0.0107895035783755
PSMD6-AS2	ENSG00000239653	96.2064807872096	-0.800437426461001	0.226852839821321	-3.5284434926689	0.000418011182538338	0.0107972097714313
PARP16	ENSG00000138617	267.930256152072	-0.593093616508197	0.168331722572763	-3.52336212951083	0.000426108723839222	0.0109601138727723
ABTB2	ENSG00000166016	395.578120648208	0.544590015262977	0.155020472174369	3.51301997487412	0.000443044168086051	0.011270946619138
LINC00659	ENSG00000228705	53.0469933877543	-1.09655885496415	0.312648040067361	-3.50732681621127	0.000452632872687696	0.0114521867116863
NCKIPSD	ENSG00000213672	1518.43883082491	-0.553239603802044	0.157877703416314	-3.50422885455321	0.000457931637246747	0.0115443489237919
NLRC5	ENSG00000140853	194.444320398852	0.840179741392054	0.23997344584422	3.50113629629447	0.000463278844782153	0.0116435868959074
HDHD5	ENSG00000069998	1286.4886057981	-0.509693748152583	0.145585731947039	-3.50098695343303	0.000463538535774235	0.0116435868959074
MRPL20-AS1	ENSG00000224870	321.216298337578	0.50666675981355	0.14476726005809	3.49987116983663	0.000465483064480732	0.011671401802025
RHOD	ENSG00000173156	527.461216385046	0.516728213380279	0.147819887057411	3.49566099438021	0.000472889081377589	0.0117934645500626
LINC00513	ENSG00000233559	176.950004468889	0.61338453276789	0.175868222653294	3.48775079155212	0.000487101860628316	0.0120616110817395
UPP1	ENSG00000183696	387.347112375294	-0.559046583968163	0.160344396280781	-3.48653646111342	0.0004893186770499	0.0120950207034622
RDH10	ENSG00000121039	427.151039690941	0.631344184157766	0.181784121210832	3.47304362973232	0.000514591695154023	0.0126079487208124
TLE6	ENSG00000104953	203.500487690651	-0.592510277194604	0.170750301724061	-3.47003941552105	0.000520381993689058	0.0126829464580754
PSD4	ENSG00000125637	479.88960300771	0.630017255831625	0.181680489176346	3.46772104526923	0.000524891852431119	0.0127482880047774
SLC38A7	ENSG00000103042	287.961905205854	0.521227575336961	0.150799941443038	3.4564176242326	0.000547406493179958	0.0131575757265893
PIGQ	ENSG00000007541	232.232019561682	0.635237848117446	0.183923467758735	3.45381617614306	0.000552713982281072	0.0132622816299147
FTH1P7	ENSG00000232187	363.438200663082	0.554230624528479	0.160608839857975	3.45081021081144	0.000558906449584459	0.0133419774206454
FTH1P2	ENSG00000234975	229.224841531742	0.726244783165619	0.21071863600964	3.44651425672856	0.000567868601527619	0.0135023370730486
TRANK1	ENSG00000168016	36.7689635350607	1.45632458076425	0.422830429825761	3.44422841412896	0.000572691664426403	0.0135549991405237
GLRX2	ENSG00000023572	129.501100514642	0.754855444951458	0.219194662166722	3.44376745989054	0.000573668874745894	0.0135551148861568
GPR160	ENSG00000173890	262.484073104498	-0.624483296256732	0.181746194241285	-3.43601855798792	0.000590330533813353	0.0138657469721093
ENSG00000262160	ENSG00000262160	294.809397507156	0.512160845867125	0.149065700645712	3.43580611534768	0.000590793608882642	0.0138657469721093
ARK2C	ENSG00000141622	184.04944068833	-0.856057873861485	0.249273147244106	-3.43421617340584	0.000594270059319477	0.0139231198163766
GPRIN2	ENSG00000204175	132.001579885958	0.701078161357159	0.204250362334263	3.43244512932526	0.000598164908292982	0.0139682026574748
HELB	ENSG00000127311	181.022177922299	-0.779229203651286	0.227258576761372	-3.428821982237	0.00060620700255222	0.0140463310803972
EEIG2	ENSG00000162636	859.835439553667	-0.630359814440102	0.184352218342973	-3.41932318529178	0.000627771166645235	0.0143707025192138
DACT1	ENSG00000165617	54.2039180264312	-1.09728697151683	0.321605618871882	-3.41190236465974	0.000645112150947337	0.0146235910509867
ZSCAN12P1	ENSG00000219891	40.8512518270863	-1.32580312143608	0.38966873809333	-3.40238513339127	0.000668004292170564	0.0150446653265749
TSEN2	ENSG00000154743	341.367629373069	0.50328702830823	0.147971837483742	3.40123524088512	0.000670820740685098	0.0150837289449854
BICDL2	ENSG00000162069	601.488021914976	0.658835672947289	0.193946947717614	3.39698912873097	0.000681316736246296	0.0152704768810444
TOE1	ENSG00000132773	306.932914111012	0.526339801412975	0.155115623294652	3.39320946680631	0.000690787931738161	0.0153838251699069
TMEM65	ENSG00000164983	477.128683372261	-0.52743290003366	0.155600218930238	-3.38966682476283	0.000699776160972229	0.0155291560981738
DEPDC1-AS2	ENSG00000233589	192.510857665787	0.795316911969491	0.234771873968875	3.38761580986882	0.000705029456062341	0.0155765699634946
EVA1C	ENSG00000166979	244.376481074515	0.657300431049074	0.194057753240092	3.38713821052978	0.000706257987398672	0.0155790231049444
CACNB1	ENSG00000067191	246.059147316529	0.542956196273989	0.160948527191351	3.37347725853044	0.0007422517748814	0.0162956409348372
TRHDE-AS1	ENSG00000236333	173.512058314988	0.694606552955535	0.206110347907902	3.37007122643795	0.000751487565044685	0.0164501185765498
C2orf42	ENSG00000115998	185.776698031179	0.60704384635356	0.180192285734013	3.36886700715721	0.000754778379024813	0.0164927357084403
RABL2A	ENSG00000144134	177.370858974448	0.667489264702606	0.19818519839884	3.36800765191007	0.000757134947063334	0.0165139310487411
DOLK	ENSG00000175283	213.483441625807	0.647148397307279	0.19256224040158	3.36072324437896	0.000777386782241859	0.0167504623357554
LPAR1	ENSG00000198121	287.55618951575	0.685427036726739	0.20405037943292	3.35910689620682	0.000781948137552139	0.0168115554908156
TMSB10	ENSG00000034510	21578.9971657552	-0.514023362000876	0.153247616254918	-3.35420135440039	0.000795944203822444	0.0170449433878475
AK4	ENSG00000162433	2203.65905157722	-0.543250772774251	0.162135805332914	-3.35059101633222	0.000806393042185185	0.0172158122528387
ENSG00000250899	ENSG00000250899	121.686426439695	0.796928539610184	0.237967429110092	3.3488975469895	0.000811337914094139	0.0172721981659763
MUC19	ENSG00000205592	41.7813908571227	1.36775179636248	0.408908833249187	3.34488200094463	0.000823175841219126	0.0173877187915695
TMEM139	ENSG00000178826	98.8975684582303	0.748062469675035	0.224606599427042	3.330545369474	0.000866760374576538	0.0180620424244716
DECR2	ENSG00000242612	190.137176505626	0.602265499224881	0.181304462901652	3.32184596885283	0.000894240443460156	0.0184540532650924
PTPDC1	ENSG00000158079	373.075879895672	-0.555163486184952	0.167033551854713	-3.32366449746477	0.000888430087363578	0.0184540532650924
LNCTAM34A	ENSG00000234546	30.2154303151506	1.32032287476139	0.39766936169682	3.3201523726336	0.000899683286746895	0.0185265652888308
FXYD3	ENSG00000089356	169.453201407867	0.816470644093061	0.246381429911419	3.31384814345223	0.00092021469535712	0.0188224491174992
CDKN2B	ENSG00000147883	338.416045352427	0.736506864662666	0.222263221820869	3.31366952493943	0.000920802689773649	0.0188224491174992
XYLT1	ENSG00000103489	292.424522613087	-0.532304823743247	0.160774849984515	-3.31087122018472	0.000930059999297224	0.0189560913014658
ABHD8	ENSG00000127220	169.388279451578	0.595098404141751	0.180197360742764	3.30248124439108	0.000958334966029198	0.0195038653451285
GALNT5	ENSG00000136542	2163.87981362212	1.05591235665153	0.319812543501635	3.30166023224205	0.000961144198354745	0.0195325237161275
SLC29A3	ENSG00000198246	150.7482038257	0.6253418791729	0.18949514781518	3.30004164424734	0.000966704824451496	0.0195884185431371
RPL23AP82	ENSG00000184319	218.810153430373	0.555841820752586	0.168585294091615	3.29709553699578	0.000976902653398482	0.0197376810014902
SLC44A5	ENSG00000137968	196.275584500436	0.906153350783334	0.274934762825622	3.29588496365614	0.000981121807362026	0.0197656345613208
SLC15A2	ENSG00000163406	49.6316027377428	-1.32901825168824	0.404380464635494	-3.28655404480581	0.00101421309966482	0.0201518906357646
SCG5	ENSG00000166922	40.6826522761148	-1.17350212357184	0.357164843798271	-3.28560367558081	0.00101764084409858	0.0201518906357646
UROS	ENSG00000188690	455.243193345599	0.566862649970379	0.172517687638966	3.28582337108918	0.00101684750574809	0.0201518906357646
TBC1D19	ENSG00000109680	257.889579062622	0.863487592841476	0.263008572227035	3.28311577653101	0.00102666491583798	0.0202443219118772
BHLHA15	ENSG00000180535	87.1086598410749	0.948516828293509	0.289025401285328	3.28177670223915	0.00103155258994531	0.0202611323259735
ENSG00000270127	ENSG00000270127	31.6038981032736	1.62754056291229	0.496044271497828	3.28103892420298	0.00103425470080082	0.0202792472346895
GJB4	ENSG00000189433	163.824528128705	0.703496101408156	0.214582433610678	3.27844217986886	0.0010438174580864	0.0203807551585189
MOCOS	ENSG00000075643	367.663072700367	0.68126965844761	0.207842771763723	3.27781261126599	0.00104614819391739	0.0203833838486897
PIK3R3	ENSG00000117461	66.9198868474711	1.01317982295853	0.309680423522997	3.27169477305785	0.00106904922692004	0.0207860742991525
TAF9B	ENSG00000187325	160.330803322321	0.813552044286978	0.248800496752362	3.26989718632568	0.00107586580175916	0.0208025591433072
PRSS53	ENSG00000151006	306.293465164756	-0.770088379805227	0.235458530623289	-3.2705902723792	0.0010732328225518	0.0208025591433072
APPAT	ENSG00000230606	90.5012387135002	0.882900145124404	0.270430782537086	3.26479159229341	0.00109544644647231	0.021151826745527
SCG2	ENSG00000171951	845.302920640722	-0.529986048011104	0.162451097860986	-3.26243438788348	0.00110459739584996	0.021269602618155
FBXL18	ENSG00000155034	472.13583022027	0.728149933129393	0.22337350674948	3.25978646136417	0.001114961237964	0.0213870240947056
MPP2	ENSG00000108852	401.566863055332	-0.525659792267133	0.161260132643774	-3.25970085506703	0.00111529779189807	0.0213870240947056
OXSM	ENSG00000151093	317.49150086589	-0.537906552855192	0.16520194669455	-3.25605456605033	0.00112972038015165	0.0215745641365674
CD82	ENSG00000085117	244.14346396146	0.682247756526192	0.209869954979697	3.25081194491224	0.00115075947821997	0.0218864091212342
KRT23	ENSG00000108244	314.009170987356	0.791195859909895	0.243560118573042	3.24846228744392	0.00116030588653871	0.0219780222340165
FGF2	ENSG00000138685	91.2700672673975	0.811423300580475	0.250098421466236	3.24441592163356	0.00117691756802631	0.0222322599130823
HOXA13	ENSG00000106031	166.112022372277	-0.778784236601175	0.240350299746187	-3.24020497342247	0.00119443804458733	0.0224718768955357
SLC36A1	ENSG00000123643	229.380541224728	0.562618370141432	0.173633405004189	3.24026572034257	0.00119418359117611	0.0224718768955357
ENSG00000260912	ENSG00000260912	130.536752299277	0.696082606161472	0.215337415371997	3.23252048399942	0.00122703338407213	0.0228385479403866
CDA	ENSG00000158825	635.269678476118	-0.513378131705182	0.158844147398328	-3.23196126589292	0.00122943720086219	0.0228527786896265
ZNF786	ENSG00000197362	234.457212975997	0.550694348688533	0.170700595106076	3.22608335575117	0.00125496801793944	0.0231637631710865
