barcode	array_row	array_col	B_Cell	Endothelial	Fibroblast_Stroma	Macrophage	T_Cell	Tumor_Core
Spot_330-1	0	11	0.012910	1.019525	0.004402	0.012331	1.903690	0.032939
Spot_331-1	1	11	0.016957	0.939339	0.000000	1.876917	1.132618	0.000000
Spot_332-1	2	11	0.027951	0.000000	2.953194	0.020042	0.043735	0.008483
Spot_333-1	3	11	0.000000	0.000000	0.955488	0.000000	0.021951	0.000000
Spot_334-1	4	11	0.000000	0.000000	1.934496	0.000522	0.049659	0.000307
Spot_335-1	5	11	0.003454	0.018229	0.939432	0.000000	0.012362	0.012277
Spot_336-1	6	11	0.017886	0.030763	2.973916	0.008608	0.000000	0.000000
Spot_337-1	7	11	0.000000	0.000000	3.080338	0.000000	0.000000	0.000000
Spot_338-1	8	11	0.011284	0.068090	1.968055	0.000000	0.017345	0.000000
Spot_339-1	9	11	0.000000	0.001484	0.943392	0.000000	0.011409	0.000000
Spot_340-1	10	11	0.000000	0.051464	1.939745	1.024949	0.000000	0.000000
Spot_341-1	11	11	0.000000	0.000000	0.968526	0.015977	1.036470	0.000000
Spot_342-1	12	11	0.000000	0.000000	0.003602	1.001461	0.977313	0.000000
Spot_343-1	13	11	0.037343	0.939518	1.018445	1.892358	0.007322	0.031975
Spot_344-1	14	11	0.000000	0.021960	0.000000	0.000000	0.004464	0.953533
Spot_345-1	15	11	1.047475	0.000000	0.005477	0.000000	0.000000	0.969619
Spot_346-1	16	11	0.000000	0.000000	0.000000	0.951248	0.012166	0.021591
Spot_347-1	17	11	0.000000	0.002733	0.001331	0.000000	0.006091	0.999951
Spot_348-1	18	11	0.993058	1.014204	0.009410	0.023770	0.000000	1.035351
Spot_349-1	19	11	0.000000	0.000000	0.032702	0.993249	0.000000	0.955218
Spot_350-1	20	11	0.011568	0.000000	0.952638	1.085250	0.000000	0.010724
Spot_351-1	21	11	0.000000	0.001124	0.000000	1.049255	0.005371	0.997812
Spot_352-1	22	11	0.044472	0.015532	2.037634	0.898526	0.000000	0.000000
Spot_353-1	23	11	0.028916	0.007526	1.989355	0.005735	0.000000	0.024182
Spot_354-1	24	11	0.000000	0.022025	0.938894	0.000000	0.043920	0.000000
Spot_355-1	25	11	0.000000	0.000000	0.997152	0.000016	0.986469	0.048550
Spot_356-1	26	11	0.037001	0.000000	1.036610	0.000000	0.886462	0.000000
Spot_357-1	27	11	0.013042	0.000000	0.938205	0.022327	0.009446	0.000000
Spot_358-1	28	11	0.000000	0.964378	0.000000	0.000000	0.000000	0.000000
Spot_359-1	29	11	0.000000	0.000000	0.000000	0.000000	1.061674	0.021189
Spot_360-1	0	12	0.029390	0.000000	0.000000	0.000000	1.939222	0.011882
Spot_361-1	1	12	0.000000	0.000000	0.011719	0.000000	0.962284	0.016903
Spot_362-1	2	12	0.950397	0.019398	0.018532	0.000000	1.042577	0.000000
Spot_363-1	3	12	1.051115	0.000000	0.931992	0.000000	1.068900	0.000000
Spot_364-1	4	12	0.032119	0.028712	2.857733	0.000000	0.000000	0.034815
Spot_365-1	5	12	0.000000	0.000000	1.029966	0.000000	0.000000	0.000000
Spot_366-1	6	12	0.000000	0.985699	0.002881	0.000000	0.000000	0.000000
Spot_367-1	7	12	0.839498	0.050636	2.045521	0.000000	0.000000	0.007662
Spot_368-1	8	12	0.000000	0.008569	1.005429	0.021026	0.005158	0.000000
Spot_369-1	9	12	0.059374	0.009819	1.924363	0.061446	0.941595	0.006861
Spot_370-1	10	12	0.005134	0.000000	1.014639	0.000000	0.008734	0.000000
Spot_371-1	11	12	0.027170	0.988269	0.024844	0.000000	0.020874	0.000000
Spot_372-1	12	12	0.000000	1.080654	0.000000	0.984279	0.000000	0.966943
Spot_373-1	13	12	0.000000	0.000000	0.000000	3.102650	0.023807	0.000000
Spot_374-1	14	12	0.000000	0.001503	0.027006	0.990579	0.000000	0.000000
Spot_375-1	15	12	0.059926	0.932789	0.000000	1.018017	0.000000	0.024338
Spot_376-1	16	12	0.000000	0.031825	0.000000	2.017163	0.013332	0.936002
Spot_377-1	17	12	0.000000	0.000000	0.007837	1.998727	2.054085	0.024230
Spot_378-1	18	12	1.004551	0.000000	0.035290	0.000000	0.000000	0.934003
Spot_379-1	19	12	0.008770	0.044156	0.932486	1.022100	0.000000	0.016144
Spot_380-1	20	12	0.000000	0.000000	1.001103	0.016247	0.000000	0.002797
Spot_381-1	21	12	1.012229	0.026352	1.876242	0.041252	0.000000	0.000000
Spot_382-1	22	12	0.008762	0.000000	2.994506	0.000000	0.000000	0.000000
Spot_383-1	23	12	0.948783	0.000000	1.953799	0.000000	0.000000	0.000000
Spot_384-1	24	12	0.000000	0.026538	0.000000	0.990646	0.000000	0.000000
Spot_385-1	25	12	0.000000	0.960901	0.954159	0.048081	0.000000	0.029700
Spot_386-1	26	12	0.000000	1.995828	0.985561	0.014449	0.000000	0.000000
Spot_387-1	27	12	0.000000	1.929500	0.030595	0.000000	0.016749	0.000000
Spot_388-1	28	12	0.004605	0.000000	0.000000	0.011056	0.967295	0.000000
Spot_389-1	29	12	0.000000	0.029418	0.000000	1.005907	1.036594	0.023480
Spot_390-1	0	13	1.947909	0.000000	0.000000	0.000000	0.923742	0.000000
Spot_391-1	1	13	1.033517	0.000000	0.031470	1.022393	0.911335	0.041091
Spot_392-1	2	13	0.018937	0.004915	0.021291	0.969122	0.019845	0.000000
Spot_393-1	3	13	0.000000	0.000000	0.041372	0.000000	1.966268	0.000000
Spot_394-1	4	13	0.922186	0.000000	2.013268	1.063936	0.000000	0.093449
Spot_395-1	5	13	0.000000	1.003916	0.926176	0.000000	0.000000	0.030314
Spot_396-1	6	13	0.000000	0.000000	0.998029	1.009969	0.003943	0.012026
Spot_397-1	7	13	0.004232	1.040433	0.964281	0.000000	0.002806	0.000000
Spot_398-1	8	13	0.063128	0.982528	1.950523	0.000000	0.023060	0.000000
Spot_399-1	9	13	0.000968	0.000000	0.013170	0.000000	0.000000	0.930551
Spot_400-1	10	13	0.002809	0.000066	0.023624	0.960378	0.000000	0.000000
Spot_401-1	11	13	0.028749	0.036778	0.000000	0.918224	0.981071	0.009181
Spot_402-1	12	13	0.000000	0.005579	0.970242	1.012993	0.000000	1.028051
Spot_403-1	13	13	0.000000	0.000000	0.000000	2.002400	0.000000	1.056329
Spot_404-1	14	13	0.000000	0.000000	0.026835	1.012363	0.006918	0.933516
Spot_405-1	15	13	0.039859	0.000000	0.000000	0.874312	0.008706	2.107366
Spot_406-1	16	13	0.000000	0.000000	0.000000	1.012014	0.000000	1.049204
Spot_407-1	17	13	0.001339	0.000000	0.000000	0.000000	0.000000	0.998089
Spot_408-1	18	13	0.007165	0.000000	0.000000	2.015082	0.000000	0.000000
Spot_409-1	19	13	0.000000	0.000000	0.002095	1.011802	0.009336	1.004689
Spot_410-1	20	13	0.001873	0.889183	0.000000	1.026907	0.036858	0.000000
Spot_411-1	21	13	0.000000	0.000000	0.975193	0.000000	0.000000	1.938989
Spot_412-1	22	13	0.000000	0.000000	1.021932	1.938127	0.000000	0.039873
Spot_413-1	23	13	0.000000	0.003094	2.024630	0.000000	0.009459	0.000000
Spot_414-1	24	13	0.058086	0.000000	2.824614	0.008241	0.000000	0.074656
Spot_415-1	25	13	0.006391	0.000000	0.964119	0.054600	0.942220	0.000000
Spot_416-1	26	13	0.041555	0.000000	0.948935	0.000000	0.000000	0.006863
Spot_417-1	27	13	0.000000	0.044133	2.041643	0.000000	0.000000	0.000000
Spot_418-1	28	13	0.992902	0.018117	0.990681	0.000000	1.027410	0.014115
Spot_419-1	29	13	0.997624	0.965273	1.031078	0.012201	0.000405	0.036350
Spot_420-1	0	14	0.970020	0.000000	0.005636	0.000000	0.011400	0.000000
Spot_421-1	1	14	0.004391	0.000000	0.000000	1.114258	0.965700	0.000000
Spot_422-1	2	14	0.963331	0.039616	1.055149	0.984032	1.990511	0.006185
Spot_423-1	3	14	0.000109	0.000000	0.000000	0.000000	1.070970	0.000000
Spot_424-1	4	14	0.000000	1.010478	0.000000	0.000000	0.000000	0.000000
Spot_425-1	5	14	0.988639	0.010238	1.057194	0.923202	0.016180	0.000000
Spot_426-1	6	14	0.000000	0.006652	2.943767	0.021801	0.073996	0.000000
Spot_427-1	7	14	0.000000	0.015001	0.975924	0.019054	0.000000	0.000000
Spot_428-1	8	14	0.000000	0.010873	1.932176	0.000000	0.018103	0.000165
Spot_429-1	9	14	0.004601	0.010855	1.008939	0.968041	0.000000	0.000000
Spot_430-1	10	14	0.000000	0.000000	0.966511	0.017285	0.000000	0.000000
Spot_431-1	11	14	0.040341	0.002732	0.005261	0.913435	0.000000	0.000000
Spot_432-1	12	14	0.033732	0.000975	0.016655	0.033375	0.990709	0.923803
Spot_433-1	13	14	0.010580	0.026426	0.000000	1.942343	0.000000	1.007150
Spot_434-1	14	14	0.018253	0.962670	0.019789	0.000000	0.024445	0.000000
Spot_435-1	15	14	0.000000	0.000000	0.000000	0.002817	1.026322	0.019143
Spot_436-1	16	14	0.006187	0.024169	0.005738	0.016672	0.006215	0.915657
Spot_437-1	17	14	0.000000	0.016963	0.000000	1.053232	0.005910	0.948503
Spot_438-1	18	14	0.000922	0.000000	0.000000	1.933217	0.025826	1.012788
Spot_439-1	19	14	0.000000	0.031910	0.014562	0.953827	0.000000	0.984394
Spot_440-1	20	14	0.000000	0.000000	0.000000	2.018814	0.023763	0.937524
Spot_441-1	21	14	0.001282	0.000000	0.000000	0.000000	0.000000	1.037657
Spot_442-1	22	14	0.000000	0.019627	1.984532	0.000000	0.000000	0.000000
Spot_443-1	23	14	0.053274	0.968010	2.878069	0.000000	0.000000	0.046178
Spot_444-1	24	14	0.978023	0.000000	0.000000	0.022757	0.000000	0.000000
Spot_445-1	25	14	0.000000	0.000000	1.980098	0.023903	0.000000	0.031333
Spot_446-1	26	14	0.015130	0.000000	0.959881	0.000000	0.014675	0.000000
Spot_447-1	27	14	0.030976	0.000000	1.951938	0.000000	0.000000	0.037380
Spot_448-1	28	14	0.919829	0.000000	0.017086	0.000000	0.002235	0.000000
Spot_449-1	29	14	0.039242	0.000000	0.906715	0.015292	1.012436	0.000000
Spot_450-1	0	15	0.945518	1.979958	0.017411	0.000000	0.000000	0.034479
Spot_451-1	1	15	0.000000	0.948261	0.001495	1.051969	0.006691	0.025036
Spot_452-1	2	15	0.000000	1.029681	0.000424	0.018685	0.009357	0.000000
Spot_453-1	3	15	0.012896	0.035837	0.001223	0.961233	0.003617	0.000000
Spot_454-1	4	15	0.018168	0.957197	0.908358	0.000000	0.019626	0.069123
Spot_455-1	5	15	0.000000	0.000000	0.965862	0.015742	0.000000	0.000000
Spot_456-1	6	15	0.000000	0.000000	1.914651	0.028009	0.011809	0.000000
Spot_457-1	7	15	0.000000	0.000000	0.000450	1.010944	0.005231	0.000000
Spot_458-1	8	15	0.991354	0.000000	0.000000	0.000000	1.045552	0.000000
Spot_459-1	9	15	0.953146	0.000000	0.000000	0.000000	0.000000	0.015919
Spot_460-1	10	15	0.000000	0.000000	1.022511	0.000000	0.000000	0.000000
Spot_461-1	11	15	0.958664	0.000000	0.000000	1.003548	0.000000	0.026271
Spot_462-1	12	15	1.081266	0.000000	0.000000	0.988911	1.047291	1.054582
Spot_463-1	13	15	0.000000	0.001379	0.000000	0.030935	0.023662	0.912339
Spot_464-1	14	15	0.000000	0.039896	0.002191	1.011756	0.000000	1.997010
Spot_465-1	15	15	0.000000	0.011778	0.008457	0.990001	1.072933	0.000000
Spot_466-1	16	15	0.012603	0.000000	0.000000	1.029987	0.000000	1.000730
Spot_467-1	17	15	0.000000	0.008042	0.000000	1.022573	0.000000	0.000000
Spot_468-1	18	15	0.974920	0.010849	0.048055	0.000000	0.000000	0.978716
Spot_469-1	19	15	0.000000	0.000000	2.066792	0.000000	0.000000	0.000000
Spot_470-1	20	15	0.026597	0.000000	0.000000	0.996747	0.966765	0.000000
Spot_471-1	21	15	0.000000	0.000000	1.071988	0.000000	0.000000	0.004496
Spot_472-1	22	15	0.001811	0.000000	0.000000	1.028507	0.007528	0.000000
Spot_473-1	23	15	0.043810	0.998953	1.882864	0.000000	0.052414	0.004250
Spot_474-1	24	15	0.000000	0.006492	2.103732	0.976297	0.022908	0.000000
Spot_475-1	25	15	1.023042	0.000000	1.955905	0.000000	0.000000	0.000000
Spot_476-1	26	15	0.004620	0.000000	1.007230	0.009428	0.000000	0.000000
Spot_477-1	27	15	0.009616	0.000000	0.022260	0.000000	0.943325	0.004540
Spot_478-1	28	15	0.028256	0.981848	0.014181	0.930877	0.000000	0.000000
Spot_479-1	29	15	0.008917	0.021143	0.935478	0.000000	0.008260	0.000000
Spot_480-1	0	16	0.000000	0.961082	0.042020	0.000000	0.000000	0.000000
Spot_481-1	1	16	0.000000	0.000000	0.005054	0.957264	0.014162	0.000000
Spot_482-1	2	16	1.953729	0.003602	0.000000	0.000000	0.005400	0.000000
Spot_483-1	3	16	0.000000	0.000000	1.007318	0.000000	0.000000	0.004682
Spot_484-1	4	16	0.000000	0.000000	1.070868	0.000000	0.000000	0.000000
Spot_485-1	5	16	0.000000	0.960053	0.000000	0.000000	0.002207	0.019051
Spot_486-1	6	16	0.000242	1.007037	0.000000	0.974532	0.000000	0.000000
Spot_487-1	7	16	0.000000	0.973204	0.042528	1.004544	0.000000	0.020570
Spot_488-1	8	16	0.000000	0.000000	0.000000	0.010617	0.976640	0.000000
Spot_489-1	9	16	0.000000	0.000000	2.018856	0.000777	0.000000	0.000000
Spot_490-1	10	16	0.000000	0.009205	0.000000	0.000000	0.000000	0.989513
Spot_491-1	11	16	0.000000	0.000000	0.031719	0.000000	0.000000	2.036415
Spot_492-1	12	16	0.000000	0.000000	0.000000	4.078973	0.000000	0.000000
Spot_493-1	13	16	0.000000	0.027243	0.000000	0.000000	0.000000	0.949243
Spot_494-1	14	16	0.002595	0.000000	0.014246	1.010056	0.004258	0.000000
Spot_495-1	15	16	0.000000	0.002040	0.041317	1.931056	0.000000	0.959403
Spot_496-1	16	16	0.000000	0.000000	0.000000	0.994640	0.000000	0.013056
Spot_497-1	17	16	0.000000	2.076909	0.000000	0.000000	0.000000	0.931541
Spot_498-1	18	16	0.000000	0.065317	0.000000	1.015501	0.006569	1.006643
Spot_499-1	19	16	0.030184	0.000000	0.000000	0.983659	1.045187	0.018921
Spot_500-1	20	16	0.017785	0.000000	0.004007	1.002776	0.017870	0.000000
Spot_501-1	21	16	0.000000	0.016683	0.001793	0.940194	0.012282	0.000000
Spot_502-1	22	16	0.000000	0.009937	1.986961	0.058373	0.021948	0.925759
Spot_503-1	23	16	0.020788	0.000763	0.025936	0.000000	0.000000	0.944065
Spot_504-1	24	16	0.000000	0.000000	2.900640	0.007922	0.012646	0.001711
Spot_505-1	25	16	0.966008	0.964339	0.944949	0.002187	0.062436	0.000000
Spot_506-1	26	16	0.000000	0.000000	2.022670	0.996045	0.000000	0.036137
Spot_507-1	27	16	0.000000	0.000000	0.000000	1.033966	2.023966	0.045546
Spot_508-1	28	16	0.012627	0.966537	0.027836	0.000000	0.000000	0.008631
Spot_509-1	29	16	1.990398	0.010792	0.000000	0.000000	0.018254	0.000000
Spot_510-1	0	17	0.010192	1.898027	0.059318	1.022625	0.000000	0.000000
Spot_511-1	1	17	0.025496	0.053213	0.012336	0.000000	2.891195	0.043825
Spot_512-1	2	17	0.012081	2.074220	0.000000	0.000000	0.936379	0.000550
Spot_513-1	3	17	0.996557	0.019467	1.023830	0.000000	0.949757	0.000000
Spot_514-1	4	17	0.000000	0.000000	1.916929	0.036662	0.000000	0.000000
Spot_515-1	5	17	1.049754	0.000000	1.007555	0.009286	0.917317	0.000000
Spot_516-1	6	17	0.000000	0.000000	2.956390	0.000000	0.006303	0.000000
Spot_517-1	7	17	2.019990	0.029188	0.000000	0.000000	0.006459	0.012354
Spot_518-1	8	17	0.994344	0.000000	1.917674	0.000000	0.014622	0.019263
Spot_519-1	9	17	0.000000	0.008047	0.006883	0.030538	0.000000	1.919640
Spot_520-1	10	17	0.000000	0.000000	0.000000	1.053099	0.000000	0.000000
Spot_521-1	11	17	0.000000	0.000000	0.039370	1.023476	0.010421	0.921690
Spot_522-1	12	17	0.000000	0.034790	0.000000	2.156359	0.000000	1.907400
Spot_523-1	13	17	0.000000	0.000000	0.000000	0.978045	1.009695	0.002679
Spot_524-1	14	17	1.077701	0.000000	0.000000	0.978733	0.000000	0.003295
Spot_525-1	15	17	0.000000	0.000000	0.039071	1.020785	0.000000	0.940650
Spot_526-1	16	17	0.000000	0.013809	0.036713	1.970529	0.000000	0.000000
Spot_527-1	17	17	1.003440	0.000000	0.000000	0.000000	0.000000	0.920031
Spot_528-1	18	17	0.009948	0.000000	0.000000	0.960967	0.070890	0.971180
Spot_529-1	19	17	1.045173	0.000000	0.000000	2.989713	0.000000	0.043005
Spot_530-1	20	17	0.017878	0.048092	2.952719	0.010369	0.000000	0.000000
Spot_531-1	21	17	0.000000	0.053868	0.000000	0.933092	0.052878	0.949976
Spot_532-1	22	17	0.000000	0.000000	0.000000	1.037065	0.009178	0.010414
Spot_533-1	23	17	0.000000	0.000000	2.097031	0.000000	0.000000	0.009068
Spot_534-1	24	17	0.000000	1.123804	2.996579	0.000000	0.000000	0.000000
Spot_535-1	25	17	0.000000	0.000000	1.996915	0.009707	0.000000	0.000000
Spot_536-1	26	17	0.000000	0.998860	0.937760	0.000000	0.006317	0.000000
Spot_537-1	27	17	0.012230	0.991045	0.014680	0.000000	0.000000	0.000000
Spot_538-1	28	17	0.995604	0.006766	0.000000	1.015559	0.010535	0.000000
Spot_539-1	29	17	0.064591	0.038803	0.956714	0.960898	0.937410	0.007544
Spot_540-1	0	18	2.017873	0.019520	0.030588	0.000000	0.941069	0.000000
Spot_541-1	1	18	2.086429	0.000000	0.000000	0.000000	0.000000	0.004499
Spot_542-1	2	18	1.045661	1.010841	0.000000	0.000000	0.000000	0.000000
Spot_543-1	3	18	0.948603	0.983557	0.045588	0.010867	0.955674	0.006303
Spot_544-1	4	18	0.953447	1.035749	0.981456	0.000000	0.030684	0.000000
Spot_545-1	5	18	1.033550	0.000000	0.003226	1.977174	0.000000	0.054056
Spot_546-1	6	18	0.015528	0.017164	1.963587	1.035968	0.000000	0.018611
Spot_547-1	7	18	0.000000	0.000000	2.833773	0.037194	1.064425	0.000000
Spot_548-1	8	18	0.000000	0.000000	0.907589	0.000000	0.026826	0.024788
Spot_549-1	9	18	0.000000	0.035069	3.018433	0.052956	0.000000	0.000000
Spot_550-1	10	18	1.004536	0.010023	1.968948	0.954649	0.044009	0.000000
Spot_551-1	11	18	0.000000	0.006987	0.975723	0.000000	0.000000	0.003384
Spot_552-1	12	18	0.000000	0.041364	0.000000	0.001685	1.052670	1.933026
Spot_553-1	13	18	0.000000	0.037845	0.006926	0.000000	0.000000	0.943713
Spot_554-1	14	18	0.952735	0.000000	0.041453	0.013587	0.010281	0.951295
Spot_555-1	15	18	1.897241	0.000000	0.022900	0.053554	1.005202	0.995853
Spot_556-1	16	18	0.005396	0.049421	0.000000	0.000000	0.000125	1.919688
Spot_557-1	17	18	0.006254	0.028237	0.023606	0.967796	0.000000	0.951204
Spot_558-1	18	18	0.000000	0.000000	0.000000	1.001381	0.000000	1.052783
Spot_559-1	19	18	0.018380	0.006528	0.923014	1.016765	0.036218	0.000000
Spot_560-1	20	18	0.000000	0.000000	0.971577	1.027732	0.027516	0.990393
Spot_561-1	21	18	0.022488	0.000000	0.938072	0.000000	0.009763	0.018347
Spot_562-1	22	18	0.038096	0.000000	1.859120	0.030319	0.040190	0.000000
Spot_563-1	23	18	0.000000	0.007344	2.893049	0.000000	0.024182	0.021385
Spot_564-1	24	18	0.000000	0.989078	3.019748	0.000000	0.000000	0.079982
Spot_565-1	25	18	0.031755	0.002790	2.030111	0.000000	0.000000	0.000000
Spot_566-1	26	18	0.026179	0.919386	0.006199	0.049997	0.992621	0.018335
Spot_567-1	27	18	0.000000	0.000000	2.091995	0.988496	0.000000	0.000000
Spot_568-1	28	18	0.007310	0.984853	0.000000	0.944682	1.067171	0.028444
Spot_569-1	29	18	1.015469	0.000000	0.000000	0.006130	0.000000	0.000000
Spot_570-1	0	19	0.000000	0.000000	0.008657	2.075102	1.020090	0.000000
Spot_571-1	1	19	0.952557	0.011582	0.000000	0.012980	1.996541	0.000000
Spot_572-1	2	19	3.056960	0.000000	0.000000	0.000000	0.000000	0.000000
Spot_573-1	3	19	1.000763	0.946422	0.039697	0.000000	0.000000	0.001699
Spot_574-1	4	19	1.027028	0.013486	0.986808	0.000000	0.000000	0.000000
Spot_575-1	5	19	0.000000	0.000000	1.042333	0.000000	0.000000	0.000000
Spot_576-1	6	19	0.020107	0.000000	0.991140	0.001811	0.000000	0.000000
Spot_577-1	7	19	1.039541	0.000000	0.943636	0.000000	0.000000	0.020118
Spot_578-1	8	19	0.043702	0.000000	1.984301	0.940115	0.000000	0.000000
Spot_579-1	9	19	0.000000	0.005080	0.000000	0.000000	1.005836	0.000000
Spot_580-1	10	19	0.010443	0.000000	0.004811	1.009274	0.000000	0.009143
Spot_581-1	11	19	0.902528	2.043583	0.086762	0.962247	0.101158	0.006118
Spot_582-1	12	19	0.002382	0.000000	0.041874	1.059638	0.000000	0.938020
Spot_583-1	13	19	0.012002	0.005570	0.857741	0.988686	1.113929	0.013806
Spot_584-1	14	19	0.000000	0.000000	0.000000	2.067974	0.015876	0.000000
Spot_585-1	15	19	0.000000	1.072618	0.000000	0.000000	0.000000	0.000000
Spot_586-1	16	19	0.034193	0.022947	0.003857	0.966235	0.961184	0.034067
Spot_587-1	17	19	0.000000	0.000000	0.000000	0.000000	1.040178	0.000000
Spot_588-1	18	19	0.000000	0.000000	0.954786	0.026009	0.005425	0.000000
Spot_589-1	19	19	0.020143	0.930461	0.000000	0.000000	0.037166	0.920335
Spot_590-1	20	19	0.013508	0.000000	0.949978	0.002906	0.000000	1.043072
Spot_591-1	21	19	0.000000	0.000000	3.020416	0.003662	0.000353	0.014222
Spot_592-1	22	19	0.000000	0.000000	1.973330	0.024282	1.034569	0.000000
Spot_593-1	23	19	0.012775	0.022853	2.932465	0.000000	0.036966	0.014127
Spot_594-1	24	19	0.073459	0.023948	1.968492	0.000000	0.925268	0.000000
Spot_595-1	25	19	1.015076	0.000000	0.947071	1.010875	0.000000	0.000000
Spot_596-1	26	19	0.000000	0.000000	3.005387	0.002302	0.956525	0.000000
Spot_597-1	27	19	0.972357	0.005319	0.000000	0.000000	0.003771	0.023090
Spot_598-1	28	19	0.036112	1.951973	0.000000	0.000000	0.000000	0.001477
Spot_599-1	29	19	0.010574	0.000000	0.941740	0.036214	1.928527	0.000000
Spot_600-1	0	20	0.000000	0.000000	0.000000	0.000000	1.065414	0.000000
Spot_601-1	1	20	1.962458	1.031727	0.000000	0.000000	0.047426	0.005289
Spot_602-1	2	20	1.964363	0.011899	1.000525	0.000000	0.959903	0.059472
Spot_603-1	3	20	0.000000	0.910100	0.020035	0.008867	0.000000	0.025710
Spot_604-1	4	20	0.000000	0.007862	1.000138	0.013567	0.986672	0.004111
Spot_605-1	5	20	0.018362	0.001367	0.912462	0.002497	0.005848	0.000000
Spot_606-1	6	20	0.000000	0.965396	1.957047	0.000000	1.017351	0.000000
Spot_607-1	7	20	0.019182	0.000000	1.015037	0.952929	0.000000	0.009969
Spot_608-1	8	20	0.000000	0.980885	0.964861	0.022643	0.000000	0.000000
Spot_609-1	9	20	0.026122	0.012803	0.915164	0.012276	0.000000	0.000000
Spot_610-1	10	20	0.000000	0.009613	2.030736	0.000000	0.000000	0.000000
Spot_611-1	11	20	0.000000	0.000000	1.022007	0.000000	0.000000	0.000000
Spot_612-1	12	20	0.000000	0.000000	0.980357	1.086605	0.000000	0.000000
Spot_613-1	13	20	0.012205	0.037474	1.945708	0.000000	0.000000	0.000000
Spot_614-1	14	20	0.000000	0.070524	0.913850	0.889576	0.040718	0.000000
Spot_615-1	15	20	0.028252	0.005687	0.893047	0.016770	0.000000	0.011393
Spot_616-1	16	20	0.000000	0.000000	0.954403	2.144069	0.909743	0.069479
Spot_617-1	17	20	0.000000	0.000000	1.955456	0.000000	0.011554	0.013639
Spot_618-1	18	20	0.030088	0.000000	0.959370	0.957780	0.081470	0.870618
Spot_619-1	19	20	0.000000	0.004128	1.023695	0.007377	0.000000	0.000000
Spot_620-1	20	20	0.000000	0.000000	1.964143	1.024878	0.041234	0.000000
Spot_621-1	21	20	0.023694	0.003149	0.960019	0.000000	0.030828	0.000000
Spot_622-1	22	20	0.000000	0.000000	2.984561	0.987534	0.000000	0.108165
Spot_623-1	23	20	0.000000	0.018560	0.961785	0.000000	0.000000	0.014421
Spot_624-1	24	20	0.911371	0.000000	1.962564	0.066485	0.006520	0.012739
Spot_625-1	25	20	0.000000	1.088333	0.963916	0.000000	0.032252	0.000000
Spot_626-1	26	20	0.000000	0.000000	1.078001	0.000000	0.000000	0.003093
Spot_627-1	27	20	1.938306	0.046171	1.008465	0.040184	0.000000	0.000000
Spot_628-1	28	20	0.019862	0.000000	0.015983	0.942854	0.011404	0.000000
Spot_629-1	29	20	0.000000	0.000000	0.011186	1.003166	0.000000	0.024285
Spot_630-1	0	21	1.029905	0.000000	0.000153	0.000000	0.983413	0.000000
Spot_631-1	1	21	0.000000	0.002191	0.013211	0.009856	0.974177	0.000000
Spot_632-1	2	21	0.993847	0.025572	0.015481	1.020806	0.000000	0.000000
Spot_633-1	3	21	0.000000	0.000000	1.976922	1.016904	0.000000	0.000000
Spot_634-1	4	21	0.000000	0.000000	2.000375	0.000000	1.024374	0.000000
Spot_635-1	5	21	0.925791	1.066746	0.016335	0.000000	0.001954	0.003506
Spot_636-1	6	21	0.013350	0.000000	0.893507	1.002351	0.009552	0.011476
Spot_637-1	7	21	0.000000	0.000000	0.940657	0.004483	0.011855	0.000000
Spot_638-1	8	21	0.000000	0.000000	0.965712	0.000000	0.019911	0.000000
Spot_639-1	9	21	1.993778	0.045938	0.000000	0.000000	0.000000	0.018419
Spot_640-1	10	21	0.028475	0.000000	2.988297	0.000000	0.033120	0.022953
Spot_641-1	11	21	0.055002	0.013950	1.953036	0.012090	0.013590	0.000000
Spot_642-1	12	21	0.001326	0.917400	0.000000	0.000000	0.001362	0.042855
Spot_643-1	13	21	0.009550	0.000448	0.967890	1.013883	0.032601	0.000000
Spot_644-1	14	21	0.971018	0.000000	1.082705	0.000653	0.000000	0.000000
Spot_645-1	15	21	0.023962	0.000000	0.017864	1.015328	0.011958	0.000000
Spot_646-1	16	21	1.048804	0.988660	0.898344	0.000000	0.030343	0.000000
Spot_647-1	17	21	0.005839	0.029258	1.004680	0.977859	0.017264	0.013514
Spot_648-1	18	21	1.022972	0.042760	0.962682	0.002603	0.914234	0.045624
Spot_649-1	19	21	0.033906	0.000000	1.965351	0.021461	0.000000	0.000000
Spot_650-1	20	21	0.017500	1.009835	1.951584	0.030622	0.002731	0.008641
Spot_651-1	21	21	0.968214	0.000000	2.953235	0.000000	0.000000	0.009984
Spot_652-1	22	21	0.031096	0.943413	0.000000	0.007806	0.000000	0.000000
Spot_653-1	23	21	0.007597	0.000000	0.960695	0.000000	0.000000	0.033044
Spot_654-1	24	21	0.025429	0.985835	0.954571	0.008714	0.000572	0.000000
Spot_655-1	25	21	0.011153	0.989542	0.000000	0.000000	0.000000	0.000000
Spot_656-1	26	21	0.000000	0.000000	0.000000	1.980053	1.084251	0.000000
Spot_657-1	27	21	2.034274	0.000000	0.000000	0.018497	0.016757	0.007694
Spot_658-1	28	21	0.000000	0.968369	0.002043	0.000000	0.009560	0.000000
Spot_659-1	29	21	0.941465	0.011106	0.013541	0.009037	0.000000	0.000000
Spot_660-1	0	22	1.097651	0.000000	0.002692	0.923154	0.000000	0.013568
Spot_661-1	1	22	0.000000	0.000000	0.016763	0.000000	0.999900	0.000000
