species	rank	gene_id	gene_symbol	sum_umi
mouse	126	ENSMUSG00000062997	Rpl35	206.75
mouse	127	ENSMUSG00000020372	Rack1	202
mouse	128	ENSMUSG00000090862	Rps13	200.364
mouse	129	ENSMUSG00000090841	Myl6	200.25
mouse	130	ENSMUSG00000061315	Naca	200
mouse	131	ENSMUSG00000069516	Lyz2	198.5
mouse	132	ENSMUSG00000026864	Hspa5	197
mouse	133	ENSMUSG00000041841	Rpl37	194.233
mouse	134	ENSMUSG00000058558	Rpl5	193.667
mouse	135	ENSMUSG00000035885	Cox8a	193
mouse	136	ENSMUSG00000064367	mt-Nd5	193
mouse	137	ENSMUSG00000029838	Ptn	187
mouse	138	ENSMUSG00000074199	Krtdap	187
mouse	139	ENSMUSG00000098274	Rpl24	185.685
mouse	140	ENSMUSG00000031722	Hp	184
mouse	141	ENSMUSG00000001627	Ifrd1	183
mouse	142	ENSMUSG00000031757	Mt4	183
mouse	143	ENSMUSG00000038900	Rpl12	178.217
mouse	144	ENSMUSG00000018569	Cldn7	175
mouse	145	ENSMUSG00000025362	Rps26	172.524
mouse	146	ENSMUSG00000035242	Oaz1	171.5
mouse	147	ENSMUSG00000036478	Btg1	170
mouse	148	ENSMUSG00000060036	Rpl3	169.699
mouse	149	ENSMUSG00000031818	Cox4i1	169
mouse	150	ENSMUSG00000018171	Vmp1	166
mouse	151	ENSMUSG00000055093	Rps27a-ps3	165.334
mouse	152	ENSMUSG00000027620	Rbm39	163
mouse	153	ENSMUSG00000054428	Atp5if1	162
mouse	154	ENSMUSG00000028936	Rpl22	162
mouse	155	ENSMUSG00000024659	Anxa1	162
mouse	156	ENSMUSG00000062456	Rpl9-ps6	161.388
mouse	157	ENSMUSG00000023175	Bsg	160
mouse	158	ENSMUSG00000056201	Cfl1	159
mouse	159	ENSMUSG00000029614	Rpl6	157.939
mouse	160	ENSMUSG00000025150	Cbr2	157
mouse	161	ENSMUSG00000055148	Klf2	156
mouse	162	ENSMUSG00000001289	Pfdn5	155.5
mouse	163	ENSMUSG00000000184	Ccnd2	153
mouse	164	ENSMUSG00000025967	Eef1b2	152
mouse	165	ENSMUSG00000057863	Rpl36	151.833
mouse	166	ENSMUSG00000032399	Rpl4	151.5
mouse	167	ENSMUSG00000037362	Ccn3	151
mouse	168	ENSMUSG00000028495	Rps6	150.273
mouse	169	ENSMUSG00000021587	Pcsk1	150
mouse	170	ENSMUSG00000068523	Gng5	149
mouse	171	ENSMUSG00000014313	Cox6c	149
mouse	172	ENSMUSG00000025757	Hspa4l	147.933
mouse	173	ENSMUSG00000034994	Eef2	147
mouse	174	ENSMUSG00000054702	Ap1s3	146.79
mouse	175	ENSMUSG00000089989	Gm45713	145.503
mouse	176	ENSMUSG00000023905	Tnfrsf12a	145
mouse	177	ENSMUSG00000023039	Krt7	144
mouse	178	ENSMUSG00000070544	Top1	143
mouse	179	ENSMUSG00000006740	Kif5b	143
mouse	180	ENSMUSG00000057036	Gm7536	142.185
mouse	181	ENSMUSG00000050299	Gm9843	142.003
mouse	182	ENSMUSG00000074884	Serf2	141.967
mouse	183	ENSMUSG00000079523	Tmsb10	141.5
mouse	184	ENSMUSG00000090733	Rps27	140.833
mouse	185	ENSMUSG00000055553	Kxd1	140.754
mouse	186	ENSMUSG00000113948	Rpl17-ps3	140.726
mouse	187	ENSMUSG00000012405	Rpl15	139.971
mouse	188	ENSMUSG00000095597	Rps7-ps3	139.193
mouse	189	ENSMUSG00000039218	Srrm2	139
mouse	190	ENSMUSG00000020048	Hsp90b1	138
mouse	191	ENSMUSG00000057666	Gapdh	136.222
mouse	192	ENSMUSG00000026185	Igfbp5	136
mouse	193	ENSMUSG00000100755	Rps23-ps1	135.837
mouse	194	ENSMUSG00000056708	Ier5	135
mouse	195	ENSMUSG00000009013	Dynll1	135
mouse	196	ENSMUSG00000021453	Gadd45g	134
mouse	197	ENSMUSG00000022961	Son	134
mouse	198	ENSMUSG00000025492	Ifitm3	134
mouse	199	ENSMUSG00000023067	Cdkn1a	133.625
mouse	200	ENSMUSG00000031996	Aplp2	133
mouse	201	ENSMUSG00000018593	Sparc	133
mouse	202	ENSMUSG00000024097	Srsf7	132
mouse	203	ENSMUSG00000028214	Gem	130
mouse	204	ENSMUSG00000036438	Calm2	129
mouse	205	ENSMUSG00000070473	Cldn3	128
mouse	206	ENSMUSG00000020267	Hint1	128
mouse	207	ENSMUSG00000074227	Spint2	127
mouse	208	ENSMUSG00000047139	Cd24a	127
mouse	209	ENSMUSG00000036752	Tubb4b	126.5
mouse	210	ENSMUSG00000070343	Gm10288	125.01
mouse	211	ENSMUSG00000042682	Selenok	125
mouse	212	ENSMUSG00000037805	Rpl10a	125
mouse	213	ENSMUSG00000048758	Rpl29	123.5
mouse	214	ENSMUSG00000090137	Uba52	123.247
mouse	215	ENSMUSG00000032802	Srxn1	123
mouse	216	ENSMUSG00000028063	Lmna	123
mouse	217	ENSMUSG00000050359	Sprr1a	123
mouse	218	ENSMUSG00000040026	Saa3	122.914
mouse	219	ENSMUSG00000034892	Rps29	122.833
mouse	220	ENSMUSG00000028410	Dnaja1	122.5
mouse	221	ENSMUSG00000068240	Uba52rt	122.248
mouse	222	ENSMUSG00000021660	Btf3	121.5
mouse	223	ENSMUSG00000060419	Rps16-ps2	121.334
mouse	224	ENSMUSG00000052397	Ezr	121
mouse	225	ENSMUSG00000028367	Txn1	121
mouse	226	ENSMUSG00000109916	2410039M03Rik	121
mouse	227	ENSMUSG00000019929	Dcn	121
mouse	228	ENSMUSG00000025351	Cd63	120
mouse	229	ENSMUSG00000021134	Srsf5	119.5
mouse	230	ENSMUSG00000026223	Itm2c	119
mouse	231	ENSMUSG00000003380	Rabac1	119
mouse	232	ENSMUSG00000053522	Lgals7	119
mouse	233	ENSMUSG00000052974	Cyp2f2	118
mouse	234	ENSMUSG00000061787	Rps17	117.333
mouse	235	ENSMUSG00000063696	Gm8730	117.212
mouse	236	ENSMUSG00000002985	Apoe	117
mouse	237	ENSMUSG00000034566	Atp5pd	117
mouse	238	ENSMUSG00000033379	Atp6v0b	116
mouse	239	ENSMUSG00000003814	Calr	116
mouse	240	ENSMUSG00000027210	Meis2	115.5
mouse	241	ENSMUSG00000059796	Eif4a1	115.5
mouse	242	ENSMUSG00000024164	C3	115
mouse	243	ENSMUSG00000047281	Sfn	113
mouse	244	ENSMUSG00000021025	Nfkbia	113
mouse	245	ENSMUSG00000050621	Rps27rt	112.833
mouse	246	ENSMUSG00000039221	Rpl22l1	112
mouse	247	ENSMUSG00000053113	Socs3	112
mouse	248	ENSMUSG00000027907	S100a11	112
mouse	249	ENSMUSG00000044786	Zfp36	111
mouse	250	ENSMUSG00000028945	Rheb	111
mouse	251	ENSMUSG00000028639	Ybx1	110.333
mouse	252	ENSMUSG00000026335	Pam	110
mouse	253	ENSMUSG00000030122	Ptms	110
mouse	254	ENSMUSG00000041482	Piezo2	110
mouse	255	ENSMUSG00000060962	Dmkn	110
mouse	256	ENSMUSG00000068396	Rpl34-ps1	109.607
mouse	257	ENSMUSG00000025867	Cplx2	109.5
mouse	258	ENSMUSG00000073411	H2-D1	109.45
mouse	259	ENSMUSG00000030695	Aldoa	109
mouse	260	ENSMUSG00000036256	Igfbp7	109
mouse	261	ENSMUSG00000064360	mt-Nd3	108.5
mouse	262	ENSMUSG00000022010	Tsc22d1	108
mouse	263	ENSMUSG00000022708	Zbtb20	108
mouse	264	ENSMUSG00000101939	Gm28438	107.5
mouse	265	ENSMUSG00000084349	Rpl3-ps1	106.701
mouse	266	ENSMUSG00000040128	Pnrc1	106
mouse	267	ENSMUSG00000063882	Uqcrh	106
mouse	268	ENSMUSG00000018567	Gabarap	106
mouse	269	ENSMUSG00000078578	Ube2d3	105.833
mouse	270	ENSMUSG00000021242	Npc2	105.5
mouse	271	ENSMUSG00000020255	Nopchap1	105.344
mouse	272	ENSMUSG00000062647	Rpl7a	105.087
mouse	273	ENSMUSG00000056973	Ces1d	105
mouse	274	ENSMUSG00000032525	Nktr	105
mouse	275	ENSMUSG00000052534	Pbx1	104.5
mouse	276	ENSMUSG00000047676	Rpsa-ps10	104.425
mouse	277	ENSMUSG00000025393	Atp5f1b	104
mouse	278	ENSMUSG00000029661	Col1a2	104
mouse	279	ENSMUSG00000034634	Ly6d	104
mouse	280	ENSMUSG00000078087	Rps12l1	103.927
mouse	281	ENSMUSG00000042801	Or6c2b	103.822
mouse	282	ENSMUSG00000057113	Npm1	103.5
mouse	283	ENSMUSG00000063316	Rpl27	103.033
mouse	284	ENSMUSG00000029810	Tmem176b	103
mouse	285	ENSMUSG00000030536	Iqgap1	103
mouse	286	ENSMUSG00000024190	Dusp1	103
mouse	287	ENSMUSG00000033730	Egr3	102.5
mouse	288	ENSMUSG00000042541	Sem1	102
mouse	289	ENSMUSG00000042622	Maff	102
mouse	290	ENSMUSG00000071341	Egr4	102
mouse	291	ENSMUSG00000071172	Srsf3	101.5
mouse	292	ENSMUSG00000059005	Hnrnpa3	100.421
mouse	293	ENSMUSG00000009681	Bcr	100
mouse	294	ENSMUSG00000024121	Atp6v0c	100
mouse	295	ENSMUSG00000078812	Eif5a	100
mouse	296	ENSMUSG00000024425	Ndfip1	99.2353
mouse	297	ENSMUSG00000032959	Pebp1	99
mouse	298	ENSMUSG00000022285	Ywhaz	99
mouse	299	ENSMUSG00000017778	Cox7c	98.5
mouse	300	ENSMUSG00000019876	Pkib	98.4412
mouse	301	ENSMUSG00000001025	S100a6	98
mouse	302	ENSMUSG00000024576	Csnk1a1	97.3333
mouse	303	ENSMUSG00000052040	Klf13	97
mouse	304	ENSMUSG00000028618	Tmem59	97
mouse	305	ENSMUSG00000022858	Tra2b	96.8333
mouse	306	ENSMUSG00000058603	Rpl28-ps1	96.7513
mouse	307	ENSMUSG00000028691	Prdx1	96.5
mouse	308	ENSMUSG00000079435	Rpl36a	95.6667
mouse	309	ENSMUSG00000106037	Gm4332	95.5382
mouse	310	ENSMUSG00000055302	Mrfap1	95.5
mouse	311	ENSMUSG00000081406	Rps6-ps4	95.2726
mouse	312	ENSMUSG00000028967	Errfi1	95
mouse	313	ENSMUSG00000029713	Gnb2	95
mouse	314	ENSMUSG00000022892	App	95
mouse	315	ENSMUSG00000026701	Prdx6	94
mouse	316	ENSMUSG00000037736	Limch1	94
mouse	317	ENSMUSG00000061904	Slc25a3	94
mouse	318	ENSMUSG00000026043	Col3a1	94
mouse	319	ENSMUSG00000020738	Sumo2	93.6667
mouse	320	ENSMUSG00000052727	Map1b	93
mouse	321	ENSMUSG00000020585	Laptm4a	93
mouse	322	ENSMUSG00000007815	Rhoa	92.3333
mouse	323	ENSMUSG00000027350	Chgb	92
mouse	324	ENSMUSG00000029632	Ndufa4	92
mouse	325	ENSMUSG00000017009	Sdc4	92
mouse	326	ENSMUSG00000006360	Crip1	92
mouse	327	ENSMUSG00000117338	Gm49804	91.551
mouse	328	ENSMUSG00000032330	Cox7a2	91
mouse	329	ENSMUSG00000032366	Tpm1	91
mouse	330	ENSMUSG00000033863	Klf9	91
mouse	331	ENSMUSG00000008136	Fhl2	91
mouse	332	ENSMUSG00000022174	Dad1	91
mouse	333	ENSMUSG00000004951	Hspb1	90.5
mouse	334	ENSMUSG00000076432	Ywhaq	90.0667
mouse	335	ENSMUSG00000073640	Rpl27-ps3	90.0333
mouse	336	ENSMUSG00000032501	Trib1	90
mouse	337	ENSMUSG00000004980	Hnrnpa2b1	89.6667
mouse	338	ENSMUSG00000050071	Bex1	89.6
mouse	339	ENSMUSG00000049751	Rpl36al	89.5
mouse	340	ENSMUSG00000029823	Luc7l2	89
mouse	341	ENSMUSG00000030647	Ndufc2	89
mouse	342	ENSMUSG00000047446	Arl4a	89
mouse	343	ENSMUSG00000037894	H2az1	88.9167
mouse	344	ENSMUSG00000039105	Atp6v1g1	88.6667
mouse	345	ENSMUSG00000084416	Rpl10a-ps1	88
mouse	346	ENSMUSG00000021520	Uqcrb	88
mouse	347	ENSMUSG00000027248	Pdia3	88
mouse	348	ENSMUSG00000027706	Sec62	88
mouse	349	ENSMUSG00000023087	Noct	87.6667
mouse	350	ENSMUSG00000039630	Hnrnpu	87.5
mouse	351	ENSMUSG00000067038	Rps12-ps3	87.4411
mouse	352	ENSMUSG00000050711	Scg2	87
mouse	353	ENSMUSG00000009549	Srp14	87
mouse	354	ENSMUSG00000054871	Tmem158	86
mouse	355	ENSMUSG00000058546	Rpl23a	85.2886
mouse	356	ENSMUSG00000026547	Tagln2	85
mouse	357	ENSMUSG00000020052	Ascl1	85
mouse	358	ENSMUSG00000055839	Elob	84.5
mouse	359	ENSMUSG00000016252	Atp5f1e	84
mouse	360	ENSMUSG00000053702	Nebl	84
mouse	361	ENSMUSG00000025283	Sat1	84
mouse	362	ENSMUSG00000004285	Atp6v1f	84
mouse	363	ENSMUSG00000052512	Nav2	84
mouse	364	ENSMUSG00000045392	Or5m3b	84
mouse	365	ENSMUSG00000021282	Eif5	83.8333
mouse	366	ENSMUSG00000053907	Mat2a	83.3333
mouse	367	ENSMUSG00000026568	Mpc2	83
mouse	368	ENSMUSG00000037266	Rsrp1	83
mouse	369	ENSMUSG00000029430	Ran	83
mouse	370	ENSMUSG00000056370	Sftpb	83
mouse	371	ENSMUSG00000024048	Myl12a	83
mouse	372	ENSMUSG00000008540	Mgst1	83
mouse	373	ENSMUSG00000048076	Arf1	83
mouse	374	ENSMUSG00000062270	Morf4l1	82.9
mouse	375	ENSMUSG00000060803	Gstp1	82.8333
mouse	376	ENSMUSG00000022283	Pabpc1	82.5
mouse	377	ENSMUSG00000030057	Cnbp	82.5
mouse	378	ENSMUSG00000050608	Micos10	82
mouse	379	ENSMUSG00000023367	Tmem176a	82
mouse	380	ENSMUSG00000018476	Kdm6b	82
mouse	381	ENSMUSG00000022890	Atp5pf	82
mouse	382	ENSMUSG00000027602	Map1lc3a	81
mouse	383	ENSMUSG00000007041	Clic1	81
mouse	384	ENSMUSG00000032383	Ppib	80.9997
mouse	385	ENSMUSG00000036751	Cox6b1	80
mouse	386	ENSMUSG00000036199	Ndufa13	80
mouse	387	ENSMUSG00000053317	Sec61b	80
mouse	388	ENSMUSG00000057322	Rpl38	79.1667
mouse	389	ENSMUSG00000004207	Psap	79
mouse	390	ENSMUSG00000031532	Saraf	79
mouse	391	ENSMUSG00000040681	Hmgn1	79
mouse	392	ENSMUSG00000022884	Eif4a2	79
mouse	393	ENSMUSG00000021477	Ctsl	79
mouse	394	ENSMUSG00000036371	Serbp1	79
mouse	395	ENSMUSG00000032575	Manf	79
mouse	396	ENSMUSG00000020390	Ube2b	78.8333
mouse	397	ENSMUSG00000005161	Prdx2	78.1333
mouse	398	ENSMUSG00000031950	Gabarapl2	78
mouse	399	ENSMUSG00000020849	Ywhae	78
mouse	400	ENSMUSG00000016319	Slc25a5	77.5
mouse	401	ENSMUSG00000094483	Purb	77
mouse	402	ENSMUSG00000031059	Ndufb11	77
mouse	403	ENSMUSG00000049422	Chchd10	77
mouse	404	ENSMUSG00000071637	Cebpd	77
mouse	405	ENSMUSG00000054091	1810037I17Rik	77
mouse	406	ENSMUSG00000036781	Rps27l	77
mouse	407	ENSMUSG00000075706	Gpx4	76.8333
mouse	408	ENSMUSG00000021546	Hnrnpk	76.75
mouse	409	ENSMUSG00000086583	Gm15500	76.3334
mouse	410	ENSMUSG00000041261	Car8	76
mouse	411	ENSMUSG00000020571	Pdia6	76
mouse	412	ENSMUSG00000005873	Reep5	76
mouse	413	ENSMUSG00000032216	Nedd4	75.5
mouse	414	ENSMUSG00000056501	Cebpb	75
mouse	415	ENSMUSG00000022205	Sub1	75
mouse	416	ENSMUSG00000039278	Pcsk1n	75
mouse	417	ENSMUSG00000032265	Tent5a	75
mouse	418	ENSMUSG00000062683	Atp5mc2	75
mouse	419	ENSMUSG00000020440	Arf5	74
mouse	420	ENSMUSG00000017466	Timp2	74
mouse	421	ENSMUSG00000061232	H2-K1	74
mouse	422	ENSMUSG00000024486	Hbegf	74
mouse	423	ENSMUSG00000028524	Sgip1	73.5833
mouse	424	ENSMUSG00000060591	Ifitm2	73.5
mouse	425	ENSMUSG00000024109	Nrxn1	73
mouse	426	ENSMUSG00000069682	Gm10275	72.2167
mouse	427	ENSMUSG00000023010	Tmbim6	72
mouse	428	ENSMUSG00000068748	Ptprz1	72
mouse	429	ENSMUSG00000084786	Ubl5	72
mouse	430	ENSMUSG00000024290	Rock1	72
mouse	431	ENSMUSG00000025066	Sfr1	72
mouse	432	ENSMUSG00000005610	Eif4g2	71.8333
mouse	433	ENSMUSG00000032562	Gnai2	71.6
mouse	434	ENSMUSG00000021877	Arf4	71.5
mouse	435	ENSMUSG00000039202	Abhd2	71.1667
mouse	436	ENSMUSG00000004535	Tax1bp1	71
mouse	437	ENSMUSG00000031633	Slc25a4	71
mouse	438	ENSMUSG00000037499	Nenf	71
mouse	439	ENSMUSG00000029064	Gnb1	71
mouse	440	ENSMUSG00000015312	Gadd45b	71
mouse	441	ENSMUSG00000093930	Hmgcs1	71
mouse	442	ENSMUSG00000022602	Arc	71
mouse	443	ENSMUSG00000073676	Hspe1	70.5
mouse	444	ENSMUSG00000080859	Rpl10-ps1	70.1626
mouse	445	ENSMUSG00000054766	Set	70
mouse	446	ENSMUSG00000005483	Dnajb1	70
mouse	447	ENSMUSG00000031029	Eif3f	70
mouse	448	ENSMUSG00000060073	Psma3	70
mouse	449	ENSMUSG00000025428	Atp5f1a	70
mouse	450	ENSMUSG00000069972	Rps13-ps2	69.3689
mouse	451	ENSMUSG00000028478	Clta	69
mouse	452	ENSMUSG00000063229	Ldha	69
mouse	453	ENSMUSG00000020163	Uqcr11	69
mouse	454	ENSMUSG00000033060	Lmo7	69
mouse	455	ENSMUSG00000042406	Atf4	69
mouse	456	ENSMUSG00000068196	Col8a1	69
mouse	457	ENSMUSG00000026204	Ptprn	69
mouse	458	ENSMUSG00000060032	H2aj	69
mouse	459	ENSMUSG00000027829	Ccnl1	68.5
mouse	460	ENSMUSG00000066551	Hmgb1	68.3688
mouse	461	ENSMUSG00000042079	Hnrnpf	68.3333
mouse	462	ENSMUSG00000058135	Gstm1	68
mouse	463	ENSMUSG00000038612	Mcl1	68
mouse	464	ENSMUSG00000014294	Ndufa2	68
mouse	465	ENSMUSG00000037072	Selenof	68
mouse	466	ENSMUSG00000018965	Ywhah	68
mouse	467	ENSMUSG00000031708	Tecr	68
mouse	468	ENSMUSG00000031839	Hsbp1	68
mouse	469	ENSMUSG00000022048	Dpysl2	68
mouse	470	ENSMUSG00000021248	Tmed10	68
mouse	471	ENSMUSG00000041959	S100a10	68
mouse	472	ENSMUSG00000015452	Ager	68
mouse	473	ENSMUSG00000031167	Rbm3	67.6667
mouse	474	ENSMUSG00000091076	Vmn2r115	67.6591
mouse	475	ENSMUSG00000022312	Eif3h	67.5
mouse	476	ENSMUSG00000000303	Cdh1	67
mouse	477	ENSMUSG00000034168	Irf2bpl	67
mouse	478	ENSMUSG00000000563	Atp5pb	67
mouse	479	ENSMUSG00000062929	Cfl2	67
mouse	480	ENSMUSG00000024091	Vapa	67
mouse	481	ENSMUSG00000031451	Gas6	67
mouse	482	ENSMUSG00000019943	Atp2b1	66.2581
mouse	483	ENSMUSG00000044349	Snhg11	66
mouse	484	ENSMUSG00000032193	Ldlr	66
mouse	485	ENSMUSG00000022354	Ndufb9	66
mouse	486	ENSMUSG00000006304	Arpc2	66
mouse	487	ENSMUSG00000042712	Tceal9	66
mouse	488	ENSMUSG00000028943	Espn	66
mouse	489	ENSMUSG00000003072	Atp5f1d	66
mouse	490	ENSMUSG00000029380	Cxcl1	66
mouse	491	ENSMUSG00000038717	Atp5mg	65.8095
mouse	492	ENSMUSG00000067288	Rps28	65.65
mouse	493	ENSMUSG00000110679	Rpl10-ps5	65.3293
mouse	494	ENSMUSG00000026878	Rab14	65
mouse	495	ENSMUSG00000007836	Hnrnpa0	65
mouse	496	ENSMUSG00000020577	Tspan13	65
mouse	497	ENSMUSG00000010608	Rbm25	65
mouse	498	ENSMUSG00000022505	Emp2	65
mouse	499	ENSMUSG00000047843	Bri3	65
mouse	500	ENSMUSG00000038690	Atp5mf	65
pig	1	ENSSSCG00000034846	ENSSSCG00000034846	314431
pig	2	ENSSSCG00000018082	COX3	3210
pig	3	ENSSSCG00000018078	COX2	2691
pig	4	ENSSSCG00000018075	COX1	2251
pig	5	ENSSSCG00000018081	ATP6	1571
pig	6	ENSSSCG00000004970	RPLP1	1420.5
pig	7	ENSSSCG00000008245	TMSB10	1132
pig	8	ENSSSCG00000009668	CLU	1130
pig	9	ENSSSCG00000046740	ENSSSCG00000046740	1084.65
pig	10	ENSSSCG00000040470	RPS20	1083
pig	11	ENSSSCG00000029289	ENSSSCG00000029289	1018
pig	12	ENSSSCG00000053209	ENSSSCG00000053209	993.611
pig	13	ENSSSCG00000018094	CYTB	939
pig	14	ENSSSCG00000039460	RPL28	904
pig	15	ENSSSCG00000004177	RPS12	898
pig	16	ENSSSCG00000018065	ND1	895
pig	17	ENSSSCG00000033697	RPS2	777
pig	18	ENSSSCG00000003042	ENSSSCG00000003042	758
pig	19	ENSSSCG00000018087	ND4	753
pig	20	ENSSSCG00000054578	RPS14	748
pig	21	ENSSSCG00000018069	ND2	709
pig	22	ENSSSCG00000055221	ENSSSCG00000055221	672
pig	23	ENSSSCG00000033169	RPS15	665
pig	24	ENSSSCG00000035904	RPL7A	642
pig	25	ENSSSCG00000036014	RPLP0	634
pig	26	ENSSSCG00000003930	ENSSSCG00000003930	622
pig	27	ENSSSCG00000031088	RPS7	589
pig	28	ENSSSCG00000021337	PRM1	572
pig	29	ENSSSCG00000037274	PTMA	565
pig	30	ENSSSCG00000012842	RPLP2	535.395
pig	31	ENSSSCG00000014540	ENSSSCG00000014540	529
pig	32	ENSSSCG00000014569	RPL27A	521
pig	33	ENSSSCG00000033310	ENSSSCG00000033310	505
pig	34	ENSSSCG00000034227	RPL35	503
pig	35	ENSSSCG00000001502	RPS18	495
pig	36	ENSSSCG00000037236	RPSA	484
pig	37	ENSSSCG00000018033	UBB	482
pig	38	ENSSSCG00000035811	RPL32	452.5
pig	39	ENSSSCG00000035768	RPS15A	450
pig	40	ENSSSCG00000024974	ENSSSCG00000024974	447
pig	41	ENSSSCG00000034617	RPS27A	437
pig	42	ENSSSCG00000002535	HSP90AA1	428
pig	43	ENSSSCG00000009146	ENSSSCG00000009146	395
pig	44	ENSSSCG00000036296	RPS25	392
pig	45	ENSSSCG00000038880	RPL23	391
pig	46	ENSSSCG00000029830	RPL8	389
pig	47	ENSSSCG00000031838	ENSSSCG00000031838	387
pig	48	ENSSSCG00000060493	ENSSSCG00000060493	381
pig	49	ENSSSCG00000021825	RPS21	372
pig	50	ENSSSCG00000059007	RPL36	371
pig	51	ENSSSCG00000024260	RPL11	359.5
pig	52	ENSSSCG00000039130	RPL6	350
pig	53	ENSSSCG00000033326	RPL37	347.307
pig	54	ENSSSCG00000007123	ENSSSCG00000007123	342
pig	55	ENSSSCG00000035997	RPL10	332
pig	56	ENSSSCG00000052671	ENSSSCG00000052671	329
pig	57	ENSSSCG00000009327	ENSSSCG00000009327	327.456
pig	58	ENSSSCG00000017509	ENSSSCG00000017509	320
pig	59	ENSSSCG00000040273	RPL35A	318.5
pig	60	ENSSSCG00000027358	RPS17	316.714
pig	61	ENSSSCG00000030849	ENSSSCG00000030849	314.5
pig	62	ENSSSCG00000030921	APOA1	313
pig	63	ENSSSCG00000032111	RPL7	309
pig	64	ENSSSCG00000053807	RPS26	306
pig	65	ENSSSCG00000036716	RPL37A	304
pig	66	ENSSSCG00000027057	FAU	302.167
pig	67	ENSSSCG00000028485	YBX1	294.741
pig	68	ENSSSCG00000004002	RPS5	289
pig	69	ENSSSCG00000003165	ENSSSCG00000003165	275
pig	70	ENSSSCG00000054047	RPL22	274
pig	71	ENSSSCG00000029724	RACK1	268
pig	72	ENSSSCG00000037030	RPL15	266
pig	73	ENSSSCG00000014133	RPS23	266
pig	74	ENSSSCG00000009019	RPS3A	265
pig	75	ENSSSCG00000024263	SERF2	264.94
pig	76	ENSSSCG00000035080	ENSSSCG00000035080	259.5
pig	77	ENSSSCG00000014855	RPS3	258
pig	78	ENSSSCG00000006081	ENSSSCG00000006081	256
pig	79	ENSSSCG00000027573	RPL29	255.999
pig	80	ENSSSCG00000028850	RPL26	255
pig	81	ENSSSCG00000001701	HSP90AB1	253
pig	82	ENSSSCG00000008061	ENSSSCG00000008061	247
pig	83	ENSSSCG00000013597	RPS28	246
pig	84	ENSSSCG00000009303	ENSSSCG00000009303	246
pig	85	ENSSSCG00000013889	ENSSSCG00000013889	244
pig	86	ENSSSCG00000020817	RPS16	241
pig	87	ENSSSCG00000023971	H3-3A	239.964
pig	88	ENSSSCG00000029785	RPS9	237
pig	89	ENSSSCG00000038507	RPS29	235
pig	90	ENSSSCG00000028355	ACTG1	235
pig	91	ENSSSCG00000013381	RPS13	234
pig	92	ENSSSCG00000017239	RPL38	233
pig	93	ENSSSCG00000016179	TNP1	230
pig	94	ENSSSCG00000011272	RPL14	229.5
pig	95	ENSSSCG00000033854	LGALS1	228
pig	96	ENSSSCG00000039544	ENSSSCG00000039544	227
pig	97	ENSSSCG00000018092	ND6	222
pig	98	ENSSSCG00000018084	ND3	221
pig	99	ENSSSCG00000008433	CALM2	219
pig	100	ENSSSCG00000001543	RPL10A	210
pig	101	ENSSSCG00000011952	RPL24	208
pig	102	ENSSSCG00000031912	JUN	206
pig	103	ENSSSCG00000029034	COX4I1	204
pig	104	ENSSSCG00000033019	ENSSSCG00000033019	203.5
pig	105	ENSSSCG00000006899	RPL5	202
pig	106	ENSSSCG00000002844	PHKB	199.659
pig	107	ENSSSCG00000035007	ENSSSCG00000035007	199
pig	108	ENSSSCG00000004480	COX7A2	197
pig	109	ENSSSCG00000025507	RPL27	193
pig	110	ENSSSCG00000051767	ENSSSCG00000051767	191.388
pig	111	ENSSSCG00000017202	ENSSSCG00000017202	182.773
pig	112	ENSSSCG00000008170	ENSSSCG00000008170	181
pig	113	ENSSSCG00000017430	EIF1	178.833
pig	114	ENSSSCG00000012119	TMSB4X	176
pig	115	ENSSSCG00000005169	ENSSSCG00000005169	176
pig	116	ENSSSCG00000025928	ENSSSCG00000025928	175
pig	117	ENSSSCG00000003153	FTL	175
pig	118	ENSSSCG00000040494	RPL3	175
pig	119	ENSSSCG00000007713	BUD23	174
pig	120	ENSSSCG00000035696	MCEE	171.15
pig	121	ENSSSCG00000056610	ENSSSCG00000056610	170
pig	122	ENSSSCG00000027300	TNP2	170
pig	123	ENSSSCG00000037360	CST3	167
pig	124	ENSSSCG00000053292	UBA52	166
pig	125	ENSSSCG00000002383	FOS	163
pig	126	ENSSSCG00000012784	SSR4	160
pig	127	ENSSSCG00000009851	ENSSSCG00000009851	158
pig	128	ENSSSCG00000061243	ENSSSCG00000061243	157.933
pig	129	ENSSSCG00000000633	YBX3	157
pig	130	ENSSSCG00000004537	TXNL1	155.786
pig	131	ENSSSCG00000052117	ENSSSCG00000052117	155.667
pig	132	ENSSSCG00000003701	SNRPD1	154.785
pig	133	ENSSSCG00000036350	ENSSSCG00000036350	154.333
pig	134	ENSSSCG00000004489	ENSSSCG00000004489	152.548
pig	135	ENSSSCG00000000190	TUBA1B	151.917
pig	136	ENSSSCG00000029226	UBC	151.833
pig	137	ENSSSCG00000060790	COX6C	149
pig	138	ENSSSCG00000012405	RPS4X	149
pig	139	ENSSSCG00000020830	ENSSSCG00000020830	149
pig	140	ENSSSCG00000040929	TPT1	147.5
pig	141	ENSSSCG00000018091	ND5	147
pig	142	ENSSSCG00000006821	GSTM3	147
pig	143	ENSSSCG00000013064	ENSSSCG00000013064	146
pig	144	ENSSSCG00000006063	ENSSSCG00000006063	143.885
