rowname	cell_type	sampleID
Cell_773	B_Cell	sample1
Cell_774	B_Cell	sample1
Cell_775	B_Cell	sample1
Cell_776	B_Cell	sample1
Cell_777	B_Cell	sample1
Cell_778	B_Cell	sample1
Cell_779	B_Cell	sample1
Cell_780	B_Cell	sample1
Cell_781	B_Cell	sample1
Cell_782	B_Cell	sample1
Cell_783	B_Cell	sample1
Cell_784	B_Cell	sample1
Cell_785	B_Cell	sample1
Cell_786	B_Cell	sample1
Cell_787	B_Cell	sample1
Cell_788	B_Cell	sample1
Cell_789	B_Cell	sample1
Cell_790	B_Cell	sample1
Cell_791	B_Cell	sample1
Cell_792	B_Cell	sample1
Cell_793	B_Cell	sample1
Cell_794	B_Cell	sample1
Cell_795	B_Cell	sample1
Cell_796	B_Cell	sample1
Cell_797	B_Cell	sample1
Cell_798	B_Cell	sample1
Cell_799	B_Cell	sample1
Cell_800	Macrophage	sample1
Cell_801	Macrophage	sample1
Cell_802	Macrophage	sample1
Cell_803	Macrophage	sample1
Cell_804	Macrophage	sample1
Cell_805	Macrophage	sample1
Cell_806	Macrophage	sample1
Cell_807	Macrophage	sample1
Cell_808	Macrophage	sample1
Cell_809	Macrophage	sample1
Cell_810	Macrophage	sample1
Cell_811	Macrophage	sample1
Cell_812	Macrophage	sample1
Cell_813	Macrophage	sample1
Cell_814	Macrophage	sample1
Cell_815	Macrophage	sample1
Cell_816	Macrophage	sample1
Cell_817	Macrophage	sample1
Cell_818	Macrophage	sample1
Cell_819	Macrophage	sample1
Cell_820	Macrophage	sample1
Cell_821	Macrophage	sample1
Cell_822	Macrophage	sample1
Cell_823	Macrophage	sample1
Cell_824	Macrophage	sample1
Cell_825	Macrophage	sample1
Cell_826	Macrophage	sample1
Cell_827	Macrophage	sample1
Cell_828	Macrophage	sample1
Cell_829	Macrophage	sample1
Cell_830	Macrophage	sample1
Cell_831	Macrophage	sample1
Cell_832	Macrophage	sample1
Cell_833	Macrophage	sample1
Cell_834	Macrophage	sample1
Cell_835	Macrophage	sample1
Cell_836	Macrophage	sample1
Cell_837	Macrophage	sample1
Cell_838	Macrophage	sample1
Cell_839	Macrophage	sample1
Cell_840	Macrophage	sample1
Cell_841	Macrophage	sample1
Cell_842	Macrophage	sample1
Cell_843	Macrophage	sample1
Cell_844	Macrophage	sample1
Cell_845	Macrophage	sample1
Cell_846	Macrophage	sample1
Cell_847	Macrophage	sample1
Cell_848	Macrophage	sample1
Cell_849	Macrophage	sample1
Cell_850	Macrophage	sample1
Cell_851	Macrophage	sample1
Cell_852	Macrophage	sample1
Cell_853	Macrophage	sample1
Cell_854	Macrophage	sample1
Cell_855	Macrophage	sample1
Cell_856	Macrophage	sample1
Cell_857	Macrophage	sample1
Cell_858	Macrophage	sample1
Cell_859	Macrophage	sample1
Cell_860	Macrophage	sample1
Cell_861	Macrophage	sample1
Cell_862	Macrophage	sample1
Cell_863	Macrophage	sample1
Cell_864	Macrophage	sample1
Cell_865	Macrophage	sample1
Cell_866	Macrophage	sample1
Cell_867	Macrophage	sample1
Cell_868	Macrophage	sample1
Cell_869	Macrophage	sample1
Cell_870	Macrophage	sample1
Cell_871	Macrophage	sample1
Cell_872	Macrophage	sample1
Cell_873	Macrophage	sample1
Cell_874	Macrophage	sample1
Cell_875	Macrophage	sample1
Cell_876	Macrophage	sample1
Cell_877	Macrophage	sample1
Cell_878	Macrophage	sample1
Cell_879	Macrophage	sample1
Cell_880	Macrophage	sample1
Cell_881	Macrophage	sample1
Cell_882	Macrophage	sample1
Cell_883	Macrophage	sample1
Cell_884	Macrophage	sample1
Cell_885	Macrophage	sample1
Cell_886	Macrophage	sample1
Cell_887	Macrophage	sample1
Cell_888	Macrophage	sample1
Cell_889	Macrophage	sample1
Cell_890	Macrophage	sample1
Cell_891	Macrophage	sample1
Cell_892	Macrophage	sample1
Cell_893	Macrophage	sample1
Cell_894	Macrophage	sample1
Cell_895	Macrophage	sample1
Cell_896	Macrophage	sample1
Cell_897	Macrophage	sample1
Cell_898	Macrophage	sample1
Cell_899	Macrophage	sample1
Cell_900	Macrophage	sample1
Cell_901	Macrophage	sample1
Cell_902	Macrophage	sample1
Cell_903	Macrophage	sample1
Cell_904	Macrophage	sample1
Cell_905	Macrophage	sample1
Cell_906	Macrophage	sample1
Cell_907	Macrophage	sample1
Cell_908	Macrophage	sample1
Cell_909	Macrophage	sample1
Cell_910	Macrophage	sample1
Cell_911	Macrophage	sample1
Cell_912	Macrophage	sample1
Cell_913	Macrophage	sample1
Cell_914	Macrophage	sample1
Cell_915	Macrophage	sample1
Cell_916	Macrophage	sample1
Cell_917	Macrophage	sample1
Cell_918	Macrophage	sample1
Cell_919	Macrophage	sample1
Cell_920	Macrophage	sample1
Cell_921	Macrophage	sample1
Cell_922	Macrophage	sample1
Cell_923	Macrophage	sample1
Cell_924	Macrophage	sample1
Cell_925	Macrophage	sample1
Cell_926	Macrophage	sample1
Cell_927	Macrophage	sample1
Cell_928	Macrophage	sample1
Cell_929	Macrophage	sample1
Cell_930	Macrophage	sample1
Cell_931	Macrophage	sample1
Cell_932	Macrophage	sample1
Cell_933	Macrophage	sample1
Cell_934	Macrophage	sample1
Cell_935	Macrophage	sample1
Cell_936	Macrophage	sample1
Cell_937	Macrophage	sample1
Cell_938	Macrophage	sample1
Cell_939	Macrophage	sample1
Cell_940	Macrophage	sample1
Cell_941	Macrophage	sample1
Cell_942	Macrophage	sample1
Cell_943	Macrophage	sample1
Cell_944	Macrophage	sample1
Cell_945	Macrophage	sample1
Cell_946	Macrophage	sample1
Cell_947	Macrophage	sample1
Cell_948	Macrophage	sample1
Cell_949	Macrophage	sample1
Cell_950	Macrophage	sample1
Cell_951	Macrophage	sample1
Cell_952	Macrophage	sample1
Cell_953	Macrophage	sample1
Cell_954	Macrophage	sample1
Cell_955	Macrophage	sample1
Cell_956	Macrophage	sample1
Cell_957	Macrophage	sample1
Cell_958	Macrophage	sample1
Cell_959	Macrophage	sample1
Cell_960	Macrophage	sample1
Cell_961	Macrophage	sample1
Cell_962	Macrophage	sample1
Cell_963	Macrophage	sample1
Cell_964	Macrophage	sample1
Cell_965	Macrophage	sample1
Cell_966	Macrophage	sample1
Cell_967	Macrophage	sample1
Cell_968	Macrophage	sample1
Cell_969	Macrophage	sample1
Cell_970	Macrophage	sample1
Cell_971	Macrophage	sample1
Cell_972	Macrophage	sample1
Cell_973	Macrophage	sample1
Cell_974	Macrophage	sample1
Cell_975	Macrophage	sample1
Cell_976	Macrophage	sample1
Cell_977	Macrophage	sample1
Cell_978	Macrophage	sample1
Cell_979	Macrophage	sample1
Cell_980	Macrophage	sample1
Cell_981	Macrophage	sample1
Cell_982	Macrophage	sample1
Cell_983	Macrophage	sample1
Cell_984	Macrophage	sample1
Cell_985	Macrophage	sample1
Cell_986	Macrophage	sample1
Cell_987	Macrophage	sample1
Cell_988	Macrophage	sample1
Cell_989	Macrophage	sample1
Cell_990	Macrophage	sample1
Cell_991	Macrophage	sample1
Cell_992	Macrophage	sample1
Cell_993	Macrophage	sample1
Cell_994	Macrophage	sample1
Cell_995	Macrophage	sample1
Cell_996	Macrophage	sample1
Cell_997	Macrophage	sample1
Cell_998	Macrophage	sample1
Cell_999	Macrophage	sample1
Cell_1000	Endothelial	sample1
Cell_1001	Endothelial	sample1
Cell_1002	Endothelial	sample1
Cell_1003	Endothelial	sample1
Cell_1004	Endothelial	sample1
Cell_1005	Endothelial	sample1
Cell_1006	Endothelial	sample1
Cell_1007	Endothelial	sample1
Cell_1008	Endothelial	sample1
Cell_1009	Endothelial	sample1
Cell_1010	Endothelial	sample1
Cell_1011	Endothelial	sample1
Cell_1012	Endothelial	sample1
Cell_1013	Endothelial	sample1
Cell_1014	Endothelial	sample1
Cell_1015	Endothelial	sample1
Cell_1016	Endothelial	sample1
Cell_1017	Endothelial	sample1
Cell_1018	Endothelial	sample1
Cell_1019	Endothelial	sample1
Cell_1020	Endothelial	sample1
Cell_1021	Endothelial	sample1
Cell_1022	Endothelial	sample1
Cell_1023	Endothelial	sample1
Cell_1024	Endothelial	sample1
Cell_1025	Endothelial	sample1
Cell_1026	Endothelial	sample1
Cell_1027	Endothelial	sample1
Cell_1028	Endothelial	sample1
Cell_1029	Endothelial	sample1
Cell_1030	Endothelial	sample1
Cell_1031	Endothelial	sample1
Cell_1032	Endothelial	sample1
Cell_1033	Endothelial	sample1
Cell_1034	Endothelial	sample1
Cell_1035	Endothelial	sample1
Cell_1036	Endothelial	sample1
Cell_1037	Endothelial	sample1
Cell_1038	Endothelial	sample1
Cell_1039	Endothelial	sample1
Cell_1040	Endothelial	sample1
Cell_1041	Endothelial	sample1
Cell_1042	Endothelial	sample1
Cell_1043	Endothelial	sample1
Cell_1044	Endothelial	sample1
Cell_1045	Endothelial	sample1
Cell_1046	Endothelial	sample1
Cell_1047	Endothelial	sample1
Cell_1048	Endothelial	sample1
Cell_1049	Endothelial	sample1
Cell_1050	Endothelial	sample1
Cell_1051	Endothelial	sample1
Cell_1052	Endothelial	sample1
Cell_1053	Endothelial	sample1
Cell_1054	Endothelial	sample1
Cell_1055	Endothelial	sample1
Cell_1056	Endothelial	sample1
Cell_1057	Endothelial	sample1
Cell_1058	Endothelial	sample1
Cell_1059	Endothelial	sample1
Cell_1060	Endothelial	sample1
Cell_1061	Endothelial	sample1
Cell_1062	Endothelial	sample1
Cell_1063	Endothelial	sample1
Cell_1064	Endothelial	sample1
Cell_1065	Endothelial	sample1
Cell_1066	Endothelial	sample1
Cell_1067	Endothelial	sample1
Cell_1068	Endothelial	sample1
Cell_1069	Endothelial	sample1
Cell_1070	Endothelial	sample1
Cell_1071	Endothelial	sample1
Cell_1072	Endothelial	sample1
Cell_1073	Endothelial	sample1
Cell_1074	Endothelial	sample1
Cell_1075	Endothelial	sample1
Cell_1076	Endothelial	sample1
Cell_1077	Endothelial	sample1
Cell_1078	Endothelial	sample1
Cell_1079	Endothelial	sample1
Cell_1080	Endothelial	sample1
Cell_1081	Endothelial	sample1
Cell_1082	Endothelial	sample1
Cell_1083	Endothelial	sample1
Cell_1084	Endothelial	sample1
Cell_1085	Endothelial	sample1
Cell_1086	Endothelial	sample1
Cell_1087	Endothelial	sample1
Cell_1088	Endothelial	sample1
Cell_1089	Endothelial	sample1
Cell_1090	Endothelial	sample1
Cell_1091	Endothelial	sample1
Cell_1092	Endothelial	sample1
Cell_1093	Endothelial	sample1
Cell_1094	Endothelial	sample1
Cell_1095	Endothelial	sample1
Cell_1096	Endothelial	sample1
Cell_1097	Endothelial	sample1
Cell_1098	Endothelial	sample1
Cell_1099	Endothelial	sample1
Cell_1100	Endothelial	sample1
Cell_1101	Endothelial	sample1
Cell_1102	Endothelial	sample1
Cell_1103	Endothelial	sample1
Cell_1104	Endothelial	sample1
Cell_1105	Endothelial	sample1
Cell_1106	Endothelial	sample1
Cell_1107	Endothelial	sample1
Cell_1108	Endothelial	sample1
Cell_1109	Endothelial	sample1
Cell_1110	Endothelial	sample1
Cell_1111	Endothelial	sample1
Cell_1112	Endothelial	sample1
Cell_1113	Endothelial	sample1
Cell_1114	Endothelial	sample1
Cell_1115	Endothelial	sample1
Cell_1116	Endothelial	sample1
Cell_1117	Endothelial	sample1
Cell_1118	Endothelial	sample1
Cell_1119	Endothelial	sample1
Cell_1120	Endothelial	sample1
Cell_1121	Endothelial	sample1
Cell_1122	Endothelial	sample1
Cell_1123	Endothelial	sample1
Cell_1124	Endothelial	sample1
Cell_1125	Endothelial	sample1
Cell_1126	Endothelial	sample1
Cell_1127	Endothelial	sample1
Cell_1128	Endothelial	sample1
Cell_1129	Endothelial	sample1
Cell_1130	Endothelial	sample1
Cell_1131	Endothelial	sample1
Cell_1132	Endothelial	sample1
Cell_1133	Endothelial	sample1
Cell_1134	Endothelial	sample1
Cell_1135	Endothelial	sample1
Cell_1136	Endothelial	sample1
Cell_1137	Endothelial	sample1
Cell_1138	Endothelial	sample1
Cell_1139	Endothelial	sample1
Cell_1140	Endothelial	sample1
Cell_1141	Endothelial	sample1
Cell_1142	Endothelial	sample1
Cell_1143	Endothelial	sample1
Cell_1144	Endothelial	sample1
Cell_1145	Endothelial	sample1
Cell_1146	Endothelial	sample1
Cell_1147	Endothelial	sample1
Cell_1148	Endothelial	sample1
Cell_1149	Endothelial	sample1
Cell_1150	Endothelial	sample1
Cell_1151	Endothelial	sample1
Cell_1152	Endothelial	sample1
Cell_1153	Endothelial	sample1
Cell_1154	Endothelial	sample1
Cell_1155	Endothelial	sample1
Cell_1156	Endothelial	sample1
Cell_1157	Endothelial	sample1
Cell_1158	Endothelial	sample1
Cell_1159	Endothelial	sample1
Cell_1160	Endothelial	sample1
Cell_1161	Endothelial	sample1
Cell_1162	Endothelial	sample1
Cell_1163	Endothelial	sample1
Cell_1164	Endothelial	sample1
Cell_1165	Endothelial	sample1
Cell_1166	Endothelial	sample1
Cell_1167	Endothelial	sample1
Cell_1168	Endothelial	sample1
Cell_1169	Endothelial	sample1
Cell_1170	Endothelial	sample1
Cell_1171	Endothelial	sample1
Cell_1172	Endothelial	sample1
Cell_1173	Endothelial	sample1
Cell_1174	Endothelial	sample1
Cell_1175	Endothelial	sample1
Cell_1176	Endothelial	sample1
Cell_1177	Endothelial	sample1
Cell_1178	Endothelial	sample1
Cell_1179	Endothelial	sample1
Cell_1180	Endothelial	sample1
Cell_1181	Endothelial	sample1
Cell_1182	Endothelial	sample1
Cell_1183	Endothelial	sample1
Cell_1184	Endothelial	sample1
Cell_1185	Endothelial	sample1
Cell_1186	Endothelial	sample1
Cell_1187	Endothelial	sample1
Cell_1188	Endothelial	sample1
Cell_1189	Endothelial	sample1
Cell_1190	Endothelial	sample1
Cell_1191	Endothelial	sample1
Cell_1192	Endothelial	sample1
Cell_1193	Endothelial	sample1
Cell_1194	Endothelial	sample1
Cell_1195	Endothelial	sample1
Cell_1196	Endothelial	sample1
Cell_1197	Endothelial	sample1
Cell_1198	Endothelial	sample1
Cell_1199	Endothelial	sample1
