rowname	cell_type	sampleID
Cell_687	B_Cell	Cell_687
Cell_688	B_Cell	Cell_688
Cell_689	B_Cell	Cell_689
Cell_690	B_Cell	Cell_690
Cell_691	B_Cell	Cell_691
Cell_692	B_Cell	Cell_692
Cell_693	B_Cell	Cell_693
Cell_694	B_Cell	Cell_694
Cell_695	B_Cell	Cell_695
Cell_696	B_Cell	Cell_696
Cell_697	B_Cell	Cell_697
Cell_698	B_Cell	Cell_698
Cell_699	B_Cell	Cell_699
Cell_700	B_Cell	Cell_700
Cell_701	B_Cell	Cell_701
Cell_702	B_Cell	Cell_702
Cell_703	B_Cell	Cell_703
Cell_704	B_Cell	Cell_704
Cell_705	B_Cell	Cell_705
Cell_706	B_Cell	Cell_706
Cell_707	B_Cell	Cell_707
Cell_708	B_Cell	Cell_708
Cell_709	B_Cell	Cell_709
Cell_710	B_Cell	Cell_710
Cell_711	B_Cell	Cell_711
Cell_712	B_Cell	Cell_712
Cell_713	B_Cell	Cell_713
Cell_714	B_Cell	Cell_714
Cell_715	B_Cell	Cell_715
Cell_716	B_Cell	Cell_716
Cell_717	B_Cell	Cell_717
Cell_718	B_Cell	Cell_718
Cell_719	B_Cell	Cell_719
Cell_720	B_Cell	Cell_720
Cell_721	B_Cell	Cell_721
Cell_722	B_Cell	Cell_722
Cell_723	B_Cell	Cell_723
Cell_724	B_Cell	Cell_724
Cell_725	B_Cell	Cell_725
Cell_726	B_Cell	Cell_726
Cell_727	B_Cell	Cell_727
Cell_728	B_Cell	Cell_728
Cell_729	B_Cell	Cell_729
Cell_730	B_Cell	Cell_730
Cell_731	B_Cell	Cell_731
Cell_732	B_Cell	Cell_732
Cell_733	B_Cell	Cell_733
Cell_734	B_Cell	Cell_734
Cell_735	B_Cell	Cell_735
Cell_736	B_Cell	Cell_736
Cell_737	B_Cell	Cell_737
Cell_738	B_Cell	Cell_738
Cell_739	B_Cell	Cell_739
Cell_740	B_Cell	Cell_740
Cell_741	B_Cell	Cell_741
Cell_742	B_Cell	Cell_742
Cell_743	B_Cell	Cell_743
Cell_744	B_Cell	Cell_744
Cell_745	B_Cell	Cell_745
Cell_746	B_Cell	Cell_746
Cell_747	B_Cell	Cell_747
Cell_748	B_Cell	Cell_748
Cell_749	B_Cell	Cell_749
Cell_750	B_Cell	Cell_750
Cell_751	B_Cell	Cell_751
Cell_752	B_Cell	Cell_752
Cell_753	B_Cell	Cell_753
Cell_754	B_Cell	Cell_754
Cell_755	B_Cell	Cell_755
Cell_756	B_Cell	Cell_756
Cell_757	B_Cell	Cell_757
Cell_758	B_Cell	Cell_758
Cell_759	B_Cell	Cell_759
Cell_760	B_Cell	Cell_760
Cell_761	B_Cell	Cell_761
Cell_762	B_Cell	Cell_762
Cell_763	B_Cell	Cell_763
Cell_764	B_Cell	Cell_764
Cell_765	B_Cell	Cell_765
Cell_766	B_Cell	Cell_766
Cell_767	B_Cell	Cell_767
Cell_768	B_Cell	Cell_768
Cell_769	B_Cell	Cell_769
Cell_770	B_Cell	Cell_770
Cell_771	B_Cell	Cell_771
Cell_772	B_Cell	Cell_772
Cell_773	B_Cell	Cell_773
Cell_774	B_Cell	Cell_774
Cell_775	B_Cell	Cell_775
Cell_776	B_Cell	Cell_776
Cell_777	B_Cell	Cell_777
Cell_778	B_Cell	Cell_778
Cell_779	B_Cell	Cell_779
Cell_780	B_Cell	Cell_780
Cell_781	B_Cell	Cell_781
Cell_782	B_Cell	Cell_782
Cell_783	B_Cell	Cell_783
Cell_784	B_Cell	Cell_784
Cell_785	B_Cell	Cell_785
Cell_786	B_Cell	Cell_786
Cell_787	B_Cell	Cell_787
Cell_788	B_Cell	Cell_788
Cell_789	B_Cell	Cell_789
Cell_790	B_Cell	Cell_790
Cell_791	B_Cell	Cell_791
Cell_792	B_Cell	Cell_792
Cell_793	B_Cell	Cell_793
Cell_794	B_Cell	Cell_794
Cell_795	B_Cell	Cell_795
Cell_796	B_Cell	Cell_796
Cell_797	B_Cell	Cell_797
Cell_798	B_Cell	Cell_798
Cell_799	B_Cell	Cell_799
Cell_800	Macrophage	Cell_800
Cell_801	Macrophage	Cell_801
Cell_802	Macrophage	Cell_802
Cell_803	Macrophage	Cell_803
Cell_804	Macrophage	Cell_804
Cell_805	Macrophage	Cell_805
Cell_806	Macrophage	Cell_806
Cell_807	Macrophage	Cell_807
Cell_808	Macrophage	Cell_808
Cell_809	Macrophage	Cell_809
Cell_810	Macrophage	Cell_810
Cell_811	Macrophage	Cell_811
Cell_812	Macrophage	Cell_812
Cell_813	Macrophage	Cell_813
Cell_814	Macrophage	Cell_814
Cell_815	Macrophage	Cell_815
Cell_816	Macrophage	Cell_816
Cell_817	Macrophage	Cell_817
Cell_818	Macrophage	Cell_818
Cell_819	Macrophage	Cell_819
Cell_820	Macrophage	Cell_820
Cell_821	Macrophage	Cell_821
Cell_822	Macrophage	Cell_822
Cell_823	Macrophage	Cell_823
Cell_824	Macrophage	Cell_824
Cell_825	Macrophage	Cell_825
Cell_826	Macrophage	Cell_826
Cell_827	Macrophage	Cell_827
Cell_828	Macrophage	Cell_828
Cell_829	Macrophage	Cell_829
Cell_830	Macrophage	Cell_830
Cell_831	Macrophage	Cell_831
Cell_832	Macrophage	Cell_832
Cell_833	Macrophage	Cell_833
Cell_834	Macrophage	Cell_834
Cell_835	Macrophage	Cell_835
Cell_836	Macrophage	Cell_836
Cell_837	Macrophage	Cell_837
Cell_838	Macrophage	Cell_838
Cell_839	Macrophage	Cell_839
Cell_840	Macrophage	Cell_840
Cell_841	Macrophage	Cell_841
Cell_842	Macrophage	Cell_842
Cell_843	Macrophage	Cell_843
Cell_844	Macrophage	Cell_844
Cell_845	Macrophage	Cell_845
Cell_846	Macrophage	Cell_846
Cell_847	Macrophage	Cell_847
Cell_848	Macrophage	Cell_848
Cell_849	Macrophage	Cell_849
Cell_850	Macrophage	Cell_850
Cell_851	Macrophage	Cell_851
Cell_852	Macrophage	Cell_852
Cell_853	Macrophage	Cell_853
Cell_854	Macrophage	Cell_854
Cell_855	Macrophage	Cell_855
Cell_856	Macrophage	Cell_856
Cell_857	Macrophage	Cell_857
Cell_858	Macrophage	Cell_858
Cell_859	Macrophage	Cell_859
Cell_860	Macrophage	Cell_860
Cell_861	Macrophage	Cell_861
Cell_862	Macrophage	Cell_862
Cell_863	Macrophage	Cell_863
Cell_864	Macrophage	Cell_864
Cell_865	Macrophage	Cell_865
Cell_866	Macrophage	Cell_866
Cell_867	Macrophage	Cell_867
Cell_868	Macrophage	Cell_868
Cell_869	Macrophage	Cell_869
Cell_870	Macrophage	Cell_870
Cell_871	Macrophage	Cell_871
Cell_872	Macrophage	Cell_872
Cell_873	Macrophage	Cell_873
Cell_874	Macrophage	Cell_874
Cell_875	Macrophage	Cell_875
Cell_876	Macrophage	Cell_876
Cell_877	Macrophage	Cell_877
Cell_878	Macrophage	Cell_878
Cell_879	Macrophage	Cell_879
Cell_880	Macrophage	Cell_880
Cell_881	Macrophage	Cell_881
Cell_882	Macrophage	Cell_882
Cell_883	Macrophage	Cell_883
Cell_884	Macrophage	Cell_884
Cell_885	Macrophage	Cell_885
Cell_886	Macrophage	Cell_886
Cell_887	Macrophage	Cell_887
Cell_888	Macrophage	Cell_888
Cell_889	Macrophage	Cell_889
Cell_890	Macrophage	Cell_890
Cell_891	Macrophage	Cell_891
Cell_892	Macrophage	Cell_892
Cell_893	Macrophage	Cell_893
Cell_894	Macrophage	Cell_894
Cell_895	Macrophage	Cell_895
Cell_896	Macrophage	Cell_896
Cell_897	Macrophage	Cell_897
Cell_898	Macrophage	Cell_898
Cell_899	Macrophage	Cell_899
Cell_900	Macrophage	Cell_900
Cell_901	Macrophage	Cell_901
Cell_902	Macrophage	Cell_902
Cell_903	Macrophage	Cell_903
Cell_904	Macrophage	Cell_904
Cell_905	Macrophage	Cell_905
Cell_906	Macrophage	Cell_906
Cell_907	Macrophage	Cell_907
Cell_908	Macrophage	Cell_908
Cell_909	Macrophage	Cell_909
Cell_910	Macrophage	Cell_910
Cell_911	Macrophage	Cell_911
Cell_912	Macrophage	Cell_912
Cell_913	Macrophage	Cell_913
Cell_914	Macrophage	Cell_914
Cell_915	Macrophage	Cell_915
Cell_916	Macrophage	Cell_916
Cell_917	Macrophage	Cell_917
Cell_918	Macrophage	Cell_918
Cell_919	Macrophage	Cell_919
Cell_920	Macrophage	Cell_920
Cell_921	Macrophage	Cell_921
Cell_922	Macrophage	Cell_922
Cell_923	Macrophage	Cell_923
Cell_924	Macrophage	Cell_924
Cell_925	Macrophage	Cell_925
Cell_926	Macrophage	Cell_926
Cell_927	Macrophage	Cell_927
Cell_928	Macrophage	Cell_928
Cell_929	Macrophage	Cell_929
Cell_930	Macrophage	Cell_930
Cell_931	Macrophage	Cell_931
Cell_932	Macrophage	Cell_932
Cell_933	Macrophage	Cell_933
Cell_934	Macrophage	Cell_934
Cell_935	Macrophage	Cell_935
Cell_936	Macrophage	Cell_936
Cell_937	Macrophage	Cell_937
Cell_938	Macrophage	Cell_938
Cell_939	Macrophage	Cell_939
Cell_940	Macrophage	Cell_940
Cell_941	Macrophage	Cell_941
Cell_942	Macrophage	Cell_942
Cell_943	Macrophage	Cell_943
Cell_944	Macrophage	Cell_944
Cell_945	Macrophage	Cell_945
Cell_946	Macrophage	Cell_946
Cell_947	Macrophage	Cell_947
Cell_948	Macrophage	Cell_948
Cell_949	Macrophage	Cell_949
Cell_950	Macrophage	Cell_950
Cell_951	Macrophage	Cell_951
Cell_952	Macrophage	Cell_952
Cell_953	Macrophage	Cell_953
Cell_954	Macrophage	Cell_954
Cell_955	Macrophage	Cell_955
Cell_956	Macrophage	Cell_956
Cell_957	Macrophage	Cell_957
Cell_958	Macrophage	Cell_958
Cell_959	Macrophage	Cell_959
Cell_960	Macrophage	Cell_960
Cell_961	Macrophage	Cell_961
Cell_962	Macrophage	Cell_962
Cell_963	Macrophage	Cell_963
Cell_964	Macrophage	Cell_964
Cell_965	Macrophage	Cell_965
Cell_966	Macrophage	Cell_966
Cell_967	Macrophage	Cell_967
Cell_968	Macrophage	Cell_968
Cell_969	Macrophage	Cell_969
Cell_970	Macrophage	Cell_970
Cell_971	Macrophage	Cell_971
Cell_972	Macrophage	Cell_972
Cell_973	Macrophage	Cell_973
Cell_974	Macrophage	Cell_974
Cell_975	Macrophage	Cell_975
Cell_976	Macrophage	Cell_976
Cell_977	Macrophage	Cell_977
Cell_978	Macrophage	Cell_978
Cell_979	Macrophage	Cell_979
Cell_980	Macrophage	Cell_980
Cell_981	Macrophage	Cell_981
Cell_982	Macrophage	Cell_982
Cell_983	Macrophage	Cell_983
Cell_984	Macrophage	Cell_984
Cell_985	Macrophage	Cell_985
Cell_986	Macrophage	Cell_986
Cell_987	Macrophage	Cell_987
Cell_988	Macrophage	Cell_988
Cell_989	Macrophage	Cell_989
Cell_990	Macrophage	Cell_990
Cell_991	Macrophage	Cell_991
Cell_992	Macrophage	Cell_992
Cell_993	Macrophage	Cell_993
Cell_994	Macrophage	Cell_994
Cell_995	Macrophage	Cell_995
Cell_996	Macrophage	Cell_996
Cell_997	Macrophage	Cell_997
Cell_998	Macrophage	Cell_998
Cell_999	Macrophage	Cell_999
Cell_1000	Endothelial	Cell_1000
Cell_1001	Endothelial	Cell_1001
Cell_1002	Endothelial	Cell_1002
Cell_1003	Endothelial	Cell_1003
Cell_1004	Endothelial	Cell_1004
Cell_1005	Endothelial	Cell_1005
Cell_1006	Endothelial	Cell_1006
Cell_1007	Endothelial	Cell_1007
Cell_1008	Endothelial	Cell_1008
Cell_1009	Endothelial	Cell_1009
Cell_1010	Endothelial	Cell_1010
Cell_1011	Endothelial	Cell_1011
Cell_1012	Endothelial	Cell_1012
Cell_1013	Endothelial	Cell_1013
Cell_1014	Endothelial	Cell_1014
Cell_1015	Endothelial	Cell_1015
Cell_1016	Endothelial	Cell_1016
Cell_1017	Endothelial	Cell_1017
Cell_1018	Endothelial	Cell_1018
Cell_1019	Endothelial	Cell_1019
Cell_1020	Endothelial	Cell_1020
Cell_1021	Endothelial	Cell_1021
Cell_1022	Endothelial	Cell_1022
Cell_1023	Endothelial	Cell_1023
Cell_1024	Endothelial	Cell_1024
Cell_1025	Endothelial	Cell_1025
Cell_1026	Endothelial	Cell_1026
Cell_1027	Endothelial	Cell_1027
Cell_1028	Endothelial	Cell_1028
Cell_1029	Endothelial	Cell_1029
Cell_1030	Endothelial	Cell_1030
Cell_1031	Endothelial	Cell_1031
Cell_1032	Endothelial	Cell_1032
Cell_1033	Endothelial	Cell_1033
Cell_1034	Endothelial	Cell_1034
Cell_1035	Endothelial	Cell_1035
Cell_1036	Endothelial	Cell_1036
Cell_1037	Endothelial	Cell_1037
Cell_1038	Endothelial	Cell_1038
Cell_1039	Endothelial	Cell_1039
Cell_1040	Endothelial	Cell_1040
Cell_1041	Endothelial	Cell_1041
Cell_1042	Endothelial	Cell_1042
Cell_1043	Endothelial	Cell_1043
Cell_1044	Endothelial	Cell_1044
Cell_1045	Endothelial	Cell_1045
Cell_1046	Endothelial	Cell_1046
Cell_1047	Endothelial	Cell_1047
Cell_1048	Endothelial	Cell_1048
Cell_1049	Endothelial	Cell_1049
Cell_1050	Endothelial	Cell_1050
Cell_1051	Endothelial	Cell_1051
Cell_1052	Endothelial	Cell_1052
Cell_1053	Endothelial	Cell_1053
Cell_1054	Endothelial	Cell_1054
Cell_1055	Endothelial	Cell_1055
Cell_1056	Endothelial	Cell_1056
Cell_1057	Endothelial	Cell_1057
Cell_1058	Endothelial	Cell_1058
Cell_1059	Endothelial	Cell_1059
Cell_1060	Endothelial	Cell_1060
Cell_1061	Endothelial	Cell_1061
Cell_1062	Endothelial	Cell_1062
Cell_1063	Endothelial	Cell_1063
Cell_1064	Endothelial	Cell_1064
Cell_1065	Endothelial	Cell_1065
Cell_1066	Endothelial	Cell_1066
Cell_1067	Endothelial	Cell_1067
Cell_1068	Endothelial	Cell_1068
Cell_1069	Endothelial	Cell_1069
Cell_1070	Endothelial	Cell_1070
Cell_1071	Endothelial	Cell_1071
Cell_1072	Endothelial	Cell_1072
Cell_1073	Endothelial	Cell_1073
Cell_1074	Endothelial	Cell_1074
Cell_1075	Endothelial	Cell_1075
Cell_1076	Endothelial	Cell_1076
Cell_1077	Endothelial	Cell_1077
Cell_1078	Endothelial	Cell_1078
Cell_1079	Endothelial	Cell_1079
Cell_1080	Endothelial	Cell_1080
Cell_1081	Endothelial	Cell_1081
Cell_1082	Endothelial	Cell_1082
Cell_1083	Endothelial	Cell_1083
Cell_1084	Endothelial	Cell_1084
Cell_1085	Endothelial	Cell_1085
Cell_1086	Endothelial	Cell_1086
Cell_1087	Endothelial	Cell_1087
Cell_1088	Endothelial	Cell_1088
Cell_1089	Endothelial	Cell_1089
Cell_1090	Endothelial	Cell_1090
Cell_1091	Endothelial	Cell_1091
Cell_1092	Endothelial	Cell_1092
Cell_1093	Endothelial	Cell_1093
Cell_1094	Endothelial	Cell_1094
Cell_1095	Endothelial	Cell_1095
Cell_1096	Endothelial	Cell_1096
Cell_1097	Endothelial	Cell_1097
Cell_1098	Endothelial	Cell_1098
Cell_1099	Endothelial	Cell_1099
Cell_1100	Endothelial	Cell_1100
Cell_1101	Endothelial	Cell_1101
Cell_1102	Endothelial	Cell_1102
Cell_1103	Endothelial	Cell_1103
Cell_1104	Endothelial	Cell_1104
Cell_1105	Endothelial	Cell_1105
Cell_1106	Endothelial	Cell_1106
Cell_1107	Endothelial	Cell_1107
Cell_1108	Endothelial	Cell_1108
Cell_1109	Endothelial	Cell_1109
Cell_1110	Endothelial	Cell_1110
Cell_1111	Endothelial	Cell_1111
Cell_1112	Endothelial	Cell_1112
Cell_1113	Endothelial	Cell_1113
Cell_1114	Endothelial	Cell_1114
Cell_1115	Endothelial	Cell_1115
Cell_1116	Endothelial	Cell_1116
Cell_1117	Endothelial	Cell_1117
Cell_1118	Endothelial	Cell_1118
Cell_1119	Endothelial	Cell_1119
Cell_1120	Endothelial	Cell_1120
Cell_1121	Endothelial	Cell_1121
Cell_1122	Endothelial	Cell_1122
Cell_1123	Endothelial	Cell_1123
Cell_1124	Endothelial	Cell_1124
Cell_1125	Endothelial	Cell_1125
Cell_1126	Endothelial	Cell_1126
Cell_1127	Endothelial	Cell_1127
Cell_1128	Endothelial	Cell_1128
Cell_1129	Endothelial	Cell_1129
Cell_1130	Endothelial	Cell_1130
Cell_1131	Endothelial	Cell_1131
Cell_1132	Endothelial	Cell_1132
Cell_1133	Endothelial	Cell_1133
Cell_1134	Endothelial	Cell_1134
Cell_1135	Endothelial	Cell_1135
Cell_1136	Endothelial	Cell_1136
Cell_1137	Endothelial	Cell_1137
Cell_1138	Endothelial	Cell_1138
Cell_1139	Endothelial	Cell_1139
Cell_1140	Endothelial	Cell_1140
Cell_1141	Endothelial	Cell_1141
Cell_1142	Endothelial	Cell_1142
Cell_1143	Endothelial	Cell_1143
Cell_1144	Endothelial	Cell_1144
Cell_1145	Endothelial	Cell_1145
Cell_1146	Endothelial	Cell_1146
Cell_1147	Endothelial	Cell_1147
Cell_1148	Endothelial	Cell_1148
Cell_1149	Endothelial	Cell_1149
Cell_1150	Endothelial	Cell_1150
Cell_1151	Endothelial	Cell_1151
Cell_1152	Endothelial	Cell_1152
Cell_1153	Endothelial	Cell_1153
Cell_1154	Endothelial	Cell_1154
Cell_1155	Endothelial	Cell_1155
Cell_1156	Endothelial	Cell_1156
Cell_1157	Endothelial	Cell_1157
Cell_1158	Endothelial	Cell_1158
Cell_1159	Endothelial	Cell_1159
Cell_1160	Endothelial	Cell_1160
Cell_1161	Endothelial	Cell_1161
Cell_1162	Endothelial	Cell_1162
Cell_1163	Endothelial	Cell_1163
Cell_1164	Endothelial	Cell_1164
Cell_1165	Endothelial	Cell_1165
Cell_1166	Endothelial	Cell_1166
Cell_1167	Endothelial	Cell_1167
Cell_1168	Endothelial	Cell_1168
Cell_1169	Endothelial	Cell_1169
Cell_1170	Endothelial	Cell_1170
Cell_1171	Endothelial	Cell_1171
Cell_1172	Endothelial	Cell_1172
Cell_1173	Endothelial	Cell_1173
Cell_1174	Endothelial	Cell_1174
Cell_1175	Endothelial	Cell_1175
Cell_1176	Endothelial	Cell_1176
Cell_1177	Endothelial	Cell_1177
Cell_1178	Endothelial	Cell_1178
Cell_1179	Endothelial	Cell_1179
Cell_1180	Endothelial	Cell_1180
Cell_1181	Endothelial	Cell_1181
Cell_1182	Endothelial	Cell_1182
Cell_1183	Endothelial	Cell_1183
Cell_1184	Endothelial	Cell_1184
Cell_1185	Endothelial	Cell_1185
Cell_1186	Endothelial	Cell_1186
Cell_1187	Endothelial	Cell_1187
Cell_1188	Endothelial	Cell_1188
Cell_1189	Endothelial	Cell_1189
Cell_1190	Endothelial	Cell_1190
Cell_1191	Endothelial	Cell_1191
Cell_1192	Endothelial	Cell_1192
Cell_1193	Endothelial	Cell_1193
Cell_1194	Endothelial	Cell_1194
Cell_1195	Endothelial	Cell_1195
Cell_1196	Endothelial	Cell_1196
Cell_1197	Endothelial	Cell_1197
Cell_1198	Endothelial	Cell_1198
Cell_1199	Endothelial	Cell_1199
