rank	gene	variance	mean
753	ZNHIT1	0.027916	0.599384
754	FIS1	0.0115449	0.798974
755	CUX1	0.0100088	0.313146
756	PSMC2	0.00676608	0.253604
757	KMT2E	0.0108042	0.763154
758	NAMPT	0.198559	0.539794
759	TES	0.00805354	0.444541
760	CAPZA2	0.0175975	0.581766
761	ARF5	0.0307729	0.883777
762	SND1	0.0124869	0.416109
763	ATP6V1F	0.0812118	1.03786
764	AKR1B1	0.00754132	0.331871
765	STMP1	0.0266444	0.705184
766	MTPN	0.0310638	0.827622
767	ZC3HAV1	0.00920894	0.515943
768	TBXAS1	0.028494	0.33179
769	NDUFB2	0.0758739	1.40552
770	SSBP1	0.0268744	0.736138
771	TRBV4-1	0.00784454	0.12076
772	TRBV5-1	0.0115507	0.325952
773	TRBV7-2	0.0191674	0.354829
774	TRBV9	0.00675775	0.161637
775	TRBV6-5	0.00598894	0.169485
776	TRBV7-6	0.00866173	0.115541
777	TRBV7-9	0.0181377	0.283325
778	TRBV13	0.0177321	0.0706985
779	TRBV19	0.00619823	0.225193
780	TRBV20-1	0.0231452	0.508956
781	TRBV27	0.0222992	0.152782
782	TRBV28	0.0147555	0.158708
783	TRBC1	0.0353349	0.544636
784	TRBC2	0.10929	1.05589
785	TRBV30	0.0102289	0.109648
786	GSTK1	0.0568576	1.78678
787	ZYX	0.0734892	0.474933
788	PDIA4	0.0846644	0.61201
789	GIMAP7	0.682067	1.6757
790	GIMAP4	0.177297	1.34389
791	GIMAP6	0.00714085	0.211199
792	GIMAP2	0.00619731	0.257327
793	TMEM176B	0.0594797	0.293129
794	TMEM176A	0.0171655	0.154446
795	DNAJB6	0.00771793	0.4149
796	SLC25A6	0.502842	3.79101
797	CD99	0.483812	2.5629
798	TMSB4X	26.2807	28.5594
799	AP1S2	0.0976913	0.913624
800	RBBP7	0.00897988	0.342459
801	EIF1AX	0.0206164	0.485756
802	SMS	0.00897854	0.320909
803	PRDX4	0.0185254	0.310974
804	SAT1	3.31217	3.4234
805	EIF2S3	0.0442553	0.908815
806	CYBB	0.217781	0.934414
807	ATP6AP2	0.0207689	0.689397
808	DDX3X	0.00996894	0.474351
809	NDUFB11	0.169276	1.71549
810	TIMP1	1.34456	1.75503
811	CFP	0.0745049	0.489015
812	UXT	0.028659	1.13763
813	RBM3	0.0901977	1.46657
814	WAS	0.0334029	0.803561
815	TIMM17B	0.0109887	0.385328
816	PIM2	0.0533744	0.568222
817	PLP2	0.180927	1.08565
818	SMC1A	0.0092579	0.336335
819	HSD17B10	0.0132935	0.361939
820	MSN	0.0987433	1.49404
821	IGBP1	0.00604997	0.440031
822	NONO	0.0252885	0.626862
823	CXCR3	0.0170098	0.228522
824	RPS4X	21.509	19.8097
825	XIST	0.0166053	0.112925
826	ATRX	0.0138762	0.60292
827	COX7B	0.159786	1.30609
828	PGK1	0.252367	1.87999
829	ITM2A	0.0334568	0.460909
830	SH3BGRL	0.0304041	1.15315
831	RPL36A	0.0820271	2.14107
832	TSC22D3	0.487764	2.21469
833	SLC25A5	0.452402	1.97731
834	UBE2A	0.0089462	0.332376
835	SEPTIN6	0.0559471	0.976683
836	RPL39	10.3273	27.4768
837	NDUFA1	0.185868	1.70188
838	MCTS1	0.00694726	0.300389
839	SH2D1A	0.00755601	0.17576
840	SASH3	0.0161561	0.540278
841	HPRT1	0.0119615	0.292713
842	RBMX	0.0145222	0.570896
843	VMA21	0.00657506	0.322307
844	BCAP31	0.0257758	0.874531
845	IDH3G	0.00699467	0.380352
846	SSR4	0.425697	2.27204
847	FLNA	0.0953114	1.27104
848	EMD	0.00780855	0.47583
849	RPL10	65.4757	46.4553
850	ATP6AP1	0.00934547	0.399291
851	G6PD	0.015465	0.379416
852	MPP1	0.0103697	0.208174
853	FUNDC2	0.00706135	0.459673
854	ERICH1	0.00701448	0.385924
855	MYOM2	0.0137501	0.0975178
856	FDFT1	0.0200026	0.511323
857	CTSB	0.318431	0.978391
858	PCM1	0.00720733	0.356708
859	ASAH1	0.111835	0.742975
860	ATP6V1B2	0.00626772	0.29397
861	DOK2	0.0128198	0.740384
862	SLC25A37	0.012624	0.16247
863	BNIP3L	0.0119648	0.407848
864	CLU	0.596607	0.544855
865	SARAF	0.413956	3.61519
866	LEPROTL1	0.0329659	0.85909
867	EIF4EBP1	0.00864373	0.254652
868	PLPP5	0.00713213	0.199084
869	VDAC3	0.0180592	0.44991
870	CEBPD	0.0235408	0.259319
871	PRKDC	0.0108651	0.348194
872	UBE2V2	0.00723636	0.313109
873	TCEA1	0.0310492	0.976451
874	LYPLA1	0.00677698	0.339984
875	LYN	0.0162499	0.248799
876	RPS20	0.11429	2.62587
877	SDCBP	0.0581085	0.683825
878	RAB2A	0.00681626	0.261955
879	SNHG6	0.0183111	1.05808
880	TRAM1	0.00628946	0.354485
881	RPL7	1.18105	5.66951
882	ELOC	0.0199948	0.453016
883	LY96	0.0217273	0.241163
884	FABP5	0.12036	0.439839
885	RBIS	0.0267656	0.875346
886	DECR1	0.0178186	0.533753
887	UQCRB	0.231407	2.86487
888	MTDH	0.0343448	0.624366
889	RPL30	19.9365	31.0794
890	COX6C	0.295218	2.31574
891	PABPC1	1.891	7.63003
892	YWHAZ	0.309616	3.18057
893	ZNF706	0.0125368	0.641237
894	KLF10	0.0406198	0.360917
895	EIF3E	0.083377	1.60664
896	ENY2	0.0237884	0.650248
897	EIF3H	0.0793864	1.76116
898	RAD21	0.0407622	0.707542
899	MRPL13	0.0064285	0.241682
900	DERL1	0.0144853	0.358145
901	NDUFB9	0.189452	1.46833
902	LINC00861	0.0363022	0.538565
903	MYC	0.0257968	0.442613
904	CYRIB	0.0119761	0.641289
905	SLA	0.00763819	0.234653
906	LYPD2	0.00959402	0.0829042
907	LY6E	4.2566	3.11096
908	EEF1D	0.560243	5.78688
909	PUF60	0.0105206	0.446362
910	PLEC	0.0151542	0.296578
911	GRINA	0.0366297	0.262609
912	CYC1	0.00948011	0.175455
913	VPS28	0.0276703	0.96473
914	RPL8	9.51641	17.7162
915	DOCK8	0.0153161	0.587941
916	PLIN2	0.0125188	0.283112
917	RPS6	7.08676	11.8482
918	HACD4	0.0195785	0.425802
919	NDUFB6	0.0232996	0.48954
920	DNAJA1	0.0451641	0.594554
921	CHMP5	0.0185882	0.317635
922	AQP3	0.0415664	0.638729
923	DCTN3	0.018678	0.553243
924	VCP	0.044268	0.703016
925	STOML2	0.0152024	0.328226
926	SIT1	0.00907496	0.253124
927	TLN1	0.0251399	0.578295
928	GLIPR2	0.0691612	0.708851
929	CLTA	0.0196483	0.353568
930	TOMM5	0.0217024	0.561333
931	KLF9	0.00883294	0.149845
932	ZFAND5	0.0116553	0.217715
933	ANXA1	1.40895	3.47982
934	OSTF1	0.0444897	0.959728
935	HNRNPK	0.180007	2.08554
936	CKS2	0.0079695	0.135896
937	SYK	0.0132921	0.316713
938	NINJ1	0.0316986	0.288804
939	FBP1	0.010922	0.199844
940	ANP32B	0.154709	1.58308
941	NANS	0.0088029	0.238991
942	SEC61B	0.426339	1.96883
943	ERP44	0.0130632	0.401221
944	SMC2	0.00691365	0.119121
945	KLF4	0.00770387	0.215105
946	TXN	0.338453	1.31272
947	GNG10	0.00692164	0.216436
948	SLC31A2	0.00764592	0.156704
949	POLE3	0.00599002	0.320013
950	ATP6V1G1	0.0703393	1.72354
951	MEGF9	0.0097597	0.160621
952	PSMB7	0.00991435	0.327124
953	RPL35	1.54651	7.4162
954	ARPC5L	0.00610164	0.166287
955	HSPA5	1.05648	2.05006
956	RPL12	7.64973	19.4963
957	BBLN	0.0257546	1.06561
958	SPTAN1	0.00769484	0.387935
959	SET	0.0390667	0.709322
960	C9orf78	0.00914268	0.725108
961	NUP214	0.0245382	0.387462
962	RPL7A	9.84902	17.8972
963	SURF4	0.00704037	0.258608
964	FCN1	8.26269	3.88566
965	PHPT1	0.0174054	0.450659
966	EDF1	0.0874203	1.57925
967	PAXX	0.00939753	0.588936
968	CLIC3	0.0369288	0.330925
969	DPP7	0.00613605	0.210741
970	SSNA1	0.00868747	0.404979
971	TUBB4B	0.0794391	0.470118
972	MRPL41	0.0177121	0.289858
973	PSMD13	0.0150707	0.470237
974	IFITM2	6.20504	5.03305
975	IFITM1	22.6048	8.59906
976	IFITM3	46.4617	6.44653
977	RNH1	0.0602613	0.827588
978	IRF7	0.134131	0.406087
979	TALDO1	0.665424	1.86551
980	RPLP2	5.10107	15.8144
981	CD151	0.0142618	0.212933
982	POLR2L	0.231918	1.57924
983	CTSD	0.338914	0.716232
984	LSP1	0.371852	2.89824
985	NAP1L4	0.0121576	0.444571
986	RHOG	0.214972	1.36847
987	RRM1	0.0100339	0.151759
988	HBB	18.836	3.69271
989	TRIM22	0.102031	0.639378
990	TPP1	0.0119732	0.341068
991	EIF3F	0.118739	1.82507
992	RPL27A	0.168008	2.51243
993	ADM	0.00672535	0.0691307
994	EIF4G2	0.0685378	1.10221
995	C11orf58	0.0298038	1.01412
996	RPS13	12.2229	23.837
997	NUCB2	0.0177894	0.45972
998	LDHA	0.785797	2.04482
999	EIF3M	0.0262168	0.944338
1000	CAT	0.0072374	0.43016
1001	CD44	0.060632	1.03861
1002	CD82	0.00600557	0.290925
1003	SPI1	0.0679297	0.408138
1004	PSMC3	0.0135794	0.388608
1005	NDUFS3	0.0095682	0.375574
1006	MTCH2	0.00900856	0.309544
1007	SSRP1	0.00608501	0.216776
1008	UBE2L6	0.138122	0.820422
1009	SERPING1	0.00874639	0.0621311
1010	SELENOH	0.0486885	1.09742
1011	MPEG1	0.0444732	0.411331
1012	MS4A6A	0.287896	0.921818
1013	MS4A4A	0.0287428	0.157393
1014	MS4A7	0.0395066	0.406213
1015	MS4A1	0.0354896	0.400192
1016	TMEM109	0.00697912	0.339918
1017	CD5	0.00882411	0.344167
1018	TMEM258	0.246794	1.64964
1019	FEN1	0.00979856	0.120722
1020	FTH1	60.6763	23.0202
1021	AHNAK	0.481992	1.82601
1022	UBXN1	0.0220072	1.08259
1023	POLR2G	0.00936475	0.433944
1024	TMEM179B	0.0115484	0.50094
1025	SLC3A2	0.0112807	0.456664
1026	PLAAT4	0.105642	1.32094
1027	RTN3	0.0217551	0.399755
1028	COX8A	0.598857	2.28014
1029	OTUB1	0.022483	0.691473
1030	STIP1	0.0134488	0.273246
1031	FERMT3	0.0392859	0.710552
1032	TRMT112	0.0542606	1.05685
1033	PRDX5	0.11166	1.04596
1034	RASGRP2	0.00626003	0.26389
1035	SF1	0.0323577	1.10218
1036	FAU	3.50654	17.4611
1037	NEAT1	6.04209	3.47626
1038	MALAT1	196.847	74.8629
1039	RNASEH2C	0.0143769	0.44817
1040	CFL1	5.99675	8.51004
1041	CTSW	0.47694	1.7646
1042	FIBP	0.00905422	0.392541
1043	CCDC85B	0.00702686	0.0738337
1044	DRAP1	0.0437197	0.751716
1045	BANF1	0.0341857	0.717497
1046	SF3B2	0.063099	1.23417
1047	RAB1B	0.0126787	0.491283
1048	MRPL11	0.00836124	0.326938
1049	GRK2	0.00823338	0.271392
1050	POLD4	0.00645695	0.435283
1051	PPP1CA	0.0733851	1.19707
1052	TBC1D10C	0.0132347	0.487023
1053	CORO1B	0.0154448	0.486513
1054	PTPRCAP	0.0221029	0.564301
1055	AIP	0.00733814	0.458139
1056	CDK2AP2	0.0326167	0.63203
1057	GSTP1	0.59045	2.9647
1058	NDUFV1	0.0114262	0.497574
1059	NDUFS8	0.0290832	0.662557
1060	TCIRG1	0.0327672	0.314944
1061	LAMTOR1	0.0676089	0.839068
1062	ANAPC15	0.00844135	0.309949
1063	FOLR3	0.0147632	0.0945763
1064	UCP2	0.125215	2.10136
1065	SPCS2	0.0815582	0.929433
1066	RPS3	17.922	21.7045
1067	PAK1	0.0115112	0.314156
1068	CTSC	0.0615147	0.999886
1069	TAF1D	0.00692757	0.494594
1070	BIRC3	0.00739514	0.277267
1071	TMEM123	0.0167727	0.554645
1072	CASP4	0.00970484	0.544239
1073	CASP1	0.0467414	0.702656
1074	CARD16	0.116848	1.07048
1075	ATM	0.0153022	0.434402
1076	POU2AF1	0.0256176	0.224536
1077	TIMM8B	0.0180056	0.425867
1078	REXO2	0.00747157	0.29337
1079	IL10RA	0.0106586	0.642013
1080	JAML	0.0344206	0.453544
1081	CD3E	0.579732	3.20555
1082	CD3D	0.202839	1.60785
1083	CD3G	0.0764513	1.02758
1084	ATP5MG	0.288187	2.49979
1085	DDX6	0.00827413	0.517294
1086	RPS25	3.65483	11.948
1087	HSPA8	1.7643	4.39405
1088	STT3A	0.0081223	0.21219
1089	SRPRA	0.00883892	0.463991
1090	DCPS	0.0103045	0.260354
1091	APLP2	0.350712	0.858713
1092	KLF6	0.427838	2.23541
1093	GDI2	0.0630085	1.21734
1094	RBM17	0.00807405	0.380786
1095	PRKCQ-AS1	0.0232001	0.390222
1096	ATP5F1C	0.0974002	1.04771
1097	CELF2	0.0188784	0.731021
1098	NUDT5	0.010975	0.307571
1099	CDC123	0.00697428	0.315325
1100	OPTN	0.00936712	0.405394
1101	VIM	27.7007	12.6941
1102	ENSG00000234961	0.0218975	0.313389
1103	PLXDC2	0.0107328	0.188793
1104	APBB1IP	0.0161668	0.737412
1105	YME1L1	0.00991126	0.493476
1106	MAP3K8	0.0751459	0.363854
1107	KIF5B	0.00622314	0.415263
1108	EPC1	0.00843735	0.685601
1109	ITGB1	0.0273944	0.741563
1110	HNRNPF	0.117841	1.17559
1111	ALOX5	0.0146204	0.229081
1112	NCOA4	0.0110207	0.480324
1113	ZWINT	0.00683001	0.0821158
1114	UBE2D1	0.00975589	0.137444
1115	ARID5B	0.0157085	0.347765
1116	HNRNPH3	0.010878	0.476488
1117	DDX21	0.0486679	0.7471
1118	SRGN	3.29285	4.27992
1119	PPA1	0.069696	0.71428
1120	PRF1	0.532286	1.65698
1121	VSIR	0.35667	1.23364
1122	PSAP	1.88044	3.83029
1123	SPOCK2	0.00993737	0.441902
1124	ANAPC16	0.0180829	1.13191
1125	DDIT4	0.199172	0.804839
1126	DNAJC9	0.00706956	0.193047
1127	MRPS16	0.00633139	0.301477
1128	VDAC2	0.0337546	0.762618
1129	RPS24	8.57135	19.3642
1130	ANXA11	0.0277278	0.294454
1131	TSPAN14	0.00618429	0.368808
1132	GHITM	0.0374751	0.85264
1133	IFIT2	0.0146977	0.113911
1134	IFIT3	0.177688	0.232319
1135	IFIT1	0.065029	0.12724
1136	PGAM1	0.262886	1.32582
1137	ATP5MK	0.139255	1.50927
1138	GSTO1	0.105114	0.703566
1139	ADD3	0.0345563	0.899568
1140	SMC3	0.0100186	0.291472
1141	PDCD4	0.0119204	0.542401
1142	ABLIM1	0.00996601	0.276197
1143	EIF3A	0.0293351	0.703728
1144	PRDX3	0.0553105	0.611644
1145	RGS10	0.0348815	1.03062
1146	BUB3	0.0209927	0.529216
1147	BCCIP	0.00661744	0.325722
1148	PTPRE	0.0253168	0.440976
1149	MKI67	0.0160788	0.114758
1150	FKBP4	0.00775259	0.161176
1151	CD27	0.0448228	0.63314
1152	MRPL51	0.0302258	0.564801
1153	GAPDH	49.5052	15.2558
1154	MLF2	0.00836579	0.440979
1155	TPI1	0.716568	2.632
1156	C12orf57	0.167523	1.68821
1157	PTPN6	0.0487627	1.13733
1158	PHB2	0.0331429	0.818967
1159	CD163	0.073665	0.232255
1160	SLC2A3	0.125609	0.796889
1161	CLEC4E	0.0330078	0.150296
1162	M6PR	0.0192276	0.772688
1163	KLRG1	0.0187188	0.306248
1164	KLRB1	0.0864951	0.584224
1165	CLEC2D	0.0186714	0.449075
1166	CD69	1.01368	1.44945
1167	KLRF1	0.0157229	0.251083
1168	CLEC2B	0.0221412	0.690794
1169	CLEC12A	0.0342108	0.324751
1170	CLEC7A	0.030326	0.36981
1171	KLRD1	0.117229	0.719288
1172	KLRC1	0.00778569	0.115029
1173	LINC02446	0.031724	0.22727
1174	CDKN1B	0.00925562	0.454727
1175	PLBD1	0.405925	0.62337
1176	H2AJ	0.1265	0.63754
1177	ARHGDIB	1.6786	5.99055
1178	STRAP	0.0141334	0.484568
1179	MGST1	0.0772054	0.288124
1180	LDHB	0.00627104	0.320835
1181	RESF1	0.0340355	0.699914
1182	LRRK2	0.00742953	0.154803
1183	SCAF11	0.0117517	0.648685
1184	SLC38A1	0.011822	0.411559
1185	PCED1B	0.00691199	0.260698
1186	PCED1B-AS1	0.142371	1.60924
1187	TMEM106C	0.00933359	0.176923
1188	FKBP11	0.0905016	0.554689
1189	TUBA1B	3.21612	2.64952
1190	TUBA1A	0.0540111	1.10425
1191	TUBA1C	0.0239896	0.291645
1192	TMBIM6	0.27692	2.22862
1193	COX14	0.00844877	0.54485
1194	DAZAP2	0.114937	2.33355
1195	BIN2	0.0137532	0.881368
1196	EIF4B	0.0910922	1.26034
1197	PFDN5	0.659306	5.24789
1198	PRR13	0.0159014	0.326591
1199	PCBP2	0.346337	2.1629
1200	ATP5MC2	0.789386	4.77181
1201	HNRNPA1	1.07806	4.53537
1202	NFE2	0.015303	0.173984
1203	COPZ1	0.0185055	0.50713
1204	ZNF385A	0.0109452	0.225996
1205	NCKAP1L	0.00920891	0.433896
1206	TESPA1	0.00690311	0.224238
1207	BLOC1S1	0.0290078	0.381948
1208	CD63	0.407751	1.06808
1209	DGKA	0.00654889	0.334825
1210	RPS26	135.789	17.1985
1211	PA2G4	0.0621364	0.961098
1212	RPL41	40.121	48.6179
1213	MYL6	6.21908	7.73017
1214	STAT2	0.00840936	0.210264
1215	ATP5F1B	0.251739	1.57348
1216	PTGES3	0.14477	1.6131
1217	NACA	1.88949	10.1834
1218	LRP1	0.0313262	0.26683
1219	SHMT2	0.0174631	0.341808
1220	OS9	0.0221228	0.557093
1221	USP15	0.0249834	0.692182
1222	GNS	0.01137	0.215306
1223	IRAK3	0.013754	0.168032
1224	RAP1B	0.0276366	0.921465
1225	LYZ	176.063	14.2315
1226	ENSG00000257764	0.0110963	0.156684
1227	CCT2	0.0446928	0.585305
1228	GLIPR1	0.0582617	0.83103
1229	NAP1L1	0.0680736	1.17897
1230	PPP1R12A	0.0096795	0.480218
1231	DUSP6	0.0873886	0.545337
1232	ATP2B1-AS1	0.016006	0.165489
1233	BTG1	0.0642534	0.684947
1234	UBE2N	0.021533	0.529273
1235	NDUFA12	0.0587171	0.981522
1236	METAP2	0.00768574	0.39136
1237	SNRPF	0.0434017	0.669662
1238	LTA4H	0.126484	0.880036
1239	TMPO	0.00683623	0.259263
1240	SLC25A3	0.194459	1.69554
1241	HSP90B1	3.98243	3.67057
1242	C12orf75	0.0372336	0.361753
1243	CKAP4	0.0127188	0.140125
1244	ISCU	0.0191103	0.608102
1245	SELPLG	0.030961	1.07442
1246	ARPC3	1.17087	4.43053
1247	VPS29	0.0279141	0.668609
1248	PPP1CC	0.00717119	0.199047
1249	ALDH2	0.00901349	0.204228
1250	ERP29	0.103609	1.80836
1251	RPL6	5.83013	14.9886
1252	OAS1	0.118174	0.442828
1253	OAS3	0.0220557	0.131603
1254	OAS2	0.0361149	0.269992
1255	PEBP1	0.0541228	0.992206
1256	RPLP0	14.9289	14.9258
1257	COX6A1	0.440239	2.28212
1258	DYNLL1	0.090648	1.03396
1259	OASL	0.0267543	0.174654
1260	ANAPC5	0.0134133	0.496986
1261	RHOF	0.00828901	0.391902
1262	ARL6IP4	0.0109195	0.636549
1263	RILPL2	0.0247571	0.314987
1264	TMED2	0.0209616	0.545096
1265	UBC	1.66411	6.14046
1266	RAN	0.618325	1.98153
1267	MPHOSPH8	0.0111476	0.622506
1268	SAP18	0.0663368	1.22652
1269	MRPL57	0.0159914	0.604426
1270	ZDHHC20	0.00795774	0.166102
1271	RPL21	4.47948	11.1291
1272	GTF3A	0.0417661	0.956057
1273	POLR1D	0.0167256	0.598242
1274	POMP	0.16732	1.08517
1275	HMGB1	2.08996	3.94158
1276	ALOX5AP	0.0382222	0.809557
1277	N4BP2L2	0.0116979	0.629726
1278	UFM1	0.00626757	0.389775
1279	ELF1	0.0112061	0.730125
1280	EPSTI1	0.108183	0.379686
1281	DNAJC15	0.0523875	0.650602
1282	TPT1	16.7051	19.5179
1283	ENSG00000273149	0.0529758	0.705784
1284	LCP1	0.528746	2.957
1285	ITM2B	0.603993	1.98014
1286	PHF11	0.0126585	0.249858
1287	SUGT1	0.00776329	0.338849
1288	COMMD6	0.109336	2.56029
1289	KCTD12	0.013315	0.238848
1290	DNAJC3	0.0129958	0.355611
1291	GPR183	0.00725201	0.290134
1292	TM9SF2	0.015086	0.500519
1293	ARGLU1	0.0314153	1.03544
1294	TNFSF13B	0.113064	0.537985
1295	APEX1	0.0121171	0.557942
1296	PNP	0.00717944	0.257442
1297	RNASE6	0.0104906	0.254123
1298	RNASE1	0.0313421	0.147511
1299	RNASE2	0.253013	0.454277
1300	HNRNPC	0.170424	1.29542
1301	SUPT16H	0.00897261	0.298128
1302	TRAV3	0.0153952	0.108391
1303	TRAV29DV5	0.00833779	0.145027
1304	TRAC	0.00935438	0.32511
1305	DAD1	0.0807532	1.1431
1306	OXA1L	0.0100537	0.547201
1307	SLC7A7	0.0359795	0.321891
1308	MRPL52	0.0617081	0.737498
1309	PSMB5	0.00668002	0.251643
1310	PSME1	0.464851	3.39426
1311	PSME2	0.852925	2.46698
1312	NEDD8	0.0352064	0.877649
1313	GZMH	0.396793	1.01697
1314	GZMB	0.674773	1.50379
1315	SNX6	0.0200158	0.795873
1316	PSMA6	0.0527853	0.731467
1317	NFKBIA	0.989254	1.42851
1318	PNN	0.0113469	0.478016
1319	FKBP3	0.00972588	0.307128
1320	MIS18BP1	0.00862987	0.338774
1321	RPS29	1.23123	7.15716
1322	RPL36AL	0.360148	3.95434
1323	ARF6	0.00701504	0.243246
1324	PYGL	0.0147592	0.155919
1325	GNG2	0.0132875	0.496189
1326	RTRAF	0.0419456	0.880604
1327	CDKN3	0.00657624	0.0761496
1328	CNIH1	0.00942894	0.43823
1329	MAPK1IP1L	0.0128314	0.450014
1330	LGALS3	0.548306	1.29502
1331	KTN1	0.00717113	0.371393
1332	PSMA3	0.0305641	0.485408
1333	DHRS7	0.00893244	0.673638
1334	HIF1A	0.0732492	0.509041
1335	SYNE2	0.0203354	0.469862
1336	EIF2S1	0.00727872	0.273823
1337	VTI1B	0.00650978	0.348698
1338	ZFP36L1	0.0765878	1.11061
1339	ERH	0.0794585	1.02656
1340	SRSF5	0.0399502	1.48121
1341	COX16	0.00707263	0.394078
1342	RBM25	0.0162989	0.657303
1343	NPC2	0.235197	1.31395
1344	TMED10	0.0375406	0.75659
1345	FOS	8.22909	7.1349
1346	AHSA1	0.00926267	0.254822
1347	SPTLC2	0.0112853	0.235134
1348	SLIRP	0.0243992	0.465422
1349	GPR65	0.0070547	0.337478
1350	PSMC1	0.00855442	0.363191
1351	CALM1	0.914916	4.77939
1352	TC2N	0.00856577	0.279623
1353	NDUFB1	0.0472577	0.846038
1354	RIN3	0.0059874	0.222254
1355	DDX24	0.0255558	0.926778
1356	IFI27	32.7218	3.55684
1357	IFI27L2	0.0427307	0.532438
1358	SERPINA1	2.52921	2.18713
1359	TCL1A	0.0127036	0.17274
1360	PAPOLA	0.00896731	0.269485
1361	EVL	0.153871	1.62605
1362	WARS1	0.0548283	0.555485
1363	PPP2R5C	0.00792858	0.467628
1364	HSP90AA1	1.90783	2.84484
1365	TNFAIP2	0.00713927	0.209587
1366	EIF5	0.0240235	0.659187
1367	ATP5MJ	0.198132	1.46333
1368	SIVA1	0.0205947	0.564745
1369	CRIP1	0.0352039	0.791776
1370	IGHA2	0.0110169	0.145322
1371	IGHG4	0.0118372	0.0783932
1372	IGHG2	0.0550111	0.203354
1373	IGHA1	0.911219	1.09546
1374	IGHG1	0.808261	0.989164
1375	IGHG3	0.0387873	0.206128
1376	IGHM	0.543501	0.830781
1377	IGHV6-1	0.183615	0.481166
1378	IGHV1-2	23.1795	2.71948
1379	IGHV1-3	0.338927	0.453782
1380	IGHV4-4	0.0827854	0.175477
1381	IGHV7-4-1	20.2426	1.35325
1382	IGHV2-5	11.1081	1.5366
1383	IGHV3-7	6.76941	1.75107
1384	IGHV3-64D	0.202017	0.181835
1385	IGHV5-10-1	29.9084	1.64886
1386	IGHV3-11	0.15714	0.316069
1387	IGHV3-13	0.0667521	0.160522
1388	IGHV3-15	2.28595	0.734328
1389	IGHV1-18	7.10969	1.74817
1390	IGHV3-20	0.0910148	0.204394
1391	IGHV3-21	3.67748	1.34924
1392	IGHV3-23	1.50614	1.25175
1393	IGHV1-24	9.00012	1.70947
1394	IGHV2-26	0.395452	0.262271
1395	IGHV3-30	5.82612	2.27801
1396	IGHV4-31	0.17426	0.304591
1397	IGHV3-33	1.18605	0.801546
1398	IGHV4-34	16.2981	2.7633
1399	IGHV4-39	6.17261	2.16686
1400	IGHV3-43	0.011462	0.0887835
1401	IGHV1-45	0.0498349	0.0761856
1402	IGHV1-46	2.34259	1.08568
1403	IGHV3-48	7.51325	1.02338
1404	IGHV3-49	0.170366	0.220293
1405	IGHV5-51	4.10527	1.66094
1406	IGHV3-53	0.245627	0.293351
1407	IGHV4-55	1.63191	0.263116
1408	IGHV1-58	0.938014	0.197651
1409	IGHV4-59	1.07972	0.903617
1410	IGHV4-61	0.0740833	0.170825
1411	IGHV3-66	0.201512	0.301922
1412	IGHV1-69	0.0139258	0.0913951
1413	IGHV2-70D	1.26914	0.405809
1414	IGHV1-69-2	0.0540794	0.0768746
1415	IGHV1-69D	0.21661	0.35043
1416	IGHV2-70	3.69164	1.05879
1417	IGHV3-72	0.109626	0.171041
1418	IGHV3-73	0.93592	0.364097
1419	IGHV3-74	1.99085	0.908927
1420	EMC7	0.0103559	0.357637
1421	EMC4	0.00848905	0.429371
1422	NOP10	0.212157	1.19414
1423	SRP14	0.400008	3.13341
1424	CHP1	0.00637693	0.177113
1425	ZNF106	0.00940998	0.362519
1426	CCNDBP1	0.00604132	0.415126
1427	PDIA3	0.15602	1.65933
1428	SERF2	8.75407	8.9297
1429	B2M	131.837	70.891
1430	SQOR	0.00795539	0.173255
1431	DUT	0.122307	0.547058
1432	EID1	0.0305553	1.02619
1433	TMOD3	0.0118815	0.525734
1434	RSL24D1	0.0144153	0.739597
1435	AQP9	0.00773346	0.091804
1436	ADAM10	0.00826622	0.323648
1437	SLTM	0.0144039	0.518013
1438	CCNB2	0.0073531	0.0751109
1439	GTF2A2	0.0142852	0.529046
1440	BNIP2	0.0138488	0.437511
1441	ANXA2	0.999308	1.79106
1442	VPS13C	0.00916703	0.433176
1443	RPS27L	0.0799928	0.979689
1444	USP3	0.0112617	0.408672
1445	CIAO2A	0.0245365	0.529992
1446	PPIB	2.68164	4.01311
1447	RAB11A	0.0119192	0.501207
1448	RPL4	1.16688	4.71615
1449	ANP32A	0.0770689	0.95565
1450	RPLP1	50.3951	42.2067
1451	PKM	0.617505	2.23604
1452	SCAMP2	0.0100593	0.518286
1453	COX5A	0.255014	1.50886
1454	IMP3	0.0114413	0.461911
1455	ETFA	0.0112701	0.393064
1456	PSTPIP1	0.0096893	0.310969
1457	PSMA4	0.0618089	0.668594
1458	MORF4L1	0.0372894	1.24577
1459	CTSH	0.0638719	0.553265
1460	BCL2A1	0.209562	0.581408
1461	MESD	0.0118193	0.430084
1462	IL16	0.0308625	0.527245
1463	SEC11A	0.0502716	0.96523
1464	AKAP13	0.0213862	0.694648
1465	ISG20	0.277234	1.19203
1466	ANPEP	0.0109213	0.138039
1467	IDH2	0.0443738	0.500105
1468	CIB1	0.0171486	0.880014
1469	IQGAP1	0.128421	1.12852
1470	FES	0.00922272	0.159402
1471	SELENOS	0.00928414	0.307627
1472	SNRPA1	0.00786893	0.306631
1473	MPG	0.00609266	0.335917
1474	HBA2	0.0104269	0.0838512
1475	HBA1	0.00739805	0.0723248
1476	MRPL28	0.0112602	0.316994
