Geneid	https://zenodo.org/records/14056162/files/SRR5085169.tabular_SRR5085169
YML074C	59
YML075C	21
YML080W	18
YML081W	27
YML085C	60
YML086C	34
YML088W	16
YML091C	20
YML093W	50
YML096W	13
YML097C	18
YML099C	20
YML100W	16
YML103C	101
YML104C	21
YML105C	17
YML106W	90
YML109W	13
YML110C	35
YML111W	23
YML115C	21
YML117W	39
YML121W	24
YML123C	74
YML124C	46
YML125C	67
YML126C	106
YML127W	25
YML128C	11
YML130C	33
YMR002W	26
YMR004W	18
YMR006C	53
YMR008C	35
YMR010W	14
YMR011W	91
YMR012W	88
YMR014W	24
YMR015C	33
YMR019W	10
YMR027W	31
YMR029C	25
YMR031C	28
YMR032W	17
YMR033W	30
YMR037C	11
YMR038C	24
YMR039C	24
YMR047C	27
YMR049C	60
YMR054W	21
YMR058W	52
YMR061W	28
YMR062C	22
YMR070W	14
YMR074C	29
YMR076C	25
YMR078C	14
YMR079W	15
YMR080C	39
YMR083W	57
YMR089C	31
YMR091C	33
YMR092C	51
YMR093W	24
YMR099C	37
YMR100W	16
YMR102C	17
YMR105C	13
YMR108W	65
YMR109W	23
YMR110C	14
YMR116C	2149
YMR119W	23
YMR120C	139
YMR122W-A	27
YMR123W	17
YMR125W	70
YMR126C	18
YMR128W	47
YMR129W	40
YMR130W	11
YMR131C	92
YMR142C	335
YMR143W	95
YMR145C	95
YMR146C	81
YMR149W	34
YMR152W	15
YMR153W	10
YMR157C	11
YMR158W	17
YMR162C	42
YMR176W	36
YMR178W	13
YMR183C	25
YMR185W	31
YMR186W	805
YMR189W	47
YMR194W	45
YMR196W	23
YMR198W	13
YMR199W	13
YMR200W	13
YMR202W	78
YMR203W	45
YMR205C	179
YMR207C	24
YMR208W	21
YMR211W	12
YMR212C	41
YMR214W	14
YMR215W	38
YMR216C	32
YMR217W	111
YMR218C	21
YMR219W	22
YMR220W	36
YMR221C	16
YMR223W	21
YMR226C	174
YMR229C	188
YMR230W	104
YMR235C	72
YMR237W	22
YMR241W	25
YMR242C	364
YMR243C	83
YMR246W	165
YMR247C	46
YMR251W-A	47
YMR258C	23
YMR259C	50
YMR260C	82
YMR261C	22
YMR264W	25
YMR266W	41
YMR267W	19
YMR270C	16
YMR272C	87
YMR276W	20
YMR277W	22
YMR278W	20
YMR282C	24
YMR285C	12
YMR288W	16
YMR289W	14
YMR290C	167
YMR295C	19
YMR296C	14
YMR297W	118
YMR298W	27
YMR300C	55
YMR301C	21
YMR302C	11
YMR304W	26
YMR305C	112
YMR307W	675
YMR308C	96
YMR309C	118
YMR314W	54
YMR315W	15
YMR318C	103
YMR319C	25
YNL002C	50
YNL004W	24
YNL007C	26
YNL008C	32
YNL010W	129
YNL016W	36
YNL021W	16
YNL022C	26
YNL023C	17
YNL030W	156
YNL031C	136
YNL035C	10
YNL037C	34
YNL038W	19
YNL041C	27
YNL044W	41
YNL045W	64
YNL048W	20
YNL049C	18
YNL055C	57
YNL059C	25
YNL061W	45
YNL062C	30
YNL064C	41
YNL065W	12
YNL066W	54
YNL067W	265
YNL069C	456
YNL070W	15
YNL071W	79
YNL073W	14
YNL075W	24
YNL079C	44
YNL080C	13
YNL081C	16
YNL084C	27
YNL085W	54
YNL087W	111
YNL088W	81
YNL090W	25
YNL091W	27
YNL096C	94
YNL098C	28
YNL099C	44
YNL101W	11
YNL102W	32
YNL104C	46
YNL110C	24
YNL112W	268
YNL113W	62
YNL115C	11
YNL118C	40
YNL119W	19
YNL121C	55
YNL123W	37
YNL126W	17
YNL131W	39
YNL132W	48
YNL134C	63
YNL135C	38
YNL137C	25
YNL138W	39
YNL139C	43
YNL141W	74
YNL145W	18
YNL151C	12
YNL153C	14
YNL154C	55
YNL155W	24
YNL156C	45
YNL160W	38
YNL161W	22
YNL162W	158
YNL163C	42
YNL166C	8
YNL168C	23
YNL169C	18
YNL172W	14
YNL175C	58
YNL177C	20
YNL178W	1135
YNL180C	17
YNL181W	19
YNL182C	20
YNL183C	19
YNL186W	22
YNL189W	99
YNL190W	24
YNL192W	27
YNL201C	29
YNL207W	39
YNL208W	30
YNL209W	246
YNL212W	32
YNL216W	26
YNL217W	20
YNL219C	23
YNL220W	92
YNL221C	25
YNL227C	20
YNL229C	24
YNL231C	21
YNL233W	15
YNL238W	22
YNL239W	44
YNL241C	51
YNL243W	56
YNL244C	52
YNL247W	66
YNL248C	39
YNL251C	23
YNL255C	386
YNL256W	20
YNL257C	29
YNL258C	27
YNL259C	20
YNL261W	21
YNL262W	26
YNL263C	31
YNL267W	35
YNL268W	28
YNL271C	26
YNL273W	15
YNL280C	42
YNL281W	58
YNL287W	114
YNL288W	14
YNL290W	41
YNL291C	23
YNL294C	11
YNL297C	26
YNL299W	21
YNL301C	108
YNL302C	146
YNL306W	15
YNL307C	29
YNL308C	32
YNL310C	19
YNL311C	20
YNL313C	41
YNL322C	18
YNL323W	25
YNL327W	66
YNL330C	33
YNR001C	22
YNR011C	18
YNR013C	18
YNR015W	28
YNR016C	344
YNR017W	16
YNR021W	107
YNR028W	37
YNR029C	12
YNR030W	17
YNR031C	30
YNR033W	10
YNR035C	29
YNR038W	32
YNR043W	20
YNR050C	67
YNR051C	42
YNR052C	17
YNR053C	68
YNR054C	26
YNR055C	21
YNR067C	38
YOL002C	16
YOL004W	39
YOL005C	29
YOL006C	30
YOL010W	14
YOL013C	13
YOL016C	19
YOL018C	23
YOL020W	25
YOL021C	41
YOL022C	39
YOL030W	34
YOL031C	16
YOL036W	14
YOL038W	29
YOL039W	131
YOL040C	205
YOL041C	35
YOL045W	15
YOL049W	30
YOL051W	15
YOL052C	16
YOL056W	28
YOL057W	47
YOL059W	31
YOL060C	14
YOL061W	35
YOL062C	26
YOL063C	15
YOL064C	19
YOL065C	10
YOL066C	14
YOL068C	34
YOL070C	13
YOL076W	25
YOL077C	65
YOL077W-A	10
YOL078W	21
YOL080C	10
YOL081W	71
YOL086C	2073
YOL088C	41
YOL089C	12
YOL090W	33
YOL092W	28
YOL096C	19
YOL097C	79
YOL098C	89
YOL103W	23
YOL105C	10
YOL109W	126
YOL112W	16
YOL115W	17
YOL120C	1187
YOL121C	122
YOL122C	23
YOL123W	36
YOL124C	18
YOL125W	22
YOL126C	34
YOL127W	451
YOL129W	21
YOL130W	19
YOL139C	137
YOL143C	32
YOL144W	16
YOL145C	50
YOL151W	25
YOL158C	23
YOR001W	21
YOR002W	29
YOR007C	151
YOR014W	31
YOR020C	65
YOR021C	73
YOR027W	45
YOR033C	17
YOR034C	14
YOR038C	11
YOR039W	45
YOR042W	22
YOR043W	28
YOR046C	32
YOR048C	44
YOR051C	85
YOR052C	19
YOR056C	24
YOR057W	15
YOR061W	36
YOR063W	2050
YOR067C	15
YOR069W	14
YOR073W	10
YOR074C	13
YOR076C	14
YOR078W	25
YOR080W	16
YOR086C	72
YOR087W	25
YOR091W	25
YOR093C	15
YOR094W	11
YOR095C	41
YOR096W	440
YOR098C	12
YOR099W	125
YOR101W	24
YOR108W	50
YOR109W	50
YOR110W	16
YOR112W	22
YOR115C	14
YOR116C	78
YOR117W	84
YOR118W	21
YOR119C	32
YOR122C	44
YOR123C	25
YOR124C	34
YOR127W	16
YOR128C	58
YOR131C	17
YOR133W	43
YOR136W	37
YOR138C	15
YOR141C	26
YOR142W	21
YOR145C	42
YOR147W	12
YOR150W	16
YOR151C	210
YOR153W	84
YOR155C	28
YOR157C	36
YOR160W	16
YOR164C	39
YOR165W	31
YOR167C	521
YOR168W	147
YOR171C	19
YOR172W	11
YOR175C	59
YOR176W	16
YOR182C	39
YOR184W	43
YOR187W	61
YOR188W	20
YOR191W	28
YOR194C	20
YOR195W	29
YOR196C	14
YOR197W	29
YOR198C	67
YOR204W	68
YOR206W	58
YOR207C	69
YOR209C	68
YOR211C	14
YOR212W	23
YOR216C	40
YOR217W	39
YOR219C	16
YOR222W	25
YOR227W	26
YOR230W	88
YOR231W	11
YOR232W	70
YOR234C	96
YOR239W	36
YOR241W	17
YOR243C	78
YOR246C	40
YOR251C	14
YOR254C	77
YOR256C	28
YOR259C	55
YOR260W	36
YOR261C	225
YOR262W	10
YOR270C	195
YOR271C	44
YOR272W	43
YOR276W	48
YOR281C	13
YOR283W	37
YOR285W	14
YOR287C	12
YOR290C	24
YOR291W	15
YOR293W	165
YOR296W	18
YOR298C-A	35
YOR299W	14
YOR301W	19
YOR303W	47
YOR304W	30
YOR310C	210
YOR312C	428
YOR315W	22
YOR316C	13
YOR317W	35
YOR321W	11
YOR322C	14
YOR323C	65
YOR326W	149
YOR329C	16
YOR330C	14
YOR332W	60
YOR335C	134
YOR336W	20
YOR337W	19
YOR340C	22
YOR341W	215
YOR344C	26
YOR346W	41
YOR354C	21
YOR355W	28
YOR356W	28
YOR357C	15
YOR360C	14
YOR361C	247
YOR362C	28
YOR369C	662
YOR370C	29
YOR371C	11
YOR375C	63
YPL004C	62
YPL006W	12
YPL009C	33
YPL010W	52
YPL012W	66
YPL013C	23
YPL015C	13
YPL019C	101
YPL020C	8
YPL022W	34
YPL028W	136
YPL031C	16
YPL032C	17
YPL037C	87
YPL040C	11
YPL043W	59
YPL045W	43
YPL048W	62
YPL050C	31
YPL053C	37
YPL058C	45
YPL061W	159
YPL063W	38
YPL075W	25
YPL078C	47
YPL079W	240
YPL081W	96
YPL082C	37
YPL085W	25
YPL086C	81
YPL090C	460
YPL091W	64
YPL093W	61
YPL094C	22
YPL101W	24
YPL105C	33
YPL106C	208
YPL111W	26
YPL112C	23
YPL115C	18
YPL117C	26
YPL118W	19
YPL125W	31
YPL126W	97
YPL128C	11
YPL129W	18
YPL131W	304
YPL135W	18
YPL137C	14
YPL143W	232
YPL144W	15
YPL145C	46
YPL146C	51
YPL150W	14
YPL154C	55
YPL155C	14
YPL157W	32
YPL160W	213
YPL163C	32
YPL169C	13
YPL170W	21
YPL175W	28
YPL176C	45
YPL177C	16
YPL178W	15
YPL179W	15
YPL183C	57
YPL184C	28
YPL188W	21
YPL190C	25
YPL195W	35
YPL198W	74
YPL199C	24
YPL206C	16
YPL207W	61
YPL210C	54
YPL211W	25
YPL212C	30
YPL217C	52
YPL218W	87
YPL220W	92
YPL221W	28
YPL225W	49
YPL226W	156
YPL227C	15
YPL228W	19
YPL231W	251
YPL232W	35
YPL234C	49
YPL235W	30
YPL237W	106
YPL239W	33
YPL240C	94
YPL241C	15
YPL242C	95
YPL243W	57
YPL244C	17
YPL245W	42
YPL246C	17
YPL249C	14
YPL249C-A	160
YPL254W	10
YPL256C	23
YPL259C	19
YPL260W	37
YPL262W	29
YPL263C	37
YPL266W	22
YPL268W	21
YPL270W	15
YPL273W	41
YPL274W	17
YPR004C	14
YPR009W	11
YPR010C	189
YPR016C	45
YPR019W	22
YPR021C	27
YPR023C	19
YPR024W	53
YPR028W	55
YPR029C	53
YPR031W	29
YPR033C	57
YPR035W	148
YPR036W	212
YPR037C	24
YPR041W	213
YPR043W	127
YPR048W	22
YPR055W	14
YPR058W	27
YPR060C	15
YPR062W	30
YPR069C	44
YPR070W	14
YPR072W	26
YPR073C	15
YPR074C	183
YPR080W	156
YPR086W	25
YPR088C	42
YPR089W	34
YPR095C	11
YPR097W	26
YPR102C	72
YPR103W	50
YPR104C	22
YPR105C	47
YPR106W	11
YPR108W	32
YPR110C	63
YPR112C	56
YPR113W	26
YPR114W	11
YPR115W	10
YPR117W	22
YPR118W	56
YPR119W	14
YPR122W	25
YPR124W	20
YPR125W	16
YPR129W	15
YPR132W	222
YPR133C	46
YPR133W-A	19
YPR137W	29
YPR139C	17
YPR144C	62
YPR145W	280
YPR148C	45
YPR149W	88
YPR156C	13
YPR159W	63
YPR160W	20
YPR161C	13
YPR163C	100
YPR164W	23
YPR165W	53
YPR166C	22
YPR169W	30
YPR171W	11
YPR173C	33
YPR175W	11
YPR176C	13
YPR181C	50
YPR182W	18
YPR183W	32
YPR185W	23
YPR187W	50
YPR189W	24
YPR190C	19
YPR191W	17
YPR198W	11
snR11	15
snR128	101
snR13	19
snR18	56
snR19	35
snR190	30
snR24	22
snR30	12
snR35	25
snR38	10
snR39	13
snR39B	28
snR4	12
snR40	97
snR44	30
snR45	28
snR47	66
snR48	27
snR52	115
snR54	187
snR58	20
snR61	36
snR63	11
snR64	94
snR67	31
snR68	13
snR77	23
snR9	16
tG(GCC)D2	109
tQ(CUG)M	13
