Geneid	https://zenodo.org/records/14056162/files/SRR5085170.tabular_SRR5085170
YML074C	33
YML075C	14
YML080W	18
YML081W	15
YML085C	35
YML086C	12
YML088W	10
YML091C	14
YML093W	28
YML096W	6
YML097C	11
YML099C	19
YML100W	16
YML103C	62
YML104C	17
YML105C	6
YML106W	42
YML109W	10
YML110C	42
YML111W	11
YML115C	16
YML117W	30
YML121W	13
YML123C	50
YML124C	22
YML125C	35
YML126C	61
YML127W	19
YML128C	10
YML130C	27
YMR002W	10
YMR004W	9
YMR006C	30
YMR008C	11
YMR010W	8
YMR011W	44
YMR012W	68
YMR014W	13
YMR015C	17
YMR019W	8
YMR027W	27
YMR029C	14
YMR031C	19
YMR032W	10
YMR033W	29
YMR037C	11
YMR038C	13
YMR039C	19
YMR047C	20
YMR049C	43
YMR054W	11
YMR058W	24
YMR061W	10
YMR062C	16
YMR070W	5
YMR074C	15
YMR076C	11
YMR078C	13
YMR079W	6
YMR080C	28
YMR083W	35
YMR089C	31
YMR091C	15
YMR092C	35
YMR093W	12
YMR099C	22
YMR100W	7
YMR102C	13
YMR105C	13
YMR108W	54
YMR109W	17
YMR110C	11
YMR116C	1208
YMR119W	16
YMR120C	92
YMR122W-A	10
YMR123W	10
YMR125W	37
YMR126C	10
YMR128W	22
YMR129W	29
YMR130W	12
YMR131C	63
YMR142C	199
YMR143W	44
YMR145C	66
YMR146C	44
YMR149W	17
YMR152W	14
YMR153W	11
YMR157C	12
YMR158W	7
YMR162C	19
YMR176W	22
YMR178W	5
YMR183C	22
YMR185W	20
YMR186W	511
YMR189W	31
YMR194W	28
YMR196W	18
YMR198W	10
YMR199W	6
YMR200W	11
YMR202W	37
YMR203W	31
YMR205C	119
YMR207C	10
YMR208W	13
YMR211W	11
YMR212C	25
YMR214W	14
YMR215W	21
YMR216C	16
YMR217W	76
YMR218C	18
YMR219W	17
YMR220W	9
YMR221C	11
YMR223W	8
YMR226C	127
YMR229C	90
YMR230W	61
YMR235C	36
YMR237W	20
YMR241W	17
YMR242C	220
YMR243C	42
YMR246W	94
YMR247C	28
YMR251W-A	31
YMR258C	13
YMR259C	22
YMR260C	41
YMR261C	10
YMR264W	21
YMR266W	29
YMR267W	10
YMR270C	11
YMR272C	58
YMR276W	10
YMR277W	10
YMR278W	13
YMR282C	16
YMR285C	10
YMR288W	12
YMR289W	5
YMR290C	83
YMR295C	12
YMR296C	12
YMR297W	76
YMR298W	17
YMR300C	30
YMR301C	14
YMR302C	12
YMR304W	14
YMR305C	56
YMR307W	396
YMR308C	65
YMR309C	76
YMR314W	39
YMR315W	15
YMR318C	85
YMR319C	13
YNL002C	22
YNL004W	12
YNL007C	12
YNL008C	19
YNL010W	81
YNL016W	33
YNL021W	11
YNL022C	14
YNL023C	12
YNL030W	92
YNL031C	91
YNL035C	5
YNL037C	32
YNL038W	9
YNL041C	16
YNL044W	15
YNL045W	38
YNL048W	13
YNL049C	12
YNL055C	47
YNL059C	13
YNL061W	16
YNL062C	13
YNL064C	27
YNL065W	11
YNL066W	29
YNL067W	140
YNL069C	243
YNL070W	9
YNL071W	43
YNL073W	11
YNL075W	10
YNL079C	33
YNL080C	12
YNL081C	9
YNL084C	16
YNL085W	36
YNL087W	57
YNL088W	38
YNL090W	12
YNL091W	29
YNL096C	54
YNL098C	24
YNL099C	20
YNL101W	13
YNL102W	19
YNL104C	27
YNL110C	15
YNL112W	135
YNL113W	30
YNL115C	12
YNL118C	22
YNL119W	16
YNL121C	25
YNL123W	16
YNL126W	18
YNL131W	24
YNL132W	14
YNL134C	44
YNL135C	20
YNL137C	12
YNL138W	22
YNL139C	22
YNL141W	23
YNL145W	12
YNL151C	7
YNL153C	18
YNL154C	34
YNL155W	12
YNL156C	31
YNL160W	28
YNL161W	12
YNL162W	104
YNL163C	19
YNL166C	11
YNL168C	15
YNL169C	9
YNL172W	16
YNL175C	26
YNL177C	13
YNL178W	783
YNL180C	7
YNL181W	7
YNL182C	12
YNL183C	14
YNL186W	13
YNL189W	76
YNL190W	13
YNL192W	30
YNL201C	12
YNL207W	20
YNL208W	18
YNL209W	146
YNL212W	24
YNL216W	15
YNL217W	12
YNL219C	13
YNL220W	54
YNL221C	11
YNL227C	8
YNL229C	11
YNL231C	16
YNL233W	10
YNL238W	21
YNL239W	33
YNL241C	23
YNL243W	44
YNL244C	16
YNL247W	57
YNL248C	28
YNL251C	22
YNL255C	255
YNL256W	13
YNL257C	17
YNL258C	11
YNL259C	7
YNL261W	12
YNL262W	19
YNL263C	14
YNL267W	14
YNL268W	16
YNL271C	16
YNL273W	7
YNL280C	16
YNL281W	35
YNL287W	54
YNL288W	9
YNL290W	20
YNL291C	13
YNL294C	12
YNL297C	15
YNL299W	14
YNL301C	73
YNL302C	83
YNL306W	17
YNL307C	24
YNL308C	17
YNL310C	11
YNL311C	12
YNL313C	25
YNL322C	10
YNL323W	13
YNL327W	51
YNL330C	6
YNR001C	15
YNR011C	10
YNR013C	15
YNR015W	14
YNR016C	221
YNR017W	10
YNR021W	62
YNR028W	18
YNR029C	4
YNR030W	13
YNR031C	21
YNR033W	11
YNR035C	15
YNR038W	6
YNR043W	18
YNR050C	38
YNR051C	27
YNR052C	8
YNR053C	33
YNR054C	15
YNR055C	16
YNR067C	20
YOL002C	13
YOL004W	20
YOL005C	13
YOL006C	21
YOL010W	10
YOL013C	7
YOL016C	11
YOL018C	5
YOL020W	15
YOL021C	22
YOL022C	14
YOL030W	25
YOL031C	10
YOL036W	12
YOL038W	17
YOL039W	88
YOL040C	134
YOL041C	18
YOL045W	10
YOL049W	28
YOL051W	7
YOL052C	12
YOL056W	8
YOL057W	33
YOL059W	16
YOL060C	5
YOL061W	16
YOL062C	15
YOL063C	6
YOL064C	8
YOL065C	6
YOL066C	5
YOL068C	19
YOL070C	14
YOL076W	17
YOL077C	33
YOL077W-A	11
YOL078W	13
YOL080C	10
YOL081W	27
YOL086C	1294
YOL088C	31
YOL089C	9
YOL090W	24
YOL092W	9
YOL096C	11
YOL097C	41
YOL098C	64
YOL103W	23
YOL105C	16
YOL109W	72
YOL112W	16
YOL115W	9
YOL120C	712
YOL121C	88
YOL122C	15
YOL123W	30
YOL124C	6
YOL125W	14
YOL126C	26
YOL127W	257
YOL129W	20
YOL130W	15
YOL139C	93
YOL143C	19
YOL144W	15
YOL145C	23
YOL151W	11
YOL158C	15
YOR001W	13
YOR002W	17
YOR007C	95
YOR014W	22
YOR020C	46
YOR021C	52
YOR027W	21
YOR033C	7
YOR034C	8
YOR038C	11
YOR039W	29
YOR042W	16
YOR043W	12
YOR046C	24
YOR048C	27
YOR051C	53
YOR052C	14
YOR056C	13
YOR057W	12
YOR061W	25
YOR063W	1237
YOR067C	12
YOR069W	4
YOR073W	12
YOR074C	6
YOR076C	8
YOR078W	20
YOR080W	10
YOR086C	39
YOR087W	14
YOR091W	12
YOR093C	9
YOR094W	10
YOR095C	34
YOR096W	267
YOR098C	9
YOR099W	98
YOR101W	13
YOR108W	21
YOR109W	30
YOR110W	8
YOR112W	13
YOR115C	11
YOR116C	41
YOR117W	50
YOR118W	10
YOR119C	15
YOR122C	27
YOR123C	25
YOR124C	22
YOR127W	13
YOR128C	32
YOR131C	14
YOR133W	26
YOR136W	38
YOR138C	11
YOR141C	18
YOR142W	16
YOR145C	28
YOR147W	4
YOR150W	11
YOR151C	124
YOR153W	58
YOR155C	12
YOR157C	24
YOR160W	5
YOR164C	37
YOR165W	22
YOR167C	307
YOR168W	100
YOR171C	11
YOR172W	6
YOR175C	44
YOR176W	15
YOR182C	20
YOR184W	25
YOR187W	39
YOR188W	17
YOR191W	12
YOR194C	10
YOR195W	21
YOR196C	6
YOR197W	12
YOR198C	34
YOR204W	52
YOR206W	28
YOR207C	36
YOR209C	48
YOR211C	10
YOR212W	18
YOR216C	27
YOR217W	16
YOR219C	11
YOR222W	11
YOR227W	12
YOR230W	62
YOR231W	8
YOR232W	36
YOR234C	58
YOR239W	14
YOR241W	9
YOR243C	58
YOR246C	18
YOR251C	6
YOR254C	57
YOR256C	22
YOR259C	34
YOR260W	17
YOR261C	177
YOR262W	10
YOR270C	140
YOR271C	28
YOR272W	27
YOR276W	21
YOR281C	13
YOR283W	22
YOR285W	10
YOR287C	10
YOR290C	17
YOR291W	15
YOR293W	79
YOR296W	20
YOR298C-A	15
YOR299W	9
YOR301W	11
YOR303W	14
YOR304W	28
YOR310C	147
YOR312C	257
YOR315W	12
YOR316C	5
YOR317W	32
YOR321W	4
YOR322C	12
YOR323C	26
YOR326W	82
YOR329C	10
YOR330C	16
YOR332W	50
YOR335C	93
YOR336W	5
YOR337W	16
YOR340C	17
YOR341W	108
YOR344C	25
YOR346W	25
YOR354C	14
YOR355W	20
YOR356W	20
YOR357C	15
YOR360C	7
YOR361C	125
YOR362C	23
YOR369C	409
YOR370C	12
YOR371C	3
YOR375C	39
YPL004C	60
YPL006W	12
YPL009C	22
YPL010W	30
YPL012W	45
YPL013C	14
YPL015C	14
YPL019C	81
YPL020C	13
YPL022W	24
YPL028W	88
YPL031C	10
YPL032C	20
YPL037C	59
YPL040C	14
YPL043W	40
YPL045W	37
YPL048W	49
YPL050C	21
YPL053C	31
YPL058C	20
YPL061W	128
YPL063W	27
YPL075W	15
YPL078C	30
YPL079W	145
YPL081W	63
YPL082C	26
YPL085W	14
YPL086C	30
YPL090C	317
YPL091W	40
YPL093W	49
YPL094C	11
YPL101W	16
YPL105C	17
YPL106C	104
YPL111W	13
YPL112C	10
YPL115C	14
YPL117C	8
YPL118W	12
YPL125W	23
YPL126W	60
YPL128C	4
YPL129W	12
YPL131W	191
YPL135W	16
YPL137C	4
YPL143W	150
YPL144W	10
YPL145C	12
YPL146C	34
YPL150W	12
YPL154C	31
YPL155C	10
YPL157W	30
YPL160W	134
YPL163C	13
YPL169C	10
YPL170W	10
YPL175W	18
YPL176C	25
YPL177C	14
YPL178W	14
YPL179W	14
YPL183C	23
YPL184C	15
YPL188W	10
YPL190C	23
YPL195W	18
YPL198W	53
YPL199C	12
YPL206C	16
YPL207W	31
YPL210C	27
YPL211W	18
YPL212C	17
YPL217C	33
YPL218W	62
YPL220W	55
YPL221W	13
YPL225W	34
YPL226W	124
YPL227C	11
YPL228W	12
YPL231W	139
YPL232W	24
YPL234C	40
YPL235W	6
YPL237W	54
YPL239W	16
YPL240C	52
YPL241C	9
YPL242C	52
YPL243W	31
YPL244C	7
YPL245W	24
YPL246C	12
YPL249C	5
YPL249C-A	98
YPL254W	9
YPL256C	36
YPL259C	8
YPL260W	14
YPL262W	21
YPL263C	16
YPL266W	14
YPL268W	13
YPL270W	12
YPL273W	29
YPL274W	7
YPR004C	11
YPR009W	10
YPR010C	95
YPR016C	23
YPR019W	10
YPR021C	14
YPR023C	12
YPR024W	33
YPR028W	35
YPR029C	33
YPR031W	17
YPR033C	46
YPR035W	135
YPR036W	155
YPR037C	8
YPR041W	163
YPR043W	83
YPR048W	17
YPR055W	13
YPR058W	14
YPR060C	8
YPR062W	16
YPR069C	20
YPR070W	9
YPR072W	12
YPR073C	11
YPR074C	126
YPR080W	108
YPR086W	18
YPR088C	21
YPR089W	7
YPR095C	11
YPR097W	12
YPR102C	57
YPR103W	41
YPR104C	17
YPR105C	41
YPR106W	1
YPR108W	29
YPR110C	40
YPR112C	32
YPR113W	21
YPR114W	10
YPR115W	11
YPR117W	14
YPR118W	47
YPR119W	12
YPR122W	25
YPR124W	16
YPR125W	12
YPR129W	5
YPR132W	142
YPR133C	32
YPR133W-A	12
YPR137W	20
YPR139C	12
YPR144C	29
YPR145W	154
YPR148C	24
YPR149W	42
YPR156C	14
YPR159W	38
YPR160W	22
YPR161C	13
YPR163C	76
YPR164W	18
YPR165W	29
YPR166C	5
YPR169W	15
YPR171W	8
YPR173C	17
YPR175W	10
YPR176C	8
YPR181C	39
YPR182W	7
YPR183W	31
YPR185W	11
YPR187W	23
YPR189W	20
YPR190C	13
YPR191W	11
YPR198W	4
snR11	13
snR128	64
snR13	11
snR18	35
snR19	32
snR190	22
snR24	16
snR30	7
snR35	17
snR38	5
snR39	11
snR39B	20
snR4	12
snR40	74
snR44	16
snR45	14
snR47	33
snR48	17
snR52	125
snR54	107
snR58	16
snR61	33
snR63	12
snR64	45
snR67	24
snR68	14
snR77	16
snR9	11
tG(GCC)D2	126
tQ(CUG)M	9
