Geneid	https://zenodo.org/records/14056162/files/SRR5085167.tabular_SRR5085167
YML075C	10
YML080W	6
YML081W	24
YML085C	23
YML086C	19
YML088W	3
YML091C	5
YML093W	22
YML096W	9
YML097C	3
YML099C	7
YML100W	3
YML103C	42
YML104C	6
YML105C	14
YML106W	36
YML109W	6
YML110C	18
YML111W	9
YML115C	8
YML117W	22
YML121W	6
YML123C	159
YML124C	17
YML125C	33
YML126C	46
YML127W	16
YML128C	3
YML130C	21
YMR002W	7
YMR004W	6
YMR006C	17
YMR008C	19
YMR010W	10
YMR011W	51
YMR012W	43
YMR014W	10
YMR015C	17
YMR019W	10
YMR027W	13
YMR029C	7
YMR031C	22
YMR032W	3
YMR033W	19
YMR037C	7
YMR038C	17
YMR039C	9
YMR047C	19
YMR049C	33
YMR054W	9
YMR058W	30
YMR061W	13
YMR062C	8
YMR070W	7
YMR074C	18
YMR076C	8
YMR078C	7
YMR079W	11
YMR080C	30
YMR083W	26
YMR089C	19
YMR091C	17
YMR092C	23
YMR093W	16
YMR099C	18
YMR100W	8
YMR102C	7
YMR105C	5
YMR108W	39
YMR109W	12
YMR110C	21
YMR116C	1352
YMR119W	15
YMR120C	75
YMR122W-A	5
YMR123W	7
YMR125W	34
YMR126C	3
YMR128W	19
YMR129W	22
YMR130W	6
YMR131C	48
YMR142C	164
YMR143W	32
YMR145C	44
YMR146C	43
YMR149W	11
YMR152W	4
YMR153W	6
YMR157C	7
YMR158W	6
YMR162C	20
YMR176W	11
YMR178W	10
YMR183C	17
YMR185W	13
YMR186W	491
YMR189W	12
YMR194W	24
YMR196W	6
YMR198W	5
YMR199W	15
YMR200W	8
YMR202W	28
YMR203W	24
YMR205C	117
YMR207C	6
YMR208W	8
YMR211W	3
YMR212C	29
YMR214W	12
YMR215W	23
YMR216C	12
YMR217W	68
YMR218C	13
YMR219W	9
YMR220W	17
YMR221C	10
YMR223W	6
YMR226C	90
YMR229C	95
YMR230W	71
YMR235C	46
YMR237W	10
YMR241W	10
YMR242C	206
YMR243C	54
YMR246W	70
YMR247C	24
YMR251W-A	12
YMR258C	11
YMR259C	23
YMR260C	52
YMR261C	10
YMR264W	13
YMR266W	23
YMR267W	4
YMR270C	12
YMR272C	30
YMR276W	7
YMR277W	9
YMR278W	6
YMR282C	13
YMR285C	8
YMR288W	4
YMR289W	10
YMR290C	67
YMR295C	18
YMR296C	9
YMR297W	80
YMR298W	10
YMR300C	35
YMR301C	9
YMR302C	16
YMR304W	17
YMR305C	44
YMR307W	360
YMR308C	41
YMR309C	57
YMR314W	29
YMR315W	8
YMR318C	60
YMR319C	15
YNL002C	28
YNL004W	17
YNL007C	15
YNL008C	11
YNL010W	58
YNL016W	22
YNL021W	4
YNL022C	12
YNL023C	4
YNL030W	58
YNL031C	57
YNL035C	7
YNL037C	22
YNL038W	10
YNL041C	9
YNL044W	14
YNL045W	15
YNL048W	6
YNL049C	10
YNL055C	41
YNL059C	14
YNL061W	10
YNL062C	7
YNL064C	22
YNL065W	8
YNL066W	17
YNL067W	138
YNL069C	238
YNL070W	10
YNL071W	34
YNL073W	2
YNL075W	8
YNL079C	22
YNL080C	4
YNL081C	5
YNL084C	17
YNL085W	23
YNL087W	53
YNL088W	28
YNL090W	9
YNL091W	15
YNL096C	55
YNL098C	16
YNL099C	17
YNL101W	10
YNL102W	18
YNL104C	24
YNL110C	15
YNL112W	142
YNL113W	38
YNL115C	7
YNL118C	12
YNL119W	5
YNL121C	18
YNL123W	18
YNL126W	4
YNL131W	28
YNL132W	22
YNL134C	59
YNL135C	23
YNL137C	11
YNL138W	21
YNL139C	24
YNL141W	11
YNL145W	14
YNL151C	3
YNL153C	7
YNL154C	27
YNL155W	17
YNL156C	17
YNL160W	8
YNL161W	8
YNL162W	86
YNL163C	22
YNL166C	6
YNL168C	12
YNL169C	10
YNL172W	8
YNL175C	19
YNL177C	5
YNL178W	649
YNL180C	4
YNL181W	13
YNL182C	11
YNL183C	8
YNL186W	12
YNL189W	42
YNL190W	11
YNL192W	18
YNL201C	13
YNL207W	22
YNL208W	14
YNL209W	149
YNL212W	11
YNL216W	7
YNL217W	12
YNL219C	15
YNL220W	56
YNL221C	10
YNL227C	7
YNL229C	16
YNL231C	11
YNL233W	5
YNL238W	13
YNL239W	31
YNL241C	37
YNL243W	25
YNL244C	23
YNL247W	42
YNL248C	32
YNL251C	9
YNL255C	212
YNL256W	11
YNL257C	23
YNL258C	10
YNL259C	10
YNL261W	6
YNL262W	7
YNL263C	16
YNL267W	12
YNL268W	13
YNL271C	19
YNL273W	7
YNL280C	20
YNL281W	25
YNL287W	67
YNL288W	11
YNL290W	20
YNL291C	9
YNL294C	10
YNL297C	16
YNL299W	13
YNL301C	56
YNL302C	72
YNL306W	7
YNL307C	19
YNL308C	14
YNL310C	4
YNL311C	9
YNL313C	18
YNL322C	16
YNL323W	8
YNL327W	34
YNL330C	13
YNR001C	14
YNR011C	3
YNR013C	11
YNR015W	17
YNR016C	161
YNR017W	5
YNR021W	44
YNR028W	12
YNR029C	10
YNR030W	14
YNR031C	21
YNR033W	9
YNR035C	10
YNR038W	11
YNR043W	13
YNR050C	36
YNR051C	27
YNR052C	9
YNR053C	37
YNR054C	4
YNR055C	12
YNR067C	17
YOL002C	6
YOL004W	27
YOL005C	6
YOL006C	14
YOL010W	8
YOL013C	10
YOL016C	13
YOL018C	10
YOL020W	13
YOL021C	24
YOL022C	18
YOL030W	24
YOL031C	6
YOL036W	7
YOL038W	28
YOL039W	76
YOL040C	117
YOL041C	19
YOL045W	7
YOL049W	20
YOL051W	6
YOL052C	3
YOL056W	7
YOL057W	16
YOL059W	11
YOL060C	13
YOL061W	18
YOL062C	14
YOL063C	9
YOL064C	11
YOL065C	7
YOL066C	7
YOL068C	19
YOL070C	10
YOL076W	17
YOL077C	28
YOL077W-A	9
YOL078W	11
YOL080C	9
YOL081W	29
YOL086C	1155
YOL088C	13
YOL089C	4
YOL090W	11
YOL092W	11
YOL096C	4
YOL097C	37
YOL098C	30
YOL103W	13
YOL105C	9
YOL109W	52
YOL112W	10
YOL115W	7
YOL120C	716
YOL121C	54
YOL122C	10
YOL123W	17
YOL124C	11
YOL125W	6
YOL126C	21
YOL127W	226
YOL129W	13
YOL130W	14
YOL139C	69
YOL143C	17
YOL144W	11
YOL145C	19
YOL151W	14
YOL158C	14
YOR001W	10
YOR002W	25
YOR007C	85
YOR014W	22
YOR020C	27
YOR021C	26
YOR027W	18
YOR033C	5
YOR034C	4
YOR038C	8
YOR039W	29
YOR042W	7
YOR043W	18
YOR046C	21
YOR048C	28
YOR051C	37
YOR052C	4
YOR056C	15
YOR057W	6
YOR061W	16
YOR063W	1127
YOR067C	10
YOR069W	5
YOR073W	6
YOR074C	7
YOR076C	7
YOR078W	13
YOR080W	6
YOR086C	35
YOR087W	8
YOR091W	8
YOR093C	9
YOR094W	6
YOR095C	26
YOR096W	245
YOR098C	11
YOR099W	85
YOR101W	7
YOR108W	32
YOR109W	20
YOR110W	9
YOR112W	5
YOR115C	10
YOR116C	41
YOR117W	35
YOR118W	6
YOR119C	5
YOR122C	22
YOR123C	5
YOR124C	22
YOR127W	16
YOR128C	41
YOR131C	7
YOR133W	23
YOR136W	27
YOR138C	6
YOR141C	12
YOR142W	16
YOR145C	25
YOR147W	4
YOR150W	2
YOR151C	103
YOR153W	56
YOR155C	9
YOR157C	12
YOR160W	14
YOR164C	25
YOR165W	13
YOR167C	318
YOR168W	85
YOR171C	8
YOR172W	13
YOR175C	24
YOR176W	14
YOR182C	13
YOR184W	19
YOR187W	19
YOR188W	13
YOR191W	8
YOR194C	11
YOR195W	20
YOR196C	13
YOR197W	17
YOR198C	31
YOR204W	53
YOR206W	30
YOR207C	35
YOR209C	39
YOR211C	4
YOR212W	13
YOR216C	8
YOR217W	13
YOR219C	4
YOR222W	4
YOR227W	16
YOR230W	51
YOR231W	5
YOR232W	48
YOR234C	33
YOR239W	12
YOR241W	9
YOR243C	49
YOR246C	28
YOR251C	10
YOR254C	46
YOR256C	24
YOR259C	24
YOR260W	26
YOR261C	135
YOR262W	3
YOR270C	91
YOR271C	25
YOR272W	22
YOR276W	28
YOR281C	10
YOR283W	17
YOR285W	1
YOR287C	3
YOR290C	12
YOR291W	13
YOR293W	92
YOR296W	8
YOR298C-A	23
YOR299W	8
YOR301W	8
YOR303W	21
YOR304W	12
YOR310C	120
YOR312C	243
YOR315W	14
YOR316C	9
YOR317W	13
YOR321W	10
YOR322C	14
YOR323C	34
YOR326W	47
YOR329C	8
YOR330C	15
YOR332W	38
YOR335C	68
YOR336W	19
YOR337W	12
YOR340C	13
YOR341W	114
YOR344C	16
YOR346W	21
YOR354C	4
YOR355W	13
YOR356W	16
YOR357C	4
YOR360C	11
YOR361C	128
YOR362C	17
YOR369C	384
YOR370C	10
YOR371C	6
YOR375C	80
YPL004C	47
YPL006W	6
YPL009C	15
YPL010W	23
YPL012W	23
YPL013C	7
YPL015C	8
YPL019C	151
YPL020C	6
YPL022W	19
YPL028W	70
YPL031C	5
YPL032C	14
YPL037C	42
YPL040C	8
YPL043W	27
YPL045W	23
YPL048W	34
YPL050C	14
YPL053C	19
YPL058C	12
YPL061W	73
YPL063W	18
YPL075W	10
YPL078C	17
YPL079W	115
YPL081W	49
YPL082C	25
YPL085W	9
YPL086C	35
YPL090C	235
YPL091W	40
YPL093W	47
YPL094C	12
YPL101W	5
YPL105C	15
YPL106C	106
YPL111W	15
YPL112C	6
YPL115C	9
YPL117C	11
YPL118W	15
YPL125W	14
YPL126W	49
YPL128C	2
YPL129W	8
YPL131W	156
YPL135W	10
YPL137C	11
YPL143W	165
YPL144W	6
YPL145C	19
YPL146C	16
YPL150W	6
YPL154C	17
YPL155C	9
YPL157W	22
YPL160W	119
YPL163C	17
YPL169C	7
YPL170W	10
YPL175W	15
YPL176C	16
YPL177C	1
YPL178W	7
YPL179W	4
YPL183C	45
YPL184C	13
YPL188W	4
YPL190C	6
YPL195W	21
YPL198W	57
YPL199C	8
YPL206C	14
YPL207W	20
YPL210C	25
YPL211W	11
YPL212C	9
YPL217C	27
YPL218W	46
YPL220W	65
YPL221W	11
YPL225W	24
YPL226W	85
YPL227C	6
YPL228W	9
YPL231W	130
YPL232W	20
YPL234C	29
YPL235W	8
YPL237W	44
YPL239W	8
YPL240C	34
YPL241C	7
YPL242C	38
YPL243W	32
YPL244C	14
YPL245W	26
YPL246C	11
YPL249C	6
YPL249C-A	67
YPL254W	2
YPL256C	23
YPL259C	10
YPL260W	16
YPL262W	27
YPL263C	16
YPL266W	16
YPL268W	8
YPL270W	15
YPL273W	30
YPL274W	6
YPR004C	11
YPR009W	3
YPR010C	77
YPR016C	15
YPR019W	12
YPR021C	9
YPR023C	5
YPR024W	25
YPR028W	34
YPR029C	33
YPR031W	9
YPR033C	38
YPR035W	116
YPR036W	105
YPR037C	11
YPR041W	116
YPR043W	85
YPR048W	8
YPR055W	14
YPR058W	9
YPR060C	8
YPR062W	13
YPR069C	25
YPR070W	4
YPR072W	15
YPR073C	3
YPR074C	89
YPR080W	77
YPR086W	14
YPR088C	14
YPR089W	12
YPR095C	10
YPR097W	8
YPR102C	41
YPR103W	24
YPR104C	5
YPR105C	25
YPR106W	4
YPR108W	15
YPR110C	31
YPR112C	25
YPR113W	21
YPR114W	8
YPR115W	11
YPR117W	7
YPR118W	33
YPR119W	6
YPR122W	15
YPR124W	9
YPR125W	8
YPR129W	6
YPR132W	114
YPR133C	18
YPR133W-A	16
YPR137W	9
YPR139C	10
YPR144C	29
YPR145W	173
YPR148C	14
YPR149W	21
YPR156C	11
YPR159W	19
YPR160W	4
YPR161C	4
YPR163C	71
YPR164W	11
YPR165W	26
YPR166C	10
YPR169W	20
YPR171W	8
YPR173C	11
YPR175W	4
YPR176C	8
YPR181C	35
YPR182W	6
YPR183W	18
YPR185W	16
YPR187W	29
YPR189W	16
YPR190C	15
YPR191W	8
YPR198W	5
snR11	6
snR128	56
snR13	12
snR18	28
snR19	29
snR190	16
snR24	16
snR30	12
snR35	14
snR38	2
snR39	17
snR39B	14
snR4	5
snR40	51
snR44	21
snR45	22
snR47	24
snR48	17
snR52	67
snR54	190
snR58	14
snR61	15
snR63	12
snR64	53
snR67	11
snR68	6
snR77	12
snR9	2
tG(GCC)D2	105
tQ(CUG)M	9
