Gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	Unnamed: 7
Scp2	1.88998302560555e-07	0.618153675479387	0.502	0.549	0.00398540720609442	Cxcl12+	
Traf4	2.14980914525172e-07	0.302745511440314	0.13	0.075	0.00453330254459229	Cxcl12+	
Cp	2.38154410932847e-07	0.325399396798383	0.559	0.542	0.00502196206334094	Cxcl12+	
Tmem243	3.01066354788934e-07	0.337473587689185	0.154	0.101	0.00634858622343424	Cxcl12+	
Junb	3.34570818711265e-07	0.341449523455353	0.851	0.936	0.00705509485416445	Cxcl12+	
Myo18a	5.96811928942137e-07	0.311748655335917	0.115	0.058	0.0125849731456028	Cxcl12+	
Frmd4a	7.88811708181066e-07	0.362304185973494	0.172	0.133	0.0166336724904141	Cxcl12+	
Gnao1	8.24856827588653e-07	0.289640425183126	0.13	0.098	0.0173937559233619	Cxcl12+	
Id1	8.71922600521604e-07	0.615351396173041	0.239	0.175	0.0183862318771991	Cxcl12+	
Wisp2	9.58294842530244e-07	0.418589428064056	0.295	0.232	0.0202075633444353	Cxcl12+	
Brd2	9.6277580758202e-07	0.487526344232593	0.442	0.495	0.0203020534544821	Cxcl12+	
Ankrd44	9.98945315967198e-07	0.320907478649985	0.134	0.089	0.0210647598778003	Cxcl12+	
Hmgn3	1.19315313922579e-06	0.507041696572214	0.442	0.43	0.0251600202468541	Cxcl12+	
Gpx8	1.31392591772884e-06	0.402685971086971	0.547	0.652	0.027706755827148	Cxcl12+	
Lifr	2.36109853064591e-06	0.469082055297363	0.287	0.24	0.0497884847157302	Cxcl12+	
