Unnamed: 0	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Rpl14	1.78619747760846e-16	0.253235767700484	0.994	0.981	3.76655462103295e-12
Cltb	2.22536167702388e-16	0.256539224557825	0.694	0.511	4.69262016834026e-12
Klf6	2.71083960242334e-16	0.363784853104916	0.83	0.72	5.71634746963009e-12
Tppp3	2.94358294826513e-16	0.312181316784121	0.815	0.597	6.20713336300667e-12
Fosl2	3.36032288051942e-16	0.272510589429125	0.505	0.325	7.0859128581513e-12
Rpl7a	3.91758103719557e-16	0.265004262931437	0.747	0.792	8.2610031331343e-12
Il6	5.74507324867499e-16	0.31527815210546	0.389	0.224	1.2114635959481e-11
Flnc	6.49799715701713e-16	0.264950268656445	0.318	0.135	1.3702326605002e-11
Zfp36l1	1.06778161467522e-15	0.311620944067159	0.874	0.825	2.25163109086564e-11
Klf2	1.14250448622533e-15	0.265707136999537	0.876	0.745	2.40919921010335e-11
Gan	2.47817239574905e-15	0.252726984714006	0.196	0.078	5.22572213091603e-11
Pnp	3.70637018903706e-15	0.359487696780465	0.761	0.682	7.81562281762245e-11
Cited2	6.71376181330571e-15	0.331068744132239	0.43	0.247	1.41573095357177e-10
Ifi205	1.73574812717259e-14	0.296203354443744	0.707	0.616	3.66017207576885e-10
Rpl23a	1.88878203319325e-14	0.396481581287794	0.709	0.602	3.9828746733946e-10
Fosb	3.83270772457315e-14	0.289691592821134	0.825	0.764	8.0820307788074e-10
Rps7	7.53492926171318e-14	0.268620416686844	0.749	0.831	1.58889053341746e-09
Htra1	1.12218259596972e-13	0.286040034172661	0.815	0.705	2.36634644012134e-09
Lgals3bp	1.28000209367428e-13	0.271531205782435	0.541	0.41	2.69914041493096e-09
Tubb6	3.35154489203042e-13	0.290036145287179	0.696	0.473	7.06740271382455e-09
Atp2b1	1.80904713331053e-12	0.277352354454922	0.638	0.447	3.81473769001192e-08
Cldn10	4.25324556824667e-12	0.283412318218237	0.212	0.083	8.96881892976174e-08
Ifit3	1.62061484625903e-10	0.346617561240868	0.194	0.112	3.41739052630641e-06
Socs1	1.76790831525853e-10	0.334197425700184	0.339	0.243	3.72798826438565e-06
Lrrc17	1.88876121898385e-10	0.269676675280364	0.516	0.298	3.98283078247125e-06
Cebpb	3.30061550710458e-09	0.292501046963961	0.817	0.729	6.96000791983144e-05
Mcl1	4.6239731639576e-09	0.276356063602958	0.663	0.595	9.75057221083739e-05
Aig1	9.61617813755136e-09	0.36766709233909	0.371	0.232	0.000202776348386546
