	1
ENSG00000172932	0.038312
ENSG00000126821	0.038394
ENSG00000171903	0.038438
ENSG00000254598	0.038590
ENSG00000037637	0.038606
ENSG00000133606	0.038606
ENSG00000148426	0.038949
ENSG00000272909	0.038996
ENSG00000162591	0.039013
ENSG00000229358	0.039066
ENSG00000133131	0.039140
ENSG00000161980	0.039263
ENSG00000198824	0.039299
ENSG00000064703	0.039454
ENSG00000105519	0.039454
ENSG00000135048	0.039486
ENSG00000171574	0.039663
ENSG00000141959	0.039919
ENSG00000169213	0.039977
ENSG00000115109	0.039977
ENSG00000151532	0.040078
ENSG00000177410	0.040147
ENSG00000206195	0.040174
ENSG00000141298	0.040197
ENSG00000080031	0.040197
ENSG00000162222	0.040366
ENSG00000104885	0.040367
ENSG00000189306	0.040367
ENSG00000170185	0.040390
ENSG00000166847	0.040468
ENSG00000234127	0.040585
ENSG00000089116	0.040650
ENSG00000125817	0.040801
ENSG00000179361	0.041021
ENSG00000128805	0.041098
ENSG00000070495	0.041098
ENSG00000183248	0.041098
ENSG00000163870	0.041098
ENSG00000153037	0.041436
ENSG00000181938	0.041661
ENSG00000182446	0.041661
ENSG00000081320	0.041661
ENSG00000272016	0.041661
ENSG00000145730	0.041661
ENSG00000112983	0.041688
ENSG00000182551	0.041867
ENSG00000115295	0.042033
ENSG00000175348	0.042114
ENSG00000164211	0.042114
ENSG00000110958	0.042245
ENSG00000125967	0.042245
ENSG00000250562	0.042245
ENSG00000261490	0.042342
ENSG00000102996	0.042820
ENSG00000128989	0.042959
ENSG00000084070	0.042980
ENSG00000196110	0.042983
ENSG00000225138	0.043436
ENSG00000168000	0.043540
ENSG00000035687	0.043591
ENSG00000111669	0.043894
ENSG00000224531	0.043894
ENSG00000227036	0.044215
ENSG00000176108	0.044215
ENSG00000100298	0.044215
ENSG00000157036	0.044215
ENSG00000169087	0.044256
ENSG00000141526	0.044337
ENSG00000118922	0.044378
ENSG00000213553	0.044450
ENSG00000006607	0.044450
ENSG00000163913	0.044519
ENSG00000185722	0.044551
ENSG00000146674	0.044685
ENSG00000162409	0.044901
ENSG00000182827	0.045041
ENSG00000118058	0.045181
ENSG00000165025	0.045367
ENSG00000172183	0.045541
ENSG00000052126	0.045603
ENSG00000099904	0.045847
ENSG00000231074	0.045977
ENSG00000165476	0.046002
ENSG00000108175	0.046002
ENSG00000197261	0.046002
ENSG00000230487	0.046002
ENSG00000168172	0.046002
ENSG00000159720	0.046121
ENSG00000163872	0.046121
ENSG00000047188	0.046295
ENSG00000171307	0.046418
ENSG00000167110	0.046565
ENSG00000105928	0.046599
ENSG00000183137	0.046653
ENSG00000110723	0.046922
ENSG00000067992	0.046922
ENSG00000091317	0.047081
ENSG00000138640	0.047423
ENSG00000109472	0.047423
ENSG00000154447	0.047424
ENSG00000005882	0.047453
ENSG00000198131	0.047526
ENSG00000112305	0.047526
ENSG00000105856	0.047634
ENSG00000102760	0.047637
ENSG00000156170	0.047777
ENSG00000116213	0.047790
ENSG00000163482	0.047790
ENSG00000108797	0.048048
ENSG00000161048	0.048048
ENSG00000170448	0.048518
ENSG00000134909	0.048633
ENSG00000100916	0.048851
ENSG00000176597	0.048851
ENSG00000102007	0.048851
ENSG00000132017	0.048996
ENSG00000144043	0.048996
ENSG00000189339	0.049083
ENSG00000070182	0.049083
ENSG00000205903	0.049083
ENSG00000187840	0.049083
ENSG00000042445	0.049278
ENSG00000134369	0.049571
ENSG00000148411	0.049571
ENSG00000204524	0.049861
ENSG00000146828	0.049861
ENSG00000078699	0.049868
ENSG00000133243	0.049885
ENSG00000167355	0.049914
ENSG00000196998	0.049938
ENSG00000126524	0.049968
ENSG00000102081	0.049968
