target	reads	nearest_exo_distance	nearest_endo_distance	exo_strict	endo_strict	tie	mean_exo_distance	mean_endo_distance
mix	1965	50:1965	50:1965	0	0	1965	50.0000	50.0000
endo	395	50:395	50:395	0	0	395	50.0000	50.0000
exo	777	50:777	50:777	0	0	777	50.0000	50.0000

# mix read-level classification using nearest unique reference sequence
read_number	d_exo	d_endo	classification
1463	50	50	tie
1464	50	50	tie
1465	50	50	tie
1466	50	50	tie
1467	50	50	tie
1468	50	50	tie
1469	50	50	tie
1470	50	50	tie
1471	50	50	tie
1472	50	50	tie
1473	50	50	tie
1474	50	50	tie
1475	50	50	tie
1476	50	50	tie
1477	50	50	tie
1478	50	50	tie
1479	50	50	tie
1480	50	50	tie
1481	50	50	tie
1482	50	50	tie
1483	50	50	tie
1484	50	50	tie
1485	50	50	tie
1486	50	50	tie
1487	50	50	tie
1488	50	50	tie
1489	50	50	tie
1490	50	50	tie
1491	50	50	tie
1492	50	50	tie
1493	50	50	tie
1494	50	50	tie
1495	50	50	tie
1496	50	50	tie
1497	50	50	tie
1498	50	50	tie
1499	50	50	tie
1500	50	50	tie
1501	50	50	tie
1502	50	50	tie
1503	50	50	tie
1504	50	50	tie
1505	50	50	tie
1506	50	50	tie
1507	50	50	tie
1508	50	50	tie
1509	50	50	tie
1510	50	50	tie
1511	50	50	tie
1512	50	50	tie
1513	50	50	tie
1514	50	50	tie
1515	50	50	tie
1516	50	50	tie
1517	50	50	tie
1518	50	50	tie
1519	50	50	tie
1520	50	50	tie
1521	50	50	tie
1522	50	50	tie
1523	50	50	tie
1524	50	50	tie
1525	50	50	tie
1526	50	50	tie
1527	50	50	tie
1528	50	50	tie
1529	50	50	tie
1530	50	50	tie
1531	50	50	tie
1532	50	50	tie
1533	50	50	tie
1534	50	50	tie
1535	50	50	tie
1536	50	50	tie
1537	50	50	tie
1538	50	50	tie
1539	50	50	tie
1540	50	50	tie
1541	50	50	tie
1542	50	50	tie
1543	50	50	tie
1544	50	50	tie
1545	50	50	tie
1546	50	50	tie
1547	50	50	tie
1548	50	50	tie
1549	50	50	tie
1550	50	50	tie
1551	50	50	tie
1552	50	50	tie
1553	50	50	tie
1554	50	50	tie
1555	50	50	tie
1556	50	50	tie
1557	50	50	tie
1558	50	50	tie
1559	50	50	tie
1560	50	50	tie
1561	50	50	tie
1562	50	50	tie
1563	50	50	tie
1564	50	50	tie
1565	50	50	tie
1566	50	50	tie
1567	50	50	tie
1568	50	50	tie
1569	50	50	tie
1570	50	50	tie
1571	50	50	tie
1572	50	50	tie
1573	50	50	tie
1574	50	50	tie
1575	50	50	tie
1576	50	50	tie
1577	50	50	tie
1578	50	50	tie
1579	50	50	tie
1580	50	50	tie
1581	50	50	tie
1582	50	50	tie
1583	50	50	tie
1584	50	50	tie
1585	50	50	tie
1586	50	50	tie
1587	50	50	tie
1588	50	50	tie
1589	50	50	tie
1590	50	50	tie
1591	50	50	tie
1592	50	50	tie
1593	50	50	tie
1594	50	50	tie
1595	50	50	tie
1596	50	50	tie
1597	50	50	tie
1598	50	50	tie
1599	50	50	tie
1600	50	50	tie
1601	50	50	tie
1602	50	50	tie
1603	50	50	tie
1604	50	50	tie
1605	50	50	tie
1606	50	50	tie
1607	50	50	tie
1608	50	50	tie
1609	50	50	tie
1610	50	50	tie
1611	50	50	tie
1612	50	50	tie
1613	50	50	tie
1614	50	50	tie
1615	50	50	tie
1616	50	50	tie
1617	50	50	tie
1618	50	50	tie
1619	50	50	tie
1620	50	50	tie
1621	50	50	tie
1622	50	50	tie
1623	50	50	tie
1624	50	50	tie
1625	50	50	tie
1626	50	50	tie
1627	50	50	tie
1628	50	50	tie
1629	50	50	tie
1630	50	50	tie
1631	50	50	tie
1632	50	50	tie
1633	50	50	tie
1634	50	50	tie
1635	50	50	tie
1636	50	50	tie
1637	50	50	tie
1638	50	50	tie
1639	50	50	tie
1640	50	50	tie
1641	50	50	tie
1642	50	50	tie
1643	50	50	tie
1644	50	50	tie
1645	50	50	tie
1646	50	50	tie
1647	50	50	tie
1648	50	50	tie
1649	50	50	tie
1650	50	50	tie
1651	50	50	tie
1652	50	50	tie
1653	50	50	tie
1654	50	50	tie
1655	50	50	tie
1656	50	50	tie
1657	50	50	tie
1658	50	50	tie
1659	50	50	tie
1660	50	50	tie
1661	50	50	tie
1662	50	50	tie
1663	50	50	tie
1664	50	50	tie
1665	50	50	tie
1666	50	50	tie
1667	50	50	tie
1668	50	50	tie
1669	50	50	tie
1670	50	50	tie
1671	50	50	tie
1672	50	50	tie
1673	50	50	tie
1674	50	50	tie
1675	50	50	tie
1676	50	50	tie
1677	50	50	tie
1678	50	50	tie
1679	50	50	tie
1680	50	50	tie
1681	50	50	tie
1682	50	50	tie
1683	50	50	tie
1684	50	50	tie
1685	50	50	tie
1686	50	50	tie
1687	50	50	tie
1688	50	50	tie
1689	50	50	tie
1690	50	50	tie
1691	50	50	tie
1692	50	50	tie
1693	50	50	tie
1694	50	50	tie
1695	50	50	tie
1696	50	50	tie
1697	50	50	tie
1698	50	50	tie
1699	50	50	tie
1700	50	50	tie
1701	50	50	tie
1702	50	50	tie
1703	50	50	tie
1704	50	50	tie
1705	50	50	tie
1706	50	50	tie
1707	50	50	tie
1708	50	50	tie
1709	50	50	tie
1710	50	50	tie
1711	50	50	tie
1712	50	50	tie
1713	50	50	tie
1714	50	50	tie
1715	50	50	tie
1716	50	50	tie
1717	50	50	tie
1718	50	50	tie
1719	50	50	tie
1720	50	50	tie
1721	50	50	tie
1722	50	50	tie
1723	50	50	tie
1724	50	50	tie
1725	50	50	tie
1726	50	50	tie
1727	50	50	tie
1728	50	50	tie
1729	50	50	tie
1730	50	50	tie
1731	50	50	tie
1732	50	50	tie
1733	50	50	tie
1734	50	50	tie
1735	50	50	tie
1736	50	50	tie
1737	50	50	tie
1738	50	50	tie
1739	50	50	tie
1740	50	50	tie
1741	50	50	tie
1742	50	50	tie
1743	50	50	tie
1744	50	50	tie
1745	50	50	tie
1746	50	50	tie
1747	50	50	tie
1748	50	50	tie
1749	50	50	tie
1750	50	50	tie
1751	50	50	tie
1752	50	50	tie
1753	50	50	tie
1754	50	50	tie
1755	50	50	tie
1756	50	50	tie
1757	50	50	tie
1758	50	50	tie
1759	50	50	tie
1760	50	50	tie
1761	50	50	tie
1762	50	50	tie
1763	50	50	tie
1764	50	50	tie
1765	50	50	tie
1766	50	50	tie
1767	50	50	tie
1768	50	50	tie
1769	50	50	tie
1770	50	50	tie
1771	50	50	tie
1772	50	50	tie
1773	50	50	tie
1774	50	50	tie
1775	50	50	tie
1776	50	50	tie
1777	50	50	tie
1778	50	50	tie
1779	50	50	tie
1780	50	50	tie
1781	50	50	tie
1782	50	50	tie
1783	50	50	tie
1784	50	50	tie
1785	50	50	tie
1786	50	50	tie
1787	50	50	tie
1788	50	50	tie
1789	50	50	tie
1790	50	50	tie
1791	50	50	tie
1792	50	50	tie
1793	50	50	tie
1794	50	50	tie
1795	50	50	tie
1796	50	50	tie
1797	50	50	tie
1798	50	50	tie
1799	50	50	tie
1800	50	50	tie
1801	50	50	tie
1802	50	50	tie
1803	50	50	tie
1804	50	50	tie
1805	50	50	tie
1806	50	50	tie
1807	50	50	tie
1808	50	50	tie
1809	50	50	tie
1810	50	50	tie
1811	50	50	tie
1812	50	50	tie
1813	50	50	tie
1814	50	50	tie
1815	50	50	tie
1816	50	50	tie
1817	50	50	tie
1818	50	50	tie
1819	50	50	tie
1820	50	50	tie
1821	50	50	tie
1822	50	50	tie
1823	50	50	tie
1824	50	50	tie
1825	50	50	tie
1826	50	50	tie
1827	50	50	tie
1828	50	50	tie
1829	50	50	tie
1830	50	50	tie
1831	50	50	tie
1832	50	50	tie
1833	50	50	tie
1834	50	50	tie
1835	50	50	tie
1836	50	50	tie
1837	50	50	tie
1838	50	50	tie
1839	50	50	tie
1840	50	50	tie
1841	50	50	tie
1842	50	50	tie
1843	50	50	tie
1844	50	50	tie
1845	50	50	tie
1846	50	50	tie
1847	50	50	tie
1848	50	50	tie
1849	50	50	tie
1850	50	50	tie
1851	50	50	tie
1852	50	50	tie
1853	50	50	tie
1854	50	50	tie
1855	50	50	tie
1856	50	50	tie
1857	50	50	tie
1858	50	50	tie
1859	50	50	tie
1860	50	50	tie
1861	50	50	tie
1862	50	50	tie
1863	50	50	tie
1864	50	50	tie
1865	50	50	tie
1866	50	50	tie
1867	50	50	tie
1868	50	50	tie
1869	50	50	tie
1870	50	50	tie
1871	50	50	tie
1872	50	50	tie
1873	50	50	tie
1874	50	50	tie
1875	50	50	tie
1876	50	50	tie
1877	50	50	tie
1878	50	50	tie
1879	50	50	tie
1880	50	50	tie
1881	50	50	tie
1882	50	50	tie
1883	50	50	tie
1884	50	50	tie
1885	50	50	tie
1886	50	50	tie
1887	50	50	tie
1888	50	50	tie
1889	50	50	tie
1890	50	50	tie
1891	50	50	tie
1892	50	50	tie
1893	50	50	tie
1894	50	50	tie
1895	50	50	tie
1896	50	50	tie
1897	50	50	tie
1898	50	50	tie
1899	50	50	tie
1900	50	50	tie
1901	50	50	tie
1902	50	50	tie
1903	50	50	tie
1904	50	50	tie
1905	50	50	tie
1906	50	50	tie
1907	50	50	tie
1908	50	50	tie
1909	50	50	tie
1910	50	50	tie
1911	50	50	tie
1912	50	50	tie
1913	50	50	tie
1914	50	50	tie
1915	50	50	tie
1916	50	50	tie
1917	50	50	tie
1918	50	50	tie
1919	50	50	tie
1920	50	50	tie
1921	50	50	tie
1922	50	50	tie
1923	50	50	tie
1924	50	50	tie
1925	50	50	tie
1926	50	50	tie
1927	50	50	tie
1928	50	50	tie
1929	50	50	tie
1930	50	50	tie
1931	50	50	tie
1932	50	50	tie
1933	50	50	tie
1934	50	50	tie
1935	50	50	tie
1936	50	50	tie
1937	50	50	tie
1938	50	50	tie
1939	50	50	tie
1940	50	50	tie
1941	50	50	tie
1942	50	50	tie
1943	50	50	tie
1944	50	50	tie
1945	50	50	tie
1946	50	50	tie
1947	50	50	tie
1948	50	50	tie
1949	50	50	tie
1950	50	50	tie
1951	50	50	tie
1952	50	50	tie
1953	50	50	tie
1954	50	50	tie
1955	50	50	tie
1956	50	50	tie
1957	50	50	tie
1958	50	50	tie
1959	50	50	tie
1960	50	50	tie
1961	50	50	tie
1962	50	50	tie
1963	50	50	tie
1964	50	50	tie
1965	50	50	tie
