target	reads	nearest_exo_distance	nearest_endo_distance	exo_strict	endo_strict	tie	mean_exo_distance	mean_endo_distance
mix	1965	0:710,1:19,3:1,20:6,21:6,22:24,23:55,24:127,25:179,26:212,27:173,28:144,29:151,30:114,31:33,32:11	0:493,1:11,19:1,20:5,21:4,22:22,23:60,24:100,25:201,26:271,27:326,28:279,29:158,30:32,31:2	953	739	273	16.7802	19.7288
endo	395	0:50,1:6,20:3,21:1,22:6,23:17,24:35,25:51,26:52,27:53,28:39,29:45,30:24,31:9,32:4	0:395	0	345	50	22.8658	0.0000
exo	777	0:777	0:56,1:6,20:5,21:1,22:9,23:22,24:48,25:96,26:174,27:182,28:118,29:51,30:9	721	0	56	0.0000	24.2909

# mix read-level classification using nearest unique reference sequence
read_number	d_exo	d_endo	classification
1420	0	27	exo
1421	24	23	endo
1422	0	0	tie
1423	0	0	tie
1424	26	0	endo
1425	0	25	exo
1426	25	28	exo
1427	26	27	exo
1428	25	0	endo
1429	25	29	exo
1430	0	28	exo
1431	0	23	exo
1432	0	0	tie
1433	0	28	exo
1434	0	27	exo
1435	29	29	tie
1436	0	27	exo
1437	0	24	exo
1438	0	26	exo
1439	30	28	endo
1440	28	27	endo
1441	30	29	endo
1442	23	24	exo
1443	28	0	endo
1444	26	28	exo
1445	24	0	endo
1446	24	0	endo
1447	0	28	exo
1448	0	26	exo
1449	24	0	endo
1450	23	25	exo
1451	0	27	exo
1452	23	0	endo
1453	0	0	tie
1454	26	0	endo
1455	24	25	exo
1456	26	0	endo
1457	30	26	endo
1458	25	25	tie
1459	0	29	exo
1460	26	28	exo
1461	28	28	tie
1462	0	26	exo
1463	0	26	exo
1464	24	0	endo
1465	27	28	exo
1466	28	25	endo
1467	29	0	endo
1468	30	25	endo
1469	0	29	exo
1470	29	0	endo
1471	0	25	exo
1472	31	26	endo
1473	0	25	exo
1474	0	0	tie
1475	24	0	endo
1476	0	27	exo
1477	26	29	exo
1478	28	28	tie
1479	27	28	exo
1480	28	30	exo
1481	29	24	endo
1482	3	28	exo
1483	24	0	endo
1484	29	0	endo
1485	32	28	endo
1486	0	0	tie
1487	0	0	tie
1488	25	0	endo
1489	28	28	tie
1490	29	0	endo
1491	0	27	exo
1492	24	0	endo
1493	25	23	endo
1494	30	29	endo
1495	0	27	exo
1496	29	26	endo
1497	30	29	endo
1498	26	29	exo
1499	0	26	exo
1500	0	29	exo
1501	0	27	exo
1502	0	25	exo
1503	25	0	endo
1504	0	26	exo
1505	0	26	exo
1506	29	0	endo
1507	0	27	exo
1508	0	28	exo
1509	25	27	exo
1510	0	27	exo
1511	25	27	exo
1512	30	28	endo
1513	30	0	endo
1514	28	29	exo
1515	27	0	endo
1516	26	28	exo
1517	25	24	endo
1518	25	30	exo
1519	0	26	exo
1520	29	27	endo
1521	22	0	endo
1522	0	28	exo
1523	29	24	endo
1524	0	25	exo
1525	28	0	endo
1526	23	22	endo
1527	0	25	exo
1528	0	26	exo
1529	29	0	endo
1530	0	26	exo
1531	0	22	exo
1532	29	28	endo
1533	0	27	exo
1534	28	28	tie
1535	0	28	exo
1536	25	0	endo
1537	28	26	endo
1538	27	30	exo
1539	24	0	endo
1540	29	28	endo
1541	0	26	exo
1542	25	0	endo
1543	25	28	exo
1544	23	27	exo
1545	27	0	endo
1546	24	22	endo
1547	0	28	exo
1548	28	29	exo
1549	30	29	endo
1550	26	0	endo
1551	27	29	exo
1552	23	23	tie
1553	0	25	exo
1554	26	0	endo
1555	30	0	endo
1556	29	0	endo
1557	24	0	endo
1558	0	27	exo
1559	29	28	endo
1560	0	24	exo
1561	29	0	endo
1562	25	29	exo
1563	1	28	exo
1564	24	26	exo
1565	27	0	endo
1566	29	28	endo
1567	24	26	exo
1568	0	0	tie
1569	0	27	exo
1570	24	0	endo
1571	0	28	exo
1572	0	28	exo
1573	0	28	exo
1574	0	23	exo
1575	25	25	tie
1576	0	27	exo
1577	0	26	exo
1578	25	26	exo
1579	0	0	tie
1580	24	22	endo
1581	30	0	endo
1582	0	27	exo
1583	27	0	endo
1584	0	27	exo
1585	26	23	endo
1586	29	28	endo
1587	29	0	endo
1588	0	24	exo
1589	22	27	exo
1590	24	23	endo
1591	26	29	exo
1592	24	24	tie
1593	0	25	exo
1594	0	28	exo
1595	22	0	endo
1596	22	0	endo
1597	0	26	exo
1598	23	0	endo
1599	22	25	exo
1600	0	0	tie
1601	26	26	tie
1602	29	28	endo
1603	24	25	exo
1604	0	26	exo
1605	0	28	exo
1606	23	0	endo
1607	23	0	endo
1608	26	0	endo
1609	23	0	endo
1610	24	25	exo
1611	24	24	tie
1612	29	30	exo
1613	0	23	exo
1614	25	0	endo
1615	28	0	endo
1616	26	29	exo
1617	0	27	exo
1618	0	0	tie
1619	32	21	endo
1620	29	0	endo
1621	27	0	endo
1622	0	27	exo
1623	26	27	exo
1624	28	29	exo
1625	0	27	exo
1626	26	25	endo
1627	0	29	exo
1628	0	29	exo
1629	23	28	exo
1630	28	0	endo
1631	0	26	exo
1632	25	26	exo
1633	0	26	exo
1634	27	0	endo
1635	24	25	exo
1636	0	27	exo
1637	28	0	endo
1638	28	28	tie
1639	27	27	tie
1640	25	25	tie
1641	0	0	tie
1642	25	0	endo
1643	0	27	exo
1644	29	26	endo
1645	23	27	exo
1646	27	24	endo
1647	0	24	exo
1648	30	29	endo
1649	26	0	endo
1650	26	23	endo
1651	0	26	exo
1652	0	27	exo
1653	30	24	endo
1654	25	0	endo
1655	0	25	exo
1656	24	27	exo
1657	26	27	exo
1658	26	0	endo
1659	25	27	exo
1660	30	25	endo
1661	0	28	exo
1662	0	26	exo
1663	0	0	tie
1664	0	27	exo
1665	0	25	exo
1666	27	28	exo
1667	23	27	exo
1668	26	26	tie
1669	29	1	endo
1670	24	25	exo
1671	0	28	exo
1672	0	0	tie
1673	28	0	endo
1674	0	26	exo
1675	0	26	exo
1676	25	25	tie
1677	29	0	endo
1678	30	26	endo
1679	0	27	exo
1680	0	27	exo
1681	26	0	endo
1682	0	28	exo
1683	0	24	exo
1684	28	0	endo
1685	0	26	exo
1686	0	26	exo
1687	30	23	endo
1688	0	26	exo
1689	26	0	endo
1690	26	28	exo
1691	0	27	exo
1692	0	27	exo
1693	28	28	tie
1694	0	26	exo
1695	0	29	exo
1696	0	27	exo
1697	25	25	tie
1698	0	26	exo
1699	0	27	exo
1700	0	25	exo
1701	0	23	exo
1702	27	26	endo
1703	0	27	exo
1704	26	0	endo
1705	25	26	exo
1706	24	24	tie
1707	0	29	exo
1708	29	28	endo
1709	26	27	exo
1710	25	0	endo
1711	0	27	exo
1712	0	27	exo
1713	27	24	endo
1714	30	24	endo
1715	27	29	exo
1716	0	29	exo
1717	27	29	exo
1718	26	29	exo
1719	24	26	exo
1720	0	26	exo
1721	25	28	exo
1722	23	28	exo
1723	31	0	endo
1724	28	0	endo
1725	26	27	exo
1726	26	0	endo
1727	27	27	tie
1728	29	0	endo
1729	0	28	exo
1730	23	27	exo
1731	25	0	endo
1732	25	24	endo
1733	0	23	exo
1734	0	29	exo
1735	26	27	exo
1736	0	27	exo
1737	0	0	tie
1738	26	27	exo
1739	30	25	endo
1740	0	26	exo
1741	29	29	tie
1742	0	27	exo
1743	0	26	exo
1744	25	27	exo
1745	0	0	tie
1746	0	26	exo
1747	32	0	endo
1748	0	29	exo
1749	30	30	tie
1750	0	27	exo
1751	29	29	tie
1752	29	28	endo
1753	27	0	endo
1754	0	27	exo
1755	27	27	tie
1756	30	0	endo
1757	0	26	exo
1758	0	0	tie
1759	24	25	exo
1760	27	27	tie
1761	0	0	tie
1762	0	27	exo
1763	0	25	exo
1764	0	28	exo
1765	26	26	tie
1766	0	28	exo
1767	28	27	endo
1768	25	21	endo
1769	25	26	exo
1770	32	0	endo
1771	0	27	exo
1772	26	26	tie
1773	0	25	exo
1774	0	25	exo
1775	26	0	endo
1776	0	26	exo
1777	29	0	endo
1778	0	26	exo
1779	27	0	endo
1780	25	24	endo
1781	0	0	tie
1782	28	28	tie
1783	23	0	endo
1784	26	27	exo
1785	25	0	endo
1786	0	26	exo
1787	27	25	endo
1788	29	29	tie
1789	27	28	exo
1790	25	27	exo
1791	24	29	exo
1792	0	20	exo
1793	0	24	exo
1794	25	0	endo
1795	29	27	endo
1796	0	24	exo
1797	26	28	exo
1798	28	29	exo
1799	26	25	endo
1800	0	27	exo
1801	0	26	exo
1802	26	0	endo
1803	0	0	tie
1804	0	28	exo
1805	0	26	exo
1806	29	28	endo
1807	0	28	exo
1808	0	28	exo
1809	30	29	endo
1810	28	26	endo
1811	27	28	exo
1812	25	25	tie
1813	0	27	exo
1814	30	27	endo
1815	24	0	endo
1816	0	29	exo
1817	0	26	exo
1818	0	27	exo
1819	0	23	exo
1820	29	27	endo
1821	24	25	exo
1822	29	0	endo
1823	0	26	exo
1824	28	29	exo
1825	27	1	endo
1826	20	0	endo
1827	25	0	endo
1828	0	0	tie
1829	26	26	tie
1830	25	0	endo
1831	28	27	endo
1832	0	27	exo
1833	26	28	exo
1834	1	0	endo
1835	0	29	exo
1836	28	26	endo
1837	23	27	exo
1838	27	29	exo
1839	27	0	endo
1840	26	26	tie
1841	25	27	exo
1842	26	0	endo
1843	0	25	exo
1844	26	0	endo
1845	0	29	exo
1846	22	25	exo
1847	0	27	exo
1848	0	26	exo
1849	29	28	endo
1850	0	27	exo
1851	0	25	exo
1852	25	29	exo
1853	0	0	tie
1854	25	28	exo
1855	22	0	endo
1856	0	24	exo
1857	25	26	exo
1858	0	25	exo
1859	24	24	tie
1860	0	28	exo
1861	0	26	exo
1862	0	28	exo
1863	27	30	exo
1864	28	27	endo
1865	24	0	endo
1866	0	0	tie
1867	27	27	tie
1868	23	25	exo
1869	0	26	exo
1870	29	30	exo
1871	26	25	endo
1872	0	27	exo
1873	24	25	exo
1874	0	26	exo
1875	27	27	tie
1876	0	28	exo
1877	27	0	endo
1878	0	25	exo
1879	0	29	exo
1880	26	26	tie
1881	26	0	endo
1882	30	29	endo
1883	0	28	exo
1884	25	0	endo
1885	24	25	exo
1886	26	25	endo
1887	0	29	exo
1888	25	0	endo
1889	24	28	exo
1890	26	0	endo
1891	28	30	exo
1892	24	0	endo
1893	30	0	endo
1894	0	25	exo
1895	0	26	exo
1896	30	25	endo
1897	29	28	endo
1898	28	0	endo
1899	0	25	exo
1900	28	28	tie
1901	27	26	endo
1902	0	27	exo
1903	0	27	exo
1904	23	0	endo
1905	0	28	exo
1906	24	25	exo
1907	26	24	endo
1908	0	25	exo
1909	25	26	exo
1910	25	25	tie
1911	27	1	endo
1912	24	26	exo
1913	30	28	endo
1914	27	0	endo
1915	0	27	exo
1916	25	29	exo
1917	30	0	endo
1918	24	24	tie
1919	29	29	tie
1920	0	1	exo
1921	0	25	exo
1922	28	28	tie
1923	0	26	exo
1924	29	30	exo
1925	0	25	exo
1926	0	26	exo
1927	24	0	endo
1928	0	0	tie
1929	26	0	endo
1930	1	1	tie
1931	26	0	endo
1932	27	29	exo
1933	30	27	endo
1934	26	0	endo
1935	27	22	endo
1936	30	27	endo
1937	0	26	exo
1938	0	28	exo
1939	27	0	endo
1940	0	28	exo
1941	22	26	exo
1942	26	26	tie
1943	25	26	exo
1944	0	27	exo
1945	24	25	exo
1946	30	27	endo
1947	0	27	exo
1948	0	26	exo
1949	0	27	exo
1950	27	0	endo
1951	30	27	endo
1952	30	28	endo
1953	29	0	endo
1954	29	0	endo
1955	26	25	endo
1956	0	0	tie
1957	26	28	exo
1958	0	29	exo
1959	0	24	exo
1960	27	0	endo
1961	25	0	endo
1962	26	26	tie
1963	24	27	exo
1964	25	0	endo
1965	30	24	endo
