gene	mean_log_cluster1	mean_log_cluster2	log2_effect_cluster2_minus_1	raw_TPM_fold_cluster2_over_1	welch_p
IFITM1	4.77516885538636	2.09038457352971	-2.68478428185665	0.127832833541094	5.22676062281813e-05
DPYSL3	4.02160799252313	6.6939956470885	2.67238765456537	5.24675062659652	0.00645626348447729
GATA3	4.51663971030774	7.18363980848687	2.66700009817913	6.14291417280777	0.000340716404199861
G35484	2.71312931835273	0.0503673662871502	-2.66276195206558	0.015293853514108	0.0230383926592828
RECK	2.07767223346213	4.73476023410394	2.65708800064181	7.46759675117782	2.00506930029146e-05
PNP	6.19698951299419	3.54198835406671	-2.65500115892748	0.153470011961772	0.000580132761499822
ADCY2	2.44375533664922	5.09824187284265	2.65448653619343	6.27872136634923	0.00216897299932431
TRIM22	6.92390323625775	4.26942522196463	-2.65447801429312	0.155413295016468	0.000142227640370364
CYP2W1	0.162825677938673	2.81199896865377	2.64917329071509	29.0444735825957	0.00170799454123752
PSAPL1	5.56411495221327	8.21287900130271	2.64876404908945	5.52779750241701	0.00139151658083244
COL1A2	7.94532879907183	10.5852484093705	2.63991961029863	6.26579741264712	0.000829907323850608
LYVE1	1.77427804190988	4.4131596255284	2.63888158361851	6.94860761669466	0.00100307464609137
IL36RN	9.51455589434605	6.88061502740431	-2.63394086694174	0.159750347852152	3.63534559824405e-06
WNT5A	6.17361338506434	3.54782085962748	-2.62579252543686	0.160548728376674	0.0015841624754958
F3	4.19962445158425	6.82448353055417	2.62485907896991	5.56219161237652	0.0010408632382712
MPZL2	8.77359782842869	6.14945452656431	-2.62414330186438	0.158615420443858	1.53366631359005e-06
CACNA2D1	3.16051551442859	5.78440538160593	2.62388986717733	6.6345385659224	1.13866220441685e-05
PAK3	0.682011215586013	3.29967258632386	2.61766137073784	12.2231917608492	1.55669656511658e-05
MAMDC2	1.88092430458596	4.49835868125224	2.61743437666628	7.41777467287761	8.54297391685188e-05
TGM6	2.71114012751052	0.0976325211791468	-2.61350760633138	0.0255520810593083	0.00276020867092943
PRLR	3.2411684505649	5.85369132098289	2.61252287041799	6.23438102375643	0.000279805690511125
KLK1	1.00915150479347	3.61686443287703	2.60771292808356	9.1175305127373	0.000222976854030198
CADM3	0.588554872237592	3.19172562423189	2.6031707519943	13.3933849586572	1.77573842873838e-07
SERPINB13	8.95175632039771	6.35100092148282	-2.60075539891489	0.164024735279369	1.74572175841303e-05
EEF2K	6.28388023928529	8.88118943347003	2.59730919418474	5.90179176067308	3.21431556416454e-05
SAMD4A	2.8356200727205	5.42875057532477	2.59313050260427	6.82037824880519	3.32643569706957e-05
KRT79	3.09814990967248	5.68556651817596	2.58741660850348	5.09841138572404	0.14754232855736
CFH	4.63791398091055	7.21820401863585	2.5802900377253	6.15249607536723	0.000393422022952382
CHRNA9	3.80903726124326	1.2293369369956	-2.57970032424766	0.108340694823267	1.92717747477524e-05
SOST	2.59550913122782	0.0197916187843286	-2.57571751244349	0.0204388090906696	0.000837421923769385
BGN	2.68532285108228	5.26058643151601	2.57526358043374	6.75748283642667	4.90221026223504e-07
PAPLN	2.1913529440244	4.7633619884228	2.5720090443984	6.45100288380012	0.000402867556784072
SPON2	2.1478618321554	4.71910495575055	2.57124312359515	6.66185881840906	0.00014279761553381
C1QTNF3	1.19978660327432	3.7645435604422	2.56475695716788	8.83135544293494	8.60678135861443e-06
ELMOD1	4.34810607623301	6.9125165099708	2.56441043373779	5.78841543552826	0.000215731395906055
FBLN2	4.58797565992508	7.14949542367738	2.56151976375231	6.10466508229319	6.61484269502442e-05
MMP9	3.22672415134142	0.665588199174697	-2.56113595216673	0.0810379774786846	1.25550536493442e-05
ID1	7.03026069746995	4.46923783353351	-2.56102286393643	0.162560844587553	4.12422342008472e-06
SEMA3B	0.775417737027151	3.33625287747252	2.56083514044537	11.5542577981841	0.000332305944644205
VCAN	5.04544028616456	7.60507298951491	2.55963270335035	5.72758897407638	0.000137676708818535
SLC1A2	1.06497302385808	3.61422273819599	2.54924971433791	8.94879341620708	8.00226265881358e-05
ADGRA2	2.89020386681774	5.43748944571454	2.5472855788968	6.52409000640085	2.01722172543632e-06
ACSS3	0.895064061774281	3.4391139816978	2.54404991992352	10.4673242543086	0.00105231331958853
FSTL1	5.85575644086135	8.39806605526707	2.54230961440571	5.58578993266458	0.000135936803829647
LEPR	3.03895838733409	5.58035879806799	2.54140041073389	6.3546270671762	6.73816091341598e-07
OGN	1.29482092656796	3.83538898638599	2.54056805981803	9.43915540233104	0.00594838498340297
CHRM4	0.0567474786547958	2.59535002382227	2.53860254516748	36.8986334893188	8.11539679719964e-05
WDR66	4.05688769937617	1.5193191706578	-2.53756852871836	0.120219027955869	0.000180233353186985
ANGPTL5	0.729844414245739	3.26487044521103	2.5350260309653	11.7505257366778	0.000813911317274184
ADH7	3.41459153655608	0.879680264703081	-2.534911271853	0.0692578149619384	0.00957294490307344
WNT7B	2.31935032536752	4.85386134992637	2.53451102455885	6.53865484714323	9.58053024346295e-05
IGFL2	3.0597613136213	5.59280926027364	2.53304794665234	5.05321400689816	0.00488700494435464
CD34	3.3144877012394	5.84305348160469	2.52856578036528	6.16330933415499	5.68500280219876e-06
ID4	5.21068894276455	7.73681845684271	2.52612951407816	5.7900959410095	6.42092442305195e-06
ADAM33	1.34110173457018	3.86705527811229	2.52595354354211	8.41491468934975	4.75246032791947e-05
FAM134B	2.93009544153976	5.45125015332957	2.52115471178981	6.40884671258285	0.000123312746954295
G5264	0.696958816190009	3.21675744548835	2.51979862929834	11.2774792898465	2.95119569715297e-06
RELN	1.28515770529827	3.80204974243323	2.51689203713496	8.0676570455669	4.97144144537881e-05
LIF	0.79982991695336	3.31112000962742	2.51129009267406	10.923660191326	0.000352657917665063
SCEL	7.74958498272466	10.2608655361362	2.51128055341156	5.41834150379082	0.000200369608002167
SUSD2	2.7325026028571	5.24283185666563	2.51032925380853	5.70786510857898	0.00138958387135679
TMEM47	2.02466895867962	4.53182860764646	2.50715964896684	6.35432887334821	0.000902055297541033
GALNT6	6.87311095767219	4.3676487499287	-2.5054622077435	0.171623451469027	4.96079306773331e-05
SCD	7.91648345403998	5.4128593086028	-2.50362414543717	0.171986084874061	3.7029180579417e-06
COL21A1	2.18262732697414	4.68407101413932	2.50144368716518	6.10895944636242	0.00125037502596584
AGR3	0.0273948103738572	2.52855944802861	2.50116463765475	49.122975071224	0.0138036327057812
GDPD3	5.1297572500131	2.6305216508631	-2.49923559915	0.154525122597165	1.74959696549687e-05
APBA1	1.55651935148278	4.05562762937413	2.49910827789135	7.58886247082609	1.10065246758716e-06
HTR7	2.80469925634957	0.310411456895377	-2.49428779945419	0.0489205300352893	0.00241027477472311
RNU5F-1	2.87756705584275	0.383732656953994	-2.49383439888876	0.0466732092739105	0.0102034997166367
PLLP	3.41749417712299	5.90997220700461	2.49247802988162	5.85021275893158	6.15172775550867e-05
XAF1	4.48365461325722	1.99522796860649	-2.48842664465073	0.143058127627372	0.000386510098946951
CNKSR2	0.320846432741134	2.80922186079385	2.48837542805272	18.0536855209214	0.00115301288838483
GALNT15	0.86490956322177	3.34428391794124	2.47937435471947	11.4829385249243	0.00744337576773479
SSC5D	0.757349729951346	3.23501818066662	2.47766845071527	10.7223118091615	0.000197267320668201
FGFBP2	0.329273504149801	2.80634282944127	2.47706932529147	19.9594244909969	0.012094521147447
PELI2	2.68001085020203	5.15309256956109	2.47308171935906	6.27990387164237	8.6630988800181e-06
KCNK10	2.90584727668711	0.436282436275683	-2.46956484041143	0.0692743056708821	8.48922617433567e-06
PTPN21	4.67541308562689	7.14486056563279	2.4694474800059	5.62308478199145	4.64873714000899e-06
KCNMB4	1.83726097095914	4.30620358095234	2.46894260999321	5.97636979541536	0.00184473602176493
RHOBTB3	3.66917046451118	6.13345275352634	2.46428228901516	5.77702181307324	1.81159931194006e-05
ZNF135	0.872011567027604	3.3348152546143	2.4628036875867	9.96894081703203	0.000147056801317438
OSR2	0.780426159413033	3.23968974794329	2.45926358853026	10.7048371256241	0.000658483813454743
ITGA11	1.93538674281643	4.39255419047477	2.45716744765834	6.86805810632628	2.76060243375991e-06
MGP	2.59199464875007	5.04578749939579	2.45379285064572	5.78705436138146	0.000586886751113039
G34162	2.89841879583573	0.445185114259867	-2.45323368157587	0.0640210821690001	0.00143932960278765
LINC01091	0.692388622338956	3.14527766864848	2.45288904630953	11.0325148413921	4.26367213717456e-07
CDH26	3.53841691844191	1.08745322768208	-2.45096369075983	0.112270926886639	8.11340544948549e-06
NTN1	2.03248164992273	4.48313307511916	2.45065142519643	6.6181707642355	2.15153939487992e-05
EHF	9.4980187986961	7.04745246693281	-2.45056633176329	0.183311690765336	2.40720124980124e-05
GXYLT2	1.42763698432511	3.87512740478752	2.44749042046241	7.43366465466751	7.34703238108562e-05
CARD6	5.55116976432988	3.10620530668757	-2.44496445764231	0.171434408669462	0.000160598287663006
CYP24A1	3.55911515427469	1.11622423682249	-2.4428909174522	0.117629722921191	0.000904166712340854
FRG2HP	2.36732141631279	4.80777485397409	2.4404534376613	4.7533507194966	0.00970943580133518
SOD3	1.19252172693571	3.62626545068725	2.43374372375154	8.25948988369198	0.000118316067821009
GREM2	0.497443578703336	2.93032342608142	2.43287984737808	14.5364158613937	0.00604658027615684
ANGPTL4	5.41014885835961	2.98265278970202	-2.42749606865759	0.169390008517297	0.000391223462007975
OAS3	6.95448075146912	4.52888144163156	-2.42559930983755	0.173957235751904	5.35802148655676e-05
FUT2	5.66466256523155	3.24011715180709	-2.42454541342445	0.182124153127998	0.00192401814956022
RP11-557H15.3	2.80707550777142	0.383396806796446	-2.42367870097498	0.0597355455108737	0.00152605069790455
CTSL	6.59012570370429	4.16660216938557	-2.42352353431872	0.179291900767673	3.80406390027679e-05
PM20D1	1.6640795243027	4.08477223852783	2.42069271422513	15.0088091552952	0.204537871790943
CYP2J2	1.9591011061867	4.37757555497749	2.41847444879079	6.60251314687341	6.14162864448919e-06
IRF7	5.37151069102799	2.9548142870948	-2.41669640393319	0.172651167667469	0.000383011145616242
LINC01515	2.03311197959131	4.4485088005132	2.4153968209219	6.76385340176092	0.000843075481217652
AWAT2	1.26508665134927	3.6799767891704	2.41489013782113	10.1115256304301	0.131492055296813
CTD-2626G11.2	0.730987515304793	3.14277667294044	2.41178915763564	11.2119358621876	0.00468045151203149
TGM3	9.72341725714975	7.31184377010576	-2.41157348704399	0.178379505317996	0.000625880871492346
SERPINB9	4.43706811630295	2.02583349608258	-2.41123462022037	0.148202173493521	6.01672164763335e-05
CRAT	2.68285598738426	5.09382138227371	2.41096539488944	7.58622545299935	0.083574060432228
ANK2	3.60169627550358	6.01222575664179	2.41052948113821	5.1651577262515	0.000814769865217471
CRY2	4.27797710257375	6.68804953588795	2.41007243331419	5.40073515790175	1.21788290839522e-05
TGM1	8.94374771608256	6.53528020612938	-2.40846750995319	0.184949889821636	1.05257350318756e-05
ABHD12B	3.33970215101503	5.74464266745868	2.40494051644365	5.69823431429956	1.4977166044836e-06
TNNC1	0.120725436505122	2.5242960644556	2.40357062795048	25.7952619754233	4.31847192502954e-05
