metric	value1	value2	value3	value4
common_feature_count	11858	
same_position_count	2558	
ref_control_count	922	
query_control_count	1424	
ref_noncontrol_count	33	
query_noncontrol_count	32	
ref_guide_target	guide	target	cell_count
ref_guide_target	CDC73-I2	CDC73	77
ref_guide_target	CPSF1-I3	CPSF1	306
ref_guide_target	CPSF2-I1	CPSF2	151
ref_guide_target	CPSF3-I3	CPSF3	125
ref_guide_target	CPSF3L-I8	CPSF3L	33
ref_guide_target	CPSF4-I8	CPSF4	63
ref_guide_target	CPSF6-I5	CPSF6	107
ref_guide_target	CPSF7-I1	CPSF7	156
ref_guide_target	CSTF1-I5	CSTF1	31
ref_guide_target	CSTF2-I4	CSTF2	93
ref_guide_target	CSTF3-I5	CSTF3	116
ref_guide_target	CTR9-I7	CTR9	108
ref_guide_target	FIP1L1-I1	FIP1L1	74
ref_guide_target	LEO1-I2	LEO1	246
ref_guide_target	NUDT21-I3	NUDT21	178
ref_guide_target	PABPC1-I1	PABPC1	67
ref_guide_target	PABPN1-I2	PABPN1	29
ref_guide_target	PAF1-I6	PAF1	28
ref_guide_target	PAPOLA-I3	PAPOLA	164
ref_guide_target	PCF11-I5	PCF11	43
ref_guide_target	PHF3-I5	PHF3	158
ref_guide_target	RBBP6-I4	RBBP6	83
ref_guide_target	RPAP2-I2	RPAP2	5
ref_guide_target	RPRD1A-I5	RPRD1A	89
ref_guide_target	RPRD1B-I1	RPRD1B	120
ref_guide_target	SCAF1-I2	SCAF1	61
ref_guide_target	SCAF11-I3	SCAF11	144
ref_guide_target	SCAF4-I4	SCAF4	139
ref_guide_target	SCAF8-I3	SCAF8	199
ref_guide_target	SF3A1-I5	SF3A1	12
ref_guide_target	SRSF3-I1	SRSF3	27
ref_guide_target	SYMPK-I3	SYMPK	8
ref_guide_target	THOC5-I1	THOC5	21
match	ref_guide	target	method	query_guide	score	rank
match	CPSF7-I1	CPSF7	pearson_var2000	guide2	0.27686175059913065	1
match	CPSF7-I1	CPSF7	pearson_var2000	guide29	0.12077140791250804	2
match	CPSF7-I1	CPSF7	pearson_var2000	guide13	0.11628436756687338	3
match	CPSF7-I1	CPSF7	pearson_var2000	guide4	0.10883011719468176	4
match	CPSF7-I1	CPSF7	pearson_var2000	guide22	0.0980104604764673	5
match	CPSF7-I1	CPSF7	pearson_var5000	guide2	0.23380224952674125	1
match	CPSF7-I1	CPSF7	pearson_var5000	guide13	0.07960697694902548	2
match	CPSF7-I1	CPSF7	pearson_var5000	guide4	0.07747776207544917	3
match	CPSF7-I1	CPSF7	pearson_var5000	guide29	0.07740066841205344	4
match	CPSF7-I1	CPSF7	pearson_var5000	guide8	0.06381717002934653	5
match	CSTF1-I5	CSTF1	pearson_all	guide4	0.5334719877621621	1
match	CSTF1-I5	CSTF1	pearson_all	guide22	0.46708588853514516	2
match	CSTF1-I5	CSTF1	pearson_all	guide16	0.4650799235097995	3
match	CSTF1-I5	CSTF1	pearson_all	guide3	0.4477287045643264	4
match	CSTF1-I5	CSTF1	pearson_all	guide29	0.44006352566815327	5
match	CSTF1-I5	CSTF1	cosine_all	guide4	0.5752434503075265	1
match	CSTF1-I5	CSTF1	cosine_all	guide16	0.5291585371443109	2
match	CSTF1-I5	CSTF1	cosine_all	guide22	0.5243447656012887	3
match	CSTF1-I5	CSTF1	cosine_all	guide17	0.49904079776529564	4
match	CSTF1-I5	CSTF1	cosine_all	guide3	0.4950228635033639	5
match	CSTF1-I5	CSTF1	pearson_var100	guide4	0.5969480894696892	1
match	CSTF1-I5	CSTF1	pearson_var100	guide29	0.5802223719221211	2
match	CSTF1-I5	CSTF1	pearson_var100	guide22	0.5684428304864423	3
match	CSTF1-I5	CSTF1	pearson_var100	guide3	0.5681002133719041	4
match	CSTF1-I5	CSTF1	pearson_var100	guide25	0.44895007661745445	5
match	CSTF1-I5	CSTF1	pearson_var250	guide4	0.5765520746949861	1
match	CSTF1-I5	CSTF1	pearson_var250	guide3	0.5469763429043852	2
match	CSTF1-I5	CSTF1	pearson_var250	guide29	0.5347906224037535	3
match	CSTF1-I5	CSTF1	pearson_var250	guide22	0.5270735505849897	4
match	CSTF1-I5	CSTF1	pearson_var250	guide25	0.45021103240067356	5
match	CSTF1-I5	CSTF1	pearson_var500	guide4	0.5637245008677505	1
match	CSTF1-I5	CSTF1	pearson_var500	guide3	0.504642568755913	2
match	CSTF1-I5	CSTF1	pearson_var500	guide29	0.4973864896243659	3
match	CSTF1-I5	CSTF1	pearson_var500	guide22	0.4891538558262605	4
match	CSTF1-I5	CSTF1	pearson_var500	guide25	0.43378434954906564	5
match	CSTF1-I5	CSTF1	pearson_var1000	guide4	0.5434865634250153	1
match	CSTF1-I5	CSTF1	pearson_var1000	guide22	0.46031222816288014	2
match	CSTF1-I5	CSTF1	pearson_var1000	guide29	0.45512117317476913	3
match	CSTF1-I5	CSTF1	pearson_var1000	guide3	0.45053919076614274	4
match	CSTF1-I5	CSTF1	pearson_var1000	guide21	0.3847471012557381	5
match	CSTF1-I5	CSTF1	pearson_var2000	guide4	0.5100704442439243	1
match	CSTF1-I5	CSTF1	pearson_var2000	guide22	0.43536991024704025	2
match	CSTF1-I5	CSTF1	pearson_var2000	guide3	0.41661182581197276	3
match	CSTF1-I5	CSTF1	pearson_var2000	guide29	0.4068988012191638	4
match	CSTF1-I5	CSTF1	pearson_var2000	guide25	0.3640731493572563	5
match	CSTF1-I5	CSTF1	pearson_var5000	guide4	0.5113150869338565	1
match	CSTF1-I5	CSTF1	pearson_var5000	guide22	0.4378210423454341	2
match	CSTF1-I5	CSTF1	pearson_var5000	guide3	0.42289877739773685	3
match	CSTF1-I5	CSTF1	pearson_var5000	guide16	0.41305729007154157	4
match	CSTF1-I5	CSTF1	pearson_var5000	guide29	0.4115923621605752	5
match	CSTF2-I4	CSTF2	pearson_all	guide4	0.22912114747063533	1
match	CSTF2-I4	CSTF2	pearson_all	guide17	0.2229959976174379	2
match	CSTF2-I4	CSTF2	pearson_all	guide16	0.21718748222768441	3
match	CSTF2-I4	CSTF2	pearson_all	guide3	0.21125396588662454	4
match	CSTF2-I4	CSTF2	pearson_all	guide25	0.19418169653017675	5
match	CSTF2-I4	CSTF2	cosine_all	guide4	0.24225617200802954	1
match	CSTF2-I4	CSTF2	cosine_all	guide17	0.23699436883912822	2
match	CSTF2-I4	CSTF2	cosine_all	guide16	0.2316172360278566	3
match	CSTF2-I4	CSTF2	cosine_all	guide3	0.2248804742083646	4
match	CSTF2-I4	CSTF2	cosine_all	guide25	0.20845941268807136	5
match	CSTF2-I4	CSTF2	pearson_var100	guide3	0.5563753440145811	1
match	CSTF2-I4	CSTF2	pearson_var100	guide4	0.5483413450230482	2
match	CSTF2-I4	CSTF2	pearson_var100	guide25	0.5473953535539569	3
match	CSTF2-I4	CSTF2	pearson_var100	guide29	0.48147615060684756	4
match	CSTF2-I4	CSTF2	pearson_var100	guide21	0.4776840226572599	5
match	CSTF2-I4	CSTF2	pearson_var250	guide3	0.450245274972791	1
match	CSTF2-I4	CSTF2	pearson_var250	guide25	0.43316106704487395	2
match	CSTF2-I4	CSTF2	pearson_var250	guide21	0.4328333604284192	3
match	CSTF2-I4	CSTF2	pearson_var250	guide4	0.4248165248122491	4
match	CSTF2-I4	CSTF2	pearson_var250	guide17	0.3937048419406875	5
match	CSTF2-I4	CSTF2	pearson_var500	guide21	0.3657942586691241	1
match	CSTF2-I4	CSTF2	pearson_var500	guide3	0.36265256301236554	2
match	CSTF2-I4	CSTF2	pearson_var500	guide4	0.3321046753942949	3
match	CSTF2-I4	CSTF2	pearson_var500	guide25	0.33030493488552487	4
match	CSTF2-I4	CSTF2	pearson_var500	guide29	0.30902900770362746	5
match	CSTF2-I4	CSTF2	pearson_var1000	guide21	0.28845798912332266	1
match	CSTF2-I4	CSTF2	pearson_var1000	guide3	0.27357814038197337	2
match	CSTF2-I4	CSTF2	pearson_var1000	guide4	0.2589082595671469	3
match	CSTF2-I4	CSTF2	pearson_var1000	guide17	0.24593665193219028	4
match	CSTF2-I4	CSTF2	pearson_var1000	guide25	0.2437234159978179	5
match	CSTF2-I4	CSTF2	pearson_var2000	guide4	0.23862248365671124	1
match	CSTF2-I4	CSTF2	pearson_var2000	guide21	0.23192067434273753	2
match	CSTF2-I4	CSTF2	pearson_var2000	guide3	0.23003080148114827	3
match	CSTF2-I4	CSTF2	pearson_var2000	guide17	0.2232477891393793	4
match	CSTF2-I4	CSTF2	pearson_var2000	guide12	0.20473503074363644	5
match	CSTF2-I4	CSTF2	pearson_var5000	guide4	0.22622995822951625	1
match	CSTF2-I4	CSTF2	pearson_var5000	guide17	0.21636299260947572	2
match	CSTF2-I4	CSTF2	pearson_var5000	guide3	0.2117115185533912	3
match	CSTF2-I4	CSTF2	pearson_var5000	guide16	0.20852570049989944	4
match	CSTF2-I4	CSTF2	pearson_var5000	guide25	0.19391812475402437	5
match	CSTF3-I5	CSTF3	pearson_all	guide4	0.5688983465747975	1
match	CSTF3-I5	CSTF3	pearson_all	guide22	0.504616167199727	2
match	CSTF3-I5	CSTF3	pearson_all	guide29	0.4729240298449422	3
match	CSTF3-I5	CSTF3	pearson_all	guide3	0.4344599788151399	4
match	CSTF3-I5	CSTF3	pearson_all	guide17	0.37057375086388317	5
match	CSTF3-I5	CSTF3	cosine_all	guide4	0.5870797371502425	1
match	CSTF3-I5	CSTF3	cosine_all	guide22	0.527276706451357	2
match	CSTF3-I5	CSTF3	cosine_all	guide29	0.49689875665888106	3
match	CSTF3-I5	CSTF3	cosine_all	guide3	0.4592997298003423	4
match	CSTF3-I5	CSTF3	cosine_all	guide20	0.4045696027635305	5
match	CSTF3-I5	CSTF3	pearson_var100	guide4	0.6397058976706744	1
match	CSTF3-I5	CSTF3	pearson_var100	guide22	0.6261540079479467	2
match	CSTF3-I5	CSTF3	pearson_var100	guide29	0.6248576471177458	3
match	CSTF3-I5	CSTF3	pearson_var100	guide3	0.6010058940951837	4
match	CSTF3-I5	CSTF3	pearson_var100	guide25	0.48132507005842784	5
match	CSTF3-I5	CSTF3	pearson_var250	guide4	0.6416336721360749	1
match	CSTF3-I5	CSTF3	pearson_var250	guide22	0.6216777019054452	2
match	CSTF3-I5	CSTF3	pearson_var250	guide29	0.6151116288995248	3
match	CSTF3-I5	CSTF3	pearson_var250	guide3	0.5752296177487165	4
match	CSTF3-I5	CSTF3	pearson_var250	guide25	0.43949895364032454	5
match	CSTF3-I5	CSTF3	pearson_var500	guide4	0.6259783766720807	1
match	CSTF3-I5	CSTF3	pearson_var500	guide29	0.5956256392682121	2
match	CSTF3-I5	CSTF3	pearson_var500	guide22	0.5909821672176652	3
match	CSTF3-I5	CSTF3	pearson_var500	guide3	0.519270869895745	4
match	CSTF3-I5	CSTF3	pearson_var500	guide25	0.40154363293038436	5
match	CSTF3-I5	CSTF3	pearson_var1000	guide4	0.6051821170237668	1
match	CSTF3-I5	CSTF3	pearson_var1000	guide22	0.551533728308591	2
match	CSTF3-I5	CSTF3	pearson_var1000	guide29	0.5472425835556992	3
match	CSTF3-I5	CSTF3	pearson_var1000	guide3	0.47163037325492524	4
match	CSTF3-I5	CSTF3	pearson_var1000	guide21	0.3819765555264697	5
match	CSTF3-I5	CSTF3	pearson_var2000	guide4	0.5839094562614167	1
match	CSTF3-I5	CSTF3	pearson_var2000	guide22	0.5233232646113983	2
match	CSTF3-I5	CSTF3	pearson_var2000	guide29	0.5041755478284304	3
match	CSTF3-I5	CSTF3	pearson_var2000	guide3	0.4418724623202716	4
match	CSTF3-I5	CSTF3	pearson_var2000	guide21	0.3639177837555382	5
match	CSTF3-I5	CSTF3	pearson_var5000	guide4	0.5693531556256745	1
match	CSTF3-I5	CSTF3	pearson_var5000	guide22	0.5034725639581207	2
match	CSTF3-I5	CSTF3	pearson_var5000	guide29	0.47305563183644134	3
match	CSTF3-I5	CSTF3	pearson_var5000	guide3	0.4306694014003777	4
match	CSTF3-I5	CSTF3	pearson_var5000	guide20	0.35049494694938715	5
match	CTR9-I7	CTR9	pearson_all	guide14	0.3671067048310712	1
match	CTR9-I7	CTR9	pearson_all	guide16	0.31400786310254253	2
match	CTR9-I7	CTR9	pearson_all	guide28	0.3076067383784347	3
match	CTR9-I7	CTR9	pearson_all	guide30	0.30019870886628264	4
match	CTR9-I7	CTR9	pearson_all	guide4	0.27926437859805286	5
match	CTR9-I7	CTR9	cosine_all	guide14	0.4258972829030568	1
match	CTR9-I7	CTR9	cosine_all	guide16	0.39322213465435363	2
match	CTR9-I7	CTR9	cosine_all	guide20	0.36305943648796557	3
match	CTR9-I7	CTR9	cosine_all	guide17	0.35906088375252926	4
match	CTR9-I7	CTR9	cosine_all	guide28	0.3516073758443408	5
match	CTR9-I7	CTR9	pearson_var100	guide14	0.37239198926266615	1
match	CTR9-I7	CTR9	pearson_var100	guide28	0.3315841581039197	2
match	CTR9-I7	CTR9	pearson_var100	guide30	0.33074465759245747	3
match	CTR9-I7	CTR9	pearson_var100	guide13	0.27219274376620606	4
match	CTR9-I7	CTR9	pearson_var100	guide27	0.2624275231728158	5
match	CTR9-I7	CTR9	pearson_var250	guide14	0.3743106282966045	1
match	CTR9-I7	CTR9	pearson_var250	guide28	0.27308810258457644	2
match	CTR9-I7	CTR9	pearson_var250	guide30	0.25826919707890617	3
match	CTR9-I7	CTR9	pearson_var250	guide13	0.23282835140393168	4
match	CTR9-I7	CTR9	pearson_var250	guide12	0.22119640261626133	5
match	CTR9-I7	CTR9	pearson_var500	guide14	0.3820025222211766	1
match	CTR9-I7	CTR9	pearson_var500	guide28	0.25899043728603455	2
match	CTR9-I7	CTR9	pearson_var500	guide30	0.2482943402873774	3
match	CTR9-I7	CTR9	pearson_var500	guide13	0.2362547200645372	4
match	CTR9-I7	CTR9	pearson_var500	guide12	0.22342987719955681	5
match	CTR9-I7	CTR9	pearson_var1000	guide14	0.33748057307050977	1
match	CTR9-I7	CTR9	pearson_var1000	guide30	0.2515464534579453	2
match	CTR9-I7	CTR9	pearson_var1000	guide28	0.24848437084393632	3
match	CTR9-I7	CTR9	pearson_var1000	guide25	0.2134654835806637	4
match	CTR9-I7	CTR9	pearson_var1000	guide13	0.21305945919863345	5
match	CTR9-I7	CTR9	pearson_var2000	guide14	0.32464783677774867	1
match	CTR9-I7	CTR9	pearson_var2000	guide28	0.24943175125172817	2
match	CTR9-I7	CTR9	pearson_var2000	guide30	0.24234073720104582	3
match	CTR9-I7	CTR9	pearson_var2000	guide13	0.20280248384539631	4
match	CTR9-I7	CTR9	pearson_var2000	guide25	0.19734424608050632	5
match	CTR9-I7	CTR9	pearson_var5000	guide14	0.33084107640235716	1
match	CTR9-I7	CTR9	pearson_var5000	guide28	0.27773977292987545	2
match	CTR9-I7	CTR9	pearson_var5000	guide30	0.2735142102074337	3
match	CTR9-I7	CTR9	pearson_var5000	guide16	0.24807590442011507	4
match	CTR9-I7	CTR9	pearson_var5000	guide13	0.23275060699985686	5
match	FIP1L1-I1	FIP1L1	pearson_all	guide4	0.4610603612948589	1
match	FIP1L1-I1	FIP1L1	pearson_all	guide17	0.46102450956542096	2
match	FIP1L1-I1	FIP1L1	pearson_all	guide20	0.4526295975768786	3
match	FIP1L1-I1	FIP1L1	pearson_all	guide29	0.4218665871345703	4
match	FIP1L1-I1	FIP1L1	pearson_all	guide22	0.40455461111797003	5
match	FIP1L1-I1	FIP1L1	cosine_all	guide17	0.48715234040325794	1
match	FIP1L1-I1	FIP1L1	cosine_all	guide4	0.48513876507077774	2
match	FIP1L1-I1	FIP1L1	cosine_all	guide20	0.4794269021221234	3
match	FIP1L1-I1	FIP1L1	cosine_all	guide29	0.44887124489167607	4
match	FIP1L1-I1	FIP1L1	cosine_all	guide22	0.4342351102761868	5
match	FIP1L1-I1	FIP1L1	pearson_var100	guide29	0.5517419167494837	1
match	FIP1L1-I1	FIP1L1	pearson_var100	guide4	0.5018726479012616	2
match	FIP1L1-I1	FIP1L1	pearson_var100	guide12	0.496033663604131	3
match	FIP1L1-I1	FIP1L1	pearson_var100	guide9	0.4660449023131213	4
match	FIP1L1-I1	FIP1L1	pearson_var100	guide3	0.42624776289215144	5
match	FIP1L1-I1	FIP1L1	pearson_var250	guide29	0.4822908474702479	1
match	FIP1L1-I1	FIP1L1	pearson_var250	guide20	0.44156606902110035	2
match	FIP1L1-I1	FIP1L1	pearson_var250	guide9	0.43726712124960343	3
match	FIP1L1-I1	FIP1L1	pearson_var250	guide4	0.42766451529947364	4
match	FIP1L1-I1	FIP1L1	pearson_var250	guide3	0.4072453707082384	5
match	FIP1L1-I1	FIP1L1	pearson_var500	guide29	0.4920608425797817	1
match	FIP1L1-I1	FIP1L1	pearson_var500	guide20	0.4804299347673511	2
match	FIP1L1-I1	FIP1L1	pearson_var500	guide4	0.4363637043713179	3
match	FIP1L1-I1	FIP1L1	pearson_var500	guide9	0.4279705166516988	4
match	FIP1L1-I1	FIP1L1	pearson_var500	guide17	0.4251323301049338	5
match	FIP1L1-I1	FIP1L1	pearson_var1000	guide29	0.481563757877045	1
match	FIP1L1-I1	FIP1L1	pearson_var1000	guide20	0.4778953188812428	2
match	FIP1L1-I1	FIP1L1	pearson_var1000	guide4	0.45327288764905416	3
match	FIP1L1-I1	FIP1L1	pearson_var1000	guide17	0.4334762183652347	4
match	FIP1L1-I1	FIP1L1	pearson_var1000	guide9	0.43137807608740353	5
match	FIP1L1-I1	FIP1L1	pearson_var2000	guide20	0.45977187142519893	1
match	FIP1L1-I1	FIP1L1	pearson_var2000	guide4	0.4431346236497589	2
match	FIP1L1-I1	FIP1L1	pearson_var2000	guide29	0.44239066211647626	3
match	FIP1L1-I1	FIP1L1	pearson_var2000	guide17	0.44148810477919187	4
match	FIP1L1-I1	FIP1L1	pearson_var2000	guide9	0.40721234105354087	5
match	FIP1L1-I1	FIP1L1	pearson_var5000	guide17	0.45106174546040684	1
match	FIP1L1-I1	FIP1L1	pearson_var5000	guide4	0.45005489117801334	2
match	FIP1L1-I1	FIP1L1	pearson_var5000	guide20	0.44727085939352784	3
match	FIP1L1-I1	FIP1L1	pearson_var5000	guide29	0.41665587135496424	4
match	FIP1L1-I1	FIP1L1	pearson_var5000	guide22	0.3916711002630515	5
match	LEO1-I2	LEO1	pearson_all	guide14	0.3072367609127206	1
match	LEO1-I2	LEO1	pearson_all	guide17	0.2166421807959559	2
match	LEO1-I2	LEO1	pearson_all	guide20	0.200621040995019	3
match	LEO1-I2	LEO1	pearson_all	guide9	0.1751880243240001	4
match	LEO1-I2	LEO1	pearson_all	guide28	0.16565328333051357	5
match	LEO1-I2	LEO1	cosine_all	guide14	0.3705230735859784	1
match	LEO1-I2	LEO1	cosine_all	guide17	0.30605980258221943	2
match	LEO1-I2	LEO1	cosine_all	guide20	0.29533411672120563	3
match	LEO1-I2	LEO1	cosine_all	guide16	0.25791167532250503	4
match	LEO1-I2	LEO1	cosine_all	guide22	0.24247830596776	5
match	LEO1-I2	LEO1	pearson_var100	guide14	0.33967988359188134	1
match	LEO1-I2	LEO1	pearson_var100	guide10	0.12627218545541552	2
match	LEO1-I2	LEO1	pearson_var100	guide1	0.11070745633120971	3
match	LEO1-I2	LEO1	pearson_var100	guide27	0.10697795971143727	4
match	LEO1-I2	LEO1	pearson_var100	guide8	0.10313923470503324	5
match	LEO1-I2	LEO1	pearson_var250	guide14	0.34882199955256943	1
match	LEO1-I2	LEO1	pearson_var250	guide8	0.1322776219074923	2
match	LEO1-I2	LEO1	pearson_var250	guide20	0.11416888143354023	3
match	LEO1-I2	LEO1	pearson_var250	guide18	0.09648003813655147	4
match	LEO1-I2	LEO1	pearson_var250	guide13	0.08963429354204967	5
match	LEO1-I2	LEO1	pearson_var500	guide14	0.35753656630853836	1
match	LEO1-I2	LEO1	pearson_var500	guide20	0.136651673060498	2
match	LEO1-I2	LEO1	pearson_var500	guide9	0.13271597937328944	3
match	LEO1-I2	LEO1	pearson_var500	guide17	0.11923471245416124	4
match	LEO1-I2	LEO1	pearson_var500	guide8	0.11536906518483629	5
match	LEO1-I2	LEO1	pearson_var1000	guide14	0.3327875785112242	1
match	LEO1-I2	LEO1	pearson_var1000	guide20	0.15609545296496877	2
match	LEO1-I2	LEO1	pearson_var1000	guide17	0.15131324510223176	3
match	LEO1-I2	LEO1	pearson_var1000	guide9	0.14814701038554806	4
match	LEO1-I2	LEO1	pearson_var1000	guide8	0.13684788651113616	5
match	LEO1-I2	LEO1	pearson_var2000	guide14	0.3035580868072106	1
match	LEO1-I2	LEO1	pearson_var2000	guide17	0.15368588087410937	2
match	LEO1-I2	LEO1	pearson_var2000	guide20	0.14546076893031212	3
match	LEO1-I2	LEO1	pearson_var2000	guide9	0.14287129412002714	4
match	LEO1-I2	LEO1	pearson_var2000	guide8	0.12810698126786166	5
match	LEO1-I2	LEO1	pearson_var5000	guide14	0.2817247403536278	1
match	LEO1-I2	LEO1	pearson_var5000	guide17	0.16245218303775266	2
match	LEO1-I2	LEO1	pearson_var5000	guide20	0.14923487746604164	3
match	LEO1-I2	LEO1	pearson_var5000	guide9	0.14416115310427705	4
match	LEO1-I2	LEO1	pearson_var5000	guide28	0.13204699707671616	5
match	NUDT21-I3	NUDT21	pearson_all	guide13	0.6340415236247099	1
match	NUDT21-I3	NUDT21	pearson_all	guide19	0.5105169294301822	2
match	NUDT21-I3	NUDT21	pearson_all	guide16	0.33135286831793004	3
match	NUDT21-I3	NUDT21	pearson_all	guide27	0.3151081298968371	4
match	NUDT21-I3	NUDT21	pearson_all	guide12	0.3133311789578733	5
match	NUDT21-I3	NUDT21	cosine_all	guide13	0.6296719765833828	1
match	NUDT21-I3	NUDT21	cosine_all	guide19	0.4958979875339679	2
match	NUDT21-I3	NUDT21	cosine_all	guide27	0.29906293458053673	3
match	NUDT21-I3	NUDT21	cosine_all	guide12	0.293724316921974	4
match	NUDT21-I3	NUDT21	cosine_all	guide16	0.29097731146295946	5
match	NUDT21-I3	NUDT21	pearson_var100	guide13	0.6910156322418909	1
match	NUDT21-I3	NUDT21	pearson_var100	guide19	0.5924589549404724	2
match	NUDT21-I3	NUDT21	pearson_var100	guide27	0.4975309520838636	3
match	NUDT21-I3	NUDT21	pearson_var100	guide12	0.43423046543577537	4
match	NUDT21-I3	NUDT21	pearson_var100	guide30	0.38533487561581714	5
match	NUDT21-I3	NUDT21	pearson_var250	guide13	0.696520006251449	1
match	NUDT21-I3	NUDT21	pearson_var250	guide19	0.5846857545114311	2
match	NUDT21-I3	NUDT21	pearson_var250	guide27	0.4052722809267866	3
match	NUDT21-I3	NUDT21	pearson_var250	guide12	0.3864272300872002	4
match	NUDT21-I3	NUDT21	pearson_var250	guide16	0.3348849676633867	5
match	NUDT21-I3	NUDT21	pearson_var500	guide13	0.7081521252025301	1
match	NUDT21-I3	NUDT21	pearson_var500	guide19	0.5924567177039074	2
match	NUDT21-I3	NUDT21	pearson_var500	guide27	0.41057090166814075	3
match	NUDT21-I3	NUDT21	pearson_var500	guide12	0.3798739265299212	4
match	NUDT21-I3	NUDT21	pearson_var500	guide16	0.3292154082257278	5
match	NUDT21-I3	NUDT21	pearson_var1000	guide13	0.6902150992840148	1
match	NUDT21-I3	NUDT21	pearson_var1000	guide19	0.5743980476436779	2
match	NUDT21-I3	NUDT21	pearson_var1000	guide27	0.35269400855201166	3
match	NUDT21-I3	NUDT21	pearson_var1000	guide12	0.34772599089485523	4
match	NUDT21-I3	NUDT21	pearson_var1000	guide16	0.330222695423256	5
match	NUDT21-I3	NUDT21	pearson_var2000	guide13	0.6829364538598223	1
match	NUDT21-I3	NUDT21	pearson_var2000	guide19	0.5669784912959083	2
match	NUDT21-I3	NUDT21	pearson_var2000	guide16	0.34588097427965475	3
match	NUDT21-I3	NUDT21	pearson_var2000	guide12	0.34376863691933857	4
match	NUDT21-I3	NUDT21	pearson_var2000	guide27	0.3406032775957312	5
match	NUDT21-I3	NUDT21	pearson_var5000	guide13	0.6542437147613269	1
match	NUDT21-I3	NUDT21	pearson_var5000	guide19	0.5367137365234513	2
match	NUDT21-I3	NUDT21	pearson_var5000	guide16	0.3506465429251972	3
match	NUDT21-I3	NUDT21	pearson_var5000	guide27	0.33182125834917237	4
match	NUDT21-I3	NUDT21	pearson_var5000	guide12	0.33140387784259606	5
match	PABPC1-I1	PABPC1	pearson_all	guide18	0.5334451861116686	1
match	PABPC1-I1	PABPC1	pearson_all	guide16	0.33742116819097984	2
match	PABPC1-I1	PABPC1	pearson_all	guide15	0.26764870203436375	3
match	PABPC1-I1	PABPC1	pearson_all	guide17	0.2586077954769366	4
match	PABPC1-I1	PABPC1	pearson_all	guide28	0.2518399146757379	5
match	PABPC1-I1	PABPC1	cosine_all	guide18	0.5230715366699988	1
match	PABPC1-I1	PABPC1	cosine_all	guide16	0.2798813234757223	2
match	PABPC1-I1	PABPC1	cosine_all	guide15	0.23880177023956461	3
match	PABPC1-I1	PABPC1	cosine_all	guide5	0.22885723132369654	4
match	PABPC1-I1	PABPC1	cosine_all	guide13	0.22876314400447534	5
match	PABPC1-I1	PABPC1	pearson_var100	guide18	0.6491900519594036	1
match	PABPC1-I1	PABPC1	pearson_var100	guide16	0.3963488594848867	2
match	PABPC1-I1	PABPC1	pearson_var100	guide12	0.37046650187823355	3
match	PABPC1-I1	PABPC1	pearson_var100	guide22	0.3702308072356605	4
match	PABPC1-I1	PABPC1	pearson_var100	guide27	0.35665217412671524	5
match	PABPC1-I1	PABPC1	pearson_var250	guide18	0.6266648738899201	1
match	PABPC1-I1	PABPC1	pearson_var250	guide5	0.3195713738146236	2
match	PABPC1-I1	PABPC1	pearson_var250	guide16	0.31233984876184445	3
match	PABPC1-I1	PABPC1	pearson_var250	guide4	0.2760844617453943	4
match	PABPC1-I1	PABPC1	pearson_var250	guide25	0.27369015024523585	5
match	PABPC1-I1	PABPC1	pearson_var500	guide18	0.6145490210828999	1
match	PABPC1-I1	PABPC1	pearson_var500	guide5	0.25037855094303824	2
match	PABPC1-I1	PABPC1	pearson_var500	guide16	0.2473665799101815	3
match	PABPC1-I1	PABPC1	pearson_var500	guide13	0.20905675999419643	4
match	PABPC1-I1	PABPC1	pearson_var500	guide15	0.20291391722234978	5
match	PABPC1-I1	PABPC1	pearson_var1000	guide18	0.5911784343911358	1
match	PABPC1-I1	PABPC1	pearson_var1000	guide16	0.20689681407923693	2
match	PABPC1-I1	PABPC1	pearson_var1000	guide15	0.19059754444371946	3
match	PABPC1-I1	PABPC1	pearson_var1000	guide5	0.19058008388345682	4
match	PABPC1-I1	PABPC1	pearson_var1000	guide13	0.1822562014228652	5
match	PABPC1-I1	PABPC1	pearson_var2000	guide18	0.5868657252589679	1
match	PABPC1-I1	PABPC1	pearson_var2000	guide16	0.2779520734975559	2
match	PABPC1-I1	PABPC1	pearson_var2000	guide15	0.22464332509084503	3
match	PABPC1-I1	PABPC1	pearson_var2000	guide5	0.21639233611463665	4
match	PABPC1-I1	PABPC1	pearson_var2000	guide27	0.20407626311072866	5
match	PABPC1-I1	PABPC1	pearson_var5000	guide18	0.5653990838365995	1
match	PABPC1-I1	PABPC1	pearson_var5000	guide16	0.3544477547367704	2
match	PABPC1-I1	PABPC1	pearson_var5000	guide15	0.2783536282782237	3
match	PABPC1-I1	PABPC1	pearson_var5000	guide17	0.26394890710274543	4
match	PABPC1-I1	PABPC1	pearson_var5000	guide26	0.2617644255274241	5
match	PABPN1-I2	PABPN1	pearson_all	guide24	0.3984636672203579	1
match	PABPN1-I2	PABPN1	pearson_all	guide4	0.2737982090703156	2
match	PABPN1-I2	PABPN1	pearson_all	guide22	0.26670819802968077	3
match	PABPN1-I2	PABPN1	pearson_all	guide16	0.25009572271309344	4
match	PABPN1-I2	PABPN1	pearson_all	guide25	0.24427000518656097	5
match	PABPN1-I2	PABPN1	cosine_all	guide24	0.4059225065194328	1
