geneID,KL1,KL2,KL3,WL1,WL2,WL3
ENSMUSG00000027854,478,517,397,447,482,386
ENSMUSG00000027855,0,0,0,0,0,0
ENSMUSG00000027857,0,0,0,0,0,0
ENSMUSG00000027858,3,1,5,2,1,6
ENSMUSG00000027859,40,44,2,88,86,0
ENSMUSG00000027860,29,17,1,34,25,2
ENSMUSG00000027861,35,0,0,4,6,0
ENSMUSG00000027863,2,3,9,1,3,1
ENSMUSG00000027864,788,666,209,562,581,242
ENSMUSG00000027865,170,206,191,161,197,354
ENSMUSG00000027867,0,0,2,0,0,0
ENSMUSG00000027868,65,53,1,72,93,1
ENSMUSG00000027869,0,0,0,0,0,0
ENSMUSG00000027870,0,0,0,0,0,0
ENSMUSG00000027871,0,0,0,0,0,0
ENSMUSG00000027875,13,3,0,0,0,0
ENSMUSG00000027876,0,0,0,0,0,0
ENSMUSG00000027878,5159,5042,2259,9878,10228,7685
ENSMUSG00000027879,1919,1998,1892,672,642,623
ENSMUSG00000027880,0,0,0,0,0,0
ENSMUSG00000027881,3348,3607,3032,4066,4329,3200
ENSMUSG00000027882,3502,3439,6127,4106,4225,4566
ENSMUSG00000027883,1987,1947,1449,1471,1566,852
ENSMUSG00000027884,314,293,265,370,340,350
ENSMUSG00000027886,0,0,0,0,0,0
ENSMUSG00000027887,0,0,0,0,1,0
ENSMUSG00000027889,430,456,311,417,454,440
ENSMUSG00000027890,202,177,210,66,59,206
ENSMUSG00000027893,3111,3287,2467,1533,1604,2185
ENSMUSG00000027894,19,19,0,18,34,0
ENSMUSG00000027895,0,0,0,0,0,0
ENSMUSG00000027896,8,2,0,4,0,0
ENSMUSG00000027900,1603,1553,2539,2005,1927,2384
ENSMUSG00000027901,67,70,60,51,64,89
ENSMUSG00000027902,0,0,0,0,0,0
ENSMUSG00000027905,87,91,44,107,96,124
ENSMUSG00000027907,18439,19029,19309,12039,13332,9547
ENSMUSG00000027908,2,6,3,0,0,1
ENSMUSG00000027912,0,0,0,0,0,0
ENSMUSG00000027913,3,4,5,0,0,0
ENSMUSG00000027919,1,0,0,2,0,0
ENSMUSG00000027923,0,0,0,0,0,0
ENSMUSG00000027925,0,0,0,0,0,0
ENSMUSG00000027927,0,0,0,0,0,0
ENSMUSG00000027931,9,10,4,19,24,29
ENSMUSG00000027932,13,10,7,20,23,32
ENSMUSG00000027933,386,436,190,581,549,675
ENSMUSG00000027935,92,81,104,87,104,77
ENSMUSG00000027936,679,697,637,933,1078,1137
ENSMUSG00000027937,265,323,313,267,296,235
ENSMUSG00000027938,17,18,27,49,38,51
ENSMUSG00000027939,62,56,34,53,55,43
ENSMUSG00000027940,12361,13210,10565,14079,14788,11143
ENSMUSG00000027942,71,60,79,62,70,79
ENSMUSG00000027944,1562,1563,1289,1102,1251,1241
ENSMUSG00000027947,86,99,107,446,446,503
ENSMUSG00000027950,26,33,18,31,23,49
ENSMUSG00000027951,5596,5831,3701,8119,8589,7711
ENSMUSG00000027952,175,172,508,127,152,959
ENSMUSG00000027953,187,221,191,201,250,190
ENSMUSG00000027954,3,7,0,1,1,0
ENSMUSG00000027955,889,902,501,66,61,43
ENSMUSG00000027956,21,27,10,6,3,5
ENSMUSG00000027957,528,539,566,534,503,883
ENSMUSG00000027959,963,912,389,1144,1195,899
ENSMUSG00000027961,16,9,1,5,2,6
ENSMUSG00000027962,1075,1066,694,4517,4697,1607
ENSMUSG00000027963,116,114,54,105,85,82
ENSMUSG00000027965,0,0,0,0,0,0
ENSMUSG00000027966,49,39,0,41,30,0
ENSMUSG00000027967,0,0,0,0,0,0
ENSMUSG00000027968,202,216,159,312,281,269
ENSMUSG00000027971,0,0,0,0,0,0
ENSMUSG00000027973,0,0,0,0,0,0
ENSMUSG00000027977,2,7,1,0,1,0
ENSMUSG00000027978,0,0,0,0,1,0
ENSMUSG00000027981,182,231,112,169,195,131
ENSMUSG00000027983,3,3,0,3,10,2
ENSMUSG00000027984,296,268,140,114,110,149
ENSMUSG00000027985,4,2,0,1,1,0
ENSMUSG00000027993,26,48,16,25,33,30
ENSMUSG00000027994,639,616,927,500,591,883
ENSMUSG00000027995,2944,2968,2774,8721,9010,9178
ENSMUSG00000027996,9,26,1,23,19,0
ENSMUSG00000027997,221,206,287,99,125,122
ENSMUSG00000027998,447,462,409,393,442,435
ENSMUSG00000027999,538,458,253,108,107,74
ENSMUSG00000028001,0,0,0,0,0,0
ENSMUSG00000028003,0,0,0,0,0,0
ENSMUSG00000028004,0,0,0,0,0,0
ENSMUSG00000028005,7,6,1,5,8,2
ENSMUSG00000028007,528,469,482,328,323,250
ENSMUSG00000028008,1,0,0,0,2,0
ENSMUSG00000028010,108,71,43,114,106,81
ENSMUSG00000028011,0,0,0,0,0,0
ENSMUSG00000028012,0,0,0,0,1,0
ENSMUSG00000028013,125,166,117,120,131,101
ENSMUSG00000028015,754,732,868,645,586,623
ENSMUSG00000028016,593,621,718,857,880,1020
ENSMUSG00000028017,2,4,0,12,6,2
ENSMUSG00000028018,43,34,28,79,94,69
ENSMUSG00000028019,110,92,55,72,61,33
ENSMUSG00000028020,0,0,0,2,0,0
ENSMUSG00000028023,0,0,0,0,0,0
ENSMUSG00000028024,0,1,0,1,2,1
ENSMUSG00000028028,583,577,574,1874,1854,1012
ENSMUSG00000028029,218,210,229,333,360,315
ENSMUSG00000028030,329,288,129,287,350,375
ENSMUSG00000028031,3,5,0,5,3,3
ENSMUSG00000028032,185,224,194,289,303,603
ENSMUSG00000028033,8,9,11,7,4,4
ENSMUSG00000028034,2205,2231,1213,1914,2038,1384
ENSMUSG00000028035,2842,2869,1733,192,248,459
ENSMUSG00000028036,3,2,0,4,4,0
ENSMUSG00000028037,5995,5914,9736,9936,10019,9662
ENSMUSG00000028039,0,0,0,0,0,0
ENSMUSG00000028040,3,7,0,1,1,0
ENSMUSG00000028041,2862,2896,2024,1589,1599,2576
ENSMUSG00000028042,2418,2327,2671,1851,2029,2087
ENSMUSG00000028044,53,67,46,52,73,227
ENSMUSG00000028047,14,12,1,23,26,6
ENSMUSG00000028048,3172,3083,2329,1583,1780,2045
ENSMUSG00000028049,1030,1069,552,747,759,610
ENSMUSG00000028051,1,4,0,7,5,4
ENSMUSG00000028053,1219,1329,607,1427,1523,1209
ENSMUSG00000028057,1152,1203,1737,806,837,1178
ENSMUSG00000028059,2165,2288,1225,3109,3373,2371
ENSMUSG00000028060,876,913,655,1005,992,645
ENSMUSG00000028062,605,671,732,637,625,501
ENSMUSG00000028063,1642,1658,693,766,858,362
ENSMUSG00000028064,3619,3740,6355,6113,6638,14471
ENSMUSG00000028066,158,138,178,163,179,226
ENSMUSG00000028068,19,39,1,65,79,175
ENSMUSG00000028069,199,221,73,234,241,208
ENSMUSG00000028070,393,323,394,323,411,494
ENSMUSG00000028071,0,2,0,2,1,0
ENSMUSG00000028072,0,0,0,0,2,0
ENSMUSG00000028073,21,12,0,19,17,4
ENSMUSG00000028076,359,321,512,475,418,554
ENSMUSG00000028078,4,10,1,3,2,5
ENSMUSG00000028080,303,293,96,161,133,124
ENSMUSG00000028081,3614,3669,4481,3640,3912,4688
ENSMUSG00000028082,139,127,47,129,115,79
ENSMUSG00000028085,69,92,66,91,91,131
ENSMUSG00000028086,404,384,241,596,587,566
ENSMUSG00000028088,36,14,10,13,15,27
ENSMUSG00000028089,208,201,128,101,118,125
ENSMUSG00000028093,26,33,13,40,39,43
ENSMUSG00000028096,223,199,141,198,189,195
ENSMUSG00000028098,3957,3871,4955,2043,2168,3231
ENSMUSG00000028099,753,795,892,1122,1162,1846
ENSMUSG00000028100,4,8,95,39,52,697
ENSMUSG00000028101,163,164,82,186,174,161
ENSMUSG00000028102,74,69,64,79,67,80
ENSMUSG00000028104,84,87,97,118,98,67
ENSMUSG00000028106,826,840,360,680,673,619
ENSMUSG00000028107,283,241,126,147,145,130
ENSMUSG00000028108,2375,2346,572,1775,2040,659
ENSMUSG00000028109,2,1,0,2,5,3
ENSMUSG00000028111,1999,2093,2706,1592,1747,1047
ENSMUSG00000028114,214,237,160,304,333,335
ENSMUSG00000028115,0,1,0,2,1,4
ENSMUSG00000028116,36,4,0,4,7,0
ENSMUSG00000028121,169,156,110,113,148,158
ENSMUSG00000028124,17156,17024,17016,2131,2032,2873
ENSMUSG00000028125,1,1,0,0,0,0
ENSMUSG00000028126,1044,1093,737,587,660,737
ENSMUSG00000028127,485,521,345,458,451,416
ENSMUSG00000028128,53,56,88,166,164,141
ENSMUSG00000028132,0,0,0,1,0,0
ENSMUSG00000028133,3,9,1,7,10,4
ENSMUSG00000028134,198,187,118,150,161,154
ENSMUSG00000028136,884,1006,667,1630,1711,1244
ENSMUSG00000028137,1,0,0,3,0,1
ENSMUSG00000028138,961,897,948,549,567,444
ENSMUSG00000028139,15,12,7,30,31,8
ENSMUSG00000028140,204,236,224,260,274,291
ENSMUSG00000028141,2,0,1,1,1,1
ENSMUSG00000028145,69,76,62,48,59,77
ENSMUSG00000028148,0,0,0,0,0,0
ENSMUSG00000028149,1412,1356,972,1823,1930,1559
ENSMUSG00000028150,1,0,0,0,0,0
ENSMUSG00000028152,1010,980,1061,413,418,899
ENSMUSG00000028156,1558,1588,1533,1431,1421,1606
ENSMUSG00000028158,12,29,12,22,37,19
ENSMUSG00000028159,208,188,138,213,197,155
ENSMUSG00000028161,2018,2013,1217,1523,1574,1307
ENSMUSG00000028163,4177,4329,4243,9319,9590,8802
ENSMUSG00000028164,412,450,289,208,178,299
ENSMUSG00000028165,1348,1303,1281,702,746,658
ENSMUSG00000028167,7,19,10,136,110,24
ENSMUSG00000028172,0,0,0,0,0,0
ENSMUSG00000028173,713,665,581,674,669,531
ENSMUSG00000028174,0,0,0,0,0,0
ENSMUSG00000028175,3,8,2,10,7,16
ENSMUSG00000028176,0,0,0,0,0,0
ENSMUSG00000028179,17,7,1,14,27,7
ENSMUSG00000028180,1039,1022,667,712,709,554
ENSMUSG00000028182,2,1,5,2,3,1
ENSMUSG00000028184,460,424,73,390,414,94
ENSMUSG00000028185,0,0,0,0,0,0
ENSMUSG00000028186,0,0,0,0,0,0
ENSMUSG00000028187,290,275,382,316,312,356
ENSMUSG00000028188,28,14,19,26,26,12
ENSMUSG00000028189,337,314,441,360,373,406
ENSMUSG00000028191,1043,1019,1131,937,1028,913
ENSMUSG00000028194,71,57,0,111,112,0
ENSMUSG00000028195,299,326,7,597,642,8
ENSMUSG00000028197,282,281,53,102,95,26
ENSMUSG00000028199,17,27,0,9,13,12
ENSMUSG00000028207,1170,1131,522,986,1003,836
ENSMUSG00000028211,376,371,236,146,108,251
ENSMUSG00000028212,39,28,17,25,21,102
ENSMUSG00000028214,159,180,345,215,193,395
ENSMUSG00000028217,1,2,1,5,2,0
ENSMUSG00000028218,68,40,37,60,27,25
ENSMUSG00000028221,284,314,227,258,295,293
ENSMUSG00000028222,0,0,0,0,0,0
ENSMUSG00000028223,165,144,137,130,177,173
ENSMUSG00000028224,196,229,174,269,293,351
ENSMUSG00000028226,4,3,0,4,4,0
ENSMUSG00000028228,2067,2030,1370,2740,2501,3009
ENSMUSG00000028229,23,19,24,29,34,19
ENSMUSG00000028232,411,390,385,419,383,503
ENSMUSG00000028233,308,277,165,664,634,580
ENSMUSG00000028234,1947,1908,3730,2624,2851,2910
ENSMUSG00000028236,0,0,0,0,2,0
ENSMUSG00000028238,6228,6431,4316,3060,3148,3119
ENSMUSG00000028240,0,0,0,0,0,0
ENSMUSG00000028243,76,82,66,122,133,94
ENSMUSG00000028245,275,260,208,701,721,345
ENSMUSG00000028246,3,2,0,5,11,0
ENSMUSG00000028247,114,141,192,88,107,177
ENSMUSG00000028248,1037,1028,437,1033,1114,522
ENSMUSG00000028249,11940,12037,15442,11210,10807,9831
ENSMUSG00000028251,325,290,330,120,114,194
ENSMUSG00000028252,276,217,267,183,187,258
ENSMUSG00000028255,0,0,0,0,0,0
ENSMUSG00000028256,115,114,63,116,158,81
ENSMUSG00000028259,0,0,0,0,0,0
ENSMUSG00000028261,99,96,37,62,57,74
ENSMUSG00000028262,0,2,0,0,0,0
ENSMUSG00000028264,0,0,0,0,0,1
ENSMUSG00000028266,2823,2931,4800,8276,8120,5218
ENSMUSG00000028268,21679,22777,34524,36039,38233,27792
ENSMUSG00000028270,47820,48188,81225,85578,90077,70333
ENSMUSG00000028271,585,666,832,487,474,816
ENSMUSG00000028273,1358,1359,1336,939,1025,1705
ENSMUSG00000028274,447,488,346,256,262,278
ENSMUSG00000028277,1096,1270,1020,1367,1384,1541
ENSMUSG00000028278,190,182,160,40,27,115
ENSMUSG00000028280,0,0,0,0,0,0
ENSMUSG00000028282,229,212,128,262,348,331
ENSMUSG00000028284,830,788,637,594,521,626
ENSMUSG00000028287,0,0,0,2,0,0
ENSMUSG00000028289,1,1,2,4,4,0
ENSMUSG00000028291,743,685,629,419,424,421
ENSMUSG00000028292,145,159,91,166,157,150
ENSMUSG00000028293,128,127,105,116,127,102
ENSMUSG00000028294,0,0,1,0,0,0
ENSMUSG00000028295,53,64,66,61,80,52
ENSMUSG00000028298,0,0,0,0,0,0
ENSMUSG00000028300,1067,1104,1548,1263,1246,1454
ENSMUSG00000028307,0,0,0,0,0,0
ENSMUSG00000028309,747,739,328,940,1033,762
ENSMUSG00000028310,0,0,0,0,0,0
ENSMUSG00000028312,139,183,73,192,173,493
ENSMUSG00000028314,0,0,0,0,0,0
ENSMUSG00000028318,55,52,27,60,56,57
ENSMUSG00000028322,198,224,227,177,202,182
ENSMUSG00000028327,941,1005,610,1102,1166,435
ENSMUSG00000028328,18,11,4,8,17,4
ENSMUSG00000028329,70,96,78,131,162,152
ENSMUSG00000028330,413,409,280,361,401,365
ENSMUSG00000028331,40,38,47,55,76,66
ENSMUSG00000028332,0,0,0,1,0,0
ENSMUSG00000028333,2373,2347,1698,2681,3098,2378
ENSMUSG00000028334,400,414,377,288,352,585
ENSMUSG00000028337,4820,4646,2247,4266,4499,4484
ENSMUSG00000028339,73,61,93,68,96,95
ENSMUSG00000028341,23,21,184,196,234,4698
ENSMUSG00000028343,1185,1136,957,856,870,1023
ENSMUSG00000028344,116,145,61,115,109,136
ENSMUSG00000028345,474,556,441,393,414,474
ENSMUSG00000028347,298,291,375,711,647,460
ENSMUSG00000028348,12,14,4,43,43,9
ENSMUSG00000028351,3,4,0,15,21,0
ENSMUSG00000028354,0,0,0,1,3,0
ENSMUSG00000028356,0,0,4,1,0,2
ENSMUSG00000028357,0,0,0,0,0,0
ENSMUSG00000028358,21,41,8,24,18,8
ENSMUSG00000028359,0,1,0,0,0,1
ENSMUSG00000028360,0,0,1,0,0,0
ENSMUSG00000028362,77,96,349,595,585,1401
ENSMUSG00000028364,2683,2845,58,6463,6796,555
ENSMUSG00000028367,9822,10267,15633,9703,10559,10142
ENSMUSG00000028369,81,81,1,128,134,0
ENSMUSG00000028370,23,20,0,33,38,0
ENSMUSG00000028373,9,5,3,7,4,0
ENSMUSG00000028378,5176,5334,6390,428,413,689
ENSMUSG00000028381,910,923,501,881,932,881
ENSMUSG00000028382,5594,5285,4043,5630,5720,7112
ENSMUSG00000028383,144,144,275,230,250,462
ENSMUSG00000028385,582,596,471,362,353,480
ENSMUSG00000028386,0,0,0,0,0,0
ENSMUSG00000028389,7,9,3,10,9,5
ENSMUSG00000028391,1,0,0,1,1,1
ENSMUSG00000028392,3,1,1,0,0,0
ENSMUSG00000028393,93,96,53,62,81,71
ENSMUSG00000028394,330,310,336,323,332,383
ENSMUSG00000028396,0,0,0,0,0,0
ENSMUSG00000028397,253,217,186,282,327,395
ENSMUSG00000028398,162,170,228,178,157,222
ENSMUSG00000028399,34,23,2,38,46,0
ENSMUSG00000028402,41,49,0,65,71,2
ENSMUSG00000028403,1092,1013,832,1229,1341,1281
ENSMUSG00000028405,691,698,451,690,692,710
ENSMUSG00000028407,42,42,45,40,29,19
ENSMUSG00000028409,859,773,975,805,811,855
ENSMUSG00000028410,4142,4302,4627,5571,5807,4959
ENSMUSG00000028411,289,256,298,334,339,305
ENSMUSG00000028412,4281,4310,2301,2699,2840,895
ENSMUSG00000028413,848,797,911,1920,1802,2575
ENSMUSG00000028414,71,62,24,80,105,95
ENSMUSG00000028415,0,0,0,0,0,0
ENSMUSG00000028416,2434,2568,3038,1976,2344,1966
ENSMUSG00000028417,1,2,2,0,6,0
ENSMUSG00000028419,2065,2018,3145,1611,1752,2424
ENSMUSG00000028420,352,346,417,441,423,459
ENSMUSG00000028423,731,761,412,679,755,645
ENSMUSG00000028426,4670,4526,2973,2160,2349,2843
ENSMUSG00000028427,2,0,0,0,0,0
ENSMUSG00000028430,537,579,214,555,644,574
ENSMUSG00000028431,307,292,124,354,346,249
ENSMUSG00000028433,811,861,250,577,693,559
ENSMUSG00000028434,3,0,0,0,4,5
ENSMUSG00000028435,0,0,0,0,0,0
ENSMUSG00000028436,1257,1294,1096,1015,1068,1082
ENSMUSG00000028437,3810,3878,3848,1810,1869,2195
ENSMUSG00000028438,17,9,10,15,22,23
ENSMUSG00000028439,1258,1416,650,1165,1206,742
ENSMUSG00000028441,2,2,0,4,0,3
ENSMUSG00000028443,79,82,136,69,111,119
ENSMUSG00000028444,1,0,0,2,1,0
ENSMUSG00000028445,3,0,0,7,1,1
ENSMUSG00000028447,780,713,1092,662,727,712
ENSMUSG00000028451,0,0,4,0,1,1
ENSMUSG00000028452,9406,9790,5466,6139,6223,7770
ENSMUSG00000028453,52,38,46,46,67,131
ENSMUSG00000028454,65,66,23,78,76,79
ENSMUSG00000028455,324,316,316,359,405,387
ENSMUSG00000028456,8,10,2,14,3,10
ENSMUSG00000028457,0,0,0,1,0,0
ENSMUSG00000028458,1857,1977,1597,2382,2712,2037
ENSMUSG00000028459,250,310,210,1365,1525,461
ENSMUSG00000028460,0,0,0,0,0,0
ENSMUSG00000028461,104,90,81,102,115,73
ENSMUSG00000028463,37,37,61,42,36,47
ENSMUSG00000028464,295,374,4,438,545,14
ENSMUSG00000028465,13265,13831,3504,15892,17720,11564
ENSMUSG00000028466,460,456,524,540,631,561
ENSMUSG00000028467,64,77,35,107,86,85
ENSMUSG00000028468,862,866,514,636,738,565
ENSMUSG00000028469,25,28,0,36,35,2
ENSMUSG00000028470,49,53,58,48,34,56
ENSMUSG00000028475,0,0,0,0,0,0
ENSMUSG00000028476,20,6,4,15,7,10
ENSMUSG00000028478,4192,4210,5865,4927,5455,5882
ENSMUSG00000028479,89,95,28,120,78,104
ENSMUSG00000028480,1183,1168,4404,1978,2062,6207
ENSMUSG00000028483,241,165,93,228,217,169
ENSMUSG00000028484,278,301,222,507,488,473
ENSMUSG00000028487,13,27,0,31,29,0
ENSMUSG00000028488,0,0,0,0,3,0
ENSMUSG00000028492,0,1,0,0,0,1
ENSMUSG00000028494,8017,8449,4967,7039,7748,5333
ENSMUSG00000028495,3654,3817,3770,3790,3890,4972
ENSMUSG00000028496,279,271,165,228,235,285
ENSMUSG00000028497,677,672,344,491,480,448
ENSMUSG00000028514,1292,1329,575,1402,1330,1367
ENSMUSG00000028517,4999,4976,4729,3491,3649,3595
ENSMUSG00000028518,60,30,28,5,3,2
ENSMUSG00000028519,0,0,0,0,0,0
ENSMUSG00000028520,0,0,0,0,0,0
ENSMUSG00000028521,383,362,186,117,155,124
ENSMUSG00000028522,886,855,759,931,879,851
ENSMUSG00000028523,0,0,0,0,0,0
ENSMUSG00000028524,0,1,0,1,0,0
ENSMUSG00000028525,781,845,656,2089,2242,1804
ENSMUSG00000028527,237,253,202,530,460,437
ENSMUSG00000028528,1,1,0,1,0,0
ENSMUSG00000028530,7625,7567,5055,6911,7155,5637
ENSMUSG00000028532,44,50,1,58,60,1
ENSMUSG00000028533,0,0,0,0,0,0
ENSMUSG00000028536,0,0,1,1,0,0
ENSMUSG00000028538,758,704,717,1600,1722,1592
ENSMUSG00000028539,87,96,112,10,7,2
ENSMUSG00000028540,69,70,75,94,129,73
ENSMUSG00000028541,35,41,9,18,28,3
ENSMUSG00000028542,858,767,624,44,73,17
ENSMUSG00000028544,0,0,0,0,0,0
ENSMUSG00000028545,0,2,0,6,0,0
ENSMUSG00000028546,1,4,0,2,0,4
ENSMUSG00000028549,11,4,8,10,6,10
ENSMUSG00000028550,245,230,224,211,266,310
ENSMUSG00000028551,18,27,3,25,13,28
ENSMUSG00000028552,1197,1151,649,843,793,920
ENSMUSG00000028553,10,7,6,26,18,17
ENSMUSG00000028555,1,1,2,0,0,4
ENSMUSG00000028556,617,546,220,801,792,669
ENSMUSG00000028557,1662,1719,1248,926,923,991
ENSMUSG00000028558,0,1,1,0,1,0
ENSMUSG00000028559,1120,1195,1084,1008,1130,1350
ENSMUSG00000028560,547,480,470,577,539,684
ENSMUSG00000028563,415,374,642,393,461,517
ENSMUSG00000028565,16,9,4,15,5,7
ENSMUSG00000028567,528,442,554,379,433,451
ENSMUSG00000028568,209,184,188,196,213,207
ENSMUSG00000028571,0,0,0,0,0,0
ENSMUSG00000028572,11,9,4,2,3,12
ENSMUSG00000028573,148,142,115,70,99,81
ENSMUSG00000028575,10,8,2,20,13,8
ENSMUSG00000028576,48,67,29,57,80,37
ENSMUSG00000028577,1117,1091,1002,961,985,1319
ENSMUSG00000028578,123,95,114,126,76,146
ENSMUSG00000028580,724,783,374,876,841,790
ENSMUSG00000028581,25751,27264,11408,17479,18658,14705
ENSMUSG00000028582,512,560,347,497,479,415
ENSMUSG00000028583,4456,4754,3071,13064,13186,4339
ENSMUSG00000028584,0,0,0,0,0,0
ENSMUSG00000028587,11,5,3,24,15,56
ENSMUSG00000028589,0,0,0,0,0,0
ENSMUSG00000028591,0,0,0,0,0,0
ENSMUSG00000028593,0,0,0,0,0,0
ENSMUSG00000028597,13,25,2,32,30,7
ENSMUSG00000028599,60933,60089,37919,71989,75720,47868
ENSMUSG00000028600,0,0,0,2,1,2
ENSMUSG00000028601,2,3,1,5,5,0
ENSMUSG00000028602,266,259,413,386,454,441
ENSMUSG00000028603,1267,1248,1593,1294,1317,1135
ENSMUSG00000028607,244,249,167,219,204,283
ENSMUSG00000028608,204,197,177,363,379,231
ENSMUSG00000028609,143,113,228,172,217,259
ENSMUSG00000028610,0,0,0,0,0,0
ENSMUSG00000028613,900,898,821,21,30,170
ENSMUSG00000028614,149,153,60,85,85,144
ENSMUSG00000028617,208,163,130,117,120,124
ENSMUSG00000028618,1717,1783,2415,1701,1740,1748
ENSMUSG00000028619,526,562,593,526,517,499
ENSMUSG00000028621,22,29,5,18,22,9
ENSMUSG00000028622,366,408,281,398,342,322
ENSMUSG00000028626,0,2,0,0,1,0
ENSMUSG00000028629,262,195,231,188,175,207
ENSMUSG00000028630,1736,1616,1725,2358,2409,2570
ENSMUSG00000028631,0,2,0,1,2,0
ENSMUSG00000028633,130,137,15,125,147,52
ENSMUSG00000028634,2365,2287,1552,4128,4331,4624
ENSMUSG00000028635,0,0,0,0,0,0
ENSMUSG00000028636,42,65,60,63,76,62
ENSMUSG00000028637,1,1,0,1,0,0
ENSMUSG00000028639,14696,15364,15066,8265,9115,9651
ENSMUSG00000028640,0,0,0,0,0,0
ENSMUSG00000028641,380,373,221,372,397,281
ENSMUSG00000028642,1,1,0,0,0,4
ENSMUSG00000028643,410,375,848,678,764,651
ENSMUSG00000028644,1,2,0,4,7,5
ENSMUSG00000028645,4793,4814,3465,2689,2690,3279
ENSMUSG00000028646,3898,3931,3621,3408,3491,3802
ENSMUSG00000028647,82,83,120,144,137,98
ENSMUSG00000028648,590,572,645,392,487,472
ENSMUSG00000028649,12102,12367,4021,10520,11129,7772
ENSMUSG00000028651,161,154,141,227,211,164
ENSMUSG00000028653,120,148,128,144,132,104
ENSMUSG00000028654,8,12,19,29,30,21
ENSMUSG00000028655,1,4,0,8,7,0
ENSMUSG00000028656,12832,12918,10587,11996,12876,10835
ENSMUSG00000028657,656,700,963,816,862,1132
ENSMUSG00000028661,0,0,0,0,0,0
ENSMUSG00000028664,18,3,0,14,22,0
ENSMUSG00000028668,3480,3722,3271,2982,3211,3865
ENSMUSG00000028669,62,58,77,120,140,107
ENSMUSG00000028670,1076,1087,994,1145,1189,1119
ENSMUSG00000028671,85,74,109,29,46,57
ENSMUSG00000028672,454,405,506,533,541,486
ENSMUSG00000028673,2365,2489,2419,1678,1912,1339
ENSMUSG00000028675,651,629,931,823,778,1022
ENSMUSG00000028676,855,832,786,1041,1000,1060
ENSMUSG00000028677,446,398,375,592,594,504
ENSMUSG00000028678,17,21,1,13,45,47
ENSMUSG00000028680,909,997,701,371,399,617
ENSMUSG00000028681,0,0,0,0,1,2
ENSMUSG00000028683,94,119,45,120,143,97
ENSMUSG00000028684,94,132,73,87,98,100
ENSMUSG00000028687,3,2,1,6,2,8
ENSMUSG00000028688,102,101,138,157,176,166
ENSMUSG00000028689,59,45,21,44,69,47
ENSMUSG00000028690,40,35,13,26,63,40
ENSMUSG00000028691,170260,166955,321266,76029,72671,71131
ENSMUSG00000028692,84932,87766,108673,40952,43866,34273
ENSMUSG00000028693,520,524,569,422,474,624
ENSMUSG00000028696,12,16,16,22,32,27
ENSMUSG00000028698,24,24,18,26,22,22
ENSMUSG00000028699,0,0,0,0,0,0
ENSMUSG00000028700,400,387,337,403,381,318
ENSMUSG00000028701,12,3,1,15,1,2
ENSMUSG00000028702,30,17,24,31,43,134
ENSMUSG00000028703,1112,1151,925,1103,1215,1238
ENSMUSG00000028706,86,69,123,161,183,266
ENSMUSG00000028707,0,0,0,0,0,0
ENSMUSG00000028708,442,437,399,694,776,629
ENSMUSG00000028709,260,242,268,601,620,389
ENSMUSG00000028710,41,32,14,36,43,41
ENSMUSG00000028712,0,0,0,0,0,0
ENSMUSG00000028713,2,0,0,0,1,0
ENSMUSG00000028715,0,0,0,0,0,0
ENSMUSG00000028716,94,100,498,95,92,371
ENSMUSG00000028717,142,153,95,59,46,27
ENSMUSG00000028718,24,10,1,21,35,95
ENSMUSG00000028719,1325,1186,1647,1720,1634,1969
ENSMUSG00000028729,535,586,526,580,685,490
ENSMUSG00000028730,0,1,0,1,0,0
ENSMUSG00000028736,0,0,0,0,0,0
ENSMUSG00000028737,58,61,42,50,90,76
ENSMUSG00000028738,0,0,0,0,0,0
ENSMUSG00000028741,165,177,143,205,251,162
ENSMUSG00000028743,67,81,75,53,61,70
ENSMUSG00000028744,325,303,186,160,171,164
ENSMUSG00000028745,5217,5212,5662,6539,6817,6785
ENSMUSG00000028747,0,2,0,0,0,0
ENSMUSG00000028749,0,0,0,0,0,0
ENSMUSG00000028750,0,0,0,1,0,0
ENSMUSG00000028751,6,2,0,1,2,0
ENSMUSG00000028753,0,0,0,0,0,0
ENSMUSG00000028755,1,3,0,1,0,2
ENSMUSG00000028756,417,447,365,250,282,180
ENSMUSG00000028757,2043,1991,1728,1632,1759,2199
ENSMUSG00000028758,1,0,2,2,6,0
ENSMUSG00000028759,1449,1467,1184,2581,2673,2276
ENSMUSG00000028760,2943,2932,1498,3719,3889,2559
ENSMUSG00000028763,1221,1179,9,1834,2030,20
ENSMUSG00000028766,49,62,0,136,126,1
ENSMUSG00000028771,3670,3674,3086,2517,2610,1902
ENSMUSG00000028772,291,312,285,269,318,310
ENSMUSG00000028773,2004,1822,1420,2185,2375,862
ENSMUSG00000028776,9,5,2,12,15,2
ENSMUSG00000028777,83,83,105,4,7,12
ENSMUSG00000028778,0,1,0,0,0,0
ENSMUSG00000028779,1526,1616,1971,888,824,1001
ENSMUSG00000028780,18,14,10,25,35,6
ENSMUSG00000028782,0,0,0,0,2,0
ENSMUSG00000028784,0,0,0,0,0,0
ENSMUSG00000028785,0,0,0,2,2,2
ENSMUSG00000028786,0,0,0,1,0,3
ENSMUSG00000028788,4614,4538,5081,4084,4045,4794
ENSMUSG00000028789,39,37,11,64,72,23
ENSMUSG00000028790,1571,1538,1256,1848,1902,1852
