cluster	ref	rank	genes	scores	logfoldchanges	pvals	pvals_adj
6	rest	26	PTGDS	41.091	5.562181	4.2800786748201816e-182	5.802042947299758e-179
6	rest	27	RGR	40.83846	5.571108	7.258573758252022e-181	9.488252075920795e-178
6	rest	28	CTNNA2	40.757908	5.5058246	1.1619928774521106e-160	1.3290656658632719e-157
6	rest	29	F3	39.96201	6.093029	6.188962802038728e-163	7.550740917247316e-160
6	rest	30	MIR99AHG	38.05721	4.584401	2.260960115443731e-174	2.8535655581157243e-171
6	rest	31	NKAIN2	36.160168	5.326118	1.403551775425626e-160	1.5567090464349497e-157
6	rest	32	DCLK1	35.930973	5.2990527	3.4352872711751484e-155	3.5924271260651888e-152
6	rest	33	PRKG1	35.381474	4.9259095	4.041607486157268e-161	4.77183469680136e-158
6	rest	34	SULF1	35.235332	6.0456786	3.26579032796045e-140	2.716617995310919e-137
6	rest	35	RTN4	35.20149	3.6866674	3.9632138058844396e-139	3.1534258371560083e-136
6	rest	36	CRABP1	34.411846	4.76168	2.433280998598446e-148	2.407041022424371e-145
6	rest	37	PCSK2	34.325172	5.0141187	1.799623602978068e-143	1.6824578076428038e-140
6	rest	38	LSAMP	34.186844	4.37872	5.220622423538887e-131	3.7466666926264075e-128
6	rest	39	ENO1	33.899723	3.8101184	4.500932293709893e-152	4.576072857835439e-149
6	rest	40	MYO3A	33.867805	5.4751635	2.5665554184969394e-142	2.1846161598234066e-139
6	rest	41	GULP1	33.61544	5.6395717	4.387946283344703e-134	3.3459004565979055e-131
6	rest	42	GRID2	33.491013	4.555203	4.366831782497752e-140	3.551786890471116e-137
6	rest	43	SPON1	33.421364	4.7881374	1.8387014645969277e-143	1.6824578076428038e-140
6	rest	44	CPA6	33.136707	6.342982	1.1896248867290815e-123	7.6388527156440545e-121
6	rest	45	SPOCK1	33.016823	4.727211	1.5658008302515307e-147	1.5081546365272703e-144
6	rest	46	GABRG3-AS1	32.806576	5.0135565	3.9666718851215126e-143	3.4567656587460115e-140
6	rest	47	NAV2	32.375507	4.4879537	2.0625439868476085e-143	1.8412481088441299e-140
6	rest	48	FLT1	32.265564	4.9864917	3.322179265827433e-136	2.5871294320968057e-133
6	rest	49	PARD3B	32.111553	4.9442677	8.531483518605638e-134	6.372669964581327e-131
7	rest	0	GRIK1	55.914787	7.4022546	1.2399788070919098e-217	4.538446431837099e-213
7	rest	1	DGKB	45.46035	6.0165515	1.3760699600298568e-200	2.5182768303526396e-196
7	rest	2	TAFA4	41.93342	6.3501053	7.703617935658591e-173	5.639202401260802e-169
7	rest	3	TENM3	41.14717	5.452837	1.1381766033284923e-179	1.3886133952808716e-175
7	rest	4	GRM7	40.230434	5.4357615	5.226437128985836e-175	4.782320633950265e-171
7	rest	5	PTPRO	37.7499	6.1268997	2.937622883101007e-147	1.7919989190729991e-143
7	rest	6	CA10	35.871487	5.238712	6.2888922646680364e-130	1.770613429070114e-126
7	rest	7	PCDH9	35.739986	5.175847	5.605638487037213e-136	1.8651997660368094e-132
7	rest	8	KHDRBS2	34.66077	4.8641787	1.0134654648503486e-145	5.2991213541410874e-142
7	rest	9	NEBL	34.27398	4.752957	2.7962370544291873e-140	1.2793134053645335e-136
7	rest	10	NRXN3	33.727364	5.667075	3.630619171975688e-113	6.32782344349915e-110
7	rest	11	MDGA2	33.220695	5.004785	3.975402059831849e-119	9.093980674494095e-116
7	rest	12	KIAA1217	32.895077	4.9750996	1.0100549569478275e-138	4.107669053249715e-135
7	rest	13	UNC5D	32.85487	5.116257	2.062366793530653e-138	7.548468701001544e-135
7	rest	14	NETO1	32.12281	4.9904714	2.6571942202526136e-134	8.104663804622159e-131
7	rest	15	LRRC7	30.915743	4.6472573	5.015493675539511e-128	1.3112291715601545e-124
7	rest	16	CNTNAP5	29.786646	5.1288815	4.058132110245259e-120	9.902112891139114e-117
7	rest	17	SNTG1	29.311594	4.8597	1.2868624746543916e-118	2.770614907930905e-115
7	rest	18	NCKAP5	29.144255	4.163041	1.8977990177484166e-116	3.858963436033877e-113
7	rest	19	RYR2	29.078451	4.3976626	6.740704455915987e-116	1.2985080199525319e-112
7	rest	20	TTN	28.702417	4.6990366	2.143042246540143e-109	3.410325620244164e-106
7	rest	21	KCNMA1	28.685368	4.0042777	2.659742753388088e-107	4.0562185215315587e-104
7	rest	22	MACROD2	28.416403	3.774947	3.392687848926674e-99	4.434848855663043e-96
7	rest	23	PLCB4	28.219511	4.335991	9.601757398833298e-114	1.757169612773488e-110
7	rest	24	CNTN1	27.868622	3.9490585	7.7498782273172e-111	1.2893331499910765e-107
7	rest	25	NRG3	27.78229	4.2304773	9.183695551565335e-101	1.2928170803186264e-97
7	rest	26	CDH20	26.594006	4.455183	7.092578220766402e-105	1.0383818218330843e-101
7	rest	27	IQCJ-SCHIP1	26.057503	4.1065946	3.2193039479086887e-100	4.3640645850891076e-97
7	rest	28	AL355612.1	25.81154	5.395642	6.624589844886619e-92	7.131370968020446e-89
7	rest	29	SGCD	25.526403	5.053398	1.701529985252079e-91	1.7793628282917526e-88
7	rest	30	PDE1C	25.518429	4.3187346	1.8998304985857635e-97	2.3977826234047424e-94
7	rest	31	AC020584.1	25.319897	7.532943	6.645408428488186e-80	5.3584053569092334e-77
7	rest	32	FAM171B	25.241537	3.9297132	2.067661053738582e-96	2.5226154075961946e-93
7	rest	33	DLGAP1	25.070694	4.485202	1.0587618887867048e-95	1.2500562545639414e-92
7	rest	34	DOK6	24.846096	3.9548938	1.814145953141689e-92	2.0121077585133017e-89
7	rest	35	ZNF804A	24.41708	4.7690825	5.110451924172738e-91	5.195768079906843e-88
7	rest	36	SLC8A1	24.359846	3.9384403	1.0458284953891851e-92	1.1961990237418615e-89
7	rest	37	CADPS	23.974964	3.5892117	1.358224188050079e-81	1.1836277025433557e-78
7	rest	38	NKAIN3	23.840536	7.0077014	1.7757177069375615e-74	1.1605900677075301e-71
7	rest	39	DGKI	23.826693	3.8311193	2.7042454177421018e-89	2.675083419858883e-86
7	rest	40	GRIA2	23.375008	3.7322545	8.0292277652943085e-87	7.733625406250973e-84
7	rest	41	BCAT1	23.324621	4.4632525	2.0680300933289947e-82	1.846145596242306e-79
7	rest	42	PRR16	23.161236	4.4546914	1.899528710992061e-82	1.7381162587755106e-79
7	rest	43	SLC38A1	23.03532	3.3396013	1.4228132477430964e-85	1.335291991811412e-82
7	rest	44	UNC13C	22.698181	2.9847715	1.608284112265833e-78	1.177296135860835e-75
7	rest	45	PDZRN4	22.671453	4.673019	2.1857070493872084e-80	1.818160538968664e-77
7	rest	46	ANKS1B	22.255268	3.729677	2.4959917895362684e-81	2.1245533834608597e-78
7	rest	47	PRKCB	22.251543	3.9737806	1.932065044554024e-79	1.473239847827538e-76
7	rest	48	RIMS1	22.108557	3.9195957	6.734423824972671e-80	5.3584053569092334e-77
7	rest	49	FRMD5	21.95305	3.776959	1.8915807049172802e-79	1.4730584123548378e-76
8	rest	0	GRIK1	64.67586	8.26305	2.6275013030554193e-195	4.80845875965657e-191
8	rest	1	DSCAM	58.322453	7.3036337	4.3352112838869304e-212	1.5867306820154553e-207
8	rest	2	DPP10	47.943554	7.074968	2.4821887704516785e-191	3.028353039576729e-187
8	rest	3	TENM3	41.374645	5.698467	8.897644655086562e-165	8.141567300520582e-161
8	rest	4	PDE4B	40.600246	5.686573	1.9141130664330976e-148	1.16764087240863e-144
8	rest	5	SLC24A3	39.17077	6.334241	7.938655378726912e-145	3.6320340689597964e-141
8	rest	6	RIMS1	38.10826	5.4352627	9.205308192489771e-153	6.738469703066363e-149
8	rest	7	TAFA4	37.547634	6.0488133	3.2328038818720185e-146	1.6903407840056822e-142
8	rest	8	ANKS1B	36.831955	5.1726503	1.083470257708152e-140	4.406232766930675e-137
8	rest	9	CNTN4	35.00758	5.41639	2.141007295900492e-130	7.836300803725392e-127
8	rest	10	KHDRBS2	34.004242	4.9507937	9.12509079939351e-129	3.036249530441835e-125
8	rest	11	CNTNAP2	32.10186	5.4976735	4.177699951301758e-125	1.2742332993132969e-121
8	rest	12	OPCML	30.991463	4.889811	8.082850601676195e-120	2.275695499015003e-116
8	rest	13	CNTNAP5	29.778818	5.272867	7.22502038611891e-114	1.8888783653738444e-110
8	rest	14	CSMD3	29.417389	5.5054097	3.6004282929224256e-108	7.32107088606965e-105
8	rest	15	ZNF804B	29.278044	5.4953294	8.854349622854908e-112	2.160520336974083e-108
8	rest	16	NEBL	29.003298	4.6001234	1.4976536766985097e-108	3.2244483659318913e-105
8	rest	17	PLCB4	28.979256	4.505967	1.0471218461075736e-109	2.3953566680864567e-106
8	rest	18	NRXN3	28.464243	5.3201027	2.615699713554174e-87	3.6822009698383205e-84
8	rest	19	CA10	28.142992	4.7518854	1.4664278906261686e-94	2.2363636343670165e-91
8	rest	20	THSD7A	27.999908	4.5445	4.552956482086388e-106	8.770671589518099e-103
8	rest	21	NRG1	27.794035	4.6045895	5.38120015650126e-95	8.9526048603683e-92
8	rest	22	CDH20	27.252087	4.7543926	1.6748982265075e-102	3.065147499420051e-99
8	rest	23	CAMK4	26.513306	4.7161946	7.037677509986226e-96	1.2266001644905041e-92
8	rest	24	ZPBP	26.15166	3.5614984	3.124634654602994e-82	3.689185580423361e-79
8	rest	25	CRYBG3	25.96761	4.389932	1.4550862187289682e-94	2.2363636343670165e-91
8	rest	26	LRRC7	25.118807	4.3916597	1.537305277537991e-91	2.2506764185267204e-88
8	rest	27	KCNIP4	25.013445	3.348678	6.155520975293152e-75	5.776877518377043e-72
8	rest	28	PDE1A	24.819212	5.978286	1.5759005221897987e-77	1.6022093059074672e-74
8	rest	29	BACH1	24.200415	4.2031965	1.7672700936944927e-85	2.3956982481226714e-82
8	rest	30	NFIB	23.967136	4.509366	2.928321951543515e-84	3.827839705301578e-81
8	rest	31	BCAT1	23.781446	4.700958	1.6256341741603134e-80	1.8030253457103523e-77
8	rest	32	SAMSN1	23.299515	4.3351536	1.063916374444097e-82	1.342772524863048e-79
8	rest	33	NFIA	23.258635	4.247095	1.1149783404672143e-82	1.3603107413146835e-79
8	rest	34	DST	23.230164	3.328286	6.898603997887412e-76	6.824210943964248e-73
8	rest	35	SLC8A1	22.935282	4.050017	5.1232718902261e-81	5.859902326692672e-78
8	rest	36	PRKCB	22.922491	4.2865586	6.233024429565346e-79	6.518140775614893e-76
8	rest	37	DGKB	22.825008	4.520558	1.1698241649943166e-79	1.2593157136163817e-76
8	rest	38	KCNMA1	22.346767	3.6759539	2.0831891329377313e-75	2.006494880385629e-72
8	rest	39	GABRB3	22.338346	3.259422	2.067988903212536e-74	1.892261546162051e-71
8	rest	40	CADPS	22.010618	3.524141	7.527602767542043e-67	5.862080614783113e-64
8	rest	41	PTPRR	21.90329	4.5718117	5.579059479399369e-72	4.86188466679753e-69
8	rest	42	PDE1C	21.421099	4.2011204	7.108990155918078e-72	5.913548834017218e-69
8	rest	43	CTNND2	21.167059	3.8315842	9.237427760173503e-72	7.513313187780231e-69
8	rest	44	CACNA2D1	21.09267	3.5797343	5.910650112314786e-72	5.031062901414733e-69
8	rest	45	GSG1	20.855034	6.079348	2.1628699793436124e-60	1.4659852613695472e-57
8	rest	46	GABBR2	20.706556	4.661287	8.647736007193991e-64	6.459505828557291e-61
8	rest	47	NUP93	20.436018	4.212422	3.397995789978171e-64	2.591042581437313e-61
8	rest	48	RORA	20.162724	2.7687025	2.3322573186485294e-60	1.552053638542815e-57
8	rest	49	REPS2	20.118109	4.6371956	1.0831898899252404e-61	7.773692776696808e-59
9	rest	0	ZNF804B	34.946495	6.18239	7.038259870148624e-136	2.576073495073098e-131
9	rest	1	TRPM1	34.84221	5.414949	2.203298996470017e-134	4.032147328489955e-130
9	rest	2	FRMD3	33.62701	5.148936	5.043327486741028e-130	6.153027644740278e-126
9	rest	3	ROBO2	32.919125	5.570387	6.558451052761865e-111	4.8009173396427405e-107
9	rest	4	ADGRB3	31.887226	4.9715385	8.00527024043836e-116	7.325022401757111e-112
9	rest	5	HS3ST4	30.610003	7.075402	6.30033569791332e-95	1.537323912528836e-91
9	rest	6	CA10	30.297379	5.1581826	5.3711173111676684e-102	2.1313477787479138e-98
9	rest	7	GABRR2	29.899494	5.525992	4.67952340660925e-104	2.1409404525663146e-100
9	rest	8	DLG2	29.312887	3.8946593	7.6280605763033916e-93	1.551081361962669e-89
9	rest	9	CARMIL1	28.599092	5.036201	5.823195483041211e-102	2.1313477787479138e-98
9	rest	10	MCC	28.533108	4.424187	5.957133758921914e-107	3.633950878505016e-103
9	rest	11	TMTC2	28.090372	4.6006236	6.8217581242322524e-105	3.5669024157860664e-101
9	rest	12	IQCJ-SCHIP1	28.018112	4.5453796	4.50067055332667e-99	1.3576878546709592e-95
9	rest	13	PTPRG	27.97298	4.509271	4.822256799191953e-99	1.3576878546709592e-95
9	rest	14	NCKAP5	27.869707	4.383432	1.758049066981604e-101	5.8496685364176074e-98
9	rest	15	NRG3	27.171255	4.429791	7.188081184226668e-86	9.744109608291862e-83
9	rest	16	SOX5	26.854353	4.7583084	2.357458513507535e-98	6.163238503777807e-95
9	rest	17	DOK6	26.690586	4.464817	5.506174499060977e-93	1.2595718302508177e-89
9	rest	18	BCAT1	26.360592	4.9592247	2.435768656204978e-91	4.45757842928792e-88
9	rest	19	KCNMA1	26.340755	4.21109	1.6902110500272845e-91	3.255969191686771e-88
9	rest	20	ADGRL2	26.005878	4.1347575	1.4190893454590053e-88	2.3609131424156843e-85
9	rest	21	CSMD1	25.718052	4.53954	6.275561177023397e-93	1.3511283214131374e-89
9	rest	22	CADPS	25.44636	4.0606675	3.667606923263226e-78	4.3302606773663653e-75
9	rest	23	KCNH7	25.383842	5.265793	3.9447194780936067e-88	6.277420765987135e-85
9	rest	24	PTPRT	25.126337	4.740398	4.265576919038299e-88	6.505182533905033e-85
9	rest	25	AP001825.1	24.712442	3.9494708	1.1996155432492988e-88	2.0908156427841707e-85
9	rest	26	FAM135B	24.499737	4.050715	1.2213155176793175e-87	1.788054770503228e-84
9	rest	27	CDH20	24.486656	4.28986	4.362190108998772e-87	6.140789237671695e-84
9	rest	28	MDGA2	24.075779	4.3553514	1.9185004226797523e-77	2.1943448115781754e-74
9	rest	29	RELN	23.702753	7.386621	9.312006731660306e-68	8.520718959637472e-65
9	rest	30	GRID1	23.228413	4.330949	6.640117965226433e-79	8.380515780870783e-76
9	rest	31	RYR2	23.070316	4.0023055	7.176509353037042e-79	8.755580627683626e-76
9	rest	32	SCN7A	22.915466	5.139238	2.6198917471561963e-71	2.5916394010179446e-68
9	rest	33	SAMSN1	22.72091	4.1960154	4.946906922156749e-79	6.466490723494971e-76
9	rest	34	SLC24A4	22.681372	4.200202	3.34728220481134e-77	3.712541696312117e-74
9	rest	35	EPHA7	22.412079	4.938585	1.1343335150088054e-70	1.0925721311272971e-67
9	rest	36	NRXN3	22.282877	4.3889904	1.0992663694052084e-64	9.356801950372101e-62
9	rest	37	SCN1A	21.913317	4.8122845	2.1411341353682088e-69	2.0094269356054309e-66
9	rest	38	KHDRBS3	21.670406	3.9162848	9.331334398870633e-74	1.0045181480384236e-70
9	rest	39	LRRTM4	21.636711	4.103092	4.922790656711995e-73	5.147973166466164e-70
9	rest	40	ST18	21.502169	4.0921745	2.3334087469785094e-72	2.3723637096711227e-69
9	rest	41	PCDH9	20.987011	3.86983	2.157484724757558e-67	1.9260024002646678e-64
9	rest	42	VSX1	20.68311	5.335135	8.100547044354003e-61	6.445393964573932e-58
9	rest	43	GRM5	20.316845	3.9946704	2.7766824456651524e-67	2.419746528423577e-64
9	rest	44	SYNE1	19.854044	2.985671	2.7629660494372264e-63	2.29834819035118e-60
9	rest	45	EDIL3	19.340483	3.5519183	2.7685833913143477e-62	2.251842682344365e-59
9	rest	46	SLC4A10	18.849703	3.239863	1.1099012769422305e-59	8.643297156885655e-57
9	rest	47	RORA	18.80209	2.6489532	4.2547977347357064e-54	3.114597037781232e-51
9	rest	48	RALGAPA2	18.334757	3.1249297	8.691073428117408e-58	6.627124552969276e-55
9	rest	49	ATP2B1	18.21818	2.7702029	6.815127185124829e-57	5.0906218388317116e-54
10	rest	0	MIAT	61.150326	7.9150767	3.3580143325913526e-167	1.229066825871761e-162
10	rest	1	RBPMS	52.25816	7.9999514	1.7785826421525085e-141	6.509790328542396e-138
10	rest	2	EBF1	49.315495	7.431939	2.5308857595925977e-156	4.631647484342433e-152
10	rest	3	KCNC2	47.53565	7.7429132	2.0683809000026751e-144	8.711011722024718e-141
10	rest	4	NEFL	46.531162	6.659471	6.859771626329805e-151	6.27686253238243e-147
10	rest	5	HS6ST3	46.445248	7.6545916	7.848552900639287e-150	5.745297694325971e-146
10	rest	6	MEG3	44.207558	5.5898447	3.2281881439114084e-132	8.439636732521533e-129
10	rest	7	MEG8	43.557816	5.721272	2.007108516547752e-154	2.4487392938054754e-150
10	rest	8	PLCB1	42.631092	5.7905245	2.511263778057998e-149	1.5319127590116796e-145
10	rest	9	RBFOX1	41.139168	6.6235065	2.953352156159453e-147	1.544223460965602e-143
10	rest	10	NEFM	40.441204	6.8365	7.918638435830257e-122	1.4491504269491163e-118
10	rest	11	TENM4	40.364933	5.286162	1.4804347132130808e-135	4.5154492448593304e-132
10	rest	12	LRFN5	40.33456	5.917375	2.1419935383793466e-144	8.711011722024718e-141
10	rest	13	SCN1A-AS1	40.24889	5.910548	1.3021217491944591e-138	4.332632558387854e-135
10	rest	14	SYN3	39.13931	6.4631724	6.817580183688569e-125	1.3862791794621406e-121
10	rest	15	EPHA6	38.98709	6.1067586	2.32125320562763e-134	6.535399121475145e-131
10	rest	16	DSCAM	38.442276	6.118906	2.688740364486953e-125	5.78885800474041e-122
10	rest	17	AL355612.1	36.89756	6.131864	2.1527519311156057e-130	5.252858228717485e-127
10	rest	18	RALYL	36.086273	5.4432144	2.6318225421447445e-119	4.3785153120472636e-116
10	rest	19	STMN2	36.064438	5.6853447	2.573229901865574e-121	4.484894649437232e-118
10	rest	20	LRP1B	35.9512	5.2852755	4.425283885316483e-113	6.478792619458744e-110
10	rest	21	NRXN1	35.64596	5.1634207	2.7692482255187202e-102	3.269588848458409e-99
10	rest	22	SCN1A	35.40598	5.3374457	1.8755548925191867e-126	4.290449038818422e-123
10	rest	23	PRUNE2	34.80004	4.9904685	4.780789180117311e-124	9.20956130428809e-121
10	rest	24	AHNAK2	34.45242	7.50294	4.0479465031711987e-94	3.613631462501684e-91
10	rest	25	SLC4A4	34.14954	7.413345	5.215975529047175e-95	5.1597275767204235e-92
10	rest	26	PRKG1	33.811108	5.589401	1.155713849687091e-114	1.7625117755165505e-111
10	rest	27	ROBO2	33.6234	5.8263655	1.1898957896610697e-91	8.53948545046761e-89
10	rest	28	PLA2R1	33.504322	5.3502116	4.368146555215808e-115	6.951240524671904e-112
10	rest	29	TMEM163	32.911354	7.289885	2.83668983308995e-91	1.996647780402409e-88
10	rest	30	KAZN	32.576096	5.035683	1.6899003488296858e-96	1.7672012190718667e-93
10	rest	31	UCHL1	31.94305	5.5377817	1.3800483416014892e-103	1.7417637707226244e-100
10	rest	32	SGCZ	31.787598	7.627064	3.7480390593579104e-90	2.540406992806646e-87
10	rest	33	SOX5	31.127718	5.4641066	1.8518484852245733e-109	2.6069040926040234e-106
10	rest	34	EPHA5	30.870844	5.8542523	8.541692090978559e-97	9.195131535938419e-94
10	rest	35	ATP1B1	30.385204	5.0080543	7.0790824082694165e-106	9.253624829466748e-103
10	rest	36	RBFOX2	30.245577	4.6682997	3.371569803187069e-106	4.570475050609256e-103
10	rest	37	RIT2	30.07935	7.896332	1.2648229861390415e-80	6.613398016525008e-78
10	rest	38	GALNTL6	29.52231	6.4557624	1.6409411298425923e-89	1.0536857244450653e-86
10	rest	39	CACNA1B	29.512447	4.917401	7.63206738037911e-101	8.729415568414244e-98
10	rest	40	AC120193.1	29.468243	9.385844	1.5064930520470833e-76	6.48695908211474e-74
10	rest	41	CACNA2D3	29.383747	4.8926153	9.831244537354713e-103	1.1994446043723995e-99
10	rest	42	KCNN2	29.042336	5.399047	3.2021530272162826e-93	2.5478696293291993e-90
10	rest	43	CLEC2L	28.967165	6.755193	8.163201694551505e-81	4.330164423511299e-78
10	rest	44	ADCY8	28.939846	5.515601	2.7150105076961575e-94	2.484302489804677e-91
10	rest	45	LSS	28.454302	5.1270323	7.498021068030195e-92	5.488701382219463e-89
10	rest	46	PCDH9	28.314943	4.942621	2.5197261913177683e-81	1.3562426224767888e-78
10	rest	47	CDH18	28.265224	5.680031	4.968265480605264e-95	5.05120791265648e-92
10	rest	48	PTCHD4	28.218632	6.448996	2.317677234321663e-81	1.2661090216926448e-78
10	rest	49	PPP2R2C	28.183622	4.9308767	1.3987162416693614e-93	1.1905677479381466e-90
11	rest	0	GRIP1	48.082726	7.116048	9.177060445515997e-161	3.3588958936633104e-156
11	rest	1	DLGAP1	31.95023	5.819956	1.1249758290241635e-108	2.0587620159056706e-104
11	rest	2	ADGRL3	31.560179	5.5016236	8.449762369973149e-107	1.0308991750112908e-102
11	rest	3	NAV3	27.95129	5.0035625	3.8664283888623187e-91	3.537878636518743e-87
11	rest	4	IL1RAPL1	27.648348	6.098732	3.2320163210245795e-83	1.971583822763677e-79
11	rest	5	DSCAM	27.28862	5.5009356	2.4073313368191224e-90	1.7622146851783343e-86
11	rest	6	GRM8	27.185883	6.9156284	3.573909796262775e-75	1.4534296939223757e-71
11	rest	7	SYNPR	26.7262	5.9196744	4.108937592649834e-80	2.1484460689796654e-76
11	rest	8	GRIA4	24.421223	4.541164	1.185627685567788e-75	5.424394864933326e-72
11	rest	9	PTPRK	23.724241	6.5596747	2.620001446128098e-63	5.640863113513794e-60
11	rest	10	MEG3	22.636602	4.467713	7.813035193253863e-72	2.8596490110828466e-68
11	rest	11	XKR4	21.786709	4.8621073	1.559342548275862e-64	3.5670935380903016e-61
11	rest	12	SNTG1	21.657545	4.874809	8.036211360673653e-67	2.4511114334334695e-63
11	rest	13	CACNA1D	21.442148	3.958247	6.795404329665423e-67	2.261078126091674e-63
11	rest	14	FRMD5	21.38805	4.3325706	9.505580719248365e-67	2.676259691578534e-63
11	rest	15	ADGRB3	21.35211	4.305832	2.127230155269095e-65	5.561339350928868e-62
11	rest	16	FGF14	21.211628	4.027396	8.533778126225848e-65	2.0822987546532816e-61
11	rest	17	FAM155A	20.868809	4.1079025	2.9372980975061546e-60	5.375402383341138e-57
11	rest	18	FAT3	20.505934	5.94492	2.2922142571189276e-53	2.893011518096892e-50
11	rest	19	MYT1L	20.308151	4.501473	6.908558949844374e-60	1.204096029158352e-56
11	rest	20	GAD2	20.269037	6.7662187	3.852025406955514e-51	4.0282280548565365e-48
11	rest	21	SNHG14	20.232521	3.0692213	1.5343086622417953e-54	2.0798974572856278e-51
11	rest	22	MIR181A1HG	20.078608	4.1279473	2.484636655400378e-60	4.786325590753118e-57
11	rest	23	NRXN1	19.900543	4.421911	2.019934816412302e-60	4.107313011972592e-57
11	rest	24	DCLK1	19.809923	4.6515036	3.119036450829399e-57	4.963471875513341e-54
11	rest	25	CTNND2	19.748222	3.7817812	7.94434527525967e-60	1.3216862791808145e-56
11	rest	26	PLPPR1	19.660963	5.5440326	9.232517488500356e-52	1.0559980393643798e-48
11	rest	27	TENM4	19.509056	4.41009	7.753259565588906e-57	1.1824043890004982e-53
11	rest	28	ENOX1	19.221336	4.635638	3.3321158016694765e-54	4.3556703734608755e-51
11	rest	29	PAX6	19.010466	4.5098767	1.4691960371006605e-52	1.7924681384640426e-49
11	rest	30	RASGEF1B	18.958918	4.2381825	2.4265529174373388e-55	3.552570533244962e-52
11	rest	31	DCC	18.84023	7.651256	5.508454693454322e-46	4.688719772909806e-43
11	rest	32	PAM	18.634077	4.5354548	1.1928039015385288e-51	1.322964109097324e-48
11	rest	33	EFNA5	18.198273	4.8472376	6.838948711091305e-49	6.41826568652956e-46
11	rest	34	CDH18	18.014725	5.1057935	5.071614322648222e-49	4.884898837453884e-46
11	rest	35	ATRNL1	17.926893	3.9977262	3.1254168542971965e-52	3.690109105939732e-49
11	rest	36	KCNC2	17.740896	5.16753	2.4368894112369117e-47	2.2298147335170553e-44
11	rest	37	CNTNAP2	17.735344	4.078499	2.950535437254284e-51	3.1762513982042365e-48
11	rest	38	AFF3	17.393309	3.7330258	1.8190177482583887e-49	1.7994018541623052e-46
11	rest	39	ADCY8	17.354965	5.097308	8.79828839321842e-45	7.000568553917118e-42
11	rest	40	GAD1	17.219309	6.14234	3.212528773197695e-42	2.099674386210872e-39
11	rest	41	CACNA1A	17.153465	4.119582	3.4264374950165623e-47	2.985977113216695e-44
11	rest	42	BASP1	16.681866	3.9721937	7.796929829968553e-45	6.341676193481756e-42
11	rest	43	ADARB2	16.546219	5.381082	2.517048172446123e-42	1.6750269119945555e-39
11	rest	44	SPOCK3	16.307178	4.268383	1.902723241967102e-43	1.3392610265238058e-40
11	rest	45	DPP6	16.293121	4.3209624	1.1832770526713991e-43	8.661824680965176e-41
11	rest	46	ZMAT4	16.246763	4.862976	5.076418147563997e-41	3.1491861121862687e-38
11	rest	47	RBFOX2	16.03944	3.8682408	1.0104730679611043e-42	6.848949029711921e-40
11	rest	48	ATP1B1	16.015314	4.5259676	8.610338494708062e-41	5.252449987413496e-38
11	rest	49	GRIA2	15.839932	3.2544456	1.5142995347726513e-43	1.0867622994551726e-40
12	rest	0	TNR	42.58937	10.062893	1.0654422984624202e-98	4.8745316957528804e-95
12	rest	1	KCNJ3	39.714012	6.663876	3.7820831723390355e-126	1.3842802619078105e-121
12	rest	2	GRIA4	39.684494	6.166	3.884037339718111e-113	3.5539912667755647e-109
12	rest	3	FBXL7	36.63352	6.2187743	1.156096818618066e-121	2.1157149829119917e-117
12	rest	4	CACNA1C	34.888973	5.566185	1.923684916031588e-117	2.3469597203890718e-113
12	rest	5	ONECUT1	33.841656	8.438095	2.913311782376527e-83	6.2723602674566624e-80
12	rest	6	SNTG2	33.38158	5.6269646	1.772179904133883e-111	1.2972711334240852e-107
12	rest	7	FRMPD4	33.3494	7.1059165	5.427373102438632e-94	1.80588439020324e-90
12	rest	8	SEMA5A	32.616104	7.584205	1.685738524734843e-85	4.113314382921332e-82
12	rest	9	DOCK10	31.581068	6.8857546	9.786416506910376e-87	2.558518789781619e-83
12	rest	10	ZEB2	31.205336	5.3723073	3.492242186787054e-104	2.1303259379765491e-100
12	rest	11	ARHGAP44	30.388157	5.5623255	6.0593875529475635e-96	2.4642182647270417e-92
12	rest	12	AC092691.1	29.745327	5.36837	7.572383358849757e-99	3.959382904532285e-95
12	rest	13	FMN2	28.73948	4.819534	4.3504270846512966e-95	1.5922998172532213e-91
12	rest	14	NAV3	28.262846	5.6223536	3.5765308167501902e-93	1.090871703532281e-89
12	rest	15	GRIA3	28.108732	5.9161587	5.656676093530122e-82	1.089684219469979e-78
12	rest	16	PCSK6	27.572838	5.7261195	8.547698248541086e-83	1.7380794644158458e-79
12	rest	17	GRIP1	26.993822	5.2905765	5.889477290212296e-88	1.6581596792235405e-84
12	rest	18	PDE4B	26.796408	5.0215206	1.2308792782997653e-83	2.815713279065607e-80
12	rest	19	ADCY2	26.312553	5.3561773	4.415710442504928e-81	7.696162757434422e-78
12	rest	20	RYR3	26.274883	6.615977	1.1627439926234668e-71	1.251693908059162e-68
12	rest	21	PAK5	26.24687	5.8553987	1.1901418766109867e-74	1.6133475120681008e-71
12	rest	22	PLCB4	26.212688	4.57206	2.1030392603058452e-81	3.8486669983227122e-78
12	rest	23	CNTN4	26.090433	5.0050197	1.700220963156067e-79	2.7056429335858788e-76
12	rest	24	ONECUT2	25.753057	7.7022557	1.2292868741878377e-64	9.373568517114384e-62
12	rest	25	MAGI1	25.454288	4.2904534	4.837596805242829e-80	8.048221848576944e-77
