rank	experiment	file	biological_replicates	pearson	n_points	seconds	status	error
331	ENCSR218FJD	ENCFF162UOX	1	0.9169538289	48000	130.489	ok	
332	ENCSR232NLA	ENCFF472RBD	1	0.9166908402	48000	349.534	ok	
333	ENCSR885AWF	ENCFF945VXT	1	0.9165440296	48000	296.256	ok	
334	ENCSR336QAO	ENCFF469QBP	1	0.9160452064	48000	370.784	ok	
335	ENCSR771JQH	ENCFF006RUR	1	0.9158445284	48000	239.336	ok	
336	ENCSR261RWJ	ENCFF241BCT	1	0.9153503584	48000	156.439	ok	
337	ENCSR011VHK	ENCFF957XPY	1	0.9146123443	48000	266.963	ok	
338	ENCSR946BPA	ENCFF702RRA	1	0.9144375417	48000	102.569	ok	
339	ENCSR424JPH	ENCFF894UQK	1	0.9137096991	48000	156.406	ok	
340	ENCSR139PLJ	ENCFF722LVW	1	0.9134644129	48000	402.214	ok	
341	ENCSR560MXA	ENCFF499NHY	1	0.9127342941	48000	342.217	ok	
342	ENCSR242CLA	ENCFF594BXK	1	0.9120168323	48000	168.991	ok	
343	ENCSR420HOT	ENCFF907ITJ	1	0.9111653578	48000	216.586	ok	
344	ENCSR953OBW	ENCFF069PKX	1	0.9098757595	48000	167.354	ok	
345	ENCSR284VNJ	ENCFF685XGL	1	0.9095424541	48000	273.295	ok	
346	ENCSR468AKF	ENCFF429CVH	1	0.9071800508	48000	447.498	ok	
347	ENCSR326TID	ENCFF580UOH	1	0.9053648970	48000	188.472	ok	
348	ENCSR009MDC	ENCFF040POR	1	0.9048082140	48000	183.891	ok	
349	ENCSR407WGG	ENCFF342GNP	1	0.9040220079	48000	225.880	ok	
350	ENCSR768AWY	ENCFF481RXU	1	0.9030344295	48000	199.089	ok	
351	ENCSR044JIR	ENCFF050YCQ	1	0.9025472489	48000	105.078	ok	
352	ENCSR635VQU	ENCFF518FWN	1	0.9024593977	48000	149.579	ok	
353	ENCSR872IXQ	ENCFF198SMG	1	0.9012881129	48000	185.334	ok	
354	ENCSR323LVJ	ENCFF301LEA	1	0.9009526033	48000	248.862	ok	
355	ENCSR197ZNW	ENCFF566TQY	1	0.8995677674	48000	381.859	ok	
356	ENCSR969QKG	ENCFF018LAK	1	0.8988979211	48000	222.915	ok	
357	ENCSR933VOY	ENCFF314PGJ	1	0.8980541581	48000	284.818	ok	
358	ENCSR125OEJ	ENCFF537HTG	1	0.8971073723	48000	104.290	ok	
359	ENCSR438LZG	ENCFF086TUD	1	0.8962956579	48000	169.898	ok	
360	ENCSR229BGG	ENCFF500QFS	1	0.8952473210	48000	308.256	ok	
361	ENCSR515PDV	ENCFF136ORD	1	0.8942125933	48000	296.828	ok	
362	ENCSR763AKE	ENCFF291LZE	1	0.8939112300	48000	151.257	ok	
363	ENCSR386BOX	ENCFF950TCX	1	0.8934044782	48000	231.911	ok	
364	ENCSR932OSG	ENCFF329PET	1	0.8933469075	48000	92.416	ok	
365	ENCSR252NVI	ENCFF032VQN	1	0.8922727878	48000	251.722	ok	
366	ENCSR616AEG	ENCFF174GJX	1	0.8907328165	48000	108.537	ok	
367	ENCSR139KYP	ENCFF159ORY	2	0.8893339853	48000	149.218	ok	
368	ENCSR903SKE	ENCFF969JHD	1	0.8885620576	48000	267.598	ok	
369	ENCSR653ISV	ENCFF802FLJ	1	0.8863778438	48000	184.738	ok	
370	ENCSR260UJJ	ENCFF043TCU	1	0.8835087520	48000	201.348	ok	
371	ENCSR903SKE	ENCFF301FDB	2	0.8834989625	48000	105.920	ok	
372	ENCSR404TSP	ENCFF755FPE	1	0.8832111760	48000	303.216	ok	
373	ENCSR017SBI	ENCFF483CTC	1	0.8824634255	48000	249.980	ok	
374	ENCSR246VSO	ENCFF118JST	1	0.8824369555	48000	247.797	ok	
375	ENCSR516JCM	ENCFF197MIF	1	0.8821664129	48000	410.198	ok	
376	ENCSR279SXQ	ENCFF452PQB	1	0.8816178466	48000	408.440	ok	
377	ENCSR109DTU	ENCFF230LAU	1	0.8775283583	48000	166.226	ok	
378	ENCSR785JXR	ENCFF883DDK	1	0.8770980091	48000	207.218	ok	
379	ENCSR895GSY	ENCFF125HZY	1	0.8741877364	48000	185.083	ok	
380	ENCSR794TLA	ENCFF308ZZS	1	0.8731357597	48000	319.605	ok	
381	ENCSR567EEO	ENCFF221CLN	1	0.8730110954	48000	174.038	ok	
382	ENCSR274XTS	ENCFF762HKP	1	0.8723322934	48000	212.436	ok	
383	ENCSR355WAJ	ENCFF909PMD	1	0.8715666150	48000	245.525	ok	
384	ENCSR184TUE	ENCFF342IAV	1	0.8711859465	48000	358.643	ok	
385	ENCSR917BSW	ENCFF427WCT	1	0.8709388059	48000	346.095	ok	
386	ENCSR658UBE	ENCFF935VSX	1	0.8707933488	48000	202.976	ok	
387	ENCSR801VSK	ENCFF240PRJ	1	0.8701002484	48000	124.276	ok	
388	ENCSR560UTV	ENCFF298DPU	1	0.8697933059	48000	160.499	ok	
389	ENCSR133QIE	ENCFF028LAC	1	0.8697547533	48000	227.246	ok	
390	ENCSR371CCL	ENCFF703OAE	1	0.8690787023	48000	122.888	ok	
391	ENCSR238FMP	ENCFF407UXA	1	0.8683581981	48000	154.364	ok	
392	ENCSR388DHS	ENCFF804POQ	1	0.8678740662	48000	165.341	ok	
393	ENCSR485UQY	ENCFF963TDP	1	0.8673876789	48000	272.425	ok	
394	ENCSR032NNU	ENCFF217MSL	1	0.8664784565	48000	268.379	ok	
395	ENCSR612CTW	ENCFF528JMP	1	0.8664363482	48000	177.886	ok	
396	ENCSR895KTN	ENCFF163GBM	2	0.8663811888	48000	176.266	ok	
397	ENCSR108SYM	ENCFF750LPX	1	0.8661899577	48000	98.758	ok	
398	ENCSR971MMF	ENCFF799XYA	1	0.8658073325	48000	244.104	ok	
399	ENCSR464TKV	ENCFF649PLC	1	0.8656296834	48000	215.913	ok	
400	ENCSR374VQC	ENCFF954QGZ	1	0.8648025500	48000	221.180	ok	
401	ENCSR866ODX	ENCFF589CRI	1	0.8638789416	48000	125.642	ok	
402	ENCSR222CLC	ENCFF254NBU	1	0.8630363465	48000	201.669	ok	
403	ENCSR713KNQ	ENCFF660OZI	1	0.8629041700	48000	261.113	ok	
404	ENCSR539WBA	ENCFF087WEP	1	0.8626756251	48000	139.083	ok	
405	ENCSR006IMH	ENCFF493HHP	1	0.8624558991	48000	156.253	ok	
406	ENCSR796PIM	ENCFF532YBF	1	0.8623590384	48000	187.280	ok	
407	ENCSR006DKF	ENCFF537HPX	2	0.8617837702	48000	249.504	ok	
408	ENCSR770OTB	ENCFF644JWK	1	0.8612218641	48000	357.553	ok	
409	ENCSR659JPP	ENCFF851FKA	1	0.8610085761	48000	276.001	ok	
410	ENCSR933GMM	ENCFF082KAC	1	0.8609732071	48000	211.147	ok	
411	ENCSR622HTS	ENCFF408XXY	1	0.8593652866	48000	155.843	ok	
412	ENCSR757NJT	ENCFF421SBY	1	0.8584803663	48000	151.688	ok	
413	ENCSR541JMK	ENCFF231WCT	1	0.8582843762	48000	169.685	ok	
414	ENCSR503UNA	ENCFF148MYZ	1	0.8576017287	48000	144.294	ok	
415	ENCSR458AOS	ENCFF316SZE	1	0.8573850938	48000	236.426	ok	
416	ENCSR747SEU	ENCFF867HAD	1	0.8572966901	48000	175.182	ok	
417	ENCSR236KPK	ENCFF707LYV	1	0.8565767594	48000	135.985	ok	
418	ENCSR597UIG	ENCFF722LEE	1	0.8565542803	48000	211.227	ok	
419	ENCSR881FBS	ENCFF940HNG	1	0.8561472846	48000	291.413	ok	
420	ENCSR053ZKP	ENCFF518SGA	1	0.8556415445	48000	249.270	ok	
421	ENCSR297WRG	ENCFF905SCU	1	0.8555268778	48000	141.183	ok	
422	ENCSR268GBM	ENCFF938OBZ	1	0.8551901388	48000	146.147	ok	
423	ENCSR930PDT	ENCFF764IRG	1	0.8545235173	48000	207.506	ok	
424	ENCSR802NBC	ENCFF973NVP	1	0.8540714382	48000	294.395	ok	
425	ENCSR635GDW	ENCFF549PNN	1	0.8533849786	48000	171.068	ok	
426	ENCSR090SMP	ENCFF146ZBO	1	0.8531718631	48000	303.808	ok	
427	ENCSR507DQC	ENCFF305IPH	1	0.8530288771	48000	103.251	ok	
428	ENCSR138UGH	ENCFF792AMR	1	0.8523650388	48000	126.660	ok	
429	ENCSR800ADR	ENCFF918MVE	1	0.8515248616	48000	140.472	ok	
430	ENCSR736VVP	ENCFF286HTZ	1	0.8511144452	48000	418.902	ok	
431	ENCSR962VJO	ENCFF544IBL	1	0.8511070017	48000	151.514	ok	
432	ENCSR867ITQ	ENCFF051XFM	1	0.8510772635	48000	122.795	ok	
433	ENCSR879EVD	ENCFF354GAT	1	0.8510540029	48000	103.708	ok	
434	ENCSR442SDV	ENCFF364TUL	1	0.8505810142	48000	282.298	ok	
435	ENCSR011SAG	ENCFF040OJC	1	0.8505661552	48000	229.875	ok	
436	ENCSR277KRY	ENCFF801REE	1	0.8498862147	48000	128.492	ok	
437	ENCSR805EGZ	ENCFF122VLP	1	0.8497498611	48000	220.486	ok	
438	ENCSR357AWH	ENCFF807ZJE	1	0.8496516497	48000	205.605	ok	
439	ENCSR325FWM	ENCFF237KCK	1	0.8490773601	48000	355.961	ok	
440	ENCSR233DFT	ENCFF775TPT	1	0.8486732454	48000	225.509	ok	
441	ENCSR242RPQ	ENCFF349ZMO	1	0.8481485625	48000	183.318	ok	
442	ENCSR496UJY	ENCFF476YVZ	1	0.8476934602	48000	382.107	ok	
443	ENCSR085MZL	ENCFF153OJC	1	0.8473325554	48000	182.204	ok	
444	ENCSR113DHB	ENCFF394XCQ	1	0.8471250208	48000	337.029	ok	
445	ENCSR299QGI	ENCFF380ELC	1	0.8469760887	48000	279.621	ok	
446	ENCSR721DFB	ENCFF709BSK	1	0.8467895681	48000	227.541	ok	
447	ENCSR214NLQ	ENCFF315VTA	1	0.8464398494	48000	234.104	ok	
448	ENCSR395HAE	ENCFF414ADM	1	0.8461225049	48000	196.279	ok	
449	ENCSR885WWJ	ENCFF145YIG	1	0.8457621758	48000	102.750	ok	
450	ENCSR405FAK	ENCFF428NPJ	3	0.8456921613	48000	210.189	ok	
451	ENCSR503UNA	ENCFF922OMJ	2	0.8455936773	48000	170.754	ok	
452	ENCSR323UTX	ENCFF279ZNA	1	0.8455485180	48000	167.059	ok	
453	ENCSR867XFA	ENCFF613BDA	1	0.8455330810	48000	222.948	ok	
454	ENCSR756FQD	ENCFF097XXJ	1	0.8455127993	48000	146.993	ok	
455	ENCSR440BPA	ENCFF999YON	1	0.8452815308	48000	91.340	ok	
456	ENCSR895KTN	ENCFF131QKT	1	0.8451369857	48000	141.351	ok	
457	ENCSR946OIO	ENCFF867EIA	1	0.8446955908	48000	91.522	ok	
458	ENCSR298OIK	ENCFF847FPR	1	0.8445054834	48000	158.124	ok	
459	ENCSR405YLV	ENCFF225DKL	1	0.8442452219	48000	129.835	ok	
460	ENCSR987CQN	ENCFF449WDF	1	0.8439926475	48000	252.236	ok	
461	ENCSR289GZQ	ENCFF393QYP	1	0.8433532845	48000	185.596	ok	
462	ENCSR826URD	ENCFF422UXD	1	0.8428394289	48000	174.122	ok	
463	ENCSR826URD	ENCFF592CNZ	1	0.8428394289	48000	453.471	ok	
464	ENCSR722HJG	ENCFF812WBM	1	0.8428215019	48000	189.005	ok	
465	ENCSR639VTO	ENCFF482QJG	1	0.8425523023	48000	173.269	ok	
466	ENCSR545ADK	ENCFF739NWF	1	0.8424263890	48000	148.902	ok	
467	ENCSR563HBG	ENCFF733ZHD	1	0.8414469418	48000	197.022	ok	
468	ENCSR164TBP	ENCFF634BMR	1	0.8413637914	48000	257.881	ok	
469	ENCSR798XLO	ENCFF971KWT	1	0.8413289158	48000	101.057	ok	
470	ENCSR828FVZ	ENCFF597SDR	1	0.8412178265	48000	265.822	ok	
471	ENCSR137FWW	ENCFF302EVI	1	0.8410815075	48000	307.854	ok	
472	ENCSR638PZJ	ENCFF634HGK	1	0.8407978130	48000	147.698	ok	
473	ENCSR872DUY	ENCFF779FIH	1	0.8403255043	48000	322.809	ok	
474	ENCSR595CME	ENCFF411KFC	1	0.8397566320	48000	217.642	ok	
475	ENCSR521WNU	ENCFF359EVV	2	0.8389477232	48000	92.487	ok	
476	ENCSR259GYP	ENCFF693WYZ	1	0.8387111447	48000	363.295	ok	
477	ENCSR521WNU	ENCFF220QVA	2	0.8380835372	48000	256.986	ok	
478	ENCSR129EWE	ENCFF635GBA	2	0.8379968957	48000	134.952	ok	
479	ENCSR129EWE	ENCFF318SMD	2	0.8379968957	48000	157.031	ok	
480	ENCSR999VDH	ENCFF876OBV	1	0.8379544414	48000	295.090	ok	
481	ENCSR058VBM	ENCFF674RXU	1	0.8379184478	48000	108.586	ok	
482	ENCSR163BSC	ENCFF754QDS	1	0.8374728336	48000	206.194	ok	
483	ENCSR558SUT	ENCFF434ZTO	1	0.8372752032	48000	335.209	ok	
484	ENCSR498JAW	ENCFF623IQZ	1	0.8369451457	48000	206.895	ok	
485	ENCSR511PFY	ENCFF687KZW	1	0.8366457134	48000	149.991	ok	
486	ENCSR792QQE	ENCFF956IPA	1	0.8362209278	48000	302.974	ok	
487	ENCSR598RVJ	ENCFF891ETR	1	0.8350661038	48000	188.642	ok	
488	ENCSR276ITP	ENCFF299OOV	1	0.8350284405	48000	140.120	ok	
489	ENCSR116UQH	ENCFF936VRA	1	0.8350230444	48000	309.614	ok	
490	ENCSR090SMP	ENCFF468HER	2	0.8349314046	48000	99.882	ok	
491	ENCSR134IUJ	ENCFF357PGY	1	0.8346392100	48000	300.897	ok	
492	ENCSR217OHA	ENCFF023UNU	1	0.8344607631	48000	233.257	ok	
493	ENCSR496PSH	ENCFF294HEE	1	0.8338772962	48000	255.557	ok	
494	ENCSR241BNZ	ENCFF334MJA	1	0.8338432685	48000	285.457	ok	
495	ENCSR856XGY	ENCFF526TNK	1	0.8337240507	48000	294.633	ok	
496	ENCSR056PFI	ENCFF771UVC	1	0.8334141935	48000	155.470	ok	
497	ENCSR823GSV	ENCFF917ENZ	1	0.8327825088	48000	177.574	ok	
498	ENCSR161ZGA	ENCFF287GSL	1	0.8321787548	48000	192.305	ok	
499	ENCSR928WMU	ENCFF700MXZ	1	0.8319502394	48000	233.956	ok	
500	ENCSR742HBK	ENCFF566NSN	1	0.8313179972	48000	150.765	ok	
501	ENCSR595CME	ENCFF356EUQ	2	0.8305599667	48000	204.694	ok	
502	ENCSR524QPZ	ENCFF335GSN	1	0.8304408424	48000	313.406	ok	
503	ENCSR984HJW	ENCFF346AYM	1	0.8304068883	48000	141.042	ok	
504	ENCSR176BPJ	ENCFF803KNZ	1	0.8302432566	48000	105.441	ok	
505	ENCSR859LTL	ENCFF549MXK	1	0.8295492786	48000	182.243	ok	
506	ENCSR330ZBO	ENCFF635IQN	1	0.8293698232	48000	285.760	ok	
507	ENCSR455GUW	ENCFF717OQE	1	0.8293008283	48000	269.392	ok	
508	ENCSR694YJR	ENCFF637ABC	2	0.8291344661	48000	153.924	ok	
509	ENCSR860UTH	ENCFF057JIJ	1	0.8290178119	48000	469.528	ok	
510	ENCSR400MOP	ENCFF873DKH	1	0.8286079282	48000	318.197	ok	
511	ENCSR498JAW	ENCFF800LCI	2	0.8284102049	48000	261.982	ok	
512	ENCSR129BZE	ENCFF609VNS	1	0.8280944718	48000	149.669	ok	
513	ENCSR654GSG	ENCFF825TKA	1	0.8279839535	48000	147.816	ok	
514	ENCSR587SZC	ENCFF370TDH	1	0.8274414732	48000	149.668	ok	
515	ENCSR163GMC	ENCFF831JZM	1	0.8271905791	48000	104.921	ok	
516	ENCSR541IET	ENCFF130TQP	2	0.8269154511	48000	181.954	ok	
517	ENCSR576UAF	ENCFF761ZGJ	1	0.8266373627	48000	223.967	ok	
518	ENCSR694YJR	ENCFF609EOJ	1	0.8265022315	48000	262.875	ok	
519	ENCSR672MOG	ENCFF355SGW	1	0.8264332679	48000	349.976	ok	
520	ENCSR541IET	ENCFF706PFS	1	0.8262817819	48000	111.869	ok	
521	ENCSR811COL	ENCFF668AAR	2	0.8259825769	48000	218.159	ok	
522	ENCSR373TLU	ENCFF108VDE	1	0.8257997811	48000	195.373	ok	
523	ENCSR608NWP	ENCFF466DQD	1	0.8255718107	48000	185.919	ok	
524	ENCSR398JUP	ENCFF770ONG	1	0.8255629022	48000	193.219	ok	
525	ENCSR325GNM	ENCFF080RYA	2	0.8255618055	48000	140.252	ok	
526	ENCSR042DVU	ENCFF978OBK	1	0.8251537325	48000	261.975	ok	
527	ENCSR811COL	ENCFF559HJK	2	0.8250142217	48000	144.942	ok	
528	ENCSR945JJB	ENCFF787QGK	1	0.8238051661	48000	122.553	ok	
529	ENCSR234VLI	ENCFF289FQY	1	0.8237565497	48000	181.987	ok	
530	ENCSR637ZLM	ENCFF855MTJ	1	0.8235051392	48000	165.960	ok	
531	ENCSR102RSU	ENCFF013UBZ	1	0.8233148092	48000	114.000	ok	
532	ENCSR646JBR	ENCFF860TZJ	1	0.8232919139	48000	247.823	ok	
533	ENCSR329FAP	ENCFF554VOU	1	0.8232691502	48000	154.914	ok	
534	ENCSR702DPD	ENCFF960WAV	1	0.8230254942	48000	229.449	ok	
535	ENCSR508FVM	ENCFF798CZY	1	0.8228728924	48000	312.284	ok	
536	ENCSR206OJJ	ENCFF485CJZ	1	0.8228277457	48000	160.166	ok	
537	ENCSR735NTV	ENCFF321BJG	1	0.8225865274	48000	150.549	ok	
538	ENCSR878VJL	ENCFF883NWH	2	0.8224578637	48000	173.693	ok	
539	ENCSR356RNZ	ENCFF270GCR	1	0.8222596825	48000	213.730	ok	
540	ENCSR895TUV	ENCFF925ICT	1	0.8220218655	48000	254.061	ok	
541	ENCSR432QFU	ENCFF820UCJ	1	0.8218415647	48000	277.139	ok	
542	ENCSR688AWP	ENCFF634CTV	1	0.8214176344	48000	142.842	ok	
543	ENCSR129EWE	ENCFF271ABO	1	0.8213586301	48000	125.173	ok	
544	ENCSR386XPD	ENCFF497DIH	1	0.8210439861	48000	130.147	ok	
545	ENCSR129EWE	ENCFF498VAC	1	0.8210263979	48000	282.228	ok	
546	ENCSR887VUC	ENCFF048PZN	1	0.8202102356	48000	333.939	ok	
547	ENCSR923JYH	ENCFF753MXL	1	0.8201399496	48000	208.254	ok	
548	ENCSR305WAA	ENCFF172WCN	1	0.8192815438	48000	169.587	ok	
549	ENCSR351FWN	ENCFF052CPA	1	0.8190342398	48000	90.524	ok	
550	ENCSR717BBR	ENCFF678RUZ	1	0.8189648514	48000	153.343	ok	
551	ENCSR211SUT	ENCFF824TGQ	1	0.8188815154	48000	112.585	ok	
552	ENCSR059ETS	ENCFF900YTP	1	0.8184497566	48000	286.309	ok	
553	ENCSR819GAF	ENCFF799QGM	1	0.8184200718	48000	260.828	ok	
554	ENCSR276MDV	ENCFF941ZIR	1	0.8184089164	48000	156.136	ok	
555	ENCSR702VYW	ENCFF241EHU	1	0.8180142596	48000	361.936	ok	
556	ENCSR814DYF	ENCFF410TMZ	1	0.8175071079	48000	262.162	ok	
557	ENCSR785ZUI	ENCFF736FHB	1	0.8174505894	48000	165.856	ok	
558	ENCSR422IIZ	ENCFF707HLC	1	0.8169289674	48000	277.413	ok	
559	ENCSR909YET	ENCFF831NQC	1	0.8167346675	48000	226.861	ok	
560	ENCSR333BUP	ENCFF513HRB	1	0.8162131119	48000	220.856	ok	
561	ENCSR428ZCP	ENCFF973OZS	1	0.8160087426	48000	260.109	ok	
562	ENCSR195GUK	ENCFF287RNZ	1	0.8159155665	48000	197.557	ok	
563	ENCSR109RIQ	ENCFF012COT	2	0.8158499383	48000	188.936	ok	
564	ENCSR732RIC	ENCFF276GVH	1	0.8150378362	48000	207.464	ok	
565	ENCSR650TZF	ENCFF806NJW	1	0.8144822887	48000	367.924	ok	
566	ENCSR112AKE	ENCFF656WBC	1	0.8141353662	48000	274.033	ok	
567	ENCSR010SZN	ENCFF441JLG	1	0.8140550769	48000	194.168	ok	
568	ENCSR024BXN	ENCFF153ZPN	1	0.8137009586	48000	200.268	ok	
569	ENCSR694LFE	ENCFF688CZD	1	0.8132288361	48000	331.608	ok	
570	ENCSR340MRJ	ENCFF405NTZ	1	0.8129541470	48000	202.616	ok	
571	ENCSR955RQG	ENCFF325KOH	1	0.8126281948	48000	259.823	ok	
572	ENCSR686LOE	ENCFF286BFK	1	0.8121208440	48000	136.652	ok	
573	ENCSR968TPO	ENCFF022SDS	1	0.8119641090	48000	294.156	ok	
574	ENCSR516RTV	ENCFF695YHT	1	0.8115680465	48000	92.476	ok	
575	ENCSR274FZD	ENCFF431VJE	1	0.8114913709	48000	214.089	ok	
576	ENCSR682ZZT	ENCFF648JOD	1	0.8109324967	48000	192.041	ok	
577	ENCSR239MQN	ENCFF298BKQ	1	0.8109150962	48000	374.498	ok	
578	ENCSR908MUU	ENCFF389HFU	1	0.8106960273	48000	326.821	ok	
579	ENCSR177NIJ	ENCFF017QTW	1	0.8099960146	48000	147.146	ok	
580	ENCSR030HFV	ENCFF851AFU	2	0.8097506144	48000	184.010	ok	
581	ENCSR258POP	ENCFF681IJJ	1	0.8094272091	48000	75.795	ok	
582	ENCSR795ZKB	ENCFF998RSI	2	0.8089661898	48000	116.339	ok	
583	ENCSR690ADK	ENCFF136DSS	1	0.8084741468	48000	221.657	ok	
584	ENCSR410MFU	ENCFF308ARF	1	0.8081786443	48000	226.527	ok	
585	ENCSR082PDJ	ENCFF468XFE	1	0.8078395625	48000	140.736	ok	
586	ENCSR255STJ	ENCFF530BKH	2	0.8078374672	48000	128.042	ok	
587	ENCSR173NHL	ENCFF011RNN	1	0.8075119632	48000	361.789	ok	
588	ENCSR649MJI	ENCFF539NFV	1	0.8072728234	48000	299.361	ok	
589	ENCSR839GHA	ENCFF395ZKW	1	0.8072711654	48000	399.342	ok	
590	ENCSR367FKP	ENCFF759QTN	3	0.8072184278	48000	105.470	ok	
591	ENCSR775KLH	ENCFF882HED	1	0.8070770239	48000	220.087	ok	
592	ENCSR888ZIZ	ENCFF301CMS	1	0.8063077299	48000	168.072	ok	
593	ENCSR311EEL	ENCFF013QGD	1	0.8061038330	48000	371.201	ok	
594	ENCSR532DBH	ENCFF412TKS	1	0.8059147876	48000	242.191	ok	
595	ENCSR542UWN	ENCFF172AXB	1	0.8057512010	48000	100.970	ok	
596	ENCSR542UWN	ENCFF246BAU	1	0.8057512010	48000	150.045	ok	
597	ENCSR694DOX	ENCFF130TYS	1	0.8054929326	48000	153.403	ok	
598	ENCSR943MRO	ENCFF283AUC	1	0.8050251566	48000	83.844	ok	
599	ENCSR595DQM	ENCFF192IUF	1	0.8048997977	48000	142.145	ok	
600	ENCSR628NEA	ENCFF606YDZ	1	0.8048476296	48000	357.646	ok	
601	ENCSR090IDV	ENCFF586KKK	1	0.8037840295	48000	122.064	ok	
602	ENCSR340XQX	ENCFF032ITK	1	0.8033101853	48000	178.989	ok	
603	ENCSR101QXF	ENCFF548VEV	1	0.8026675150	48000	171.867	ok	
604	ENCSR650FLQ	ENCFF505TAB	1	0.8025960865	48000	248.566	ok	
605	ENCSR662RIZ	ENCFF903ZCB	1	0.8025423747	48000	90.682	ok	
606	ENCSR652IZW	ENCFF636JMM	1	0.8024307497	48000	153.044	ok	
607	ENCSR334MDJ	ENCFF193ZCX	1	0.8022339810	48000	128.681	ok	
608	ENCSR909HFI	ENCFF020EPF	1	0.8021366375	48000	94.492	ok	
609	ENCSR849CYU	ENCFF654NNL	1	0.8019243325	48000	95.951	ok	
610	ENCSR215DXT	ENCFF305XCA	1	0.8014797803	48000	251.109	ok	
611	ENCSR826URD	ENCFF906HCI	2	0.8010631075	48000	174.905	ok	
612	ENCSR658EHM	ENCFF459ABW	1	0.8009586431	48000	219.659	ok	
613	ENCSR889WKL	ENCFF339ZGM	1	0.8005747127	48000	212.058	ok	
614	ENCSR749WVO	ENCFF986YEI	1	0.8005643803	48000	131.249	ok	
615	ENCSR339TVH	ENCFF576ZEH	1	0.8001812091	48000	254.123	ok	
616	ENCSR109RIQ	ENCFF269VAY	1	0.7993203668	48000	223.325	ok	
617	ENCSR921PPJ	ENCFF813QPY	1	0.7992583248	48000	212.914	ok	
618	ENCSR361DND	ENCFF241LIT	1	0.7991017950	48000	183.366	ok	
619	ENCSR721XAP	ENCFF892TGV	3	0.7982598943	48000	113.806	ok	
620	ENCSR324NVG	ENCFF851OYI	1	0.7979973568	48000	356.545	ok	
621	ENCSR980GWI	ENCFF069HTN	1	0.7973819672	48000	212.606	ok	
622	ENCSR916MHX	ENCFF487QRP	1	0.7973756284	48000	186.205	ok	
623	ENCSR795ZKB	ENCFF656TCI	1	0.7970633349	48000	280.384	ok	
624	ENCSR922YEW	ENCFF581YXV	1	0.7970447900	48000	148.275	ok	
625	ENCSR001QTZ	ENCFF084QJF	1	0.7969590970	48000	182.407	ok	
626	ENCSR338NEI	ENCFF330ZGD	1	0.7968374954	48000	251.906	ok	
627	ENCSR749MUH	ENCFF211HIT	1	0.7967119159	48000	195.787	ok	
628	ENCSR802ZYE	ENCFF412PVV	1	0.7963582430	48000	236.746	ok	
629	ENCSR483HUW	ENCFF016KGC	1	0.7959880107	48000	155.170	ok	
630	ENCSR805RJA	ENCFF498PAW	1	0.7959165341	48000	213.687	ok	
631	ENCSR831QMZ	ENCFF351WIJ	1	0.7955410644	48000	392.441	ok	
632	ENCSR060UPU	ENCFF282SYR	1	0.7954751537	48000	101.684	ok	
633	ENCSR564FZH	ENCFF865IXT	1	0.7954596271	48000	105.832	ok	
634	ENCSR417LPB	ENCFF706SQR	1	0.7952594208	48000	322.011	ok	
635	ENCSR521WNU	ENCFF294YZW	1	0.7949604073	48000	90.003	ok	
636	ENCSR521WNU	ENCFF137OVO	1	0.7949604073	48000	311.063	ok	
637	ENCSR629TMA	ENCFF610UZY	1	0.7945230898	48000	196.687	ok	
638	ENCSR677XGD	ENCFF784EMF	1	0.7942700766	48000	197.627	ok	
639	ENCSR330LFP	ENCFF394GBX	1	0.7941696971	48000	277.706	ok	
640	ENCSR085XKS	ENCFF648TRC	1	0.7938441402	48000	201.043	ok	
641	ENCSR570BWW	ENCFF318DDE	1	0.7930277286	48000	186.199	ok	
642	ENCSR098ISE	ENCFF859RCJ	1	0.7928670213	48000	87.528	ok	
643	ENCSR878VJL	ENCFF110HOX	1	0.7928314405	48000	349.663	ok	
644	ENCSR663MNQ	ENCFF469IVT	1	0.7927068832	48000	182.906	ok	
645	ENCSR518WRP	ENCFF604AYM	1	0.7918100484	48000	113.163	ok	
646	ENCSR122NRV	ENCFF436OUJ	1	0.7916661044	48000	308.940	ok	
647	ENCSR811COL	ENCFF232QNO	1	0.7908889442	48000	152.925	ok	
648	ENCSR811COL	ENCFF178XQD	1	0.7908889442	48000	241.700	ok	
649	ENCSR785ZUI	ENCFF548IOF	2	0.7906178369	48000	328.094	ok	
650	ENCSR598RRF	ENCFF520DAO	1	0.7906103961	48000	208.989	ok	
651	ENCSR839RAJ	ENCFF521HEY	1	0.7905361497	48000	254.697	ok	
652	ENCSR656KLT	ENCFF013LGY	1	0.7900689033	48000	109.824	ok	
653	ENCSR101HFF	ENCFF502BRQ	1	0.7899719054	48000	169.100	ok	
654	ENCSR862SQC	ENCFF158ZYM	1	0.7898790454	48000	137.847	ok	
655	ENCSR503UFM	ENCFF586PFT	1	0.7895360767	48000	203.543	ok	
656	ENCSR789FJF	ENCFF143GBL	1	0.7892335971	48000	90.781	ok	
657	ENCSR645HET	ENCFF636BNY	1	0.7889163993	48000	212.216	ok	
658	ENCSR791BHE	ENCFF066BOK	1	0.7885665310	48000	246.961	ok	
659	ENCSR484UAU	ENCFF644VHX	1	0.7872798307	48000	102.742	ok	
660	ENCSR879XUH	ENCFF258AWM	1	0.7870008398	48000	130.956	ok	
