section	sample1	sample2	value	detail
specific_gene	mesodermal_notochord	BLAG11001050	5.72625075	rank=11;expr=21.6282;vsmax=14.629
specific_gene	mesodermal_notochord	BLAG07001293	5.63827432	rank=12;expr=100.173;vsmax=13.1969
specific_gene	mesodermal_notochord	BLAG03001505	5.60844652	rank=13;expr=44.3947;vsmax=20.1555
specific_gene	mesodermal_notochord	BLAG13000083	5.60654637	rank=14;expr=161.642;vsmax=12.0125
specific_gene	mesodermal_notochord	BLAG02000270	5.56768362	rank=15;expr=69.4379;vsmax=18.0578
specific_gene	mesodermal_notochord	BLAG15000742	5.23419810	rank=16;expr=60.3313;vsmax=7.4599
specific_gene	mesodermal_notochord	BLAG10000145	5.16331845	rank=17;expr=437.117;vsmax=15.3376
specific_gene	mesodermal_notochord	BLAG08000835	5.08052279	rank=18;expr=654.537;vsmax=11.2856
specific_gene	mesodermal_notochord	BLAG03001563	5.07776633	rank=19;expr=102.449;vsmax=9.03756
specific_gene	mesodermal_notochord	BLAG03001385	5.06770850	rank=20;expr=13.6599;vsmax=7.00929
specific_gene	mesodermal_notochord	BLAG03001404	5.05234160	rank=21;expr=260.677;vsmax=8.36517
specific_gene	mesodermal_notochord	BLAG05000965	5.01138812	rank=22;expr=31.8731;vsmax=7.5255
specific_gene	mesodermal_notochord	BLAG17000901	4.98448117	rank=23;expr=310.763;vsmax=11.5903
specific_gene	mesodermal_notochord	BLAG08000209	4.96339202	rank=24;expr=80.8211;vsmax=11.3831
specific_gene	mesodermal_notochord	BLAG11000844	4.94054072	rank=25;expr=22.7665;vsmax=11.6822
specific_gene	mesodermal_notochord	BLAG02102328	4.85453118	rank=26;expr=679.581;vsmax=15.6153
specific_gene	mesodermal_notochord	BLAG18000513	4.80849754	rank=27;expr=109.279;vsmax=8.12115
specific_gene	mesodermal_notochord	BLAG01000495	4.79227033	rank=28;expr=73.9912;vsmax=10.7056
specific_gene	mesodermal_notochord	BLAG12000387	4.71761056	rank=29;expr=388.169;vsmax=8.19775
specific_gene	mesodermal_notochord	BLAG01000956	4.62666141	rank=30;expr=11.3833;vsmax=6.15303
specific_gene	mesodermal_notochord	BLAG05000837	4.60799897	rank=31;expr=326.7;vsmax=12.1847
specific_gene	mesodermal_notochord	BLAG15000593	4.40282944	rank=32;expr=30.7348;vsmax=7.97872
specific_gene	mesodermal_notochord	BLAG14000490	4.22869636	rank=33;expr=12.5216;vsmax=6.34757
specific_gene	mesodermal_notochord	BLAG05000468	4.20769106	rank=34;expr=154.812;vsmax=3.91006
specific_gene	mesodermal_notochord	BLAG04000527	4.19085414	rank=35;expr=121.801;vsmax=4.55762
specific_gene	mesodermal_notochord	BLAG11001049	4.18208474	rank=36;expr=228.804;vsmax=2.03401
specific_gene	mesodermal_notochord	BLAG13000018	4.15562962	rank=37;expr=383.616;vsmax=4.64221
specific_gene	mesodermal_notochord	BLAG02001228	4.13069369	rank=38;expr=118.386;vsmax=7.83577
specific_gene	mesodermal_notochord	BLAG17000387	4.11700137	rank=39;expr=38.7031;vsmax=4.37316
specific_gene	mesodermal_notochord	BLAG02000278	4.11332178	rank=40;expr=28.4581;vsmax=3.95257
specific_gene	muscular_somites	BLAG04000511	9.17522334	rank=1;expr=1113.67;vsmax=196.089
specific_gene	muscular_somites	BLAG17000908	8.18317930	rank=2;expr=1833.98;vsmax=121.607
specific_gene	muscular_somites	BLAG14000714	7.94561965	rank=3;expr=498.939;vsmax=84.0446
specific_gene	muscular_somites	BLAG02001926	7.63880980	rank=4;expr=3025.99;vsmax=75.3326
specific_gene	muscular_somites	BLAG18000529	7.63501039	rank=5;expr=420.607;vsmax=74.0581
specific_gene	muscular_somites	BLAG17000576	7.46945297	rank=6;expr=994.473;vsmax=72.2732
specific_gene	muscular_somites	BLAG04000870	7.31367220	rank=7;expr=228.184;vsmax=66.4252
specific_gene	muscular_somites	BLAG16000174	7.08770974	rank=8;expr=289.487;vsmax=75.2829
specific_gene	muscular_somites	BLAG01000230	7.07680350	rank=9;expr=1682.43;vsmax=35.3254
specific_gene	muscular_somites	BLAG18000023	7.01825649	rank=10;expr=464.882;vsmax=41.2904
specific_gene	muscular_somites	BLAG13000210	6.90672456	rank=11;expr=2172.85;vsmax=40.9615
specific_gene	muscular_somites	BLAG12000770	6.88206717	rank=12;expr=2745.02;vsmax=41.0435
specific_gene	muscular_somites	BLAG05000658	6.82312993	rank=13;expr=35.7601;vsmax=26.4753
specific_gene	muscular_somites	BLAG01001015	6.51547658	rank=14;expr=163.475;vsmax=14.5197
specific_gene	muscular_somites	BLAG18000657	6.40240217	rank=15;expr=1064.29;vsmax=26.9947
specific_gene	muscular_somites	BLAG07001052	6.37803926	rank=16;expr=144.743;vsmax=30.8892
specific_gene	muscular_somites	BLAG04001609	6.34331498	rank=17;expr=214.561;vsmax=15.9452
specific_gene	muscular_somites	BLAG18000192	6.22711115	rank=18;expr=1008.1;vsmax=25.0967
specific_gene	muscular_somites	BLAG18000302	6.21612431	rank=19;expr=131.121;vsmax=15.5393
specific_gene	muscular_somites	BLAG18000632	6.19144438	rank=20;expr=364.413;vsmax=43.1871
specific_gene	muscular_somites	BLAG01000272	6.18423352	rank=21;expr=262.241;vsmax=23.292
specific_gene	muscular_somites	BLAG18000021	6.09755326	rank=22;expr=388.253;vsmax=14.4804
specific_gene	muscular_somites	BLAG01000343	6.05636576	rank=23;expr=483.613;vsmax=18.037
specific_gene	muscular_somites	BLAG02001163	5.98350363	rank=24;expr=171.989;vsmax=26.3735
specific_gene	muscular_somites	BLAG02001975	5.92492792	rank=25;expr=126.012;vsmax=13.5909
specific_gene	muscular_somites	BLAG18000212	5.81149893	rank=26;expr=1004.69;vsmax=7.69349
specific_gene	muscular_somites	BLAG17000895	5.79235874	rank=27;expr=1995.76;vsmax=14.9314
specific_gene	muscular_somites	BLAG05001426	5.75633689	rank=28;expr=284.378;vsmax=19.922
specific_gene	muscular_somites	BLAG02001925	5.70931829	rank=29;expr=238.401;vsmax=15.3556
specific_gene	muscular_somites	BLAG18000527	5.65999794	rank=30;expr=165.178;vsmax=7.88627
specific_gene	muscular_somites	BLAG01001531	5.52833521	rank=31;expr=49.3831;vsmax=7.29397
specific_gene	muscular_somites	BLAG17000896	5.51626969	rank=32;expr=805.455;vsmax=15.0483
specific_gene	muscular_somites	BLAG01000584	5.51487233	rank=33;expr=30.6515;vsmax=11.0957
specific_gene	muscular_somites	BLAG90000299	5.50914981	rank=34;expr=8282.73;vsmax=11.1725
specific_gene	muscular_somites	BLAG17000899	5.47344420	rank=35;expr=1302.69;vsmax=9.74621
specific_gene	muscular_somites	BLAG08000602	5.46295999	rank=36;expr=91.9546;vsmax=19.6206
specific_gene	muscular_somites	BLAG03001461	5.43206900	rank=37;expr=73.2231;vsmax=9.76919
specific_gene	muscular_somites	BLAG16000591	5.39576526	rank=38;expr=263.944;vsmax=17.7255
specific_gene	muscular_somites	BLAG17000472	5.32713689	rank=39;expr=1059.18;vsmax=7.60117
specific_gene	muscular_somites	BLAG12000086	5.29946690	rank=40;expr=34.0573;vsmax=7.26804
specific_gene	neural	BLAG02001244	5.35487903	rank=1;expr=52.2875;vsmax=9.20649
specific_gene	neural	BLAG01001695	4.97374002	rank=2;expr=144.937;vsmax=10.2466
specific_gene	neural	BLAG07001130	4.75219418	rank=3;expr=35.4699;vsmax=4.67285
specific_gene	neural	BLAG19000139	4.63945723	rank=4;expr=4.8924;vsmax=5.23924
specific_gene	neural	BLAG01001694	4.47835962	rank=5;expr=36.0815;vsmax=6.31018
specific_gene	neural	BLAG18000810	4.28751440	rank=6;expr=4.28085;vsmax=4.13078
specific_gene	neural	BLAG03001312	4.12462158	rank=7;expr=5.19818;vsmax=3.51596
specific_gene	neural	BLAG13000173	4.10637318	rank=8;expr=4.8924;vsmax=2.48011
specific_gene	neural	BLAG02001005	4.08442917	rank=9;expr=4.58663;vsmax=3.8927
specific_gene	neural	BLAG01000447	4.06291463	rank=10;expr=38.2219;vsmax=3.92053
specific_gene	neural	BLAG01000674	3.81590391	rank=11;expr=208.539;vsmax=3.02131
specific_gene	neural	BLAG12000488	3.78943487	rank=12;expr=80.7246;vsmax=3.43018
specific_gene	neural	BLAG01001696	3.65535013	rank=13;expr=28.7429;vsmax=2.13604
specific_gene	neural	BLAG19000777	3.64831687	rank=14;expr=77.6669;vsmax=1.93353
specific_gene	neural	BLAG19000003	3.63430015	rank=15;expr=23.8505;vsmax=4.98792
specific_gene	neural	BLAG06000657	3.63405391	rank=16;expr=48.6182;vsmax=3.61309
specific_gene	neural	BLAG01000263	3.59839942	rank=17;expr=79.1958;vsmax=3.81175
specific_gene	neural	BLAG05001132	3.57277983	rank=18;expr=188.969;vsmax=3.53051
specific_gene	neural	BLAG11000580	3.55583730	rank=19;expr=14.6772;vsmax=4.18664
specific_gene	neural	BLAG02000325	3.54080338	rank=20;expr=7.03283;vsmax=3.97875
specific_gene	neural	BLAG01000443	3.49347054	rank=21;expr=41.8912;vsmax=3.34967
specific_gene	neural	BLAG03000493	3.48315552	rank=22;expr=75.5265;vsmax=1.76332
specific_gene	neural	BLAG15000450	3.46514111	rank=23;expr=5.80973;vsmax=3.09171
specific_gene	neural	BLAG14000820	3.46475436	rank=24;expr=2.14043;vsmax=1.73711
specific_gene	neural	BLAG09000338	3.44647378	rank=25;expr=3.05775;vsmax=3.27453
specific_gene	neural	BLAG04000517	3.44637076	rank=26;expr=4.8924;vsmax=2.6445
specific_gene	neural	BLAG07001492	3.42835444	rank=27;expr=5.80973;vsmax=2.65952
specific_gene	neural	BLAG15000609	3.37190212	rank=28;expr=73.9976;vsmax=1.84218
specific_gene	neural	BLAG14000456	3.34925320	rank=29;expr=45.8663;vsmax=2.36445
specific_gene	neural	BLAG06000721	3.32700401	rank=30;expr=3.05775;vsmax=2.06821
specific_gene	neural	BLAG19000228	3.26718953	rank=31;expr=435.118;vsmax=2.03518
specific_gene	neural	BLAG07001000	3.20581066	rank=32;expr=3.05775;vsmax=2.13644
specific_gene	neural	BLAG06000484	3.14227173	rank=33;expr=9.17325;vsmax=2.38556
specific_gene	neural	BLAG16000763	3.14159740	rank=34;expr=65.7417;vsmax=3.9043
specific_gene	neural	BLAG11000810	3.14012903	rank=35;expr=3.36353;vsmax=1.72592
specific_gene	neural	BLAG02001180	3.13946134	rank=36;expr=25.6851;vsmax=2.30823
specific_gene	neural	BLAG01000446	3.13514243	rank=37;expr=12.231;vsmax=0.908954
specific_gene	neural	BLAG13000700	3.13389951	rank=38;expr=157.168;vsmax=2.1896
specific_gene	neural	BLAG05001092	3.12735089	rank=39;expr=4.28085;vsmax=2.37447
specific_gene	neural	BLAG09000790	3.07177202	rank=40;expr=2.14043;vsmax=1.99958
specific_gene	neural_like	BLAG08001136	7.78516650	rank=1;expr=133.906;vsmax=35.2602
specific_gene	neural_like	BLAG02000272	7.67564407	rank=2;expr=39.056;vsmax=48.7669
specific_gene	neural_like	BLAG19000137	6.51131924	rank=3;expr=708.587;vsmax=14.25
specific_gene	neural_like	BLAG10001032	5.89968457	rank=4;expr=27.8971;vsmax=18.8692
specific_gene	neural_like	BLAG11000569	5.84841129	rank=5;expr=111.588;vsmax=8.29276
specific_gene	neural_like	BLAG10000478	5.41589966	rank=6;expr=11.1588;vsmax=9.4706
specific_gene	neural_like	BLAG06001114	5.33029404	rank=7;expr=83.6913;vsmax=6.33612
specific_gene	neural_like	BLAG10000730	5.23350597	rank=8;expr=44.6354;vsmax=15.344
specific_gene	neural_like	BLAG16001098	5.13866296	rank=9;expr=11.1588;vsmax=10.9775
specific_gene	neural_like	BLAG05001184	5.13269397	rank=10;expr=50.2148;vsmax=7.0724
specific_gene	neural_like	BLAG16000134	5.03266620	rank=11;expr=16.7383;vsmax=11.695
specific_gene	neural_like	BLAG01002100	4.98601500	rank=12;expr=16.7383;vsmax=8.58889
specific_gene	neural_like	BLAG14000736	4.95622832	rank=13;expr=11.1588;vsmax=5.95145
specific_gene	neural_like	BLAG01000069	4.89900049	rank=14;expr=11.1588;vsmax=6.85064
specific_gene	neural_like	BLAG12000060	4.88742386	rank=15;expr=11.1588;vsmax=10.9688
specific_gene	neural_like	BLAG14000142	4.83425681	rank=16;expr=16.7383;vsmax=8.58889
specific_gene	neural_like	BLAG17000760	4.83202900	rank=17;expr=11.1588;vsmax=9.01123
specific_gene	neural_like	BLAG05001482	4.82011592	rank=18;expr=16.7383;vsmax=8.58889
specific_gene	neural_like	BLAG03000207	4.80693572	rank=19;expr=39.056;vsmax=7.47948
specific_gene	neural_like	BLAG15000157	4.80423388	rank=20;expr=11.1588;vsmax=6.18951
specific_gene	neural_like	BLAG10000502	4.79697287	rank=21;expr=16.7383;vsmax=8.42406
specific_gene	neural_like	BLAG04000686	4.77805399	rank=22;expr=11.1588;vsmax=6.85064
specific_gene	neural_like	BLAG16000063	4.76763395	rank=23;expr=11.1588;vsmax=6.18951
specific_gene	neural_like	BLAG09000484	4.76668406	rank=24;expr=11.1588;vsmax=8.26153
specific_gene	neural_like	BLAG01000140	4.74256150	rank=25;expr=11.1588;vsmax=10.7677
specific_gene	neural_like	BLAG09001006	4.70580429	rank=26;expr=5.57942;vsmax=4.0027
specific_gene	neural_like	BLAG10000361	4.67660818	rank=27;expr=11.1588;vsmax=9.01123
specific_gene	neural_like	BLAG11000984	4.66758992	rank=28;expr=11.1588;vsmax=8.26153
specific_gene	neural_like	BLAG04001301	4.64798952	rank=29;expr=11.1588;vsmax=6.18951
specific_gene	neural_like	BLAG10000316	4.61422607	rank=30;expr=11.1588;vsmax=6.18951
specific_gene	neural_like	BLAG08001132	4.61375221	rank=31;expr=11.1588;vsmax=7.7073
specific_gene	neural_like	BLAG18000811	4.58586288	rank=32;expr=33.4765;vsmax=5.85461
specific_gene	neural_like	BLAG19000818	4.57234041	rank=33;expr=33.4765;vsmax=6.42718
specific_gene	neural_like	BLAG01002551	4.56570582	rank=34;expr=39.056;vsmax=3.42186
specific_gene	neural_like	BLAG11000346	4.56218812	rank=35;expr=11.1588;vsmax=3.83599
specific_gene	neural_like	BLAG02001793	4.56114126	rank=36;expr=11.1588;vsmax=7.79666
specific_gene	neural_like	BLAG02000646	4.54378598	rank=37;expr=39.056;vsmax=5.14528
specific_gene	neural_like	BLAG04001044	4.53977856	rank=38;expr=11.1588;vsmax=6.18951
specific_gene	neural_like	BLAG06000368	4.49380356	rank=39;expr=16.7383;vsmax=6.05917
specific_gene	neural_like	BLAG14000368	4.46022106	rank=40;expr=11.1588;vsmax=6.49755
specific_gene	putative_neuro_endo	BLAG07000184	7.16003666	rank=1;expr=40.0684;vsmax=29.9017
specific_gene	putative_neuro_endo	BLAG17000024	6.80697689	rank=2;expr=66.7806;vsmax=37.0414
specific_gene	putative_neuro_endo	BLAG02002027	6.73642876	rank=3;expr=26.7123;vsmax=26.2781
specific_gene	putative_neuro_endo	BLAG06001029	6.66620455	rank=4;expr=26.7123;vsmax=26.2781
specific_gene	putative_neuro_endo	BLAG03001694	6.62095401	rank=5;expr=40.0684;vsmax=21.6583
specific_gene	putative_neuro_endo	BLAG13001007	6.56649409	rank=6;expr=53.4245;vsmax=28.8777
specific_gene	putative_neuro_endo	BLAG10000084	6.37467764	rank=7;expr=53.4245;vsmax=29.6331
specific_gene	putative_neuro_endo	BLAG01001412	6.14747624	rank=8;expr=26.7123;vsmax=18.6638
specific_gene	putative_neuro_endo	BLAG02002066	6.13723332	rank=9;expr=26.7123;vsmax=14.8166
specific_gene	putative_neuro_endo	BLAG17000217	6.13220993	rank=10;expr=40.0684;vsmax=20.3119
specific_gene	putative_neuro_endo	BLAG06000549	6.12061242	rank=11;expr=40.0684;vsmax=21.6583
specific_gene	putative_neuro_endo	BLAG09000523	6.10521286	rank=12;expr=53.4245;vsmax=26.1773
specific_gene	putative_neuro_endo	BLAG08000546	6.04572488	rank=13;expr=53.4245;vsmax=27.6145
specific_gene	putative_neuro_endo	BLAG08000884	6.02715368	rank=14;expr=26.7123;vsmax=15.0805
specific_gene	putative_neuro_endo	BLAG04002115	5.98354973	rank=15;expr=26.7123;vsmax=16.3992
specific_gene	putative_neuro_endo	BLAG17000689	5.93556577	rank=16;expr=26.7123;vsmax=13.0886
specific_gene	putative_neuro_endo	BLAG16000308	5.92914878	rank=17;expr=26.7123;vsmax=18.0677
specific_gene	putative_neuro_endo	BLAG01000992	5.87775982	rank=18;expr=40.0684;vsmax=20.7109
specific_gene	putative_neuro_endo	BLAG09000896	5.86553717	rank=19;expr=66.7806;vsmax=11.5305
specific_gene	putative_neuro_endo	BLAG02001831	5.86291743	rank=20;expr=26.7123;vsmax=21.5713
specific_gene	putative_neuro_endo	BLAG08001161	5.84247474	rank=21;expr=26.7123;vsmax=18.0677
specific_gene	putative_neuro_endo	BLAG08001415	5.83974373	rank=22;expr=26.7123;vsmax=21.5713
specific_gene	putative_neuro_endo	BLAG16000958	5.82697043	rank=23;expr=26.7123;vsmax=21.6789
specific_gene	putative_neuro_endo	BLAG09000038	5.82416486	rank=24;expr=26.7123;vsmax=21.5713
specific_gene	putative_neuro_endo	BLAG09000848	5.79973306	rank=25;expr=53.4245;vsmax=14.0678
specific_gene	putative_neuro_endo	BLAG02000752	5.75575784	rank=26;expr=80.1368;vsmax=13.8367
specific_gene	putative_neuro_endo	BLAG19000752	5.67342598	rank=27;expr=26.7123;vsmax=21.5713
specific_gene	putative_neuro_endo	BLAG04001998	5.65791820	rank=28;expr=40.0684;vsmax=20.5602
specific_gene	putative_neuro_endo	BLAG05001103	5.64371046	rank=29;expr=26.7123;vsmax=21.5713
specific_gene	putative_neuro_endo	BLAG04002048	5.63772677	rank=30;expr=26.7123;vsmax=11.2394
specific_gene	putative_neuro_endo	BLAG01002543	5.63160089	rank=31;expr=40.0684;vsmax=11.4595
specific_gene	putative_neuro_endo	BLAG01001256	5.62203483	rank=32;expr=13.3561;vsmax=9.58174
specific_gene	putative_neuro_endo	BLAG09001207	5.61128673	rank=33;expr=26.7123;vsmax=13.7068
specific_gene	putative_neuro_endo	BLAG09000957	5.60198687	rank=34;expr=26.7123;vsmax=11.5202
specific_gene	putative_neuro_endo	BLAG14000436	5.59483005	rank=35;expr=13.3561;vsmax=9.96725
specific_gene	putative_neuro_endo	BLAG05001469	5.59053025	rank=36;expr=13.3561;vsmax=13.139
specific_gene	putative_neuro_endo	BLAG03000696	5.58575512	rank=37;expr=26.7123;vsmax=14.8166
specific_gene	putative_neuro_endo	BLAG05000466	5.58472541	rank=38;expr=26.7123;vsmax=7.03388
specific_gene	putative_neuro_endo	BLAG12000541	5.58438673	rank=39;expr=26.7123;vsmax=14.4389
specific_gene	putative_neuro_endo	BLAG13000053	5.56823185	rank=40;expr=13.3561;vsmax=10.8395
specific_gene	somite	BLAG07001334	4.89496392	rank=1;expr=11.6732;vsmax=5.98985
specific_gene	somite	BLAG03000142	4.80353566	rank=2;expr=235.965;vsmax=9.62889
specific_gene	somite	BLAG14001000	4.78285101	rank=3;expr=14.1746;vsmax=7.66183
specific_gene	somite	BLAG02001529	4.52393551	rank=4;expr=27.5154;vsmax=4.84475
specific_gene	somite	BLAG10000710	3.79767603	rank=5;expr=14.1746;vsmax=2.05088
specific_gene	somite	BLAG10000191	3.74734397	rank=6;expr=393.136;vsmax=3.20388
specific_gene	somite	BLAG05001484	3.62122000	rank=7;expr=250.14;vsmax=4.67337
specific_gene	somite	BLAG04001514	3.60771284	rank=8;expr=67.5378;vsmax=1.79799
specific_gene	somite	BLAG19000521	3.58519745	rank=9;expr=30.8506;vsmax=1.63824
specific_gene	somite	BLAG04000683	3.52713075	rank=10;expr=2.9183;vsmax=2.8686
specific_gene	somite	BLAG07001283	3.48588649	rank=11;expr=250.974;vsmax=3.87252
specific_gene	somite	BLAG11000993	3.33105033	rank=12;expr=168.011;vsmax=2.55435
specific_gene	somite	BLAG13000191	3.32409527	rank=13;expr=85.0476;vsmax=1.51076
specific_gene	somite	BLAG01001579	3.31738213	rank=14;expr=115.481;vsmax=3.88039
specific_gene	somite	BLAG03002194	3.31123524	rank=15;expr=179.267;vsmax=2.84073
specific_gene	somite	BLAG02000659	3.25915362	rank=16;expr=32.5182;vsmax=2.41661
specific_gene	somite	BLAG19000659	3.22671209	rank=17;expr=320.596;vsmax=1.4935
specific_gene	somite	BLAG01000895	3.19281510	rank=18;expr=119.233;vsmax=1.27172
specific_gene	somite	BLAG01002298	3.12256718	rank=19;expr=54.197;vsmax=1.17622
specific_gene	somite	BLAG14000195	3.10542678	rank=20;expr=3.3352;vsmax=1.80278
specific_gene	somite	BLAG01000588	3.07238077	rank=21;expr=82.5462;vsmax=3.07867
specific_gene	somite	BLAG03000145	3.06553205	rank=22;expr=17.0929;vsmax=1.27027
specific_gene	somite	BLAG04000695	3.00197604	rank=23;expr=35.4365;vsmax=2.29723
specific_gene	somite	BLAG05000656	3.00059582	rank=24;expr=7.0873;vsmax=2.48076
specific_gene	somite	BLAG04001024	2.98075766	rank=25;expr=13.7577;vsmax=2.42238
specific_gene	somite	BLAG08000618	2.97023991	rank=26;expr=3.3352;vsmax=1.80278
specific_gene	somite	BLAG01000062	2.96631247	rank=27;expr=42.9407;vsmax=2.53154
specific_gene	somite	BLAG07000549	2.95283576	rank=28;expr=595.333;vsmax=0.973676
specific_gene	somite	BLAG90000331	2.88743510	rank=29;expr=617.012;vsmax=0.896745
specific_gene	somite	BLAG12000566	2.86885901	rank=30;expr=40.8562;vsmax=1.43169
specific_gene	somite	BLAG13000214	2.85545769	rank=31;expr=65.0364;vsmax=1.00351
specific_gene	somite	BLAG14001169	2.83240987	rank=32;expr=1.6676;vsmax=1.29664
specific_gene	somite	BLAG03000639	2.82985964	rank=33;expr=3.3352;vsmax=1.84994
specific_gene	somite	BLAG14000631	2.81459358	rank=34;expr=717.901;vsmax=0.971262
specific_gene	somite	BLAG05101607	2.77171794	rank=35;expr=197.61;vsmax=1.26056
specific_gene	somite	BLAG01001197	2.76359777	rank=36;expr=46.6928;vsmax=1.13972
specific_gene	somite	BLAG01000752	2.75118571	rank=37;expr=545.305;vsmax=1.02948
specific_gene	somite	BLAG19000836	2.73259533	rank=38;expr=40.4393;vsmax=0.987077
specific_gene	somite	BLAG14000696	2.71572770	rank=39;expr=85.4645;vsmax=1.28495
specific_gene	somite	BLAG12000220	2.71407053	rank=40;expr=198.027;vsmax=2.52484
specific_gene	tailbud	BLAG14000798	5.00723751	rank=1;expr=164.502;vsmax=6.6608
specific_gene	tailbud	BLAG03002070	4.40827871	rank=2;expr=285.254;vsmax=5.32941
specific_gene	tailbud	BLAG03001898	4.38021900	rank=3;expr=5.25008;vsmax=5.16067
specific_gene	tailbud	BLAG02001062	4.35232793	rank=4;expr=1100.77;vsmax=4.22353
specific_gene	tailbud	BLAG06000306	4.33532649	rank=5;expr=5.25008;vsmax=3.2618
specific_gene	tailbud	BLAG13000882	4.22235010	rank=6;expr=26.2504;vsmax=4.67604
specific_gene	tailbud	BLAG04001719	4.16153993	rank=7;expr=84.0013;vsmax=6.2426
specific_gene	tailbud	BLAG14000287	4.06422476	rank=8;expr=404.256;vsmax=5.29182
specific_gene	tailbud	BLAG03001288	4.05919470	rank=9;expr=63.0009;vsmax=3.41587
specific_gene	tailbud	BLAG03001267	4.04420013	rank=10;expr=17.5003;vsmax=4.55106
specific_gene	tailbud	BLAG17000294	4.03549223	rank=11;expr=2331.03;vsmax=4.56348
specific_gene	tailbud	BLAG02000313	4.03027064	rank=12;expr=5.25008;vsmax=2.79388
specific_gene	tailbud	BLAG18000030	3.89707836	rank=13;expr=5.25008;vsmax=3.91796
specific_gene	tailbud	BLAG05000194	3.84266817	rank=14;expr=8.75013;vsmax=4.4357
specific_gene	tailbud	BLAG04000146	3.81981897	rank=15;expr=10.5002;vsmax=3.47883
specific_gene	tailbud	BLAG05000295	3.77569595	rank=16;expr=8.75013;vsmax=4.4357
specific_gene	tailbud	BLAG05000796	3.77121837	rank=17;expr=19.2503;vsmax=3.38948
specific_gene	tailbud	BLAG02000312	3.74286370	rank=18;expr=3.50005;vsmax=3.26974
specific_gene	tailbud	BLAG08000803	3.74266079	rank=19;expr=194.253;vsmax=5.01989
specific_gene	tailbud	BLAG07000840	3.73650602	rank=20;expr=14.0002;vsmax=4.90049
specific_gene	tailbud	BLAG19000330	3.68710196	rank=21;expr=7.00011;vsmax=3.54856
specific_gene	tailbud	BLAG12001108	3.66325585	rank=22;expr=3.50005;vsmax=3.26974
specific_gene	tailbud	BLAG19000341	3.65867573	rank=23;expr=5.25008;vsmax=3.96801
specific_gene	tailbud	BLAG08000959	3.63652268	rank=24;expr=5.25008;vsmax=2.69397
specific_gene	tailbud	BLAG08000800	3.62418012	rank=25;expr=64.751;vsmax=4.24236
specific_gene	tailbud	BLAG05000345	3.59426354	rank=26;expr=12.2502;vsmax=2.15694
specific_gene	tailbud	BLAG06000673	3.55135316	rank=27;expr=38.5006;vsmax=3.07855
specific_gene	tailbud	BLAG09001389	3.52722147	rank=28;expr=3.50005;vsmax=3.636
specific_gene	tailbud	BLAG09000677	3.52156974	rank=29;expr=441.007;vsmax=2.99969
specific_gene	tailbud	BLAG16001130	3.49669645	rank=30;expr=402.506;vsmax=4.3006
specific_gene	tailbud	BLAG04001191	3.48135290	rank=31;expr=7.00011;vsmax=2.94536
specific_gene	tailbud	BLAG07000619	3.47543678	rank=32;expr=3.50005;vsmax=2.51095
specific_gene	tailbud	BLAG10000256	3.45735435	rank=33;expr=187.253;vsmax=1.41396
specific_gene	tailbud	BLAG05001361	3.44700768	rank=34;expr=17.5003;vsmax=1.30054
specific_gene	tailbud	BLAG04001999	3.43743426	rank=35;expr=61.2509;vsmax=2.01312
specific_gene	tailbud	BLAG08000801	3.43325918	rank=36;expr=224.003;vsmax=3.52713
specific_gene	tailbud	BLAG19000020	3.41636978	rank=37;expr=5.25008;vsmax=2.06193
specific_gene	tailbud	BLAG05000902	3.40442777	rank=38;expr=10.5002;vsmax=3.47883
specific_gene	tailbud	BLAG04001942	3.37575088	rank=39;expr=5.25008;vsmax=3.55107
specific_gene	tailbud	BLAG06001185	3.37528829	rank=40;expr=3.50005;vsmax=3.37735
specific_gene	tailbud_neural	BLAG90000717	4.88370506	rank=1;expr=9.3633;vsmax=3.70664
specific_gene	tailbud_neural	BLAG12000872	4.02558444	rank=2;expr=6.55431;vsmax=2.75779
specific_gene	tailbud_neural	BLAG09000943	3.69845962	rank=3;expr=7.49064;vsmax=4.15485
specific_gene	tailbud_neural	BLAG17000721	3.61702735	rank=4;expr=45.8801;vsmax=2.0466
specific_gene	tailbud_neural	BLAG18000879	3.48548715	rank=5;expr=4.68165;vsmax=3.16659
specific_gene	tailbud_neural	BLAG07000346	3.44715506	rank=6;expr=2.80899;vsmax=2.76115
specific_gene	tailbud_neural	BLAG01001623	3.44426562	rank=7;expr=25.2809;vsmax=1.59034
specific_gene	tailbud_neural	BLAG90000357	3.42306843	rank=8;expr=4.68165;vsmax=2.87416
specific_gene	tailbud_neural	BLAG08000637	3.32913421	rank=9;expr=4.68165;vsmax=1.19192
specific_gene	tailbud_neural	BLAG03001967	3.27694351	rank=10;expr=5.61798;vsmax=2.90387
specific_gene	tailbud_neural	BLAG08000202	3.27220578	rank=11;expr=3.74532;vsmax=1.99311
specific_gene	tailbud_neural	BLAG15000168	3.25053761	rank=12;expr=3.74532;vsmax=2.53327
specific_gene	tailbud_neural	BLAG14001030	3.24023317	rank=13;expr=8.42697;vsmax=2.56851
specific_gene	tailbud_neural	BLAG11000115	3.23434021	rank=14;expr=3.74532;vsmax=1.92183
specific_gene	tailbud_neural	BLAG90000701	3.23126949	rank=15;expr=3.74532;vsmax=2.53327
specific_gene	tailbud_neural	BLAG19000099	3.03860295	rank=16;expr=3.74532;vsmax=1.92183
