14	root cap	20	3.3	9e-06	0.000252	True	ORTHO905GF000023,ORTHO905GF000027,ORTHO905GF000031,ORTHO905GF000034,ORTHO905GF000041,ORTHO905GF000093,ORTHO905GF000125,ORTHO905GF000177,ORTHO905GF000209,ORTHO905GF000249,ORTHO905GF000251,ORTHO905GF000298,ORTHO905GF001723,ORTHO905GF002086,ORTHO905GF002862,ORTHO905GF003466,ORTHO905GF005373,ORTHO905GF008461,ORTHO905GF015895,ORTHO905GF020638	TraesCS1A03G0053300,TraesCS1A03G0502500,TraesCS1A03G0502600,TraesCS1A03G0644100,TraesCS1B03G0058000,TraesCS1B03G0574600,TraesCS1B03G0882400,TraesCS1D03G0043400,TraesCS1D03G0080800,TraesCS1D03G0485700,TraesCS1D03G0486300,TraesCS1D03G0486700,TraesCS2A03G1032100,TraesCS2A03G1032300,TraesCS2B03G0731200,TraesCS2B03G1153200,TraesCS2D03G0347500,TraesCS2D03G0971100,TraesCS2D03G0971700,TraesCS2D03G0971800,TraesCS3A03G0390700,TraesCS3A03G1018500,TraesCS3A03G1018700,TraesCS3A03G1224100,TraesCS3A03G1224300,TraesCS3B03G1165300,TraesCS3B03G1268400,TraesCS3B03G1464500,TraesCS3B03G1464600,TraesCS3D03G0382600,TraesCS3D03G0733600,TraesCS3D03G1163500,TraesCS3D03G1163600,TraesCS3D03G1163700,TraesCS4A03G0657600,TraesCS4B03G0140700,TraesCS4D03G0118100,TraesCS4D03G0431300,TraesCS4D03G0699100,TraesCS5A03G0684700,TraesCS5D03G0532900,TraesCS5D03G0992800,TraesCS6A03G0329800,TraesCS6A03G0675300,TraesCS6B03G0425000,TraesCS6D03G0205200,TraesCS7A03G0197800,TraesCS7A03G0969300,TraesCS7B03G0805100,TraesCS7D03G0180100,TraesCS7D03G0226600,TraesCS7D03G0468800,TraesCSU03G0047200,TraesCSU03G0085400	Os01g0248000,Os01g0615100,Os01g0803200,Os01g0947000,Os01g0949750,Os01g0968300,Os02g0704900,Os02g0755900,Os03g0734100,Os03g0734200,Os04g0552000,Os05g0169100,Os05g0246300,Os06g0266400,Os06g0549900,Os07g0106200,Os07g0128800,Os07g0442900,Os08g0260600,Os08g0524400,Os09g0425900,Os10g0527400,Os10g0531400,Os11g0587600,Os12g0437800		
14	root cap	20	2.01	0.00045	0.01008	True	ORTHO905GF000023,ORTHO905GF000027,ORTHO905GF000031,ORTHO905GF000034,ORTHO905GF000041,ORTHO905GF000093,ORTHO905GF000125,ORTHO905GF000177,ORTHO905GF000209,ORTHO905GF000249,ORTHO905GF000251,ORTHO905GF000298,ORTHO905GF001723,ORTHO905GF002086,ORTHO905GF002862,ORTHO905GF003466,ORTHO905GF005373,ORTHO905GF008461,ORTHO905GF015895,ORTHO905GF020638	Os01g0248000,Os01g0615100,Os01g0803200,Os01g0947000,Os01g0949750,Os01g0968300,Os02g0704900,Os02g0755900,Os03g0734100,Os03g0734200,Os04g0552000,Os05g0169100,Os05g0246300,Os06g0266400,Os06g0549900,Os07g0106200,Os07g0128800,Os07g0442900,Os08g0260600,Os08g0524400,Os09g0425900,Os10g0527400,Os10g0531400,Os11g0587600,Os12g0437800	TraesCS1A03G0053300,TraesCS1A03G0502500,TraesCS1A03G0502600,TraesCS1A03G0644100,TraesCS1B03G0058000,TraesCS1B03G0574600,TraesCS1B03G0882400,TraesCS1D03G0043400,TraesCS1D03G0080800,TraesCS1D03G0485700,TraesCS1D03G0486300,TraesCS1D03G0486700,TraesCS2A03G1032100,TraesCS2A03G1032300,TraesCS2B03G0731200,TraesCS2B03G1153200,TraesCS2D03G0347500,TraesCS2D03G0971100,TraesCS2D03G0971700,TraesCS2D03G0971800,TraesCS3A03G0390700,TraesCS3A03G1018500,TraesCS3A03G1018700,TraesCS3A03G1224100,TraesCS3A03G1224300,TraesCS3B03G1165300,TraesCS3B03G1268400,TraesCS3B03G1464500,TraesCS3B03G1464600,TraesCS3D03G0382600,TraesCS3D03G0733600,TraesCS3D03G1163500,TraesCS3D03G1163600,TraesCS3D03G1163700,TraesCS4A03G0657600,TraesCS4B03G0140700,TraesCS4D03G0118100,TraesCS4D03G0431300,TraesCS4D03G0699100,TraesCS5A03G0684700,TraesCS5D03G0532900,TraesCS5D03G0992800,TraesCS6A03G0329800,TraesCS6A03G0675300,TraesCS6B03G0425000,TraesCS6D03G0205200,TraesCS7A03G0197800,TraesCS7A03G0969300,TraesCS7B03G0805100,TraesCS7D03G0180100,TraesCS7D03G0226600,TraesCS7D03G0468800,TraesCSU03G0047200,TraesCSU03G0085400		
14	epidermis	11	2.41	0.00341	0.038192	True	ORTHO905GF000027,ORTHO905GF000214,ORTHO905GF000313,ORTHO905GF000545,ORTHO905GF000576,ORTHO905GF000638,ORTHO905GF000639,ORTHO905GF001200,ORTHO905GF002851,ORTHO905GF007961,ORTHO905GF018675	Os01g0110200,Os01g0168800,Os01g0249200,Os01g0764000,Os01g0896200,Os03g0283200,Os03g0416200,Os06g0218600,Os07g0636800,Os08g0157500,Os10g0529300	TraesCS1A03G0193000,TraesCS1A03G0502500,TraesCS1A03G0502600,TraesCS1B03G0260500,TraesCS1B03G0260800,TraesCS1B03G0263100,TraesCS1B03G0574600,TraesCS1D03G0186800,TraesCS1D03G0485700,TraesCS1D03G0486300,TraesCS1D03G0486700,TraesCS2A03G0364600,TraesCS3A03G0209900,TraesCS3A03G0294100,TraesCS3A03G0935200,TraesCS3A03G1018500,TraesCS3A03G1018700,TraesCS3B03G0012900,TraesCS3B03G1165300,TraesCS3D03G0008300,TraesCS4A03G0214400,TraesCS4B03G0772900,TraesCS4D03G0492800,TraesCS4D03G0699100,TraesCS6A03G0329800,TraesCS6B03G0425000,TraesCS7A03G0821400,TraesCS7B03G0680100,TraesCS7D03G0401600,TraesCS7D03G0805700,TraesCSU03G0019900,TraesCSU03G0085400		

SHEET Zma-scTae-both-ways rows=36 cols=11
tae cluster	zma cluster	number of matches	enrichment fold	p-value	q-value	significant	match IDs	matching genes 1	matching genes 2	
10	15.  Xylem	14	13.23	9e-06	0.000267272727272727	True	ORTHO905GF000298,ORTHO905GF000303,ORTHO905GF000596,ORTHO905GF000851,ORTHO905GF002972,ORTHO905GF003247,ORTHO905GF005142,ORTHO905GF006895,ORTHO905GF007961,ORTHO905GF009555,ORTHO905GF010010,ORTHO905GF011940,ORTHO905GF013311,ORTHO905GF015499	Zm00001d012167,Zm00001d014006,Zm00001d017770,Zm00001d023434,Zm00001d028170,Zm00001d029012,Zm00001d032972,Zm00001d034546,Zm00001d034621,Zm00001d035689,Zm00001d039946,Zm00001d043477,Zm00001d045085,Zm00001d052273	TraesCS1A03G0062800,TraesCS1A03G0223500,TraesCS1A03G0427500,TraesCS1B03G0066500,TraesCS1B03G0109800,TraesCS1B03G0325900,TraesCS1B03G0516300,TraesCS1D03G0049400,TraesCS1D03G0080800,TraesCS1D03G0236500,TraesCS1D03G0402900,TraesCS3A03G0077400,TraesCS3B03G0103000,TraesCS3B03G0828300,TraesCS3D03G0666000,TraesCS3D03G0867400,TraesCS4A03G0086500,TraesCS4A03G0280400,TraesCS4A03G0528300,TraesCS4B03G0269000,TraesCS4B03G0486500,TraesCS4B03G0706600,TraesCS4D03G0229600,TraesCS4D03G0434100,TraesCS5A03G0357200,TraesCS5A03G0388600,TraesCS5A03G1080200,TraesCS5A03G1115100,TraesCS5B03G0387000,TraesCS5B03G1143400,TraesCS5B03G1183000,TraesCS5D03G0341700,TraesCS5D03G0377000,TraesCS5D03G1033800,TraesCS5D03G1067600,TraesCS7A03G0446200,TraesCS7B03G0148900,TraesCS7D03G0430200	
11	16.  Early Endodermis	18	5.8	9e-06	0.000267272727272727	True	ORTHO905GF000199,ORTHO905GF000222,ORTHO905GF000291,ORTHO905GF000298,ORTHO905GF000602,ORTHO905GF000899,ORTHO905GF001286,ORTHO905GF001372,ORTHO905GF001486,ORTHO905GF003037,ORTHO905GF003983,ORTHO905GF004032,ORTHO905GF006606,ORTHO905GF009490,ORTHO905GF015578,ORTHO905GF016997,ORTHO905GF017276,ORTHO905GF018617	Zm00001d002958,Zm00001d003569,Zm00001d009373,Zm00001d010171,Zm00001d014285,Zm00001d016567,Zm00001d016625,Zm00001d017386,Zm00001d021774,Zm00001d024379,Zm00001d025371,Zm00001d027500,Zm00001d029747,Zm00001d037343,Zm00001d038065,Zm00001d038066,Zm00001d043361,Zm00001d050553,Zm00001d051223	TraesCS1A03G0535100,TraesCS1A03G0623200,TraesCS1A03G0623300,TraesCS1B03G0109800,TraesCS1B03G0625200,TraesCS1B03G0711800,TraesCS1B03G0711900,TraesCS1D03G0516200,TraesCS1D03G0584800,TraesCS1D03G0584900,TraesCS2A03G0265800,TraesCS2A03G0741600,TraesCS2A03G0775400,TraesCS2B03G0368000,TraesCS2B03G0559800,TraesCS2B03G0782200,TraesCS2B03G0818100,TraesCS2B03G0856800,TraesCS2D03G0651000,TraesCS2D03G0684200,TraesCS2D03G0715400,TraesCS2D03G0850800,TraesCS3A03G0744700,TraesCS3B03G0249300,TraesCS3B03G0850100,TraesCS3D03G0185400,TraesCS3D03G0185900,TraesCS3D03G0686200,TraesCS4A03G0042300,TraesCS4B03G0741800,TraesCS4B03G0741900,TraesCS4B03G0840800,TraesCS4B03G0858700,TraesCS4D03G0661400,TraesCS4D03G0748700,TraesCS5A03G1178900,TraesCS5B03G1379500,TraesCS5D03G1233700,TraesCS6A03G0643500,TraesCS6A03G0649500,TraesCS6B03G0776100,TraesCS6B03G0945500,TraesCS6D03G0534200,TraesCS6D03G0538900,TraesCS7A03G0475600,TraesCS7B03G0003800,TraesCS7B03G1179800	
12	20.  Initials	19	3.68	9e-06	0.000267272727272727	True	ORTHO905GF000219,ORTHO905GF001050,ORTHO905GF001610,ORTHO905GF003135,ORTHO905GF004315,ORTHO905GF005829,ORTHO905GF006401,ORTHO905GF006628,ORTHO905GF006676,ORTHO905GF007867,ORTHO905GF007992,ORTHO905GF008127,ORTHO905GF008268,ORTHO905GF011802,ORTHO905GF012046,ORTHO905GF012139,ORTHO905GF012557,ORTHO905GF014037,ORTHO905GF017085	Zm00001d002662,Zm00001d002897,Zm00001d003172,Zm00001d004133,Zm00001d006358,Zm00001d008815,Zm00001d010656,Zm00001d011928,Zm00001d012165,Zm00001d012560,Zm00001d013144,Zm00001d013268,Zm00001d014419,Zm00001d019312,Zm00001d025762,Zm00001d026129,Zm00001d030101,Zm00001d031485,Zm00001d032565,Zm00001d034015,Zm00001d036360,Zm00001d038647,Zm00001d038682,Zm00001d039498,Zm00001d040390,Zm00001d042527,Zm00001d043164,Zm00001d044672,Zm00001d048394	TraesCS1A03G0459700,TraesCS1A03G0526900,TraesCS1A03G0824700,TraesCS1B03G0616100,TraesCS1B03G0879500,TraesCS1D03G0432000,TraesCS1D03G0508400,TraesCS1D03G0735800,TraesCS1D03G0793500,TraesCS2A03G0066800,TraesCS2A03G0132400,TraesCS2A03G0863000,TraesCS2B03G0179700,TraesCS2B03G0509200,TraesCS2B03G0955500,TraesCS2D03G0129500,TraesCS2D03G0803000,TraesCS3A03G0236000,TraesCS3A03G0446200,TraesCS3A03G0796600,TraesCS3A03G0935100,TraesCS3A03G1041900,TraesCS3B03G0296700,TraesCS3B03G0523500,TraesCS3B03G0918400,TraesCS3B03G1062100,TraesCS3B03G1202600,TraesCS3D03G0057300,TraesCS3D03G0226100,TraesCS3D03G0414300,TraesCS3D03G0735900,TraesCS3D03G0867300,TraesCS3D03G0969300,TraesCS4B03G0809600,TraesCS5A03G0402700,TraesCS5A03G0986700,TraesCS5B03G0981400,TraesCS5D03G0889900,TraesCS7A03G1335600,TraesCS7B03G0387000,TraesCS7B03G1269700,TraesCS7D03G0553800,TraesCS7D03G1262100	
13	6.     Mature Endodermis	10	8.65	9e-06	0.000267272727272727	True	ORTHO905GF001372,ORTHO905GF002011,ORTHO905GF002797,ORTHO905GF004147,ORTHO905GF006538,ORTHO905GF010215,ORTHO905GF016557,ORTHO905GF017040,ORTHO905GF018918,ORTHO905GF021234	Zm00001d012602,Zm00001d019069,Zm00001d027500,Zm00001d027539,Zm00001d030345,Zm00001d031773,Zm00001d034497,Zm00001d043737,Zm00001d049606,Zm00001d052034,Zm00001d052783	TraesCS3A03G0390900,TraesCS3A03G0654700,TraesCS3A03G0782300,TraesCS3B03G0486000,TraesCS3B03G0742300,TraesCS3B03G0900500,TraesCS3D03G0382200,TraesCS3D03G0599200,TraesCS3D03G0721900,TraesCS4B03G0262700,TraesCS4B03G0840800,TraesCS4D03G0223700,TraesCS4D03G0748700,TraesCS4D03G0760600,TraesCS5A03G0536400,TraesCS5A03G1060100,TraesCS5B03G1121200,TraesCS5D03G0499900,TraesCS5D03G0557600,TraesCS7A03G0348900,TraesCS7A03G0517200,TraesCS7A03G0757500,TraesCS7B03G0335800,TraesCS7D03G0337200,TraesCS7D03G0500500,TraesCS7D03G0728800	
14	5.     Mature Pith	21	3.18	9e-06	0.000267272727272727	True	ORTHO905GF000027,ORTHO905GF000136,ORTHO905GF000177,ORTHO905GF000214,ORTHO905GF000285,ORTHO905GF000313,ORTHO905GF000465,ORTHO905GF000528,ORTHO905GF000545,ORTHO905GF000576,ORTHO905GF000639,ORTHO905GF000719,ORTHO905GF000851,ORTHO905GF001053,ORTHO905GF001370,ORTHO905GF002339,ORTHO905GF002622,ORTHO905GF003466,ORTHO905GF004744,ORTHO905GF006714,ORTHO905GF007661	Zm00001d002690,Zm00001d010870,Zm00001d012561,Zm00001d017455,Zm00001d019726,Zm00001d020401,Zm00001d024839,Zm00001d026154,Zm00001d027948,Zm00001d028693,Zm00001d029699,Zm00001d031779,Zm00001d032186,Zm00001d033707,Zm00001d034621,Zm00001d037194,Zm00001d040519,Zm00001d042099,Zm00001d043344,Zm00001d044908,Zm00001d047441,Zm00001d049541,Zm00001d051333,Zm00001d052335	TraesCS1A03G0193000,TraesCS1A03G0502500,TraesCS1A03G0502600,TraesCS1B03G0260500,TraesCS1B03G0260800,TraesCS1B03G0263100,TraesCS1B03G0574600,TraesCS1B03G0882400,TraesCS1D03G0186800,TraesCS1D03G0209600,TraesCS1D03G0222800,TraesCS1D03G0485700,TraesCS1D03G0486300,TraesCS1D03G0486700,TraesCS2A03G0648100,TraesCS2B03G1093200,TraesCS2D03G1206200,TraesCS3A03G0294100,TraesCS3A03G1018500,TraesCS3A03G1018700,TraesCS3B03G1165300,TraesCS3D03G0733600,TraesCS3D03G1095700,TraesCS4A03G0063800,TraesCS4A03G0214400,TraesCS4A03G0525200,TraesCS4A03G0699300,TraesCS4B03G0096500,TraesCS4B03G0096800,TraesCS4B03G0722900,TraesCS4D03G0232500,TraesCS4D03G0492800,TraesCS4D03G0699100,TraesCS5A03G0533600,TraesCS5A03G1115100,TraesCS5B03G0540200,TraesCS5B03G1183000,TraesCS5D03G1067600,TraesCS6A03G0329800,TraesCS6B03G0425000,TraesCS6B03G0808900,TraesCS7A03G0197800,TraesCS7A03G0214300,TraesCS7A03G0410900,TraesCS7A03G0821400,TraesCS7B03G0680100,TraesCS7D03G0180100,TraesCS7D03G0401600,TraesCS7D03G0805700,TraesCSU03G0085400	
14	3.     Stele	28	2.09	1e-05	0.000267272727272727	True	ORTHO905GF000027,ORTHO905GF000031,ORTHO905GF000136,ORTHO905GF000177,ORTHO905GF000193,ORTHO905GF000213,ORTHO905GF000214,ORTHO905GF000285,ORTHO905GF000298,ORTHO905GF000313,ORTHO905GF000528,ORTHO905GF000545,ORTHO905GF000556,ORTHO905GF000576,ORTHO905GF000639,ORTHO905GF000719,ORTHO905GF001053,ORTHO905GF001370,ORTHO905GF001723,ORTHO905GF002072,ORTHO905GF002451,ORTHO905GF002622,ORTHO905GF003466,ORTHO905GF004744,ORTHO905GF006714,ORTHO905GF014005,ORTHO905GF014399,ORTHO905GF017191	Zm00001d004754,Zm00001d006948,Zm00001d008794,Zm00001d010870,Zm00001d018220,Zm00001d019725,Zm00001d019726,Zm00001d019750,Zm00001d020134,Zm00001d020400,Zm00001d020552,Zm00001d021321,Zm00001d024839,Zm00001d026154,Zm00001d027557,Zm00001d027948,Zm00001d028693,Zm00001d029688,Zm00001d031779,Zm00001d033707,Zm00001d034940,Zm00001d035616,Zm00001d037182,Zm00001d037194,Zm00001d038320,Zm00001d038558,Zm00001d040519,Zm00001d042099,Zm00001d042104,Zm00001d043344,Zm00001d044442,Zm00001d044906,Zm00001d044908,Zm00001d047765,Zm00001d049541,Zm00001d050837,Zm00001d052335,Zm00001d052336,Zm00001d053612	TraesCS1A03G0193000,TraesCS1A03G0502500,TraesCS1A03G0502600,TraesCS1B03G0260500,TraesCS1B03G0260800,TraesCS1B03G0263100,TraesCS1B03G0574600,TraesCS1B03G0783100,TraesCS1B03G0882400,TraesCS1D03G0080800,TraesCS1D03G0186800,TraesCS1D03G0209600,TraesCS1D03G0222800,TraesCS1D03G0485700,TraesCS1D03G0486300,TraesCS1D03G0486700,TraesCS2B03G0432300,TraesCS2B03G1093200,TraesCS2D03G1206200,TraesCS3A03G0184100,TraesCS3A03G0294100,TraesCS3A03G1018500,TraesCS3A03G1018700,TraesCS3B03G0309700,TraesCS3B03G0335600,TraesCS3B03G1165300,TraesCS3B03G1344700,TraesCS3B03G1344800,TraesCS3D03G0733600,TraesCS4A03G0063800,TraesCS4A03G0214400,TraesCS4A03G0525200,TraesCS4A03G0699300,TraesCS4B03G0096500,TraesCS4B03G0096800,TraesCS4B03G0722900,TraesCS4D03G0232500,TraesCS4D03G0492800,TraesCS4D03G0699100,TraesCS5A03G0533600,TraesCS5B03G0540200,TraesCS5B03G0841300,TraesCS5D03G0166300,TraesCS5D03G0532900,TraesCS5D03G0766400,TraesCS5D03G0992800,TraesCS6A03G0329800,TraesCS6B03G0359800,TraesCS6B03G0425000,TraesCS6D03G0223900,TraesCS7A03G0197800,TraesCS7A03G0214300,TraesCS7A03G0410900,TraesCS7A03G0821400,TraesCS7B03G0680100,TraesCS7D03G0180100,TraesCS7D03G0401600,TraesCS7D03G0805700,TraesCSU03G0085400	
3	14.  Early Cortex II	10	22.94	9e-06	0.000267272727272727	True	ORTHO905GF000014,ORTHO905GF000020,ORTHO905GF000042,ORTHO905GF000072,ORTHO905GF001363,ORTHO905GF001438,ORTHO905GF001770,ORTHO905GF001833,ORTHO905GF003631,ORTHO905GF029590	Zm00001d002543,Zm00001d002601,Zm00001d003493,Zm00001d003725,Zm00001d003730,Zm00001d005791,Zm00001d006213,Zm00001d006547,Zm00001d006548,Zm00001d008669,Zm00001d010575,Zm00001d011236,Zm00001d012837,Zm00001d013066,Zm00001d013067,Zm00001d013392,Zm00001d016723,Zm00001d018981,Zm00001d019045,Zm00001d020584,Zm00001d020585,Zm00001d021300,Zm00001d021433,Zm00001d021477,Zm00001d021706,Zm00001d021707,Zm00001d023901,Zm00001d025381,Zm00001d025406,Zm00001d025913,Zm00001d026015,Zm00001d029394,Zm00001d032070,Zm00001d034479,Zm00001d036036,Zm00001d036250,Zm00001d038381,Zm00001d039733,Zm00001d039790,Zm00001d039821,Zm00001d041672,Zm00001d042730,Zm00001d042930,Zm00001d042954,Zm00001d044246,Zm00001d044247,Zm00001d045268,Zm00001d045475,Zm00001d047787,Zm00001d047788,Zm00001d048491,Zm00001d050100,Zm00001d050697,Zm00001d051478,Zm00001d051591	TraesCS1A03G0090500,TraesCS1A03G0090800,TraesCS1A03G0538100,TraesCS1A03G0596000,TraesCS1A03G0669000,TraesCS1A03G0669100,TraesCS1A03G0723300,TraesCS1A03G0730200,TraesCS1A03G0730300,TraesCS1A03G0730400,TraesCS1A03G0737200,TraesCS1A03G0737600,TraesCS1A03G0878900,TraesCS1A03G0879000,TraesCS1A03G0879500,TraesCS1A03G0879600,TraesCS1A03G0882500,TraesCS1A03G0885400,TraesCS1B03G0109500,TraesCS1B03G0109700,TraesCS1B03G0694400,TraesCS1B03G0694700,TraesCS1B03G0788800,TraesCS1B03G0825700,TraesCS1B03G0825800,TraesCS1B03G0834000,TraesCS1B03G0834200,TraesCS1B03G0841400,TraesCS1B03G0976000,TraesCS1B03G0976400,TraesCS1B03G1024400,TraesCS1B03G1024600,TraesCS1B03G1024900,TraesCS1B03G1025200,TraesCS1B03G1025300,TraesCS1B03G1025700,TraesCS1B03G1026700,TraesCS1B03G1030600,TraesCS1B03G1030800,TraesCS1B03G1035400,TraesCS1D03G0080500,TraesCS1D03G0080700,TraesCS1D03G0517900,TraesCS1D03G0632100,TraesCS1D03G0632200,TraesCS1D03G0659100,TraesCS1D03G0686900,TraesCS1D03G0687000,TraesCS1D03G0694100,TraesCS1D03G0694200,TraesCS1D03G0694700,TraesCS1D03G0852600,TraesCS1D03G0852900,TraesCS1D03G0853100,TraesCS1D03G0856000,TraesCS1D03G0856100,TraesCS1D03G0856400,TraesCS1D03G0860700,TraesCS2A03G0745300,TraesCS2A03G0948500,TraesCS2A03G0996900,TraesCS2A03G0999700,TraesCS2B03G0448900,TraesCS2B03G0580400,TraesCS2B03G0857900,TraesCS2B03G1047100,TraesCS2B03G1059900,TraesCS2D03G0687300,TraesCS2D03G0889700,TraesCS2D03G0899400,TraesCS2D03G0899800,TraesCS2D03G0935800,TraesCS3A03G0165800,TraesCS3A03G0224600,TraesCS3A03G0316900,TraesCS3A03G0317000,TraesCS3A03G0830200,TraesCS3A03G0843400,TraesCS3A03G0850100,TraesCS3A03G0850200,TraesCS3A03G0891800,TraesCS3B03G0208900,TraesCS3B03G0261100,TraesCS3B03G0400200,TraesCS3B03G0950800,TraesCS3B03G0974100,TraesCS3B03G0974300,TraesCS3B03G0974400,TraesCS3B03G1018000,TraesCS3D03G0149200,TraesCS3D03G0317600,TraesCS3D03G0317700,TraesCS3D03G0761600,TraesCS3D03G0773600,TraesCS3D03G0778500,TraesCS3D03G0819300,TraesCS4A03G0112400,TraesCS4A03G0134300,TraesCS4A03G0206700,TraesCS4A03G0206900,TraesCS4A03G0207000,TraesCS4A03G0678100,TraesCS4A03G0999700,TraesCS4B03G0117000,TraesCS4B03G0567900,TraesCS4B03G0568100,TraesCS4B03G0669400,TraesCS4D03G0099200,TraesCS4D03G0501800,TraesCS4D03G0501900,TraesCS5A03G0615800,TraesCS5A03G0728100,TraesCS5A03G0835700,TraesCS5A03G0835900,TraesCS5A03G0846400,TraesCS5A03G0850500,TraesCS5A03G1045700,TraesCS5A03G1047100,TraesCS5A03G1092000,TraesCS5B03G0570000,TraesCS5B03G0633000,TraesCS5B03G0772400,TraesCS5B03G0873500,TraesCS5B03G0873600,TraesCS5B03G0873700,TraesCS5B03G0875800,TraesCS5B03G0888500,TraesCS5B03G0893500,TraesCS5B03G1101100,TraesCS5B03G1156800,TraesCS5D03G0582600,TraesCS5D03G0699000,TraesCS5D03G0798600,TraesCS5D03G0798700,TraesCS5D03G0800200,TraesCS5D03G0809200,TraesCS5D03G0812600,TraesCS5D03G0990100,TraesCS5D03G0991900,TraesCS5D03G1050300,TraesCS6A03G0075800,TraesCS6A03G0076200,TraesCS6A03G0076300,TraesCS6A03G0076800,TraesCS6A03G0077100,TraesCS6A03G0077300,TraesCS6A03G0090900,TraesCS6A03G0096900,TraesCS6A03G0122000,TraesCS6A03G0122300,TraesCS6A03G0124300,TraesCS6A03G0132700,TraesCS6A03G0138300,TraesCS6A03G0138400,TraesCS6A03G0140500,TraesCS6A03G0140800,TraesCS6A03G0141200,TraesCS6A03G0141500,TraesCS6A03G0197200,TraesCS6A03G0198100,TraesCS6A03G0276700,TraesCS6A03G0377700,TraesCS6A03G0700000,TraesCS6B03G0110300,TraesCS6B03G0110400,TraesCS6B03G0111200,TraesCS6B03G0111300,TraesCS6B03G0111500,TraesCS6B03G0111800,TraesCS6B03G0111900,TraesCS6B03G0112000,TraesCS6B03G0184300,TraesCS6B03G0184700,TraesCS6B03G0185000,TraesCS6B03G0185400,TraesCS6B03G0186000,TraesCS6B03G0186600,TraesCS6B03G0193700,TraesCS6B03G0195100,TraesCS6B03G0195600,TraesCS6B03G0196400,TraesCS6B03G0199900,TraesCS6B03G0284500,TraesCS6B03G0284700,TraesCS6B03G0832000,TraesCS6B03G1142800,TraesCS6B03G1237000,TraesCS6D03G0078800,TraesCS6D03G0079300,TraesCS6D03G0079600,TraesCS6D03G0079800,TraesCS6D03G0079900,TraesCS6D03G0080000,TraesCS6D03G0080100,TraesCS6D03G0095500,TraesCS6D03G0096000,TraesCS6D03G0130300,TraesCS6D03G0130900,TraesCS6D03G0131000,TraesCS6D03G0132100,TraesCS6D03G0132400,TraesCS6D03G0133500,TraesCS6D03G0230100,TraesCS6D03G0230600,TraesCS6D03G0324900,TraesCS6D03G0588900,TraesCS7A03G0244100,TraesCS7A03G0283000,TraesCS7A03G0284300,TraesCS7A03G1061800,TraesCS7A03G1073100,TraesCS7A03G1189500,TraesCS7A03G1189700,TraesCS7A03G1189900,TraesCS7B03G0040100,TraesCS7B03G0044300,TraesCS7B03G0044800,TraesCS7B03G0904300,TraesCS7B03G0916600,TraesCS7B03G1060900,TraesCS7B03G1061700,TraesCS7B03G1062800,TraesCS7B03G1100100,TraesCS7B03G1100300,TraesCS7D03G0220100,TraesCS7D03G0259100,TraesCS7D03G0261200,TraesCS7D03G0261500,TraesCS7D03G0261900,TraesCS7D03G0407000,TraesCS7D03G1013900,TraesCS7D03G1023200,TraesCS7D03G1129100,TraesCS7D03G1129400,TraesCS7D03G1158300,TraesCSU03G0093200,TraesCSU03G0110400,TraesCSU03G0110600	
