record	group	member	treeness	n_treefiles	n_valid	n_failed	median_treeness	difference_fungi_minus_animals
tree	fungi	621827at2759.faa.mafft.clipkit.treefile	0.042258511895748543	249	249	0	0.050139847768049167	
tree	fungi	625387at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	655400at2759.faa.mafft.clipkit.treefile	0.072948253253856371	249	249	0	0.050139847768049167	
tree	fungi	664730at2759.faa.mafft.clipkit.treefile	0.043634666778818977	249	249	0	0.050139847768049167	
tree	fungi	671536at2759.faa.mafft.clipkit.treefile	0.050718666700744965	249	249	0	0.050139847768049167	
tree	fungi	671846at2759.faa.mafft.clipkit.treefile	0.058205075889047227	249	249	0	0.050139847768049167	
tree	fungi	673132at2759.faa.mafft.clipkit.treefile	0.048835158599294791	249	249	0	0.050139847768049167	
tree	fungi	674160at2759.faa.mafft.clipkit.treefile	0.023300688251501594	249	249	0	0.050139847768049167	
tree	fungi	674169at2759.faa.mafft.clipkit.treefile	0.048850408804424032	249	249	0	0.050139847768049167	
tree	fungi	679187at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	679771at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	687505at2759.faa.mafft.clipkit.treefile	0.080523632371550732	249	249	0	0.050139847768049167	
tree	fungi	692986at2759.faa.mafft.clipkit.treefile	0.089096103527091741	249	249	0	0.050139847768049167	
tree	fungi	708105at2759.faa.mafft.clipkit.treefile	0.06845100102095579	249	249	0	0.050139847768049167	
tree	fungi	719531at2759.faa.mafft.clipkit.treefile	0.045562313292218319	249	249	0	0.050139847768049167	
tree	fungi	720340at2759.faa.mafft.clipkit.treefile	0.042215896778169636	249	249	0	0.050139847768049167	
tree	fungi	722805at2759.faa.mafft.clipkit.treefile	0.044598385453838957	249	249	0	0.050139847768049167	
tree	fungi	734341at2759.faa.mafft.clipkit.treefile	0.050658702954584842	249	249	0	0.050139847768049167	
tree	fungi	734666at2759.faa.mafft.clipkit.treefile	0.049638926426359649	249	249	0	0.050139847768049167	
tree	fungi	736068at2759.faa.mafft.clipkit.treefile	0.029629719040624919	249	249	0	0.050139847768049167	
tree	fungi	751335at2759.faa.mafft.clipkit.treefile	0.047873686210422178	249	249	0	0.050139847768049167	
tree	fungi	759498at2759.faa.mafft.clipkit.treefile	0.067827432939993187	249	249	0	0.050139847768049167	
tree	fungi	761109at2759.faa.mafft.clipkit.treefile	0.03820714139617918	249	249	0	0.050139847768049167	
tree	fungi	768809at2759.faa.mafft.clipkit.treefile	0.048252358907215361	249	249	0	0.050139847768049167	
tree	fungi	774318at2759.faa.mafft.clipkit.treefile	0.038605594026574236	249	249	0	0.050139847768049167	
tree	fungi	777920at2759.faa.mafft.clipkit.treefile	0.038950431969959058	249	249	0	0.050139847768049167	
tree	fungi	779909at2759.faa.mafft.clipkit.treefile	0.12301162836366644	249	249	0	0.050139847768049167	
tree	fungi	801857at2759.faa.mafft.clipkit.treefile	0.06906104874413152	249	249	0	0.050139847768049167	
tree	fungi	814241at2759.faa.mafft.clipkit.treefile	0.04952038899018979	249	249	0	0.050139847768049167	
tree	fungi	817008at2759.faa.mafft.clipkit.treefile	0.038065850448280474	249	249	0	0.050139847768049167	
tree	fungi	834694at2759.faa.mafft.clipkit.treefile	0.078241643505929909	249	249	0	0.050139847768049167	
tree	fungi	836599at2759.faa.mafft.clipkit.treefile	0.058855098987158919	249	249	0	0.050139847768049167	
tree	fungi	83779at2759.faa.mafft.clipkit.treefile	0.053439982351896904	249	249	0	0.050139847768049167	
tree	fungi	844748at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	855834at2759.faa.mafft.clipkit.treefile	0.050469570940739381	249	249	0	0.050139847768049167	
tree	fungi	858842at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	865202at2759.faa.mafft.clipkit.treefile	0.026259265043972087	249	249	0	0.050139847768049167	
tree	fungi	866359at2759.faa.mafft.clipkit.treefile	0.024506803956952199	249	249	0	0.050139847768049167	
tree	fungi	869548at2759.faa.mafft.clipkit.treefile	0.061306113249827272	249	249	0	0.050139847768049167	
tree	fungi	878143at2759.faa.mafft.clipkit.treefile	0.083024386307870734	249	249	0	0.050139847768049167	
tree	fungi	87842at2759.faa.mafft.clipkit.treefile	0.023913447415550293	249	249	0	0.050139847768049167	
tree	fungi	887370at2759.faa.mafft.clipkit.treefile	0.041348993102467813	249	249	0	0.050139847768049167	
tree	fungi	891751at2759.faa.mafft.clipkit.treefile	0.053395903960299279	249	249	0	0.050139847768049167	
tree	fungi	898782at2759.faa.mafft.clipkit.treefile	0.052201530679649749	249	249	0	0.050139847768049167	
tree	fungi	901894at2759.faa.mafft.clipkit.treefile	0.034786382704822705	249	249	0	0.050139847768049167	
tree	fungi	905026at2759.faa.mafft.clipkit.treefile	0.060266684537454138	249	249	0	0.050139847768049167	
tree	fungi	911863at2759.faa.mafft.clipkit.treefile	0.058928529565874958	249	249	0	0.050139847768049167	
tree	fungi	917326at2759.faa.mafft.clipkit.treefile	0.016900542539226456	249	249	0	0.050139847768049167	
tree	fungi	918816at2759.faa.mafft.clipkit.treefile	0.034487929337950834	249	249	0	0.050139847768049167	
tree	fungi	919955at2759.faa.mafft.clipkit.treefile	0.039209556839158381	249	249	0	0.050139847768049167	
tree	fungi	923657at2759.faa.mafft.clipkit.treefile	0.086901997066234818	249	249	0	0.050139847768049167	
tree	fungi	924753at2759.faa.mafft.clipkit.treefile	0.046516508886130389	249	249	0	0.050139847768049167	
tree	fungi	931188at2759.faa.mafft.clipkit.treefile	0.070878175299840265	249	249	0	0.050139847768049167	
tree	fungi	937275at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	937686at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	939345at2759.faa.mafft.clipkit.treefile	0.092628926805264813	249	249	0	0.050139847768049167	
tree	fungi	944899at2759.faa.mafft.clipkit.treefile	0.038228564700594672	249	249	0	0.050139847768049167	
tree	fungi	946128at2759.faa.mafft.clipkit.treefile	0.037714173327743204	249	249	0	0.050139847768049167	
tree	fungi	956854at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	97116at2759.faa.mafft.clipkit.treefile	0.028829073249663155	249	249	0	0.050139847768049167	
tree	fungi	973442at2759.faa.mafft.clipkit.treefile	0.021614411902783931	249	249	0	0.050139847768049167	
tree	fungi	974865at2759.faa.mafft.clipkit.treefile	0.054168339675397983	249	249	0	0.050139847768049167	
tree	fungi	975158at2759.faa.mafft.clipkit.treefile	0.061186152666343627	249	249	0	0.050139847768049167	
tree	fungi	975557at2759.faa.mafft.clipkit.treefile	0.047011895340957538	249	249	0	0.050139847768049167	
tree	fungi	976469at2759.faa.mafft.clipkit.treefile	0	249	249	0	0.050139847768049167	
tree	fungi	981902at2759.faa.mafft.clipkit.treefile	0.11703999998290536	249	249	0	0.050139847768049167	
tree	fungi	996662at2759.faa.mafft.clipkit.treefile	0.053858200434913697	249	249	0	0.050139847768049167	
difference	fungi_minus_animals			349	349	0		0.050139847768049167
