guide_id	target_gene	cells	gene	control_mean_log_norm	guide_mean_log_norm	delta_log_norm	guide_detection_fraction
guide_018	ZNF20	50	CXCL10	3.3268748	3.3343526	0.0074777263	1
guide_018	ZNF20	50	CXCL11	3.3081936	3.4055323	0.09733864	1
guide_018	ZNF20	50	IRF7	3.3100384	3.3425602	0.032521775	1
guide_018	ZNF20	50	BST2	3.3080094	3.3451798	0.037170441	1
guide_018	ZNF20	50	IFI6	3.3423953	3.2844594	-0.057935892	1
guide_018	ZNF20	50	STAT2	3.3399567	3.3336592	-0.0062974565	1
guide_018	ZNF20	50	EIF2AK2	3.3417999	3.2619294	-0.079870454	1
guide_018	ZNF20	50	GBP1	3.3322932	3.3735061	0.041212825	1
guide_018	ZNF20	50	GBP2	3.306703	3.328863	0.022159992	1
guide_018	ZNF20	50	IDO1	3.345552	3.261742	-0.083809939	1
guide_019	IL6	50	STAT1	3.3197242	3.4011299	0.081405759	1
guide_019	IL6	50	ISG15	3.30336	3.4142955	0.11093552	1
guide_019	IL6	50	IFIT1	3.2999318	3.2593491	-0.040582707	1
guide_019	IL6	50	IFIT2	3.3225285	3.3183307	-0.0041978198	1
guide_019	IL6	50	IFIT3	3.2969525	3.286132	-0.010820501	1
guide_019	IL6	50	MX1	3.3180589	3.2535688	-0.064490156	1
guide_019	IL6	50	MX2	3.3426687	3.3412035	-0.001465212	1
guide_019	IL6	50	OAS1	3.3235795	3.3816849	0.058105378	1
guide_019	IL6	50	OAS2	3.3371846	3.3113869	-0.025797727	1
guide_019	IL6	50	OAS3	3.3275254	3.3218625	-0.0056629034	1
guide_019	IL6	50	CXCL10	3.3268748	3.3399275	0.013052642	1
guide_019	IL6	50	CXCL11	3.3081936	3.3613075	0.05311386	1
guide_019	IL6	50	IRF7	3.3100384	3.3722227	0.062184261	1
guide_019	IL6	50	BST2	3.3080094	3.3716805	0.063671135	1
guide_019	IL6	50	IFI6	3.3423953	3.3287279	-0.013667396	1
guide_019	IL6	50	STAT2	3.3399567	3.3965216	0.05656496	1
guide_019	IL6	50	EIF2AK2	3.3417999	3.3249274	-0.016872462	1
guide_019	IL6	50	GBP1	3.3322932	3.3375791	0.0052858813	1
guide_019	IL6	50	GBP2	3.306703	3.3246147	0.017911719	1
guide_019	IL6	50	IDO1	3.345552	3.2781266	-0.067425355	1
guide_020	HOXB5	50	STAT1	3.3197242	3.3586318	0.038907596	1
guide_020	HOXB5	50	ISG15	3.30336	3.342565	0.039205001	1
guide_020	HOXB5	50	IFIT1	3.2999318	3.2299128	-0.070018979	1
guide_020	HOXB5	50	IFIT2	3.3225285	3.2773591	-0.045169457	1
guide_020	HOXB5	50	IFIT3	3.2969525	3.3693473	0.07239482	1
guide_020	HOXB5	50	MX1	3.3180589	3.346938	0.028879026	1
guide_020	HOXB5	50	MX2	3.3426687	3.3678734	0.02520473	1
guide_020	HOXB5	50	OAS1	3.3235795	3.3615336	0.037954156	1
guide_020	HOXB5	50	OAS2	3.3371846	3.3290412	-0.0081433933	1
guide_020	HOXB5	50	OAS3	3.3275254	3.3369462	0.0094208251	1
guide_020	HOXB5	50	CXCL10	3.3268748	3.3637269	0.036852094	1
guide_020	HOXB5	50	CXCL11	3.3081936	3.336025	0.027831401	1
guide_020	HOXB5	50	IRF7	3.3100384	3.370843	0.060804564	1
guide_020	HOXB5	50	BST2	3.3080094	3.3132141	0.0052047002	1
guide_020	HOXB5	50	IFI6	3.3423953	3.3328845	-0.009510773	1
guide_020	HOXB5	50	STAT2	3.3399567	3.347092	0.0071353015	1
guide_020	HOXB5	50	EIF2AK2	3.3417999	3.3440664	0.0022664667	1
guide_020	HOXB5	50	GBP1	3.3322932	3.2839853	-0.048307958	1
guide_020	HOXB5	50	GBP2	3.306703	3.2549708	-0.051732183	1
guide_020	HOXB5	50	IDO1	3.345552	3.3212864	-0.024265597	1
guide_021	CD92	50	STAT1	3.3197242	3.2955406	-0.024183601	1
guide_021	CD92	50	ISG15	3.30336	3.2985632	-0.0047968317	1
guide_021	CD92	50	IFIT1	3.2999318	3.2751383	-0.024793541	1
guide_021	CD92	50	IFIT2	3.3225285	3.3424792	0.019950643	1
guide_021	CD92	50	IFIT3	3.2969525	3.2085108	-0.08844169	1
guide_021	CD92	50	MX1	3.3180589	3.4118308	0.093771894	1
guide_021	CD92	50	MX2	3.3426687	3.3498836	0.0072149028	1
guide_021	CD92	50	OAS1	3.3235795	3.2904876	-0.033091867	1
guide_021	CD92	50	OAS2	3.3371846	3.2821127	-0.055071966	1
guide_021	CD92	50	OAS3	3.3275254	3.3570735	0.029548122	1
guide_021	CD92	50	CXCL10	3.3268748	3.4435322	0.11665741	1
guide_021	CD92	50	CXCL11	3.3081936	3.3561606	0.047966981	1
guide_021	CD92	50	IRF7	3.3100384	3.3736222	0.063583734	1
guide_021	CD92	50	BST2	3.3080094	3.3345796	0.026570198	1
guide_021	CD92	50	IFI6	3.3423953	3.3150513	-0.027343983	1
guide_021	CD92	50	STAT2	3.3399567	3.3323392	-0.0076174344	1
guide_021	CD92	50	EIF2AK2	3.3417999	3.3401311	-0.0016687502	1
guide_021	CD92	50	GBP1	3.3322932	3.2633564	-0.068936835	1
guide_021	CD92	50	GBP2	3.306703	3.3298355	0.023132483	1
guide_021	CD92	50	IDO1	3.345552	3.2585233	-0.087028714	1
guide_022	ZNF264	50	STAT1	3.3197242	3.3218533	0.0021290839	1
guide_022	ZNF264	50	ISG15	3.30336	3.3856564	0.082296369	1
guide_022	ZNF264	50	IFIT1	3.2999318	3.3139141	0.013982286	1
guide_022	ZNF264	50	IFIT2	3.3225285	3.2349888	-0.08753972	1
guide_022	ZNF264	50	IFIT3	3.2969525	3.3411697	0.044217195	1
guide_022	ZNF264	50	MX1	3.3180589	3.36132	0.043261078	1
guide_022	ZNF264	50	MX2	3.3426687	3.3422565	-0.00041219375	1
guide_022	ZNF264	50	OAS1	3.3235795	3.3744407	0.050861232	1
guide_022	ZNF264	50	OAS2	3.3371846	3.2691697	-0.068014959	1
guide_022	ZNF264	50	OAS3	3.3275254	3.3245964	-0.0029289364	1
guide_022	ZNF264	50	CXCL10	3.3268748	3.3164601	-0.010414785	1
guide_022	ZNF264	50	CXCL11	3.3081936	3.2855711	-0.022622491	1
guide_022	ZNF264	50	IRF7	3.3100384	3.3201775	0.010139095	1
guide_022	ZNF264	50	BST2	3.3080094	3.3454578	0.037448403	1
guide_022	ZNF264	50	IFI6	3.3423953	3.3429855	0.00059017513	1
guide_022	ZNF264	50	STAT2	3.3399567	3.288308	-0.05164864	1
guide_022	ZNF264	50	EIF2AK2	3.3417999	3.2849534	-0.056846464	1
guide_022	ZNF264	50	GBP1	3.3322932	3.3523504	0.02005711	1
guide_022	ZNF264	50	GBP2	3.306703	3.2965132	-0.010189814	1
guide_022	ZNF264	50	IDO1	3.345552	3.2642865	-0.081265491	1
guide_023	ATP27	50	STAT1	3.3197242	3.2458949	-0.073829271	1
guide_023	ATP27	50	ISG15	3.30336	3.2396361	-0.063723958	1
guide_023	ATP27	50	IFIT1	3.2999318	3.3298414	0.029909586	1
guide_023	ATP27	50	IFIT2	3.3225285	3.3659093	0.043380803	1
guide_023	ATP27	50	IFIT3	3.2969525	3.2379998	-0.058952654	1
guide_023	ATP27	50	MX1	3.3180589	3.3623498	0.04429091	1
guide_023	ATP27	50	MX2	3.3426687	3.2705636	-0.072105084	1
guide_023	ATP27	50	OAS1	3.3235795	3.3196318	-0.0039476457	1
guide_023	ATP27	50	OAS2	3.3371846	3.3200708	-0.017113817	1
guide_023	ATP27	50	OAS3	3.3275254	3.2542366	-0.073288717	1
guide_023	ATP27	50	CXCL10	3.3268748	3.3194859	-0.0073889864	1
guide_023	ATP27	50	CXCL11	3.3081936	3.352665	0.044471335	1
guide_023	ATP27	50	IRF7	3.3100384	3.3991702	0.089131763	1
guide_023	ATP27	50	BST2	3.3080094	3.4099184	0.10190901	1
guide_023	ATP27	50	IFI6	3.3423953	3.2729994	-0.069395849	1
guide_023	ATP27	50	STAT2	3.3399567	3.2890334	-0.050923222	1
guide_023	ATP27	50	EIF2AK2	3.3417999	3.3676553	0.025855426	1
guide_023	ATP27	50	GBP1	3.3322932	3.3498773	0.017584105	1
guide_023	ATP27	50	GBP2	3.306703	3.2939242	-0.012778811	1
guide_023	ATP27	50	IDO1	3.345552	3.3226067	-0.022945274	1
guide_024	ZNF115	50	STAT1	3.3197242	3.3933808	0.073656673	1
guide_024	ZNF115	50	ISG15	3.30336	3.3325216	0.029161542	1
guide_024	ZNF115	50	IFIT1	3.2999318	3.2740484	-0.02588336	1
guide_024	ZNF115	50	IFIT2	3.3225285	3.3148258	-0.0077027148	1
guide_024	ZNF115	50	IFIT3	3.2969525	3.3144561	0.01750366	1
guide_024	ZNF115	50	MX1	3.3180589	3.3217117	0.0036528197	1
guide_024	ZNF115	50	MX2	3.3426687	3.3446536	0.0019849694	1
guide_024	ZNF115	50	OAS1	3.3235795	3.3752583	0.051678824	1
guide_024	ZNF115	50	OAS2	3.3371846	3.3617626	0.024577936	1
guide_024	ZNF115	50	OAS3	3.3275254	3.2916613	-0.035864043	1
guide_024	ZNF115	50	CXCL10	3.3268748	3.3341805	0.0073057027	1
guide_024	ZNF115	50	CXCL11	3.3081936	3.3018183	-0.0063753542	1
guide_024	ZNF115	50	IRF7	3.3100384	3.3208498	0.010811338	1
guide_024	ZNF115	50	BST2	3.3080094	3.3027556	-0.0052537496	1
guide_024	ZNF115	50	IFI6	3.3423953	3.2942638	-0.048131548	1
guide_024	ZNF115	50	STAT2	3.3399567	3.2926286	-0.047328117	1
guide_024	ZNF115	50	EIF2AK2	3.3417999	3.3294855	-0.012314353	1
guide_024	ZNF115	50	GBP1	3.3322932	3.3456311	0.01333784	1
guide_024	ZNF115	50	GBP2	3.306703	3.3091326	0.0024296553	1
guide_024	ZNF115	50	IDO1	3.345552	3.3297	-0.01585195	1
guide_025	ZNF205	50	STAT1	3.3197242	3.3015294	-0.018194791	1
guide_025	ZNF205	50	ISG15	3.30336	3.3610231	0.057663068	1
guide_025	ZNF205	50	IFIT1	3.2999318	3.3300034	0.030071615	1
guide_025	ZNF205	50	IFIT2	3.3225285	3.2919109	-0.03061764	1
guide_025	ZNF205	50	IFIT3	3.2969525	3.2812422	-0.015710255	1
guide_025	ZNF205	50	MX1	3.3180589	3.370739	0.052680059	1
guide_025	ZNF205	50	MX2	3.3426687	3.3700515	0.027382794	1
guide_025	ZNF205	50	OAS1	3.3235795	3.3470682	0.023488756	1
guide_025	ZNF205	50	OAS2	3.3371846	3.3093046	-0.027880028	1
guide_025	ZNF205	50	OAS3	3.3275254	3.3199795	-0.0075459011	1
guide_025	ZNF205	50	CXCL10	3.3268748	3.3195984	-0.0072764797	1
guide_025	ZNF205	50	CXCL11	3.3081936	3.341986	0.033792373	1
guide_025	ZNF205	50	IRF7	3.3100384	3.3459576	0.035919121	1
guide_025	ZNF205	50	BST2	3.3080094	3.3551188	0.047109414	1
guide_025	ZNF205	50	IFI6	3.3423953	3.3657252	0.0233299	1
guide_025	ZNF205	50	STAT2	3.3399567	3.3384386	-0.0015180551	1
guide_025	ZNF205	50	EIF2AK2	3.3417999	3.3597041	0.017904239	1
guide_025	ZNF205	50	GBP1	3.3322932	3.297112	-0.03518126	1
guide_025	ZNF205	50	GBP2	3.306703	3.308025	0.0013220046	1
guide_025	ZNF205	50	IDO1	3.345552	3.3473335	0.0017815287	1
guide_026	CD39	50	STAT1	3.3197242	3.3065403	-0.013183912	1
guide_026	CD39	50	ISG15	3.30336	3.2647457	-0.038614332	1
guide_026	CD39	50	IFIT1	3.2999318	3.3442417	0.044309909	1
guide_026	CD39	50	IFIT2	3.3225285	3.3252991	0.0027705952	1
guide_026	CD39	50	IFIT3	3.2969525	3.3007345	0.0037820394	1
guide_026	CD39	50	MX1	3.3180589	3.2954452	-0.022613736	1
guide_026	CD39	50	MX2	3.3426687	3.3408889	-0.0017797509	1
guide_026	CD39	50	OAS1	3.3235795	3.3620995	0.038519972	1
guide_026	CD39	50	OAS2	3.3371846	3.3123339	-0.024850766	1
guide_026	CD39	50	OAS3	3.3275254	3.2192769	-0.10824848	1
guide_026	CD39	50	CXCL10	3.3268748	3.3181438	-0.0087310046	1
guide_026	CD39	50	CXCL11	3.3081936	3.2551497	-0.053043943	1
guide_026	CD39	50	IRF7	3.3100384	3.2817569	-0.028281588	1
guide_026	CD39	50	BST2	3.3080094	3.3394152	0.031405848	1
guide_026	CD39	50	IFI6	3.3423953	3.2185214	-0.12387391	1
guide_026	CD39	50	STAT2	3.3399567	3.3844715	0.044514798	1
guide_026	CD39	50	EIF2AK2	3.3417999	3.3575557	0.01575579	1
guide_026	CD39	50	GBP1	3.3322932	3.3081987	-0.024094583	1
guide_026	CD39	50	GBP2	3.306703	3.3062804	-0.00042257716	1
guide_026	CD39	50	IDO1	3.345552	3.306759	-0.038792954	1
guide_027	MAPK2	50	STAT1	3.3197242	3.3322736	0.012549458	1
guide_027	MAPK2	50	ISG15	3.30336	3.270733	-0.032626998	1
guide_027	MAPK2	50	IFIT1	3.2999318	3.2774425	-0.022489338	1
guide_027	MAPK2	50	IFIT2	3.3225285	3.33383	0.011301432	1
guide_027	MAPK2	50	IFIT3	3.2969525	3.269008	-0.027944487	1
guide_027	MAPK2	50	MX1	3.3180589	3.3068557	-0.011203244	1
guide_027	MAPK2	50	MX2	3.3426687	3.3789297	0.036260977	1
guide_027	MAPK2	50	OAS1	3.3235795	3.3482698	0.024690284	1
guide_027	MAPK2	50	OAS2	3.3371846	3.3716107	0.034426116	1
guide_027	MAPK2	50	OAS3	3.3275254	3.3210987	-0.0064267028	1
guide_027	MAPK2	50	CXCL10	3.3268748	3.3094403	-0.017434575	1
guide_027	MAPK2	50	CXCL11	3.3081936	3.3481456	0.039952015	1
guide_027	MAPK2	50	IRF7	3.3100384	3.2985673	-0.011471142	1
guide_027	MAPK2	50	BST2	3.3080094	3.327385	0.019375594	1
guide_027	MAPK2	50	IFI6	3.3423953	3.3102658	-0.032129524	1
guide_027	MAPK2	50	STAT2	3.3399567	3.3793587	0.039402038	1
guide_027	MAPK2	50	EIF2AK2	3.3417999	3.3777578	0.035957857	1
guide_027	MAPK2	50	GBP1	3.3322932	3.3957221	0.063428817	1
guide_027	MAPK2	50	GBP2	3.306703	3.3864783	0.079775292	1
guide_027	MAPK2	50	IDO1	3.345552	3.3236486	-0.021903345	1
guide_028	ZNF122	50	STAT1	3.3197242	3.2555166	-0.064207536	1
guide_028	ZNF122	50	ISG15	3.30336	3.3033963	3.6302717e-05	1
guide_028	ZNF122	50	IFIT1	3.2999318	3.3725449	0.07261306	1
guide_028	ZNF122	50	IFIT2	3.3225285	3.3528125	0.030284005	1
guide_028	ZNF122	50	IFIT3	3.2969525	3.3038735	0.0069210663	1
guide_028	ZNF122	50	MX1	3.3180589	3.2988986	-0.019160287	1
guide_028	ZNF122	50	MX2	3.3426687	3.3301229	-0.012545762	1
guide_028	ZNF122	50	OAS1	3.3235795	3.3492122	0.025632727	1
guide_028	ZNF122	50	OAS2	3.3371846	3.360198	0.023013365	1
guide_028	ZNF122	50	OAS3	3.3275254	3.4063895	0.078864165	1
guide_028	ZNF122	50	CXCL10	3.3268748	3.3124471	-0.014427754	1
guide_028	ZNF122	50	CXCL11	3.3081936	3.2692871	-0.038906562	1
guide_028	ZNF122	50	IRF7	3.3100384	3.3554195	0.045381109	1
guide_028	ZNF122	50	BST2	3.3080094	3.2774324	-0.030577022	1
guide_028	ZNF122	50	IFI6	3.3423953	3.3355105	-0.0068847968	1
guide_028	ZNF122	50	STAT2	3.3399567	3.3696754	0.029718774	1
guide_028	ZNF122	50	EIF2AK2	3.3417999	3.3463332	0.0045333103	1
guide_028	ZNF122	50	GBP1	3.3322932	3.3375041	0.005210849	1
guide_028	ZNF122	50	GBP2	3.306703	3.3018749	-0.0048280217	1
guide_028	ZNF122	50	IDO1	3.345552	3.4229001	0.0773481	1
guide_029	MAPK1	50	STAT1	3.3197242	3.3324331	0.0127089	1
guide_029	MAPK1	50	ISG15	3.30336	3.3544797	0.051119698	1
guide_029	MAPK1	50	IFIT1	3.2999318	3.3057063	0.0057744633	1
guide_029	MAPK1	50	IFIT2	3.3225285	3.3514691	0.028940563	1
guide_029	MAPK1	50	IFIT3	3.2969525	3.2878063	-0.0091461875	1
guide_029	MAPK1	50	MX1	3.3180589	3.2795105	-0.038548437	1
guide_029	MAPK1	50	MX2	3.3426687	3.3016014	-0.041067234	1
guide_029	MAPK1	50	OAS1	3.3235795	3.324131	0.00055153362	1
guide_029	MAPK1	50	OAS2	3.3371846	3.3203981	-0.016786489	1
guide_029	MAPK1	50	OAS3	3.3275254	3.2745565	-0.052968868	1
guide_029	MAPK1	50	CXCL10	3.3268748	3.3500214	0.023146606	1
guide_029	MAPK1	50	CXCL11	3.3081936	3.3059629	-0.0022307264	1
guide_029	MAPK1	50	IRF7	3.3100384	3.3445709	0.034532419	1
guide_029	MAPK1	50	BST2	3.3080094	3.3137833	0.0057739325	1
guide_029	MAPK1	50	IFI6	3.3423953	3.2572102	-0.085185097	1
guide_029	MAPK1	50	STAT2	3.3399567	3.3871743	0.047217676	1
guide_029	MAPK1	50	EIF2AK2	3.3417999	3.3269881	-0.014811762	1
guide_029	MAPK1	50	GBP1	3.3322932	3.2513314	-0.080961882	1
guide_029	MAPK1	50	GBP2	3.306703	3.3068296	0.0001265862	1
guide_029	MAPK1	50	IDO1	3.345552	3.2687653	-0.076786731	1
guide_030	ZNF361	50	STAT1	3.3197242	3.3023001	-0.017424074	1
guide_030	ZNF361	50	ISG15	3.30336	3.2894394	-0.013920663	1
guide_030	ZNF361	50	IFIT1	3.2999318	3.3755707	0.0756389	1
guide_030	ZNF361	50	IFIT2	3.3225285	3.3587492	0.036220669	1
guide_030	ZNF361	50	IFIT3	3.2969525	3.2997205	0.0027680725	1
guide_030	ZNF361	50	MX1	3.3180589	3.2281837	-0.089875193	1
guide_030	ZNF361	50	MX2	3.3426687	3.3084104	-0.034258264	1
guide_030	ZNF361	50	OAS1	3.3235795	3.3472089	0.023629395	1
guide_030	ZNF361	50	OAS2	3.3371846	3.3539775	0.016792886	1
guide_030	ZNF361	50	OAS3	3.3275254	3.3274413	-8.4035767e-05	1
guide_030	ZNF361	50	CXCL10	3.3268748	3.4026204	0.075745572	1
guide_030	ZNF361	50	CXCL11	3.3081936	3.3186965	0.010502853	1
guide_030	ZNF361	50	IRF7	3.3100384	3.3614897	0.051451224	1
guide_030	ZNF361	50	BST2	3.3080094	3.3528911	0.044881735	1
guide_030	ZNF361	50	IFI6	3.3423953	3.2898704	-0.052524892	1
guide_030	ZNF361	50	STAT2	3.3399567	3.2872873	-0.052669374	1
guide_030	ZNF361	50	EIF2AK2	3.3417999	3.3739122	0.032112276	1
guide_030	ZNF361	50	GBP1	3.3322932	3.3462246	0.013931356	1
guide_030	ZNF361	50	GBP2	3.306703	3.3266269	0.019923908	1
guide_030	ZNF361	50	IDO1	3.345552	3.294203	-0.051348948	1
guide_031	ZNF329	50	STAT1	3.3197242	3.343259	0.023534796	1
guide_031	ZNF329	50	ISG15	3.30336	3.3600016	0.056641547	1
guide_031	ZNF329	50	IFIT1	3.2999318	3.3276884	0.027756588	1
guide_031	ZNF329	50	IFIT2	3.3225285	3.2962281	-0.026300398	1
guide_031	ZNF329	50	IFIT3	3.2969525	3.2887612	-0.0081912597	1
guide_031	ZNF329	50	MX1	3.3180589	3.3544115	0.036352524	1
guide_031	ZNF329	50	MX2	3.3426687	3.2954543	-0.047214405	1
guide_031	ZNF329	50	OAS1	3.3235795	3.3152425	-0.0083369773	1
guide_031	ZNF329	50	OAS2	3.3371846	3.3808984	0.043713724	1
guide_031	ZNF329	50	OAS3	3.3275254	3.3432015	0.01567613	1
guide_031	ZNF329	50	CXCL10	3.3268748	3.3896609	0.062786053	1
guide_031	ZNF329	50	CXCL11	3.3081936	3.3576717	0.049478081	1
guide_031	ZNF329	50	IRF7	3.3100384	3.3167221	0.0066837037	1
guide_031	ZNF329	50	BST2	3.3080094	3.2699784	-0.038030962	1
guide_031	ZNF329	50	IFI6	3.3423953	3.3763208	0.033925484	1
guide_031	ZNF329	50	STAT2	3.3399567	3.2385679	-0.10138879	1
guide_031	ZNF329	50	EIF2AK2	3.3417999	3.2413723	-0.10042756	1
guide_031	ZNF329	50	GBP1	3.3322932	3.366022	0.033728792	1
guide_031	ZNF329	50	GBP2	3.306703	3.2660248	-0.040678207	1
guide_031	ZNF329	50	IDO1	3.345552	3.311918	-0.033633937	1
guide_032	TRIM20	50	STAT1	3.3197242	3.3486711	0.028946911	1
guide_032	TRIM20	50	ISG15	3.30336	3.3963952	0.093035172	1
guide_032	TRIM20	50	IFIT1	3.2999318	3.3570894	0.057157629	1
guide_032	TRIM20	50	IFIT2	3.3225285	3.4103323	0.087803734	1
guide_032	TRIM20	50	IFIT3	3.2969525	3.35634	0.059387521	1
guide_032	TRIM20	50	MX1	3.3180589	3.2604578	-0.057601135	1
guide_032	TRIM20	50	MX2	3.3426687	3.3498022	0.0071335361	1
guide_032	TRIM20	50	OAS1	3.3235795	3.3263735	0.0027940404	1
guide_032	TRIM20	50	OAS2	3.3371846	3.2908355	-0.04634909	1
guide_032	TRIM20	50	OAS3	3.3275254	3.3584077	0.030882352	1
guide_032	TRIM20	50	CXCL10	3.3268748	3.2563292	-0.07054559	1
guide_032	TRIM20	50	CXCL11	3.3081936	3.325504	0.017310354	1
guide_032	TRIM20	50	IRF7	3.3100384	3.3025524	-0.0074859897	1
guide_032	TRIM20	50	BST2	3.3080094	3.3210847	0.013075285	1
guide_032	TRIM20	50	IFI6	3.3423953	3.3411361	-0.0012591727	1
guide_032	TRIM20	50	STAT2	3.3399567	3.3669001	0.02694344	1
guide_032	TRIM20	50	EIF2AK2	3.3417999	3.3766061	0.034806199	1
guide_032	TRIM20	50	GBP1	3.3322932	3.2597334	-0.072559829	1
guide_032	TRIM20	50	GBP2	3.306703	3.348998	0.042295053	1
guide_032	TRIM20	50	IDO1	3.345552	3.340627	-0.0049249772	1
guide_033	CD83	50	STAT1	3.3197242	3.3257443	0.006020101	1
guide_033	CD83	50	ISG15	3.30336	3.3365088	0.033148752	1
guide_033	CD83	50	IFIT1	3.2999318	3.267845	-0.032086783	1
guide_033	CD83	50	IFIT2	3.3225285	3.3184124	-0.0041161661	1
guide_033	CD83	50	IFIT3	3.2969525	3.3289728	0.032020371	1
guide_033	CD83	50	MX1	3.3180589	3.3111713	-0.0068876419	1
guide_033	CD83	50	MX2	3.3426687	3.3178508	-0.024817873	1
guide_033	CD83	50	OAS1	3.3235795	3.3222756	-0.0013038983	1
guide_033	CD83	50	OAS2	3.3371846	3.294244	-0.042940604	1
guide_033	CD83	50	OAS3	3.3275254	3.3313967	0.0038713178	1
guide_033	CD83	50	CXCL10	3.3268748	3.4523385	0.12546368	1
guide_033	CD83	50	CXCL11	3.3081936	3.3488679	0.04067423	1
guide_033	CD83	50	IRF7	3.3100384	3.3675939	0.057555485	1
guide_033	CD83	50	BST2	3.3080094	3.2375847	-0.07042464	1
guide_033	CD83	50	IFI6	3.3423953	3.2978049	-0.044590447	1
guide_033	CD83	50	STAT2	3.3399567	3.3373549	-0.0026017884	1
guide_033	CD83	50	EIF2AK2	3.3417999	3.2734948	-0.068305077	1
guide_033	CD83	50	GBP1	3.3322932	3.3132125	-0.019080742	1
guide_033	CD83	50	GBP2	3.306703	3.2404657	-0.066237249	1
guide_033	CD83	50	IDO1	3.345552	3.3650633	0.01951128	1
guide_034	ZNF159	50	STAT1	3.3197242	3.3221374	0.0024131905	1
guide_034	ZNF159	50	ISG15	3.30336	3.2715219	-0.031838087	1
guide_034	ZNF159	50	IFIT1	3.2999318	3.3375839	0.037652111	1
guide_034	ZNF159	50	IFIT2	3.3225285	3.36649	0.043961484	1
guide_034	ZNF159	50	IFIT3	3.2969525	3.3637451	0.066792679	1
guide_034	ZNF159	50	MX1	3.3180589	3.3433541	0.025295132	1
guide_034	ZNF159	50	MX2	3.3426687	3.2590656	-0.083603039	1
guide_034	ZNF159	50	OAS1	3.3235795	3.3474649	0.023885405	1
guide_034	ZNF159	50	OAS2	3.3371846	3.3601	0.022915344	1
guide_034	ZNF159	50	OAS3	3.3275254	3.2880662	-0.039459138	1
guide_034	ZNF159	50	CXCL10	3.3268748	3.3357631	0.0088882837	1
guide_034	ZNF159	50	CXCL11	3.3081936	3.3276038	0.019410209	1
guide_034	ZNF159	50	IRF7	3.3100384	3.3113464	0.0013079826	1
guide_034	ZNF159	50	BST2	3.3080094	3.2450747	-0.062934705	1
guide_034	ZNF159	50	IFI6	3.3423953	3.2537523	-0.088643037	1
guide_034	ZNF159	50	STAT2	3.3399567	3.3283783	-0.011578368	1
guide_034	ZNF159	50	EIF2AK2	3.3417999	3.3127156	-0.02908425	1
guide_034	ZNF159	50	GBP1	3.3322932	3.3307191	-0.0015741755	1
guide_034	ZNF159	50	GBP2	3.306703	3.3349125	0.02820956	1
guide_034	ZNF159	50	IDO1	3.345552	3.2834	-0.062151959	1
guide_035	CCL8	50	STAT1	3.3197242	3.3345193	0.014795106	1
guide_035	CCL8	50	ISG15	3.30336	3.2467034	-0.05665662	1
guide_035	CCL8	50	IFIT1	3.2999318	3.312628	0.012696213	1
guide_035	CCL8	50	IFIT2	3.3225285	3.3038526	-0.018675925	1
guide_035	CCL8	50	IFIT3	3.2969525	3.2895509	-0.0074015766	1
guide_035	CCL8	50	MX1	3.3180589	3.3433394	0.025280469	1
guide_035	CCL8	50	MX2	3.3426687	3.285615	-0.057053699	1
guide_035	CCL8	50	OAS1	3.3235795	3.2870071	-0.036572364	1
guide_035	CCL8	50	OAS2	3.3371846	3.3461072	0.008922557	1
guide_035	CCL8	50	OAS3	3.3275254	3.3612659	0.033740495	1
guide_035	CCL8	50	CXCL10	3.3268748	3.3389334	0.012058563	1
guide_035	CCL8	50	CXCL11	3.3081936	3.3200382	0.01184456	1
guide_035	CCL8	50	IRF7	3.3100384	3.3105689	0.00053048241	1
guide_035	CCL8	50	BST2	3.3080094	3.2907727	-0.01723668	1
guide_035	CCL8	50	IFI6	3.3423953	3.3878891	0.045493822	1
guide_035	CCL8	50	STAT2	3.3399567	3.2848318	-0.05512484	1
guide_035	CCL8	50	EIF2AK2	3.3417999	3.4068148	0.065014898	1
guide_035	CCL8	50	GBP1	3.3322932	3.3379225	0.0056292112	1
guide_035	CCL8	50	GBP2	3.306703	3.2841398	-0.022563188	1
guide_035	CCL8	50	IDO1	3.345552	3.3305183	-0.015033651	1
guide_036	ZNF324	50	STAT1	3.3197242	3.3435961	0.023871954	1
guide_036	ZNF324	50	ISG15	3.30336	3.4068345	0.10347452	1
guide_036	ZNF324	50	IFIT1	3.2999318	3.3637345	0.063802692	1
guide_036	ZNF324	50	IFIT2	3.3225285	3.2712034	-0.051325166	1
guide_036	ZNF324	50	IFIT3	3.2969525	3.3782382	0.081285792	1
guide_036	ZNF324	50	MX1	3.3180589	3.3246481	0.0065891274	1
guide_036	ZNF324	50	MX2	3.3426687	3.2809571	-0.061711553	1
guide_036	ZNF324	50	OAS1	3.3235795	3.3100104	-0.013569127	1
guide_036	ZNF324	50	OAS2	3.3371846	3.3785179	0.04133324	1
guide_036	ZNF324	50	OAS3	3.3275254	3.2485119	-0.079013503	1
guide_036	ZNF324	50	CXCL10	3.3268748	3.3693413	0.04246645	1
guide_036	ZNF324	50	CXCL11	3.3081936	3.3601157	0.051922111	1
guide_036	ZNF324	50	IRF7	3.3100384	3.38301	0.072971522	1
guide_036	ZNF324	50	BST2	3.3080094	3.2941903	-0.013819099	1
guide_036	ZNF324	50	IFI6	3.3423953	3.345999	0.0036037507	1
