index	n_counts	means	dispersions	dispersions_norm	highly_variable
NDUFS8	3202.6326	1.1769034	1.3234959	-0.3388771	False
MRPL21	1196.9874	0.6091206	1.264673	-0.33158922	False
LAMTOR1	4689.2974	1.4553827	1.2978009	-0.5468776	False
MRPL48	1012.29816	0.5361359	1.1953561	-0.61338395	False
SPCS2	3053.5554	1.1441729	1.6818347	0.6323669	True
TMEM126B	834.6662	0.46052748	1.2133657	-0.48499116	False
CTSC	4061.7341	1.3471234	1.768157	0.41925862	True
CWC15	1611.8469	0.75590384	1.3323694	-0.056382008	False
FDX1	1322.0988	0.65569884	1.2629193	-0.33871853	False
POU2AF1	391.00244	0.24216393	1.4131848	0.8582344	True
IL18	343.56836	0.21572623	1.4445128	1.0284406	True
AMICA1	4015.0344	1.3385787	1.8771986	0.64323574	True
CD3E	3908.7063	1.3188477	2.0152998	0.92690295	True
CD3D	6724.4404	1.7426202	2.54491	1.5258216	True
CD3G	1613.8666	0.75656813	1.7323391	1.5696198	True
FLI1	752.73987	0.4236313	1.1404501	-0.8787083	False
NINJ2	612.20764	0.35698706	1.517901	1.159387	True
CD27	4087.2659	1.3517644	2.3092763	1.5307462	True
CHD4	468.0099	0.28364968	1.3701276	0.36146522	True
MLF2	2005.3595	0.8776731	1.1968857	-0.6760698	False
LAG3	211.24146	0.13804902	1.526776	1.475378	True
CD4	935.3529	0.50408393	1.3859173	0.44672403	True
KLRG1	595.57837	0.3487987	1.7477024	2.40023	True
KLRB1	373.40613	0.23243791	1.659024	2.1938848	True
KLRC2	47.29035	0.03260242	1.7436347	2.6535766	True
KLRC1	203.05177	0.13303745	1.8761849	3.3737252	True
RP11-291B21.2	243.25081	0.15739948	1.4805269	1.224106	True
PRR4	191.63559	0.12600923	1.1595477	-0.5197818	False
H2AFJ	1696.6376	0.7834238	1.3015044	-0.26388705	False
WBP11	482.761	0.29140374	1.1999646	-0.55735177	False
LDHB	11797.807	2.2265208	2.0878184	0.26325452	False
FGFR1OP2	740.2827	0.41789988	1.4640677	0.8687073	True
FKBP11	1801.9966	0.8165974	2.617216	4.9198313	True
TMBIM6	5769.3647	1.6180019	1.6738782	0.08248091	False
COX14	1949.9241	0.86139095	1.2879574	-0.3172601	False
HNRNPA1	18074.332	2.6149087	1.7055368	-0.109835826	False
NFE2	209.32184	0.13687663	1.4975	1.3163208	True
CD63	4539.322	1.4305569	1.7529238	0.38796893	True
WIBG	970.44836	0.51883054	1.291631	-0.062387355	False
CNPY2	1998.5935	0.8757005	1.1926502	-0.6927571	False
ATP5B	6142.9624	1.668614	1.3275737	-0.49136204	False
RP11-620J15.3	251.12022	0.16209994	1.6683452	2.244527	True
TMBIM4-1	2414.7302	0.9903482	1.3161566	-0.20615925	False
LYZ	49345.11	3.5717726	4.297493	2.3812406	True
ATXN7L3B	322.51904	0.20376658	1.3173989	0.33782756	True
NAP1L1	8279.87	1.9172593	1.6739662	-0.035509713	False
OSBPL8	1848.898	0.83101726	1.4057529	0.1468374	False
BTG1	12759.901	2.296746	2.0276542	0.5697886	True
ISCU	3604.5593	1.2601558	1.3683975	-0.21717547	False
HVCN1	1033.7485	0.5448911	1.7377965	1.5918058	True
PPP1CC	2010.3591	0.8791292	1.3030739	-0.2577034	False
MAPKAPK5-AS1	711.02295	0.40430725	1.2037088	-0.5371349	False
ERP29	8246.682	1.9138349	1.3479052	-0.46597406	False
OAS1	2097.4856	0.90416	1.8291639	1.8150169	True
COX6A1	6910.3022	1.7651646	1.2302372	-0.65265304	False
TRIAP1	593.4419	0.34774193	1.2438749	-0.32025257	False
POP5	973.8724	0.5202576	1.248548	-0.29501942	False
ACADS	268.22873	0.17224333	1.1687248	-0.46992248	False
RNF34	337.63834	0.21237142	1.3680507	0.61301994	True
AC084018.1	201.58635	0.13213801	1.1838654	-0.38766295	False
MPHOSPH9	179.55946	0.118520565	1.3129009	0.3133898	True
SAP18	5213.481	1.5376102	1.3189038	-0.50572836	False
POMP	1960.4614	0.86450636	1.1955235	-0.6814367	False
ALOX5AP	1753.5374	0.8014759	1.9143223	2.1505287	True
WBP4	365.28625	0.22791767	1.2588432	0.01969296	False
TSC22D1	109.984085	0.07424778	1.4623351	1.1252694	True
ESD	715.7846	0.40653175	1.1817621	-0.6556388	False
EBPL	835.7873	0.461023	1.2174041	-0.463185	False
UCHL3	773.60425	0.4331574	1.1495378	-0.8296381	False
TNFSF13B	960.9108	0.5148443	1.4273821	0.6706187	True
APEX1	2615.0146	1.0411687	1.3864946	-0.1681248	False
DHRS4L2	1240.0276	0.6253901	1.1623473	-0.7475751	False
PSME2	9689.646	2.0528686	1.6620917	-0.35174152	False
NEDD8	6017.9155	1.6519573	1.2123132	-0.6823541	False
TINF2	736.64526	0.4162202	1.3098367	0.035917047	False
GZMH	1789.1542	0.81261206	2.7501621	5.4436197	True
GZMB	2660.4343	1.052343	3.3934805	5.2716236	True
NFKBIA	4345.028	1.39745	1.8164148	0.5183827	True
PNN	1356.7546	0.6682264	1.3166733	-0.120191835	False
RN7SL1	56.02549	0.03850991	1.1425027	-0.61238784	False
RPL36AL	12076.166	2.24735	1.4573151	-0.6475577	False
ARF6	3206.47	1.177732	1.3111099	-0.3724481	False
LGALS3	4306.797	1.3908033	1.8369461	0.5605551	True
DAAM1	129.7672	0.08703702	1.2248155	-0.16518031	False
DHRS7	2135.7075	0.914946	1.2960778	-0.2852668	False
ERH	3289.9807	1.1955945	1.2767037	-0.46570286	False
COX16	1521.8414	0.7258382	1.2692248	-0.31308487	False
FOS	9294.448	2.0166721	2.028157	0.4320915	True
AHSA1	1093.5421	0.5688995	1.2419851	-0.42382267	False
CALM1	9727.749	2.0562913	1.8057765	-0.14417747	False
EVL	4222.8164	1.3760484	1.5968916	0.06747054	False
PPP2R5C	1276.0126	0.6387925	1.5699167	0.9093219	True
PLD4	1258.337	0.63223183	1.5283505	0.7403421	True
CRIP1	5586.232	1.5922246	1.8917248	0.44346306	True
AL928768.3	2227.732	0.94044846	3.621308	8.875811	True
KIAA0125	385.30142	0.2390232	1.9583174	3.8199527	True
NDNL2	1102.6693	0.5725144	1.2940838	-0.21202499	False
EMC7	1614.2726	0.7567014	1.303413	-0.17409888	False
NOP10	2830.6548	1.0931445	1.3021	-0.39686877	False
SRP14	11538.417	2.2067113	1.2567556	-0.93728185	False
GCHFR	856.7845	0.47025946	1.4001572	0.5236143	True
ZNF106	593.5155	0.34777832	1.2417988	-0.331463	False
CEP152	89.74295	0.0609909	1.1244259	-0.71059936	False
EID1	5186.8223	1.5335878	1.2346126	-0.6454029	False
MYO5A	75.93142	0.051843137	1.0588396	-1.0669315	False
SLTM	1509.7125	0.7217163	1.3220943	-0.098153606	False
RPS27L	2036.4929	0.88670325	1.4766057	0.42598724	True
PPIB	8651.202	1.9548008	2.7493937	1.3842651	True
SPG21	1298.4269	0.64705074	1.2040989	-0.5778417	False
PKM	5629.4526	1.5983689	1.3626673	-0.43321016	False
CSK	1871.7394	0.8379659	1.2148658	-0.60523075	False
SCAMP2	1487.5665	0.7141468	1.2892402	-0.23171571	False
IMP3	2089.641	0.90193176	1.2012336	-0.6589396	False
ETFA	1661.1342	0.7719927	1.2309194	-0.4688083	False
CTSH	3550.333	1.2493199	1.6546971	0.55881286	True
IL16	1521.4624	0.7257097	1.3120329	-0.13905627	False
ISG20	5316.055	1.5529392	2.4428444	1.3566941	True
ZNF710	67.20041	0.046016887	1.1392219	-0.63021225	False
IDH2	2563.657	1.0283816	1.4494126	0.3188504	True
NGRN	60.128872	0.04127299	1.0873827	-0.911856	False
SLCO3A1	100.809166	0.06826043	1.2131854	-0.22836669	False
VIMP	1578.8586	0.7449889	1.72052	1.5215713	True
POLR3K	794.30774	0.44252154	1.3355315	0.1746591	False
NME4	607.3499	0.35460186	1.3398345	0.1978936	False
C16orf13	2045.4418	0.88928354	1.2250888	-0.56495345	False
STUB1	2005.4369	0.8776957	1.1761236	-0.7578695	False
NDUFB10	4517.404	1.4268755	1.3198286	-0.5016315	False
SRRM2	1485.8215	0.71354765	1.2975985	-0.19773684	False
TCEB2	5492.117	1.5787145	1.2377279	-0.6402407	False
IL32	11203.903	2.1805727	3.4367077	2.2118325	True
CORO7	527.6861	0.31465524	1.2369882	-0.3574383	False
HMOX2	1747.185	0.7994765	1.4145008	0.18130302	False
RSL1D1	3172.7883	1.1704359	1.2396209	-0.5662123	False
TNFRSF17	888.03326	0.48384964	2.794835	8.05436	True
BFAR	551.41644	0.3267223	1.2771941	-0.14034097	False
NDUFAB1	2454.01	1.000521	1.260236	-0.4264785	False
LAT	2003.9011	0.87724894	1.8049	1.7194207	True
BRD7	357.7867	0.2237246	1.2135817	-0.22621384	False
TMEM208	1416.9857	0.68963236	1.3684019	0.09010111	False
DPEP2	876.0568	0.47866288	1.5388294	1.2723932	True
PSMD7	2357.8447	0.97543037	1.3868871	0.072508715	False
GABARAPL2	3715.277	1.2819221	1.2685205	-0.60702115	False
C16orf74	706.5075	0.40219295	1.4444677	0.76287436	True
IRF8	1334.1296	0.66006535	2.2109938	3.5155003	True
GLOD4	783.93134	0.43783936	1.2794044	-0.12840639	False
SERPINF1	496.40665	0.29852366	1.5014213	1.0704032	True
PSMB6	4460.179	1.4172028	1.2150092	-0.7169361	False
RNF167	1478.0686	0.7108824	1.2570434	-0.36260608	False
CLEC10A	3288.7625	1.1953359	2.7810354	3.611648	True
TMEM256	1464.0618	0.70604944	1.1627729	-0.74584496	False
EIF4A1	14914.869	2.4381564	1.5984777	-0.31066212	False
LSMD1	2150.2336	0.91901535	1.2597138	-0.42853612	False
TRAPPC1	6472.932	1.7112805	1.2385502	-0.6388781	False
NCOR1	1880.3071	0.84056	1.3525883	-0.06262362	False
TNFRSF13B	469.58618	0.28448114	1.6493489	1.8691573	True
SNORD3B-2	437.66495	0.26750705	1.5829619	1.7806376	True
IFT20	1172.7423	0.5998382	1.182192	-0.6669004	False
UNC119	1934.9775	0.856955	1.5387206	0.67071134	True
NSRP1	695.47736	0.39700967	1.2938794	-0.05024679	False
CCL5	6950.6133	1.7699889	3.4932566	3.0972767	True
CCL4	431.54385	0.26421884	2.1011124	4.5957613	True
GGNBP2	1275.6294	0.6386506	1.2611368	-0.3459651	False
CWC25	582.16785	0.34214622	1.3196408	0.08885509	False
MIEN1	2434.4692	0.99547374	1.2907902	-0.30609939	False
CCR7	896.8811	0.48766422	1.6791279	2.0299532	True
NT5C3B	153.49763	0.1021654	1.0372324	-1.1843237	False
DNAJC7	1379.9922	0.67653906	1.186555	-0.6491632	False
CCR10	290.9024	0.1855296	2.1235387	4.717604	True
COA3	1259.9087	0.63281673	1.2511287	-0.38665113	False
SLC25A39	1110.6418	0.57566094	1.123004	-0.90751815	False
ABI3	3476.3066	1.2343352	1.810697	0.98163605	True
PHB	2566.4705	1.0290866	1.2443101	-0.5535026	False
SUPT4H1	3251.0376	1.1873044	1.3180773	-0.35356355	False
VMP1	993.4576	0.52838194	1.5030663	0.63755405	True
PSMC5	2899.9067	1.1092788	1.2528102	-0.5304639	False
CD79B	5010.167	1.5065141	2.8555524	2.652826	True
DDX5	11427.833	2.1981456	1.3841472	-0.7532546	False
CD300A	1821.5626	0.82263815	1.7515457	1.509212	True
SUMO2	5813.041	1.6240523	1.1280658	-0.8219559	False
ACOX1	88.560394	0.060210936	1.559375	1.6524897	True
UBALD2	483.86575	0.29198214	1.3395562	0.19639124	False
ST6GALNAC1	43.064526	0.029731957	1.220322	-0.18959346	False
SRSF2	3530.9646	1.245421	1.3319726	-0.3159017	False
SEPT9	2249.1248	0.9462843	1.3092362	-0.23342487	False
DCXR	2328.2966	0.96759343	1.4142847	0.18045151	False
CD7	3637.0752	1.2665968	2.4661474	2.7581735	True
ANKRD12	1174.7164	0.6005972	1.283407	-0.25542977	False
PSMG2	1271.6517	0.6371781	1.2159809	-0.52953786	False
TTC39C	795.7302	0.443162	1.4643868	0.87043047	True
RNF138	412.89777	0.25413573	1.4917551	1.285109	True
ACAA2	636.71893	0.36893523	1.1889483	-0.61683613	False
NOP56	1154.8685	0.592939	1.3885384	0.17196217	False
IDH3B	1573.0947	0.7430693	1.1410058	-0.8343352	False
C20orf27	2955.5454	1.122056	1.4161593	-0.08772157	False
PCNA	1170.1234	0.5988302	2.027474	2.769435	True
DTD1	770.94104	0.43194658	1.2498451	-0.28801546	False
NAA20	1067.6027	0.5585551	1.1466994	-0.81118864	False
CST3	53978.676	3.6591082	4.035729	2.0817065	True
CST7	2222.1055	0.9389073	2.3875294	4.014898	True
APMAP	888.3128	0.48397037	1.4709252	0.9057354	True
EIF2S2	2816.4946	1.089813	1.3480961	-0.27220038	False
DYNLRB1	3073.2986	1.1485696	1.2781146	-0.4618789	False
RBM39	2282.5657	0.95534027	1.2267323	-0.55847865	False
TOP1	1040.2133	0.54751474	1.2272966	-0.483536	False
YWHAB	5633.9185	1.599001	1.2048886	-0.69465697	False
STK4	862.27423	0.47266048	1.2277665	-0.40723196	False
CD40	383.21887	0.23787344	1.2985483	0.23541202	False
ZFAS1	4757.047	1.4663985	1.364662	-0.40954128	False
BCAS4	475.03537	0.28735024	1.4221426	0.64232737	True
PSMA7	10134.817	2.0921342	1.3200289	-0.8458785	False
ADRM1	2504.4893	1.013444	1.2163746	-0.5992862	False
PPDPF	10555.398	2.127865	1.5773548	-0.47415078	False
RGS19	4502.867	1.4244274	1.5700834	0.012404962	False
GZMM	2040.4169	0.88783544	1.8942149	2.0713084	True
PRSS57	292.6223	0.18653032	2.6678786	7.6750154	True
CFD	5906.671	1.636902	2.8609278	2.049478	True
CNN2	3627.8628	1.2647773	1.446269	-0.006111867	False
HMHA1	1534.8318	0.7302334	1.2212555	-0.5080947	False
GPX4	6712.0117	1.7410947	1.4434946	-0.29927564	False
C19orf24	1813.4817	0.8201476	1.2440057	-0.49042377	False
ABHD17A	564.061	0.33309323	1.3880502	0.45824087	True
TIMM13	2582.2095	1.0330197	1.2469103	-0.546455	False
GNG7	823.26324	0.45547292	1.7191136	2.245861	True
SLC39A3	593.3819	0.34771213	1.0751901	-1.2310885	False
AES	5456.65	1.5735748	2.0189226	0.6542357	True
S1PR4	3598.9075	1.259032	1.6189042	0.46179974	True
C19orf77	81.04475	0.055239595	1.8247483	3.0942686	True
MATK	660.4398	0.38036388	1.8999295	3.2222004	True
TMIGD2	439.3858	0.26842946	1.4847203	1.2468889	True
SH3GL1	248.29802	0.1604168	1.1634343	-0.49866593	False
NDUFA11	5247.468	1.542715	1.2443212	-0.6293152	False
CLPP	1351.155	0.66621274	1.2849723	-0.24906617	False
ALKBH7	2958.7131	1.1227777	1.2171944	-0.62699723	False
STXBP2	4698.936	1.4569565	2.2827272	1.476213	True
PRAM1	825.3406	0.4563955	1.5661974	1.4201701	True
EIF3G	5680.5605	1.6055853	1.2624271	-0.59931296	False
ICAM4	1007.3632	0.5341108	1.9080473	2.2839284	True
ICAM3	5161.396	1.5297359	1.3215251	-0.49814686	False
S1PR5	224.78311	0.14628105	1.7862473	2.8850918	True
ILF3-AS1	1043.4104	0.5488101	1.5212054	0.71129525	True
ILF3	692.2768	0.3955005	1.1137966	-1.0226275	False
ACP5	779.7133	0.43592983	1.4941503	1.0311422	True
C19orf43	8710.388	1.9606557	1.1694448	-0.70157665	False
JUNB	24530.54	2.9008887	2.29673	0.3249378	True
PRDX2	3382.3445	1.214986	1.5157028	0.182082	False
CALR	2456.2168	1.0010891	1.5070759	0.5460357	True
LYL1	1669.9061	0.7748295	1.6246449	1.1318089	True
C19orf53	4344.556	1.3973672	1.2451758	-0.65497226	False
DDX39A	1452.1729	0.7019289	1.434331	0.3581238	True
DNAJB1	993.4476	0.5283781	1.3228793	-0.09496236	False
NDUFB7	3195.035	1.1752611	1.3054236	-0.38786024	False
TPM4	1517.6353	0.72441095	1.4071015	0.24742718	False
BST2	4589.457	1.4389244	1.3984491	-0.34014097	False
IFI30	4620.3022	1.4440376	2.3819008	1.6799207	True
LSM4	3478.989	1.2348818	1.338888	-0.29715803	False
LRRC25	2610.6133	1.0400791	2.0025187	1.5015509	True
COPE	7596.6553	1.8442756	1.3466287	-0.4676593	False
UQCRFS1	3921.0146	1.3211516	1.200824	-0.74607325	False
U2AF1L4	667.5574	0.38376787	1.2392609	-0.34516644	False
HCST	5239.9546	1.5415887	1.7832615	0.26373428	False
TYROBP	20386.162	2.7269387	3.0239687	2.0397158	True
POLR2I	1376.4366	0.6752718	1.2380198	-0.4399427	False
SPINT2	1754.5198	0.8017841	1.4820719	0.4475234	True
PPP1R14A	936.7482	0.50467426	2.1813192	4.741601	True
SERTAD3	462.22623	0.28059292	1.3787068	0.40779	True
CD79A	5547.3296	1.5866617	3.3525658	2.8641453	True
RABAC1	3491.457	1.2374207	1.5909295	0.38597685	True
PAFAH1B3	978.5622	0.52220935	1.3083003	0.027620574	False
ZNF428	1272.8903	0.6376367	1.2378383	-0.44068077	False
CALM3	3966.4941	1.3296194	1.6752071	0.22833471	False
AP2S1	7025.524	1.7788898	1.4763662	-0.24480583	False
FTL	121609.04	4.456903	4.3838797	1.1298606	True
SNRNP70	1236.8004	0.62417936	1.225327	-0.49154294	False
CD37	13007.313	2.314036	1.8647835	0.23566127	False
FLT3LG	1114.6892	0.57725465	1.5971997	1.0202357	True
NOSIP	5847.319	1.6287763	2.2889113	1.1016198	True
FUZ	142.18164	0.094979875	1.2308285	-0.13251135	False
SPIB	738.9639	0.41729107	1.8880492	3.1580513	True
JOSD2	1072.9902	0.5607127	1.3156531	-0.12433924	False
CD33	1381.8535	0.67720187	1.5990545	1.0277759	True
NKG7	8616.112	1.9513133	3.6989093	2.6378114	True
FPR1	468.84756	0.28409165	1.5086912	1.1096578	True
ZNF600	58.033173	0.039862774	1.2264649	-0.1562192	False
ZNF524	857.37506	0.47051805	1.3142452	0.059721205	False
CTD-3138B18.5	62.64989	0.042966776	1.0879606	-0.90871614	False
ATP6V1E1	1654.8972	0.7699707	1.2272427	-0.48375505	False
BID	3968.2478	1.3299444	1.7654486	0.41369537	True
MRPL40	1420.8376	0.6909858	1.4355861	0.3632259	True
UFD1L	1732.7487	0.7949183	1.2751442	-0.36774233	False
COMT	2058.0735	0.89291483	1.2900071	-0.3091846	False
DGCR6L	1219.5128	0.6176686	1.2024504	-0.5845435	False
SDF2L1	2336.0806	0.9696636	1.8718915	1.9833575	True
IGLL5	7308.756	1.8118503	5.6756225	5.24746	True
IGLL1	79.25333	0.054050993	2.6812592	7.7477126	True
CHCHD10	3113.6724	1.1575004	1.5297456	0.22014353	False
SMARCB1	1920.2067	0.85255176	1.6942611	1.2835188	True
MIF	3583.654	1.2559928	1.4130521	-0.09614332	False
ASCC2	554.42523	0.32824203	1.1804302	-0.6628307	False
PIK3IP1	961.35956	0.5150324	1.3500166	0.25287342	False
HMOX1	2004.1963	0.8773345	2.3524737	3.8767836	True
EIF3D	4047.9941	1.3446168	1.1965936	-0.75476265	False
IL2RB	295.556	0.1882349	1.6818826	2.3180761	True
LGALS2	2851.2927	1.0979799	2.4629683	2.7495568	True
EIF3L	7602.4434	1.8449165	1.2824512	-0.55238616	False
ADSL	1148.4852	0.59046376	1.2038893	-0.57869416	False
RBX1	2840.1526	1.095372	1.3477762	-0.2730676	False
TTC38	238.25911	0.15440637	1.382931	0.69386494	True
TYMP	6386.499	1.7002786	2.1211226	0.823586	True
CCT8	2394.3564	0.98503137	1.2484695	-0.47283706	False
SOD1	5979.9067	1.6468384	1.3397413	-0.47119957	False
PAXBP1	77.79723	0.05308382	1.3975435	0.7732553	True
ATP5O	6403.903	1.7025044	1.2468609	-0.62510693	False
MRPS6	1428.7655	0.6937656	1.2619205	-0.3427792	False
TTC3	620.7217	0.36115342	1.3208677	0.095479906	False
U2AF1	4180.0938	1.3684583	1.2744533	-0.59483486	False
CSTB	7277.4966	1.8082657	1.4755181	-0.29749998	False
SUMO3	2008.513	0.878592	1.4128406	0.17476195	False
ITGB2	7413.488	1.8237668	1.5965501	-0.13771407	False
S100B	645.73755	0.37329584	2.3317893	5.554084	True
PRMT2	2062.4438	0.89416784	1.273153	-0.37558764	False
MT-ND3	1214.9142	0.6159294	1.2659159	-0.32653657	False
