rank	experiment	n_files	sum_flag_total	sum_stats_reads_mapped	file_accessions	bio_reps	flag_totals	stats_reads_mapped	stats_reads_mq0	file_sizes	asv_names	hrefs
102	ENCSR062DXC	2	46185948	46185915	ENCFF639QKR,ENCFF845KHW	1,1	23142355,23043593	23142322,23043593	0,0	1074436246,1059038351	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF639QKR/@@download/ENCFF639QKR.bam,https://www.encodeproject.org/files/ENCFF845KHW/@@download/ENCFF845KHW.bam
103	ENCSR133KBX	2	46245398	46245312	ENCFF753AOO,ENCFF826PVS	1,1	23001916,23243482	23001916,23243396	0,0	995204463,1014914743	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF753AOO/@@download/ENCFF753AOO.bam,https://www.encodeproject.org/files/ENCFF826PVS/@@download/ENCFF826PVS.bam
104	ENCSR310ZGQ	1	46256294	46256294	ENCFF992HSL	1	46256294	46256294	0	2110371823	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF992HSL/@@download/ENCFF992HSL.bam
105	ENCSR669NQZ	1	46263246	46263246	ENCFF401YKR	1	46263246	46263246	0	1863833399	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF401YKR/@@download/ENCFF401YKR.bam
106	ENCSR660FSU	1	46397158	46397158	ENCFF349RNU	1	46397158	46397158	0	2218359868	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF349RNU/@@download/ENCFF349RNU.bam
107	ENCSR515DVK	1	29795204	29795204	ENCFF649KVR	1	29795204	29795204	0	1334871299	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF649KVR/@@download/ENCFF649KVR.bam
108	ENCSR284GAG	1	29729274	29729274	ENCFF137RGN	1	29729274	29729274	0	1268496417	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF137RGN/@@download/ENCFF137RGN.bam
109	ENCSR355ARR	1	46820526	46820526	ENCFF362PIS	1	46820526	46820526	0	2069538266	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF362PIS/@@download/ENCFF362PIS.bam
110	ENCSR494IWJ	1	29379084	29379084	ENCFF383WYC	1	29379084	29379084	0	1374542340	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF383WYC/@@download/ENCFF383WYC.bam
111	ENCSR889YWJ	1	29221288	29221288	ENCFF170NWG	1	29221288	29221288	0	1267313811	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF170NWG/@@download/ENCFF170NWG.bam
112	ENCSR261SMF	2	47031957	47031123	ENCFF123FCM,ENCFF422BPY	1,1	22082019,24949938	22082019,24949104	0,0	1008711900,1098003396	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF123FCM/@@download/ENCFF123FCM.bam,https://www.encodeproject.org/files/ENCFF422BPY/@@download/ENCFF422BPY.bam
113	ENCSR842VTJ	2	47037894	47037675	ENCFF032GRA,ENCFF197IHC	1,1	24025175,23012719	24024956,23012719	0,0	1077842965,1036855310	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF032GRA/@@download/ENCFF032GRA.bam,https://www.encodeproject.org/files/ENCFF197IHC/@@download/ENCFF197IHC.bam
114	ENCSR548KXH	1	29169384	29169384	ENCFF329KNS	1	29169384	29169384	0	1370378739	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF329KNS/@@download/ENCFF329KNS.bam
115	ENCSR240TZG	1	47145902	47145902	ENCFF862ZLM	1	47145902	47145902	0	2222478831	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF862ZLM/@@download/ENCFF862ZLM.bam
116	ENCSR617NTY	1	47160300	47160300	ENCFF620SNJ	1	47160300	47160300	0	1933586193	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF620SNJ/@@download/ENCFF620SNJ.bam
117	ENCSR104QUE	1	47242858	47242858	ENCFF404MRF	1	47242858	47242858	0	1989395831	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF404MRF/@@download/ENCFF404MRF.bam
118	ENCSR926SNI	1	29004262	29004262	ENCFF252DLW	1	29004262	29004262	0	1413459994	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF252DLW/@@download/ENCFF252DLW.bam
119	ENCSR787ERP	1	28968822	28968822	ENCFF626JAC	1	28968822	28968822	0	1246077703	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF626JAC/@@download/ENCFF626JAC.bam
120	ENCSR551LAH	1	28919308	28919308	ENCFF342XYF	1	28919308	28919308	0	1308109816	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF342XYF/@@download/ENCFF342XYF.bam
121	ENCSR433WOV	1	47403370	47403370	ENCFF089LIB	1	47403370	47403370	0	2087048719	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF089LIB/@@download/ENCFF089LIB.bam
122	ENCSR768AWY	1	47426852	47426852	ENCFF544KYE	1	47426852	47426852	0	2295258642	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF544KYE/@@download/ENCFF544KYE.bam
123	ENCSR474HQW	1	28697004	28697004	ENCFF916LCH	1	28697004	28697004	0	1375338668	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF916LCH/@@download/ENCFF916LCH.bam
124	ENCSR943BCO	1	28695182	28695182	ENCFF873RTW	1	28695182	28695182	0	1421494019	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF873RTW/@@download/ENCFF873RTW.bam
125	ENCSR177GYC	1	28654752	28654752	ENCFF522RVG	1	28654752	28654752	0	1353621656	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF522RVG/@@download/ENCFF522RVG.bam
126	ENCSR254BCA	1	28639136	28639136	ENCFF466QWH	1	28639136	28639136	0	1237714285	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF466QWH/@@download/ENCFF466QWH.bam
127	ENCSR891VOV	2	47616696	47616475	ENCFF028OWR,ENCFF286GWD	1,1	24173601,23443095	24173380,23443095	0,0	1069936663,1038399632	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF028OWR/@@download/ENCFF028OWR.bam,https://www.encodeproject.org/files/ENCFF286GWD/@@download/ENCFF286GWD.bam
128	ENCSR595THL	1	47644134	47644134	ENCFF418EXB	1	47644134	47644134	0	2120366239	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF418EXB/@@download/ENCFF418EXB.bam
129	ENCSR273USD	1	28540426	28540426	ENCFF336SGK	1	28540426	28540426	0	1176776100	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF336SGK/@@download/ENCFF336SGK.bam
130	ENCSR914DOH	2	47791483	47791339	ENCFF783UCG,ENCFF878MWN	1,1	23712604,24078879	23712604,24078735	0,0	1073869098,1095772962	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF783UCG/@@download/ENCFF783UCG.bam,https://www.encodeproject.org/files/ENCFF878MWN/@@download/ENCFF878MWN.bam
131	ENCSR210JVF	1	28419080	28419080	ENCFF393MQG	1	28419080	28419080	0	1420621617	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF393MQG/@@download/ENCFF393MQG.bam
132	ENCSR147QLU	1	47894456	47894456	ENCFF265GNJ	1	47894456	47894456	0	1863123748	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF265GNJ/@@download/ENCFF265GNJ.bam
133	ENCSR609DDQ	2	47962550	47962455	ENCFF175VYM,ENCFF954LEK	1,1	24109692,23852858	24109597,23852858	0,0	1191773748,1172251227	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF175VYM/@@download/ENCFF175VYM.bam,https://www.encodeproject.org/files/ENCFF954LEK/@@download/ENCFF954LEK.bam
134	ENCSR318JAA	2	47987060	47986966	ENCFF556XSQ,ENCFF798VQL	1,1	23854237,24132823	23854237,24132729	0,0	1111278530,1133376734	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF556XSQ/@@download/ENCFF556XSQ.bam,https://www.encodeproject.org/files/ENCFF798VQL/@@download/ENCFF798VQL.bam
135	ENCSR180KMR	1	48008432	48008432	ENCFF420MCP	1	48008432	48008432	0	2097840251	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF420MCP/@@download/ENCFF420MCP.bam
136	ENCSR810CTB	1	48046934	48046934	ENCFF361ZOQ	1	48046934	48046934	0	2137692572	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF361ZOQ/@@download/ENCFF361ZOQ.bam
137	ENCSR724QTW	1	28190626	28190626	ENCFF482JGP	1	28190626	28190626	0	1295062922	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF482JGP/@@download/ENCFF482JGP.bam
138	ENCSR000EMX	2	48065154	48065140	ENCFF229UTZ,ENCFF711TVK	1,1	24066723,23998431	24066709,23998431	0,0	1124071880,1111445051	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF229UTZ/@@download/ENCFF229UTZ.bam,https://www.encodeproject.org/files/ENCFF711TVK/@@download/ENCFF711TVK.bam
139	ENCSR173HPQ	1	28113004	28113004	ENCFF940SGS	1	28113004	28113004	0	1144830434	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF940SGS/@@download/ENCFF940SGS.bam
140	ENCSR534OJE	1	28076252	28076252	ENCFF360PGB	1	28076252	28076252	0	1282234792	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF360PGB/@@download/ENCFF360PGB.bam
141	ENCSR139PLJ	1	48313964	48313964	ENCFF783MHU	1	48313964	48313964	0	2168143720	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF783MHU/@@download/ENCFF783MHU.bam
142	ENCSR933VOY	1	48520876	48520876	ENCFF835QKX	1	48520876	48520876	0	2064804371	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF835QKX/@@download/ENCFF835QKX.bam
143	ENCSR953XJU	2	48598406	48598398	ENCFF373OSU,ENCFF611PME	1,1	24276545,24321861	24276545,24321853	0,0	1014146463,1028884946	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF373OSU/@@download/ENCFF373OSU.bam,https://www.encodeproject.org/files/ENCFF611PME/@@download/ENCFF611PME.bam
144	ENCSR262QJC	2	48692714	48692700	ENCFF126PCH,ENCFF577AHY	1,1	24316994,24375720	24316994,24375706	0,0	1175780701,1188211977	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF126PCH/@@download/ENCFF126PCH.bam,https://www.encodeproject.org/files/ENCFF577AHY/@@download/ENCFF577AHY.bam
145	ENCSR380TXB	1	27550390	27550390	ENCFF537VIW	1	27550390	27550390	0	1195769416	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF537VIW/@@download/ENCFF537VIW.bam
146	ENCSR799MAX	1	27542482	27542482	ENCFF965IXQ	1	27542482	27542482	0	1247274335	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF965IXQ/@@download/ENCFF965IXQ.bam
147	ENCSR679EFH	1	27526932	27526932	ENCFF301HWJ	1	27526932	27526932	0	1193818264	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF301HWJ/@@download/ENCFF301HWJ.bam
148	ENCSR502GWQ	1	27526238	27526238	ENCFF325HML	1	27526238	27526238	0	1285010175	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF325HML/@@download/ENCFF325HML.bam
149	ENCSR442SDV	1	48832594	48832594	ENCFF398QOP	1	48832594	48832594	0	2405424267	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF398QOP/@@download/ENCFF398QOP.bam
150	ENCSR036VRV	2	49000995	49000984	ENCFF055IAY,ENCFF774DLC	1,1	24477059,24523936	24477059,24523925	0,0	1069419284,1083463126	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF055IAY/@@download/ENCFF055IAY.bam,https://www.encodeproject.org/files/ENCFF774DLC/@@download/ENCFF774DLC.bam
151	ENCSR832THJ	1	27246412	27246412	ENCFF839OPJ	1	27246412	27246412	0	1342890491	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF839OPJ/@@download/ENCFF839OPJ.bam
152	ENCSR984HIY	1	27169442	27169442	ENCFF409IYA	1	27169442	27169442	0	1352253766	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF409IYA/@@download/ENCFF409IYA.bam
153	ENCSR639ZJI	2	49151210	49150785	ENCFF755WZY,ENCFF976DGL	1,1	23797863,25353347	23797863,25352922	0,0	1063842388,1120207260	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF755WZY/@@download/ENCFF755WZY.bam,https://www.encodeproject.org/files/ENCFF976DGL/@@download/ENCFF976DGL.bam
154	ENCSR735BIM	2	49171320	49171075	ENCFF062ZPB,ENCFF423VWC	1,1	24196952,24974368	24196952,24974123	0,0	979010949,1013608592	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF062ZPB/@@download/ENCFF062ZPB.bam,https://www.encodeproject.org/files/ENCFF423VWC/@@download/ENCFF423VWC.bam
155	ENCSR019MZH	1	26735014	26735014	ENCFF006BAB	1	26735014	26735014	0	1147215321	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF006BAB/@@download/ENCFF006BAB.bam
156	ENCSR335EYA	1	26694366	26694366	ENCFF846AOP	1	26694366	26694366	0	1252420912	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF846AOP/@@download/ENCFF846AOP.bam
157	ENCSR884ODJ	1	26658518	26658518	ENCFF944ZRF	1	26658518	26658518	0	1266157207	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF944ZRF/@@download/ENCFF944ZRF.bam
158	ENCSR442GKD	1	49623408	49623408	ENCFF127DTN	1	49623408	49623408	0	2156299457	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF127DTN/@@download/ENCFF127DTN.bam
159	ENCSR309FOO	2	49636083	49636068	ENCFF436UQZ,ENCFF965JWG	1,1	24776785,24859298	24776785,24859283	0,0	1045002285,1056723893	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF436UQZ/@@download/ENCFF436UQZ.bam,https://www.encodeproject.org/files/ENCFF965JWG/@@download/ENCFF965JWG.bam
160	ENCSR944GPH	1	49650776	49650776	ENCFF049YFG	1	49650776	49650776	0	1781455723	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF049YFG/@@download/ENCFF049YFG.bam
161	ENCSR973MKT	2	49677627	49677569	ENCFF597IYU,ENCFF963LSW	1,1	24936572,24741055	24936514,24741055	0,0	1187563649,1168322577	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF597IYU/@@download/ENCFF597IYU.bam,https://www.encodeproject.org/files/ENCFF963LSW/@@download/ENCFF963LSW.bam
162	ENCSR129KIV	2	49681207	49681168	ENCFF581PCB,ENCFF743BAI	1,1	24894108,24787099	24894069,24787099	0,0	1046653526,1034206156	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF581PCB/@@download/ENCFF581PCB.bam,https://www.encodeproject.org/files/ENCFF743BAI/@@download/ENCFF743BAI.bam
163	ENCSR826ERZ	2	49747097	49747030	ENCFF303UZK,ENCFF892CSR	1,1	24972572,24774525	24972505,24774525	0,0	1117925596,1097018529	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF303UZK/@@download/ENCFF303UZK.bam,https://www.encodeproject.org/files/ENCFF892CSR/@@download/ENCFF892CSR.bam
164	ENCSR819EPD	1	26493772	26493772	ENCFF702OLB	1	26493772	26493772	0	1275639840	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF702OLB/@@download/ENCFF702OLB.bam
165	ENCSR749YCR	1	26405336	26405336	ENCFF024UTK	1	26405336	26405336	0	1271336833	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF024UTK/@@download/ENCFF024UTK.bam
166	ENCSR860IDO	1	26368858	26368858	ENCFF248FIH	1	26368858	26368858	0	1214891098	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF248FIH/@@download/ENCFF248FIH.bam
167	ENCSR082XEU	2	49895929	49895691	ENCFF419VJY,ENCFF775KUS	1,1	24638803,25257126	24638803,25256888	0,0	1157157884,1192477117	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF419VJY/@@download/ENCFF419VJY.bam,https://www.encodeproject.org/files/ENCFF775KUS/@@download/ENCFF775KUS.bam
168	ENCSR536NGW	2	50037859	50037798	ENCFF450FXC,ENCFF495CNT	1,1	25074163,24963696	25074102,24963696	0,0	1100159463,1084604596	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF450FXC/@@download/ENCFF450FXC.bam,https://www.encodeproject.org/files/ENCFF495CNT/@@download/ENCFF495CNT.bam
169	ENCSR425MRQ	2	50152632	50152440	ENCFF186IGB,ENCFF877CPN	1,1	25375393,24777239	25375201,24777239	0,0	1226428655,1195705503	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF186IGB/@@download/ENCFF186IGB.bam,https://www.encodeproject.org/files/ENCFF877CPN/@@download/ENCFF877CPN.bam
170	ENCSR688DKY	1	26014774	26014774	ENCFF860JAT	1	26014774	26014774	0	1248032304	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF860JAT/@@download/ENCFF860JAT.bam
171	ENCSR607EJV	1	50287398	50287398	ENCFF891KVE	1	50287398	50287398	0	2062982690	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF891KVE/@@download/ENCFF891KVE.bam
172	ENCSR385XHV	1	50487404	50487404	ENCFF664LPX	1	50487404	50487404	0	2244710254	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF664LPX/@@download/ENCFF664LPX.bam
173	ENCSR414ZUA	2	50680542	50680514	ENCFF004DBD,ENCFF834QMN	1,1	25376929,25303613	25376901,25303613	0,0	1278938322,1259912123	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF004DBD/@@download/ENCFF004DBD.bam,https://www.encodeproject.org/files/ENCFF834QMN/@@download/ENCFF834QMN.bam
174	ENCSR097AMI	1	25418644	25418644	ENCFF240NPO	1	25418644	25418644	0	1229982123	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF240NPO/@@download/ENCFF240NPO.bam
175	ENCSR953UJL	1	25358504	25358504	ENCFF817ZNY	1	25358504	25358504	0	1122686199	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF817ZNY/@@download/ENCFF817ZNY.bam
176	ENCSR419OAR	1	50909648	50909648	ENCFF018HDG	1	50909648	50909648	0	2089243813	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF018HDG/@@download/ENCFF018HDG.bam
177	ENCSR800QGE	2	51042687	51042614	ENCFF562RWI,ENCFF877RNO	1,1	25631062,25411625	25630989,25411625	0,0	1207696147,1189707839	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF562RWI/@@download/ENCFF562RWI.bam,https://www.encodeproject.org/files/ENCFF877RNO/@@download/ENCFF877RNO.bam
178	ENCSR321KUC	1	51162300	51162300	ENCFF990TLE	1	51162300	51162300	0	2118790855	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF990TLE/@@download/ENCFF990TLE.bam
179	ENCSR086FTP	1	25056186	25056186	ENCFF254EAW	1	25056186	25056186	0	1255791470	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF254EAW/@@download/ENCFF254EAW.bam
180	ENCSR314IBN	1	25009940	25009940	ENCFF831BBW	1	25009940	25009940	0	1186854005	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF831BBW/@@download/ENCFF831BBW.bam
181	ENCSR698CUE	2	51325036	51324998	ENCFF742VVC,ENCFF794PDW	1,1	25726098,25598938	25726060,25598938	0,0	1206534900,1186868450	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF742VVC/@@download/ENCFF742VVC.bam,https://www.encodeproject.org/files/ENCFF794PDW/@@download/ENCFF794PDW.bam
182	ENCSR735MJZ	1	24748716	24748716	ENCFF431EGV	1	24748716	24748716	0	1092905493	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF431EGV/@@download/ENCFF431EGV.bam
183	ENCSR622CAH	2	51610279	51610228	ENCFF056MLO,ENCFF458BGJ	1,1	25732125,25878154	25732125,25878103	0,0	1040415997,1054641872	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF056MLO/@@download/ENCFF056MLO.bam,https://www.encodeproject.org/files/ENCFF458BGJ/@@download/ENCFF458BGJ.bam
184	ENCSR270LZE	2	51640029	51639997	ENCFF744BKC,ENCFF929NGG	1,1	25772955,25867074	25772955,25867042	0,0	1178327645,1194805259	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF744BKC/@@download/ENCFF744BKC.bam,https://www.encodeproject.org/files/ENCFF929NGG/@@download/ENCFF929NGG.bam
185	ENCSR129HDK	1	51665504	51665504	ENCFF873DYN	1	51665504	51665504	0	2344475522	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF873DYN/@@download/ENCFF873DYN.bam
186	ENCSR247IUJ	2	51737055	51736910	ENCFF118HJV,ENCFF799QKF	1,1	25637560,26099495	25637560,26099350	0,0	1204928215,1230813355	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF118HJV/@@download/ENCFF118HJV.bam,https://www.encodeproject.org/files/ENCFF799QKF/@@download/ENCFF799QKF.bam
187	ENCSR824YLD	1	51902298	51902298	ENCFF547EAP	1	51902298	51902298	0	2379275127	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF547EAP/@@download/ENCFF547EAP.bam
188	ENCSR278FHC	2	51972199	51972081	ENCFF073DVX,ENCFF771NTS	1,1	26165952,25806247	26165834,25806247	0,0	1171265097,1144726849	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF073DVX/@@download/ENCFF073DVX.bam,https://www.encodeproject.org/files/ENCFF771NTS/@@download/ENCFF771NTS.bam
189	ENCSR324SGE	1	24182696	24182696	ENCFF899NHX	1	24182696	24182696	0	1117496361	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF899NHX/@@download/ENCFF899NHX.bam
190	ENCSR649XRC	1	24166612	24166612	ENCFF282TVE	1	24166612	24166612	0	1119006479	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF282TVE/@@download/ENCFF282TVE.bam
191	ENCSR566HLQ	1	24146668	24146668	ENCFF867LDP	1	24146668	24146668	0	1066971003	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF867LDP/@@download/ENCFF867LDP.bam
192	ENCSR384GGJ	1	52153296	52153296	ENCFF889NJK	1	52153296	52153296	0	2246652247	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF889NJK/@@download/ENCFF889NJK.bam
193	ENCSR000EMN	2	52180174	52178390	ENCFF151QCL,ENCFF177QEG	1,1	31098071,21082103	31096287,21082103	0,0	1301082921,987059679	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF151QCL/@@download/ENCFF151QCL.bam,https://www.encodeproject.org/files/ENCFF177QEG/@@download/ENCFF177QEG.bam
194	ENCSR531HPD	2	52294376	52294303	ENCFF433YCY,ENCFF504RZQ	1,1	26232759,26061617	26232686,26061617	0,0	1066469532,1049002293	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF433YCY/@@download/ENCFF433YCY.bam,https://www.encodeproject.org/files/ENCFF504RZQ/@@download/ENCFF504RZQ.bam
195	ENCSR082JCE	2	52389463	52389424	ENCFF250ZEN,ENCFF919CBA	1,1	26118018,26271445	26118018,26271406	0,0	1188858536,1210184003	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF250ZEN/@@download/ENCFF250ZEN.bam,https://www.encodeproject.org/files/ENCFF919CBA/@@download/ENCFF919CBA.bam
196	ENCSR036ELY	1	52473724	52473724	ENCFF746OZT	1	52473724	52473724	0	2193633606	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF746OZT/@@download/ENCFF746OZT.bam
197	ENCSR543YPH	2	52501386	52501312	ENCFF107ZZV,ENCFF775PYS	1,1	26353690,26147696	26353616,26147696	0,0	1050836277,1033686061	dnase-filter-se-step-v-2-0,dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF107ZZV/@@download/ENCFF107ZZV.bam,https://www.encodeproject.org/files/ENCFF775PYS/@@download/ENCFF775PYS.bam
198	ENCSR540PVZ	2	52536290	52536244	ENCFF110OQK,ENCFF445ADE	1,1	26201658,26334632	26201658,26334586	0,0	1243911239,1264392694	dnase-alignment-filtering-step-v-1-0,dnase-filter-se-step-v-2-0	https://www.encodeproject.org/files/ENCFF110OQK/@@download/ENCFF110OQK.bam,https://www.encodeproject.org/files/ENCFF445ADE/@@download/ENCFF445ADE.bam
199	ENCSR496UER	1	52786776	52786776	ENCFF715TCC	1	52786776	52786776	0	2126326420	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF715TCC/@@download/ENCFF715TCC.bam
200	ENCSR410IYF	1	52880566	52880566	ENCFF907FEO	1	52880566	52880566	0	2156339165	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF907FEO/@@download/ENCFF907FEO.bam
201	ENCSR010TMX	1	52914248	52914248	ENCFF073HQE	1	52914248	52914248	0	2455570734	dnase-alignment-filtering-step-v-1-0	https://www.encodeproject.org/files/ENCFF073HQE/@@download/ENCFF073HQE.bam
