rank	experiment	n_files	sum_flag_total	sum_stats_reads_mapped	analyses	files	bio_reps	flag_totals	mq0	sizes	hrefs	s3
75	ENCSR000EMH	2	62299447	62299447	ENCAN785NEY,ENCAN785NEY	ENCFF009NGO,ENCFF786VAG	1,2	38223503,24075944	0,0	1565387640,973088419	https://www.encodeproject.org/files/ENCFF009NGO/@@download/ENCFF009NGO.bam,https://www.encodeproject.org/files/ENCFF786VAG/@@download/ENCFF786VAG.bam	https://encode-public.s3.amazonaws.com/2020/09/19/98b2d723-4da4-49c3-8cb8-cf9442912c9c/ENCFF009NGO.bam,https://encode-public.s3.amazonaws.com/2020/09/19/e01a4e79-5484-4cc9-8c87-21dc78893bf0/ENCFF786VAG.bam
76	ENCSR116WWW	1	62157363	62157363	ENCAN067TYJ	ENCFF717HEA	1	62157363	0	2523729322	https://www.encodeproject.org/files/ENCFF717HEA/@@download/ENCFF717HEA.bam	https://encode-public.s3.amazonaws.com/2020/11/16/3447a9bf-fd7d-4ebb-ad0b-dc0f04313d0f/ENCFF717HEA.bam
77	ENCSR724CND	1	61755280	61755280	ENCAN166OCD	ENCFF065ZQZ	1	61755280	0	2485649126	https://www.encodeproject.org/files/ENCFF065ZQZ/@@download/ENCFF065ZQZ.bam	https://encode-public.s3.amazonaws.com/2020/11/16/1050c278-ffda-47da-9e1b-8a87a2793963/ENCFF065ZQZ.bam
78	ENCSR000ENU	2	61621578	61621578	ENCAN708HKW,ENCAN708HKW	ENCFF331FHB,ENCFF508CUD	1,2	31481732,30139846	0,0	1402980361,1334894907	https://www.encodeproject.org/files/ENCFF331FHB/@@download/ENCFF331FHB.bam,https://www.encodeproject.org/files/ENCFF508CUD/@@download/ENCFF508CUD.bam	https://encode-public.s3.amazonaws.com/2020/11/12/352e9447-f9f5-4c1d-9594-64159dab8d32/ENCFF331FHB.bam,https://encode-public.s3.amazonaws.com/2020/11/12/9866e12e-b04d-424f-a568-487fa441560c/ENCFF508CUD.bam
79	ENCSR154NOT	1	61513680	61513680	ENCAN882ZEV	ENCFF879KDW	1	61513680	0	2669758230	https://www.encodeproject.org/files/ENCFF879KDW/@@download/ENCFF879KDW.bam	https://encode-public.s3.amazonaws.com/2020/09/26/d2df261b-1693-491b-b42e-e6535d2a1ce4/ENCFF879KDW.bam
80	ENCSR683YLO	1	61266330	61266330	ENCAN250YRN	ENCFF796EIC	1	61266330	0	2896999531	https://www.encodeproject.org/files/ENCFF796EIC/@@download/ENCFF796EIC.bam	https://encode-public.s3.amazonaws.com/2020/11/16/2d7a78c1-6e8b-4fc8-98c1-e2ac6ff99658/ENCFF796EIC.bam
81	ENCSR000EMP	2	61219824	61219824	ENCAN876HJD,ENCAN876HJD	ENCFF708GUH,ENCFF928WMM	1,2	30870575,30349249	0,0	1281029580,1274136221	https://www.encodeproject.org/files/ENCFF708GUH/@@download/ENCFF708GUH.bam,https://www.encodeproject.org/files/ENCFF928WMM/@@download/ENCFF928WMM.bam	https://encode-public.s3.amazonaws.com/2020/11/12/53a5827c-1d20-4196-8e72-0d1aa377a9e6/ENCFF708GUH.bam,https://encode-public.s3.amazonaws.com/2020/11/12/b883d34c-5fef-4122-813f-d97cdb55045c/ENCFF928WMM.bam
82	ENCSR218FJD	1	61203108	61203108	ENCAN277OIJ	ENCFF285DGZ	1	61203108	0	2694934889	https://www.encodeproject.org/files/ENCFF285DGZ/@@download/ENCFF285DGZ.bam	https://encode-public.s3.amazonaws.com/2020/09/24/4288c845-5558-4034-a005-7f96c111b941/ENCFF285DGZ.bam
83	ENCSR582QEW	1	61118108	61118108	ENCAN579RJY	ENCFF309COD	1	61118108	0	2667126152	https://www.encodeproject.org/files/ENCFF309COD/@@download/ENCFF309COD.bam	https://encode-public.s3.amazonaws.com/2020/10/04/9b5b28fc-2a7b-435e-9217-459a7f237448/ENCFF309COD.bam
84	ENCSR872IXQ	1	61059048	61059048	ENCAN915PKT	ENCFF984EJT	1	61059048	0	2498216194	https://www.encodeproject.org/files/ENCFF984EJT/@@download/ENCFF984EJT.bam	https://encode-public.s3.amazonaws.com/2020/09/25/1b636f97-9d7e-4bf1-9fc5-0f03323dcd08/ENCFF984EJT.bam
85	ENCSR000EOS	2	91573550	91573550	ENCAN955TZR,ENCAN955TZR	ENCFF361WBN,ENCFF455EQZ	1,2	61600672,29972878	0,0	2781645586,1379618075	https://www.encodeproject.org/files/ENCFF361WBN/@@download/ENCFF361WBN.bam,https://www.encodeproject.org/files/ENCFF455EQZ/@@download/ENCFF455EQZ.bam	https://encode-public.s3.amazonaws.com/2020/11/12/9e0da59b-3a09-46d0-b659-73a1ea93326a/ENCFF361WBN.bam,https://encode-public.s3.amazonaws.com/2020/11/12/560480fb-e9b4-4515-9b85-6616a74c3289/ENCFF455EQZ.bam
86	ENCSR000EMT	2	60849518	60849518	ENCAN633XOO,ENCAN633XOO	ENCFF020WZB,ENCFF729UYK	1,2	22289382,38560136	0,0	1091713707,2064758432	https://www.encodeproject.org/files/ENCFF020WZB/@@download/ENCFF020WZB.bam,https://www.encodeproject.org/files/ENCFF729UYK/@@download/ENCFF729UYK.bam	https://encode-public.s3.amazonaws.com/2020/11/18/cb80cfc0-37db-45e5-89bd-073a3bc781a8/ENCFF020WZB.bam,https://encode-public.s3.amazonaws.com/2020/11/18/b94db2a7-3351-4c71-830a-b0a3d2adaa68/ENCFF729UYK.bam
87	ENCSR111LTT	1	91741902	91741902	ENCAN848SEQ	ENCFF108ELD	1	91741902	0	3593568115	https://www.encodeproject.org/files/ENCFF108ELD/@@download/ENCFF108ELD.bam	https://encode-public.s3.amazonaws.com/2020/09/28/dd714331-7d2f-4b51-b947-f0561ca11c53/ENCFF108ELD.bam
88	ENCSR724INK	1	60330326	60330326	ENCAN967MFX	ENCFF346WEX	1	60330326	0	2403204936	https://www.encodeproject.org/files/ENCFF346WEX/@@download/ENCFF346WEX.bam	https://encode-public.s3.amazonaws.com/2020/10/04/9af55929-fb17-46f9-ba67-77f90b6ee44d/ENCFF346WEX.bam
89	ENCSR627QIA	1	60270922	60270922	ENCAN268EKB	ENCFF283USW	1	60270922	0	2216309623	https://www.encodeproject.org/files/ENCFF283USW/@@download/ENCFF283USW.bam	https://encode-public.s3.amazonaws.com/2020/09/24/5765bc98-366f-40c3-96aa-f50fc0b897cd/ENCFF283USW.bam
90	ENCSR213WNV	1	59953002	59953002	ENCAN765FEM	ENCFF967WOH	1	59953002	0	2822808836	https://www.encodeproject.org/files/ENCFF967WOH/@@download/ENCFF967WOH.bam	https://encode-public.s3.amazonaws.com/2020/09/22/00b584a8-132c-4578-9863-da7b16147d9d/ENCFF967WOH.bam
91	ENCSR260UJJ	1	59628756	59628756	ENCAN032OXE	ENCFF060ORA	1	59628756	0	2667838039	https://www.encodeproject.org/files/ENCFF060ORA/@@download/ENCFF060ORA.bam	https://encode-public.s3.amazonaws.com/2020/09/25/1ae78241-8166-4ebf-98b6-1a26eded7787/ENCFF060ORA.bam
92	ENCSR837VHE	4	92927401	92927401	ENCAN325ZBV,ENCAN325ZBV,ENCAN325ZBV,ENCAN325ZBV	ENCFF737NTI,ENCFF488XWS,ENCFF320PBW,ENCFF401BZC	1,2,4,5	22275235,21556116,20770630,28325420	0,0,0,0	963540686,900586265,890094427,1112909459	https://www.encodeproject.org/files/ENCFF737NTI/@@download/ENCFF737NTI.bam,https://www.encodeproject.org/files/ENCFF488XWS/@@download/ENCFF488XWS.bam,https://www.encodeproject.org/files/ENCFF320PBW/@@download/ENCFF320PBW.bam,https://www.encodeproject.org/files/ENCFF401BZC/@@download/ENCFF401BZC.bam	https://encode-public.s3.amazonaws.com/2020/11/12/403e90ad-a4f9-4bef-8b9d-806744205448/ENCFF737NTI.bam,https://encode-public.s3.amazonaws.com/2020/11/12/34016b51-248e-476a-8948-74194bd39160/ENCFF488XWS.bam,https://encode-public.s3.amazonaws.com/2020/11/12/8259fdc8-6cbc-4ff2-a81a-959549e21be4/ENCFF320PBW.bam,https://encode-public.s3.amazonaws.com/2020/11/12/9ae617b3-39b4-4313-a72b-60a5494e0645/ENCFF401BZC.bam
93	ENCSR784RMA	1	59556716	59556716	ENCAN152MBR	ENCFF547RIP	1	59556716	0	2117159853	https://www.encodeproject.org/files/ENCFF547RIP/@@download/ENCFF547RIP.bam	https://encode-public.s3.amazonaws.com/2020/09/24/0b8886a4-672f-4757-a86b-05e72aa3de11/ENCFF547RIP.bam
94	ENCSR971MMF	1	59225190	59225190	ENCAN558YKR	ENCFF942JCU	1	59225190	0	2591533703	https://www.encodeproject.org/files/ENCFF942JCU/@@download/ENCFF942JCU.bam	https://encode-public.s3.amazonaws.com/2020/09/28/632813cb-24fe-4d60-bedc-586a340de91e/ENCFF942JCU.bam
95	ENCSR000EMD	2	93360371	93360371	ENCAN678SOC,ENCAN678SOC	ENCFF202QAJ,ENCFF334VBI	1,2	41979323,51381048	0,0	1743676833,2224237792	https://www.encodeproject.org/files/ENCFF202QAJ/@@download/ENCFF202QAJ.bam,https://www.encodeproject.org/files/ENCFF334VBI/@@download/ENCFF334VBI.bam	https://encode-public.s3.amazonaws.com/2020/11/12/971f6d51-a281-4ce5-9432-255a0ffc5fcc/ENCFF202QAJ.bam,https://encode-public.s3.amazonaws.com/2020/11/12/443e9be8-1344-4ce5-9618-96395872c3f7/ENCFF334VBI.bam
96	ENCSR342OGI	1	59089046	59089046	ENCAN261DMQ	ENCFF278OYI	1	59089046	0	2221467817	https://www.encodeproject.org/files/ENCFF278OYI/@@download/ENCFF278OYI.bam	https://encode-public.s3.amazonaws.com/2020/09/24/56750250-d63d-4a96-814d-2d4132576bc0/ENCFF278OYI.bam
97	ENCSR607HIL	1	58328220	58328220	ENCAN068IGC	ENCFF177WIF	1	58328220	0	2589463005	https://www.encodeproject.org/files/ENCFF177WIF/@@download/ENCFF177WIF.bam	https://encode-public.s3.amazonaws.com/2020/09/22/9a60ef6c-3ace-434e-a301-80a7a223414f/ENCFF177WIF.bam
98	ENCSR933HFM	1	58232918	58232918	ENCAN706JOV	ENCFF413BUL	1	58232918	0	2286582758	https://www.encodeproject.org/files/ENCFF413BUL/@@download/ENCFF413BUL.bam	https://encode-public.s3.amazonaws.com/2020/09/22/84bda45e-fc0b-4125-aa44-ef7ce594100c/ENCFF413BUL.bam
99	ENCSR645GJD	1	58146408	58146408	ENCAN367MSK	ENCFF544EKH	1	58146408	0	2596617272	https://www.encodeproject.org/files/ENCFF544EKH/@@download/ENCFF544EKH.bam	https://encode-public.s3.amazonaws.com/2020/11/11/04c9857f-de9e-476b-8ce7-b798e458a2dd/ENCFF544EKH.bam
100	ENCSR000ENX	2	58072570	58072570	ENCAN164VFW,ENCAN164VFW	ENCFF409JXE,ENCFF807STB	1,2	24707781,33364789	0,0	1088589253,1568866409	https://www.encodeproject.org/files/ENCFF409JXE/@@download/ENCFF409JXE.bam,https://www.encodeproject.org/files/ENCFF807STB/@@download/ENCFF807STB.bam	https://encode-public.s3.amazonaws.com/2020/11/12/8f44e4f8-2f0d-45fe-8de5-45c2f02bc64a/ENCFF409JXE.bam,https://encode-public.s3.amazonaws.com/2020/11/12/f60d2a43-3265-4934-b821-14929fe788ed/ENCFF807STB.bam
101	ENCSR747RGR	1	94552760	94552760	ENCAN929BUJ	ENCFF143SWX	1	94552760	0	3636875361	https://www.encodeproject.org/files/ENCFF143SWX/@@download/ENCFF143SWX.bam	https://encode-public.s3.amazonaws.com/2020/09/25/242dd4d6-c463-4590-93ee-3d7a7ecc410e/ENCFF143SWX.bam
102	ENCSR630XDN	1	57675104	57675104	ENCAN981ZAP	ENCFF283NJI	1	57675104	0	2503363142	https://www.encodeproject.org/files/ENCFF283NJI/@@download/ENCFF283NJI.bam	https://encode-public.s3.amazonaws.com/2020/09/24/5d770789-9042-4a9c-a731-440bf20e3389/ENCFF283NJI.bam
103	ENCSR803JVQ	1	57645510	57645510	ENCAN588ULV	ENCFF055SUH	1	57645510	0	2390456167	https://www.encodeproject.org/files/ENCFF055SUH/@@download/ENCFF055SUH.bam	https://encode-public.s3.amazonaws.com/2020/09/22/374f6cd8-55c8-4b1e-b312-3ea7a9eade35/ENCFF055SUH.bam
104	ENCSR107XZC	1	57539364	57539364	ENCAN311OTR	ENCFF035TJX	1	57539364	0	2142110154	https://www.encodeproject.org/files/ENCFF035TJX/@@download/ENCFF035TJX.bam	https://encode-public.s3.amazonaws.com/2020/09/22/1eac4101-b503-4d1d-989a-51d0536c733c/ENCFF035TJX.bam
105	ENCSR136DNA	4	95025247	95025247	ENCAN416VGY,ENCAN416VGY,ENCAN416VGY,ENCAN416VGY	ENCFF564QFI,ENCFF836WYC,ENCFF872IRX,ENCFF290VIV	2,3,4,5	16825365,26064570,22626375,29508937	0,0,0,0	657679775,978436980,1006000449,1174084073	https://www.encodeproject.org/files/ENCFF564QFI/@@download/ENCFF564QFI.bam,https://www.encodeproject.org/files/ENCFF836WYC/@@download/ENCFF836WYC.bam,https://www.encodeproject.org/files/ENCFF872IRX/@@download/ENCFF872IRX.bam,https://www.encodeproject.org/files/ENCFF290VIV/@@download/ENCFF290VIV.bam	https://encode-public.s3.amazonaws.com/2020/11/12/37466469-ca34-4498-b3dc-601611fed0ea/ENCFF564QFI.bam,https://encode-public.s3.amazonaws.com/2020/11/12/81474ecd-229b-4d55-9f39-586bd2cada5f/ENCFF836WYC.bam,https://encode-public.s3.amazonaws.com/2020/11/12/71825be8-bffd-4647-b24d-4f7aa640357d/ENCFF872IRX.bam,https://encode-public.s3.amazonaws.com/2020/11/12/fb3a8376-613c-4276-8e4c-b7cb3acc63ba/ENCFF290VIV.bam
106	ENCSR000EPN	2	57387443	57387443	ENCAN263LAU,ENCAN263LAU	ENCFF686UWL,ENCFF709SOG	1,2	29243904,28143539	0,0	1341377007,1334991455	https://www.encodeproject.org/files/ENCFF686UWL/@@download/ENCFF686UWL.bam,https://www.encodeproject.org/files/ENCFF709SOG/@@download/ENCFF709SOG.bam	https://encode-public.s3.amazonaws.com/2020/09/19/5d1e4510-f630-460e-ba1b-69819b12c788/ENCFF686UWL.bam,https://encode-public.s3.amazonaws.com/2020/09/19/337ca240-2522-4b8a-9a57-2ffb746a62a2/ENCFF709SOG.bam
107	ENCSR000EMO	2	57387064	57387064	ENCAN091IKS,ENCAN091IKS	ENCFF572JEV,ENCFF239TYW	1,2	33540949,23846115	0,0	1486691441,1064836478	https://www.encodeproject.org/files/ENCFF572JEV/@@download/ENCFF572JEV.bam,https://www.encodeproject.org/files/ENCFF239TYW/@@download/ENCFF239TYW.bam	https://encode-public.s3.amazonaws.com/2020/11/12/2146bc3a-3b6d-4667-8360-04be264f8395/ENCFF572JEV.bam,https://encode-public.s3.amazonaws.com/2020/11/12/8312d67b-ed44-44b6-946a-db6f7de57ac0/ENCFF239TYW.bam
108	ENCSR934IKS	1	57240356	57240356	ENCAN867DNG	ENCFF475QIO	1	57240356	0	2739902806	https://www.encodeproject.org/files/ENCFF475QIO/@@download/ENCFF475QIO.bam	https://encode-public.s3.amazonaws.com/2020/09/24/7bdd86c8-016f-4a67-9482-fd4ed2ce6af5/ENCFF475QIO.bam
109	ENCSR000ENM	2	56975839	56975839	ENCAN074HAQ,ENCAN074HAQ	ENCFF969VWM,ENCFF304MDQ	1,2	26087726,30888113	0,0	1001989048,1222516651	https://www.encodeproject.org/files/ENCFF969VWM/@@download/ENCFF969VWM.bam,https://www.encodeproject.org/files/ENCFF304MDQ/@@download/ENCFF304MDQ.bam	https://encode-public.s3.amazonaws.com/2020/11/12/c377ae39-9590-4168-83d3-02d144857c15/ENCFF969VWM.bam,https://encode-public.s3.amazonaws.com/2020/11/12/32c1376f-e48c-480a-a17d-b50a4b97dda2/ENCFF304MDQ.bam
110	ENCSR815DWW	1	56931258	56931258	ENCAN705RYY	ENCFF387TXI	1	56931258	0	2318274370	https://www.encodeproject.org/files/ENCFF387TXI/@@download/ENCFF387TXI.bam	https://encode-public.s3.amazonaws.com/2020/09/24/96472197-db07-49cb-9875-d9cd4441dd87/ENCFF387TXI.bam
111	ENCSR930USX	1	56913518	56913518	ENCAN587DMJ	ENCFF318JKL	1	56913518	0	2133835536	https://www.encodeproject.org/files/ENCFF318JKL/@@download/ENCFF318JKL.bam	https://encode-public.s3.amazonaws.com/2020/10/03/54c3f988-8bfe-45f9-8782-a4ce15be1139/ENCFF318JKL.bam
112	ENCSR552TPH	1	56896306	56896306	ENCAN886GYN	ENCFF558ELY	1	56896306	0	2239172453	https://www.encodeproject.org/files/ENCFF558ELY/@@download/ENCFF558ELY.bam	https://encode-public.s3.amazonaws.com/2020/09/24/dc21f1bf-c442-4240-ad49-c4ddea4fa251/ENCFF558ELY.bam
113	ENCSR722HJG	1	95695078	95695078	ENCAN197OKD	ENCFF300DZY	1	95695078	0	4181946727	https://www.encodeproject.org/files/ENCFF300DZY/@@download/ENCFF300DZY.bam	https://encode-public.s3.amazonaws.com/2021/01/07/72dff72d-def3-424e-8b70-967c6e67124c/ENCFF300DZY.bam
114	ENCSR299BQG	1	95899028	95899028	ENCAN645YRK	ENCFF126MXQ	1	95899028	0	3893209075	https://www.encodeproject.org/files/ENCFF126MXQ/@@download/ENCFF126MXQ.bam	https://encode-public.s3.amazonaws.com/2020/11/19/9b814883-369d-412f-a301-e9ed54285b04/ENCFF126MXQ.bam
115	ENCSR616AEG	1	56506728	56506728	ENCAN712AZD	ENCFF563PQP	1	56506728	0	2639756468	https://www.encodeproject.org/files/ENCFF563PQP/@@download/ENCFF563PQP.bam	https://encode-public.s3.amazonaws.com/2020/09/22/85305a82-509b-4638-90eb-bc876208972c/ENCFF563PQP.bam
116	ENCSR139KYP	1	56455124	56455124	ENCAN837VCE	ENCFF301RBU	2	56455124	0	2594816620	https://www.encodeproject.org/files/ENCFF301RBU/@@download/ENCFF301RBU.bam	https://encode-public.s3.amazonaws.com/2020/09/25/95fb0ffa-18f0-4931-8408-dbfda10a464d/ENCFF301RBU.bam
117	ENCSR126EVX	1	96384898	96384898	ENCAN069YET	ENCFF585SDX	1	96384898	0	3910135174	https://www.encodeproject.org/files/ENCFF585SDX/@@download/ENCFF585SDX.bam	https://encode-public.s3.amazonaws.com/2020/10/02/68c15613-4f78-4cfb-ac76-c6b6f4a91c1b/ENCFF585SDX.bam
118	ENCSR467MSP	1	55981760	55981760	ENCAN972THR	ENCFF821PAI	1	55981760	0	2380531113	https://www.encodeproject.org/files/ENCFF821PAI/@@download/ENCFF821PAI.bam	https://encode-public.s3.amazonaws.com/2020/09/24/cbd7235b-730d-4e47-bc64-087c40f49ce9/ENCFF821PAI.bam
119	ENCSR000EPQ	2	55949047	55949047	ENCAN630BVJ,ENCAN630BVJ	ENCFF996YAL,ENCFF142ZLU	1,2	23796928,32152119	0,0	1149300758,1583426941	https://www.encodeproject.org/files/ENCFF996YAL/@@download/ENCFF996YAL.bam,https://www.encodeproject.org/files/ENCFF142ZLU/@@download/ENCFF142ZLU.bam	https://encode-public.s3.amazonaws.com/2020/11/16/2929d575-3b70-4071-b0aa-090c6da815f2/ENCFF996YAL.bam,https://encode-public.s3.amazonaws.com/2020/11/16/d62c8002-624a-4b78-8ebf-7e36223a08e7/ENCFF142ZLU.bam
120	ENCSR255OGF	1	55928882	55928882	ENCAN104MHJ	ENCFF445MCI	1	55928882	0	2564051906	https://www.encodeproject.org/files/ENCFF445MCI/@@download/ENCFF445MCI.bam	https://encode-public.s3.amazonaws.com/2020/09/22/491057fa-ccac-4105-ac59-b11682b903d2/ENCFF445MCI.bam
121	ENCSR051CYH	1	55755550	55755550	ENCAN889WQF	ENCFF942ZXV	1	55755550	0	2511923770	https://www.encodeproject.org/files/ENCFF942ZXV/@@download/ENCFF942ZXV.bam	https://encode-public.s3.amazonaws.com/2020/09/24/2ccabe3e-a9c0-4db0-abac-17a1734640b7/ENCFF942ZXV.bam
122	ENCSR154ZNQ	1	55721894	55721894	ENCAN202PIY	ENCFF267JNC	1	55721894	0	2258657363	https://www.encodeproject.org/files/ENCFF267JNC/@@download/ENCFF267JNC.bam	https://encode-public.s3.amazonaws.com/2020/11/11/5a5c2d44-7b49-4f61-b99b-70f7df784d45/ENCFF267JNC.bam
123	ENCSR554WUJ	1	55692585	55692585	ENCAN027OKL	ENCFF185XIM	1	55692585	0	2602301561	https://www.encodeproject.org/files/ENCFF185XIM/@@download/ENCFF185XIM.bam	https://encode-public.s3.amazonaws.com/2020/11/16/c63f0341-333e-49b0-8db2-0ce81207ac2e/ENCFF185XIM.bam
124	ENCSR982XOK	1	97016560	97016560	ENCAN858DGP	ENCFF158LPS	1	97016560	0	4748367316	https://www.encodeproject.org/files/ENCFF158LPS/@@download/ENCFF158LPS.bam	https://encode-public.s3.amazonaws.com/2020/09/25/7c289590-d1e4-415a-9c8f-9f2dd128ab54/ENCFF158LPS.bam
125	ENCSR273GCF	1	55525098	55525098	ENCAN650SQI	ENCFF629NOO	1	55525098	0	2363184707	https://www.encodeproject.org/files/ENCFF629NOO/@@download/ENCFF629NOO.bam	https://encode-public.s3.amazonaws.com/2020/09/28/ef625b23-cb4e-4ebe-81c5-924626940fbb/ENCFF629NOO.bam
126	ENCSR878ITC	1	55477056	55477056	ENCAN620PEW	ENCFF625OES	1	55477056	0	2113066931	https://www.encodeproject.org/files/ENCFF625OES/@@download/ENCFF625OES.bam	https://encode-public.s3.amazonaws.com/2020/09/22/043385f9-85d9-46d5-99a8-3b6a30fd8c87/ENCFF625OES.bam
127	ENCSR215DXT	1	97206886	97206886	ENCAN470RCC	ENCFF291ZCY	1	97206886	0	4498918097	https://www.encodeproject.org/files/ENCFF291ZCY/@@download/ENCFF291ZCY.bam	https://encode-public.s3.amazonaws.com/2020/09/25/820fc546-0afd-4d4b-8313-c143d1b4c296/ENCFF291ZCY.bam
128	ENCSR120LVW	1	55073384	55073384	ENCAN969KAK	ENCFF377ZEI	1	55073384	0	2643368924	https://www.encodeproject.org/files/ENCFF377ZEI/@@download/ENCFF377ZEI.bam	https://encode-public.s3.amazonaws.com/2020/11/11/8e9bf14e-0254-479b-9663-fffe7953fae9/ENCFF377ZEI.bam
129	ENCSR656QYL	1	55035342	55035342	ENCAN337MEJ	ENCFF718QTM	1	55035342	0	2740973290	https://www.encodeproject.org/files/ENCFF718QTM/@@download/ENCFF718QTM.bam	https://encode-public.s3.amazonaws.com/2020/11/16/68f41303-78de-4e2f-807a-15efe3db8d05/ENCFF718QTM.bam
130	ENCSR000ENV	2	54793350	54793350	ENCAN442ZBU,ENCAN442ZBU	ENCFF619RSR,ENCFF698JTA	1,2	30795569,23997781	0,0	1508930313,1065932886	https://www.encodeproject.org/files/ENCFF619RSR/@@download/ENCFF619RSR.bam,https://www.encodeproject.org/files/ENCFF698JTA/@@download/ENCFF698JTA.bam	https://encode-public.s3.amazonaws.com/2020/11/12/30632250-f062-4139-89cb-515c0792b29a/ENCFF619RSR.bam,https://encode-public.s3.amazonaws.com/2020/11/12/03a5dc6a-be5a-4a82-a1e7-4ffb6210356e/ENCFF698JTA.bam
131	ENCSR221ROM	1	97917822	97917822	ENCAN511SON	ENCFF639BBF	1	97917822	0	4427359407	https://www.encodeproject.org/files/ENCFF639BBF/@@download/ENCFF639BBF.bam	https://encode-public.s3.amazonaws.com/2021/01/07/579bee34-e344-49df-82fe-8b7e97028cfa/ENCFF639BBF.bam
132	ENCSR000EMY	2	54370371	54370371	ENCAN403LTF,ENCAN403LTF	ENCFF617XAN,ENCFF722EYL	1,2	26109687,28260684	0,0	1234262703,1352266490	https://www.encodeproject.org/files/ENCFF617XAN/@@download/ENCFF617XAN.bam,https://www.encodeproject.org/files/ENCFF722EYL/@@download/ENCFF722EYL.bam	https://encode-public.s3.amazonaws.com/2020/11/12/4930ec6b-838f-4047-90ae-f9974cb690fe/ENCFF617XAN.bam,https://encode-public.s3.amazonaws.com/2020/11/12/f7c779cf-9a60-4f9c-90c1-344871981cd7/ENCFF722EYL.bam
133	ENCSR581RSO	1	54336666	54336666	ENCAN029MNE	ENCFF890PGM	1	54336666	0	1970852103	https://www.encodeproject.org/files/ENCFF890PGM/@@download/ENCFF890PGM.bam	https://encode-public.s3.amazonaws.com/2020/09/24/fc8b291e-48b7-4643-ae23-5297d003a44b/ENCFF890PGM.bam
134	ENCSR155NBS	1	54326134	54326134	ENCAN804HQP	ENCFF979WRO	1	54326134	0	2330962086	https://www.encodeproject.org/files/ENCFF979WRO/@@download/ENCFF979WRO.bam	https://encode-public.s3.amazonaws.com/2020/10/03/cbe1067e-39b3-4f4b-936f-f145e751d94b/ENCFF979WRO.bam
135	ENCSR000EPS	2	53994758	53994758	ENCAN348ZVU,ENCAN348ZVU	ENCFF257JMK,ENCFF607UFP	1,2	33147372,20847386	0,0	1474613355,939211074	https://www.encodeproject.org/files/ENCFF257JMK/@@download/ENCFF257JMK.bam,https://www.encodeproject.org/files/ENCFF607UFP/@@download/ENCFF607UFP.bam	https://encode-public.s3.amazonaws.com/2020/11/12/f76b228b-d498-4d59-aa30-82d582dbac20/ENCFF257JMK.bam,https://encode-public.s3.amazonaws.com/2020/11/12/47a860b2-5039-483a-a96f-1374409a49f2/ENCFF607UFP.bam
136	ENCSR000EOP	2	53771766	53771766	ENCAN260NIW,ENCAN260NIW	ENCFF151AKL,ENCFF975TMB	1,2	28227621,25544145	0,0	1214713263,1063231161	https://www.encodeproject.org/files/ENCFF151AKL/@@download/ENCFF151AKL.bam,https://www.encodeproject.org/files/ENCFF975TMB/@@download/ENCFF975TMB.bam	https://encode-public.s3.amazonaws.com/2020/11/16/37730dc0-8f04-4c34-9b14-0d534527b076/ENCFF151AKL.bam,https://encode-public.s3.amazonaws.com/2020/11/16/fd155617-00fc-40b4-be32-cca3d01960eb/ENCFF975TMB.bam
137	ENCSR186NTL	1	53418372	53418372	ENCAN435UOG	ENCFF648TSX	1	53418372	0	2298580874	https://www.encodeproject.org/files/ENCFF648TSX/@@download/ENCFF648TSX.bam	https://encode-public.s3.amazonaws.com/2020/09/22/2953d377-694c-46ac-801b-b1fbf65e653b/ENCFF648TSX.bam
138	ENCSR791BHE	1	99336272	99336272	ENCAN665JXR	ENCFF461BEX	1	99336272	0	3735380325	https://www.encodeproject.org/files/ENCFF461BEX/@@download/ENCFF461BEX.bam	https://encode-public.s3.amazonaws.com/2020/10/06/88216fd3-480a-4d8a-9a1f-f4ad0e93f523/ENCFF461BEX.bam
139	ENCSR874DUP	1	52978296	52978296	ENCAN314QDJ	ENCFF020MVR	1	52978296	0	2089054153	https://www.encodeproject.org/files/ENCFF020MVR/@@download/ENCFF020MVR.bam	https://encode-public.s3.amazonaws.com/2020/09/22/76350293-2bcb-48b4-a31e-dd0fbd926311/ENCFF020MVR.bam
140	ENCSR010TMX	1	52914248	52914248	ENCAN614ILD	ENCFF073HQE	1	52914248	0	2455570734	https://www.encodeproject.org/files/ENCFF073HQE/@@download/ENCFF073HQE.bam	https://encode-public.s3.amazonaws.com/2020/09/22/5e254a24-f40b-4d34-ad41-de95b11375c2/ENCFF073HQE.bam
141	ENCSR410IYF	1	52880566	52880566	ENCAN825WXQ	ENCFF907FEO	1	52880566	0	2156339165	https://www.encodeproject.org/files/ENCFF907FEO/@@download/ENCFF907FEO.bam	https://encode-public.s3.amazonaws.com/2020/09/22/624f6814-a1b8-482b-a376-29d9d87bde27/ENCFF907FEO.bam
142	ENCSR496UER	1	52786776	52786776	ENCAN477MKX	ENCFF715TCC	1	52786776	0	2126326420	https://www.encodeproject.org/files/ENCFF715TCC/@@download/ENCFF715TCC.bam	https://encode-public.s3.amazonaws.com/2020/09/24/c5b52d25-ec3c-4403-9e74-a7a4631875e1/ENCFF715TCC.bam
