group	names	scores	logfoldchanges	pvals	pvals_adj	feature_name
donor4	ENSG00000106565	46.646355	2.8472476	0.0	0.0	TMEM176B
donor4	ENSG00000100300	44.630955	4.9318953	0.0	0.0	TSPO
donor4	ENSG00000113732	43.774834	1.6777111	0.0	0.0	ATP6V0E1
donor4	ENSG00000142669	43.683826	10.857341	0.0	0.0	SH3BGRL3
donor4	ENSG00000135404	43.5954	2.288137	0.0	0.0	CD63
donor4	ENSG00000120885	43.269966	2.778515	0.0	0.0	CLU
donor4	ENSG00000140379	43.060444	2.3932495	0.0	0.0	BCL2A1
donor4	ENSG00000087074	42.327393	1.6287627	0.0	0.0	PPP1R15A
donor4	ENSG00000142657	42.268173	2.191616	0.0	0.0	PGD
donor4	ENSG00000121316	42.237267	2.7005029	0.0	0.0	PLBD1
donor4	ENSG00000104904	42.00443	5.4508595	0.0	0.0	OAZ1
donor4	ENSG00000163220	41.646034	75.63703	0.0	0.0	S100A9
donor4	ENSG00000132475	41.61259	5.575371	0.0	0.0	H3-3B
donor4	ENSG00000185883	41.5514	2.0809608	0.0	0.0	ATP6V0C
donor4	ENSG00000197747	41.550243	9.322303	0.0	0.0	S100A10
donor4	ENSG00000198840	41.523586	4.9824924	0.0	0.0	MT-ND3
donor4	ENSG00000067082	41.299545	2.2936723	0.0	0.0	KLF6
donor4	ENSG00000157514	41.25269	2.3600056	0.0	0.0	TSC22D3
donor4	ENSG00000163041	40.052948	6.1442533	0.0	0.0	H3-3A
donor4	ENSG00000106211	39.864758	2.228202	0.0	0.0	HSPB1
donor4	ENSG00000145287	39.751503	2.7004383	0.0	0.0	PLAC8
donor7	ENSG00000129824	28.257797	2.3858838	1.4067621214873695e-171	4.566349846348001e-168	RPS4Y1
donor7	ENSG00000100906	28.016115	2.3692899	2.1088092347899115e-168	5.476155820902443e-165	NFKBIA
donor7	ENSG00000170345	27.89556	6.8949547	2.7295776130428215e-167	5.906805954624666e-164	FOS
donor7	ENSG00000196154	27.040783	15.315579	1.3409965027315879e-157	2.4873569416381342e-154	S100A4
donor7	ENSG00000163221	25.776457	11.463445	2.180206154227292e-143	3.14531074516524e-140	S100A12
donor7	ENSG00000177700	25.306238	1.9341375	2.433942685502433e-138	3.160231182856359e-135	POLR2L
donor7	ENSG00000203875	23.497692	1.2900704	6.991635633202481e-120	8.252672460136456e-117	SNHG5
donor7	ENSG00000110848	23.043617	2.0561142	2.2430380312193284e-115	2.2402773690270584e-112	CD69
donor7	ENSG00000142669	22.904058	7.4187326	2.6283977517926217e-114	2.2751410939516934e-111	SH3BGRL3
donor7	ENSG00000143546	22.463238	82.3133	3.968670034730017e-110	3.2205757331834084e-107	S100A8
donor7	ENSG00000177606	21.303366	1.7879922	2.771458458864685e-99	1.8939271910473193e-96	JUN
donor7	ENSG00000128016	21.060211	2.2176752	4.100377810239653e-97	2.5352050232453164e-94	ZFP36
donor7	ENSG00000197956	21.045147	11.526689	4.5881552671321667e-97	2.707845817656548e-94	S100A6
donor7	ENSG00000106565	21.021719	1.5985276	9.673889608395988e-97	5.461120985887544e-94	TMEM176B
donor7	ENSG00000120129	20.64506	1.4196372	1.747569780831645e-93	9.454352514299199e-91	DUSP1
donor7	ENSG00000197747	20.511297	5.8129787	2.449749521982379e-92	1.2723019117367684e-89	S100A10
donor7	ENSG00000166825	18.939688	1.3196392	4.635142016228621e-79	2.2289882940263858e-76	ANPEP
donor7	ENSG00000087074	18.396069	0.97175324	8.385668173790774e-75	3.6293171856166465e-72	PPP1R15A
donor7	ENSG00000150991	18.253696	2.6547394	1.0756504939293174e-73	4.50524064941234e-71	UBC
donor7	ENSG00000287979	17.938126	1.2817973	3.334195094441256e-71	1.236891117320722e-68	ENSG00000287979
donor7	ENSG00000135046	17.885838	2.357177	7.469362209869945e-71	2.69394997035976e-68	ANXA1
donor7	ENSG00000234745	17.715355	8.7611885	1.552886848647547e-69	5.449373741308041e-67	HLA-B
donor7	ENSG00000198417	17.318172	1.1398839	1.6328115929297196e-66	5.30010643064987e-64	MT1F
donor7	ENSG00000002933	17.277908	1.4213449	3.010908166570453e-66	9.535032106036772e-64	TMEM176A
donor7	ENSG00000160255	16.796665	1.4825703	8.323202191143621e-63	2.5132199360420645e-60	ITGB2
donor18	ENSG00000137959	57.51272	3.7033823	0.0	0.0	IFI44L
donor18	ENSG00000132530	49.10257	2.6991706	0.0	0.0	XAF1
donor18	ENSG00000234745	43.628395	21.84721	0.0	0.0	HLA-B
donor18	ENSG00000185885	41.33206	11.465694	0.0	0.0	IFITM1
donor18	ENSG00000160932	34.87817	4.9454756	1.14244997916865e-255	2.472261754920959e-252	LY6E
donor18	ENSG00000055332	34.83845	1.8215832	1.872252506601844e-254	3.4727609351026207e-251	EIF2AK2
donor18	ENSG00000126709	31.169611	4.4772086	3.123886444748336e-205	5.070067699826549e-202	IFI6
donor18	ENSG00000108679	29.114561	2.149437	1.2392554905166754e-179	1.6090493288868515e-176	LGALS3BP
donor18	ENSG00000115415	28.843699	1.7415551	1.9720053462589897e-177	2.327683401438793e-174	STAT1
donor18	ENSG00000157601	27.174084	2.1433136	1.3358861983933572e-158	1.3342420307645655e-155	MX1
donor18	ENSG00000183486	26.79007	1.5133481	3.853734679137384e-154	3.574063648137129e-151	MX2
donor18	ENSG00000165949	26.191711	14.493748	7.064654037294732e-147	5.395733412954988e-144	IFI27
donor18	ENSG00000138496	26.180508	1.4700276	2.6052594056621454e-147	2.114168007694831e-144	PARP9
donor18	ENSG00000204592	26.142807	2.6675553	2.2373727281891225e-147	1.9366698335205043e-144	HLA-E
donor18	ENSG00000119917	25.945139	2.057984	9.14061525224834e-145	6.593430468621803e-142	IFIT3
donor18	ENSG00000137965	25.25097	1.6211045	2.889058764619992e-137	1.9742915263066306e-134	IFI44
donor18	ENSG00000133574	25.011002	1.5171251	2.823113193356733e-135	1.8327650851271912e-132	GIMAP4
donor18	ENSG00000135899	25.010967	1.2709486	4.693816962516774e-135	2.9021199733960857e-132	SP110
donor18	ENSG00000204525	24.967545	7.0130415	7.607592072909934e-135	4.489862521575572e-132	HLA-C
donor18	ENSG00000132274	24.92863	1.2140115	2.856651384817802e-134	1.6126418078467106e-131	TRIM22
donor18	ENSG00000089127	24.872568	1.6214166	1.2067793957432292e-133	6.267529469732035e-131	OAS1
donor18	ENSG00000187608	24.80717	2.2126245	3.9619965315893e-133	1.978560114082903e-130	ISG15
donor18	ENSG00000133106	24.119507	1.6432743	1.2434443274330612e-125	5.979585610144766e-123	EPSTI1
donor18	ENSG00000067066	23.881468	1.1754974	1.1482805762034594e-123	5.3247410719377564e-121	SP100
donor18	ENSG00000110203	23.247103	2.9445155	4.245579707134365e-116	1.9008485143942275e-113	FOLR3
donor9	ENSG00000214401	33.64142	2.1861415	1.0244718180093226e-236	3.325435521258261e-233	KANSL1-AS1
donor9	ENSG00000110203	27.323399	3.034907	2.2718347065125407e-158	4.916250304893138e-155	FOLR3
donor9	ENSG00000129824	23.71467	2.0185223	3.7959394982021884e-122	4.107206537054768e-119	RPS4Y1
donor9	ENSG00000100376	19.996325	1.4466554	1.1774357047647943e-87	5.459937568095032e-85	FAM118A
donor9	ENSG00000203875	18.088078	0.95018095	2.3066913815079604e-72	7.304897779877892e-70	SNHG5
donor9	ENSG00000248810	15.802465	1.9866469	1.1794996062553664e-55	2.7347540870749425e-53	LINC02432
donor9	ENSG00000198786	15.566921	1.9751054	3.1434461514169923e-54	6.917712683050548e-52	MT-ND5
donor9	ENSG00000160255	15.072293	1.3758656	5.615611815018893e-51	1.0567116493652944e-48	ITGB2
donor9	ENSG00000172725	14.785506	1.0420521	4.345097152206081e-49	7.141359673954905e-47	CORO1B
donor9	ENSG00000070756	14.6006155	2.4231234	5.81523704476944e-48	8.88294562226899e-46	PABPC1
donor9	ENSG00000184557	14.549797	1.0067306	1.2479563374236896e-47	1.884123847105719e-45	SOCS3
donor9	ENSG00000096060	14.466551	0.83025426	4.212422916399832e-47	6.145404398487127e-45	FKBP5
donor9	ENSG00000119138	14.430285	0.9109231	6.973110776163614e-47	1.0059874479745372e-44	KLF9
donor9	ENSG00000136732	14.164527	0.8814764	3.14086524619541e-45	4.3384036549575746e-43	GYPC
donor9	ENSG00000182463	14.013762	1.145225	2.572852659109732e-44	3.443909167616573e-42	TSHZ2
donor9	ENSG00000063046	13.842587	0.7171121	2.580963654575913e-43	3.191545913429872e-41	EIF4B
donor9	ENSG00000168298	13.820956	2.5279531	3.862843606589171e-43	4.731618998863566e-41	H1-4
donor9	ENSG00000111144	13.762925	0.89555097	7.797418407444194e-43	9.288227578188571e-41	LTA4H
donor9	ENSG00000261371	13.727417	1.2297618	1.4975118002949336e-42	1.7676084740935833e-40	PECAM1
donor9	ENSG00000100906	13.017173	0.9774758	1.5492204165766335e-38	1.5593083634752718e-36	NFKBIA
donor9	ENSG00000164587	12.989353	5.5186405	2.245898178391207e-38	2.2431339960178025e-36	RPS14
donor9	ENSG00000198804	12.747867	10.589595	4.897538470790831e-37	4.6757087871138345e-35	MT-CO1
donor9	ENSG00000134755	12.357586	1.7000546	7.153336404273011e-35	6.405442749867639e-33	DSC2
donor9	ENSG00000146278	11.8342495	0.5634123	3.603895740182339e-32	3.0583648555900317e-30	PNRC1
donor9	ENSG00000110090	11.817533	0.7453218	4.4259812496085175e-32	3.731619515903701e-30	CPT1A
donor13	ENSG00000100079	25.40274	2.4619343	1.1610291378679116e-137	5.024934108692321e-134	LGALS2
donor13	ENSG00000134184	20.074732	1.9225132	1.169054661860038e-87	1.8973757161988418e-84	GSTM1
donor13	ENSG00000237541	17.065392	2.0273073	1.7804099048569428e-64	1.2842690113701414e-61	HLA-DQA2
donor13	ENSG00000214401	16.163551	1.2629812	4.7113456248232685e-58	2.780550526941151e-55	KANSL1-AS1
donor13	ENSG00000196154	16.163275	10.132146	3.9889489888014104e-58	2.4663101747903576e-55	S100A4
donor13	ENSG00000150337	16.055902	1.3158759	2.4514954006944406e-57	1.3262590117756924e-54	FCGR1A
donor13	ENSG00000100097	15.616755	4.233223	2.030820140155659e-54	1.0547267479912431e-51	LGALS1
donor13	ENSG00000197747	15.491329	5.098253	1.3944598460131524e-53	6.70580245949436e-51	S100A10
donor13	ENSG00000168899	15.481549	1.1177741	1.6661724678484977e-53	7.726279758051749e-51	VAMP5
donor13	ENSG00000170296	15.319356	1.8292711	1.893819387337474e-52	8.196450308396587e-50	GABARAP
donor13	ENSG00000197956	14.937384	9.260692	5.528551718649496e-50	2.243209859842033e-47	S100A6
donor13	ENSG00000229807	14.706432	1.2529109	1.7829906862893465e-48	6.808926785523787e-46	XIST
donor13	ENSG00000234745	14.1580925	8.902867	4.479519325501659e-45	1.3526064865654312e-42	HLA-B
donor13	ENSG00000182287	14.0965185	1.1265409	9.83250724367409e-45	2.901483501178736e-42	AP1S2
donor13	ENSG00000170627	13.902752	1.8251138	1.7158237476952116e-43	4.950723453349917e-41	GTSF1
donor13	ENSG00000142669	13.849328	5.1375074	2.8672755362710506e-43	8.093196861509418e-41	SH3BGRL3
donor13	ENSG00000163221	13.793728	6.3142433	6.138635005787512e-43	1.660500769065522e-40	S100A12
donor13	ENSG00000131981	13.457303	1.2548757	5.772297756665434e-41	1.4141040391046036e-38	LGALS3
donor13	ENSG00000224137	12.856667	4.0864925	2.4430111426182406e-37	5.116138173508908e-35	LINC01857
donor13	ENSG00000085265	12.77125	2.9294538	4.28449488702701e-37	8.692169002056046e-35	FCN1
donor13	ENSG00000153113	12.676434	0.7255965	1.421212563498805e-36	2.7959127158285583e-34	CAST
donor13	ENSG00000245532	12.535073	2.0452628	8.244882167216107e-36	1.597784329240805e-33	NEAT1
donor13	ENSG00000106605	12.485855	0.8491556	1.5337039554359347e-35	2.8860307474464026e-33	BLVRA
donor13	ENSG00000182117	12.282639	0.89975876	1.860441945681078e-34	3.402250453904664e-32	NOP10
donor13	ENSG00000103490	12.2617235	0.9803008	2.3893729894077345e-34	4.308835957565281e-32	PYCARD
donor10	ENSG00000197728	57.46837	22.559587	0.0	0.0	RPS26
donor10	ENSG00000129824	46.034966	2.9854088	0.0	0.0	RPS4Y1
donor10	ENSG00000130592	34.00528	2.9325337	2.4332934779540674e-247	5.265647086292602e-244	LSP1
donor10	ENSG00000137441	31.29096	2.504381	3.369699893861649e-210	4.861353713544405e-207	FGFBP2
donor10	ENSG00000075234	28.975904	1.8477474	8.649243336332647e-181	9.358481289911924e-178	TTC38
donor10	ENSG00000205810	27.8961	2.8368146	2.0470844600803954e-167	1.6612090393552407e-164	KLRC3
donor10	ENSG00000002586	27.753271	2.3904603	1.261550691817294e-166	9.635278930915144e-164	CD99
donor10	ENSG00000198938	26.984116	16.781918	2.5132030350409726e-157	1.717443589840631e-154	MT-CO3
donor10	ENSG00000067048	26.403494	1.3331431	1.7823472999973688e-151	1.1019998734840874e-148	DDX3Y
donor10	ENSG00000167633	26.365454	2.484896	1.640573915103683e-150	9.682368960775554e-148	KIR3DL1
donor10	ENSG00000081237	26.282726	2.4068625	4.2454469011141756e-150	2.3966470680028894e-147	PTPRC
donor10	ENSG00000167286	25.104874	1.6907887	2.8286621589887656e-137	1.311691052582505e-134	CD3D
donor10	ENSG00000198692	24.884998	1.6619635	1.1232683456475842e-134	4.861505399962744e-132	EIF1AY
donor10	ENSG00000240403	24.220392	2.2280726	9.48285442162576e-128	3.73107217607239e-125	KIR3DL2
donor10	ENSG00000146733	23.93263	1.8758523	8.858346984795994e-125	3.194910479183088e-122	PSPH
donor10	ENSG00000180644	23.772713	2.378109	1.5006913698290109e-123	5.26620993131348e-121	PRF1
donor10	ENSG00000198786	23.382524	2.801134	1.6692006574537322e-119	5.557154188815195e-117	MT-ND5
donor10	ENSG00000211772	22.702929	1.201476	5.752421327524812e-113	1.7369636864321432e-110	TRBC2
donor10	ENSG00000063046	22.498549	0.9368507	5.2251327843412115e-111	1.5076249793752508e-108	EIF4B
donor10	ENSG00000083845	22.286951	5.5868793	6.390945248042921e-109	1.6934700632773325e-106	RPS5
donor10	ENSG00000078596	22.044699	1.266249	1.2309725756410058e-106	3.1339113572789836e-104	ITM2A
donor10	ENSG00000115866	21.946634	1.0612727	1.1985920355128359e-105	2.992792113288204e-103	DARS1
donor10	ENSG00000134539	21.917048	1.407856	1.7886953576869097e-105	4.381966136642799e-103	KLRD1
donor10	ENSG00000186468	21.856495	8.337783	6.552142424182134e-105	1.546782131556015e-102	RPS23
donor10	ENSG00000115523	21.731398	10.022033	8.436109080677345e-104	1.8885248328192183e-101	GNLY
donor14	ENSG00000137959	80.59991	3.9904873	0.0	0.0	IFI44L
donor14	ENSG00000132530	76.739655	3.0589268	0.0	0.0	XAF1
donor14	ENSG00000185885	71.32269	15.827514	0.0	0.0	IFITM1
donor14	ENSG00000160932	69.36031	8.201826	0.0	0.0	LY6E
donor14	ENSG00000126709	65.11339	7.8553023	0.0	0.0	IFI6
donor14	ENSG00000157601	63.451363	4.357153	0.0	0.0	MX1
donor14	ENSG00000187608	63.35797	5.264227	0.0	0.0	ISG15
donor14	ENSG00000055332	59.266914	2.2260013	0.0	0.0	EIF2AK2
donor14	ENSG00000183486	59.185204	2.5991778	0.0	0.0	MX2
donor14	ENSG00000133106	58.118988	2.6566143	0.0	0.0	EPSTI1
donor14	ENSG00000119917	57.227043	3.6054173	0.0	0.0	IFIT3
donor14	ENSG00000165949	53.462166	25.874176	0.0	0.0	IFI27
donor14	ENSG00000142089	53.21374	23.359966	0.0	0.0	IFITM3
donor14	ENSG00000135114	51.34903	2.517908	0.0	0.0	OASL
donor14	ENSG00000111335	50.710083	2.1424396	0.0	0.0	OAS2
donor14	ENSG00000132274	50.595592	1.7746612	0.0	0.0	TRIM22
donor14	ENSG00000234745	50.023525	16.935778	0.0	0.0	HLA-B
donor14	ENSG00000185201	49.131298	7.8618975	0.0	0.0	IFITM2
donor14	ENSG00000137965	48.67838	2.2144737	0.0	0.0	IFI44
donor14	ENSG00000188313	48.194195	2.3495815	0.0	0.0	PLSCR1
donor14	ENSG00000111331	47.72062	2.6523857	0.0	0.0	OAS3
donor14	ENSG00000089127	46.88606	2.3124738	0.0	0.0	OAS1
donor14	ENSG00000206503	46.59307	9.213319	0.0	0.0	HLA-A
donor14	ENSG00000185745	45.876907	3.551002	0.0	0.0	IFIT1
donor14	ENSG00000068079	45.87468	2.0002115	0.0	0.0	IFI35
donor15	ENSG00000110848	30.402699	2.8181415	6.274607084622845e-195	2.7156499462247674e-191	CD69
donor15	ENSG00000111863	23.910389	2.1319633	2.2015028262741442e-122	7.146078174085872e-119	ADTRP
donor15	ENSG00000137193	23.80839	1.4621243	4.605393451780302e-122	1.1959285715583089e-118	PIM1
donor15	ENSG00000237943	20.776266	1.428384	6.13055507260174e-94	1.1371303866094428e-90	PRKCQ-AS1
donor15	ENSG00000269893	19.492693	1.1162965	3.2709870202020087e-83	3.860954133663898e-80	SNHG8
donor15	ENSG00000136003	18.694933	1.0458566	8.482728034454404e-77	6.4788082823150575e-74	ISCU
donor15	ENSG00000203875	18.147085	1.1874415	1.7884118820389803e-72	1.2221442040207431e-69	SNHG5
donor15	ENSG00000175164	17.647284	2.887145	2.5090081125025e-68	1.55128387298726e-65	ABO
donor15	ENSG00000121966	17.534756	1.1265082	6.392298169490476e-68	3.7726181560301972e-65	CXCR4
donor15	ENSG00000172005	17.478497	1.1944358	1.740985834862684e-67	9.828243512981344e-65	MAL
donor15	ENSG00000150347	16.081896	1.0663035	1.5547419434019323e-57	6.960954963148514e-55	ARID5B
donor15	ENSG00000157514	15.992178	1.4159026	6.359898134267363e-57	2.752563912510915e-54	TSC22D3
donor15	ENSG00000198034	15.840461	9.365065	6.6964193846862685e-56	2.7170721653364533e-53	RPS4X
donor15	ENSG00000059804	15.542552	1.0135566	6.62183273383908e-54	2.4565107490333318e-51	SLC2A3
donor15	ENSG00000182463	15.219227	1.3857756	9.938635602374184e-52	3.487655261114227e-49	TSHZ2
donor15	ENSG00000184588	14.928216	1.0883667	6.983775780120654e-50	2.1589843983115848e-47	PDE4B
donor15	ENSG00000110203	14.555099	2.077585	2.228653040836975e-47	5.905475731066792e-45	FOLR3
donor15	ENSG00000265972	14.350248	3.3462734	2.7199984247460122e-46	7.063291909380445e-44	TXNIP
donor15	ENSG00000255198	13.417419	0.9825571	1.0276463812392206e-40	2.11793025619207e-38	SNHG9
donor15	ENSG00000185880	13.069139	0.98572385	9.93564849581863e-39	1.8971244127898396e-36	TRIM69
donor15	ENSG00000215845	13.043953	0.71328026	1.301722723572027e-38	2.4495025859216235e-36	TSTD1
donor15	ENSG00000184557	12.9321	1.0555742	5.683929171002032e-38	1.0242318573398728e-35	SOCS3
donor15	ENSG00000081059	12.909615	0.96385145	7.351583495651119e-38	1.2899048663180287e-35	TCF7
donor15	ENSG00000168421	12.682069	0.73922515	1.3187460164662228e-36	2.1952049074099277e-34	RHOH
donor15	ENSG00000136997	12.479929	0.9032332	1.6367730464123158e-35	2.6564826543271885e-33	MYC
donor2	ENSG00000171223	45.1771	3.127165	0.0	0.0	JUNB
donor2	ENSG00000243449	38.60389	1.9789354	0.0	0.0	NICOL1
donor2	ENSG00000118816	37.57306	1.9099989	9.729717720171325e-297	1.579133185983806e-293	CCNI
donor2	ENSG00000099624	37.151325	2.2016604	1.4373880183346181e-289	2.0736717811174091e-286	ATP5F1D
donor2	ENSG00000160888	32.265205	1.7972274	2.0707914377568424e-222	1.493730890435269e-219	IER2
donor2	ENSG00000122359	30.057976	1.4461622	1.6834192729657117e-193	9.503267756602957e-191	ANXA11
donor2	ENSG00000177606	29.717579	2.5758233	4.255159851352846e-189	2.2099598203986144e-186	JUN
donor2	ENSG00000100906	29.573597	2.1378522	4.246654735193518e-188	2.1207140416058705e-185	NFKBIA
donor2	ENSG00000183172	29.328617	1.3441023	8.484267071662988e-185	4.0799897651286016e-182	SMDT1
donor2	ENSG00000081320	27.886553	1.1945333	8.6217550953941e-168	3.0255369772593785e-165	STK17B
donor2	ENSG00000130748	27.217554	1.79382	2.027124392013446e-159	5.981859796796042e-157	TMEM160
donor2	ENSG00000131116	27.095951	1.7952986	3.342122712075341e-158	9.232791764592814e-156	ZNF428
donor2	ENSG00000175602	26.924158	1.8758416	3.5823662963808485e-156	9.302688798441788e-154	CCDC85B
donor2	ENSG00000146278	26.58998	1.0776385	5.301931581374667e-153	1.3238515317801668e-150	PNRC1
donor2	ENSG00000197111	26.312374	1.8132206	8.074830229032591e-150	1.9062471944319847e-147	PCBP2
donor2	ENSG00000227507	25.374756	2.01544	3.8830592487355895e-139	8.545362929759812e-137	LTB
donor2	ENSG00000026297	25.109077	1.2639718	6.013642774827139e-137	1.2012482736670088e-134	RNASET2
donor2	ENSG00000177733	25.020973	1.3162308	8.907883842781109e-136	1.7008818208039695e-133	HNRNPA0
donor2	ENSG00000179632	24.36429	1.4691389	6.245522213274899e-129	1.0396392361174526e-126	MAF1
donor2	ENSG00000103187	24.06686	1.5207376	4.104752230990466e-126	6.499524752095148e-124	COTL1
donor2	ENSG00000120129	23.210854	1.3075877	1.0490992520479188e-117	1.5478982600670657e-115	DUSP1
donor2	ENSG00000131508	22.735153	1.1772377	8.522197871114511e-113	1.1176991632176849e-110	UBE2D2
donor2	ENSG00000159128	22.429668	1.2268571	5.458291382505041e-110	6.562079195411616e-108	IFNGR2
donor2	ENSG00000162444	22.207468	1.4307293	8.070167022977196e-108	9.272836161622648e-106	RBP7
donor2	ENSG00000149823	22.155817	1.365885	2.7965749103907005e-107	3.1302352272855914e-105	VPS51
donor31	ENSG00000059804	32.672012	2.2261736	5.033882768399253e-222	6.53599338648959e-218	SLC2A3
donor31	ENSG00000100906	29.31107	3.0850437	3.576187155499685e-181	2.321660701350395e-177	NFKBIA
donor31	ENSG00000117984	28.355476	2.3339472	5.939531177230035e-170	2.5706290935051593e-166	CTSD
donor31	ENSG00000169385	27.832554	3.14917	3.9337104229089887e-163	1.2768824032762577e-159	RNASE2
donor31	ENSG00000100300	27.16994	4.6073685	5.0185668913976735e-157	1.303221450358148e-153	TSPO
donor31	ENSG00000163220	26.428587	60.95727	4.23778932179089e-149	9.170576092355486e-146	S100A9
donor31	ENSG00000140264	26.163774	7.4864125	2.5297536239938833e-146	4.692331579133798e-143	SERF2
donor31	ENSG00000100097	26.103071	8.412347	1.6179886016041187e-145	2.6259955004034845e-142	LGALS1
donor31	ENSG00000038427	26.061928	5.727518	8.98152747494392e-145	1.2957350303852429e-141	VCAN
donor31	ENSG00000129824	25.799343	2.4856553	9.004660404911618e-143	1.1691651069737246e-139	RPS4Y1
donor31	ENSG00000143546	25.663347	126.13911	4.783396134324907e-141	5.646146855279508e-138	S100A8
donor31	ENSG00000287979	25.41274	2.0493317	1.0967737857466758e-137	1.1867092361779032e-134	ENSG00000287979
donor31	ENSG00000030582	25.084463	2.8176992	8.560388758948202e-135	8.549852895860267e-132	GRN
donor31	ENSG00000170906	24.347006	1.5919902	2.4434172185687693e-127	2.2660949404212073e-124	NDUFA3
donor31	ENSG00000196154	24.286995	17.589008	6.164215644521324e-127	5.335745061897658e-124	S100A4
donor31	ENSG00000136238	23.899006	1.582511	1.1400740424761795e-122	9.251700854694197e-120	RAC1
donor31	ENSG00000197956	23.75126	17.141027	1.29212321243657e-121	9.868781053103779e-119	S100A6
donor31	ENSG00000170458	23.532557	3.3286045	2.4799572472904946e-119	1.78887582771221e-116	CD14
donor31	ENSG00000197747	23.413122	8.649924	2.9060947394993888e-118	1.985933373561056e-115	S100A10
donor31	ENSG00000067225	23.412947	2.8715851	3.3000314104990683e-118	2.142380391695995e-115	PKM
donor31	ENSG00000010327	23.018726	1.9238098	5.682431229761197e-114	3.3536675948736085e-111	STAB1
donor31	ENSG00000198848	22.833424	2.1408923	4.533701152725682e-112	2.559372859434359e-109	CES1
donor31	ENSG00000125968	22.79257	2.8027627	2.819866164509373e-111	1.464525691199588e-108	ID1
donor31	ENSG00000102007	22.719227	1.5087215	1.0811312916828554e-111	5.848920288004247e-109	PLP2
donor31	ENSG00000034510	22.631226	24.443579	7.732805898817487e-111	3.8616442996248564e-108	TMSB10
donor23	ENSG00000129824	40.160873	4.4746466	0.0	0.0	RPS4Y1
donor23	ENSG00000198727	34.03772	28.257935	1.9465458818114034e-236	1.263697586471963e-232	MT-CYB
donor23	ENSG00000198899	32.73374	12.745212	2.382795236733889e-220	1.0312737784584271e-216	MT-ATP6
donor23	ENSG00000198938	31.6947	30.585361	1.1935226972947697e-207	3.0993397403350583e-204	MT-CO3
donor23	ENSG00000198712	31.649467	39.91179	1.0838770219607131e-207	3.0993397403350583e-204	MT-CO2
donor23	ENSG00000198840	30.900438	6.234817	3.363252696260443e-200	7.278078834707599e-197	MT-ND3
donor23	ENSG00000198804	30.345625	43.68031	3.8836094773300135e-192	7.203540779093271e-189	MT-CO1
donor23	ENSG00000198886	28.978241	5.0775104	8.048044744103838e-178	1.3061976619680528e-174	MT-ND4
donor23	ENSG00000198888	28.811226	5.2216644	2.566954432924291e-175	3.7032595952321105e-172	MT-ND1
donor23	ENSG00000287979	26.740269	2.4923608	1.5816914966588444e-150	2.0536682392618437e-147	ENSG00000287979
donor23	ENSG00000212907	25.540442	7.2750483	3.017666383740478e-139	3.561943666044215e-136	MT-ND4L
donor23	ENSG00000128340	25.485104	4.766751	4.3786160550012385e-138	4.73766257151134e-135	RAC2
donor23	ENSG00000198763	24.942566	3.5092494	4.422602489647155e-133	4.417159286582974e-130	MT-ND2
donor23	ENSG00000008517	24.355377	14.102056	1.1976810454981928e-126	1.110763621053467e-123	IL32
donor23	ENSG00000271503	24.264296	12.418356	3.134558496420254e-125	2.7132738345013716e-122	CCL5
donor23	ENSG00000138326	23.908192	13.194344	8.1934542786704e-123	6.64898814714103e-120	RPS24
donor23	ENSG00000164587	23.565372	13.258528	1.33141741877648e-119	9.60395764744101e-117	RPS14
donor23	ENSG00000145649	23.115192	9.968269	1.1361327056682746e-113	7.37577352519844e-111	GZMA
donor23	ENSG00000228253	23.107399	2.7239764	1.079989669390694e-114	7.3803083512467215e-112	MT-ATP8
donor23	ENSG00000172116	22.992054	3.8095734	8.8955452654001e-113	5.499988558378805e-110	CD8B
donor23	ENSG00000149273	22.804327	16.677338	5.382146101362174e-112	3.1764447718221122e-109	RPS3
donor23	ENSG00000171476	22.665705	2.8901775	4.424001931193726e-110	2.4974452641138842e-107	HOPX
donor23	ENSG00000145425	22.418575	15.0333605	1.3364233850996245e-108	7.230050513388969e-106	RPS3A
donor23	ENSG00000133321	22.202772	2.0125394	3.3484880220860297e-106	1.7390707391506004e-103	PLAAT4
donor23	ENSG00000184009	22.184435	22.752565	1.005996726721302e-105	4.837726481388661e-103	ACTG1
donor19	ENSG00000197728	64.20693	30.373291	0.0	0.0	RPS26
donor19	ENSG00000265972	59.743275	14.689285	0.0	0.0	TXNIP
donor19	ENSG00000121966	43.296112	2.4533827	0.0	0.0	CXCR4
donor19	ENSG00000157514	38.126167	2.8767953	7.525705856008666e-303	1.9542752966883303e-299	TSC22D3
donor19	ENSG00000100100	37.649456	1.9593127	1.0517859243618673e-293	2.276064740319081e-290	PIK3IP1
donor19	ENSG00000110848	33.459846	2.6969414	2.62605984049011e-236	4.870965852703369e-233	CD69
donor19	ENSG00000118503	31.6932	1.9997505	9.967277015096695e-212	1.6176890595501934e-208	TNFAIP3
donor19	ENSG00000168209	31.0363	2.1804304	4.0080996109006766e-204	5.782351705326043e-201	DDIT4
donor19	ENSG00000133872	29.19081	2.6996627	4.49319951685454e-182	5.833970252683935e-179	SARAF
donor19	ENSG00000104660	26.643993	1.3166813	1.236615569139557e-152	1.4596560499734552e-149	LEPROTL1
donor19	ENSG00000168685	26.33801	3.71202	2.3872289361176384e-149	2.5829817088792846e-146	IL7R
