profile	rank	gene	specificity_log	expression_log
putative_neuro_endo	21	BLAG02002013	3.581028789342176	4.2162765930620845
putative_neuro_endo	22	BLAG14000261	3.555482376953905	4.2162765930620845
putative_neuro_endo	23	BLAG08000848	3.45625333413592	4.2162765930620845
putative_neuro_endo	24	BLAG15000404	3.4493126450160707	4.680732307717078
putative_neuro_endo	25	BLAG04001735	3.4484417195453227	3.715238564503016
putative_neuro_endo	26	BLAG08000546	3.3904245451767205	3.9968146252837258
putative_neuro_endo	27	BLAG13000394	3.3845257519423213	4.396136209172972
putative_neuro_endo	28	BLAG12000245	3.366767330975374	3.715238564503016
putative_neuro_endo	29	BLAG01000246	3.366767330975374	3.715238564503016
putative_neuro_endo	30	BLAG15000253	3.347998198049808	3.715238564503016
putative_neuro_endo	31	BLAG15000224	3.347998198049808	3.715238564503016
putative_neuro_endo	32	BLAG03000063	3.347998198049808	3.715238564503016
putative_neuro_endo	33	BLAG07000968	3.3458834136383797	3.9968146252837258
putative_neuro_endo	34	BLAG19000534	3.3218747551601497	3.3218747551601497
putative_neuro_endo	35	BLAG19000078	3.3218747551601497	3.3218747551601497
putative_neuro_endo	36	BLAG17000689	3.3218747551601497	3.3218747551601497
putative_neuro_endo	37	BLAG16000958	3.3218747551601497	3.3218747551601497
putative_neuro_endo	38	BLAG16000539	3.3218747551601497	3.3218747551601497
putative_neuro_endo	39	BLAG16000468	3.3218747551601497	3.3218747551601497
putative_neuro_endo	40	BLAG16000308	3.3218747551601497	3.3218747551601497
putative_neuro_endo	41	BLAG15000746	3.3218747551601497	3.3218747551601497
putative_neuro_endo	42	BLAG15000745	3.3218747551601497	3.3218747551601497
putative_neuro_endo	43	BLAG15000683	3.3218747551601497	3.3218747551601497
putative_neuro_endo	44	BLAG15000338	3.3218747551601497	3.3218747551601497
putative_neuro_endo	45	BLAG14000422	3.3218747551601497	3.3218747551601497
putative_neuro_endo	46	BLAG13000637	3.3218747551601497	3.3218747551601497
putative_neuro_endo	47	BLAG13000416	3.3218747551601497	3.3218747551601497
putative_neuro_endo	48	BLAG12000541	3.3218747551601497	3.3218747551601497
putative_neuro_endo	49	BLAG12000078	3.3218747551601497	3.3218747551601497
putative_neuro_endo	50	BLAG11000912	3.3218747551601497	3.3218747551601497
somite	1	BLAG07000549	4.109658556490404	6.3907990519244535
somite	2	BLAG18000215	3.9890627364841653	6.573074156952785
somite	3	BLAG19000659	3.8893488269384173	5.773295891783301
somite	4	BLAG03000142	3.753520587320425	5.467913620911537
somite	5	BLAG04000786	3.59423500427347	5.006736522378872
somite	6	BLAG11000562	3.544089670611893	5.870795834650339
somite	7	BLAG04001514	3.4702421683727276	4.227384905276479
somite	8	BLAG90000331	3.4159695601104185	6.426507355386769
somite	9	BLAG06001083	3.3440863668412977	5.409968235244863
somite	10	BLAG18000212	3.3318640571982283	4.87892800531024
somite	11	BLAG18000532	3.282508333362112	4.469330475333639
somite	12	BLAG17000843	3.230353081129258	6.124876726126794
somite	13	BLAG19000521	3.1942588713202307	3.461055716277924
somite	14	BLAG15000808	3.182236810467963	6.729685548557774
somite	15	BLAG13000191	3.1567624893865673	4.454900117353035
somite	16	BLAG01000895	3.0961243111226198	4.789434337845355
somite	17	BLAG16000309	3.0800355613365715	4.963982626181455
somite	18	BLAG10000191	3.045514400992432	5.976697284557907
somite	19	BLAG05001484	3.0333855730881156	5.526010034432308
somite	20	BLAG14000631	3.009283028198472	6.577724250335719
somite	21	BLAG01002298	2.9992976359739765	4.010908093204627
somite	22	BLAG01000752	2.981302519528106	6.303177274688256
somite	23	BLAG02001225	2.966030578821149	4.8499776436660325
somite	24	BLAG02001529	2.9192257498688705	3.350443790257741
somite	25	BLAG04001175	2.863251966190084	4.410315914302096
somite	26	BLAG17000472	2.815713748264882	4.943387524497131
somite	27	BLAG03000460	2.8011664548034307	3.987988596774958
somite	28	BLAG01002373	2.7928956559597107	4.671824076728207
somite	29	BLAG13000214	2.7777040747215613	4.190205592826963
somite	30	BLAG10000464	2.776636477153619	3.5366597360797836
somite	31	BLAG03000433	2.7472938040326387	4.06957651884622
somite	32	BLAG14001000	2.71962249153593	2.71962249153593
somite	33	BLAG10000710	2.71962249153593	2.71962249153593
somite	34	BLAG19000836	2.712618741039452	3.7242291982701023
somite	35	BLAG11000993	2.710043829236586	5.129961509406366
somite	36	BLAG12000566	2.6873315079095264	3.734239426339181
somite	37	BLAG13000790	2.67403577189317	3.734239426339181
somite	38	BLAG05000999	2.662247863144607	4.118231460940928
somite	39	BLAG06001264	2.6516640872711488	3.6935828660625236
somite	40	BLAG01001579	2.630056453134221	4.757730229366469
somite	41	BLAG05101607	2.6271687313713907	5.291345606221389
somite	42	BLAG10000675	2.604627136016657	4.483555556785153
somite	43	BLAG05000590	2.568656705291601	6.565471330575327
somite	44	BLAG90000442	2.543888134792066	4.047977198341952
somite	45	BLAG07001334	2.5394890484056756	2.5394890484056756
somite	46	BLAG15101014	2.524573833421355	6.244239582678117
somite	47	BLAG01000588	2.524541800149981	4.425399258286251
somite	48	BLAG15000204	2.522505877264347	5.8882808627663445
somite	49	BLAG07001283	2.5187868004406666	5.529324595717017
somite	50	BLAG07001306	2.5131556467142793	5.604212418366682
tailbud	1	BLAG10000671	4.097408621043206	7.0810931228119
tailbud	2	BLAG02001062	3.9370885595980276	7.004670090219894
tailbud	3	BLAG14000798	3.922163962323646	5.108986104295173
tailbud	4	BLAG10000256	3.8252842690058237	5.237785787111226
tailbud	5	BLAG03002070	3.756023044442933	5.656880502579202
tailbud	6	BLAG09000677	3.39966882952611	6.091324848253547
tailbud	7	BLAG04001719	3.3957581617025587	4.442666080132214
tailbud	8	BLAG06001083	3.3105682081567602	5.376450076560325
tailbud	9	BLAG17000294	3.2516828385308925	7.754496541150637
tailbud	10	BLAG14000287	3.112557587703179	6.004519123714097
tailbud	11	BLAG03001288	3.111989930667491	4.158897849097146
tailbud	12	BLAG05000796	3.008169052924034	3.008169052924034
tailbud	13	BLAG02001416	3.00397764121444	6.466548427955272
tailbud	14	BLAG15000523	2.9629675197188705	5.4982072296229045
tailbud	15	BLAG04001999	2.9621881232636857	4.131173294493434
tailbud	16	BLAG05001361	2.917784921385641	2.917784921385641
tailbud	17	BLAG12000626	2.8519522888927553	5.727676699738465
tailbud	18	BLAG06000650	2.827879031413542	4.948774784107685
tailbud	19	BLAG15000049	2.8085571808010856	6.004519123714097
tailbud	20	BLAG08000801	2.7812237620354576	5.416115335650252
tailbud	21	BLAG06000513	2.7405713635756577	3.761214766968793
tailbud	22	BLAG16001130	2.7392696054370504	6.000191450647783
tailbud	23	BLAG90000439	2.737135473755112	3.583533521901858
tailbud	24	BLAG05000687	2.7121071700571533	4.52180341411805
tailbud	25	BLAG19000659	2.711187633887045	4.595134698731928
tailbud	26	BLAG13000882	2.6442737546547077	3.305067970762887
tailbud	27	BLAG03002052	2.6423326359922807	3.979696373640591
tailbud	28	BLAG08000800	2.6287159211125775	4.185874443033467
tailbud	29	BLAG06000673	2.616111637826659	3.67631529227267
tailbud	30	BLAG01002583	2.6160448905274385	5.68104043649519
tailbud	31	BLAG08000803	2.5891790550621754	5.27429571200771
tailbud	32	BLAG03002073	2.5745480432744774	7.22731431379796
tailbud	33	BLAG03001267	2.5693136878579987	2.917784921385641
tailbud	34	BLAG03001558	2.529913709968536	6.245152274471552
tailbud	35	BLAG06000423	2.502103252476804	3.8394669901251146
tailbud	36	BLAG01000771	2.466860337628934	4.442666080132214
tailbud	37	BLAG07000948	2.4599925893098806	5.675054954445071
tailbud	38	BLAG07000820	2.4423607311330287	2.4423607311330287
tailbud	39	BLAG05000902	2.4423607311330287	2.4423607311330287
tailbud	40	BLAG04000146	2.4423607311330287	2.4423607311330287
tailbud	41	BLAG06001167	2.437168286672482	6.799070845448889
tailbud	42	BLAG09000812	2.3661205515509307	6.059138160647568
tailbud	43	BLAG01001675	2.357237841278688	3.008169052924034
tailbud	44	BLAG04001275	2.3555700252904943	5.360132697060695
tailbud	45	BLAG11000562	2.3531224258467653	4.679828589885211
tailbud	46	BLAG05000455	2.325391534066087	3.367310312857462
tailbud	47	BLAG16001127	2.2772807466595353	2.2772807466595353
tailbud	48	BLAG05001258	2.2772807466595353	2.2772807466595353
tailbud	49	BLAG05000582	2.2772807466595353	2.2772807466595353
tailbud	50	BLAG05000295	2.2772807466595353	2.2772807466595353
tailbud_neural	1	BLAG17000721	3.847594340927774	3.847594340927774
tailbud_neural	2	BLAG01001623	3.268842396852039	3.268842396852039
tailbud_neural	3	BLAG19000104	3.115095416820102	3.115095416820102
tailbud_neural	4	BLAG14001054	2.99685631657987	4.183678458551397
tailbud_neural	5	BLAG08000263	2.9368860995450943	6.871592357923968
tailbud_neural	6	BLAG15000206	2.9277651140442087	5.217761106304855
tailbud_neural	7	BLAG19000137	2.903811369690443	3.9244547730835784
tailbud_neural	8	BLAG14000450	2.8775468546539233	3.9244547730835784
tailbud_neural	9	BLAG08000267	2.8585074727244475	7.15536706401145
tailbud_neural	10	BLAG03000380	2.8475291104423377	7.209431669218745
tailbud_neural	11	BLAG09000457	2.7765705601639823	7.397614317416663
tailbud_neural	12	BLAG15000788	2.772428504573207	4.239195849637566
tailbud_neural	13	BLAG12000544	2.7714176247877504	2.7714176247877504
tailbud_neural	14	BLAG01000635	2.7714176247877504	2.7714176247877504
tailbud_neural	15	BLAG15000420	2.7655545612652874	5.5254529391317835
tailbud_neural	16	BLAG08000285	2.762576025114967	5.950535259066689
tailbud_neural	17	BLAG18000493	2.7573973060131762	5.969856358181728
tailbud_neural	18	BLAG16001007	2.7552418359791098	6.71079678588649
tailbud_neural	19	BLAG08000284	2.742217946865785	4.154719464971187
tailbud_neural	20	BLAG15000237	2.737632631112051	3.9244547730835784
tailbud_neural	21	BLAG01000793	2.73510678608768	4.239195849637566
tailbud_neural	22	BLAG15000232	2.717955131076579	6.567620162424053
tailbud_neural	23	BLAG09000284	2.7162239539852644	5.149517514015969
tailbud_neural	24	BLAG18000293	2.7130039354081696	6.447543255492945
tailbud_neural	25	BLAG19000755	2.7068851627517745	6.468099929720568
tailbud_neural	26	BLAG14000442	2.705030978644579	6.258693078217801
tailbud_neural	27	BLAG18100941	2.6960232045950443	4.169303786012181
tailbud_neural	28	BLAG08000293	2.6909472367585487	6.327916719322449
tailbud_neural	29	BLAG01000396	2.6841202728623363	6.138907386333153
tailbud_neural	30	BLAG01001589	2.683695268572415	6.246070472978501
tailbud_neural	31	BLAG01000633	2.6815980287347134	8.212403822291119
tailbud_neural	32	BLAG07000413	2.6636585704395626	4.890518075679497
tailbud_neural	33	BLAG09001055	2.654916469027203	4.139919289537558
tailbud_neural	34	BLAG14000451	2.653112427969353	5.661281480893387
tailbud_neural	35	BLAG15000322	2.6497471798216194	6.688895609888775
tailbud_neural	36	BLAG19000556	2.6475672793066805	8.255407111827575
tailbud_neural	37	BLAG90000363	2.6389104040023	6.925451702124268
tailbud_neural	38	BLAG17000452	2.620272451352675	8.436305620079468
tailbud_neural	39	BLAG04001623	2.6179401971675085	4.86195857687919
tailbud_neural	40	BLAG08001289	2.6121011683556876	5.506624813353223
tailbud_neural	41	BLAG19000731	2.599613824049011	4.965094526562699
tailbud_neural	42	BLAG01000634	2.5982254256838	4.911414857469852
tailbud_neural	43	BLAG16000404	2.5967791899667834	5.491302834964319
tailbud_neural	44	BLAG19000272	2.5940784592830735	4.365838254627163
tailbud_neural	45	BLAG18000812	2.59120543795369	4.400901682014587
tailbud_neural	46	BLAG07001244	2.585913993021557	7.1361792463507445
tailbud_neural	47	BLAG02001039	2.5832059745146037	5.070410616533586
tailbud_neural	48	BLAG07000021	2.58104225908254	5.97700660029142
tailbud_neural	49	BLAG13000513	2.578114974073733	2.578114974073733
tailbud_neural	50	BLAG16000907	2.5738634225869985	4.653318089377578
