File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF801THG	bam	bam		alignments	GRCh38	ENCSR359HFH	ATAC-seq	/human-donors/ENCDO701OVN/	EFO:0010866	HG03095	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF349RRX/, /files/ENCFF110MCL/, /files/ENCFF304XEX/, /files/ENCFF140XLU/, /files/ENCFF493CCB/, /files/ENCFF212UAV/, /files/ENCFF156LLT/, /files/ENCFF356LFX/	3681672558	ENCODE Processing Pipeline	18be33cb26c31a986cdf78c3f6959732		https://www.encodeproject.org/files/ENCFF801THG/@@download/ENCFF801THG.bam				released	s3://encode-public/2021/02/04/a5b4c3f7-baeb-4e04-9267-65c1f3d5dfdd/ENCFF801THG.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/a5b4c3f7-baeb-4e04-9267-65c1f3d5dfdd/ENCFF801THG.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity	unreplicated experiment	
ENCFF237APZ	bam	bam		alignments	GRCh38	ENCSR637MUF	ATAC-seq	/human-donors/ENCDO776KEU/	CLO:0025816	GM19035	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF140XLU/, /files/ENCFF356LFX/, /files/ENCFF304XEX/, /files/ENCFF493CCB/, /files/ENCFF428UDM/, /files/ENCFF766JSU/, /files/ENCFF212UAV/, /files/ENCFF110MCL/	4120004837	ENCODE Processing Pipeline	42a4544e66bb7b7fab851d4b9d8c4ec7		https://www.encodeproject.org/files/ENCFF237APZ/@@download/ENCFF237APZ.bam				released	s3://encode-public/2021/02/02/562d658c-4029-4736-b96c-5e6db18f22b8/ENCFF237APZ.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/02/562d658c-4029-4736-b96c-5e6db18f22b8/ENCFF237APZ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released		unreplicated experiment	
ENCFF785NTV	bam	bam		alignments	GRCh38	ENCSR322SBN	ATAC-seq	/human-donors/ENCDO326JNU/	EFO:0010882	HG03457	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF356LFX/, /files/ENCFF212UAV/, /files/ENCFF304XEX/, /files/ENCFF140XLU/, /files/ENCFF493CCB/, /files/ENCFF207JWF/, /files/ENCFF110MCL/, /files/ENCFF464AIO/	3038623786	ENCODE Processing Pipeline	0a34ba29d2489343677fd85e5ee62209		https://www.encodeproject.org/files/ENCFF785NTV/@@download/ENCFF785NTV.bam				released	s3://encode-public/2021/02/04/249fc250-f036-4161-a462-8ed100aa7205/ENCFF785NTV.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/249fc250-f036-4161-a462-8ed100aa7205/ENCFF785NTV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate number of reproducible peaks	unreplicated experiment	
ENCFF025ITU	bam	bam		alignments	GRCh38	ENCSR189VFC	ATAC-seq	/human-donors/ENCDO157KKR/	EFO:0010842	HG02588	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF356LFX/, /files/ENCFF110MCL/, /files/ENCFF140XLU/, /files/ENCFF493CCB/, /files/ENCFF268KUB/, /files/ENCFF304XEX/, /files/ENCFF212UAV/, /files/ENCFF639WNK/	4652334216	ENCODE Processing Pipeline	e592b054de8903cce5e2fb25f88b1c9e		https://www.encodeproject.org/files/ENCFF025ITU/@@download/ENCFF025ITU.bam				released	s3://encode-public/2021/02/01/4e90b727-efa1-4780-b535-9bfa8d71bdf3/ENCFF025ITU.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/01/4e90b727-efa1-4780-b535-9bfa8d71bdf3/ENCFF025ITU.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF403LDD	bam	bam		alignments	GRCh38	ENCSR954BDA	ATAC-seq	/human-donors/ENCDO127JBU/	CLO:0014078	GM21529	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		79					/files/ENCFF493CCB/, /files/ENCFF101HYR/, /files/ENCFF110MCL/, /files/ENCFF304XEX/, /files/ENCFF356LFX/, /files/ENCFF227WUE/, /files/ENCFF140XLU/, /files/ENCFF212UAV/	4431785572	ENCODE Processing Pipeline	5e5fd85b57e4c94c3119f4624e942a17		https://www.encodeproject.org/files/ENCFF403LDD/@@download/ENCFF403LDD.bam				released	s3://encode-public/2021/02/01/0383afec-a746-4d2c-b58a-565c8e670c1e/ENCFF403LDD.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/01/0383afec-a746-4d2c-b58a-565c8e670c1e/ENCFF403LDD.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released		unreplicated experiment	
ENCFF925NDY	bam	bam		alignments	GRCh38	ENCSR833ACP	ATAC-seq	/human-donors/ENCDO843HEK/	EFO:0010868	HG03103	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF140XLU/, /files/ENCFF550PYK/, /files/ENCFF212UAV/, /files/ENCFF090GIT/, /files/ENCFF110MCL/, /files/ENCFF304XEX/, /files/ENCFF356LFX/, /files/ENCFF493CCB/	2719714510	ENCODE Processing Pipeline	f5f8481c57b227902eb2a0f7b259bdf7		https://www.encodeproject.org/files/ENCFF925NDY/@@download/ENCFF925NDY.bam				released	s3://encode-public/2021/01/26/5a9c31b5-4651-4af0-a30f-c4fbaae578dc/ENCFF925NDY.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/5a9c31b5-4651-4af0-a30f-c4fbaae578dc/ENCFF925NDY.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	low read depth	unreplicated experiment	
ENCFF230HVR	bam	bam		alignments	GRCh38	ENCSR905PWV	ATAC-seq	/human-donors/ENCDO258VYL/	EFO:0010843	HG02610	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF212UAV/, /files/ENCFF493CCB/, /files/ENCFF140XLU/, /files/ENCFF356LFX/, /files/ENCFF304XEX/, /files/ENCFF346HYN/, /files/ENCFF482QKQ/, /files/ENCFF110MCL/	6641317041	ENCODE Processing Pipeline	7eed78f47dea039f1532eb0605286b18		https://www.encodeproject.org/files/ENCFF230HVR/@@download/ENCFF230HVR.bam				released	s3://encode-public/2021/01/26/0534448a-84aa-428b-b649-72566d1356a9/ENCFF230HVR.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/0534448a-84aa-428b-b649-72566d1356a9/ENCFF230HVR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF795UPB	bam	bam		alignments	GRCh38	ENCSR409YCK	ATAC-seq	/human-donors/ENCDO358TTL/	EFO:0010837	GM19043	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		79					/files/ENCFF493CCB/, /files/ENCFF110MCL/, /files/ENCFF423UPH/, /files/ENCFF304XEX/, /files/ENCFF140XLU/, /files/ENCFF212UAV/, /files/ENCFF061JSG/, /files/ENCFF356LFX/	2414845180	ENCODE Processing Pipeline	e819bcc97f4366407fc09e7dbae5dcc3		https://www.encodeproject.org/files/ENCFF795UPB/@@download/ENCFF795UPB.bam				released	s3://encode-public/2021/02/04/eeef5f78-d095-4a20-9207-dce78888c962/ENCFF795UPB.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/eeef5f78-d095-4a20-9207-dce78888c962/ENCFF795UPB.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	low read depth	unreplicated experiment	
ENCFF204XQS	bam	bam		alignments	GRCh38	ENCSR084FHK	ATAC-seq	/human-donors/ENCDO883LPF/	EFO:0005332	GM18505	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF140XLU/, /files/ENCFF356LFX/, /files/ENCFF212UAV/, /files/ENCFF630ZOT/, /files/ENCFF110MCL/, /files/ENCFF304XEX/, /files/ENCFF051VJF/, /files/ENCFF493CCB/	4215300033	ENCODE Processing Pipeline	32950e9b2e0d0f218d71c5fd2a2fbd39		https://www.encodeproject.org/files/ENCFF204XQS/@@download/ENCFF204XQS.bam				released	s3://encode-public/2021/01/22/de54434c-ffda-4a2d-8b55-b1f531406db2/ENCFF204XQS.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/22/de54434c-ffda-4a2d-8b55-b1f531406db2/ENCFF204XQS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released		unreplicated experiment	
ENCFF932BSQ	bam	bam		alignments	GRCh38	ENCSR357WQH	ATAC-seq	/human-donors/ENCDO792AYC/	CLO:0024919	GM18508	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		79					/files/ENCFF493CCB/, /files/ENCFF212UAV/, /files/ENCFF710FXY/, /files/ENCFF110MCL/, /files/ENCFF304XEX/, /files/ENCFF356LFX/, /files/ENCFF140XLU/, /files/ENCFF037CGZ/	2788768307	ENCODE Processing Pipeline	91a668c8d93a5be0cca6ce8aab7e6647		https://www.encodeproject.org/files/ENCFF932BSQ/@@download/ENCFF932BSQ.bam				released	s3://encode-public/2021/01/26/7b1a95e1-0db2-4c25-b6b5-7b077f272c40/ENCFF932BSQ.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/7b1a95e1-0db2-4c25-b6b5-7b077f272c40/ENCFF932BSQ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate number of reproducible peaks	insufficient read depth, unreplicated experiment	
ENCFF079OKV	bam	bam		alignments	GRCh38	ENCSR604YEQ	ATAC-seq	/human-donors/ENCDO038ZPT/	EFO:0010853	HG02884	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		79					/files/ENCFF212UAV/, /files/ENCFF110MCL/, /files/ENCFF807RWI/, /files/ENCFF140XLU/, /files/ENCFF951VIE/, /files/ENCFF304XEX/, /files/ENCFF356LFX/, /files/ENCFF493CCB/	3108463412	ENCODE Processing Pipeline	e39262832afac99d3ae5e436abca0fb3		https://www.encodeproject.org/files/ENCFF079OKV/@@download/ENCFF079OKV.bam				released	s3://encode-public/2021/02/01/a19f7299-60d5-4097-900e-3c16abb38d33/ENCFF079OKV.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/01/a19f7299-60d5-4097-900e-3c16abb38d33/ENCFF079OKV.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF443RUI	bam	bam		alignments	GRCh38	ENCSR233HSC	ATAC-seq	/human-donors/ENCDO468IXT/	CLO:0014886	GM21723	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF146FGN/, /files/ENCFF212UAV/, /files/ENCFF140XLU/, /files/ENCFF356LFX/, /files/ENCFF147NDK/, /files/ENCFF110MCL/, /files/ENCFF493CCB/, /files/ENCFF304XEX/	5266975175	ENCODE Processing Pipeline	3f9999d6fb1ffdf8138583624ac224c0		https://www.encodeproject.org/files/ENCFF443RUI/@@download/ENCFF443RUI.bam				released	s3://encode-public/2021/02/02/14a26e56-43c4-4e5b-b4c9-b7264b45a879/ENCFF443RUI.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/02/14a26e56-43c4-4e5b-b4c9-b7264b45a879/ENCFF443RUI.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF589DFL	bam	bam		alignments	GRCh38	ENCSR304ZDQ	ATAC-seq	/human-donors/ENCDO643GCU/	CLO:0026245	GM18873	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		79					/files/ENCFF110MCL/, /files/ENCFF356LFX/, /files/ENCFF493CCB/, /files/ENCFF697GRX/, /files/ENCFF140XLU/, /files/ENCFF304XEX/, /files/ENCFF471KCR/, /files/ENCFF212UAV/	5778728070	ENCODE Processing Pipeline	448d37aff0a92a77e7650a9463f9e2fb		https://www.encodeproject.org/files/ENCFF589DFL/@@download/ENCFF589DFL.bam				released	s3://encode-public/2021/02/02/d8ba9d5c-6eae-4b89-8301-491e68cff48d/ENCFF589DFL.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/02/d8ba9d5c-6eae-4b89-8301-491e68cff48d/ENCFF589DFL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate number of reproducible peaks, moderate library complexity, mild to moderate bottlenecking	low FRiP score, unreplicated experiment	
ENCFF009NCL	bam	bam		alignments	GRCh38	ENCSR000RBT	ATAC-seq	/human-donors/ENCDO250WAH/	EFO:0010889	HG03571	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF304XEX/, /files/ENCFF212UAV/, /files/ENCFF267XLH/, /files/ENCFF110MCL/, /files/ENCFF493CCB/, /files/ENCFF690FIK/, /files/ENCFF140XLU/, /files/ENCFF356LFX/	3433534339	ENCODE Processing Pipeline	d277ed4a324e8fd0b0dd71e8e1564fe4		https://www.encodeproject.org/files/ENCFF009NCL/@@download/ENCFF009NCL.bam				released	s3://encode-public/2021/01/26/1da03d02-fcbe-4300-b220-f1e8b12fa9c9/ENCFF009NCL.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/1da03d02-fcbe-4300-b220-f1e8b12fa9c9/ENCFF009NCL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released		unreplicated experiment	
ENCFF301DFZ	bam	bam		alignments	GRCh38	ENCSR335JVB	ATAC-seq	/human-donors/ENCDO805VUT/	CLO:0027429	GM19372	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF110MCL/, /files/ENCFF140XLU/, /files/ENCFF304XEX/, /files/ENCFF493CCB/, /files/ENCFF957IGD/, /files/ENCFF212UAV/, /files/ENCFF951LZK/, /files/ENCFF356LFX/	2736149117	ENCODE Processing Pipeline	67325ceba10b19f26573823859d5bd93		https://www.encodeproject.org/files/ENCFF301DFZ/@@download/ENCFF301DFZ.bam				released	s3://encode-public/2021/02/01/1e7f9451-0b7f-45c8-8e91-ac451b37be40/ENCFF301DFZ.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/01/1e7f9451-0b7f-45c8-8e91-ac451b37be40/ENCFF301DFZ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	low read depth, moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF572IWC	bam	bam		alignments	GRCh38	ENCSR917WJS	ATAC-seq	/human-donors/ENCDO059XUW/	CLO:0026235	GM18909	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		79					/files/ENCFF344YVS/, /files/ENCFF304XEX/, /files/ENCFF140XLU/, /files/ENCFF212UAV/, /files/ENCFF356LFX/, /files/ENCFF110MCL/, /files/ENCFF493CCB/, /files/ENCFF914WXE/	7492452690	ENCODE Processing Pipeline	ea9fa1b8e95dcf7be3543af93120e557		https://www.encodeproject.org/files/ENCFF572IWC/@@download/ENCFF572IWC.bam				released	s3://encode-public/2021/01/26/514161c5-6dec-4ede-8bf6-a8238cbec467/ENCFF572IWC.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/514161c5-6dec-4ede-8bf6-a8238cbec467/ENCFF572IWC.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	mild to moderate bottlenecking	poor library complexity, unreplicated experiment	
ENCFF138ZQZ	bam	bam		alignments	GRCh38	ENCSR580JBA	ATAC-seq	/human-donors/ENCDO847POS/	CLO:0026253	GM18868	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF304XEX/, /files/ENCFF356LFX/, /files/ENCFF110MCL/, /files/ENCFF212UAV/, /files/ENCFF140XLU/, /files/ENCFF452KIV/, /files/ENCFF493CCB/, /files/ENCFF497XOU/	5921325798	ENCODE Processing Pipeline	bcb8429eec182ef72fdd817adf931875		https://www.encodeproject.org/files/ENCFF138ZQZ/@@download/ENCFF138ZQZ.bam				released	s3://encode-public/2021/02/04/e3b623d4-155b-4d90-912e-09384c6145f7/ENCFF138ZQZ.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/04/e3b623d4-155b-4d90-912e-09384c6145f7/ENCFF138ZQZ.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF326QXM	bam	bam		alignments	GRCh38	ENCSR376YMU	ATAC-seq	/human-donors/ENCDO636RFX/	EFO:0010880	HG03439	cell line	Homo sapiens											DNA						2021-02-10	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF304XEX/, /files/ENCFF110MCL/, /files/ENCFF493CCB/, /files/ENCFF260SWB/, /files/ENCFF576QAR/, /files/ENCFF140XLU/, /files/ENCFF356LFX/, /files/ENCFF212UAV/	4675991574	ENCODE Processing Pipeline	a794b3660f7991e0c22b360578f05520		https://www.encodeproject.org/files/ENCFF326QXM/@@download/ENCFF326QXM.bam				released	s3://encode-public/2021/01/14/d76e1572-5fda-4091-92e7-12e7b0eae96f/ENCFF326QXM.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/14/d76e1572-5fda-4091-92e7-12e7b0eae96f/ENCFF326QXM.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF720BLR	bam	bam		alignments	GRCh38	ENCSR854ZBA	ATAC-seq	/human-donors/ENCDO021AFR/	EFO:0010850	HG02840	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF493CCB/, /files/ENCFF356LFX/, /files/ENCFF110MCL/, /files/ENCFF212UAV/, /files/ENCFF140XLU/, /files/ENCFF304XEX/, /files/ENCFF069NWJ/, /files/ENCFF726MBY/	3801439239	ENCODE Processing Pipeline	9f3be2a35c75c9b7b0f73290883b1591		https://www.encodeproject.org/files/ENCFF720BLR/@@download/ENCFF720BLR.bam				released	s3://encode-public/2021/01/26/8bcf3e2b-0a49-44f0-a0f9-c5486c5f70f2/ENCFF720BLR.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/8bcf3e2b-0a49-44f0-a0f9-c5486c5f70f2/ENCFF720BLR.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate number of reproducible peaks, moderate library complexity, mild to moderate bottlenecking	low FRiP score, unreplicated experiment	
ENCFF320DVY	bam	bam		alignments	GRCh38	ENCSR857MCZ	ATAC-seq	/human-donors/ENCDO852FCI/	EFO:0010857	HG02970	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF493CCB/, /files/ENCFF304XEX/, /files/ENCFF140XLU/, /files/ENCFF110MCL/, /files/ENCFF953PUJ/, /files/ENCFF212UAV/, /files/ENCFF356LFX/, /files/ENCFF977CLJ/	3938094024	ENCODE Processing Pipeline	568d0f46cebc18002763434f95dc9969		https://www.encodeproject.org/files/ENCFF320DVY/@@download/ENCFF320DVY.bam				released	s3://encode-public/2021/02/01/628414ff-9456-4aec-a3ae-4a76ccb80612/ENCFF320DVY.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/01/628414ff-9456-4aec-a3ae-4a76ccb80612/ENCFF320DVY.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate number of reproducible peaks, moderate library complexity, mild to moderate bottlenecking	low FRiP score, unreplicated experiment	
ENCFF710GAW	bam	bam		alignments	GRCh38	ENCSR208HAP	ATAC-seq	/human-donors/ENCDO908EMH/	EFO:0010859	HG02981	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF356LFX/, /files/ENCFF140XLU/, /files/ENCFF110MCL/, /files/ENCFF304XEX/, /files/ENCFF633GAD/, /files/ENCFF556MHF/, /files/ENCFF212UAV/, /files/ENCFF493CCB/	3874041272	ENCODE Processing Pipeline	11dd81e1ad971b39d9bead2d86be4800		https://www.encodeproject.org/files/ENCFF710GAW/@@download/ENCFF710GAW.bam				released	s3://encode-public/2021/01/26/336dda3a-ca04-45ff-8122-921ee0ccf894/ENCFF710GAW.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/336dda3a-ca04-45ff-8122-921ee0ccf894/ENCFF710GAW.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF717IQY	bam	bam		alignments	GRCh38	ENCSR512YXO	ATAC-seq	/human-donors/ENCDO740GUO/	CLO:0015895	GM21381	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF140XLU/, /files/ENCFF356LFX/, /files/ENCFF886PDU/, /files/ENCFF304XEX/, /files/ENCFF110MCL/, /files/ENCFF493CCB/, /files/ENCFF183QIR/, /files/ENCFF212UAV/	3967229734	ENCODE Processing Pipeline	e1b9fae15f7e5383bb0751d129cd1c64		https://www.encodeproject.org/files/ENCFF717IQY/@@download/ENCFF717IQY.bam				released	s3://encode-public/2021/01/26/d58eac5f-b12d-48b6-8662-1e0b3b70d7ff/ENCFF717IQY.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/d58eac5f-b12d-48b6-8662-1e0b3b70d7ff/ENCFF717IQY.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
ENCFF603MOL	bam	bam		alignments	GRCh38	ENCSR312UCH	ATAC-seq	/human-donors/ENCDO531WGA/	CLO:0024886	GM18519	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		80					/files/ENCFF999YSU/, /files/ENCFF356LFX/, /files/ENCFF140XLU/, /files/ENCFF493CCB/, /files/ENCFF110MCL/, /files/ENCFF304XEX/, /files/ENCFF104PTG/, /files/ENCFF212UAV/	4331375986	ENCODE Processing Pipeline	95519f4b652c60947be8060a030e295d		https://www.encodeproject.org/files/ENCFF603MOL/@@download/ENCFF603MOL.bam				released	s3://encode-public/2021/02/01/8d94163f-7a03-4d6a-bb24-14929d787a3c/ENCFF603MOL.bam	https://datasetencode.blob.core.windows.net/dataset/2021/02/01/8d94163f-7a03-4d6a-bb24-14929d787a3c/ENCFF603MOL.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	low FRiP score, unreplicated experiment	
ENCFF497QOS	bam	bam		alignments	GRCh38	ENCSR824DUE	ATAC-seq	/human-donors/ENCDO965KAC/	EFO:0010878	HG03378	cell line	Homo sapiens											DNA						2021-02-11	ENCODE		chemical (Tn5 transposase)		1	1_1		79					/files/ENCFF212UAV/, /files/ENCFF304XEX/, /files/ENCFF110MCL/, /files/ENCFF356LFX/, /files/ENCFF493CCB/, /files/ENCFF926WMO/, /files/ENCFF530LMB/, /files/ENCFF140XLU/	7113900818	ENCODE Processing Pipeline	46acb3a0393066804a51767793656192		https://www.encodeproject.org/files/ENCFF497QOS/@@download/ENCFF497QOS.bam				released	s3://encode-public/2021/01/26/f8f900be-baa4-4739-b40e-7bce159aa1c2/ENCFF497QOS.bam	https://datasetencode.blob.core.windows.net/dataset/2021/01/26/f8f900be-baa4-4739-b40e-7bce159aa1c2/ENCFF497QOS.bam?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	ENCODE4 v1.9.1 GRCh38	released	moderate library complexity, mild to moderate bottlenecking	unreplicated experiment	
