cluster	eye	value	gene
10	eye2	0.0021218876	C1QA
11	eye1	0.028358351	C1QA
11	eye2	0.0	C1QA
12	eye1	0.0	C1QA
12	eye2	0.007398165	C1QA
13	eye1	0.0047749104	C1QA
13	eye2	0.0	C1QA
14	eye1	0.0	C1QA
14	eye2	0.0	C1QA
15	eye1	0.0	C1QA
15	eye2	0.0	C1QA
16	eye1	0.0075821416	C1QA
16	eye2	0.0	C1QA
17	eye1	0.0	C1QA
17	eye2	0.0	C1QA
18	eye1	0.0064096316	C1QA
18	eye2	0.0	C1QA
19	eye1	0.02036301	C1QA
19	eye2	0.0	C1QA
2	eye1	0.0	C1QA
2	eye2	0.0054537524	C1QA
20	eye1	0.0	C1QA
20	eye2	0.0	C1QA
21	eye1	0.0	C1QA
21	eye2	0.0	C1QA
22	eye1	0.02352244	C1QA
22	eye2	0.0	C1QA
23	eye1	0.0	C1QA
23	eye2	0.041473158	C1QA
24	eye1	0.0	C1QA
24	eye2	0.0	C1QA
25	eye1	0.0	C1QA
25	eye2	0.0	C1QA
3	eye1	0.00625629	C1QA
3	eye2	0.0036973106	C1QA
4	eye1	0.0	C1QA
4	eye2	0.011918852	C1QA
5	eye1	0.0029830541	C1QA
5	eye2	0.0	C1QA
6	eye1	0.0043549836	C1QA
6	eye2	0.0049791015	C1QA
7	eye1	0.0058541796	C1QA
7	eye2	0.0	C1QA
8	eye1	0.007280774	C1QA
8	eye2	0.007959559	C1QA
9	eye1	0.004801786	C1QA
9	eye2	0.012341033	C1QA
0	eye1	0.0049158465	C1QB
0	eye2	0.014538797	C1QB
1	eye1	0.00747412	C1QB
1	eye2	0.017053023	C1QB
10	eye1	0.008980995	C1QB
10	eye2	0.008835765	C1QB
11	eye1	0.0054359287	C1QB
11	eye2	0.006575205	C1QB
12	eye1	0.0	C1QB
12	eye2	0.0	C1QB
13	eye1	0.0	C1QB
13	eye2	0.0114636915	C1QB
14	eye1	0.0	C1QB
14	eye2	0.0062159793	C1QB
15	eye1	0.0	C1QB
15	eye2	0.0	C1QB
16	eye1	0.0	C1QB
16	eye2	0.0	C1QB
17	eye1	0.0	C1QB
17	eye2	0.0	C1QB
18	eye1	0.0	C1QB
18	eye2	0.0	C1QB
19	eye1	0.0152044175	C1QB
19	eye2	0.0	C1QB
2	eye1	0.012776275	C1QB
2	eye2	0.0068309726	C1QB
20	eye1	0.012293688	C1QB
20	eye2	0.0	C1QB
21	eye1	0.0	C1QB
21	eye2	0.0	C1QB
22	eye1	0.0	C1QB
22	eye2	0.027776748	C1QB
23	eye1	0.0076359985	C1QB
23	eye2	0.0	C1QB
24	eye1	0.0	C1QB
24	eye2	0.029405626	C1QB
25	eye1	0.0	C1QB
25	eye2	0.0	C1QB
3	eye1	0.0069682384	C1QB
3	eye2	0.0074042813	C1QB
4	eye1	0.0054778187	C1QB
4	eye2	0.004400749	C1QB
5	eye1	0.0069443956	C1QB
5	eye2	0.011807287	C1QB
6	eye1	0.006440166	C1QB
6	eye2	0.012815096	C1QB
7	eye1	0.0034435526	C1QB
7	eye2	0.015257018	C1QB
8	eye1	0.0062339236	C1QB
8	eye2	0.01931695	C1QB
9	eye1	0.0	C1QB
9	eye2	0.005193574	C1QB
0	eye1	0.0016709989	C1QC
0	eye2	0.001382963	C1QC
1	eye1	0.0020015796	C1QC
1	eye2	0.0047177286	C1QC
10	eye1	0.006912946	C1QC
10	eye2	0.004307994	C1QC
11	eye1	0.0066845254	C1QC
11	eye2	0.0	C1QC
12	eye1	0.0	C1QC
12	eye2	0.0	C1QC
13	eye1	0.002389021	C1QC
13	eye2	0.005463984	C1QC
14	eye1	0.0	C1QC
14	eye2	0.0	C1QC
15	eye1	0.0	C1QC
15	eye2	0.0	C1QC
16	eye1	0.0	C1QC
16	eye2	0.0	C1QC
17	eye1	0.0	C1QC
17	eye2	0.0	C1QC
18	eye1	0.0	C1QC
18	eye2	0.0	C1QC
19	eye1	0.0	C1QC
19	eye2	0.0	C1QC
2	eye1	0.0	C1QC
2	eye2	0.0	C1QC
20	eye1	0.0	C1QC
20	eye2	0.0	C1QC
21	eye1	0.0	C1QC
21	eye2	0.022248462	C1QC
22	eye1	0.020344673	C1QC
22	eye2	0.0	C1QC
23	eye1	0.0	C1QC
23	eye2	0.0	C1QC
24	eye1	0.0	C1QC
24	eye2	0.0	C1QC
25	eye1	0.0	C1QC
25	eye2	0.0	C1QC
3	eye1	0.0060716765	C1QC
3	eye2	0.0020750968	C1QC
4	eye1	0.0026542482	C1QC
4	eye2	0.0	C1QC
5	eye1	0.0029498166	C1QC
5	eye2	0.0019552724	C1QC
6	eye1	0.0	C1QC
6	eye2	0.001936841	C1QC
7	eye1	0.0	C1QC
7	eye2	0.0	C1QC
8	eye1	0.0043714335	C1QC
8	eye2	0.0082955165	C1QC
9	eye1	0.0	C1QC
9	eye2	0.0031910941	C1QC
0	eye1	0.0011352741	AIF1
0	eye2	0.0014228431	AIF1
1	eye1	0.002006854	AIF1
1	eye2	0.0	AIF1
10	eye1	0.0	AIF1
10	eye2	0.0036865477	AIF1
11	eye1	0.0	AIF1
11	eye2	0.0	AIF1
12	eye1	0.0	AIF1
12	eye2	0.0	AIF1
13	eye1	0.012012392	AIF1
13	eye2	0.0	AIF1
14	eye1	0.0	AIF1
14	eye2	0.0	AIF1
15	eye1	0.0	AIF1
15	eye2	0.0	AIF1
16	eye1	0.0	AIF1
16	eye2	0.007080992	AIF1
17	eye1	0.0	AIF1
17	eye2	0.0	AIF1
18	eye1	0.0	AIF1
18	eye2	0.0	AIF1
19	eye1	0.0059371935	AIF1
19	eye2	0.0	AIF1
2	eye1	0.0025683674	AIF1
2	eye2	0.0	AIF1
20	eye1	0.016986962	AIF1
20	eye2	0.0	AIF1
21	eye1	0.0	AIF1
21	eye2	0.0	AIF1
22	eye1	0.022041649	AIF1
22	eye2	0.0	AIF1
23	eye1	0.0	AIF1
23	eye2	0.0	AIF1
24	eye1	0.051484533	AIF1
24	eye2	0.0	AIF1
25	eye1	0.0	AIF1
25	eye2	0.0	AIF1
3	eye1	0.0	AIF1
3	eye2	0.0037445403	AIF1
4	eye1	0.0023783739	AIF1
4	eye2	0.0	AIF1
5	eye1	0.0	AIF1
5	eye2	0.0	AIF1
6	eye1	0.0037036012	AIF1
6	eye2	0.0	AIF1
7	eye1	0.0040832167	AIF1
7	eye2	0.0	AIF1
8	eye1	0.0	AIF1
8	eye2	0.0018371947	AIF1
9	eye1	0.0	AIF1
9	eye2	0.0027489748	AIF1
0	eye1	0.001050259	CD68
0	eye2	0.0	CD68
1	eye1	0.0	CD68
1	eye2	0.0	CD68
10	eye1	0.0	CD68
10	eye2	0.0	CD68
11	eye1	0.0	CD68
11	eye2	0.0	CD68
12	eye1	0.007900398	CD68
12	eye2	0.0	CD68
13	eye1	0.0	CD68
13	eye2	0.0	CD68
14	eye1	0.0	CD68
14	eye2	0.0	CD68
15	eye1	0.0	CD68
15	eye2	0.0	CD68
16	eye1	0.0	CD68
16	eye2	0.0	CD68
17	eye1	0.0	CD68
17	eye2	0.016266339	CD68
18	eye1	0.0	CD68
18	eye2	0.0	CD68
19	eye1	0.0	CD68
19	eye2	0.0238738	CD68
2	eye1	0.0024505102	CD68
2	eye2	0.0	CD68
20	eye1	0.0	CD68
20	eye2	0.0	CD68
21	eye1	0.0	CD68
21	eye2	0.0	CD68
22	eye1	0.0	CD68
22	eye2	0.02180739	CD68
23	eye1	0.006884743	CD68
23	eye2	0.0	CD68
24	eye1	0.0	CD68
24	eye2	0.0	CD68
25	eye1	0.0	CD68
25	eye2	0.0	CD68
3	eye1	0.0	CD68
3	eye2	0.0	CD68
4	eye1	0.0	CD68
4	eye2	0.0	CD68
5	eye1	0.0	CD68
5	eye2	0.0014867812	CD68
6	eye1	0.0	CD68
6	eye2	0.0	CD68
7	eye1	0.0031388178	CD68
7	eye2	0.0	CD68
8	eye1	0.0	CD68
8	eye2	0.0017707328	CD68
9	eye1	0.0	CD68
9	eye2	0.003042929	CD68
0	eye1	0.0	IL1B
0	eye2	0.0	IL1B
1	eye1	0.0	IL1B
1	eye2	0.0	IL1B
10	eye1	0.0027512936	IL1B
10	eye2	0.0	IL1B
11	eye1	0.0	IL1B
11	eye2	0.0	IL1B
12	eye1	0.0	IL1B
12	eye2	0.0	IL1B
13	eye1	0.0	IL1B
13	eye2	0.0	IL1B
14	eye1	0.0	IL1B
14	eye2	0.0	IL1B
15	eye1	0.0	IL1B
15	eye2	0.0	IL1B
16	eye1	0.0	IL1B
16	eye2	0.0	IL1B
17	eye1	0.0	IL1B
17	eye2	0.0	IL1B
18	eye1	0.0	IL1B
18	eye2	0.0	IL1B
19	eye1	0.0	IL1B
19	eye2	0.0	IL1B
2	eye1	0.0	IL1B
2	eye2	0.0	IL1B
20	eye1	0.0	IL1B
20	eye2	0.0	IL1B
21	eye1	0.02932845	IL1B
21	eye2	0.0	IL1B
22	eye1	0.0	IL1B
22	eye2	0.0	IL1B
23	eye1	0.0	IL1B
23	eye2	0.0	IL1B
24	eye1	0.0	IL1B
24	eye2	0.0	IL1B
25	eye1	0.0	IL1B
25	eye2	0.0	IL1B
3	eye1	0.0	IL1B
3	eye2	0.0	IL1B
4	eye1	0.002674535	IL1B
4	eye2	0.0020464591	IL1B
5	eye1	0.0	IL1B
5	eye2	0.0	IL1B
6	eye1	0.0	IL1B
6	eye2	0.0	IL1B
7	eye1	0.0	IL1B
7	eye2	0.0	IL1B
8	eye1	0.32344767	IL1B
8	eye2	0.0	IL1B
9	eye1	0.0	IL1B
9	eye2	0.0	IL1B
0	eye1	0.0	TNF
0	eye2	0.0	TNF
1	eye1	0.0	TNF
1	eye2	0.0	TNF
10	eye1	0.0	TNF
10	eye2	0.0	TNF
11	eye1	0.0	TNF
11	eye2	0.0	TNF
12	eye1	0.0	TNF
12	eye2	0.0	TNF
13	eye1	0.0	TNF
13	eye2	0.0	TNF
14	eye1	0.0	TNF
14	eye2	0.0	TNF
15	eye1	0.0	TNF
15	eye2	0.0	TNF
16	eye1	0.0	TNF
16	eye2	0.0	TNF
17	eye1	0.0	TNF
17	eye2	0.0	TNF
18	eye1	0.0	TNF
18	eye2	0.0	TNF
19	eye1	0.0	TNF
19	eye2	0.0	TNF
2	eye1	0.0	TNF
2	eye2	0.0	TNF
20	eye1	0.0	TNF
20	eye2	0.0	TNF
21	eye1	0.0	TNF
21	eye2	0.0	TNF
22	eye1	0.0	TNF
22	eye2	0.0	TNF
23	eye1	0.0	TNF
23	eye2	0.0	TNF
24	eye1	0.0	TNF
24	eye2	0.0	TNF
25	eye1	0.0	TNF
25	eye2	0.0	TNF
3	eye1	0.0	TNF
3	eye2	0.0	TNF
4	eye1	0.0	TNF
4	eye2	0.0	TNF
5	eye1	0.0	TNF
5	eye2	0.0	TNF
6	eye1	0.0	TNF
6	eye2	0.0	TNF
7	eye1	0.0	TNF
7	eye2	0.0	TNF
8	eye1	0.0	TNF
8	eye2	0.0	TNF
9	eye1	0.0	TNF
9	eye2	0.0	TNF
0	eye1	0.0	IL6
0	eye2	0.0	IL6
1	eye1	0.0	IL6
1	eye2	0.0	IL6
10	eye1	0.0	IL6
10	eye2	0.0	IL6
11	eye1	0.0	IL6
11	eye2	0.0	IL6
12	eye1	0.0	IL6
12	eye2	0.0	IL6
13	eye1	0.0	IL6
13	eye2	0.0	IL6
14	eye1	0.0	IL6
14	eye2	0.0	IL6
15	eye1	0.0	IL6
15	eye2	0.0	IL6
16	eye1	0.0	IL6
16	eye2	0.0	IL6
17	eye1	0.0	IL6
17	eye2	0.0	IL6
18	eye1	0.0	IL6
18	eye2	0.0	IL6
19	eye1	0.0	IL6
19	eye2	0.0	IL6
2	eye1	0.0	IL6
2	eye2	0.0	IL6
20	eye1	0.0	IL6
20	eye2	0.0	IL6
21	eye1	0.0	IL6
21	eye2	0.0	IL6
22	eye1	0.0	IL6
22	eye2	0.0	IL6
23	eye1	0.0	IL6
23	eye2	0.0	IL6
24	eye1	0.0	IL6
24	eye2	0.0	IL6
25	eye1	0.0	IL6
25	eye2	0.0	IL6
3	eye1	0.0	IL6
3	eye2	0.0	IL6
4	eye1	0.0	IL6
4	eye2	0.0	IL6
5	eye1	0.0	IL6
5	eye2	0.0	IL6
6	eye1	0.0	IL6
6	eye2	0.0	IL6
7	eye1	0.0	IL6
7	eye2	0.0	IL6
8	eye1	0.32040846	IL6
8	eye2	0.004620328	IL6
9	eye1	0.0	IL6
9	eye2	0.0	IL6
0	eye1	0.0	CXCL8
0	eye2	0.0	CXCL8
1	eye1	0.0	CXCL8
1	eye2	0.0	CXCL8
10	eye1	0.0	CXCL8
10	eye2	0.0	CXCL8
11	eye1	0.0	CXCL8
11	eye2	0.0	CXCL8
12	eye1	0.0	CXCL8
12	eye2	0.0	CXCL8
13	eye1	0.0	CXCL8
13	eye2	0.0	CXCL8
14	eye1	0.0	CXCL8
14	eye2	0.0	CXCL8
15	eye1	0.0	CXCL8
15	eye2	0.0	CXCL8
16	eye1	0.0	CXCL8
16	eye2	0.0	CXCL8
17	eye1	0.0	CXCL8
17	eye2	0.0	CXCL8
18	eye1	0.0	CXCL8
18	eye2	0.0	CXCL8
19	eye1	0.0	CXCL8
19	eye2	0.0	CXCL8
2	eye1	0.0	CXCL8
2	eye2	0.0	CXCL8
20	eye1	0.0	CXCL8
20	eye2	0.0	CXCL8
21	eye1	0.0	CXCL8
21	eye2	0.0	CXCL8
22	eye1	0.0	CXCL8
22	eye2	0.0	CXCL8
23	eye1	0.0	CXCL8
23	eye2	0.0	CXCL8
24	eye1	0.0	CXCL8
24	eye2	0.0	CXCL8
25	eye1	0.0	CXCL8
25	eye2	0.0	CXCL8
3	eye1	0.0	CXCL8
3	eye2	0.0018296174	CXCL8
4	eye1	0.0	CXCL8
4	eye2	0.0	CXCL8
5	eye1	0.0	CXCL8
5	eye2	0.0	CXCL8
6	eye1	0.0	CXCL8
6	eye2	0.0	CXCL8
7	eye1	0.0	CXCL8
7	eye2	0.0	CXCL8
8	eye1	0.0997044	CXCL8
8	eye2	0.0	CXCL8
9	eye1	0.0	CXCL8
9	eye2	0.0	CXCL8
0	eye1	0.000969211	CCL2
0	eye2	0.0009032886	CCL2
1	eye1	0.0013690529	CCL2
1	eye2	0.0	CCL2
10	eye1	0.0	CCL2
10	eye2	0.0	CCL2
11	eye1	0.0	CCL2
11	eye2	0.0	CCL2
12	eye1	0.0	CCL2
12	eye2	0.005608619	CCL2
13	eye1	0.0055967863	CCL2
13	eye2	0.0	CCL2
14	eye1	0.0	CCL2
14	eye2	0.0	CCL2
15	eye1	0.0	CCL2
15	eye2	0.0	CCL2
16	eye1	0.0	CCL2
16	eye2	0.0071058287	CCL2
17	eye1	0.007618904	CCL2
17	eye2	0.0	CCL2
18	eye1	0.0	CCL2
18	eye2	0.018448872	CCL2
19	eye1	0.010076188	CCL2
19	eye2	0.0	CCL2
2	eye1	0.0035011584	CCL2
2	eye2	0.0030808225	CCL2
20	eye1	0.0	CCL2
20	eye2	0.0	CCL2
21	eye1	0.0	CCL2
21	eye2	0.0	CCL2
22	eye1	0.0	CCL2
22	eye2	0.0	CCL2
23	eye1	0.0	CCL2
23	eye2	0.0	CCL2
24	eye1	0.0	CCL2
24	eye2	0.0	CCL2
25	eye1	0.0	CCL2
25	eye2	0.0	CCL2
3	eye1	0.0	CCL2
3	eye2	0.0022279457	CCL2
4	eye1	0.0	CCL2
4	eye2	0.0	CCL2
5	eye1	0.0	CCL2
5	eye2	0.0	CCL2
6	eye1	0.0	CCL2
6	eye2	0.0	CCL2
7	eye1	0.0	CCL2
7	eye2	0.0	CCL2
8	eye1	0.24636361	CCL2
8	eye2	0.013071942	CCL2
9	eye1	0.0	CCL2
9	eye2	0.0	CCL2
0	eye1	0.0	CXCL10
0	eye2	0.0	CXCL10
1	eye1	0.0	CXCL10
1	eye2	0.0	CXCL10
10	eye1	0.0	CXCL10
10	eye2	0.0	CXCL10
11	eye1	0.0	CXCL10
11	eye2	0.0	CXCL10
12	eye1	0.0	CXCL10
12	eye2	0.0	CXCL10
13	eye1	0.0	CXCL10
13	eye2	0.0	CXCL10
14	eye1	0.0	CXCL10
14	eye2	0.0	CXCL10
15	eye1	0.0	CXCL10
15	eye2	0.0	CXCL10
16	eye1	0.0	CXCL10
16	eye2	0.0	CXCL10
17	eye1	0.0	CXCL10
17	eye2	0.0	CXCL10
18	eye1	0.0	CXCL10
18	eye2	0.0	CXCL10
19	eye1	0.0	CXCL10
19	eye2	0.0	CXCL10
2	eye1	0.0	CXCL10
2	eye2	0.0	CXCL10
20	eye1	0.0	CXCL10
20	eye2	0.0	CXCL10
21	eye1	0.0	CXCL10
21	eye2	0.0	CXCL10
22	eye1	0.0	CXCL10
22	eye2	0.0	CXCL10
23	eye1	0.0	CXCL10
23	eye2	0.0	CXCL10
24	eye1	0.0	CXCL10
24	eye2	0.0	CXCL10
25	eye1	0.0	CXCL10
25	eye2	0.0	CXCL10
3	eye1	0.0	CXCL10
3	eye2	0.0	CXCL10
4	eye1	0.0	CXCL10
4	eye2	0.0	CXCL10
5	eye1	0.0	CXCL10
5	eye2	0.0	CXCL10
6	eye1	0.0	CXCL10
6	eye2	0.0	CXCL10
7	eye1	0.0	CXCL10
7	eye2	0.004512959	CXCL10
8	eye1	0.39444995	CXCL10
8	eye2	0.0	CXCL10
9	eye1	0.0	CXCL10
9	eye2	0.0	CXCL10
0	eye1	0.0	CCL3
0	eye2	0.0	CCL3
1	eye1	0.0	CCL3
1	eye2	0.0	CCL3
10	eye1	0.0	CCL3
10	eye2	0.0	CCL3
11	eye1	0.0	CCL3
11	eye2	0.0	CCL3
12	eye1	0.0	CCL3
12	eye2	0.0	CCL3
13	eye1	0.0	CCL3
13	eye2	0.0	CCL3
14	eye1	0.0	CCL3
14	eye2	0.0	CCL3
15	eye1	0.0	CCL3
15	eye2	0.0	CCL3
16	eye1	0.0	CCL3
16	eye2	0.0	CCL3
17	eye1	0.0	CCL3
17	eye2	0.0	CCL3
18	eye1	0.0	CCL3
18	eye2	0.0	CCL3
19	eye1	0.0	CCL3
19	eye2	0.0	CCL3
2	eye1	0.0	CCL3
2	eye2	0.0	CCL3
20	eye1	0.0	CCL3
20	eye2	0.0	CCL3
21	eye1	0.0	CCL3
21	eye2	0.0	CCL3
22	eye1	0.0	CCL3
22	eye2	0.0	CCL3
23	eye1	0.0	CCL3
23	eye2	0.0	CCL3
24	eye1	0.0	CCL3
24	eye2	0.0	CCL3
25	eye1	0.0	CCL3
25	eye2	0.0	CCL3
3	eye1	0.0	CCL3
3	eye2	0.0	CCL3
4	eye1	0.0	CCL3
4	eye2	0.0	CCL3
5	eye1	0.0	CCL3
5	eye2	0.0	CCL3
6	eye1	0.0	CCL3
6	eye2	0.0	CCL3
7	eye1	0.0	CCL3
7	eye2	0.0	CCL3
8	eye1	0.0	CCL3
8	eye2	0.0	CCL3
9	eye1	0.0	CCL3
9	eye2	0.0	CCL3
0	eye1	0.0007521916	CCL4
0	eye2	0.0	CCL4
1	eye1	0.0	CCL4
1	eye2	0.0	CCL4
10	eye1	0.0	CCL4
10	eye2	0.0	CCL4
11	eye1	0.0	CCL4
11	eye2	0.0	CCL4
12	eye1	0.0	CCL4
12	eye2	0.0	CCL4
13	eye1	0.0	CCL4
13	eye2	0.0	CCL4
14	eye1	0.0	CCL4
14	eye2	0.0	CCL4
15	eye1	0.0	CCL4
15	eye2	0.0	CCL4
16	eye1	0.0	CCL4
16	eye2	0.0	CCL4
17	eye1	0.0	CCL4
17	eye2	0.0	CCL4
18	eye1	0.0	CCL4
18	eye2	0.0	CCL4
19	eye1	0.0	CCL4
19	eye2	0.0	CCL4
2	eye1	0.0	CCL4
2	eye2	0.0	CCL4
20	eye1	0.0	CCL4
20	eye2	0.0	CCL4
21	eye1	0.0	CCL4
21	eye2	0.0	CCL4
22	eye1	0.0	CCL4
22	eye2	0.0	CCL4
23	eye1	0.0	CCL4
23	eye2	0.0	CCL4
24	eye1	0.0	CCL4
24	eye2	0.0	CCL4
25	eye1	0.0	CCL4
25	eye2	0.0	CCL4
3	eye1	0.0	CCL4
3	eye2	0.0	CCL4
4	eye1	0.0	CCL4
4	eye2	0.0	CCL4
5	eye1	0.0	CCL4
5	eye2	0.0	CCL4
6	eye1	0.0	CCL4
6	eye2	0.0	CCL4
7	eye1	0.0	CCL4
7	eye2	0.0	CCL4
8	eye1	0.0026125056	CCL4
8	eye2	0.0	CCL4
9	eye1	0.0	CCL4
9	eye2	0.0	CCL4
0	eye1	0.0025139234	CCL5
0	eye2	0.0035826028	CCL5
1	eye1	0.0	CCL5
1	eye2	0.0017236891	CCL5
10	eye1	0.010946096	CCL5
10	eye2	0.001509991	CCL5
11	eye1	0.0	CCL5
11	eye2	0.0056588654	CCL5
12	eye1	0.0	CCL5
12	eye2	0.0	CCL5
13	eye1	0.002863998	CCL5
13	eye2	0.0	CCL5
14	eye1	0.0	CCL5
14	eye2	0.0060204747	CCL5
15	eye1	0.0	CCL5
15	eye2	0.010037483	CCL5
16	eye1	0.008185766	CCL5
16	eye2	0.0	CCL5
17	eye1	0.0	CCL5
17	eye2	0.018401109	CCL5
18	eye1	0.0	CCL5
18	eye2	0.02822894	CCL5
19	eye1	0.0	CCL5
19	eye2	0.0	CCL5
2	eye1	0.0018232897	CCL5
2	eye2	0.0	CCL5
20	eye1	0.0	CCL5
20	eye2	0.0	CCL5
21	eye1	0.0	CCL5
21	eye2	0.0	CCL5
22	eye1	0.0	CCL5
22	eye2	0.018057581	CCL5
23	eye1	0.0	CCL5
23	eye2	0.0	CCL5
24	eye1	0.0	CCL5
24	eye2	0.0	CCL5
25	eye1	0.0	CCL5
25	eye2	0.0	CCL5
3	eye1	0.002480826	CCL5
3	eye2	0.001636023	CCL5
4	eye1	0.0025444801	CCL5
4	eye2	0.0	CCL5
5	eye1	0.0049674977	CCL5
5	eye2	0.0	CCL5
6	eye1	0.0066650957	CCL5
6	eye2	0.0	CCL5
7	eye1	0.0	CCL5
7	eye2	0.0	CCL5
8	eye1	1.4630346	CCL5
8	eye2	0.00085428305	CCL5
9	eye1	0.0	CCL5
9	eye2	0.0	CCL5
0	eye1	0.108435646	NFKB1
0	eye2	0.10275848	NFKB1
1	eye1	0.0618077	NFKB1
1	eye2	0.058168687	NFKB1
10	eye1	0.14575833	NFKB1
10	eye2	0.0952198	NFKB1
11	eye1	0.062173866	NFKB1
11	eye2	0.042939235	NFKB1
12	eye1	0.06697386	NFKB1
12	eye2	0.10049058	NFKB1
13	eye1	0.30592442	NFKB1
13	eye2	0.2857608	NFKB1
14	eye1	0.16177218	NFKB1
14	eye2	0.060922388	NFKB1
15	eye1	0.2192801	NFKB1
15	eye2	0.43080962	NFKB1
16	eye1	0.40386862	NFKB1
16	eye2	0.5041768	NFKB1
17	eye1	0.06455793	NFKB1
17	eye2	0.06764203	NFKB1
18	eye1	0.124821275	NFKB1
18	eye2	0.15505923	NFKB1
19	eye1	0.35944825	NFKB1
19	eye2	0.41641644	NFKB1
2	eye1	0.11475792	NFKB1
2	eye2	0.094248995	NFKB1
20	eye1	0.08768345	NFKB1
20	eye2	0.20338863	NFKB1
21	eye1	0.06987943	NFKB1
21	eye2	0.029547365	NFKB1
22	eye1	0.020694619	NFKB1
22	eye2	0.06098647	NFKB1
23	eye1	0.12920204	NFKB1
23	eye2	0.11182779	NFKB1
24	eye1	0.30996522	NFKB1
24	eye2	0.3565121	NFKB1
25	eye1	0.0	NFKB1
25	eye2	0.22152217	NFKB1
3	eye1	0.06750699	NFKB1
3	eye2	0.08921165	NFKB1
4	eye1	0.08435235	NFKB1
4	eye2	0.04992225	NFKB1
5	eye1	0.064534746	NFKB1
5	eye2	0.09801225	NFKB1
6	eye1	0.042848613	NFKB1
6	eye2	0.07476364	NFKB1
7	eye1	0.08052447	NFKB1
7	eye2	0.06585032	NFKB1
8	eye1	1.3264705	NFKB1
8	eye2	0.20605354	NFKB1
9	eye1	0.14852081	NFKB1
9	eye2	0.1404219	NFKB1
0	eye1	0.03993191	NFKBIA
0	eye2	0.03596138	NFKBIA
1	eye1	0.018300932	NFKBIA
1	eye2	0.022180216	NFKBIA
10	eye1	0.02853018	NFKBIA
10	eye2	0.023536805	NFKBIA
11	eye1	0.050580956	NFKBIA
11	eye2	0.030918736	NFKBIA
12	eye1	0.0	NFKBIA
12	eye2	0.02242916	NFKBIA
13	eye1	0.066913106	NFKBIA
13	eye2	0.04562534	NFKBIA
14	eye1	0.045893054	NFKBIA
14	eye2	0.015340686	NFKBIA
15	eye1	0.046007928	NFKBIA
15	eye2	0.053682305	NFKBIA
16	eye1	0.25015548	NFKBIA
16	eye2	0.22776143	NFKBIA
17	eye1	0.01371772	NFKBIA
17	eye2	0.0295797	NFKBIA
18	eye1	0.020718265	NFKBIA
18	eye2	0.0146756675	NFKBIA
19	eye1	0.058984224	NFKBIA
19	eye2	0.017329317	NFKBIA
2	eye1	0.032268807	NFKBIA
2	eye2	0.026283707	NFKBIA
20	eye1	0.053535257	NFKBIA
20	eye2	0.01549422	NFKBIA
21	eye1	0.0	NFKBIA
21	eye2	0.0	NFKBIA
22	eye1	0.024425352	NFKBIA
22	eye2	0.0	NFKBIA
23	eye1	0.026377957	NFKBIA
23	eye2	0.0	NFKBIA
24	eye1	0.03599235	NFKBIA
24	eye2	0.085005626	NFKBIA
25	eye1	0.0	NFKBIA
25	eye2	0.045567956	NFKBIA
3	eye1	0.022711381	NFKBIA
3	eye2	0.013352357	NFKBIA
4	eye1	0.023729023	NFKBIA
4	eye2	0.019757386	NFKBIA
5	eye1	0.024521392	NFKBIA
5	eye2	0.035753746	NFKBIA
6	eye1	0.022935897	NFKBIA
6	eye2	0.036439337	NFKBIA
7	eye1	0.0143774245	NFKBIA
7	eye2	0.04594212	NFKBIA
8	eye1	0.80155146	NFKBIA
8	eye2	0.052422468	NFKBIA
9	eye1	0.03975011	NFKBIA
9	eye2	0.021979399	NFKBIA
0	eye1	0.10419678	TNFAIP3
0	eye2	0.09621898	TNFAIP3
1	eye1	0.06350613	TNFAIP3
1	eye2	0.052063167	TNFAIP3
10	eye1	0.010249691	TNFAIP3
10	eye2	0.013285637	TNFAIP3
11	eye1	0.06468027	TNFAIP3
11	eye2	0.07978924	TNFAIP3
12	eye1	0.0	TNFAIP3
12	eye2	0.0	TNFAIP3
13	eye1	0.01489839	TNFAIP3
13	eye2	0.0	TNFAIP3
14	eye1	0.0	TNFAIP3
14	eye2	0.0	TNFAIP3
15	eye1	0.0047122883	TNFAIP3
15	eye2	0.012866431	TNFAIP3
16	eye1	0.02245582	TNFAIP3
16	eye2	0.015749378	TNFAIP3
17	eye1	0.0053519937	TNFAIP3
17	eye2	0.0120926	TNFAIP3
18	eye1	0.0	TNFAIP3
18	eye2	0.0	TNFAIP3
19	eye1	0.01971337	TNFAIP3
19	eye2	0.015966035	TNFAIP3
2	eye1	0.08262924	TNFAIP3
2	eye2	0.07173283	TNFAIP3
20	eye1	0.0	TNFAIP3
20	eye2	0.0	TNFAIP3
21	eye1	0.0	TNFAIP3
21	eye2	0.0	TNFAIP3
22	eye1	0.0	TNFAIP3
22	eye2	0.0	TNFAIP3
23	eye1	0.11344472	TNFAIP3
23	eye2	0.037390307	TNFAIP3
24	eye1	0.018102594	TNFAIP3
24	eye2	0.0	TNFAIP3
25	eye1	0.0	TNFAIP3
25	eye2	0.04051468	TNFAIP3
3	eye1	0.10872135	TNFAIP3
3	eye2	0.06529231	TNFAIP3
4	eye1	0.06986758	TNFAIP3
4	eye2	0.08877347	TNFAIP3
5	eye1	0.08808079	TNFAIP3
5	eye2	0.07382799	TNFAIP3
6	eye1	0.069147095	TNFAIP3
6	eye2	0.049364183	TNFAIP3
7	eye1	0.07670553	TNFAIP3
