cluster	eye	score	signature	markers
11	eye1	0.038768265	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
11	eye2	0.032996528	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
12	eye1	0.022079533	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
12	eye2	0.028707119	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
13	eye1	0.07007721	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
13	eye2	0.06588934	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
14	eye1	0.067343846	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
14	eye2	0.052141238	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
15	eye1	0.045000054	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
15	eye2	0.088894255	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
16	eye1	0.1330186	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
16	eye2	0.15994051	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
17	eye1	0.029658603	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
17	eye2	0.028926328	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
18	eye1	0.034294564	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
18	eye2	0.028289152	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
19	eye1	0.09460926	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
19	eye2	0.08493971	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
20	eye1	0.03274851	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
20	eye2	0.057361566	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
21	eye1	0.015833514	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
21	eye2	0.008003885	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
22	eye1	0.018672287	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
22	eye2	0.025759317	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
23	eye1	0.05847695	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
23	eye2	0.034684073	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
24	eye1	0.068599366	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
24	eye2	0.08115793	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
25	eye1	0.0	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
25	eye2	0.051267467	NFKB_TNF	NFKB1,NFKBIA,TNFAIP3,NFKBIZ,TRAF1,BIRC3
