feature	n_pairs	statistic	p_value	p_adjust_bh	significant
ACH-000381	17676	-0.31799099991168589	0	0	true
ACH-000763	17548	-0.37029510566927398	0	0	true
ACH-000764	17548	-0.29168866909881236	0	0	true
ACH-000189	17548	-0.22971756570751428	7.2640107158452988e-209	7.4950456684540359e-209	true
ACH-000404	17675	-0.27245492683843137	2.1895529352329872e-298	2.7074852999573822e-298	true
ACH-000364	17548	-0.33925359062828386	0	0	true
ACH-000338	17548	-0.26676346588490302	1.2238569236083749e-283	1.4453042684582843e-283	true
ACH-000169	17548	-0.32040037674849897	0	0	true
ACH-000837	17548	-0.31638795205887288	0	0	true
ACH-000663	17548	-0.29994416379643507	0	0	true
ACH-000862	17548	-0.24513623192869963	1.8565892019400149e-238	1.9881727084852783e-238	true
ACH-000584	17676	-0.31234275605359912	0	0	true
ACH-000483	17548	-0.26664120713248796	2.2668542673065213e-283	2.6741607025017039e-283	true
ACH-000239	17547	-0.24143346224296816	3.8429932281487485e-231	4.0718746692104416e-231	true
ACH-000720	17548	-0.3147252422501079	0	0	true
ACH-000865	17676	-0.328229201597314	0	0	true
ACH-000253	17548	-0.30458721246878478	0	0	true
ACH-000957	17676	-0.27829842939077848	0	0	true
ACH-000912	17548	-0.32104021586342552	0	0	true
ACH-000983	17547	-0.34168285353997713	0	0	true
ACH-000001	17124	-0.30121699934046609	0	0	true
ACH-000915	17548	-0.3075308045078381	0	0	true
ACH-000280	17547	-0.31659216186063832	0	0	true
ACH-000503	17548	-0.25168302079462002	1.1210335977837671e-251	1.2206318443785736e-251	true
ACH-000781	17676	-0.29764976278264588	0	0	true
ACH-000316	17548	-0.2803944162899592	0	0	true
ACH-001128	17548	-0.35125394854983338	0	0	true
ACH-000467	17548	-0.30256279972426853	0	0	true
ACH-000824	17676	-0.3515586972194939	0	0	true
ACH-000273	17676	-0.35659242877984887	0	0	true
ACH-000442	17124	-0.28913537730904271	0	0	true
ACH-000869	17676	-0.29391382219888085	0	0	true
ACH-000511	17548	-0.30074764663293507	0	0	true
ACH-000520	17548	-0.31316059902196774	0	0	true
ACH-000913	17676	-0.3809131386074967	0	0	true
ACH-000013	17548	-0.33043408956266418	0	0	true
ACH-000652	17676	-0.30631304845964535	0	0	true
ACH-000473	17548	-0.24266934276060739	1.4060407388719635e-233	1.4969719449573126e-233	true
ACH-000435	17548	-0.24925743537643974	9.8448756426685309e-247	1.0594046667183795e-246	true
ACH-000886	17547	-0.34395055600419999	0	0	true
ACH-000304	17548	-0.2540512275299831	1.4811016980961682e-256	1.6320231498502234e-256	true
ACH-000805	17548	-0.30457458936607124	0	0	true
ACH-000293	17676	-0.29715443723641888	0	0	true
ACH-000876	17676	-0.22687175366093196	4.1604871223363807e-205	4.2888012111561006e-205	true
ACH-000098	17676	-0.30198387572625979	0	0	true
ACH-000168	17676	-0.3090190105934093	0	0	true
ACH-000493	17548	-0.29283992183623631	0	0	true
ACH-000448	17548	-0.27949020748159586	0	0	true
ACH-000778	17676	-0.28569848791057306	0	0	true
ACH-000255	17548	-0.2800861449877286	0	0	true
ACH-000391	17676	-0.32558440974325803	0	0	true
ACH-000512	17548	-0.31395144228005933	0	0	true
ACH-000209	17548	-0.24972183184045493	1.1243872206889031e-247	1.2123158400976151e-247	true
ACH-000444	17548	-0.30301914922704287	0	0	true
ACH-000984	17548	-0.30839471515218947	0	0	true
ACH-000528	17548	-0.32176953217228982	0	0	true
ACH-000500	17548	-0.26591898932980795	8.587792354958788e-282	1.0076952093105898e-281	true
ACH-000801	17547	-0.27853335004967655	4.6599968289438631e-310	6.0257637776378349e-310	true
ACH-000660	17124	-0.36805399798467542	0	0	true
ACH-000890	17548	-0.2899752064570621	0	0	true
ACH-000614	17548	-0.31485465825181036	0	0	true
ACH-000754	17548	-0.33909374662301012	0	0	true
ACH-000681	17676	-0.29278098883705478	0	0	true
ACH-000295	17548	-0.27701883304484881	1.3396903514385147e-306	1.7202310333372314e-306	true
ACH-000704	17124	-0.25975445173098471	4.4066541345022052e-262	4.8948031322819057e-262	true
ACH-000919	17675	-0.28676798088010957	0	0	true
ACH-000656	17124	-0.37161910518821406	0	0	true
ACH-000939	17548	-0.32795386908125901	0	0	true
ACH-000576	17548	-0.30087732126462879	0	0	true
ACH-000609	17676	-0.30436654299731208	0	0	true
ACH-000313	17548	-0.23977841099985892	6.2447373289919442e-228	6.5662014050315673e-228	true
ACH-000376	17676	-0.35121493477762761	0	0	true
ACH-000430	17124	-0.31189475035456865	0	0	true
ACH-000276	17676	-0.27493845359792618	4.7832348783993062e-304	6.0712405878877269e-304	true
ACH-000616	17548	-0.24551409303747918	3.2842443332599076e-239	3.5204290569345755e-239	true
ACH-000319	17548	-0.26286466603510078	3.588685253163492e-275	4.1061409068872733e-275	true
ACH-000827	17548	-0.27565986506798396	1.6879749625503345e-303	2.1351334675378656e-303	true
ACH-000269	17124	-0.29551806671658065	0	0	true
ACH-000647	17548	-0.29967825412186005	0	0	true
ACH-000753	17548	-0.37845896768615234	0	0	true
ACH-000570	17548	-0.30222386136432799	0	0	true
ACH-000234	17548	-0.31479696077906449	0	0	true
ACH-000323	17676	-0.2972426574676843	0	0	true
ACH-000452	17676	-0.33712441573323504	0	0	true
ACH-000791	17548	-0.24075252274402506	7.962285509808178e-230	8.4042114041324603e-230	true
ACH-000943	17676	-0.38059574681549357	0	0	true
ACH-000782	17548	-0.27428227154342605	2.2497257607854408e-300	2.8198267206208425e-300	true
ACH-000769	17676	-0.34331764518726426	0	0	true
ACH-000188	17548	-0.27348312080647058	1.4338177742229756e-298	1.7789662598064592e-298	true
ACH-001656	17548	-0.35080138598298077	0	0	true
ACH-000022	17674	-0.27773585220491909	1.9325092034488341e-310	2.5047680980071312e-310	true
ACH-000567	17548	-0.37683445603098248	0	0	true
ACH-000848	17548	-0.31095723259799296	0	0	true
ACH-000356	17548	-0.30462516704680781	0	0	true
ACH-000802	17548	-0.35235974939529696	0	0	true
ACH-000092	17548	-0.28992264358722286	0	0	true
ACH-000885	17676	-0.3436565988913925	0	0	true
ACH-000899	17548	-0.29750004741646252	0	0	true
ACH-000713	17547	-0.26932585254678437	2.8908723628882038e-289	3.4810395374079573e-289	true
ACH-000911	17676	-0.34749799524211533	0	0	true
ACH-000773	17548	-0.35757318938145771	0	0	true
ACH-000739	17548	-0.2517760503984367	7.22661404647171e-252	7.8764380368164975e-252	true
ACH-000935	17676	-0.28347212964721236	0	0	true
ACH-000389	17548	-0.27967283826789302	0	0	true
ACH-000415	17548	-0.32060225331389947	0	0	true
ACH-000137	17676	-0.3121327856495148	0	0	true
ACH-000932	17676	-0.38571154576757249	0	0	true
ACH-000133	17548	-0.33780489085813914	0	0	true
ACH-000549	17548	-0.24805047563407967	2.7098759600251006e-244	2.9104120583327029e-244	true
ACH-000606	17548	-0.30180442711392297	0	0	true
ACH-000853	17548	-0.35770774695920093	0	0	true
ACH-000734	17548	-0.33865893870381414	0	0	true
ACH-000510	17676	-0.36357973736767796	0	0	true
ACH-000580	17548	-0.25250388980415694	2.3137498131877117e-253	2.5368449741014373e-253	true
ACH-000045	17548	-0.35032569556223736	0	0	true
ACH-000633	17548	-0.32824495167450984	0	0	true
ACH-000257	17548	-0.24833844155838736	7.1133238032864563e-245	7.6471697417397275e-245	true
ACH-000845	17548	-0.29917461450681759	0	0	true
ACH-000456	17548	-0.32065470607484192	0	0	true
ACH-000774	17673	-0.16933934577453347	8.0376837260429379e-114	8.0669382618975075e-114	true
ACH-000960	17548	-0.35311750456792751	0	0	true
ACH-000076	17548	-0.29962315237830311	0	0	true
ACH-000718	17548	-0.33112095380632084	0	0	true
ACH-000833	17548	-0.29769016146827459	0	0	true
ACH-000605	17548	-0.31286347043496032	0	0	true
ACH-000541	17548	-0.32776399515176302	0	0	true
ACH-000608	17548	-0.2256836020747737	1.7823613629132105e-201	1.8339035291914843e-201	true
ACH-000631	17548	-0.22237045600829175	1.6300621836890328e-195	1.6678651100269044e-195	true
ACH-000019	17676	-0.32225993516449691	0	0	true
ACH-000790	17548	-0.28933070441179204	0	0	true
ACH-000889	17547	-0.38792705685657664	0	0	true
ACH-000903	17548	-0.29116276600537161	0	0	true
ACH-000787	17676	-0.32880865927936104	0	0	true
ACH-000835	17548	-0.34304422633068088	0	0	true
ACH-000666	17124	-0.30987310686355174	0	0	true
ACH-000535	17676	-0.26719330528277135	1.2165787345343434e-286	1.4506879396663577e-286	true
ACH-000664	17548	-0.36704032651417917	0	0	true
ACH-000120	17676	-0.31043503594066796	0	0	true
ACH-000794	17676	-0.31344506998900146	0	0	true
ACH-000880	17676	-0.33958993249078018	0	0	true
ACH-000258	17548	-0.28111846118258138	0	0	true
ACH-000970	17124	-0.34055203669927336	0	0	true
ACH-000706	17548	-0.27538219860489688	7.221952783919798e-303	9.1246436662812563e-303	true
ACH-001129	17548	-0.27357912954637403	8.7105046447881904e-299	1.0831664738671222e-298	true
ACH-000215	17548	-0.31548240223909252	0	0	true
ACH-000460	17547	-0.33868676317452839	0	0	true
ACH-000274	17548	-0.24036421911595909	4.5420493540600012e-229	4.7804202648169667e-229	true
ACH-000717	17124	-0.26522562732867683	1.464478803058854e-273	1.6687191319978471e-273	true
ACH-000914	17548	-0.40215208624705556	0	0	true
ACH-000350	17676	-0.15283747268970313	7.579440089382793e-93	7.5932083729239068e-93	true
ACH-000551	17548	-0.34420596153412258	0	0	true
ACH-000004	17548	-0.36357939724847943	0	0	true
ACH-000557	17547	-0.13008943748491558	4.3384029231805812e-67	4.3423397679384586e-67	true
ACH-000153	17548	-0.25528994943189676	3.9615015070463558e-259	4.3826842149168814e-259	true
ACH-000355	17548	-0.24985816213101858	5.9417596632718526e-248	6.4189626920556843e-248	true
ACH-000665	17676	-0.2663978176678663	6.9232841850815752e-285	8.2023442063855826e-285	true
ACH-000900	17676	-0.45887707724057053	0	0	true
ACH-000030	17676	-0.31512888705566028	0	0	true
ACH-000872	17548	-0.26589073755922754	9.8975485484604952e-282	1.1589167780203744e-281	true
ACH-000401	17548	-0.28361556166965401	0	0	true
ACH-000167	17548	-0.33382351393491766	0	0	true
ACH-000160	17548	-0.35565041155461646	0	0	true
ACH-000533	17548	-0.35743350061186974	0	0	true
ACH-000324	17548	-0.35738747099352702	0	0	true
ACH-000898	17548	-0.28839739232656336	0	0	true
ACH-000181	17124	-0.33026109703592293	0	0	true
ACH-000829	17548	-0.35222621505836343	0	0	true
ACH-001099	17548	-0.37222087305859203	0	0	true
ACH-000906	17676	-0.33786339020659234	0	0	true
ACH-000627	17548	-0.31353162263519119	0	0	true
ACH-000693	17548	-0.36312102723123779	0	0	true
ACH-000945	17124	-0.26882238475423537	2.9500210222249199e-281	3.446899563044583e-281	true
ACH-000499	17548	-0.31368101722354963	0	0	true
ACH-000211	17548	-0.32647839674658868	0	0	true
ACH-000132	17676	-0.29472881846748739	0	0	true
ACH-000856	17676	-0.36682530145676134	0	0	true
ACH-000639	17548	-0.40134521063659173	0	0	true
ACH-000959	17548	-0.30025415076725176	0	0	true
ACH-000922	17548	-0.32542629255149491	0	0	true
ACH-001193	17676	-0.3227506710438276	0	0	true
ACH-000929	17548	-0.23895884467392953	2.4141501518381285e-226	2.5311859481724867e-226	true
ACH-000286	17548	-0.28013367413636941	0	0	true
ACH-000146	17548	-0.32152345096656187	0	0	true
ACH-000039	17548	-0.29436999614505555	0	0	true
ACH-000026	17548	-0.29348890052923543	0	0	true
ACH-000210	17548	-0.24040242893067754	3.8273628186916807e-229	4.0359284789836745e-229	true
ACH-000988	17547	-0.29955713625775271	0	0	true
ACH-000265	17676	-0.32349636122638126	0	0	true
ACH-000395	17676	-0.33232278004753724	0	0	true
ACH-000866	17547	-0.3210951150063403	0	0	true
ACH-000037	17547	-0.27453370506863656	6.31238746779418e-301	7.9390688448996359e-301	true
ACH-000924	17547	-0.31994504337569429	0	0	true
ACH-000021	17548	-0.26955959615735159	8.4488899054125926e-290	1.0195979831148895e-289	true
ACH-000441	17548	-0.30481538394568591	0	0	true
ACH-000320	17676	-0.32200867406122163	0	0	true
ACH-000414	17676	-0.31522917108461251	0	0	true
ACH-000673	17548	-0.35479454604161337	0	0	true
ACH-000176	17124	-0.22699777703429538	5.4396926294243528e-199	5.5761904928021012e-199	true
ACH-000292	17676	-0.33656382089981407	0	0	true
ACH-000305	17676	-0.32895777229596612	0	0	true
ACH-000377	17548	-0.2921158641077175	0	0	true
ACH-000637	17676	-0.21896529159862885	7.4236197260353654e-191	7.5747017186096287e-191	true
ACH-000839	17548	-0.29824358136840118	0	0	true
ACH-000770	17548	-0.3819932586532282	0	0	true
ACH-000390	17548	-0.28909662324369895	0	0	true
ACH-000514	17548	-0.28057818142307656	0	0	true
ACH-000040	17548	-0.28737344646205282	0	0	true
ACH-000281	17548	-0.23155147932776307	2.8419422655226125e-212	2.937827852737996e-212	true
ACH-000396	17548	-0.25307924867655984	1.5113067226064483e-254	1.6603299950546937e-254	true
ACH-000579	17548	-0.26208389142082822	1.7115437264915268e-273	1.9482277918680639e-273	true
ACH-000974	17676	-0.31676786428080417	0	0	true
ACH-000036	17548	-0.30529235854680326	0	0	true
ACH-000777	17548	-0.26318610919016816	7.2820949011834351e-276	8.3494289771365164e-276	true
ACH-000332	17548	-0.32600564737840437	0	0	true
ACH-000661	17548	-0.31050498067760313	0	0	true
ACH-000958	17676	-0.3374887726941862	0	0	true
ACH-000525	17548	-0.35135616974153194	0	0	true
ACH-000331	17548	-0.30284792927741716	0	0	true
ACH-000489	17548	-0.32109011139398574	0	0	true
ACH-000563	17676	-0.30760268918262668	0	0	true
ACH-000363	17548	-0.28304646657708737	0	0	true
ACH-000486	17548	-0.37282829902525938	0	0	true
ACH-000054	17548	-0.34285528960151423	0	0	true
ACH-000475	17547	-0.34374870228262061	0	0	true
ACH-001715	17676	-0.32662789953767823	0	0	true
ACH-001627	17548	-0.3595431951175459	0	0	true
ACH-002041	17548	-0.3155473975763739	0	0	true
ACH-002401	17548	-0.30694835089785233	0	0	true
ACH-001533	17548	-0.32318275078171904	0	0	true
ACH-002669	17548	-0.36511053740973171	0	0	true
ACH-001558	17548	-0.26546138155607235	8.5401681314743248e-281	9.9365036382027212e-281	true
ACH-001793	17548	-0.27323114131528842	5.2985831049753953e-298	6.5446104868845033e-298	true
ACH-001450	17548	-0.23382034570853066	1.5710238925278357e-216	1.6301405018421474e-216	true
ACH-002678	17548	-0.30748633576116619	0	0	true
ACH-002026	17548	-0.33367048041429875	0	0	true
ACH-001338	17547	-0.32344926939459367	0	0	true
ACH-001163	17548	-0.31559216385601901	0	0	true
ACH-001443	17548	-0.30181667489102371	0	0	true
ACH-001687	17548	-0.34165329099313546	0	0	true
ACH-001630	17676	-0.39124720830047033	0	0	true
ACH-002780	17548	-0.25372323242476019	7.070057284567941e-256	7.7827077693397597e-256	true
ACH-001412	17548	-0.29775803072282286	0	0	true
ACH-000517	17548	-0.33215730371053792	0	0	true
ACH-001530	17548	-0.33040356442599944	0	0	true
ACH-001392	17548	-0.25116692304256305	1.2764956379340524e-250	1.3858018588988778e-250	true
ACH-001356	17548	-0.27125683707950266	1.4155905150598057e-293	1.7214954113682091e-293	true
ACH-000337	17676	-0.32358621458729342	0	0	true
ACH-002926	17548	-0.28336403422410517	0	0	true
ACH-001400	17548	-0.24106470440887209	1.9591934702035029e-230	2.0718987513273859e-230	true
ACH-001500	17676	-0.36549081556226987	0	0	true
ACH-002538	17548	-0.37045940897160906	0	0	true
ACH-001332	17676	-0.27910388254961843	0	0	true
ACH-002014	17548	-0.26104219989823024	2.9096165465063076e-271	3.3017562250992357e-271	true
ACH-002399	17548	-0.28611162298652504	0	0	true
ACH-001194	17548	-0.26285182985428363	3.8245112624079731e-275	4.3714361890528438e-275	true
ACH-001698	17548	-0.31779474191832541	0	0	true
ACH-002461	17548	-0.31013268450737652	0	0	true
ACH-001190	17676	-0.3118940161928308	0	0	true
ACH-001183	17548	-0.30440757428294124	0	0	true
ACH-001960	17548	-0.31995130303385061	0	0	true
ACH-001526	17548	-0.2787824247549715	1.194088467662284e-310	1.5495053880370617e-310	true
ACH-001111	17548	-0.2947842124280694	0	0	true
ACH-001609	17548	-0.30853963643059606	0	0	true
ACH-000975	17548	-0.31022265827063106	0	0	true
ACH-001098	17548	-0.25836595641999072	1.4047243054273717e-265	1.5714106580997881e-265	true
ACH-001543	17548	-0.3198546288992794	0	0	true
ACH-001608	17548	-0.35953767120722635	0	0	true
ACH-001119	17548	-0.25757218226479939	6.6150910267041783e-264	7.3701468711663726e-264	true
ACH-001557	17548	-0.31229996309686375	0	0	true
ACH-001814	17548	-0.2761134835894164	1.5647663452453954e-304	1.990700436915422e-304	true
ACH-001345	17676	-0.36139779038423364	0	0	true
ACH-001494	17676	-0.30665586742717788	0	0	true
ACH-001791	17548	-0.3062188612199962	0	0	true
ACH-001850	17548	-0.323955877568953	0	0	true
ACH-001347	17548	-0.2686181411703279	1.0220130035072773e-287	1.223974313646609e-287	true
ACH-001673	17548	-0.31415596381519101	0	0	true
ACH-001547	17548	-0.2772371643724349	4.2388306678040937e-307	5.4492193783075934e-307	true
ACH-001563	17548	-0.27488033379017368	9.9493169455872132e-302	1.2541824675408796e-301	true
ACH-003012	17548	-0.28170091324248825	0	0	true
ACH-001997	17548	-0.32262191772494514	0	0	true
ACH-002046	17548	-0.28960653115556956	0	0	true
ACH-002485	17548	-0.37720246777214134	0	0	true
ACH-001419	17548	-0.28163398715318588	0	0	true
ACH-001653	17548	-0.30259387377761221	0	0	true
ACH-002677	17548	-0.30072110872103491	0	0	true
ACH-002283	17675	-0.29331059002574339	0	0	true
ACH-001691	17548	-0.3112392463083149	0	0	true
ACH-001858	17676	-0.34767150944602804	0	0	true
ACH-001685	17548	-0.35385065316251357	0	0	true
ACH-002067	17548	-0.32370105336327903	0	0	true
ACH-001481	17548	-0.297907771382942	0	0	true
ACH-001415	17548	-0.27077863599292357	1.650318121387829e-292	2.0003306460338192e-292	true
ACH-001566	17548	-0.289035703709972	0	0	true
ACH-001184	17548	-0.33911406604713473	0	0	true
ACH-001398	17548	-0.20795043506684752	1.0781354276288732e-170	1.0940049463428217e-170	true
ACH-001699	17548	-0.32416211059767325	0	0	true
ACH-002659	17548	-0.33258773825767429	0	0	true
ACH-002792	17548	-0.27700754785561527	1.4217513738113723e-306	1.8234787968766788e-306	true
ACH-001852	17548	-0.3639225603083745	0	0	true
ACH-001719	17547	-0.33350439298884837	0	0	true
ACH-000093	17548	-0.2525566535913093	1.8020867980656248e-253	1.9778126748919247e-253	true
ACH-001670	17548	-0.33736084495529112	0	0	true
ACH-001328	17548	-0.33914132966020905	0	0	true
ACH-001695	17547	-0.32869592534260583	0	0	true
ACH-001188	17548	-0.34211101518045817	0	0	true
ACH-002647	17548	-0.31789895375105165	0	0	true
ACH-001835	17548	-0.33620711293557654	0	0	true
ACH-002002	17548	-0.38040022439613363	0	0	true
ACH-001354	17548	-0.30033899653653201	0	0	true
ACH-001277	17548	-0.298111458706938	0	0	true
ACH-001054	17548	-0.35614956139289511	0	0	true
ACH-002446	17548	-0.33544225759564567	0	0	true
ACH-002800	17548	-0.26534419554775784	1.5367884721233126e-280	1.7861724812982233e-280	true
ACH-001676	17433	-0.34189388096442586	0	0	true
ACH-001278	17548	-0.33481105737665845	0	0	true
ACH-002834	17548	-0.28336214400065035	0	0	true
ACH-001993	17548	-0.28669538407248241	0	0	true
ACH-000206	17548	-0.3738544714448051	0	0	true
ACH-001422	17548	-0.26565531527090092	3.2279905695042746e-281	3.7676969292732432e-281	true
ACH-002925	17548	-0.29347852772796573	0	0	true
ACH-001374	17548	-0.29553831749143816	0	0	true
ACH-001061	17548	-0.32325367400918426	0	0	true
ACH-001430	17548	-0.33820518159689289	0	0	true
ACH-001737	17548	-0.40094145013292287	0	0	true
ACH-002662	17433	-0.32712421588372553	0	0	true
ACH-001028	17548	-0.3795139667201361	0	0	true
ACH-001416	17548	-0.26812640726018427	1.2414000294282484e-286	1.4786870760900194e-286	true
ACH-001414	17548	-0.32175710323805035	0	0	true
ACH-001532	17548	-0.3764112781713585	0	0	true
ACH-001559	17548	-0.3029651137734054	0	0	true
ACH-001750	17548	-0.30175382689708291	0	0	true
ACH-001982	17548	-0.27273847686038338	6.7966322550800839e-297	8.3668363586532721e-297	true
ACH-001578	17432	-0.39437061394913397	0	0	true
ACH-002018	17548	-0.35662947671568079	0	0	true
ACH-002681	17548	-0.32020863844944231	0	0	true
ACH-001651	17548	-0.18098546032749435	4.2680290323091756e-129	4.2913728556399456e-129	true
ACH-001409	17548	-0.31989694942541708	0	0	true
ACH-001096	17548	-0.36815127816509291	0	0	true
ACH-001396	17548	-0.23426152331925473	2.3065600503584139e-217	2.3956080372366575e-217	true
ACH-001192	17548	-0.32530533873452111	0	0	true
ACH-002467	17548	-0.27566829609568344	1.6150503361567096e-303	2.0452359595646964e-303	true
ACH-002044	17548	-0.32325029536803107	0	0	true
ACH-001745	17548	-0.34986671093872856	0	0	true
ACH-001796	17548	-0.31204891622905878	0	0	true
ACH-001857	17548	-0.28691591142210338	0	0	true
ACH-001367	17548	-0.31999967485687997	0	0	true
ACH-001442	17548	-0.28977506981298584	0	0	true
ACH-001648	17548	-0.29374266152294032	0	0	true
ACH-001549	17548	-0.31422200264201983	0	0	true
ACH-001999	17548	-0.30681501287241014	0	0	true
ACH-001647	17548	-0.33025240415125245	0	0	true
ACH-000468	17548	-0.2397163871282168	8.2385038285577714e-228	8.6543521170468783e-228	true
ACH-001548	17548	-0.26608704183985604	3.6900375987962676e-282	4.3391380292881489e-282	true
ACH-002928	17433	-0.24754271548162862	1.0860936196082352e-241	1.1653319673422991e-241	true
ACH-002042	17548	-0.28035909492727284	0	0	true
ACH-002458	17548	-0.36899532737144147	0	0	true
ACH-002664	17548	-0.34645359240748486	0	0	true
ACH-002033	17548	-0.31573075432145142	0	0	true
ACH-002510	17548	-0.28378445820874415	0	0	true
ACH-002019	17547	-0.30136932546495238	0	0	true
ACH-001497	17676	-0.26208328336972109	1.799783507777153e-275	2.0614342773397711e-275	true
ACH-002214	17548	-0.34946491345892311	0	0	true
ACH-001399	17124	-0.30291194701590207	0	0	true
ACH-001692	17548	-0.34120727699646702	0	0	true
ACH-001521	17548	-0.23572787051290486	3.8107253480043015e-220	3.9653113762724003e-220	true
ACH-001016	17124	-0.32384781633179965	0	0	true
ACH-002029	17676	-0.39729884781207742	0	0	true
ACH-001520	17548	-0.34112401286058724	0	0	true
ACH-002066	17548	-0.34296225460969137	0	0	true
ACH-000979	17124	-0.30693953530613027	0	0	true
ACH-001495	17548	-0.27783639830113982	1.7916260480000719e-308	2.3086022557757932e-308	true
ACH-001454	17548	-0.18454356254003282	3.1275862816212847e-134	3.1504362270577874e-134	true
ACH-002035	17548	-0.32066400212871177	0	0	true
ACH-001031	17548	-0.38390895706339501	0	0	true
ACH-001036	17548	-0.362329835440802	0	0	true
ACH-002528	17548	-0.31149892746623742	0	0	true
ACH-001394	17547	-0.31228705590812322	0	0	true
ACH-001421	17548	-0.32650548822096298	0	0	true
ACH-002705	17548	-0.31882070256334383	0	0	true
ACH-002922	17548	-0.35194196799975236	0	0	true
ACH-001360	17548	-0.21671040005078349	1.4853010744566979e-185	1.5113349493779868e-185	true
ACH-001196	17548	-0.37708452469243225	0	0	true
ACH-001418	17676	-0.31798522852206101	0	0	true
ACH-001279	17548	-0.37502620232510164	0	0	true
ACH-002799	17548	-0.3467579735580843	0	0	true
ACH-001393	17548	-0.28102965356719173	0	0	true
ACH-001616	17548	-0.35518983617489358	0	0	true
ACH-001740	17548	-0.35050182454720541	0	0	true
ACH-001145	17547	-0.34228923095855168	0	0	true
ACH-001611	17547	-0.31086444241303579	0	0	true
ACH-001227	17124	-0.27317551623207154	9.8927348785480471e-291	1.1964568608594842e-290	true
ACH-001977	17548	-0.35609976817198097	0	0	true
ACH-000700	17548	-0.26713972510932354	1.8323203078315448e-284	2.1685078321225256e-284	true
ACH-001038	17548	-0.33198056901782114	0	0	true
ACH-002512	17548	-0.32406400903367838	0	0	true
ACH-002215	17548	-0.32369870927540206	0	0	true
ACH-001683	17548	-0.29045275287516381	0	0	true
ACH-001972	17548	-0.34035092549376844	0	0	true
ACH-001649	17548	-0.19229536285908208	8.6625135898415292e-146	8.7417680600139117e-146	true
ACH-002544	17548	-0.34682453745747077	0	0	true
ACH-001413	17548	-0.4097524716364972	0	0	true
ACH-001664	17548	-0.39089681819241645	0	0	true
ACH-001632	17124	-0.35104175235442592	0	0	true
ACH-001975	17433	-0.30542053794986163	0	0	true
ACH-002465	17548	-0.33211914136420861	0	0	true
ACH-001613	17548	-0.33787235697226414	0	0	true
ACH-001029	17548	-0.32587542829594657	0	0	true
ACH-002785	17548	-0.3029860567778212	0	0	true
ACH-001067	17548	-0.378914707328388	0	0	true
ACH-001341	17548	-0.36224859116427016	0	0	true
ACH-001232	17548	-0.26171735130410645	1.0456251170426436e-272	1.1889943341216865e-272	true
ACH-001844	17548	-0.30571227510713195	0	0	true
ACH-001625	17124	-0.28015561577669157	2.7153808074050129e-306	3.4745533997305443e-306	true
ACH-002478	17548	-0.35581511589655163	0	0	true
ACH-001690	17548	-0.37031733539237333	0	0	true
ACH-001634	17548	-0.34541163201726871	0	0	true
ACH-001333	17548	-0.33146639095182101	0	0	true
ACH-001707	17548	-0.3293429715482673	0	0	true
ACH-001560	17548	-0.31158236725403315	0	0	true
ACH-001134	17548	-0.34213878533620756	0	0	true
ACH-001458	17548	-0.27806085823635585	5.4662202291200606e-309	7.0517437575665833e-309	true
ACH-003177	17433	-0.33423282459147818	0	0	true
ACH-002462	17548	-0.29864930951730029	0	0	true
ACH-002077	17548	-0.23895643739035904	2.440155441378448e-226	2.5560222714533981e-226	true
ACH-001568	17548	-0.29927044100363881	0	0	true
ACH-002051	17548	-0.25971075339605376	1.9948239299274096e-268	2.249786088660463e-268	true
ACH-000029	17548	-0.35676216573109976	0	0	true
ACH-001408	17548	-0.3262910415020327	0	0	true
ACH-001709	17548	-0.39008068328138518	0	0	true
ACH-001551	17548	-0.3334267843646545	0	0	true
ACH-001694	17548	-0.2974509093503685	0	0	true
ACH-002025	17548	-0.3209182543219759	0	0	true
ACH-002460	17548	-0.35435857997144926	0	0	true
ACH-001701	17548	-0.31912111047542036	0	0	true
ACH-001539	17548	-0.2817544472189662	0	0	true
ACH-002672	17548	-0.30454835535845698	0	0	true
ACH-001502	17433	-0.28209527498820025	0	0	true
ACH-001794	17548	-0.28177761825743219	0	0	true
ACH-000455	17548	-0.35642490839392821	0	0	true
ACH-002016	17548	-0.31339297565184054	0	0	true
ACH-001484	17548	-0.36217043486245665	0	0	true
ACH-001820	17676	-0.32837911229017813	0	0	true
ACH-002464	17548	-0.18447886402286606	3.8862720644091717e-134	3.9110931451125147e-134	true
ACH-001552	17547	-0.23371046618632724	2.6039998215531819e-216	2.6994471834334209e-216	true
ACH-001197	17548	-0.35472710216157083	0	0	true
ACH-001973	17548	-0.28259115694182807	0	0	true
ACH-002015	17548	-0.27964238426607929	0	0	true
ACH-001048	17548	-0.31080388116019753	0	0	true
ACH-001622	17548	-0.33496445425308358	0	0	true
ACH-002535	17547	-0.33428509746006874	0	0	true
ACH-001280	17547	-0.31363195426003643	0	0	true
ACH-001861	17548	-0.30464433360089199	0	0	true
ACH-001961	17548	-0.3321954802962736	0	0	true
ACH-001460	17548	-0.3089680788021712	0	0	true
ACH-002523	17548	-0.31505936997140244	0	0	true
ACH-001677	17548	-0.38860618238868583	0	0	true
ACH-001353	17548	-0.28204887755838876	0	0	true
ACH-000095	17548	-0.38795782588579247	0	0	true
ACH-001525	17548	-0.30630166791827779	0	0	true
ACH-001301	17548	-0.30253349005595775	0	0	true
