sampleID	panel	mean_cptt	detected_cell_fraction	present_genes	missing_genes
Patient_016	mast	1.6412451719173353	0.011409942950285249	TPSAB1,TPSB2,KIT,MS4A2	
Patient_016	granulocyte	1.1724128889567291	0.06071719641401793	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_016	epithelial	0.18475599651400362	0.013854930725346373	EPCAM,KRT8,KRT18,KRT19	
Patient_016	basal	0.0068636207377524	0.002037489812550937	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_016	squamous_tumor	0.009755211466939312	0.0016299918500407497	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_016	alveolar_at2	0.7695182526100318	0.015484922575387123	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_016	luad_tumor	0.17692638099660335	0.013854930725346373	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_016	endothelial	0.319631179203015	0.09942950285248574	PECAM1,VWF,EMCN,KDR,ENG	
Patient_016	fibroblast	0.02914256826253802	0.0032599837000814994	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_017	leukocyte	1.6088760547777308	0.3533178114086147	PTPRC	
Patient_017	t_nk	2.769705806365513	0.13756305781916958	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_017	b_cell	87.24893941229831	0.9794334497477687	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_017	myeloid	33.08475534940168	0.816453240201785	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_017	dendritic	1.0397878016080235	0.17500970120294917	FCER1A,CD1C,CLEC10A,CD1A	
Patient_017	dendritic_hla	93.41185341048836	0.9588668994955375	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_017	macrophage	63.02952067559201	0.7621265036864571	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_017	mast	12.023732542950896	0.13892122623205277	TPSAB1,TPSB2,KIT,MS4A2	
Patient_017	granulocyte	11.531393139530332	0.7974388824214202	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_017	epithelial	12.392062476490025	0.6938300349243306	EPCAM,KRT8,KRT18,KRT19	
Patient_017	basal	0.050573697303024225	0.0459837019790454	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_017	squamous_tumor	0.891420474540671	0.3676755917733799	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_017	alveolar_at2	166.08587541062758	0.9866123399301513	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_017	luad_tumor	39.63589109917257	0.8426464881645324	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_017	endothelial	0.6396013836256194	0.3657353511835468	PECAM1,VWF,EMCN,KDR,ENG	
Patient_017	fibroblast	0.512588394633234	0.28230500582072177	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_018	leukocyte	4.007030789046573	0.575962187711006	PTPRC	
Patient_018	t_nk	23.1094522807769	0.5293720459149224	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_018	b_cell	64.7306754909674	0.9047940580688724	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_018	myeloid	19.10716675466399	0.6313301823092505	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_018	dendritic	1.2113445653588175	0.1350438892640108	FCER1A,CD1C,CLEC10A,CD1A	
Patient_018	dendritic_hla	82.8689231902131	0.8575286968264686	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_018	macrophage	7.56501165079156	0.2288993923024983	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_018	mast	13.33431510130759	0.05739365293720459	TPSAB1,TPSB2,KIT,MS4A2	
Patient_018	granulocyte	14.346420485816655	0.35313977042538824	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_018	epithelial	4.990685060616513	0.25523295070898044	EPCAM,KRT8,KRT18,KRT19	
Patient_018	basal	13.28318132931926	0.39027683997299123	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_018	squamous_tumor	6.486437626988601	0.26401080351114115	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_018	alveolar_at2	5.872513309602445	0.07967589466576637	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_018	luad_tumor	0.6461918854373351	0.0587440918298447	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_018	endothelial	0.4105676510229544	0.16272788656313303	PECAM1,VWF,EMCN,KDR,ENG	
Patient_018	fibroblast	3.676226170313683	0.09453072248480757	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_019	leukocyte	10.945885873194301	0.9044025157232705	PTPRC	
Patient_019	t_nk	45.587471070592926	0.740041928721174	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_019	b_cell	93.47426910671174	0.9559748427672956	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_019	myeloid	30.898157862117927	0.6746331236897275	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_019	dendritic	5.715254956601587	0.23857442348008387	FCER1A,CD1C,CLEC10A,CD1A	
Patient_019	dendritic_hla	127.13446673767939	0.8926624737945492	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_019	macrophage	31.428361110428856	0.38238993710691827	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_019	mast	1.1726708360514528	0.009224318658280923	TPSAB1,TPSB2,KIT,MS4A2	
Patient_019	granulocyte	9.924542644818878	0.34255765199161425	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_019	epithelial	0.7289545141929261	0.07379454926624739	EPCAM,KRT8,KRT18,KRT19	
Patient_019	basal	0.032936535853535204	0.0029350104821802936	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_019	squamous_tumor	0.037276127276491954	0.008385744234800839	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_019	alveolar_at2	4.809985782550043	0.07756813417190776	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_019	luad_tumor	1.1297100127050104	0.03857442348008386	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_019	endothelial	0.5297658284361396	0.21635220125786164	PECAM1,VWF,EMCN,KDR,ENG	
Patient_019	fibroblast	0.10820685085599978	0.019706498951781972	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_020	leukocyte	1.930318829321596	0.4886064855390009	PTPRC	
Patient_020	t_nk	5.219723091251639	0.2116564417177914	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_020	b_cell	66.79241851537617	0.9294478527607362	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_020	myeloid	44.19835260429365	0.85977212971078	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_020	dendritic	1.6584627455050895	0.22436459246275198	FCER1A,CD1C,CLEC10A,CD1A	
Patient_020	dendritic_hla	73.40545494714928	0.8886941279579317	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_020	macrophage	35.79782103777148	0.6879929886064855	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_020	mast	0.4130049413019291	0.017528483786152498	TPSAB1,TPSB2,KIT,MS4A2	
Patient_020	granulocyte	14.602674607486136	0.6726555652936022	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_020	epithelial	10.806363945794363	0.49430324276950044	EPCAM,KRT8,KRT18,KRT19	
Patient_020	basal	1.3966597972941048	0.19982471516213848	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_020	squamous_tumor	0.8564858397378939	0.20639789658194566	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_020	alveolar_at2	3.3893506391055777	0.28439964943032425	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_020	luad_tumor	5.519159802141466	0.3970201577563541	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_020	endothelial	0.9332384847967021	0.4101665205959685	PECAM1,VWF,EMCN,KDR,ENG	
Patient_020	fibroblast	4.979941201809465	0.1757230499561788	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_021	leukocyte	0.7173362848024917	0.15208586472255975	PTPRC	
Patient_021	t_nk	2.550654445807221	0.08910490076954232	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_021	b_cell	66.66838472569205	0.9848116646415553	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_021	myeloid	12.287728583627562	0.5581206966383151	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_021	dendritic	0.8329706358451944	0.08221952207371405	FCER1A,CD1C,CLEC10A,CD1A	
Patient_021	dendritic_hla	62.35681238087198	0.9637505062778453	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_021	macrophage	14.520315732987921	0.4426893479141353	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_021	mast	2.7756593370518976	0.021061158363710003	TPSAB1,TPSB2,KIT,MS4A2	
Patient_021	granulocyte	4.692847730240416	0.6040907249898745	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_021	epithelial	25.26018582650777	0.8797083839611178	EPCAM,KRT8,KRT18,KRT19	
Patient_021	basal	0.17422902118382624	0.02389631429728635	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_021	squamous_tumor	0.9950156589047805	0.3758606723369785	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_021	alveolar_at2	89.97908508228498	0.9635479951397327	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_021	luad_tumor	37.8666988151235	0.9121101660591332	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_021	endothelial	0.28975552262281296	0.11279870392871608	PECAM1,VWF,EMCN,KDR,ENG	
Patient_021	fibroblast	0.22318826665938085	0.05285540704738761	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_022	leukocyte	2.22659753068955	0.45225933202357566	PTPRC	
Patient_022	t_nk	7.7677457920713415	0.22554027504911592	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_022	b_cell	83.61740356820108	0.9237721021611002	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_022	myeloid	34.96356874678882	0.8157170923379174	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_022	dendritic	0.49901800341872893	0.1100196463654224	FCER1A,CD1C,CLEC10A,CD1A	
Patient_022	dendritic_hla	81.84988246934118	0.9328094302554027	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_022	macrophage	80.74696218515763	0.8491159135559921	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_022	mast	2.252983113320677	0.06483300589390963	TPSAB1,TPSB2,KIT,MS4A2	
Patient_022	granulocyte	6.157702685399234	0.46404715127701374	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_022	epithelial	18.321094343601956	0.675442043222004	EPCAM,KRT8,KRT18,KRT19	
Patient_022	basal	0.3412386557789759	0.13831041257367388	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_022	squamous_tumor	0.7709136646596924	0.29862475442043224	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_022	alveolar_at2	9.348740988672231	0.5732809430255402	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_022	luad_tumor	14.356486974965154	0.6612966601178782	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_022	endothelial	0.8034629385897536	0.4086444007858546	PECAM1,VWF,EMCN,KDR,ENG	
Patient_022	fibroblast	0.16202561048600472	0.11827111984282908	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_023	leukocyte	1.2544616451623405	0.25235849056603776	PTPRC	
Patient_023	t_nk	6.915134607194597	0.17452830188679244	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_023	b_cell	48.664228746176654	0.9150943396226415	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_023	myeloid	17.76081052313172	0.6910377358490566	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_023	dendritic	2.1222591784001157	0.15330188679245282	FCER1A,CD1C,CLEC10A,CD1A	
Patient_023	dendritic_hla	83.34508259241527	0.910377358490566	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_023	macrophage	16.22074091662816	0.3561320754716981	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_023	mast	1.172087759791536	0.018867924528301886	TPSAB1,TPSB2,KIT,MS4A2	
Patient_023	granulocyte	3.7690853777973112	0.37971698113207547	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_023	epithelial	20.031529887740902	0.7382075471698113	EPCAM,KRT8,KRT18,KRT19	
Patient_023	basal	2.3131239002018225	0.2169811320754717	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_023	squamous_tumor	2.2657095153541267	0.39858490566037735	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_023	alveolar_at2	48.661357127911046	0.7051886792452831	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_023	luad_tumor	26.20537904052302	0.7382075471698113	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_023	endothelial	0.4620016464499806	0.20518867924528303	PECAM1,VWF,EMCN,KDR,ENG	
Patient_023	fibroblast	0.9852640290766543	0.18867924528301888	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_024	leukocyte	10.4022687236646	0.7936046511627907	PTPRC	
Patient_024	t_nk	35.19799716167281	0.8052325581395349	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_024	b_cell	39.010044572972895	0.8982558139534884	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_024	myeloid	8.849762062895323	0.45058139534883723	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_024	dendritic	1.1292517684347763	0.06976744186046512	FCER1A,CD1C,CLEC10A,CD1A	
Patient_024	dendritic_hla	38.50856080345877	0.6976744186046512	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_024	macrophage	4.1505967834426105	0.09883720930232558	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_024	mast	0.01664331865420247	0.00872093023255814	TPSAB1,TPSB2,KIT,MS4A2	
Patient_024	granulocyte	1.4958034928596766	0.12209302325581395	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_024	epithelial	2.5578539654676917	0.11627906976744186	EPCAM,KRT8,KRT18,KRT19	
Patient_024	basal	0.07548293342306417	0.01744186046511628	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_024	squamous_tumor	0.1625434110998419	0.0377906976744186	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_024	alveolar_at2	20.934017107196123	0.1744186046511628	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_024	luad_tumor	5.140564239489605	0.12790697674418605	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_024	endothelial	0.2899605613100791	0.08430232558139535	PECAM1,VWF,EMCN,KDR,ENG	
Patient_024	fibroblast	0.3391201050176256	0.03488372093023256	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_025	leukocyte	5.6437719816234395	0.6736842105263158	PTPRC	
Patient_025	t_nk	31.059523232819767	0.7263157894736842	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_025	b_cell	68.85540020223938	0.9508771929824561	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_025	myeloid	26.420656014369317	0.5619047619047619	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_025	dendritic	1.1641539218533248	0.12631578947368421	FCER1A,CD1C,CLEC10A,CD1A	
Patient_025	dendritic_hla	66.24498014499902	0.8360902255639098	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_025	macrophage	21.466758996484856	0.2887218045112782	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_025	mast	0.687049026686635	0.006015037593984963	TPSAB1,TPSB2,KIT,MS4A2	
Patient_025	granulocyte	12.118216794599313	0.28170426065162907	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_025	epithelial	1.0657837918836024	0.058646616541353384	EPCAM,KRT8,KRT18,KRT19	
Patient_025	basal	0.18791925978142032	0.012531328320802004	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_025	squamous_tumor	0.05619513815380324	0.012030075187969926	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_025	alveolar_at2	10.921802346270864	0.09674185463659148	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_025	luad_tumor	1.0068654388693514	0.0380952380952381	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_025	endothelial	0.6296967416499922	0.17794486215538846	PECAM1,VWF,EMCN,KDR,ENG	
Patient_025	fibroblast	18.557627105843835	0.14987468671679197	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_026	leukocyte	3.0091560966937023	0.3713706954760297	PTPRC	
Patient_026	t_nk	36.878134992496726	0.6208642808912896	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_026	b_cell	49.862955205321825	0.9037812288993923	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_026	myeloid	15.36222951127864	0.44091829844699526	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_026	dendritic	0.49015097818202047	0.07326130992572587	FCER1A,CD1C,CLEC10A,CD1A	
Patient_026	dendritic_hla	77.08110103152076	0.812288993923025	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_026	macrophage	35.252521835691404	0.2910195813639433	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_026	mast	8.350902421052982	0.04591492234976367	TPSAB1,TPSB2,KIT,MS4A2	
Patient_026	granulocyte	31.631101658926013	0.5597569209993247	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_026	epithelial	8.144900065512482	0.2609723160027009	EPCAM,KRT8,KRT18,KRT19	
Patient_026	basal	8.305497914849886	0.2562457798784605	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_026	squamous_tumor	8.734791526482429	0.26536124240378123	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_026	alveolar_at2	10.922960438177743	0.11580013504388927	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_026	luad_tumor	1.23679866632223	0.11411208642808914	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_026	endothelial	0.3925571026266864	0.11073598919648886	PECAM1,VWF,EMCN,KDR,ENG	
Patient_026	fibroblast	2.5396097176012873	0.14044564483457123	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_027	leukocyte	2.9158314351623877	0.3637015781922525	PTPRC	
Patient_027	t_nk	35.769257910440984	0.6133428981348638	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_027	b_cell	51.33033810467097	0.913558106169297	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_027	myeloid	15.685620918933653	0.45552367288378764	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_027	dendritic	0.5348603479697516	0.0778335724533716	FCER1A,CD1C,CLEC10A,CD1A	
Patient_027	dendritic_hla	80.0351419182788	0.8242467718794835	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_027	macrophage	37.304899976431045	0.30559540889526543	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_027	mast	8.643637083602384	0.047345767575322814	TPSAB1,TPSB2,KIT,MS4A2	
Patient_027	granulocyte	32.75956262838436	0.5591822094691535	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_027	epithelial	8.578947964241861	0.27116212338593976	EPCAM,KRT8,KRT18,KRT19	
Patient_027	basal	8.685296598733672	0.266857962697274	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_027	squamous_tumor	9.135971961703893	0.2704447632711621	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_027	alveolar_at2	11.513371746144644	0.1054519368723099	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_027	luad_tumor	1.2621558282524277	0.11692969870875179	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_027	endothelial	0.38355869428680406	0.11621233859397417	PECAM1,VWF,EMCN,KDR,ENG	
Patient_027	fibroblast	2.6027829960659377	0.1445480631276901	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_028	leukocyte	3.469867014441847	0.4109985528219971	PTPRC	
Patient_028	t_nk	41.36634708137004	0.7095996140858659	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_028	b_cell	41.756024209440625	0.881090207428847	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_028	myeloid	12.809616823027323	0.4315002411963338	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_028	dendritic	0.37316202917804486	0.06246985045827303	FCER1A,CD1C,CLEC10A,CD1A	
Patient_028	dendritic_hla	61.51714752614562	0.7841292812349252	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_028	macrophage	25.36385604504369	0.2918475639170285	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_028	mast	7.180055136018933	0.05209840810419682	TPSAB1,TPSB2,KIT,MS4A2	
Patient_028	granulocyte	26.91189989960213	0.5988904968644476	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_028	epithelial	5.972227593797386	0.23781958514230583	EPCAM,KRT8,KRT18,KRT19	
Patient_028	basal	6.256775057241292	0.24843222383019778	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_028	squamous_tumor	6.466084739523775	0.2549445248432224	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_028	alveolar_at2	9.035192776909652	0.12349252291365172	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_028	luad_tumor	0.9618153190109066	0.0918958031837916	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_028	endothelial	0.3252286447134127	0.09864930053063194	PECAM1,VWF,EMCN,KDR,ENG	
Patient_028	fibroblast	1.9036080205742916	0.11577424023154848	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_029	leukocyte	0.02115731290790287	0.0043677658877484165	PTPRC	
Patient_029	t_nk	0.2405635666194743	0.05678095654072942	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_029	b_cell	2.105076072385632	0.043459270583096746	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_029	myeloid	1.0319296960022526	0.02839047827036471	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_029	dendritic	0.03954356277168483	0.0021838829438742082	FCER1A,CD1C,CLEC10A,CD1A	
Patient_029	dendritic_hla	3.165727032497501	0.05197641406420616	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_029	macrophage	2.775586466649083	0.16073378466914173	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_029	mast	0.03993550357476366	0.0024022712382616293	TPSAB1,TPSB2,KIT,MS4A2	
Patient_029	granulocyte	0.6552200726714741	0.04607993011574579	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_029	epithelial	41.16515953793504	0.9541384581786416	EPCAM,KRT8,KRT18,KRT19	
Patient_029	basal	187.75873062455486	0.9890805852806289	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_029	squamous_tumor	65.62267300886711	0.9733566280847347	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_029	alveolar_at2	0.024824560029642007	0.008735531775496833	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_029	luad_tumor	0.014097805607530774	0.004149377593360996	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_029	endothelial	0.04669673010942245	0.008298755186721992	PECAM1,VWF,EMCN,KDR,ENG	
Patient_029	fibroblast	9.85665601476574	0.22406639004149378	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_030	leukocyte	0.01271685089776495	0.002951096121416526	PTPRC	
Patient_030	t_nk	0.2303990557679978	0.06197301854974705	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_030	b_cell	2.798463346946798	0.05269814502529511	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_030	myeloid	1.2801829727985738	0.03499156829679595	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_030	dendritic	0.03533366122982076	0.0027403035413153458	FCER1A,CD1C,CLEC10A,CD1A	
Patient_030	dendritic_hla	4.09049136092033	0.059232715008431705	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_030	macrophage	3.4533252626477404	0.1812816188870152	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_030	mast	0.06433709009178505	0.0042158516020236085	TPSAB1,TPSB2,KIT,MS4A2	
Patient_030	granulocyte	0.6607114366425485	0.04995784148397976	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_030	epithelial	40.71420605395537	0.9441399662731872	EPCAM,KRT8,KRT18,KRT19	
Patient_030	basal	188.45248843903917	0.9890387858347386	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_030	squamous_tumor	64.28688878245075	0.9639544688026982	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_030	alveolar_at2	0.017840297341290667	0.008010118043844857	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_030	luad_tumor	0.013257608969848773	0.0054806070826306915	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
Patient_030	endothelial	0.06423265764422174	0.010750421585160203	PECAM1,VWF,EMCN,KDR,ENG	
Patient_030	fibroblast	14.60472890018614	0.2531618887015177	COL1A1,COL1A2,COL3A1,DCN,COL6A1	
Patient_031	leukocyte	0.0289926380214608	0.0058309037900874635	PTPRC	
Patient_031	t_nk	0.2601507799252878	0.068304872969596	CD3D,CD3E,TRAC,NKG7,GNLY	
Patient_031	b_cell	2.825994947176604	0.05705955851728446	MS4A1,CD79A,CD37,CD74,CD79B	
Patient_031	myeloid	1.3426223634161532	0.036651395251978344	LST1,TYROBP,FCER1G,AIF1,CTSS	
Patient_031	dendritic	0.05013100602210081	0.003540191586838817	FCER1A,CD1C,CLEC10A,CD1A	
Patient_031	dendritic_hla	4.217425521160888	0.06455643481882549	HLA-DRA,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQB1	
Patient_031	macrophage	3.59346980810849	0.1963765097875885	C1QA,C1QB,C1QC,APOE,MARCO	
Patient_031	mast	0.0678276813048422	0.004373177842565598	TPSAB1,TPSB2,KIT,MS4A2	
Patient_031	granulocyte	0.6791661267690585	0.049354435651811746	FCGR3B,CSF3R,S100A8,S100A9,MNDA	
Patient_031	epithelial	39.834303442376054	0.9410662224073303	EPCAM,KRT8,KRT18,KRT19	
Patient_031	basal	184.89793718175454	0.9825072886297376	KRT5,KRT14,KRT17,TP63,KRT15	
Patient_031	squamous_tumor	64.41745690835208	0.9587671803415244	KRT6A,KRT13,SFN,CLCA2,SERPINB3,SERPINB4	
Patient_031	alveolar_at2	0.023603575728872613	0.011037067888379841	SFTPA1,SFTPA2,SFTPB,SFTPC,NAPSA,ABCA3	
Patient_031	luad_tumor	0.016029174470192083	0.005622657226155768	NKX2-1,NAPSA,CEACAM6,MUC1,MSLN	
