group	member	mean_patristic_distance	n_taxa	n_pairs	status
fungi	919955at2759.faa.mafft.clipkit.treefile	1.5072276001333329	4	6	ok
fungi	923657at2759.faa.mafft.clipkit.treefile	2.1811815775166665	4	6	ok
fungi	924753at2759.faa.mafft.clipkit.treefile	1.8279958533	4	6	ok
fungi	931188at2759.faa.mafft.clipkit.treefile	2.1353808210666667	4	6	ok
fungi	937275at2759.faa.mafft.clipkit.treefile	2.4910008344666665	3	3	ok
fungi	937686at2759.faa.mafft.clipkit.treefile	1.2552447785333334	3	3	ok
fungi	939345at2759.faa.mafft.clipkit.treefile	2.1211432808000001	4	6	ok
fungi	944899at2759.faa.mafft.clipkit.treefile	0.6120044969166667	4	6	ok
fungi	946128at2759.faa.mafft.clipkit.treefile	1.8682866349999998	4	6	ok
fungi	956854at2759.faa.mafft.clipkit.treefile	1.5928635082	3	3	ok
fungi	97116at2759.faa.mafft.clipkit.treefile	1.5273289059333335	4	6	ok
fungi	973442at2759.faa.mafft.clipkit.treefile	1.8439660878833333	4	6	ok
fungi	974865at2759.faa.mafft.clipkit.treefile	1.2751336016833332	4	6	ok
fungi	975158at2759.faa.mafft.clipkit.treefile	1.6630886949166666	4	6	ok
fungi	975557at2759.faa.mafft.clipkit.treefile	2.1082023057999999	4	6	ok
fungi	976469at2759.faa.mafft.clipkit.treefile	1.1909071283999999	3	3	ok
fungi	981902at2759.faa.mafft.clipkit.treefile	2.7195450858000001	4	6	ok
fungi	996662at2759.faa.mafft.clipkit.treefile	1.3109191007500001	4	6	ok
