Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
WikiPathways_2019_Mouse	Orphan GPCRs WP1398	3/19	0.2259215709391198	0.3464130754399838	0	0	1.9693436960276336	2.929531424853592	GPR155;GPR137B;GPR31B
WikiPathways_2019_Mouse	Wnt Signaling Pathway NetPath WP539	12/108	0.2286415615293339	0.3472763340209694	0	0	1.3139467592592593	1.9388594900061555	FZD1;GSK3B;JUN;DAB2;CCND1;PRKCB;MAGI3;TCF4;TAX1BP3;RAF1;RUNX2;MAPK3
WikiPathways_2019_Mouse	SREBF and miR33 in cholesterol and lipid homeostasis WP2084	2/11	0.2474113757902217	0.3701194385331798	0	0	2.3335890551080425	3.259330457660753	NR1H3;HMGCR
WikiPathways_2019_Mouse	Regulation of Actin Cytoskeleton WP523	16/152	0.2482788780222573	0.3701194385331798	0	0	1.236795414221373	1.7231066565766615	CHRM3;NCKAP1;PDGFB;PDGFA;PIK3R1;ACTB;PIK3CG;PIK3R5;RAC3;ARHGEF4;CSK;CD14;RAF1;EZR;ARHGEF6;MAPK3
WikiPathways_2019_Mouse	Exercise-induced Circadian Regulation WP544	6/49	0.2512390200996721	0.3710961673031854	0	0	1.4659209785145249	2.024950708382797	NCKAP1;VAPA;KLF9;NR1D1;TUBB4A;ETV6
WikiPathways_2019_Mouse	Neural Crest Differentiation WP2074	11/101	0.2620862326745806	0.3835989405509771	0	0	1.2844290212711265	1.7199553935150869	NOTCH2;SMAD1;GSK3B;NOTCH1;HDAC10;LHX2;TCF4;DLL1;HDAC9;NFKB2;RHOB
WikiPathways_2019_Mouse	Nucleotide GPCRs WP207	2/12	0.280927342812387	0.4074711909260748	0	0	2.100115074798619	2.666430445909369	P2RY6;ADORA2B
WikiPathways_2019_Mouse	EBV LMP1 signaling WP1243	3/22	0.2987555617094851	0.4256605790728062	0	0	1.658121988910099	2.003226187742382	IFNB1;TRAF1;NFKB2
WikiPathways_2019_Mouse	Signal Transduction of S1P Receptor WP57	3/22	0.2987555617094851	0.4256605790728062	0	0	1.658121988910099	2.003226187742382	RACGAP1;SPHK1;MAPK3
WikiPathways_2019_Mouse	Homologous recombination WP1258	2/13	0.3143109959285466	0.4438953538990877	0	0	1.9090909090909087	2.209529032458614	RAD51;POLD1
WikiPathways_2019_Mouse	Monoamine GPCRs WP570	4/33	0.322347793082326	0.4512869103152564	0	0	1.448514222151597	1.6398980246256654	CHRM3;HRH1;HTR7;HTR2A
WikiPathways_2019_Mouse	ESC Pluripotency Pathways WP339	12/118	0.3294879572485067	0.457306561353531	0	0	1.1893343815513626	1.3204174344801909	FZD1;SMAD1;GSK3B;JUN;MYC;STAT3;PDGFB;GAB1;PDGFA;IL6ST;RAF1;SMAD6
WikiPathways_2019_Mouse	Glycogen Metabolism WP317	4/34	0.342737576156171	0.4716303398388337	0	0	1.4001536098310292	1.499270776132304	GSK3B;GBE1;PHKA1;PYGL
WikiPathways_2019_Mouse	Kennedy pathway WP1771	2/14	0.3473317838797568	0.4739018407172952	0	0	1.749904104334484	1.850479503854594	PCYT1A;PEMT
WikiPathways_2019_Mouse	Alanine and aspartate metabolism WP240	2/15	0.3798002302097669	0.5095653088647706	0	0	1.6152075772328938	1.5636984048378346	PCX;ASS1
WikiPathways_2019_Mouse	Biogenic Amine Synthesis WP522	2/15	0.3798002302097669	0.5095653088647706	0	0	1.6152075772328938	1.5636984048378346	MAOA;HDC
WikiPathways_2019_Mouse	p38 MAPK Signaling Pathway WP350	4/36	0.3835470817308956	0.5103395054435883	0	0	1.3125	1.2577594275503283	MYC;RASGRF1;MAP3K9;MAPK14
WikiPathways_2019_Mouse	PluriNetWork WP1763	27/292	0.3991068925474409	0.526690243443754	0	0	1.0703168886098535	0.983113887055719	GSK3B;PTPRS;NOTCH1;NPR1;UHRF1;JADE1;NEDD4L;HIF1A;DNMT3L;ZFP281;CCND1;MYC;SPP1;MAPK3;FZD1;KDM6B;SMAD1;TLE2;GADD45A;INSR;STAT3;GAB1;EPOP;KLF4;REL;IL6ST;RAF1
WikiPathways_2019_Mouse	Eicosanoid metabolism via Cytochrome P450 Mono-Oxygenases (CYP) pathway WP4349	2/16	0.4115625378496759	0.5387119397869741	0	0	1.4997534111458162	1.3314725224401325	CYP4F18;EPHX2
WikiPathways_2019_Mouse	Robo4 and VEGF Signaling Pathways Crosstalk WP3864	1/6	0.4208460293871081	0.5452634017490687	0	0	2.099482461184589	1.8170773762843069	KDR
WikiPathways_2019_Mouse	Peptide GPCRs WP234	7/71	0.4233411504262956	0.5452634017490687	0	0	1.1484059434506635	0.9871432469898568	CCR1;EDNRB;CXCR3;C5AR1;CCR5;CCR4;SSTR5
WikiPathways_2019_Mouse	G13 Signaling Pathway WP298	4/39	0.4440424947664479	0.5673876322015724	0	0	1.1998025016458196	0.9740416785567596	RTKN;RHPN2;IQGAP2;CIT
WikiPathways_2019_Mouse	Endochondral Ossification WP1270	6/62	0.4559734204030118	0.5744349618660106	0	0	1.124814631735047	0.8833402811793759	CDKN1C;MMP13;HMGCS1;PLAU;SPP1;RUNX2
WikiPathways_2019_Mouse	Id Signaling Pathway WP512	5/51	0.4597489274234888	0.5744349618660106	0	0	1.1410850770580128	0.8867083992222147	ACVRL1;CCNA2;SMAD1;RBL1;KDR
WikiPathways_2019_Mouse	TNF-alpha NF-kB Signaling Pathway WP246	17/187	0.4619658907523045	0.5744349618660106	0	0	1.0499129425420777	0.8108101998148672	GSK3B;MCM7;RIPK3;USP11;GAB1;TRAF1;IQGAP2;TRAIP;NFKB2;NFKBIA;DAP;KCNQ1;NFKBIZ;REL;MCM5;IKBKE;NSMAF
WikiPathways_2019_Mouse	Oxidation by Cytochrome P450 WP1274	4/40	0.46382947231417	0.5744349618660106	0	0	1.166410650281618	0.8960813477542182	CYB5A;CYP26B1;CYP4F18;CYP51
WikiPathways_2019_Mouse	Fatty Acid Omega Oxidation WP33	1/7	0.4712474523879446	0.5763115686514284	0	0	1.7494728771324517	1.316254313580948	ADH7
WikiPathways_2019_Mouse	EDA Signalling in Hair Follicle Development WP3652	2/18	0.4725038947949599	0.5763115686514284	0	0	1.3121403912543153	0.9837238399660542	REL;NFKB2
WikiPathways_2019_Mouse	Dopaminergic Neurogenesis WP1498	3/30	0.4911266283346443	0.5945217079840431	0	0	1.1663148467984392	0.8293120038475472	CDKN1C;NR4A2;STAT3
WikiPathways_2019_Mouse	Estrogen signaling WP1244	7/77	0.5096640580300262	0.6123575622599569	0	0	1.0496249278707444	0.7074508541356749	SHC2;JUN;CDK7;CCND1;BCL2;MAPK14;ESR1
WikiPathways_2019_Mouse	TCA Cycle WP434	3/31	0.5135441007177415	0.6124488904856028	0	0	1.1245990624228963	0.749454599465268	PDP1;PCX;PDK1
WikiPathways_2019_Mouse	Tryptophan metabolism WP79	4/44	0.540085191699027	0.6393655578201717	0	0	1.0495391705069124	0.6465459248840175	CYP2J6;ALDH1A2;CAT;AOX1
WikiPathways_2019_Mouse	Methylation WP1247	1/9	0.5592795925822608	0.6524928580126377	0	0	1.31196089706728	0.7623880410643592	HNMT
WikiPathways_2019_Mouse	NLR Proteins WP1256	1/9	0.5592795925822608	0.6524928580126377	0	0	1.31196089706728	0.7623880410643592	CD40
WikiPathways_2019_Mouse	Fatty Acid Beta Oxidation WP1269	3/34	0.5774396613252638	0.6688329890170321	0	0	1.015599754860995	0.5577179506438541	LIPE;ACSS2;GK
WikiPathways_2019_Mouse	Fatty Acid Biosynthesis WP336	2/22	0.5820991467227906	0.6694140187312092	0	0	1.049482163406214	0.5678900062093414	ACSS2;PCX
WikiPathways_2019_Mouse	Irinotecan Pathway WP475	1/10	0.5976394281667301	0.6824109782613017	0	0	1.1661235703788897	0.6002827130445436	ABCC1
WikiPathways_2019_Mouse	Ptf1a related regulatory pathway WP201	1/11	0.6326622042322735	0.7142111036244114	0	0	1.049453709028177	0.4804594717820484	NOTCH1
WikiPathways_2019_Mouse	Calcium Regulation in the Cardiac Cell WP553	12/147	0.63436141502044	0.7142111036244114	0	0	0.9323559670781894	0.4243491679557054	CHRM3;ADCY9;PRKCB;PRKAR2B;FXYD2;ATP2A3;ADCY4;CACNA1D;ITPR3;SFN;GNG11;ADCY6
WikiPathways_2019_Mouse	Proteasome Degradation WP519	4/52	0.6736895081399824	0.753222297295397	0	0	0.874231950844854	0.3453093329271233	UCHL1;PSMD11;PSMD5;RPN1
WikiPathways_2019_Mouse	Steroid Biosynthesis WP55	1/14	0.720485791302386	0.7999876717219596	0	0	0.8071393816074667	0.2646041679803633	HSD17B7
WikiPathways_2019_Mouse	One Carbon Metabolism WP435	2/29	0.7315363423748363	0.8048306415673285	0	0	0.7770958530452201	0.2429266739901059	DHFR;ATIC
WikiPathways_2019_Mouse	Eukaryotic Transcription Initiation WP567	3/43	0.7348453683875608	0.8048306415673285	0	0	0.7867012089810017	0.2423788545593639	CDK7;POLR3H;POLR3K
WikiPathways_2019_Mouse	GPCRs, Class C Metabotropic glutamate, pheromone WP327	1/15	0.7448204423968171	0.8094259824303718	0	0	0.7494454941263452	0.2207957157830925	GPRC5C
WikiPathways_2019_Mouse	Heart Development WP2067	3/44	0.7490960955411514	0.8094259824303718	0	0	0.7674712498420321	0.2217132384471841	SMAD1;BMP10;NOTCH1
WikiPathways_2019_Mouse	Factors and pathways affecting insulin-like growth factor (IGF1)-Akt signaling WP3675	2/31	0.7649266507413216	0.8155840448301508	0	0	0.7234236736637435	0.1938596985019586	TNFSF9;PDK1
WikiPathways_2019_Mouse	Hypothetical Network for Drug Addiction WP1246	2/31	0.7649266507413216	0.8155840448301508	0	0	0.7234236736637435	0.1938596985019586	MAPK3;GRIN2D
WikiPathways_2019_Mouse	Hedgehog Signaling Pathway WP116	1/22	0.8651401381977009	0.9163655411173016	0	0	0.4994386483748186	0.072350568331716	CCNB1
WikiPathways_2019_Mouse	Splicing factor NOVA regulated synaptic proteins WP1983	2/42	0.8908718441913911	0.937453378528196	0	0	0.5241657077100115	0.0605698087648838	EPB41;EPB41L1
WikiPathways_2019_Mouse	Translation Factors WP307	2/50	0.9393625004212872	0.9820607958949822	0	0	0.4366129650939777	0.0273118109391108	EEF1A2;EIF4EBP1
WikiPathways_2019_Mouse	Wnt Signaling in Kidney Disease WP3857	1/37	0.9656393238231328	0.9999947964505128	0	0	0.2910996102485464	0.0101782644754577	FZD1
WikiPathways_2019_Mouse	Mecp2 and Associated Rett Syndrome WP2910	1/47	0.9861976606524608	0.9999947964505128	0	0	0.2276920769057679	0.0031645731570731	GAMT
WikiPathways_2019_Mouse	Odorant GPCRs WP1397	8/189	0.9943160957338631	0.9999947964505128	0	0	0.4613578655914664	0.0026297947915764	GPR171;ADGRG6;GPR33;GPR55;GPR84;GPR155;GPR137B;GPR31B
WikiPathways_2019_Mouse	Electron Transport Chain WP295	3/103	0.9951105652235708	0.9999947964505128	0	0	0.3136442141623489	0.001537304272788	COX7B;SCO1;NDUFA12
WikiPathways_2019_Mouse	GPCRs, Other WP41	5/155	0.9981420516516116	0.9999947964505128	0	0	0.3479346781940441	0.0006470459359668128	FZD1;GPR132;GPR84;CELSR1;SSTR5
WikiPathways_2019_Mouse	Cytoplasmic Ribosomal Proteins WP163	1/92	0.9997707562944566	0.9999947964505128	0	0	0.1148127318340084	2.632311340851617e-05	RPS6KA2
WikiPathways_2019_Mouse	mRNA processing WP310	13/457	0.9999947964505128	0.9999947964505128	0	0	0.3020495886737925	1.5717340715166267e-06	RNASEL;EIF4E3;ABCB4;MSI2;PUM3;AFG3L2;CPEB1;LSM11;CYP4F18;ZFP385A;RBPMS2;TRIM21;RBM11
