tree_name	mean_patristic_distance
844748at2759	ERROR:<Node object at 0x14a01c80c680: 'None' (<Taxon 0x14a01c7f1a30 'Fungi Scer'>)>
855834at2759	ERROR:<Node object at 0x14a01c80ce60: 'None' (<Taxon 0x14a01c7f1c10 'Fungi Ncra'>)>
858842at2759	ERROR:<Node object at 0x14a01c80f920: 'None' (<Taxon 0x14a01c7f3fb0 'Fungi Ncra'>)>
865202at2759	ERROR:<Node object at 0x14a01c80fec0: 'None' (<Taxon 0x14a01c7f1d30 'Fungi Ncra'>)>
866359at2759	ERROR:<Node object at 0x14a01c80f770: 'None' (<Taxon 0x14a01c7f1e50 'Fungi Ncra'>)>
869548at2759	ERROR:<Node object at 0x14a01c80f0b0: 'None' (<Taxon 0x14a01c81df10 'Fungi Ncra'>)>
878143at2759	ERROR:<Node object at 0x14a01c80ea80: 'None' (<Taxon 0x14a01c81d4f0 'Fungi Ncra'>)>
87842at2759	ERROR:<Node object at 0x14a01c80e450: 'None' (<Taxon 0x14a01c81d370 'Fungi Ncra'>)>
887370at2759	ERROR:<Node object at 0x14a01c80dd00: 'None' (<Taxon 0x14a01c81d1f0 'Fungi Ncra'>)>
891751at2759	ERROR:<Node object at 0x14a01c80d760: 'None' (<Taxon 0x14a01c81d070 'Fungi Ncra'>)>
898782at2759	ERROR:<Node object at 0x14a01c80c440: 'None' (<Taxon 0x14a01c81cef0 'Fungi Ncra'>)>
901894at2759	ERROR:<Node object at 0x14a01c80cd40: 'None' (<Taxon 0x14a01c81ce30 'Fungi Ncra'>)>
905026at2759	ERROR:<Node object at 0x14a01c80cf80: 'None' (<Taxon 0x14a01c81ccb0 'Fungi Ncra'>)>
911863at2759	ERROR:<Node object at 0x14a01c82cdd0: 'None' (<Taxon 0x14a01c81cb30 'Fungi Ncra'>)>
917326at2759	ERROR:<Node object at 0x14a01c82d010: 'None' (<Taxon 0x14a01c81c9b0 'Fungi Ncra'>)>
918816at2759	ERROR:<Node object at 0x14a01c82c050: 'None' (<Taxon 0x14a01c81c830 'Fungi Ncra'>)>
919955at2759	ERROR:<Node object at 0x14a01c82c5f0: 'None' (<Taxon 0x14a01c81c6b0 'Fungi Ncra'>)>
923657at2759	ERROR:<Node object at 0x14a01c82df40: 'None' (<Taxon 0x14a01c81c4d0 'Fungi Ncra'>)>
924753at2759	ERROR:<Node object at 0x14a01c82d9a0: 'None' (<Taxon 0x14a01c81c350 'Fungi Ncra'>)>
931188at2759	ERROR:<Node object at 0x14a01c82d250: 'None' (<Taxon 0x14a01c81c1d0 'Fungi Ncra'>)>
937275at2759	ERROR:<Node object at 0x14a01c82e330: 'None' (<Taxon 0x14a01c81c050 'Fungi Ncra'>)>
937686at2759	ERROR:<Node object at 0x14a01c82e600: 'None' (<Taxon 0x14a01c81d850 'Fungi Ncra'>)>
939345at2759	ERROR:<Node object at 0x14a01c82e8d0: 'None' (<Taxon 0x14a01c81d970 'Fungi Ncra'>)>
944899at2759	ERROR:<Node object at 0x14a01c80d400: 'None' (<Taxon 0x14a01c7f1eb0 'Fungi Ncra'>)>
946128at2759	ERROR:<Node object at 0x14a01c80c4d0: 'None' (<Taxon 0x14a01c7f1cd0 'Fungi Ncra'>)>
956854at2759	ERROR:<Node object at 0x14a01c80c3b0: 'None' (<Taxon 0x14a01c7f1bb0 'Fungi Ncra'>)>
97116at2759	ERROR:<Node object at 0x14a01c80df40: 'None' (<Taxon 0x14a01c7f1b50 'Fungi Ncra'>)>
973442at2759	ERROR:<Node object at 0x14a01c80de20: 'None' (<Taxon 0x14a01c7f19d0 'Fungi Ncra'>)>
974865at2759	ERROR:<Node object at 0x14a01c80ec30: 'None' (<Taxon 0x14a01c7f1790 'Fungi Ncra'>)>
975158at2759	ERROR:<Node object at 0x14a01c80ee70: 'None' (<Taxon 0x14a01c7f1550 'Fungi Ncra'>)>
975557at2759	ERROR:<Node object at 0x14a01c80f770: 'None' (<Taxon 0x14a01c7f13d0 'Fungi Ncra'>)>
976469at2759	ERROR:<Node object at 0x14a01c80ff50: 'None' (<Taxon 0x14a01c7f1250 'Fungi Ncra'>)>
981902at2759	ERROR:<Node object at 0x14a01c80c200: 'None' (<Taxon 0x14a01c7f11f0 'Fungi Ncra'>)>
996662at2759	ERROR:<Node object at 0x14a01c80c290: 'None' (<Taxon 0x14a01c7f1010 'Fungi Ncra'>)>
