barcode	B_Cell	Endothelial	Fibroblast_Stroma	Macrophage	T_Cell	Tumor_Core	relative_residual
Spot_321-1	0.03897125042	0.001066392566	0.9569239776	0.003038379411	0	0	0.4897918058
Spot_322-1	0.2546401192	0	0.7394927033	0	0.005867177496	0	0.2970970049
Spot_323-1	0	0	0.9785244325	0	0	0.02147556747	0.4895072945
Spot_324-1	0.00780926273	0.0141746239	0.506906683	0.2199051683	0.2512042621	0	0.3407546277
Spot_325-1	0.003380369092	0	0.9857022679	0.0101107884	0	0.0008065745821	0.3109096777
Spot_326-1	0	0	0.2540369572	0	0.7458087327	0.000154310112	0.303911152
Spot_327-1	0	0.01633219694	0	0	0.9836678031	0	0.3122206312
Spot_328-1	0.496523248	0	0.4797055787	0	0.01520972853	0.008561444774	0.4467182575
Spot_329-1	1	0	0	0	0	0	0.308443234
Spot_330-1	0.004323943818	0.3414581252	0.00147422109	0.004129775985	0.6375818974	0.01103203651	0.3483513662
Spot_331-1	0.004275741606	0.2368580814	0	0.4732721589	0.2855940182	0	0.3466622925
Spot_332-1	0.009154145826	0	0.9671806838	0.00656383341	0.01432323131	0.002778105625	0.3244352726
Spot_333-1	0	0	0.9775420616	0	0.0224579384	0	0.491431995
Spot_334-1	0	0	0.9745650038	0.0002629277306	0.02501757021	0.0001544982545	0.3729280668
Spot_335-1	0.003504035446	0.01849260365	0.953008844	0	0.01254059206	0.01245392484	0.5158444096
Spot_336-1	0.005900596834	0.01014872114	0.9811108958	0.002839786267	0	0	0.3023305784
Spot_337-1	0	0	1	0	0	0	0.3028784565
Spot_338-1	0.005465079313	0.03297675193	0.9531576439	0	0.008400524872	0	0.3769456387
Spot_339-1	0	0.001551756854	0.9865174528	0	0.01193079038	0	0.4866795669
Spot_340-1	0	0.01706272339	0.6431178651	0.3398194115	0	0	0.3588598855
Spot_341-1	0	0	0.4792373635	0.007905838566	0.512856798	0	0.4351266597
Spot_342-1	0	0	0.001816976917	0.505182295	0.493000728	0	0.4321629805
Spot_343-1	0.009509433962	0.2392481828	0.2593467656	0.4818885639	0.001864530634	0.008142523077	0.3513675649
Spot_344-1	0	0.02240909537	0	0	0.004555077338	0.9730358273	0.5008880016
Spot_345-1	0.5178927619	0	0.002708003786	0	0	0.4793992343	0.4598400623
Spot_346-1	0	0	0	0.9657294214	0.01235084811	0.02191973045	0.520679332
Spot_347-1	0	0.002705678404	0.001318018024	0	0.006030488863	0.9899458147	0.533958716
Spot_348-1	0.322862455	0.3297373176	0.003059289472	0.007728127325	0	0.3366128107	0.3984943817
Spot_349-1	0	0	0.01650630372	0.5013450614	0	0.4821486349	0.4507811467
Spot_350-1	0.005615209534	0	0.462405161	0.5267743489	0	0.005205280615	0.4205802883
Spot_351-1	0	0.0005472522509	0	0.5109439684	0.002615355182	0.4858934242	0.4320292293
Spot_352-1	0.01484297937	0.005184038086	0.6800808177	0.2998921648	0	0	0.3512497827
Spot_353-1	0.01406633931	0.003661120909	0.9677194943	0.002789791355	0	0.01176325412	0.3585133865
Spot_354-1	0	0.02191909726	0.9343722879	0	0.04370861488	0	0.5138752166
Spot_355-1	0	0	0.4906794604	7.663915805e-06	0.4854223592	0.02389051645	0.424814043
Spot_356-1	0.0188771295	0	0.5288630206	0	0.4522598499	0	0.424498901
Spot_357-1	0.01326733324	0	0.9544112942	0.02271256698	0.009608805575	0	0.4976828058
Spot_358-1	0	1	0	0	0	0	0.4947086104
Spot_359-1	0	0	0	0	0.9804321297	0.01956787027	0.4969003608
Spot_360-1	0.01483966786	0	0	0	0.9791606989	0.00599963326	0.3815414385
Spot_361-1	0	0	0.01182674476	0	0.9711149387	0.01705831651	0.5018934017
Spot_362-1	0.4679676177	0.0095512505	0.009124996088	0	0.5133561357	0	0.4200089668
Spot_363-1	0.3444012855	0	0.3053701388	0	0.3502285757	0	0.3895329904
Spot_364-1	0.01087519208	0.009721786525	0.9676148965	0	0	0.01178812492	0.3040692716
Spot_365-1	0	0	1	0	0	0	0.5049628371
Spot_366-1	0	0.9970856647	0.002914335312	0	0	0	0.4909304747
Spot_367-1	0.2852217365	0.01720368254	0.6949715074	0	0	0.002603073585	0.3634817966
Spot_368-1	0	0.008238301967	0.966589406	0.02021391231	0.004958379741	0	0.4923565727
Spot_369-1	0.01976868623	0.00326911481	0.6407157383	0.02045828536	0.3135036977	0.002284477577	0.3472148656
Spot_370-1	0.004992179804	0	0.9865162717	0	0.008491548514	0	0.4799445731
Spot_371-1	0.02560453973	0.9313129415	0.02341196768	0	0.01967055108	0	0.5044917697
Spot_372-1	0	0.3564309037	0	0.3246433856	0	0.3189257107	0.3970507523
Spot_373-1	0	0	0	0.9923852434	0.007614756594	0	0.2916734685
Spot_374-1	0	0.001475021289	0.02650045417	0.9720245245	0	0	0.5104026918
Spot_375-1	0.0294465844	0.4583569637	0	0.5002369644	0	0.01195948747	0.4404351813
Spot_376-1	0	0.01061416033	0	0.6727641504	0.004446323612	0.3121753656	0.3653148558
Spot_377-1	0	0	0.001918473679	0.489299012	0.5028509903	0.005931523932	0.3291940667
Spot_378-1	0.5089315534	0	0.01787856974	0	0	0.4731898769	0.4630295153
Spot_379-1	0.004333744418	0.0218199345	0.4607927863	0.5050760496	0	0.007977485181	0.4192639942
Spot_380-1	0	0	0.981331785	0.01592643246	0	0.002741782546	0.480576948
Spot_381-1	0.3424233397	0.008914411174	0.6347073328	0.01395491627	0	0	0.3671672496
Spot_382-1	0.002917518043	0	0.997082482	0	0	0	0.3220136742
Spot_383-1	0.3268754309	0	0.6731245691	0	0	0	0.3516568187
Spot_384-1	0	0.02608977342	0	0.9739102266	0	0	0.5178087544
Spot_385-1	0	0.4821766333	0.4787933253	0.02412677284	0	0.0149032685	0.4370082619
Spot_386-1	0	0.6662001223	0.3289767542	0.004823123499	0	0	0.3788592649
Spot_387-1	0	0.9760505053	0.01547689565	0	0.008472599061	0	0.376248074
Spot_388-1	0.004684901958	0	0	0.01124778914	0.9840673089	0	0.5087922784
Spot_389-1	0	0.01403915375	0	0.4800552744	0.4946998453	0.01120572653	0.4083948092
Spot_390-1	0.6783237913	0	0	0	0.3216762087	0	0.3587304937
Spot_391-1	0.3399945207	0	0.01035251922	0.3363350598	0.2998004101	0.01351749018	0.39943732
Spot_392-1	0.01831229961	0.004752546651	0.0205888913	0.9371557377	0.01919052475	0	0.5109537868
Spot_393-1	0	0	0.02060723026	0	0.9793927697	0	0.3839755348
Spot_394-1	0.2253170083	0	0.4919000208	0.2599505549	0	0.02283241595	0.3510075362
Spot_395-1	0	0.5120958928	0.4724407965	0	0	0.01546331067	0.4331482771
Spot_396-1	0	0	0.4931052954	0.4990047355	0.001948101896	0.005941867221	0.4435274197
Spot_397-1	0.002103648995	0.5171776618	0.4793240266	0	0.001394662566	0	0.4438897019
Spot_398-1	0.02090844549	0.3254225332	0.6460311904	0	0.0076378309	0	0.3682991081
Spot_399-1	0.001024467631	0	0.01394105155	0	0	0.9850344808	0.5364992701
Spot_400-1	0.002846577658	6.678624778e-05	0.02393836214	0.973148274	0	0	0.5287116794
Spot_401-1	0.01456365971	0.01863094616	0	0.4651584249	0.49699597	0.00465099924	0.4480332743
Spot_402-1	0	0.001849134903	0.3216060799	0.3357767781	0	0.340768007	0.3716099739
Spot_403-1	0	0	0	0.6546510378	0	0.3453489622	0.3525493066
Spot_404-1	0	0	0.01355563982	0.5113897145	0.003494346838	0.4715602988	0.4460809085
Spot_405-1	0.01315362587	0	0	0.2885287718	0.002872902688	0.6954446996	0.3629593907
Spot_406-1	0	0	0	0.4909788137	0	0.5090211863	0.4418812612
Spot_407-1	0.001340120984	0	0	0	0	0.998659879	0.5171249685
Spot_408-1	0.003543114682	0	0	0.9964568853	0	0	0.3929962848
Spot_409-1	0	0	0.001033262146	0.498935131	0.004603620746	0.4954279861	0.4390592229
Spot_410-1	0.0009580301506	0.4548668946	0	0.5253199057	0.01885516961	0	0.45052685
Spot_411-1	0	0	0.3346368942	0	0	0.6653631058	0.3622028172
Spot_412-1	0	0	0.3406516642	0.6460571541	0	0.0132911817	0.3403457772
Spot_413-1	0	0.00151865932	0.9938379566	0	0.004643384035	0	0.378870352
Spot_414-1	0.01958659661	0	0.9524603495	0.002779003566	0	0.02517405029	0.3237878293
Spot_415-1	0.003248790394	0	0.4900645996	0.02775332831	0.4789332817	0	0.4331730193
Spot_416-1	0.04166527851	0	0.9514532664	0	0	0.006881455055	0.4870145891
Spot_417-1	0	0.02115910187	0.9788408981	0	0	0	0.3543840387
Spot_418-1	0.3262664634	0.00595323815	0.3255365691	0	0.3376055865	0.004638142916	0.3816970474
Spot_419-1	0.3278496818	0.3172182934	0.3388436772	0.004009687304	0.0001330726654	0.01194558773	0.3999146934
Spot_420-1	0.9827398301	0	0.005710177024	0	0.01154999286	0	0.5119161695
Spot_421-1	0.002106854051	0	0	0.534583028	0.4633101179	0	0.4520065437
Spot_422-1	0.1911816702	0.007862187875	0.2094037934	0.195289974	0.3950348783	0.001227496254	0.3237025161
Spot_423-1	0.0001017273069	0	0	0	0.9998982727	0	0.4823306966
Spot_424-1	0	1	0	0	0	0	0.4934717559
Spot_425-1	0.3300465851	0.003417723968	0.3529331257	0.3082011154	0.005401449865	0	0.3924271621
Spot_426-1	0	0.00218382971	0.9663680874	0.007156843048	0.02429123988	0	0.3065745777
Spot_427-1	0	0.01485262369	0.9662817138	0.01886566248	0	0	0.4863794823
Spot_428-1	0	0.00554392319	0.9851420447	0	0.009229880746	8.415132355e-05	0.3825139979
Spot_429-1	0.002309324182	0.005448052324	0.5063847326	0.4858578909	0	0	0.4445923117
Spot_430-1	0	0	0.9824305071	0.01756949292	0	0	0.4985142862
Spot_431-1	0.0419446878	0.002840981041	0.005469763818	0.9497445673	0	0	0.5121849485
Spot_432-1	0.01687245625	0.0004874477199	0.008330745999	0.01669358247	0.4955408347	0.4620749328	0.4380201276
Spot_433-1	0.003542615892	0.008848354576	0	0.6503747519	0	0.3372342776	0.375903291
Spot_434-1	0.01780513185	0.9390462744	0.01930365068	0	0.02384494308	0	0.5166013258
Spot_435-1	0	0	0	0.002687506993	0.9790512316	0.01826126139	0.4880294228
Spot_436-1	0.006347982908	0.02479774592	0.00588777264	0.01710555357	0.006376394375	0.9394845506	0.543831432
Spot_437-1	0	0.008378543044	0	0.5202153724	0.0029189889	0.4684870956	0.4307373842
Spot_438-1	0.0003100727595	0	0	0.6503119361	0.008687605152	0.340690386	0.370298352
Spot_439-1	0	0.01607822033	0.007337001145	0.4805915821	0	0.4959931964	0.4457004355
Spot_440-1	0	0	0	0.6774314203	0.007973813158	0.3145947666	0.3788800047
Spot_441-1	0.001234038661	0	0	0	0	0.9987659613	0.5139806692
Spot_442-1	0	0.009793312686	0.9902066873	0	0	0	0.3805589169
Spot_443-1	0.01350231174	0.2453434414	0.7294502865	0	0	0.01170396032	0.3283040229
Spot_444-1	0.9772605469	0	0	0.02273945313	0	0	0.5040282353
Spot_445-1	0	0	0.9728613569	0.01174416802	0	0.01539447513	0.4037057082
Spot_446-1	0.01528738603	0	0.9698848027	0	0.01482781125	0	0.506959166
Spot_447-1	0.01533252951	0	0.9661650821	0	0	0.01850238842	0.3609299748
Spot_448-1	0.9794271926	0	0.01819257623	0	0.002380231186	0	0.5120380711
Spot_449-1	0.01988252054	0	0.4594022745	0.007748006004	0.5129671989	0	0.4395850473
Spot_450-1	0.3175686696	0.6650034656	0.00584764604	0	0	0.0115802188	0.3652956842
Spot_451-1	0	0.4663307547	0.0007350066782	0.5173317043	0.003290638116	0.01231189615	0.4448532755
Spot_452-1	0	0.9730977272	0.0004010725115	0.01765817239	0.008843027855	0	0.492389534
Spot_453-1	0.01270769298	0.03531409207	0.001204963637	0.9472090652	0.003564186104	0	0.5071598199
Spot_454-1	0.009210853222	0.4852778657	0.460517655	0	0.009949865809	0.03504376026	0.4470056764
Spot_455-1	0	0	0.9839628874	0.01603711256	0	0	0.5118183535
Spot_456-1	0	0	0.9796272201	0.0143305524	0.006042227542	0	0.3583474384
Spot_457-1	0	0	0.000442166892	0.9944124976	0.005145335476	0	0.5033030232
Spot_458-1	0.4866959794	0	0	0	0.5133040206	0	0.4233248432
Spot_459-1	0.9835724067	0	0	0	0	0.01642759331	0.5026872502
Spot_460-1	0	0	1	0	0	0	0.4791700906
Spot_461-1	0.4821081126	0	0	0.5046801159	0	0.01321177151	0.44444534
Spot_462-1	0.2591689445	0	0	0.237032338	0.25102556	0.2527731574	0.3604787563
Spot_463-1	0	0.001423729707	0	0.03194713961	0.02443668605	0.9421924446	0.5219662405
Spot_464-1	0	0.0130770938	0.0007180336397	0.3316305032	0	0.6545743693	0.3550939686
Spot_465-1	0	0.005653963578	0.00405948285	0.4752380132	0.5150485404	0	0.4366452465
Spot_466-1	0.006167823066	0	0	0.5040752255	0	0.4897569514	0.424525966
Spot_467-1	0	0.007802728746	0	0.9921972713	0	0	0.512709128
Spot_468-1	0.4844228737	0.005390579632	0.0238775474	0	0	0.4863089993	0.4531812853
Spot_469-1	0	0	1	0	0	0	0.3521005856
Spot_470-1	0.01336436076	0	0	0.500850642	0.4857849972	0	0.4155059733
Spot_471-1	0	0	0.9958234084	0	0	0.004176591603	0.4506691555
Spot_472-1	0.001744634197	0	0	0.9910017675	0.007253598328	0	0.492450372
Spot_473-1	0.01469006298	0.3349614936	0.6313482994	0	0.01757517668	0.001424967391	0.3689332352
Spot_474-1	0	0.002087828421	0.676565343	0.3139796005	0.007367228068	0	0.3501126135
Spot_475-1	0.3434241152	0	0.6565758848	0	0	0	0.3556677777
Spot_476-1	0.004523833588	0	0.9862444644	0.009231702033	0	0	0.4708099103
Spot_477-1	0.009814971228	0	0.02272011633	0	0.9628313047	0.004633607784	0.5038880872
Spot_478-1	0.0144518236	0.5021822982	0.007253284314	0.4761125939	0	0	0.4580791789
Spot_479-1	0.009157067693	0.02171200225	0.9606484535	0	0.008482476557	0	0.5046357398
Spot_480-1	0	0.9581096886	0.04189031138	0	0	0	0.5067525238
Spot_481-1	0	0	0.005176068587	0.9803208649	0.01450306648	0	0.5077976704
Spot_482-1	0.9954137256	0.001834970203	0	0	0.002751304155	0	0.3585803651
Spot_483-1	0	0	0.9953739684	0	0	0.00462603158	0.4668377754
Spot_484-1	0	0	1	0	0	0	0.4946214466
Spot_485-1	0	0.9783367733	0	0	0.002249199436	0.01941402729	0.5094744149
Spot_486-1	0.0001219003384	0.5081400121	0	0.4917380876	0	0	0.444104845
Spot_487-1	0	0.4768631017	0.02083841124	0.4922193867	0	0.01007910029	0.4402591422
Spot_488-1	0	0	0	0.01075390819	0.9892460918	0	0.4966432571
Spot_489-1	0	0	0.9996152239	0.0003847760877	0	0	0.3584467335
Spot_490-1	0	0.009217032393	0	0	0	0.9907829676	0.5123261216
Spot_491-1	0	0	0.01533707949	0	0	0.9846629205	0.3707949776
Spot_492-1	0	0	0	1	0	0	0.2802813966
Spot_493-1	0	0.02789878582	0	0	0	0.9721012142	0.5237823097
Spot_494-1	0.002516635623	0	0.01381513552	0.9795392654	0.004128963459	0	0.4978504836
Spot_495-1	0	0.0006951835377	0.01408301377	0.6582063595	0	0.3270154432	0.3669199556
Spot_496-1	0	0	0	0.9870436995	0	0.01295630054	0.5144795559
Spot_497-1	0	0.6903584282	0	0	0	0.3096415718	0.3584680833
Spot_498-1	0	0.03119201575	0	0.4849505272	0.003136921836	0.4807205352	0.4329108653
Spot_499-1	0.01452578967	0	0	0.4733795103	0.5029893205	0.009105379445	0.4450833606
Spot_500-1	0.01706090735	0	0.003843798211	0.9619525316	0.01714276281	0	0.503773977
Spot_501-1	0	0.0171824502	0.001846819616	0.9683214345	0.01264929569	0	0.4888479103
Spot_502-1	0	0.003309190174	0.6616636344	0.0194383354	0.00730861829	0.3082802218	0.3545041979
Spot_503-1	0.0209650504	0.0007699239642	0.02615728281	0	0	0.9521077428	0.5141783828
Spot_504-1	0	0	0.9923779716	0.002710335039	0.004326430876	0.000585262438	0.3196154578
Spot_505-1	0.3285832527	0.3280156876	0.3214200426	0.0007437286462	0.02123728852	0	0.4148514735
Spot_506-1	0	0	0.662117263	0.3260534936	0	0.0118292434	0.3600587065
Spot_507-1	0	0	0	0.3331635896	0.6521606685	0.01467574196	0.3578380225
Spot_508-1	0.01243234843	0.9516617085	0.02740754419	0	0	0.008498398891	0.5356351749
Spot_509-1	0.9856168286	0.005344095894	0	0	0.009039075476	0	0.3799123736
Spot_510-1	0.003408497891	0.6347571975	0.01983768891	0.3419966157	0	0	0.348720066
Spot_511-1	0.00842554541	0.01758476866	0.004076635413	0	0.9554306236	0.01448242695	0.3295163284
Spot_512-1	0.00399593626	0.6860941342	0	0	0.3097281503	0.0001817792338	0.3602036155
Spot_513-1	0.3333399495	0.006511667818	0.3424625998	0	0.3176857829	0	0.3901424555
Spot_514-1	0	0	0.9812336088	0.01876639118	0	0	0.3783299942
Spot_515-1	0.3518045331	0	0.337662336	0.003112136548	0.3074209944	0	0.400053951
Spot_516-1	0	0	0.9978725902	0	0.002127409753	0	0.3051511421
Spot_517-1	0.976788775	0.01411411635	0	0	0.003123202947	0.005973905708	0.3836072479
Spot_518-1	0.3375345414	0	0.6509629003	0	0.004963518345	0.006539039974	0.3665831498
Spot_519-1	0	0.004094807467	0.003502410377	0.01554010652	0	0.9768626756	0.4122662664
Spot_520-1	0	0	0	1	0	0	0.5103904315
Spot_521-1	0	0	0.01973467923	0.5130315354	0.005223850814	0.4620099345	0.4317598566
Spot_522-1	0	0.008488338388	0	0.5261274111	0	0.4653842505	0.3216198469
Spot_523-1	0	0	0	0.4913762506	0.5072775793	0.001346170181	0.4581697249
Spot_524-1	0.5232247123	0	0	0.4751753727	0	0.001599914974	0.4266002548
Spot_525-1	0	0	0.01953038338	0.5102634987	0	0.4702061179	0.4408480932
Spot_526-1	0	0.006832341149	0.01816521945	0.9750024394	0	0	0.3928974108
Spot_527-1	0.5216818931	0	0	0	0	0.4783181069	0.4699798478
Spot_528-1	0.004941689675	0	0	0.4773839337	0.0352165167	0.4824578599	0.4488703789
Spot_529-1	0.2563024087	0	0	0.7331517293	0	0.01054586194	0.3198571059
Spot_530-1	0.005902074737	0.01587688454	0.9747979326	0.003423108091	0	0	0.3018469159
Spot_531-1	0	0.02707169785	0	0.468934266	0.02657442694	0.4774196092	0.4500068983
Spot_532-1	0	0	0	0.981459133	0.008685458829	0.009855408131	0.4922671947
Spot_533-1	0	0	0.9956945556	0	0	0.004305444403	0.3477450382
Spot_534-1	0	0.2727426439	0.7272573561	0	0	0	0.314220659
Spot_535-1	0	0	0.9951626285	0.004837371525	0	0	0.3649038094
Spot_536-1	0	0.5140980313	0.4826508153	0	0.003251153379	0	0.4246644086
Spot_537-1	0.01201429406	0.9735648925	0.01442081345	0	0	0	0.4898092496
Spot_538-1	0.4908165453	0.003335689579	0	0.5006540656	0.005193699557	0	0.4461495681
Spot_539-1	0.02177741996	0.0130828316	0.3225645696	0.3239754796	0.3160560833	0.002543615945	0.3963887407
Spot_540-1	0.6706012618	0.006487146934	0.01016535366	0	0.3127462376	0	0.3533766133
Spot_541-1	0.9978483865	0	0	0	0	0.002151613506	0.3519586038
Spot_542-1	0.5084658486	0.4915341514	0	0	0	0	0.4233795203
Spot_543-1	0.3214957868	0.3333422892	0.01545051439	0.003683154121	0.3238920307	0.002136224874	0.3975549317
Spot_544-1	0.3176742313	0.3450958745	0.3270065086	0	0.0102233856	0	0.3913530772
Spot_545-1	0.3368799081	0	0.001051489119	0.6444492259	0	0.01761937684	0.3491960527
Spot_546-1	0.005089778308	0.005625796334	0.6436181749	0.3395661512	0	0.00610009926	0.3561144479
Spot_547-1	0	0	0.7200738954	0.009451063751	0.2704750409	0	0.3060249604
Spot_548-1	0	0	0.9461911368	0	0.02796697176	0.02584189146	0.5082140094
Spot_549-1	0	0.0112890727	0.9716637937	0.01704713359	0	0	0.3106151444
Spot_550-1	0.252258772	0.002516940617	0.4944416209	0.2397311521	0.01105151439	0	0.3355633676
Spot_551-1	0	0.00708562751	0.9894830611	0	0	0.003431311364	0.4689000591
Spot_552-1	0	0.01365703224	0	0.0005562282556	0.3475598184	0.6382269211	0.3811483031
Spot_553-1	0	0.038285667	0.007006631884	0	0	0.9547077011	0.5240920736
Spot_554-1	0.4837813261	0	0.02104891535	0.006899093763	0.005220638859	0.4830500259	0.4574841565
Spot_555-1	0.4773232851	0	0.005761354325	0.01347363426	0.2528970086	0.2505447177	0.3605681587
Spot_556-1	0.002732418043	0.02502807577	0	0	6.329130742e-05	0.9721762149	0.3680620051
Spot_557-1	0.003163199776	0.0142817998	0.01193997159	0.4895033716	0	0.4811116572	0.4472708073
Spot_558-1	0	0	0	0.4874882823	0	0.5125117177	0.4300117256
Spot_559-1	0.009185755531	0.003262318382	0.4612982583	0.5081527013	0.01810096654	0	0.4460625591
Spot_560-1	0	0	0.3220109512	0.3406223495	0.009119697787	0.3282470016	0.390771838
Spot_561-1	0.02274524788	0	0.9488228784	0	0.00987445273	0.01855742098	0.4746732695
Spot_562-1	0.01936035586	0	0.9448071767	0.01540803089	0.02042443656	0	0.4023377013
Spot_563-1	0	0.002493055203	0.9820392973	0	0.008208645105	0.007259002412	0.3307473065
Spot_564-1	0	0.2418988976	0.7385398334	0	0	0.01956126902	0.308335851
Spot_565-1	0.01538029034	0.001351085219	0.9832686244	0	0	0	0.3671354595
Spot_566-1	0.01300698688	0.4567884264	0.003079760522	0.02484043118	0.493174732	0.009109663073	0.4434111647
Spot_567-1	0	0	0.6791108081	0.3208891919	0	0	0.3549895058
Spot_568-1	0.002410648434	0.3247702453	0	0.3115232575	0.3519160109	0.009379837945	0.3974618748
Spot_569-1	0.9939992639	0	0	0.006000736123	0	0	0.4870559767
Spot_570-1	0	0	0.002789173768	0.6685575087	0.3286533176	0	0.3709398285
Spot_571-1	0.3203315321	0.003894890484	0	0.004365156094	0.6714084213	0	0.3692469372
Spot_572-1	1	0	0	0	0	0	0.3084581874
Spot_573-1	0.5032550594	0.4759283249	0.01996238963	0	0	0.0008542260889	0.4492167032
Spot_574-1	0.5065932205	0.006652358983	0.4867544206	0	0	0	0.4314979218
Spot_575-1	0	0	1	0	0	0	0.4895006303
Spot_576-1	0.01984768264	0	0.9783649869	0.001787330493	0	0	0.482113274
Spot_577-1	0.5189155513	0	0.4710420723	0	0	0.01004237635	0.4431532445
Spot_578-1	0.01472397322	0	0.6685383632	0.3167376636	0	0	0.3597701792
Spot_579-1	0	0.005025494193	0	0	0.9949745058	0	0.4768167732
Spot_580-1	0.01010282934	0	0.00465411643	0.9763977911	0	0.008845263119	0.4904677898
Spot_581-1	0.2200003003	0.498143611	0.02114920352	0.2345573968	0.02465816722	0.001491321156	0.3507797668
Spot_582-1	0.001166328517	0	0.02050701162	0.5189439205	0	0.4593827394	0.4527352155
Spot_583-1	0.004011646227	0.001861642673	0.2867037462	0.3304726436	0.372335554	0.004614767422	0.4019975102
Spot_584-1	0	0	0	0.9923815696	0.007618430352	0	0.3685711189
Spot_585-1	0	1	0	0	0	0	0.4855132001
Spot_586-1	0.01690636759	0.01134609059	0.0019071523	0.4777466816	0.4752494554	0.01684425252	0.4409508534
Spot_587-1	0	0	0	0	1	0	0.4962196557
Spot_588-1	0	0	0.9681265844	0.0263723611	0.00550105447	0	0.4960531521
Spot_589-1	0.01055652564	0.4876361871	0	0	0.01947793682	0.4823293505	0.4581165987
Spot_590-1	0.006721967159	0	0.472752222	0.001446161676	0	0.5190796491	0.435860025
Spot_591-1	0	0	0.9939984082	0.001205129587	0.0001161454463	0.004680316775	0.3146190652
Spot_592-1	0	0	0.650795638	0.008008095294	0.3411962667	0	0.3511570231
Spot_593-1	0.004231224079	0.00756921748	0.9712767804	0	0.0122435551	0.004679222948	0.3257766755
Spot_594-1	0.02455857596	0.008006285244	0.6581016818	0	0.309333457	0	0.3427516728
Spot_595-1	0.3414291233	0	0.3185550422	0.3400158345	0	0	0.3749432657
Spot_596-1	0	0	0.7581293493	0.0005807659349	0.2412898848	0	0.3022968708
Spot_597-1	0.9679665544	0.005294612952	0	0	0.003753495125	0.0229853375	0.497585896
Spot_598-1	0.01815058194	0.9811071011	0	0	0	0.0007423169303	0.3739378465
Spot_599-1	0.003625033843	0	0.3228393575	0.0124147028	0.6611209059	0	0.3612277727
Spot_600-1	0	0	0	0	1	0	0.4908310094
Spot_601-1	0.6440834101	0.3386152763	0	0	0.01556530314	0.001736010416	0.3599250333
Spot_602-1	0.4915623963	0.002977633571	0.2503714611	0	0.2402063261	0.01488218291	0.3344254512
Spot_603-1	0	0.9433909395	0.02076755085	0.009191113861	0	0.02665039575	0.5387042535
Spot_604-1	0	0.003906890286	0.4969998358	0.006741716328	0.4903084519	0.00204310572	0.4306365917
Spot_605-1	0.01952324616	0.001453751229	0.9701506035	0.002655052852	0.006217346294	0	0.5015767894
Spot_606-1	0	0.2450372647	0.4967383191	0	0.2582244161	0	0.3432584483
Spot_607-1	0.009604998053	0	0.5082509494	0.4771522527	0	0.004991799873	0.4252630317
Spot_608-1	0	0.498318603	0.4901779932	0.01150340378	0	0	0.4684253444
Spot_609-1	0.0270306988	0.01324812557	0.9470177856	0.01270338998	0	0	0.4927281182
Spot_610-1	0	0.004711361462	0.9952886385	0	0	0	0.3607422983
Spot_611-1	0	0	1	0	0	0	0.4915420572
Spot_612-1	0	0	0.4742986828	0.5257013172	0	0	0.434923799
Spot_613-1	0.006116519936	0.01878012072	0.9751033593	0	0	0	0.3559581409
Spot_614-1	0	0.03683339518	0.4772891946	0.464611136	0.02126627419	0	0.4293485391
Spot_615-1	0.02957829116	0.005954130137	0.9349819439	0.01755754865	0	0.01192808613	0.5194707983
Spot_616-1	0	0	0.2340545795	0.5258042486	0.2231022582	0.0170389137	0.3398324862
Spot_617-1	0	0	0.9872800276	0	0.00583363549	0.006886336957	0.3742937595
Spot_618-1	0.0103775692	0	0.3308942374	0.3303458137	0.02809949218	0.3002828876	0.3939749667
Spot_619-1	0	0.003987916011	0.9888860312	0.007126052749	0	0	0.5065570106
Spot_620-1	0	0	0.6481773597	0.3382151083	0.01360753201	0	0.3539964409
Spot_621-1	0.02328174536	0.003094690573	0.9433312594	0	0.03029230466	0	0.5272380669
Spot_622-1	0	0	0.7314634561	0.2420272634	0	0.02650928057	0.3196193991
Spot_623-1	0	0.01865797163	0.9668452239	0	0	0.01449680445	0.5096114171
Spot_624-1	0.3079289478	0	0.6631004461	0.0224636716	0.002202780169	0.004304154329	0.3782332033
Spot_625-1	0	0.5221071578	0.462420362	0	0.01547248024	0	0.4254302141
Spot_626-1	0	0	0.9971391799	0	0	0.002860820111	0.4481070953
Spot_627-1	0.6390456561	0.01522221052	0.3324836511	0.01324848227	0	0	0.3472480424
Spot_628-1	0.02006046902	0	0.01614254532	0.952279157	0.01151782861	0	0.4926259126
Spot_629-1	0	0	0.01076947829	0.9658487326	0	0.02338178907	0.4819579518
Spot_630-1	0.5115069489	0	7.612596719e-05	0	0.4884169251	0	0.4316499116
Spot_631-1	0	0.002192101014	0.01321797971	0.009861333321	0.974728586	0	0.4564876866
Spot_632-1	0.4834579045	0.01243971936	0.007530621213	0.4965717549	0	0	0.45376405
Spot_633-1	0	0	0.6603330277	0.3396669723	0	0	0.353272887
Spot_634-1	0	0	0.6613358048	0	0.3386641952	0	0.3608825273
Spot_635-1	0.45960214	0.5295779865	0.008109165527	0	0.0009700860318	0.001740621984	0.4568875123
Spot_636-1	0.006916054293	0	0.4629004563	0.5192894343	0.004948453729	0.00594560139	0.4252613767
Spot_637-1	0	0	0.9829275926	0.00468420898	0.01238819842	0	0.5095712423
Spot_638-1	0	0	0.9797986761	0	0.02020132388	0	0.5008343428
Spot_639-1	0.9687305516	0.02232008345	0	0	0	0.008949364906	0.3818532242
